,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
29,1,7:13.0,D. Jordan makes 2-pt layup from 2 ft,,15,9
30,1,6:46.0,,T. Burke misses 2-pt jump shot from 13 ft,15,9
31,1,6:45.0,,Offensive rebound by D. Favors,15,9
32,1,6:45.0,,D. Favors makes 2-pt tip-in from 2 ft,15,11
33,1,6:35.0,B. Griffin misses 2-pt jump shot from 21 ft,,15,11
34,1,6:33.0,Offensive rebound by D. Jordan,,15,11
35,1,6:19.0,C. Paul makes 2-pt jump shot from 16 ft,,17,11
36,1,6:05.0,,Turnover by G. Hayward (bad pass),17,11
37,1,5:43.0,B. Griffin misses 2-pt jump shot from 3 ft,,17,11
38,1,5:41.0,Offensive rebound by B. Griffin,,17,11
39,1,5:41.0,B. Griffin makes 2-pt layup from 1 ft,,19,11
40,1,5:37.0,,Utah full timeout,19,11
41,1,5:37.0,,J. Ingles enters the game for G. Hayward,19,11
42,1,5:37.0,,T. Booker enters the game for E. Freedom,19,11
43,1,5:26.0,,J. Ingles misses 3-pt jump shot from 23 ft,19,11
44,1,5:25.0,,Offensive rebound by T. Booker,19,11
45,1,5:14.0,Offensive charge foul by J. Ingles (drawn by J. Redick),,19,11
46,1,5:14.0,,Turnover by J. Ingles (offensive foul),19,11
47,1,5:02.0,J. Redick misses 2-pt jump shot from 16 ft,,19,11
48,1,5:01.0,Offensive rebound by D. Jordan,,19,11
49,1,4:58.0,,Violation by A. Burks (def goaltending),19,11
50,1,4:58.0,J. Redick makes 2-pt layup from 1 ft (assist by D. Jordan),,21,11
51,1,4:38.0,,Turnover by T. Booker (lost ball; steal by M. Barnes),21,11
52,1,4:34.0,Shooting foul by A. Burks (drawn by M. Barnes),,21,11
53,1,4:34.0,M. Barnes makes free throw 1 of 2,,22,11
54,1,4:34.0,,R. Hood enters the game for A. Burks,22,11
55,1,4:34.0,M. Barnes makes free throw 2 of 2,,23,11
56,1,4:21.0,,D. Favors makes 2-pt layup at rim (assist by R. Hood),23,13
57,1,4:04.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,25,13
58,1,3:53.0,,D. Favors makes 2-pt jump shot from 15 ft (assist by T. Burke),25,15
59,1,3:31.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by C. Paul),,28,15
60,1,3:15.0,,R. Hood misses 3-pt jump shot from 23 ft,28,15
61,1,3:13.0,Defensive rebound by M. Barnes,,28,15
62,1,2:57.0,Shooting foul by T. Burke (drawn by B. Griffin),,28,15
63,1,2:57.0,LA Clippers full timeout,,28,15
64,1,2:57.0,J. Crawford enters the game for M. Barnes,,28,15
65,1,2:57.0,,D. Exum enters the game for T. Burke,28,15
66,1,2:57.0,,R. Gobert enters the game for D. Favors,28,15
67,1,2:57.0,B. Griffin misses free throw 1 of 2,,28,15
68,1,2:57.0,Offensive rebound by Team,,28,15
69,1,2:57.0,B. Griffin makes free throw 2 of 2,,29,15
70,1,2:43.0,,Personal foul by J. Crawford (drawn by J. Ingles),29,15
71,1,2:29.0,,T. Booker misses 3-pt jump shot from 24 ft,29,15
72,1,2:28.0,Defensive rebound by Team,,29,15
73,1,2:16.0,J. Redick misses 3-pt jump shot from 24 ft,,29,15
74,1,2:15.0,,Defensive rebound by R. Gobert,29,15
75,1,2:00.0,,R. Gobert misses 2-pt jump shot from 4 ft,29,15
76,1,1:59.0,Defensive rebound by B. Griffin,,29,15
77,1,1:53.0,J. Redick misses 3-pt jump shot from 24 ft,,29,15
78,1,1:50.0,,Defensive rebound by J. Ingles,29,15
79,1,1:43.0,,R. Hood misses 3-pt jump shot from 24 ft,29,15
80,1,1:42.0,Defensive rebound by D. Jordan,,29,15
81,1,1:24.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by J. Redick),,32,15
82,1,1:11.0,,Personal foul by B. Griffin (drawn by T. Booker),32,15
83,1,1:11.0,J. Farmar enters the game for J. Redick,,32,15
84,1,1:11.0,S. Hawes enters the game for D. Jordan,,32,15
85,1,1:11.0,,A. Burks enters the game for R. Hood,32,15
86,1,1:00.0,,A. Burks misses 3-pt jump shot from 24 ft,32,15
87,1,0:59.0,Defensive rebound by B. Griffin,,32,15
88,1,0:46.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by S. Hawes),,35,15
89,1,0:32.0,,D. Exum misses 2-pt jump shot from 9 ft,35,15
90,1,0:31.0,Defensive rebound by S. Hawes,,35,15
91,1,0:10.0,C. Paul misses 3-pt jump shot from 25 ft,,35,15
92,1,0:06.0,Offensive rebound by B. Griffin,,35,15
93,1,0:06.0,B. Griffin misses 2-pt jump shot from 4 ft,,35,15
94,1,0:04.0,,Defensive rebound by J. Ingles,35,15
95,1,0:00.0,,D. Exum makes 3-pt jump shot from 24 ft (assist by J. Ingles),35,18
96,2,11:50.0,Turnover by J. Farmar (lost ball; steal by T. Booker),,35,18
97,2,11:47.0,,D. Exum makes 2-pt dunk at rim (assist by T. Booker),35,20
98,2,11:28.0,J. Crawford misses 3-pt jump shot from 25 ft,,35,20
99,2,11:27.0,,Defensive rebound by Team,35,20
100,2,11:06.0,,Shooting foul by S. Hawes (drawn by A. Burks),35,20
101,2,11:06.0,,A. Burks makes free throw 1 of 2,35,21
102,2,11:06.0,,A. Burks makes free throw 2 of 2,35,22
103,2,10:48.0,J. Farmar misses 3-pt jump shot from 25 ft,,35,22
104,2,10:47.0,Offensive rebound by J. Farmar,,35,22
105,2,10:39.0,Offensive foul by G. Davis (drawn by A. Burks),,35,22
106,2,10:39.0,Turnover by G. Davis (offensive foul),,35,22
107,2,10:39.0,R. Bullock enters the game for H. Türkoğlu,,35,22
108,2,10:26.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Gobert),35,25
109,2,10:21.0,LA Clippers full timeout,,35,25
110,2,10:10.0,Turnover by J. Crawford (bad pass; steal by A. Burks),,35,25
111,2,10:07.0,,T. Booker makes 2-pt dunk at rim (assist by G. Hayward),35,27
112,2,9:44.0,J. Farmar makes 2-pt jump shot from 20 ft,,37,27
113,2,9:23.0,,G. Hayward makes 2-pt hook shot from 3 ft,37,29
114,2,9:10.0,R. Bullock misses 2-pt jump shot from 16 ft,,37,29
115,2,9:08.0,Offensive rebound by J. Farmar,,37,29
116,2,9:00.0,S. Hawes misses 3-pt jump shot from 25 ft,,37,29
117,2,9:00.0,,Defensive rebound by Team,37,29
118,2,8:39.0,,Turnover by D. Exum (bad pass; steal by R. Bullock),37,29
119,2,8:30.0,Shooting foul by T. Booker (drawn by S. Hawes),,37,29
120,2,8:30.0,S. Hawes misses free throw 1 of 2,,37,29
121,2,8:30.0,Offensive rebound by Team,,37,29
122,2,8:30.0,S. Hawes misses free throw 2 of 2,,37,29
123,2,8:29.0,,Defensive rebound by R. Gobert,37,29
124,2,8:19.0,,Personal foul by S. Hawes (drawn by G. Hayward),37,29
125,2,8:03.0,,G. Hayward misses 3-pt jump shot from 25 ft,37,29
126,2,8:03.0,,Offensive rebound by T. Booker,37,29
127,2,8:03.0,,T. Booker makes 2-pt layup from 1 ft,37,31
128,2,8:03.0,,Shooting foul by R. Bullock (drawn by T. Booker),37,31
129,2,8:03.0,M. Barnes enters the game for R. Bullock,,37,31
130,2,8:03.0,,R. Hood enters the game for A. Burks,37,31
131,2,8:03.0,,T. Booker makes free throw 1 of 1,37,32
132,2,7:48.0,J. Crawford misses 3-pt jump shot from 24 ft,,37,32
133,2,7:47.0,,Defensive rebound by T. Booker,37,32
134,2,7:36.0,,T. Booker misses 3-pt jump shot from 24 ft,37,32
135,2,7:34.0,Defensive rebound by M. Barnes,,37,32
136,2,7:25.0,J. Crawford makes 2-pt jump shot from 19 ft,,39,32
137,2,7:10.0,,Personal foul by G. Davis (drawn by G. Hayward),39,32
138,2,7:10.0,,T. Burke enters the game for D. Exum,39,32
139,2,7:10.0,,D. Favors enters the game for R. Gobert,39,32
140,2,7:10.0,C. Paul enters the game for J. Farmar,,39,32
141,2,7:10.0,D. Jordan enters the game for G. Davis,,39,32
142,2,6:59.0,,G. Hayward makes 2-pt jump shot from 8 ft,39,34
143,2,6:43.0,D. Jordan makes 2-pt jump shot from 5 ft,,41,34
144,2,6:35.0,,Shooting foul by S. Hawes (drawn by T. Booker),41,34
145,2,6:35.0,,T. Booker misses free throw 1 of 2,41,34
146,2,6:35.0,,Offensive rebound by Team,41,34
147,2,6:35.0,B. Griffin enters the game for S. Hawes,,41,34
148,2,6:35.0,,T. Booker makes free throw 2 of 2,41,35
149,2,6:25.0,Turnover by J. Crawford (bad pass; steal by G. Hayward),,41,35
150,2,6:24.0,,Clear path foul by M. Barnes,41,35
151,2,6:24.0,,G. Hayward makes clear path free throw 1 of 2,41,36
152,2,6:24.0,,G. Hayward misses clear path free throw 2 of 2,41,36
153,2,6:24.0,,Offensive rebound by Team,41,36
154,2,6:24.0,,Utah full timeout,41,36
155,2,6:24.0,,E. Freedom enters the game for T. Booker,41,36
156,2,6:13.0,,R. Hood misses 2-pt jump shot from 11 ft,41,36
157,2,6:12.0,,Offensive rebound by E. Freedom,41,36
158,2,6:10.0,,E. Freedom misses 2-pt layup from 2 ft (block by M. Barnes),41,36
159,2,6:08.0,Defensive rebound by C. Paul,,41,36
160,2,5:55.0,M. Barnes misses 3-pt jump shot from 24 ft,,41,36
161,2,5:53.0,Offensive rebound by C. Paul,,41,36
162,2,5:43.0,,Violation by D. Favors (def goaltending),41,36
163,2,5:43.0,B. Griffin makes 2-pt hook shot from 5 ft,,43,36
164,2,5:33.0,,Shooting foul by J. Crawford (drawn by G. Hayward),43,36
165,2,5:33.0,,G. Hayward makes free throw 1 of 2,43,37
166,2,5:33.0,J. Redick enters the game for J. Crawford,,43,37
167,2,5:33.0,,J. Ingles enters the game for R. Hood,43,37
168,2,5:33.0,,G. Hayward makes free throw 2 of 2,43,38
169,2,5:10.0,B. Griffin makes 3-pt jump shot from 24 ft,,46,38
170,2,5:01.0,,Turnover by T. Burke (lost ball; steal by C. Paul),46,38
171,2,4:48.0,Personal foul by T. Burke (drawn by C. Paul),,46,38
172,2,4:41.0,C. Paul makes 2-pt jump shot from 17 ft,,48,38
173,2,4:23.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by T. Burke),48,41
174,2,4:06.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by C. Paul),,51,41
175,2,3:53.0,,E. Freedom makes 2-pt layup from 3 ft (assist by D. Favors),51,43
176,2,3:29.0,Turnover by B. Griffin (lost ball),,51,43
177,2,3:29.0,Technical foul by B. Griffin,,51,43
178,2,3:29.0,,T. Burke misses technical free throw,51,43
179,2,3:29.0,,Offensive rebound by Team,51,43
180,2,3:29.0,,A. Burks enters the game for J. Ingles,51,43
181,2,3:06.0,,G. Hayward makes 2-pt hook shot from 5 ft,51,45
182,2,2:53.0,Shooting foul by E. Freedom (drawn by J. Redick),,51,45
183,2,2:53.0,Official timeout,,51,45
184,2,2:53.0,J. Redick makes free throw 1 of 2,,52,45
185,2,2:53.0,J. Redick makes free throw 2 of 2,,53,45
186,2,2:43.0,,E. Freedom misses 2-pt jump shot from 17 ft,53,45
187,2,2:42.0,Defensive rebound by J. Redick,,53,45
188,2,2:26.0,Shooting foul by T. Burke (drawn by C. Paul),,53,45
189,2,2:26.0,C. Paul makes free throw 1 of 2,,54,45
190,2,2:26.0,,D. Exum enters the game for T. Burke,54,45
191,2,2:26.0,,J. Ingles enters the game for A. Burks,54,45
192,2,2:26.0,C. Paul makes free throw 2 of 2,,55,45
193,2,2:08.0,,D. Exum misses 3-pt jump shot from 25 ft,55,45
194,2,2:07.0,,Offensive rebound by D. Favors,55,45
195,2,1:54.0,,G. Hayward makes 2-pt layup from 1 ft,55,47
196,2,1:27.0,C. Paul misses 2-pt jump shot from 20 ft,,55,47
197,2,1:26.0,,Defensive rebound by G. Hayward,55,47
198,2,1:12.0,,Personal foul by B. Griffin (drawn by G. Hayward),55,47
199,2,1:12.0,,G. Hayward misses free throw 1 of 2,55,47
200,2,1:12.0,,Offensive rebound by Team,55,47
201,2,1:12.0,J. Crawford enters the game for M. Barnes,,55,47
202,2,1:12.0,,G. Hayward makes free throw 2 of 2,55,48
203,2,0:56.0,C. Paul makes 2-pt jump shot from 4 ft,,57,48
204,2,0:39.0,,E. Freedom misses 2-pt jump shot from 11 ft,57,48
205,2,0:38.0,Defensive rebound by J. Redick,,57,48
206,2,0:30.0,C. Paul makes 2-pt jump shot from 20 ft,,59,48
207,2,0:09.0,,G. Hayward makes 2-pt jump shot from 15 ft,59,50
208,2,0:01.0,J. Crawford makes 2-pt jump shot from 18 ft,,61,50
209,2,0:01.0,Shooting foul by D. Exum (drawn by J. Crawford),,61,50
210,2,0:01.0,,R. Gobert enters the game for E. Freedom,61,50
211,2,0:01.0,J. Crawford makes free throw 1 of 1,,62,50
212,2,0:00.0,,D. Exum misses 3-pt jump shot from 67 ft,62,50
213,2,0:00.0,,Offensive rebound by Team,62,50
214,3,11:37.0,C. Paul misses 2-pt jump shot from 17 ft,,62,50
215,3,11:36.0,,Defensive rebound by T. Burke,62,50
216,3,11:15.0,,A. Burks makes 2-pt jump shot from 17 ft,62,52
217,3,10:58.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,64,52
218,3,10:36.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by A. Burks),64,55
219,3,10:12.0,M. Barnes misses 2-pt jump shot from 5 ft,,64,55
220,3,10:11.0,Offensive rebound by D. Jordan,,64,55
221,3,10:11.0,D. Jordan makes 2-pt layup from 2 ft,,66,55
222,3,9:58.0,,Shooting foul by D. Jordan (drawn by D. Favors),66,55
223,3,9:58.0,,D. Favors misses free throw 1 of 2,66,55
224,3,9:58.0,,Offensive rebound by Team,66,55
225,3,9:58.0,,D. Favors makes free throw 2 of 2,66,56
226,3,9:41.0,Turnover by M. Barnes (bad pass),,66,56
227,3,9:32.0,,Offensive foul by D. Favors (drawn by M. Barnes),66,56
228,3,9:32.0,,Turnover by D. Favors (offensive foul),66,56
229,3,9:19.0,B. Griffin makes 2-pt jump shot from 16 ft,,68,56
230,3,9:04.0,,Turnover by T. Burke (bad pass; steal by C. Paul),68,56
231,3,8:58.0,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),,70,56
232,3,8:44.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by A. Burks),70,59
233,3,8:31.0,Shooting foul by A. Burks (drawn by J. Redick),,70,59
234,3,8:31.0,J. Redick makes free throw 1 of 3,,71,59
235,3,8:31.0,J. Redick makes free throw 2 of 3,,72,59
236,3,8:31.0,J. Redick misses free throw 3 of 3,,72,59
237,3,8:29.0,,Defensive rebound by D. Favors,72,59
238,3,8:14.0,,Turnover by D. Favors (bad pass; steal by J. Redick),72,59
239,3,8:05.0,B. Griffin makes 2-pt hook shot from 4 ft (assist by C. Paul),,74,59
240,3,8:01.0,,Utah full timeout,74,59
241,3,7:52.0,,G. Hayward misses 2-pt layup from 2 ft (block by D. Jordan),74,59
242,3,7:52.0,,Offensive rebound by Team,74,59
243,3,7:42.0,,G. Hayward makes 2-pt jump shot from 20 ft,74,61
244,3,7:12.0,B. Griffin makes 2-pt jump shot from 14 ft,,76,61
245,3,6:51.0,,E. Freedom misses 2-pt hook shot from 4 ft,76,61
246,3,6:49.0,Defensive rebound by D. Jordan,,76,61
247,3,6:42.0,Personal foul by E. Freedom (drawn by D. Jordan),,76,61
248,3,6:35.0,C. Paul makes 2-pt jump shot from 19 ft,,78,61
249,3,6:18.0,,Shooting foul by J. Redick (drawn by A. Burks),78,61
250,3,6:18.0,,A. Burks misses free throw 1 of 2,78,61
251,3,6:18.0,,Offensive rebound by Team,78,61
252,3,6:18.0,,T. Booker enters the game for E. Freedom,78,61
253,3,6:18.0,,J. Ingles enters the game for G. Hayward,78,61
254,3,6:18.0,,A. Burks misses free throw 2 of 2,78,61
255,3,6:17.0,Defensive rebound by B. Griffin,,78,61
256,3,5:53.0,C. Paul makes 2-pt jump shot from 14 ft,,80,61
257,3,5:37.0,,D. Favors misses 2-pt jump shot from 3 ft (block by D. Jordan),80,61
258,3,5:35.0,Defensive rebound by D. Jordan,,80,61
259,3,5:24.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,82,61
260,3,5:18.0,,T. Booker makes 2-pt layup from 2 ft (assist by A. Burks),82,63
261,3,5:08.0,LA Clippers full timeout,,82,63
262,3,5:08.0,J. Crawford enters the game for M. Barnes,,82,63
263,3,4:51.0,C. Paul misses 2-pt jump shot from 21 ft,,82,63
264,3,4:49.0,,Defensive rebound by J. Ingles,82,63
265,3,4:29.0,,Shooting foul by J. Redick (drawn by T. Booker),82,63
266,3,4:29.0,,T. Booker makes free throw 1 of 2,82,64
267,3,4:29.0,,T. Booker misses free throw 2 of 2,82,64
268,3,4:27.0,Defensive rebound by D. Jordan,,82,64
269,3,4:16.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,84,64
270,3,4:00.0,,D. Favors makes 2-pt layup from 1 ft,84,66
271,3,3:43.0,S. Hawes enters the game for D. Jordan,,84,66
272,3,3:37.0,J. Crawford misses 2-pt jump shot from 19 ft,,84,66
273,3,3:35.0,,Defensive rebound by A. Burks,84,66
274,3,3:25.0,,Shooting foul by S. Hawes (drawn by D. Favors),84,66
275,3,3:25.0,,D. Favors makes free throw 1 of 2,84,67
276,3,3:25.0,J. Farmar enters the game for J. Redick,,84,67
277,3,3:25.0,,D. Favors misses free throw 2 of 2,84,67
278,3,3:22.0,Defensive rebound by C. Paul,,84,67
279,3,3:08.0,B. Griffin misses 2-pt jump shot from 18 ft,,84,67
280,3,3:07.0,,Defensive rebound by A. Burks,84,67
281,3,3:07.0,,Turnover by A. Burks (lost ball),84,67
282,3,3:05.0,,D. Exum enters the game for T. Burke,84,67
283,3,3:05.0,,R. Gobert enters the game for T. Booker,84,67
284,3,2:57.0,Turnover by C. Paul (bad pass; steal by J. Ingles),,84,67
285,3,2:47.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),84,69
286,3,2:35.0,Personal foul by D. Exum (drawn by C. Paul),,84,69
287,3,2:22.0,J. Crawford makes 2-pt layup from 3 ft,,86,69
288,3,2:07.0,,Turnover by D. Exum (traveling),86,69
289,3,2:07.0,G. Davis enters the game for B. Griffin,,86,69
290,3,1:54.0,G. Davis makes 2-pt layup from 2 ft (assist by C. Paul),,88,69
291,3,1:40.0,,A. Burks misses 2-pt jump shot from 3 ft (block by S. Hawes),88,69
292,3,1:40.0,Defensive rebound by S. Hawes,,88,69
293,3,1:40.0,M. Barnes enters the game for C. Paul,,88,69
294,3,1:26.0,J. Crawford misses 2-pt jump shot from 21 ft,,88,69
295,3,1:25.0,,Defensive rebound by R. Gobert,88,69
296,3,1:04.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by J. Ingles),88,71
297,3,0:48.0,J. Farmar makes 2-pt jump shot from 18 ft (assist by S. Hawes),,90,71
298,3,0:41.0,,A. Burks makes 2-pt jump shot from 4 ft,90,73
299,3,0:41.0,,Shooting foul by M. Barnes (drawn by A. Burks),90,73
300,3,0:41.0,,A. Burks makes free throw 1 of 1,90,74
301,3,0:33.0,J. Crawford misses 2-pt layup from 2 ft,,90,74
302,3,0:32.0,,Defensive rebound by D. Favors,90,74
303,3,0:20.0,,D. Favors makes 2-pt dunk at rim (assist by D. Exum),90,76
304,3,0:11.0,Personal foul by J. Ingles (drawn by J. Crawford),,90,76
305,3,0:11.0,J. Redick enters the game for G. Davis,,90,76
306,3,0:11.0,,T. Booker enters the game for R. Gobert,90,76
307,3,0:01.0,M. Barnes misses 3-pt jump shot from 26 ft,,90,76
308,3,0:00.0,,Defensive rebound by D. Exum,90,76
309,4,11:48.0,,Offensive foul by J. Ingles (drawn by M. Barnes),90,76
310,4,11:48.0,,Turnover by J. Ingles (offensive foul),90,76
311,4,11:36.0,J. Farmar misses 3-pt jump shot from 24 ft,,90,76
312,4,11:35.0,,Defensive rebound by T. Booker,90,76
313,4,11:29.0,,Shooting foul by M. Barnes (drawn by G. Hayward),90,76
314,4,11:29.0,,G. Hayward misses free throw 1 of 2,90,76
315,4,11:29.0,,Offensive rebound by Team,90,76
316,4,11:29.0,,G. Hayward misses free throw 2 of 2,90,76
317,4,11:27.0,Defensive rebound by S. Hawes,,90,76
318,4,11:15.0,S. Hawes makes 2-pt jump shot from 20 ft (assist by J. Farmar),,92,76
319,4,10:59.0,,G. Hayward misses 2-pt jump shot from 18 ft,92,76
320,4,10:58.0,Defensive rebound by M. Barnes,,92,76
321,4,10:38.0,J. Crawford misses 2-pt jump shot from 5 ft (block by R. Gobert),,92,76
322,4,10:38.0,Offensive rebound by Team,,92,76
323,4,10:38.0,,R. Hood enters the game for J. Ingles,92,76
324,4,10:35.0,S. Hawes misses 3-pt jump shot from 24 ft,,92,76
325,4,10:34.0,,Defensive rebound by R. Hood,92,76
326,4,10:18.0,,Turnover by T. Booker (traveling),92,76
327,4,10:13.0,J. Farmar makes 3-pt jump shot from 25 ft,,95,76
328,4,9:44.0,,T. Booker misses 2-pt jump shot from 14 ft,95,76
329,4,9:43.0,,Offensive rebound by R. Gobert,95,76
330,4,9:43.0,Loose ball foul by J. Farmar (drawn by R. Gobert),,95,76
331,4,9:38.0,,Personal foul by M. Barnes (drawn by G. Hayward),95,76
332,4,9:27.0,,G. Hayward makes 2-pt jump shot from 21 ft,95,78
333,4,9:11.0,J. Farmar makes 3-pt jump shot from 24 ft,,98,78
334,4,9:03.0,,Utah full timeout,98,78
335,4,8:57.0,,G. Hayward misses 2-pt jump shot from 19 ft,98,78
336,4,8:55.0,Defensive rebound by J. Crawford,,98,78
337,4,8:32.0,J. Crawford misses 3-pt jump shot from 24 ft,,98,78
338,4,8:30.0,,Defensive rebound by T. Booker,98,78
339,4,8:18.0,,Personal foul by M. Barnes (drawn by R. Gobert),98,78
340,4,8:18.0,J. Redick enters the game for M. Barnes,,98,78
341,4,8:03.0,,D. Exum misses 2-pt jump shot from 19 ft,98,78
342,4,7:58.0,,Offensive rebound by T. Booker,98,78
343,4,7:55.0,,Shooting foul by J. Redick (drawn by R. Hood),98,78
344,4,7:55.0,,R. Hood makes free throw 1 of 2,98,79
345,4,7:55.0,,T. Burke enters the game for D. Exum,98,79
346,4,7:55.0,,R. Hood makes free throw 2 of 2,98,80
347,4,7:40.0,Turnover by J. Farmar (bad pass),,98,80
348,4,7:23.0,,T. Burke misses 3-pt jump shot from 24 ft,98,80
349,4,7:21.0,,Offensive rebound by T. Booker,98,80
350,4,7:21.0,,Shooting foul by S. Hawes (drawn by T. Booker),98,80
351,4,7:21.0,,T. Booker makes free throw 1 of 2,98,81
352,4,7:21.0,B. Griffin enters the game for S. Hawes,,98,81
353,4,7:21.0,,D. Favors enters the game for R. Gobert,98,81
354,4,7:21.0,,T. Booker makes free throw 2 of 2,98,82
355,4,7:06.0,J. Redick misses 3-pt jump shot from 23 ft,,98,82
356,4,7:04.0,,Defensive rebound by R. Hood,98,82
357,4,6:47.0,,R. Hood misses 2-pt jump shot from 15 ft,98,82
358,4,6:44.0,,Offensive rebound by T. Booker,98,82
359,4,6:44.0,,T. Booker makes 2-pt dunk at rim,98,84
360,4,6:28.0,Turnover by J. Crawford (bad pass; steal by T. Booker),,98,84
361,4,6:26.0,,Shooting foul by B. Griffin (drawn by T. Booker),98,84
362,4,6:26.0,,T. Booker makes free throw 1 of 2,98,85
363,4,6:26.0,D. Jordan enters the game for G. Davis,,98,85
364,4,6:26.0,C. Paul enters the game for J. Farmar,,98,85
365,4,6:26.0,,T. Booker makes free throw 2 of 2,98,86
366,4,6:06.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by B. Griffin),,101,86
367,4,6:01.0,,G. Hayward misses 2-pt jump shot from 4 ft,101,86
368,4,6:01.0,Defensive rebound by Team,,101,86
369,4,5:40.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),,104,86
370,4,5:20.0,,T. Burke misses 3-pt jump shot from 25 ft,104,86
371,4,5:19.0,Defensive rebound by J. Crawford,,104,86
372,4,5:03.0,Turnover by J. Crawford (bad pass; steal by T. Booker),,104,86
373,4,5:00.0,,Turnover by T. Booker (bad pass; steal by J. Crawford),104,86
374,4,4:54.0,J. Crawford misses 3-pt jump shot from 23 ft,,104,86
375,4,4:53.0,,Defensive rebound by D. Favors,104,86
376,4,4:53.0,,Utah full timeout,104,86
377,4,4:49.0,Official timeout,,104,86
378,4,4:49.0,,R. Gobert enters the game for T. Booker,104,86
379,4,4:49.0,,A. Burks enters the game for R. Hood,104,86
380,4,4:37.0,,T. Burke misses 3-pt jump shot from 24 ft,104,86
381,4,4:35.0,Defensive rebound by J. Redick,,104,86
382,4,4:19.0,C. Paul misses 2-pt jump shot from 16 ft,,104,86
383,4,4:18.0,,Defensive rebound by D. Favors,104,86
384,4,4:09.0,,R. Gobert misses 2-pt hook shot from 7 ft,104,86
385,4,4:07.0,,Offensive rebound by D. Favors,104,86
386,4,4:07.0,,D. Favors makes 2-pt dunk at rim,104,88
387,4,3:43.0,B. Griffin misses 2-pt jump shot from 20 ft,,104,88
388,4,3:40.0,,Defensive rebound by G. Hayward,104,88
389,4,3:34.0,,G. Hayward misses 2-pt jump shot from 3 ft (block by D. Jordan),104,88
390,4,3:34.0,,Offensive rebound by Team,104,88
391,4,3:16.0,,D. Favors misses 2-pt jump shot from 19 ft,104,88
392,4,3:15.0,Defensive rebound by D. Jordan,,104,88
