,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
0,1,11:39.0,Offensive charge foul by J. Harden (drawn by R. Rondo),,0,0
1,1,11:39.0,,Turnover by D. Howard (offensive foul),0,0
2,1,11:17.0,M. Ellis misses 2-pt jump shot from 20 ft,,0,0
3,1,11:16.0,,Defensive rebound by T. Ariza,0,0
4,1,11:08.0,,T. Jones misses 3-pt jump shot from 26 ft,0,0
5,1,11:07.0,Defensive rebound by C. Parsons,,0,0
6,1,11:02.0,Personal foul by J. Terry (drawn by C. Parsons),,0,0
7,1,10:53.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by R. Rondo),,2,0
8,1,10:36.0,,Personal foul by T. Chandler (drawn by D. Howard),2,0
9,1,10:28.0,,D. Howard misses 2-pt hook shot from 7 ft,2,0
10,1,10:27.0,Defensive rebound by C. Parsons,,2,0
11,1,10:21.0,C. Parsons misses 2-pt jump shot from 16 ft,,2,0
12,1,10:20.0,,Defensive rebound by T. Ariza,2,0
13,1,10:08.0,,D. Howard makes 2-pt dunk at rim (assist by T. Ariza),2,2
14,1,9:55.0,C. Parsons misses 3-pt jump shot from 26 ft,,2,2
15,1,9:54.0,,Defensive rebound by D. Howard,2,2
16,1,9:45.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),2,4
17,1,9:18.0,R. Rondo misses 2-pt jump shot from 8 ft (block by D. Howard),,2,4
18,1,9:16.0,,Defensive rebound by J. Terry,2,4
19,1,9:10.0,,Turnover by J. Terry (bad pass; steal by M. Ellis),2,4
20,1,9:07.0,Turnover by M. Ellis (bad pass; steal by T. Ariza),,2,4
21,1,9:03.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by T. Ariza),2,7
22,1,8:53.0,Turnover by M. Ellis (lost ball),,2,7
23,1,8:38.0,,D. Howard misses 2-pt hook shot from 3 ft,2,7
24,1,8:37.0,Defensive rebound by D. Nowitzki,,2,7
25,1,8:30.0,Turnover by D. Nowitzki (bad pass; steal by J. Terry),,2,7
26,1,8:28.0,,J. Terry makes 2-pt layup from 1 ft,2,9
27,1,8:28.0,Dallas full timeout,,2,9
28,1,8:08.0,T. Chandler misses 2-pt jump shot from 10 ft (block by D. Howard),,2,9
29,1,8:08.0,Offensive rebound by Team,,2,9
30,1,8:03.0,R. Rondo misses 3-pt jump shot from 25 ft,,2,9
31,1,8:00.0,,Defensive rebound by T. Ariza,2,9
32,1,7:55.0,Violation by R. Rondo (kicked ball),,2,9
33,1,7:48.0,,Turnover by J. Harden (bad pass),2,9
34,1,7:40.0,M. Ellis makes 2-pt jump shot from 19 ft,,4,9
35,1,7:28.0,,T. Jones makes 2-pt dunk at rim (assist by J. Harden),4,11
36,1,7:14.0,M. Ellis misses 2-pt jump shot from 6 ft (block by D. Howard),,4,11
37,1,7:12.0,,Defensive rebound by T. Jones,4,11
38,1,7:07.0,,T. Ariza makes 3-pt jump shot from 27 ft (assist by T. Jones),4,14
39,1,6:54.0,Shooting foul by D. Howard (drawn by M. Ellis),,4,14
40,1,6:54.0,M. Ellis makes free throw 1 of 2,,5,14
41,1,6:54.0,A. Aminu enters the game for D. Nowitzki,,5,14
42,1,6:54.0,M. Ellis makes free throw 2 of 2,,6,14
43,1,6:36.0,,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),6,17
44,1,6:23.0,M. Ellis misses 2-pt jump shot from 15 ft,,6,17
45,1,6:22.0,,Defensive rebound by T. Ariza,6,17
46,1,6:16.0,,J. Terry makes 2-pt jump shot from 23 ft (assist by T. Ariza),6,19
47,1,6:15.0,Dallas full timeout,,6,19
48,1,6:01.0,C. Parsons misses 2-pt layup from 3 ft,,6,19
49,1,6:01.0,,Defensive rebound by J. Terry,6,19
50,1,5:54.0,,Turnover by J. Terry (bad pass; steal by T. Chandler),6,19
51,1,5:50.0,C. Parsons makes 2-pt dunk at rim (assist by M. Ellis),,8,19
