,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
181,2,4:34.0,,D. Harris misses 3-pt jump shot from 24 ft,47,43
182,2,4:33.0,Defensive rebound by D. Augustin,,47,43
183,2,4:24.0,J. Meeks misses 2-pt layup from 1 ft,,47,43
184,2,4:22.0,Offensive rebound by A. Drummond,,47,43
185,2,4:22.0,A. Drummond misses 2-pt layup from 1 ft,,47,43
186,2,4:21.0,,Defensive rebound by T. Chandler,47,43
187,2,4:09.0,,R. Jefferson misses 3-pt jump shot from 22 ft,47,43
188,2,4:08.0,Defensive rebound by C. Butler,,47,43
189,2,3:57.0,D. Augustin misses 3-pt jump shot from 24 ft,,47,43
190,2,3:56.0,,Defensive rebound by D. Harris,47,43
191,2,3:47.0,,C. Parsons makes 2-pt jump shot from 4 ft (assist by D. Harris),47,45
192,2,3:39.0,Detroit full timeout,,47,45
193,2,3:39.0,B. Jennings enters the game for C. Butler,,47,45
194,2,3:39.0,K. Singler enters the game for D. Augustin,,47,45
195,2,3:21.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by K. Singler),,50,45
196,2,3:03.0,,C. Parsons misses 3-pt jump shot from 24 ft,50,45
197,2,3:02.0,Defensive rebound by B. Jennings,,50,45
198,2,2:53.0,K. Singler misses 3-pt jump shot from 22 ft,,50,45
199,2,2:52.0,,Defensive rebound by M. Ellis,50,45
200,2,2:45.0,,R. Jefferson misses 2-pt jump shot from 9 ft,50,45
201,2,2:44.0,Defensive rebound by A. Drummond,,50,45
202,2,2:41.0,Shooting foul by D. Harris (drawn by J. Meeks),,50,45
203,2,2:41.0,J. Meeks makes free throw 1 of 2,,51,45
204,2,2:41.0,,R. Rondo enters the game for D. Harris,51,45
205,2,2:41.0,,D. Nowitzki enters the game for R. Jefferson,51,45
206,2,2:41.0,G. Monroe enters the game for A. Tolliver,,51,45
207,2,2:41.0,J. Meeks makes free throw 2 of 2,,52,45
208,2,2:28.0,,C. Parsons misses 2-pt layup at rim,52,45
209,2,2:26.0,Defensive rebound by G. Monroe,,52,45
210,2,2:14.0,K. Singler misses 3-pt jump shot from 24 ft,,52,45
211,2,2:13.0,,Defensive rebound by R. Rondo,52,45
212,2,2:11.0,,Turnover by R. Rondo (bad pass),52,45
213,2,1:51.0,Turnover by K. Singler (bad pass; steal by T. Chandler),,52,45
214,2,1:44.0,,Turnover by M. Ellis (traveling),52,45
215,2,1:29.0,A. Drummond misses 2-pt layup from 1 ft (block by D. Nowitzki),,52,45
216,2,1:29.0,Offensive rebound by Team,,52,45
217,2,1:27.0,J. Meeks misses 2-pt jump shot from 12 ft,,52,45
218,2,1:26.0,,Defensive rebound by T. Chandler,52,45
219,2,1:19.0,,Shooting foul by A. Drummond (drawn by M. Ellis),52,45
220,2,1:19.0,,M. Ellis makes free throw 1 of 2,52,46
221,2,1:19.0,J. Anthony enters the game for A. Drummond,,52,46
222,2,1:19.0,,M. Ellis makes free throw 2 of 2,52,47
223,2,0:58.0,K. Singler misses 3-pt jump shot from 24 ft,,52,47
224,2,0:57.0,,Defensive rebound by T. Chandler,52,47
225,2,0:43.0,,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),52,49
226,2,0:28.0,Turnover by K. Singler (step out of bounds),,52,49
227,2,0:07.0,,M. Ellis misses 3-pt jump shot from 23 ft,52,49
228,2,0:06.0,Defensive rebound by G. Monroe,,52,49
229,2,0:00.0,B. Jennings misses 2-pt layup from 2 ft,,52,49
230,2,0:00.0,Offensive rebound by G. Monroe,,52,49
231,2,0:00.0,G. Monroe makes 2-pt tip-in at rim,,54,49
232,3,11:48.0,,Turnover by D. Nowitzki (bad pass; steal by K. Singler),54,49
233,3,11:44.0,Turnover by G. Monroe (lost ball),,54,49
234,3,11:32.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by R. Rondo),54,51
235,3,11:12.0,G. Monroe makes 2-pt layup from 1 ft (assist by B. Jennings),,56,51
236,3,10:55.0,,R. Rondo misses 2-pt jump shot from 16 ft,56,51
237,3,10:53.0,Defensive rebound by A. Drummond,,56,51
238,3,10:45.0,Personal foul by C. Parsons (drawn by K. Singler),,56,51
239,3,10:32.0,B. Jennings makes 2-pt layup from 1 ft (assist by G. Monroe),,58,51
240,3,10:22.0,,Turnover by R. Rondo (lost ball; steal by B. Jennings),58,51
241,3,10:14.0,B. Jennings misses 2-pt jump shot from 13 ft,,58,51
242,3,10:13.0,,Defensive rebound by T. Chandler,58,51
243,3,10:09.0,,M. Ellis misses 2-pt layup from 1 ft,58,51
244,3,10:07.0,Defensive rebound by G. Monroe,,58,51
245,3,9:41.0,G. Monroe makes 2-pt hook shot from 1 ft,,60,51
246,3,9:26.0,,R. Rondo misses 2-pt jump shot from 17 ft,60,51
247,3,9:25.0,Defensive rebound by A. Drummond,,60,51
248,3,9:12.0,G. Monroe misses 2-pt hook shot from 8 ft,,60,51
249,3,9:10.0,,Defensive rebound by T. Chandler,60,51
250,3,9:01.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by C. Parsons),60,53
251,3,8:42.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,,62,53
252,3,8:20.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,62,53
253,3,8:19.0,Defensive rebound by A. Drummond,,62,53
254,3,8:11.0,Turnover by G. Monroe (bad pass; steal by D. Nowitzki),,62,53
255,3,8:02.0,,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by M. Ellis),62,55
256,3,7:42.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,62,55
257,3,7:40.0,,Defensive rebound by T. Chandler,62,55
258,3,7:33.0,,M. Ellis misses 2-pt jump shot from 9 ft,62,55
259,3,7:33.0,Defensive rebound by A. Drummond,,62,55
260,3,7:22.0,B. Jennings misses 2-pt layup from 3 ft (block by T. Chandler),,62,55
261,3,7:20.0,,Defensive rebound by R. Rondo,62,55
262,3,7:16.0,,Shooting block foul by G. Monroe (drawn by D. Nowitzki),62,55
263,3,7:16.0,,D. Nowitzki misses free throw 1 of 2,62,55
264,3,7:16.0,,Offensive rebound by Team,62,55
265,3,7:16.0,,D. Nowitzki makes free throw 2 of 2,62,56
266,3,6:52.0,K. Singler misses 2-pt jump shot from 12 ft,,62,56
267,3,6:52.0,Offensive rebound by Team,,62,56
268,3,6:52.0,Turnover by Team (shot clock),,62,56
269,3,6:40.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,62,56
270,3,6:39.0,Defensive rebound by K. Singler,,62,56
271,3,6:22.0,K. Singler makes 2-pt layup at rim (assist by G. Monroe),,64,56
272,3,6:20.0,,Dallas full timeout,64,56
273,3,6:20.0,,C. Villanueva enters the game for D. Nowitzki,64,56
274,3,6:20.0,,D. Harris enters the game for R. Rondo,64,56
275,3,6:07.0,,C. Villanueva makes 2-pt jump shot from 18 ft (assist by T. Chandler),64,58
276,3,5:40.0,Turnover by K. Caldwell-Pope (lost ball; steal by D. Harris),,64,58
277,3,5:33.0,,M. Ellis misses 3-pt jump shot from 22 ft,64,58
278,3,5:31.0,Defensive rebound by A. Drummond,,64,58
279,3,5:18.0,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),,66,58
280,3,5:04.0,,C. Villanueva misses 3-pt jump shot from 24 ft,66,58
281,3,5:03.0,,Offensive rebound by T. Chandler,66,58
282,3,4:56.0,,M. Ellis makes 2-pt jump shot from 14 ft,66,60
283,3,4:38.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,66,60
284,3,4:37.0,,Defensive rebound by T. Chandler,66,60
285,3,4:33.0,,Personal block foul by K. Caldwell-Pope (drawn by M. Ellis),66,60
286,3,4:33.0,J. Jerebko enters the game for G. Monroe,,66,60
287,3,4:26.0,,Turnover by C. Villanueva (bad pass),66,60
288,3,4:02.0,K. Caldwell-Pope misses 2-pt jump shot from 21 ft,,66,60
289,3,4:01.0,,Defensive rebound by T. Chandler,66,60
290,3,3:54.0,,M. Ellis misses 2-pt jump shot from 19 ft,66,60
291,3,3:52.0,Defensive rebound by A. Drummond,,66,60
292,3,3:41.0,J. Jerebko misses 2-pt jump shot from 17 ft,,66,60
293,3,3:40.0,,Defensive rebound by D. Harris,66,60
294,3,3:32.0,,C. Villanueva makes 2-pt jump shot from 6 ft,66,62
295,3,3:13.0,B. Jennings makes 2-pt jump shot from 21 ft,,68,62
296,3,2:58.0,,D. Harris misses 2-pt jump shot from 16 ft,68,62
297,3,2:57.0,,Offensive rebound by T. Chandler,68,62
298,3,2:48.0,,C. Villanueva misses 3-pt jump shot from 24 ft,68,62
299,3,2:48.0,Defensive rebound by Team,,68,62
300,3,2:48.0,Detroit full timeout,,68,62
301,3,2:48.0,,G. Smith enters the game for T. Chandler,68,62
302,3,2:48.0,J. Meeks enters the game for K. Singler,,68,62
303,3,2:48.0,C. Butler enters the game for K. Caldwell-Pope,,68,62
304,3,2:34.0,J. Meeks misses 2-pt jump shot from 17 ft,,68,62
305,3,2:32.0,Offensive rebound by A. Drummond,,68,62
306,3,2:32.0,A. Drummond makes 2-pt tip-in at rim,,70,62
307,3,2:17.0,,C. Parsons misses 2-pt jump shot from 16 ft,70,62
308,3,2:16.0,Defensive rebound by C. Butler,,70,62
309,3,2:06.0,B. Jennings misses 2-pt jump shot from 19 ft,,70,62
310,3,2:05.0,,Defensive rebound by C. Parsons,70,62
311,3,1:49.0,,C. Parsons misses 2-pt jump shot from 7 ft,70,62
312,3,1:48.0,Defensive rebound by A. Drummond,,70,62
313,3,1:39.0,B. Jennings misses 3-pt jump shot from 24 ft,,70,62
314,3,1:37.0,Offensive rebound by J. Jerebko,,70,62
315,3,1:37.0,J. Jerebko misses 2-pt tip-in from 2 ft,,70,62
316,3,1:35.0,,Defensive rebound by M. Ellis,70,62
317,3,1:32.0,,C. Villanueva makes 2-pt dunk at rim (assist by M. Ellis),70,64
318,3,1:04.0,A. Drummond misses 2-pt jump shot from 13 ft (block by G. Smith),,70,64
319,3,1:03.0,Offensive rebound by A. Drummond,,70,64
320,3,1:02.0,A. Drummond misses 2-pt jump shot from 20 ft,,70,64
321,3,1:00.0,Offensive rebound by B. Jennings,,70,64
322,3,0:45.0,B. Jennings makes 2-pt jump shot from 4 ft,,72,64
323,3,0:33.0,,D. Harris makes 2-pt layup from 2 ft,72,66
324,3,0:33.0,,Shooting block foul by A. Drummond (drawn by D. Harris),72,66
325,3,0:33.0,,R. Jefferson enters the game for C. Parsons,72,66
326,3,0:33.0,,D. Nowitzki enters the game for M. Ellis,72,66
327,3,0:33.0,,R. Rondo enters the game for C. Villanueva,72,66
328,3,0:33.0,,D. Harris misses free throw 1 of 1,72,66
329,3,0:33.0,,Offensive rebound by R. Jefferson,72,66
330,3,0:12.0,Violation by A. Drummond (def goaltending),,72,66
331,3,0:12.0,,D. Harris makes 2-pt layup from 1 ft,72,68
332,3,0:05.0,Personal take foul by D. Harris (drawn by B. Jennings),,72,68
333,3,0:05.0,,A. Aminu enters the game for D. Nowitzki,72,68
334,3,0:05.0,,J. Barea enters the game for D. Harris,72,68
335,3,0:00.0,B. Jennings makes 2-pt layup from 1 ft,,74,68
336,4,11:34.0,C. Butler misses 3-pt jump shot from 28 ft,,74,68
337,4,11:33.0,,Defensive rebound by G. Smith,74,68
338,4,11:16.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,74,68
339,4,11:15.0,Defensive rebound by G. Monroe,,74,68
340,4,10:58.0,G. Monroe makes 2-pt hook shot from 6 ft,,76,68
341,4,10:31.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,76,68
342,4,10:31.0,Defensive rebound by C. Butler,,76,68
343,4,10:27.0,J. Meeks misses 2-pt layup at rim,,76,68
344,4,10:27.0,,Defensive rebound by D. Nowitzki,76,68
345,4,10:27.0,Loose ball foul by G. Monroe (drawn by D. Nowitzki),,76,68
346,4,10:27.0,,J. Barea enters the game for D. Harris,76,68
347,4,10:15.0,,R. Rondo makes 2-pt jump shot from 8 ft,76,70
348,4,9:59.0,G. Monroe misses 2-pt hook shot from 5 ft,,76,70
349,4,9:58.0,,Defensive rebound by R. Rondo,76,70
350,4,9:49.0,,Turnover by R. Rondo (bad pass; steal by C. Butler),76,70
351,4,9:45.0,D. Augustin makes 2-pt layup from 2 ft,,78,70
352,4,9:45.0,Shooting foul by G. Smith (drawn by D. Augustin),,78,70
353,4,9:45.0,D. Augustin makes free throw 1 of 1,,79,70
354,4,9:32.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by R. Rondo),79,72
355,4,9:09.0,J. Jerebko makes 2-pt jump shot from 22 ft (assist by J. Meeks),,81,72
356,4,8:59.0,,G. Smith makes 2-pt layup at rim (assist by R. Rondo),81,74
357,4,8:34.0,Turnover by D. Augustin (lost ball),,81,74
358,4,8:34.0,Official timeout,,81,74
359,4,8:34.0,,T. Chandler enters the game for G. Smith,81,74
360,4,8:22.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by J. Barea),81,76
361,4,8:10.0,Offensive foul by D. Augustin (drawn by J. Barea),,81,76
362,4,8:10.0,Turnover by D. Augustin (offensive foul),,81,76
363,4,8:10.0,Technical foul by D. Augustin,,81,76
364,4,8:10.0,,D. Nowitzki makes technical free throw,81,77
365,4,7:53.0,,R. Rondo misses 2-pt jump shot from 18 ft,81,77
366,4,7:52.0,Defensive rebound by J. Jerebko,,81,77
367,4,7:43.0,D. Augustin makes 3-pt jump shot from 23 ft,,84,77
368,4,7:30.0,,J. Barea misses 2-pt hook shot from 9 ft,84,77
369,4,7:28.0,Defensive rebound by G. Monroe,,84,77
370,4,7:22.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by G. Monroe),,87,77
371,4,7:22.0,,Dallas full timeout,87,77
372,4,7:22.0,,C. Villanueva enters the game for D. Nowitzki,87,77
373,4,7:22.0,,M. Ellis enters the game for R. Rondo,87,77
374,4,7:22.0,,D. Harris enters the game for R. Jefferson,87,77
375,4,7:22.0,,C. Parsons enters the game for J. Barea,87,77
376,4,7:07.0,,M. Ellis misses 2-pt jump shot from 17 ft,87,77
377,4,7:06.0,Defensive rebound by J. Jerebko,,87,77
378,4,6:49.0,J. Meeks misses 2-pt jump shot from 18 ft,,87,77
379,4,6:47.0,Offensive rebound by J. Jerebko,,87,77
380,4,6:47.0,J. Jerebko makes 2-pt tip-in at rim,,89,77
381,4,6:31.0,,C. Parsons makes 3-pt jump shot from 22 ft (assist by C. Villanueva),89,80
