,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
293,3,4:07.0,J. Bayless enters the game for M. Carter-Williams,,74,60
294,3,4:07.0,Z. Pachulia makes free throw 2 of 2,,75,60
295,3,3:54.0,,I. Thomas makes 2-pt layup at rim,75,62
296,3,3:40.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by E. İlyasova),,78,62
297,3,3:18.0,,A. Bradley misses 2-pt layup from 1 ft (block by E. İlyasova),78,62
298,3,3:17.0,Defensive rebound by K. Middleton,,78,62
299,3,3:08.0,E. İlyasova misses 3-pt jump shot from 26 ft,,78,62
300,3,3:07.0,Offensive rebound by J. Bayless,,78,62
301,3,2:58.0,K. Middleton misses 2-pt layup at rim,,78,62
302,3,2:57.0,,Defensive rebound by K. Olynyk,78,62
303,3,2:54.0,,Shooting foul by J. Bayless (drawn by I. Thomas),78,62
304,3,2:54.0,Milwaukee full timeout,,78,62
305,3,2:54.0,J. Dudley enters the game for E. İlyasova,,78,62
306,3,2:54.0,J. Henson enters the game for Z. Pachulia,,78,62
307,3,2:54.0,,L. Datome enters the game for A. Bradley,78,62
308,3,2:54.0,,I. Thomas makes free throw 1 of 2,78,63
309,3,2:54.0,,I. Thomas makes free throw 2 of 2,78,64
310,3,2:37.0,J. Bayless makes 2-pt jump shot from 5 ft,,80,64
311,3,2:23.0,,I. Thomas misses 2-pt layup at rim,80,64
312,3,2:22.0,Defensive rebound by O. Mayo,,80,64
313,3,2:16.0,J. Bayless misses 3-pt jump shot from 23 ft,,80,64
314,3,2:16.0,,Defensive rebound by K. Olynyk,80,64
315,3,2:10.0,,L. Datome misses 3-pt jump shot from 25 ft,80,64
316,3,2:08.0,Defensive rebound by J. Bayless,,80,64
317,3,2:03.0,O. Mayo misses 3-pt jump shot from 25 ft,,80,64
318,3,2:02.0,,Defensive rebound by I. Thomas,80,64
319,3,1:52.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by I. Thomas),80,67
320,3,1:41.0,Personal foul by I. Thomas (drawn by J. Bayless),,80,67
321,3,1:41.0,J. Bayless makes free throw 1 of 2,,81,67
322,3,1:41.0,J. Bayless makes free throw 2 of 2,,82,67
323,3,1:35.0,,Personal foul by J. Bayless (drawn by I. Thomas),82,67
324,3,1:35.0,,I. Thomas misses free throw 1 of 2,82,67
325,3,1:35.0,,Offensive rebound by Team,82,67
326,3,1:35.0,,I. Thomas makes free throw 2 of 2,82,68
327,3,1:23.0,J. Henson makes 2-pt hook shot from 6 ft (assist by J. Dudley),,84,68
328,3,1:15.0,,I. Thomas makes 3-pt jump shot from 26 ft,84,71
329,3,0:58.0,J. Henson makes 2-pt layup at rim (assist by J. Dudley),,86,71
330,3,0:48.0,,J. Crowder makes 2-pt layup at rim (assist by I. Thomas),86,73
331,3,0:45.0,Turnover by O. Mayo (step out of bounds),,86,73
332,3,0:36.0,,J. Jerebko makes 2-pt jump shot from 21 ft (assist by I. Thomas),86,75
333,3,0:21.0,K. Middleton misses 3-pt jump shot from 24 ft,,86,75
334,3,0:20.0,,Defensive rebound by L. Datome,86,75
335,3,0:01.0,,J. Jerebko misses 2-pt hook shot from 4 ft,86,75
336,3,0:00.0,Defensive rebound by J. Henson,,86,75
337,4,11:40.0,,I. Thomas makes 2-pt layup from 1 ft,86,77
338,4,11:28.0,Turnover by M. Carter-Williams (bad pass),,86,77
339,4,11:07.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Jerebko),86,80
340,4,10:40.0,J. Dudley misses 3-pt jump shot from 23 ft,,86,80
341,4,10:39.0,,Defensive rebound by J. Crowder,86,80
342,4,10:27.0,,I. Thomas makes 2-pt layup at rim,86,82
343,4,10:07.0,Z. Pachulia makes 2-pt layup at rim (assist by G. Antetokounmpo),,88,82
344,4,9:54.0,,Turnover by I. Thomas (lost ball; steal by M. Carter-Williams),88,82
345,4,9:50.0,J. Dudley makes 2-pt layup at rim (assist by M. Carter-Williams),,90,82
346,4,9:32.0,,Turnover by I. Thomas (lost ball; steal by M. Carter-Williams),90,82
347,4,9:25.0,J. Bayless misses 3-pt jump shot from 22 ft,,90,82
348,4,9:24.0,,Defensive rebound by L. Datome,90,82
349,4,9:11.0,,Turnover by J. Crowder (bad pass; steal by J. Dudley),90,82
350,4,9:06.0,,Offensive charge foul by Z. Pachulia (drawn by J. Jerebko),90,82
351,4,9:06.0,Turnover by Z. Pachulia (offensive foul),,90,82
352,4,9:06.0,,P. Pressey enters the game for I. Thomas,90,82
353,4,9:06.0,,M. Smart enters the game for J. Crowder,90,82
354,4,8:51.0,,M. Smart misses 2-pt jump shot from 8 ft (block by M. Carter-Williams),90,82
355,4,8:50.0,,Offensive rebound by T. Zeller,90,82
356,4,8:49.0,,T. Zeller makes 2-pt layup at rim,90,84
357,4,8:36.0,Official timeout,,90,84
358,4,8:30.0,Shooting foul by J. Jerebko (drawn by Z. Pachulia),,90,84
359,4,8:30.0,Z. Pachulia misses free throw 1 of 2,,90,84
360,4,8:30.0,Offensive rebound by Team,,90,84
361,4,8:30.0,Z. Pachulia misses free throw 2 of 2,,90,84
362,4,8:30.0,,Defensive rebound by T. Zeller,90,84
363,4,8:06.0,,Turnover by Team (shot clock),90,84
364,4,7:42.0,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,93,84
365,4,7:25.0,,Turnover by M. Smart (lost ball; steal by M. Carter-Williams),93,84
366,4,7:10.0,Z. Pachulia misses 2-pt jump shot from 15 ft,,93,84
367,4,7:09.0,,Defensive rebound by L. Datome,93,84
368,4,6:53.0,,L. Datome misses 2-pt jump shot from 15 ft,93,84
369,4,6:51.0,,Offensive rebound by T. Zeller,93,84
370,4,6:44.0,,P. Pressey makes 2-pt jump shot from 5 ft,93,86
371,4,6:23.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft,,95,86
372,4,6:09.0,,Boston full timeout,95,86
373,4,6:09.0,,A. Bradley enters the game for T. Zeller,95,86
374,4,6:09.0,,I. Thomas enters the game for M. Smart,95,86
375,4,6:09.0,,E. Turner enters the game for L. Datome,95,86
