,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
0,1,11:43.0,M. Carter-Williams misses 2-pt jump shot from 12 ft,,0,0
1,1,11:42.0,,Defensive rebound by K. Lowry,0,0
2,1,11:26.0,,D. DeRozan misses 2-pt jump shot from 20 ft,0,0
3,1,11:25.0,,Offensive rebound by A. Johnson,0,0
4,1,11:23.0,,A. Johnson makes 2-pt hook shot from 6 ft,0,2
5,1,11:05.0,Shooting block foul by J. Valančiūnas (drawn by N. Noel),,0,2
6,1,11:05.0,N. Noel misses free throw 1 of 2,,0,2
7,1,11:05.0,Offensive rebound by Team,,0,2
8,1,11:05.0,N. Noel misses free throw 2 of 2,,0,2
9,1,11:04.0,,Defensive rebound by J. Valančiūnas,0,2
10,1,10:50.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),0,4
11,1,10:25.0,K. McDaniels misses 3-pt jump shot from 25 ft,,0,4
12,1,10:24.0,,Defensive rebound by K. Lowry,0,4
13,1,10:07.0,,D. DeRozan makes 2-pt jump shot from 14 ft (assist by K. Lowry),0,6
14,1,9:47.0,L. Mbah a Moute misses 3-pt jump shot from 26 ft,,0,6
15,1,9:46.0,,Defensive rebound by A. Johnson,0,6
16,1,9:39.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),0,8
17,1,9:26.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,0,8
18,1,9:25.0,,Defensive rebound by D. DeRozan,0,8
19,1,9:13.0,,A. Johnson makes 2-pt hook shot from 5 ft (assist by D. DeRozan),0,10
20,1,9:12.0,Philadelphia full timeout,,0,10
21,1,8:58.0,Turnover by K. McDaniels (bad pass; steal by J. Valančiūnas),,0,10
22,1,8:39.0,,K. Lowry makes 3-pt jump shot from 27 ft,0,13
23,1,8:25.0,N. Noel misses 2-pt jump shot from 17 ft,,0,13
24,1,8:25.0,Offensive rebound by H. Sims,,0,13
25,1,8:19.0,M. Carter-Williams misses 3-pt jump shot from 27 ft,,0,13
26,1,8:18.0,,Defensive rebound by K. Lowry,0,13
27,1,8:12.0,,K. Lowry misses 3-pt jump shot from 25 ft,0,13
28,1,8:11.0,Defensive rebound by H. Sims,,0,13
29,1,8:05.0,M. Carter-Williams makes 2-pt dunk at rim (assist by H. Sims),,2,13
