,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MILWAUKEE_ACTION,PHOENIX_SCORE,MILWAUKEE_SCORE
0,1,11:37.0,Turnover by E. Bledsoe (lost ball; steal by B. Knight),,0,0
1,1,11:32.0,,Turnover by B. Knight (bad pass),0,0
2,1,11:25.0,E. Bledsoe makes 2-pt layup at rim,,2,0
3,1,11:08.0,,B. Knight makes 3-pt jump shot from 26 ft,2,3
4,1,10:50.0,,Violation by Z. Pachulia (kicked ball),2,3
5,1,10:40.0,M. Morris makes 2-pt jump shot from 4 ft,,4,3
6,1,10:23.0,,J. O'Bryant misses 2-pt jump shot from 4 ft,4,3
7,1,10:22.0,Defensive rebound by A. Len,,4,3
8,1,10:07.0,,Offensive charge foul by E. Bledsoe (drawn by K. Middleton),4,3
9,1,10:07.0,Turnover by E. Bledsoe (offensive foul),,4,3
10,1,9:50.0,,B. Knight misses 3-pt jump shot from 23 ft,4,3
11,1,9:49.0,,Offensive rebound by Z. Pachulia,4,3
12,1,9:38.0,,K. Middleton misses 2-pt jump shot from 12 ft,4,3
13,1,9:37.0,,Offensive rebound by Z. Pachulia,4,3
14,1,9:36.0,,Z. Pachulia misses 2-pt layup from 1 ft (block by A. Len),4,3
15,1,9:33.0,,Offensive rebound by Z. Pachulia,4,3
16,1,9:31.0,,G. Antetokounmpo misses 2-pt layup at rim,4,3
17,1,9:28.0,,Offensive rebound by G. Antetokounmpo,4,3
18,1,9:28.0,,G. Antetokounmpo makes 2-pt tip-in from 1 ft,4,5
19,1,9:17.0,M. Morris makes 2-pt jump shot from 13 ft (assist by G. Dragić),,6,5
20,1,9:02.0,,Turnover by Z. Pachulia (bad pass),6,5
21,1,8:39.0,G. Dragić misses 2-pt jump shot from 9 ft,,6,5
22,1,8:38.0,Offensive rebound by P. Tucker,,6,5
23,1,8:32.0,G. Dragić makes 2-pt jump shot from 16 ft (assist by P. Tucker),,8,5
24,1,8:19.0,,J. O'Bryant makes 2-pt jump shot from 15 ft (assist by B. Knight),8,7
25,1,8:03.0,M. Morris misses 2-pt jump shot from 17 ft,,8,7
26,1,8:02.0,,Defensive rebound by G. Antetokounmpo,8,7
27,1,7:57.0,,Z. Pachulia makes 2-pt layup at rim (assist by G. Antetokounmpo),8,9
28,1,7:44.0,A. Len makes 2-pt jump shot from 5 ft,,10,9
29,1,7:19.0,,B. Knight misses 3-pt jump shot from 26 ft,10,9
30,1,7:19.0,,Offensive rebound by Team,10,9
31,1,7:11.0,,K. Middleton misses 3-pt jump shot from 25 ft,10,9
32,1,7:10.0,Defensive rebound by G. Dragić,,10,9
33,1,7:06.0,Turnover by G. Dragić (lost ball; steal by K. Middleton),,10,9
34,1,7:02.0,,B. Knight makes 2-pt layup from 1 ft (assist by K. Middleton),10,11
35,1,6:52.0,P. Tucker misses 3-pt jump shot from 25 ft,,10,11
36,1,6:51.0,,Defensive rebound by Z. Pachulia,10,11
37,1,6:43.0,Offensive charge foul by G. Antetokounmpo (drawn by A. Len),,10,11
38,1,6:43.0,,Turnover by G. Antetokounmpo (offensive foul),10,11
39,1,6:22.0,Turnover by P. Tucker (bad pass),,10,11
40,1,6:02.0,,K. Middleton makes 2-pt jump shot from 14 ft,10,13
41,1,5:43.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,10,13
42,1,5:41.0,Offensive rebound by A. Len,,10,13
43,1,5:41.0,A. Len misses 2-pt dunk at rim,,10,13
44,1,5:40.0,Offensive rebound by G. Dragić,,10,13
45,1,5:37.0,E. Bledsoe misses 3-pt jump shot from 22 ft,,10,13
46,1,5:35.0,,Defensive rebound by J. O'Bryant,10,13
47,1,5:28.0,,Shooting foul by M. Morris (drawn by Z. Pachulia),10,13
48,1,5:28.0,,Milwaukee full timeout,10,13
49,1,5:28.0,,Z. Pachulia makes free throw 1 of 2,10,14
50,1,5:28.0,,Z. Pachulia misses free throw 2 of 2,10,14
51,1,5:27.0,Defensive rebound by A. Len,,10,14
52,1,5:10.0,M. Morris makes 2-pt jump shot from 14 ft,,12,14
53,1,4:56.0,,Turnover by Z. Pachulia (lost ball; steal by E. Bledsoe),12,14
54,1,4:52.0,G. Dragić misses 2-pt layup at rim,,12,14
55,1,4:50.0,,Defensive rebound by G. Antetokounmpo,12,14
56,1,4:47.0,,Shooting foul by M. Morris (drawn by J. O'Bryant),12,14
57,1,4:47.0,,J. O'Bryant makes free throw 1 of 2,12,15
58,1,4:47.0,M. Morris enters the game for M. Morris,,12,15
59,1,4:47.0,,J. O'Bryant misses free throw 2 of 2,12,15
60,1,4:46.0,Defensive rebound by A. Len,,12,15
61,1,4:31.0,G. Dragić misses 3-pt jump shot from 25 ft,,12,15
62,1,4:30.0,,Defensive rebound by J. O'Bryant,12,15
63,1,4:22.0,,Offensive foul by Z. Pachulia (drawn by E. Bledsoe),12,15
64,1,4:22.0,,Turnover by Z. Pachulia (offensive foul),12,15
65,1,4:09.0,Turnover by E. Bledsoe (bad pass),,12,15
66,1,4:01.0,,J. Dudley enters the game for J. O'Bryant,12,15
67,1,3:43.0,Phoenix full timeout,,12,15
68,1,3:38.0,G. Dragić misses 2-pt jump shot from 5 ft,,12,15
69,1,3:36.0,,Defensive rebound by Z. Pachulia,12,15
70,1,3:34.0,,Turnover by Z. Pachulia (lost ball; steal by G. Dragić),12,15
71,1,3:24.0,P. Tucker misses 2-pt jump shot from 17 ft,,12,15
72,1,3:22.0,Offensive rebound by E. Bledsoe,,12,15
73,1,3:10.0,Turnover by M. Morris (lost ball; steal by J. Dudley),,12,15
74,1,3:06.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),12,17
75,1,2:51.0,P. Tucker misses 2-pt jump shot from 15 ft (block by G. Antetokounmpo),,12,17
76,1,2:49.0,,Defensive rebound by J. Dudley,12,17
77,1,2:34.0,,Turnover by Z. Pachulia (traveling),12,17
78,1,2:34.0,,J. Henson enters the game for Z. Pachulia,12,17
