,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW ORLEANS_ACTION,MILWAUKEE_SCORE,NEW ORLEANS_SCORE
375,4,7:06.0,M. Carter-Williams misses 2-pt jump shot from 11 ft (block by A. Davis),,68,73
376,4,7:05.0,,Defensive rebound by D. Cunningham,68,73
377,4,6:54.0,,A. Davis misses 2-pt jump shot from 20 ft,68,73
378,4,6:53.0,Defensive rebound by E. İlyasova,,68,73
379,4,6:40.0,E. İlyasova misses 3-pt jump shot from 26 ft,,68,73
380,4,6:39.0,,Defensive rebound by T. Evans,68,73
381,4,6:25.0,,E. Gordon misses 3-pt jump shot from 26 ft,68,73
382,4,6:24.0,Defensive rebound by Z. Pachulia,,68,73
383,4,6:10.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by E. İlyasova),,70,73
384,4,5:54.0,,Shooting foul by T. Ennis (drawn by N. Cole),70,73
385,4,5:54.0,,New Orleans full timeout,70,73
386,4,5:54.0,J. Bayless enters the game for M. Carter-Williams,,70,73
387,4,5:54.0,G. Antetokounmpo enters the game for T. Ennis,,70,73
388,4,5:54.0,,Ö. Aşık enters the game for D. Cunningham,70,73
389,4,5:54.0,,N. Cole makes free throw 1 of 2,70,74
390,4,5:54.0,,N. Cole makes free throw 2 of 2,70,75
391,4,5:34.0,Turnover by J. Bayless (lost ball),,70,75
392,4,5:19.0,,N. Cole misses 3-pt jump shot from 25 ft,70,75
393,4,5:18.0,Defensive rebound by Z. Pachulia,,70,75
394,4,5:08.0,Personal foul by E. Gordon (drawn by K. Middleton),,70,75
395,4,4:59.0,K. Middleton misses 2-pt layup from 1 ft,,70,75
396,4,4:58.0,Offensive rebound by Z. Pachulia,,70,75
397,4,4:57.0,Z. Pachulia misses 2-pt layup from 1 ft (block by E. Gordon),,70,75
398,4,4:56.0,,Defensive rebound by T. Evans,70,75
399,4,4:44.0,,Turnover by A. Davis (bad pass),70,75
400,4,4:44.0,,Q. Pondexter enters the game for N. Cole,70,75
401,4,4:27.0,Z. Pachulia misses 2-pt jump shot from 5 ft (block by Ö. Aşık),,70,75
402,4,4:25.0,,Defensive rebound by T. Evans,70,75
403,4,4:21.0,,T. Evans misses 2-pt layup from 1 ft,70,75
404,4,4:19.0,Defensive rebound by Z. Pachulia,,70,75
405,4,4:15.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,72,75
406,4,3:58.0,,Ö. Aşık makes 2-pt layup from 2 ft (assist by E. Gordon),72,77
407,4,3:58.0,,Shooting foul by Z. Pachulia (drawn by Ö. Aşık),72,77
408,4,3:58.0,,Ö. Aşık makes free throw 1 of 1,72,78
409,4,3:49.0,Z. Pachulia makes 2-pt jump shot from 18 ft,,74,78
410,4,3:30.0,,T. Evans misses 2-pt jump shot from 20 ft,74,78
411,4,3:30.0,Defensive rebound by Z. Pachulia,,74,78
412,4,3:30.0,,Loose ball foul by Ö. Aşık (drawn by Z. Pachulia),74,78
413,4,3:30.0,Z. Pachulia makes free throw 1 of 2,,75,78
414,4,3:30.0,Z. Pachulia makes free throw 2 of 2,,76,78
415,4,3:12.0,,A. Davis misses 2-pt layup from 3 ft (block by Z. Pachulia),76,78
416,4,3:11.0,,Offensive rebound by Ö. Aşık,76,78
417,4,3:10.0,,Shooting foul by K. Middleton (drawn by A. Davis),76,78
418,4,3:10.0,,A. Davis makes free throw 1 of 2,76,79
419,4,3:10.0,,A. Davis makes free throw 2 of 2,76,80
420,4,2:59.0,J. Bayless makes 2-pt jump shot from 14 ft (assist by Z. Pachulia),,78,80
421,4,2:31.0,,A. Davis misses 2-pt jump shot from 16 ft,78,80
422,4,2:29.0,Defensive rebound by J. Bayless,,78,80
423,4,2:19.0,K. Middleton misses 3-pt jump shot from 24 ft,,78,80
424,4,2:18.0,Offensive rebound by E. İlyasova,,78,80
425,4,2:17.0,E. İlyasova makes 2-pt layup from 2 ft,,80,80
426,4,2:16.0,,New Orleans full timeout,80,80
427,4,2:16.0,Milwaukee full timeout,,80,80
428,4,1:56.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by A. Davis),80,83
429,4,1:45.0,K. Middleton misses 3-pt jump shot from 25 ft,,80,83
430,4,1:44.0,,Defensive rebound by A. Davis,80,83
431,4,1:29.0,,Turnover by Ö. Aşık (traveling),80,83
432,4,1:21.0,Personal block foul by E. Gordon (drawn by J. Bayless),,80,83
433,4,1:21.0,J. Bayless makes free throw 1 of 2,,81,83
434,4,1:21.0,J. Bayless makes free throw 2 of 2,,82,83
435,4,1:07.0,,A. Davis makes 2-pt jump shot from 14 ft (assist by T. Evans),82,85
436,4,0:59.0,J. Bayless misses 2-pt jump shot from 21 ft,,82,85
437,4,0:58.0,,Defensive rebound by T. Evans,82,85
438,4,0:39.0,,T. Evans misses 2-pt jump shot from 8 ft (block by K. Middleton),82,85
439,4,0:39.0,Defensive rebound by G. Antetokounmpo,,82,85
440,4,0:35.0,Shooting foul by A. Davis (drawn by J. Bayless),,82,85
441,4,0:35.0,J. Bayless makes free throw 1 of 2,,83,85
442,4,0:35.0,J. Bayless makes free throw 2 of 2,,84,85
443,4,0:35.0,,New Orleans full timeout,84,85
444,4,0:11.0,,E. Gordon misses 2-pt jump shot from 10 ft,84,85
445,4,0:10.0,Defensive rebound by Z. Pachulia,,84,85
446,4,0:10.0,Milwaukee full timeout,,84,85
447,4,0:10.0,,D. Cunningham enters the game for E. Gordon,84,85
448,4,0:03.0,Milwaukee full timeout,,84,85
449,4,0:01.0,E. İlyasova misses 3-pt jump shot from 25 ft,,84,85
450,4,0:00.0,,Defensive rebound by T. Evans,84,85
