,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW ORLEANS_ACTION,DENVER_SCORE,NEW ORLEANS_SCORE
0,1,11:48.0,W. Chandler makes 2-pt layup from 2 ft (assist by A. Afflalo),,2,0
1,1,11:30.0,,A. Davis misses 2-pt layup from 2 ft (block by J. Nurkić),2,0
2,1,11:28.0,Defensive rebound by J. Nurkić,,2,0
3,1,11:17.0,A. Afflalo misses 2-pt jump shot from 12 ft,,2,0
4,1,11:17.0,,Defensive rebound by Team,2,0
5,1,11:02.0,,T. Evans misses 3-pt jump shot from 23 ft,2,0
6,1,11:00.0,Defensive rebound by W. Chandler,,2,0
7,1,10:51.0,T. Lawson misses 2-pt jump shot from 19 ft,,2,0
8,1,10:48.0,,Defensive rebound by D. Cunningham,2,0
9,1,10:34.0,,E. Gordon misses 2-pt jump shot from 3 ft,2,0
10,1,10:33.0,,Offensive rebound by E. Gordon,2,0
11,1,10:30.0,,E. Gordon misses 2-pt layup from 1 ft,2,0
12,1,10:29.0,Defensive rebound by W. Chandler,,2,0
13,1,10:06.0,W. Chandler makes 2-pt jump shot from 12 ft,,4,0
14,1,9:50.0,,E. Gordon misses 3-pt jump shot from 25 ft,4,0
15,1,9:49.0,Defensive rebound by W. Chandler,,4,0
16,1,9:24.0,T. Lawson misses 2-pt jump shot from 21 ft,,4,0
17,1,9:22.0,,Defensive rebound by Ö. Aşık,4,0
18,1,9:18.0,,T. Evans makes 2-pt layup from 2 ft,4,2
19,1,9:18.0,,Shooting foul by W. Chandler (drawn by T. Evans),4,2
20,1,9:18.0,,T. Evans makes free throw 1 of 1,4,3
21,1,9:02.0,Turnover by J. Nurkić (lost ball; steal by D. Cunningham),,4,3
22,1,8:48.0,,E. Gordon misses 2-pt layup from 2 ft,4,3
23,1,8:45.0,Defensive rebound by J. Nurkić,,4,3
24,1,8:37.0,W. Chandler misses 2-pt layup from 2 ft,,4,3
25,1,8:35.0,Offensive rebound by K. Faried,,4,3
26,1,8:35.0,K. Faried misses 2-pt layup from 2 ft,,4,3
27,1,8:34.0,,Defensive rebound by Ö. Aşık,4,3
28,1,8:24.0,,Ö. Aşık misses 2-pt layup from 1 ft,4,3
29,1,8:23.0,,Offensive rebound by Ö. Aşık,4,3
30,1,8:21.0,,Ö. Aşık makes 2-pt layup from 1 ft,4,5
31,1,8:08.0,A. Afflalo makes 2-pt jump shot from 15 ft (assist by T. Lawson),,6,5
32,1,7:54.0,,Personal foul by K. Faried (drawn by A. Davis),6,5
