,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MINNESOTA_ACTION,PHOENIX_SCORE,MINNESOTA_SCORE
26,1,8:40.0,,K. Martin makes free throw 2 of 2,9,8
27,1,8:26.0,P. Tucker misses 2-pt jump shot from 7 ft,,9,8
28,1,8:25.0,,Defensive rebound by R. Rubio,9,8
29,1,8:19.0,,R. Rubio misses 2-pt jump shot from 21 ft,9,8
30,1,8:17.0,,Offensive rebound by N. Peković,9,8
31,1,8:13.0,,K. Martin makes 2-pt jump shot from 19 ft (assist by R. Rubio),9,10
32,1,7:56.0,M. Morris misses 2-pt jump shot from 14 ft,,9,10
33,1,7:54.0,Offensive rebound by G. Green,,9,10
34,1,7:46.0,A. Len misses 2-pt hook shot from 3 ft,,9,10
35,1,7:45.0,,Defensive rebound by R. Rubio,9,10
36,1,7:40.0,,A. Wiggins makes 2-pt layup at rim (assist by R. Rubio),9,12
37,1,7:21.0,Turnover by E. Bledsoe (bad pass),,9,12
38,1,7:11.0,,A. Wiggins makes 2-pt jump shot from 13 ft (assist by R. Rubio),9,14
39,1,7:03.0,P. Tucker misses 3-pt jump shot from 23 ft,,9,14
40,1,7:02.0,,Defensive rebound by A. Bennett,9,14
41,1,6:54.0,,R. Rubio misses 3-pt jump shot from 24 ft,9,14
42,1,6:53.0,Defensive rebound by P. Tucker,,9,14
43,1,6:50.0,Phoenix full timeout,,9,14
44,1,6:41.0,Personal foul by A. Bennett (drawn by M. Morris),,9,14
45,1,6:33.0,G. Green misses 2-pt jump shot from 19 ft,,9,14
46,1,6:32.0,,Defensive rebound by N. Peković,9,14
47,1,6:11.0,,N. Peković misses 2-pt jump shot from 4 ft,9,14
48,1,6:09.0,Defensive rebound by A. Len,,9,14
49,1,5:57.0,M. Morris makes 2-pt dunk at rim (assist by G. Green),,11,14
50,1,5:39.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by R. Rubio),11,16
51,1,5:29.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,11,16
52,1,5:28.0,,Defensive rebound by K. Martin,11,16
53,1,5:14.0,,A. Bennett makes 2-pt jump shot from 20 ft (assist by R. Rubio),11,18
54,1,4:59.0,G. Green misses 2-pt jump shot from 20 ft,,11,18
55,1,4:58.0,,Defensive rebound by A. Bennett,11,18
56,1,4:49.0,,R. Rubio makes 2-pt jump shot from 13 ft,11,20
57,1,4:34.0,E. Bledsoe misses 2-pt layup from 2 ft (block by N. Peković),,11,20
58,1,4:33.0,Offensive rebound by A. Len,,11,20
59,1,4:32.0,A. Len makes 2-pt dunk at rim,,13,20
60,1,4:16.0,,A. Bennett misses 2-pt layup from 2 ft (block by A. Len),13,20
61,1,4:15.0,,Offensive rebound by A. Bennett,13,20
62,1,4:14.0,,Shooting foul by P. Tucker (drawn by N. Peković),13,20
63,1,4:14.0,,N. Peković makes free throw 1 of 2,13,21
64,1,4:14.0,M. Morris enters the game for P. Tucker,,13,21
65,1,4:14.0,,Z. LaVine enters the game for R. Rubio,13,21
66,1,4:14.0,,N. Peković makes free throw 2 of 2,13,22
67,1,3:58.0,A. Len misses 2-pt layup from 2 ft,,13,22
68,1,3:57.0,Offensive rebound by A. Len,,13,22
69,1,3:56.0,A. Len makes 2-pt layup from 2 ft,,15,22
70,1,3:45.0,,K. Martin misses 3-pt jump shot from 24 ft,15,22
71,1,3:43.0,Defensive rebound by E. Bledsoe,,15,22
72,1,3:39.0,Turnover by E. Bledsoe (lost ball; steal by Z. LaVine),,15,22
73,1,3:37.0,,Personal take foul by E. Bledsoe (drawn by Z. LaVine),15,22
74,1,3:37.0,,G. Dieng enters the game for N. Peković,15,22
75,1,3:37.0,A. Goodwin enters the game for G. Green,,15,22
76,1,3:37.0,B. Wright enters the game for A. Len,,15,22
77,1,3:30.0,,K. Martin misses 2-pt jump shot from 21 ft,15,22
78,1,3:27.0,Defensive rebound by E. Bledsoe,,15,22
79,1,3:24.0,Shooting foul by Z. LaVine (drawn by E. Bledsoe),,15,22
80,1,3:24.0,,Minnesota full timeout,15,22
81,1,3:24.0,,A. Payne enters the game for A. Bennett,15,22
82,1,3:24.0,,S. Muhammad enters the game for K. Martin,15,22
83,1,3:24.0,E. Bledsoe makes free throw 1 of 2,,16,22
84,1,3:24.0,E. Bledsoe misses free throw 2 of 2,,16,22
85,1,3:24.0,,Defensive rebound by A. Payne,16,22
86,1,3:01.0,,A. Payne misses 2-pt jump shot from 6 ft,16,22
87,1,3:00.0,Defensive rebound by B. Wright,,16,22
88,1,2:44.0,M. Morris makes 2-pt layup at rim (assist by E. Bledsoe),,18,22
89,1,2:32.0,,Personal foul by A. Goodwin (drawn by A. Payne),18,22
90,1,2:32.0,,A. Payne misses free throw 1 of 2,18,22
91,1,2:32.0,,Offensive rebound by Team,18,22
92,1,2:32.0,T. Warren enters the game for E. Bledsoe,,18,22
93,1,2:32.0,,A. Payne makes free throw 2 of 2,18,23
94,1,2:17.0,Personal foul by A. Payne (drawn by M. Morris),,18,23
95,1,2:08.0,B. Wright misses 2-pt layup at rim,,18,23
96,1,2:07.0,,Defensive rebound by G. Dieng,18,23
97,1,1:53.0,,Turnover by Z. LaVine (bad pass),18,23
98,1,1:36.0,Shooting foul by A. Payne (drawn by M. Morris),,18,23
99,1,1:36.0,M. Morris makes 2-pt layup from 1 ft (assist by A. Goodwin),,20,23
100,1,1:36.0,M. Morris makes free throw 1 of 1,,21,23
101,1,1:23.0,,A. Payne misses 3-pt jump shot from 24 ft,21,23
102,1,1:22.0,Defensive rebound by M. Morris,,21,23
103,1,1:22.0,Personal foul by S. Muhammad (drawn by M. Morris),,21,23
104,1,1:22.0,M. Morris misses free throw 1 of 2,,21,23
105,1,1:22.0,Offensive rebound by Team,,21,23
106,1,1:22.0,M. Morris makes free throw 2 of 2,,22,23
107,1,1:04.0,,A. Wiggins makes 2-pt jump shot from 14 ft,22,25
108,1,0:48.0,M. Morris misses 2-pt jump shot from 16 ft,,22,25
109,1,0:47.0,,Defensive rebound by S. Muhammad,22,25
110,1,0:41.0,,Z. LaVine misses 2-pt jump shot from 19 ft,22,25
111,1,0:40.0,Defensive rebound by B. Wright,,22,25
112,1,0:32.0,A. Goodwin makes 2-pt layup from 1 ft,,24,25
113,1,0:09.0,,Shooting foul by B. Wright (drawn by G. Dieng),24,25
114,1,0:09.0,,G. Dieng makes free throw 1 of 2,24,26
115,1,0:09.0,,G. Dieng misses free throw 2 of 2,24,26
116,1,0:09.0,Defensive rebound by M. Morris,,24,26
117,1,0:01.0,M. Morris misses 2-pt jump shot from 16 ft,,24,26
118,1,0:00.0,Offensive rebound by Team,,24,26
119,2,11:46.0,,A. Wiggins makes 2-pt jump shot from 22 ft (assist by Z. LaVine),24,28
120,2,11:31.0,T. Warren misses 2-pt jump shot from 15 ft,,24,28
121,2,11:30.0,Offensive rebound by T. Warren,,24,28
122,2,11:28.0,T. Warren makes 2-pt layup at rim,,26,28
123,2,11:19.0,,A. Wiggins misses 3-pt jump shot from 24 ft,26,28
124,2,11:18.0,Defensive rebound by A. Goodwin,,26,28
125,2,11:05.0,Turnover by A. Goodwin (bad pass; steal by S. Muhammad),,26,28
126,2,11:01.0,,Z. LaVine makes 2-pt layup at rim (assist by S. Muhammad),26,30
127,2,10:40.0,A. Goodwin makes 3-pt jump shot from 25 ft (assist by M. Morris),,29,30
128,2,10:24.0,,S. Muhammad misses 2-pt jump shot from 22 ft,29,30
129,2,10:22.0,Defensive rebound by E. Bledsoe,,29,30
130,2,10:20.0,Personal foul by S. Muhammad (drawn by E. Bledsoe),,29,30
131,2,10:20.0,,G. Neal enters the game for A. Wiggins,29,30
132,2,10:12.0,Personal foul by Z. LaVine (drawn by E. Bledsoe),,29,30
133,2,10:12.0,,R. Rubio enters the game for Z. LaVine,29,30
134,2,10:09.0,Turnover by M. Morris (bad pass; steal by R. Rubio),,29,30
135,2,10:04.0,,S. Muhammad makes 2-pt layup from 3 ft,29,32
136,2,10:04.0,,Shooting foul by M. Morris (drawn by S. Muhammad),29,32
137,2,10:04.0,,S. Muhammad makes free throw 1 of 1,29,33
138,2,9:46.0,E. Bledsoe misses 2-pt jump shot from 10 ft (block by A. Payne),,29,33
139,2,9:44.0,,Defensive rebound by G. Dieng,29,33
140,2,9:35.0,,Personal foul by E. Bledsoe (drawn by R. Rubio),29,33
141,2,9:30.0,,R. Rubio misses 2-pt jump shot from 19 ft,29,33
142,2,9:29.0,Defensive rebound by B. Wright,,29,33
143,2,9:24.0,Shooting foul by G. Neal (drawn by E. Bledsoe),,29,33
144,2,9:24.0,E. Bledsoe misses free throw 1 of 2,,29,33
145,2,9:24.0,Offensive rebound by Team,,29,33
146,2,9:24.0,E. Bledsoe makes free throw 2 of 2,,30,33
147,2,9:09.0,,A. Payne misses 2-pt jump shot from 13 ft,30,33
148,2,9:08.0,,Offensive rebound by G. Dieng,30,33
149,2,9:07.0,,N. Peković enters the game for A. Payne,30,33
150,2,9:07.0,A. Len enters the game for M. Morris,,30,33
151,2,9:07.0,,K. Martin enters the game for S. Muhammad,30,33
152,2,9:07.0,,Turnover by G. Dieng (lost ball; steal by B. Wright),30,33
153,2,8:57.0,B. Wright makes 2-pt jump shot from 8 ft (assist by A. Goodwin),,32,33
154,2,8:32.0,,G. Dieng makes 2-pt jump shot from 17 ft (assist by R. Rubio),32,35
155,2,8:15.0,T. Warren misses 2-pt jump shot from 15 ft,,32,35
156,2,8:14.0,,Defensive rebound by G. Dieng,32,35
157,2,8:05.0,,Personal block foul by B. Wright (drawn by G. Dieng),32,35
158,2,8:05.0,,Minnesota full timeout,32,35
159,2,7:55.0,,Shooting foul by T. Warren (drawn by K. Martin),32,35
160,2,7:55.0,,K. Martin makes free throw 1 of 2,32,36
161,2,7:55.0,,K. Martin makes free throw 2 of 2,32,37
162,2,7:40.0,B. Wright misses 2-pt layup from 2 ft,,32,37
163,2,7:39.0,,Defensive rebound by Team,32,37
164,2,7:39.0,Loose ball foul by A. Len (drawn by N. Peković),,32,37
165,2,7:39.0,,N. Peković misses free throw 1 of 2,32,37
166,2,7:39.0,,Offensive rebound by Team,32,37
167,2,7:39.0,M. Morris enters the game for B. Wright,,32,37
168,2,7:39.0,,N. Peković makes free throw 2 of 2,32,38
169,2,7:25.0,Turnover by E. Bledsoe (offensive goaltending),,32,38
170,2,7:07.0,,N. Peković misses 2-pt jump shot from 8 ft,32,38
171,2,7:06.0,Defensive rebound by Team,,32,38
172,2,6:53.0,M. Morris misses 2-pt jump shot from 20 ft,,32,38
173,2,6:52.0,,Defensive rebound by K. Martin,32,38
174,2,6:37.0,,N. Peković misses 2-pt jump shot from 5 ft (block by A. Len),32,38
175,2,6:36.0,,Offensive rebound by N. Peković,32,38
176,2,6:34.0,,N. Peković misses 2-pt layup from 1 ft (block by A. Len),32,38
177,2,6:33.0,Defensive rebound by A. Len,,32,38
178,2,6:22.0,A. Len misses 2-pt jump shot from 11 ft,,32,38
179,2,6:22.0,,Defensive rebound by K. Martin,32,38
180,2,6:05.0,,K. Martin makes 2-pt jump shot from 19 ft,32,40
181,2,5:48.0,T. Warren misses 2-pt jump shot from 21 ft,,32,40
182,2,5:47.0,,Defensive rebound by N. Peković,32,40
183,2,5:37.0,,Offensive foul by N. Peković (drawn by A. Goodwin),32,40
184,2,5:37.0,,Turnover by N. Peković (offensive foul),32,40
185,2,5:37.0,,Minnesota full timeout,32,40
186,2,5:37.0,G. Green enters the game for T. Warren,,32,40
187,2,5:37.0,P. Tucker enters the game for A. Goodwin,,32,40
188,2,5:15.0,P. Tucker misses 3-pt jump shot from 22 ft,,32,40
189,2,5:14.0,,Defensive rebound by G. Neal,32,40
190,2,4:59.0,,G. Neal misses 2-pt jump shot from 17 ft,32,40
191,2,4:58.0,Defensive rebound by P. Tucker,,32,40
192,2,4:52.0,G. Green misses 3-pt jump shot from 22 ft,,32,40
193,2,4:50.0,Offensive rebound by A. Len,,32,40
194,2,4:47.0,E. Bledsoe misses 2-pt jump shot from 7 ft,,32,40
195,2,4:45.0,,Defensive rebound by N. Peković,32,40
196,2,4:39.0,,G. Dieng makes 2-pt dunk at rim (assist by G. Neal),32,42
197,2,4:18.0,Turnover by M. Morris (lost ball; steal by R. Rubio),,32,42
198,2,4:13.0,,G. Neal makes 3-pt jump shot from 25 ft (assist by K. Martin),32,45
199,2,4:11.0,Phoenix full timeout,,32,45
200,2,4:11.0,,A. Wiggins enters the game for G. Neal,32,45
201,2,4:01.0,Turnover by E. Bledsoe (offensive foul),,32,45
202,2,4:01.0,Offensive foul by E. Bledsoe (drawn by R. Rubio),,32,45
203,2,4:01.0,A. Goodwin enters the game for E. Bledsoe,,32,45
204,2,3:51.0,,Personal foul by A. Len (drawn by N. Peković),32,45
205,2,3:51.0,,N. Peković misses free throw 1 of 2,32,45
206,2,3:51.0,,Offensive rebound by Team,32,45
207,2,3:51.0,,N. Peković makes free throw 2 of 2,32,46
208,2,3:40.0,M. Morris misses 2-pt jump shot from 16 ft,,32,46
209,2,3:38.0,,Defensive rebound by N. Peković,32,46
210,2,3:24.0,,K. Martin misses 3-pt jump shot from 24 ft,32,46
211,2,3:23.0,,Offensive rebound by N. Peković,32,46
212,2,3:07.0,,A. Wiggins misses 2-pt jump shot from 16 ft,32,46
213,2,3:05.0,Defensive rebound by A. Goodwin,,32,46
214,2,3:02.0,Shooting foul by A. Wiggins (drawn by P. Tucker),,32,46
215,2,3:02.0,P. Tucker makes free throw 1 of 2,,33,46
216,2,3:02.0,P. Tucker misses free throw 2 of 2,,33,46
217,2,3:01.0,,Defensive rebound by Team,33,46
218,2,2:50.0,,G. Dieng misses 2-pt dunk at rim,33,46
219,2,2:49.0,,Offensive rebound by N. Peković,33,46
220,2,2:48.0,,N. Peković misses 2-pt layup at rim,33,46
221,2,2:47.0,Defensive rebound by Team,,33,46
222,2,2:34.0,G. Green misses 3-pt jump shot from 23 ft,,33,46
223,2,2:33.0,Offensive rebound by P. Tucker,,33,46
224,2,2:27.0,A. Goodwin misses 2-pt jump shot from 10 ft,,33,46
225,2,2:26.0,Offensive rebound by A. Len,,33,46
226,2,2:25.0,Shooting foul by N. Peković (drawn by A. Len),,33,46
227,2,2:25.0,A. Len makes 2-pt layup at rim,,35,46
228,2,2:25.0,A. Len makes free throw 1 of 1,,36,46
229,2,2:10.0,,Shooting foul by A. Goodwin (drawn by R. Rubio),36,46
230,2,2:10.0,,R. Rubio makes free throw 1 of 2,36,47
231,2,2:10.0,,R. Rubio misses free throw 2 of 2,36,47
232,2,2:10.0,Defensive rebound by A. Len,,36,47
233,2,1:51.0,Turnover by A. Len (traveling),,36,47
234,2,1:51.0,R. Bullock enters the game for G. Green,,36,47
235,2,1:34.0,,K. Martin makes 2-pt jump shot from 17 ft,36,49
236,2,1:10.0,M. Morris misses 2-pt jump shot from 9 ft (block by G. Dieng),,36,49
237,2,1:08.0,Offensive rebound by M. Morris,,36,49
238,2,1:06.0,M. Morris makes 2-pt jump shot from 10 ft,,38,49
239,2,0:53.0,,R. Rubio misses 2-pt layup from 1 ft (block by M. Morris),38,49
240,2,0:53.0,,Offensive rebound by Team,38,49
241,2,0:45.0,,R. Rubio makes 3-pt jump shot from 24 ft,38,52
242,2,0:36.0,M. Morris makes 2-pt layup at rim,,40,52
243,2,0:22.0,,A. Wiggins misses 2-pt layup from 2 ft,40,52
244,2,0:21.0,Defensive rebound by A. Goodwin,,40,52
245,2,0:05.0,Personal block foul by R. Rubio (drawn by A. Goodwin),,40,52
246,2,0:05.0,A. Goodwin makes free throw 1 of 2,,41,52
247,2,0:05.0,M. Morris enters the game for A. Len,,41,52
248,2,0:05.0,,Minnesota full timeout,41,52
249,2,0:05.0,,Z. LaVine enters the game for K. Martin,41,52
250,2,0:05.0,A. Goodwin makes free throw 2 of 2,,42,52
251,3,11:38.0,,Turnover by N. Peković (lost ball; steal by P. Tucker),42,52
252,3,11:32.0,G. Green makes 3-pt jump shot from 24 ft (assist by P. Tucker),,45,52
253,3,11:10.0,,K. Martin misses 3-pt jump shot from 23 ft,45,52
254,3,11:09.0,Defensive rebound by P. Tucker,,45,52
255,3,10:52.0,E. Bledsoe makes 2-pt layup at rim (assist by M. Morris),,47,52
256,3,10:35.0,,N. Peković makes 2-pt jump shot from 6 ft (assist by R. Rubio),47,54
257,3,10:11.0,M. Morris misses 2-pt jump shot from 17 ft,,47,54
258,3,10:10.0,,Defensive rebound by N. Peković,47,54
259,3,9:58.0,,R. Rubio misses 3-pt jump shot from 22 ft,47,54
260,3,9:57.0,Defensive rebound by E. Bledsoe,,47,54
261,3,9:50.0,G. Green misses 3-pt jump shot from 23 ft,,47,54
262,3,9:49.0,,Defensive rebound by R. Rubio,47,54
263,3,9:44.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),47,56
264,3,9:29.0,Turnover by P. Tucker (bad pass; steal by K. Martin),,47,56
265,3,9:15.0,,K. Martin misses 3-pt jump shot from 24 ft,47,56
266,3,9:14.0,,Offensive rebound by G. Dieng,47,56
267,3,9:12.0,,Shooting foul by G. Green (drawn by G. Dieng),47,56
268,3,9:12.0,,G. Dieng makes free throw 1 of 2,47,57
269,3,9:12.0,,G. Dieng misses free throw 2 of 2,47,57
270,3,9:12.0,Defensive rebound by P. Tucker,,47,57
271,3,8:56.0,M. Morris makes 2-pt jump shot from 13 ft (assist by G. Green),,49,57
272,3,8:43.0,,K. Martin makes 3-pt jump shot from 25 ft,49,60
273,3,8:27.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by G. Green),,52,60
274,3,8:15.0,,Turnover by R. Rubio (bad pass; steal by M. Morris),52,60
275,3,8:11.0,E. Bledsoe makes 2-pt layup at rim (assist by M. Morris),,54,60
276,3,7:53.0,,N. Peković misses 2-pt hook shot from 5 ft,54,60
277,3,7:52.0,Defensive rebound by P. Tucker,,54,60
278,3,7:40.0,E. Bledsoe makes 2-pt layup from 2 ft,,56,60
279,3,7:40.0,,Minnesota full timeout,56,60
280,3,7:15.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by R. Rubio),56,62
281,3,6:48.0,M. Morris makes 2-pt jump shot from 3 ft,,58,62
282,3,6:25.0,,Turnover by A. Wiggins (traveling),58,62
283,3,6:03.0,M. Morris makes 2-pt jump shot from 20 ft (assist by P. Tucker),,60,62
284,3,5:46.0,,R. Rubio misses 2-pt jump shot from 20 ft,60,62
285,3,5:45.0,Defensive rebound by A. Len,,60,62
286,3,5:37.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,60,62
287,3,5:36.0,,Defensive rebound by G. Dieng,60,62
288,3,5:27.0,,N. Peković misses 2-pt layup from 1 ft (block by A. Len),60,62
289,3,5:26.0,Defensive rebound by E. Bledsoe,,60,62
290,3,5:18.0,P. Tucker makes 2-pt layup at rim,,62,62
291,3,5:18.0,Shooting foul by N. Peković (drawn by P. Tucker),,62,62
292,3,5:18.0,,A. Payne enters the game for N. Peković,62,62
293,3,5:18.0,M. Morris enters the game for A. Len,,62,62
294,3,5:18.0,P. Tucker misses free throw 1 of 1,,62,62
295,3,5:18.0,,Defensive rebound by A. Payne,62,62
296,3,4:56.0,,G. Dieng misses 2-pt jump shot from 3 ft (block by P. Tucker),62,62
297,3,4:55.0,,Offensive rebound by G. Dieng,62,62
298,3,4:54.0,,G. Dieng makes 2-pt dunk at rim,62,64
299,3,4:44.0,E. Bledsoe makes 2-pt layup from 2 ft,,64,64
300,3,4:29.0,,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),64,66
301,3,4:06.0,P. Tucker misses 2-pt jump shot from 15 ft,,64,66
302,3,4:05.0,,Defensive rebound by G. Dieng,64,66
303,3,4:02.0,,Shooting foul by P. Tucker (drawn by A. Wiggins),64,66
304,3,4:02.0,,A. Wiggins makes free throw 1 of 2,64,67
305,3,4:02.0,,Z. LaVine enters the game for R. Rubio,64,67
306,3,4:02.0,A. Goodwin enters the game for G. Green,,64,67
307,3,4:02.0,,A. Wiggins makes free throw 2 of 2,64,68
308,3,3:55.0,Offensive foul by M. Morris (drawn by Z. LaVine),,64,68
309,3,3:55.0,Turnover by M. Morris (offensive foul),,64,68
310,3,3:46.0,,K. Martin makes 2-pt jump shot from 21 ft (assist by Z. LaVine),64,70
311,3,3:36.0,Shooting foul by A. Payne (drawn by M. Morris),,64,70
312,3,3:36.0,M. Morris makes free throw 1 of 2,,65,70
313,3,3:36.0,B. Wright enters the game for M. Morris,,65,70
314,3,3:36.0,M. Morris misses free throw 2 of 2,,65,70
315,3,3:35.0,Offensive rebound by B. Wright,,65,70
316,3,3:31.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Wright),,68,70
317,3,3:13.0,,K. Martin makes 2-pt jump shot from 15 ft,68,72
318,3,3:05.0,Shooting foul by Z. LaVine (drawn by E. Bledsoe),,68,72
319,3,3:05.0,E. Bledsoe makes free throw 1 of 2,,69,72
320,3,3:05.0,E. Bledsoe makes free throw 2 of 2,,70,72
321,3,2:51.0,,A. Wiggins misses 2-pt jump shot from 15 ft,70,72
322,3,2:50.0,Defensive rebound by B. Wright,,70,72
323,3,2:42.0,Shooting foul by A. Payne (drawn by P. Tucker),,70,72
324,3,2:42.0,Phoenix full timeout,,70,72
325,3,2:42.0,P. Tucker makes free throw 1 of 2,,71,72
326,3,2:42.0,P. Tucker misses free throw 2 of 2,,71,72
327,3,2:41.0,Offensive rebound by P. Tucker,,71,72
328,3,2:37.0,B. Wright makes 2-pt dunk at rim (assist by E. Bledsoe),,73,72
329,3,2:10.0,,Z. LaVine misses 2-pt jump shot from 17 ft,73,72
330,3,2:09.0,,Offensive rebound by A. Wiggins,73,72
331,3,2:06.0,,A. Wiggins misses 2-pt jump shot from 14 ft,73,72
332,3,2:05.0,,Offensive rebound by A. Payne,73,72
333,3,2:05.0,,A. Payne misses 2-pt dunk at rim,73,72
334,3,2:04.0,,Offensive rebound by Z. LaVine,73,72
335,3,2:02.0,,Shooting foul by P. Tucker (drawn by Z. LaVine),73,72
336,3,2:02.0,,Z. LaVine makes free throw 1 of 2,73,73
337,3,2:02.0,,S. Muhammad enters the game for K. Martin,73,73
338,3,2:02.0,T. Warren enters the game for P. Tucker,,73,73
339,3,2:02.0,G. Green enters the game for E. Bledsoe,,73,73
340,3,2:02.0,,Z. LaVine makes free throw 2 of 2,73,74
341,3,1:49.0,Turnover by M. Morris (traveling),,73,74
342,3,1:39.0,,Turnover by S. Muhammad (lost ball; steal by T. Warren),73,74
343,3,1:32.0,Shooting foul by G. Dieng (drawn by A. Goodwin),,73,74
344,3,1:32.0,A. Goodwin makes free throw 1 of 2,,74,74
345,3,1:32.0,A. Goodwin makes free throw 2 of 2,,75,74
346,3,1:19.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by Z. LaVine),75,76
347,3,1:05.0,T. Warren misses 2-pt jump shot from 6 ft,,75,76
348,3,1:03.0,,Defensive rebound by A. Payne,75,76
349,3,1:00.0,,Turnover by Z. LaVine (lost ball; steal by A. Goodwin),75,76
350,3,0:48.0,Turnover by A. Goodwin (bad pass; steal by Z. LaVine),,75,76
351,3,0:47.0,,Personal take foul by A. Goodwin (drawn by Z. LaVine),75,76
352,3,0:36.0,,A. Wiggins misses 2-pt jump shot from 19 ft,75,76
353,3,0:34.0,,Offensive rebound by A. Wiggins,75,76
354,3,0:27.0,,S. Muhammad makes 2-pt layup at rim (assist by A. Wiggins),75,78
355,3,0:08.0,A. Goodwin makes 2-pt layup at rim,,77,78
356,3,0:02.0,,Z. LaVine makes 2-pt layup from 1 ft,77,80
357,3,0:02.0,,Shooting foul by B. Wright (drawn by Z. LaVine),77,80
358,3,0:02.0,,Z. LaVine misses free throw 1 of 1,77,80
359,3,0:02.0,Defensive rebound by M. Morris,,77,80
360,4,11:47.0,A. Goodwin misses 2-pt layup at rim,,77,80
361,4,11:46.0,Offensive rebound by T. Warren,,77,80
362,4,11:43.0,T. Warren misses 2-pt jump shot from 3 ft,,77,80
363,4,11:42.0,Offensive rebound by B. Wright,,77,80
364,4,11:39.0,M. Morris makes 2-pt layup at rim,,79,80
365,4,11:24.0,,A. Payne misses 3-pt jump shot from 24 ft,79,80
366,4,11:23.0,Defensive rebound by T. Warren,,79,80
367,4,11:13.0,Shooting foul by Z. LaVine (drawn by A. Goodwin),,79,80
368,4,11:13.0,A. Goodwin makes free throw 1 of 2,,80,80
369,4,11:13.0,A. Len enters the game for T. Warren,,80,80
370,4,11:13.0,,R. Rubio enters the game for Z. LaVine,80,80
371,4,11:13.0,A. Goodwin misses free throw 2 of 2,,80,80
372,4,11:12.0,,Defensive rebound by N. Peković,80,80
373,4,11:06.0,,G. Neal misses 3-pt jump shot from 25 ft,80,80
374,4,11:05.0,Defensive rebound by M. Morris,,80,80
375,4,10:51.0,A. Len makes 2-pt layup from 2 ft (assist by M. Morris),,82,80
376,4,10:36.0,,N. Peković misses 2-pt hook shot from 1 ft,82,80
377,4,10:34.0,Defensive rebound by M. Morris,,82,80
378,4,10:27.0,A. Goodwin misses 2-pt layup at rim (block by A. Payne),,82,80
379,4,10:26.0,,Defensive rebound by R. Rubio,82,80
380,4,10:24.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by R. Rubio),82,82
381,4,10:24.0,,Shooting foul by G. Green (drawn by S. Muhammad),82,82
382,4,10:24.0,,S. Muhammad misses free throw 1 of 1,82,82
383,4,10:23.0,,Offensive rebound by S. Muhammad,82,82
384,4,10:13.0,,Turnover by R. Rubio (bad pass; steal by M. Morris),82,82
385,4,10:06.0,G. Green misses 2-pt layup at rim,,82,82
386,4,10:05.0,Offensive rebound by Team,,82,82
387,4,10:05.0,,Loose ball foul by A. Payne (drawn by A. Len),82,82
