,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MILWAUKEE_ACTION,LA CLIPPERS_SCORE,MILWAUKEE_SCORE
0,1,11:45.0,J. Redick misses 2-pt jump shot from 18 ft,,0,0
1,1,11:44.0,,Defensive rebound by B. Knight,0,0
2,1,11:29.0,,Turnover by O. Mayo (bad pass),0,0
3,1,11:20.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),,3,0
4,1,11:00.0,,J. Parker makes 2-pt layup at rim,3,2
5,1,10:39.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by B. Griffin),,6,2
6,1,10:23.0,,O. Mayo makes 2-pt jump shot from 16 ft (assist by B. Knight),6,4
7,1,10:12.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,8,4
8,1,10:03.0,,Shooting foul by D. Jordan (drawn by B. Knight),8,4
9,1,10:03.0,,B. Knight misses free throw 1 of 2,8,4
10,1,10:03.0,,Offensive rebound by Team,8,4
11,1,10:03.0,,B. Knight makes free throw 2 of 2,8,5
12,1,9:59.0,Turnover by C. Paul (palming),,8,5
13,1,9:48.0,,O. Mayo makes 2-pt layup at rim (assist by B. Knight),8,7
14,1,9:25.0,J. Redick misses 3-pt jump shot from 23 ft,,8,7
15,1,9:24.0,,Defensive rebound by L. Sanders,8,7
16,1,9:11.0,,O. Mayo makes 2-pt jump shot from 16 ft,8,9
17,1,8:56.0,Personal foul by O. Mayo (drawn by B. Griffin),,8,9
18,1,8:54.0,B. Griffin makes 2-pt dunk at rim (assist by J. Redick),,10,9
19,1,8:37.0,,J. Parker makes 2-pt jump shot from 17 ft (assist by O. Mayo),10,11
20,1,8:23.0,C. Paul makes 2-pt jump shot from 13 ft,,12,11
21,1,8:23.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Jordan),12,11
22,1,7:52.0,C. Paul misses 3-pt jump shot from 25 ft,,12,11
23,1,7:51.0,,Defensive rebound by Team,12,11
24,1,7:35.0,,Turnover by G. Antetokounmpo (step out of bounds),12,11
25,1,7:28.0,B. Griffin misses 2-pt jump shot from 18 ft,,12,11
26,1,7:27.0,,Defensive rebound by G. Antetokounmpo,12,11
