,QUARTER,TIME_REMAINING,INDIANA_ACTION,WASHINGTON_ACTION,INDIANA_SCORE,WASHINGTON_SCORE
144,2,7:11.0,,J. Wall enters the game for A. Miller,35,30
145,2,7:11.0,,P. Pierce enters the game for G. Rice,35,30
146,2,7:00.0,L. Allen misses 2-pt jump shot from 10 ft,,35,30
147,2,6:58.0,,Defensive rebound by K. Séraphin,35,30
148,2,6:49.0,,Shooting foul by S. Hill (drawn by J. Wall),35,30
149,2,6:49.0,,J. Wall makes free throw 1 of 2,35,31
150,2,6:49.0,D. Sloan enters the game for S. Hill,,35,31
151,2,6:49.0,,J. Wall makes free throw 2 of 2,35,32
152,2,6:26.0,C. Copeland misses 3-pt jump shot from 25 ft,,35,32
153,2,6:25.0,Offensive rebound by I. Mahinmi,,35,32
154,2,6:18.0,D. Sloan misses 3-pt jump shot from 27 ft,,35,32
155,2,6:17.0,Offensive rebound by C. Copeland,,35,32
156,2,5:58.0,D. Rudež makes 2-pt jump shot from 19 ft (assist by D. Sloan),,37,32
157,2,5:52.0,,Turnover by J. Wall (bad pass),37,32
158,2,5:52.0,,Washington full timeout,37,32
159,2,5:32.0,I. Mahinmi misses 2-pt jump shot from 13 ft,,37,32
160,2,5:32.0,,Defensive rebound by J. Wall,37,32
161,2,5:19.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by K. Séraphin),37,35
162,2,5:00.0,Turnover by C. Copeland (lost ball; steal by J. Wall),,37,35
163,2,4:55.0,,O. Porter misses 2-pt jump shot from 3 ft (block by D. Rudež),37,35
164,2,4:55.0,,Offensive rebound by Team,37,35
165,2,4:43.0,,K. Séraphin makes 2-pt hook shot from 12 ft (assist by O. Porter),37,37
166,2,4:28.0,Offensive foul by L. Allen (drawn by P. Pierce),,37,37
167,2,4:28.0,Turnover by L. Allen (offensive foul),,37,37
168,2,4:28.0,,G. Temple enters the game for O. Porter,37,37
169,2,4:28.0,R. Hibbert enters the game for I. Mahinmi,,37,37
170,2,4:28.0,C. Miles enters the game for D. Rudež,,37,37
171,2,4:21.0,,Shooting foul by C. Miles (drawn by P. Pierce),37,37
172,2,4:21.0,,P. Pierce makes free throw 1 of 2,37,38
173,2,4:21.0,,P. Pierce makes free throw 2 of 2,37,39
174,2,4:03.0,Turnover by R. Hibbert (lost ball),,37,39
175,2,3:42.0,,G. Temple misses 3-pt jump shot from 26 ft,37,39
176,2,3:41.0,Defensive rebound by D. Sloan,,37,39
177,2,3:36.0,D. Sloan misses 2-pt layup from 2 ft (block by P. Pierce),,37,39
178,2,3:33.0,,Defensive rebound by N. Hilário,37,39
179,2,3:25.0,,Turnover by K. Séraphin (3 sec),37,39
180,2,3:25.0,Indiana full timeout,,37,39
181,2,3:25.0,,M. Gortat enters the game for K. Séraphin,37,39
182,2,3:04.0,R. Hibbert misses 2-pt jump shot from 12 ft,,37,39
183,2,3:03.0,Offensive rebound by L. Allen,,37,39
184,2,2:52.0,L. Allen misses 2-pt jump shot from 16 ft,,37,39
185,2,2:51.0,,Defensive rebound by N. Hilário,37,39
186,2,2:42.0,,J. Wall misses 2-pt jump shot from 17 ft,37,39
187,2,2:41.0,Defensive rebound by C. Copeland,,37,39
188,2,2:18.0,R. Hibbert misses 2-pt jump shot from 7 ft,,37,39
189,2,2:17.0,,Defensive rebound by J. Wall,37,39
190,2,2:12.0,,J. Wall makes 2-pt layup from 1 ft,37,41
191,2,1:55.0,D. Sloan misses 2-pt jump shot from 5 ft (block by N. Hilário),,37,41
192,2,1:54.0,,Defensive rebound by M. Gortat,37,41
193,2,1:48.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by J. Wall),37,44
194,2,1:46.0,Indiana full timeout,,37,44
195,2,1:46.0,,K. Humphries enters the game for N. Hilário,37,44
196,2,1:31.0,Turnover by C. Copeland (discontinued dribble),,37,44
197,2,1:20.0,,K. Humphries misses 2-pt jump shot from 18 ft,37,44
198,2,1:19.0,,Offensive rebound by M. Gortat,37,44
199,2,1:15.0,,J. Wall misses 3-pt jump shot from 25 ft,37,44
200,2,1:14.0,Defensive rebound by C. Copeland,,37,44
201,2,1:07.0,C. Miles makes 2-pt layup from 1 ft (assist by D. Sloan),,39,44
202,2,0:49.0,,P. Pierce misses 2-pt jump shot from 15 ft,39,44
203,2,0:48.0,Defensive rebound by D. Sloan,,39,44
204,2,0:44.0,Offensive foul by C. Copeland (drawn by J. Wall),,39,44
205,2,0:44.0,Turnover by C. Copeland (offensive foul),,39,44
206,2,0:36.0,,Personal block foul by C. Miles (drawn by G. Temple),39,44
207,2,0:36.0,S. Hill enters the game for C. Copeland,,39,44
208,2,0:31.0,,K. Humphries misses 2-pt jump shot from 15 ft,39,44
209,2,0:30.0,Defensive rebound by S. Hill,,39,44
210,2,0:07.0,C. Miles makes 2-pt jump shot from 17 ft (assist by R. Hibbert),,41,44
211,2,0:01.0,,P. Pierce makes 2-pt jump shot from 19 ft,41,46
212,3,11:37.0,R. Hibbert misses 2-pt jump shot from 16 ft,,41,46
213,3,11:36.0,Offensive rebound by S. Hill,,41,46
214,3,11:32.0,Shooting foul by N. Hilário (drawn by D. Sloan),,41,46
215,3,11:32.0,D. Sloan misses free throw 1 of 2,,41,46
216,3,11:32.0,Offensive rebound by Team,,41,46
217,3,11:32.0,D. Sloan makes free throw 2 of 2,,42,46
218,3,11:17.0,,N. Hilário makes 2-pt jump shot from 17 ft (assist by J. Wall),42,48
219,3,11:01.0,D. Sloan misses 2-pt jump shot from 13 ft,,42,48
220,3,11:01.0,,Defensive rebound by P. Pierce,42,48
221,3,10:48.0,,G. Temple misses 2-pt layup from 1 ft,42,48
222,3,10:46.0,Defensive rebound by L. Scola,,42,48
223,3,10:30.0,C. Miles misses 2-pt layup from 1 ft,,42,48
224,3,10:27.0,,Defensive rebound by N. Hilário,42,48
225,3,10:22.0,,J. Wall misses 2-pt layup from 2 ft (block by R. Hibbert),42,48
226,3,10:20.0,,Offensive rebound by N. Hilário,42,48
227,3,10:09.0,,N. Hilário misses 2-pt jump shot from 12 ft,42,48
228,3,10:07.0,Defensive rebound by R. Hibbert,,42,48
229,3,9:55.0,S. Hill misses 3-pt jump shot from 25 ft,,42,48
230,3,9:54.0,,Defensive rebound by N. Hilário,42,48
231,3,9:36.0,,P. Pierce misses 2-pt layup at rim (block by R. Hibbert),42,48
232,3,9:36.0,,Offensive rebound by Team,42,48
233,3,9:34.0,,M. Gortat makes 2-pt layup at rim (assist by P. Pierce),42,50
234,3,9:34.0,,Shooting foul by S. Hill (drawn by M. Gortat),42,50
235,3,9:34.0,,M. Gortat makes free throw 1 of 1,42,51
236,3,9:17.0,Turnover by D. Sloan (bad pass; steal by G. Temple),,42,51
237,3,9:13.0,,J. Wall makes 2-pt dunk at rim (assist by G. Temple),42,53
238,3,9:11.0,Indiana full timeout,,42,53
239,3,8:53.0,C. Miles misses 3-pt jump shot from 27 ft,,42,53
240,3,8:52.0,Offensive rebound by R. Hibbert,,42,53
241,3,8:44.0,D. Sloan misses 3-pt jump shot from 25 ft,,42,53
242,3,8:42.0,,Defensive rebound by G. Temple,42,53
243,3,8:29.0,,P. Pierce misses 2-pt jump shot from 14 ft,42,53
244,3,8:28.0,Defensive rebound by L. Scola,,42,53
245,3,8:15.0,R. Hibbert misses 2-pt jump shot from 5 ft,,42,53
246,3,8:13.0,,Defensive rebound by N. Hilário,42,53
247,3,7:58.0,,Turnover by J. Wall (bad pass),42,53
248,3,7:44.0,D. Sloan makes 2-pt layup at rim (assist by L. Scola),,44,53
249,3,7:29.0,,G. Temple makes 2-pt layup at rim (assist by J. Wall),44,55
250,3,7:13.0,Offensive foul by C. Miles (drawn by N. Hilário),,44,55
251,3,7:13.0,Turnover by C. Miles (offensive foul),,44,55
252,3,7:13.0,C. Copeland enters the game for C. Miles,,44,55
253,3,6:59.0,,Personal foul by L. Scola (drawn by N. Hilário),44,55
254,3,6:51.0,,Turnover by N. Hilário (bad pass; steal by S. Hill),44,55
255,3,6:40.0,L. Scola makes 2-pt jump shot from 16 ft (assist by D. Sloan),,46,55
256,3,6:21.0,,M. Gortat makes 2-pt jump shot from 12 ft (assist by G. Temple),46,57
257,3,6:06.0,C. Copeland misses 3-pt jump shot from 26 ft,,46,57
258,3,6:05.0,,Defensive rebound by M. Gortat,46,57
259,3,5:58.0,,Personal foul by L. Scola (drawn by N. Hilário),46,57
260,3,5:50.0,,P. Pierce misses 3-pt jump shot from 27 ft,46,57
261,3,5:49.0,Defensive rebound by D. Sloan,,46,57
262,3,5:40.0,C. Copeland misses 2-pt layup from 1 ft,,46,57
263,3,5:39.0,,Defensive rebound by M. Gortat,46,57
264,3,5:32.0,,P. Pierce misses 2-pt jump shot from 3 ft,46,57
265,3,5:31.0,Defensive rebound by L. Scola,,46,57
266,3,5:23.0,D. Sloan makes 3-pt jump shot from 25 ft,,49,57
267,3,4:59.0,,M. Gortat makes 2-pt layup at rim (assist by P. Pierce),49,59
268,3,4:44.0,Turnover by D. Sloan (bad pass; steal by P. Pierce),,49,59
269,3,4:39.0,,P. Pierce misses 2-pt layup from 2 ft,49,59
270,3,4:37.0,,Offensive rebound by J. Wall,49,59
271,3,4:37.0,,J. Wall makes 2-pt tip-in from 1 ft,49,61
272,3,4:37.0,Indiana full timeout,,49,61
273,3,4:37.0,,D. Gooden enters the game for N. Hilário,49,61
274,3,4:37.0,,O. Porter enters the game for P. Pierce,49,61
275,3,4:18.0,Personal foul by G. Temple (drawn by C. Copeland),,49,61
276,3,4:13.0,S. Hill misses 2-pt jump shot from 17 ft,,49,61
277,3,4:12.0,Offensive rebound by S. Hill,,49,61
278,3,4:08.0,S. Hill makes 3-pt jump shot from 26 ft,,52,61
279,3,3:49.0,,M. Gortat misses 2-pt jump shot from 6 ft,52,61
280,3,3:49.0,,Offensive rebound by Team,52,61
281,3,3:49.0,,Personal foul by L. Scola (drawn by D. Gooden),52,61
282,3,3:40.0,,M. Gortat misses 2-pt jump shot from 12 ft (block by R. Hibbert),52,61
283,3,3:39.0,Defensive rebound by R. Hibbert,,52,61
284,3,3:29.0,L. Scola makes 2-pt jump shot from 17 ft (assist by D. Sloan),,54,61
285,3,3:07.0,,J. Wall misses 2-pt jump shot from 14 ft,54,61
286,3,3:06.0,Defensive rebound by Team,,54,61
287,3,2:52.0,Turnover by S. Hill (bad pass; steal by M. Gortat),,54,61
288,3,2:46.0,,Offensive foul by G. Temple (drawn by L. Scola),54,61
289,3,2:46.0,,Turnover by G. Temple (offensive foul),54,61
290,3,2:46.0,,Washington full timeout,54,61
291,3,2:46.0,D. Rudež enters the game for S. Hill,,54,61
292,3,2:28.0,C. Copeland makes 2-pt layup from 1 ft (assist by R. Hibbert),,56,61
293,3,2:10.0,,D. Gooden misses 2-pt jump shot from 7 ft,56,61
294,3,2:09.0,,Offensive rebound by Team,56,61
295,3,2:03.0,,O. Porter misses 2-pt jump shot from 7 ft,56,61
296,3,2:02.0,Defensive rebound by L. Scola,,56,61
297,3,1:47.0,D. Sloan misses 3-pt jump shot from 26 ft,,56,61
298,3,1:46.0,,Defensive rebound by M. Gortat,56,61
299,3,1:35.0,,D. Gooden misses 2-pt jump shot from 20 ft,56,61
300,3,1:34.0,Defensive rebound by C. Copeland,,56,61
301,3,1:25.0,C. Copeland misses 2-pt jump shot from 18 ft,,56,61
302,3,1:24.0,,Defensive rebound by G. Temple,56,61
303,3,1:21.0,,Shooting foul by D. Sloan (drawn by J. Wall),56,61
304,3,1:21.0,,J. Wall makes free throw 1 of 2,56,62
305,3,1:21.0,L. Allen enters the game for L. Scola,,56,62
306,3,1:21.0,,J. Wall makes free throw 2 of 2,56,63
307,3,0:58.0,C. Copeland misses 3-pt jump shot from 24 ft,,56,63
308,3,0:56.0,Offensive rebound by L. Allen,,56,63
309,3,0:53.0,Shooting foul by J. Wall (drawn by D. Sloan),,56,63
310,3,0:53.0,D. Sloan makes free throw 1 of 2,,57,63
311,3,0:53.0,I. Mahinmi enters the game for R. Hibbert,,57,63
312,3,0:53.0,D. Sloan misses free throw 2 of 2,,57,63
313,3,0:52.0,,Defensive rebound by M. Gortat,57,63
314,3,0:40.0,,J. Wall misses 2-pt jump shot from 16 ft,57,63
315,3,0:38.0,Defensive rebound by C. Copeland,,57,63
316,3,0:28.0,L. Allen makes 2-pt jump shot from 19 ft (assist by D. Sloan),,59,63
317,3,0:06.0,,D. Gooden makes 3-pt jump shot from 25 ft (assist by J. Wall),59,66
318,3,0:01.0,Shooting foul by M. Gortat (drawn by D. Sloan),,59,66
319,3,0:01.0,D. Sloan makes free throw 1 of 2,,60,66
320,3,0:01.0,D. Sloan makes free throw 2 of 2,,61,66
321,3,0:00.0,,J. Wall misses 3-pt jump shot from 53 ft,61,66
322,3,0:00.0,,Offensive rebound by Team,61,66
323,4,11:42.0,,K. Séraphin misses 2-pt jump shot from 7 ft,61,66
324,4,11:41.0,Defensive rebound by I. Mahinmi,,61,66
325,4,11:30.0,S. Hill misses 2-pt jump shot from 4 ft,,61,66
326,4,11:29.0,,Defensive rebound by K. Séraphin,61,66
327,4,11:18.0,,A. Miller misses 2-pt jump shot from 5 ft (block by S. Hill),61,66
328,4,11:16.0,Defensive rebound by S. Hill,,61,66
329,4,10:58.0,Shooting foul by G. Temple (drawn by C. Miles),,61,66
330,4,10:58.0,C. Miles makes free throw 1 of 2,,62,66
331,4,10:58.0,C. Miles makes free throw 2 of 2,,63,66
332,4,10:40.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by O. Porter),63,69
333,4,10:25.0,Personal foul by A. Miller (drawn by S. Hill),,63,69
334,4,10:11.0,S. Hill misses 2-pt jump shot from 15 ft,,63,69
335,4,10:10.0,,Defensive rebound by G. Temple,63,69
336,4,10:04.0,,Personal foul by L. Allen (drawn by K. Séraphin),63,69
337,4,9:48.0,,G. Temple misses 2-pt jump shot from 9 ft,63,69
338,4,9:47.0,Defensive rebound by C. Miles,,63,69
339,4,9:34.0,C. Miles misses 2-pt jump shot from 22 ft,,63,69
340,4,9:32.0,Offensive rebound by L. Allen,,63,69
341,4,9:29.0,D. Rudež misses 3-pt jump shot from 26 ft,,63,69
342,4,9:29.0,Offensive rebound by Team,,63,69
343,4,9:29.0,,Loose ball foul by K. Séraphin (drawn by I. Mahinmi),63,69
344,4,9:18.0,D. Rudež makes 2-pt jump shot from 21 ft (assist by S. Hill),,65,69
345,4,9:02.0,,O. Porter misses 2-pt jump shot from 19 ft,65,69
346,4,9:01.0,,Offensive rebound by A. Miller,65,69
347,4,8:55.0,,D. Gooden misses 3-pt jump shot from 24 ft,65,69
348,4,8:54.0,Defensive rebound by C. Miles,,65,69
349,4,8:46.0,Personal block foul by D. Gooden (drawn by S. Hill),,65,69
350,4,8:46.0,Official timeout,,65,69
351,4,8:46.0,,N. Hilário enters the game for D. Gooden,65,69
352,4,8:46.0,,P. Pierce enters the game for G. Temple,65,69
353,4,8:39.0,Turnover by I. Mahinmi (bad pass),,65,69
354,4,8:20.0,,K. Séraphin makes 2-pt hook shot from 2 ft,65,71
355,4,8:09.0,Personal foul by O. Porter (drawn by S. Hill),,65,71
356,4,8:09.0,S. Hill makes free throw 1 of 2,,66,71
357,4,8:09.0,S. Hill misses free throw 2 of 2,,66,71
358,4,8:08.0,Offensive rebound by Team,,66,71
359,4,8:06.0,C. Miles misses 2-pt jump shot from 16 ft,,66,71
360,4,8:04.0,,Defensive rebound by A. Miller,66,71
361,4,7:52.0,,K. Séraphin makes 2-pt jump shot from 3 ft (assist by N. Hilário),66,73
362,4,7:33.0,C. Miles misses 2-pt layup from 1 ft,,66,73
363,4,7:32.0,Offensive rebound by L. Allen,,66,73
364,4,7:31.0,Turnover by L. Allen (traveling),,66,73
365,4,7:14.0,,N. Hilário misses 2-pt layup at rim (block by I. Mahinmi),66,73
366,4,7:11.0,Defensive rebound by L. Allen,,66,73
367,4,7:06.0,S. Hill makes 2-pt layup from 1 ft,,68,73
368,4,6:43.0,,Offensive foul by K. Séraphin (drawn by I. Mahinmi),68,73
369,4,6:43.0,,Turnover by K. Séraphin (offensive foul),68,73
370,4,6:43.0,C. Copeland enters the game for D. Rudež,,68,73
371,4,6:43.0,D. Sloan enters the game for C. Miles,,68,73
372,4,6:43.0,,M. Gortat enters the game for K. Séraphin,68,73
373,4,6:43.0,,J. Wall enters the game for A. Miller,68,73
374,4,6:19.0,D. Sloan makes 2-pt jump shot from 10 ft,,70,73
375,4,6:02.0,,Shooting foul by I. Mahinmi (drawn by J. Wall),70,73
376,4,6:02.0,,J. Wall makes free throw 1 of 2,70,74
377,4,6:02.0,,J. Wall makes free throw 2 of 2,70,75
378,4,5:43.0,I. Mahinmi makes 2-pt layup at rim,,72,75
379,4,5:36.0,,Turnover by J. Wall (step out of bounds),72,75
380,4,5:36.0,,Washington full timeout,72,75
381,4,5:36.0,,G. Temple enters the game for O. Porter,72,75
382,4,5:13.0,C. Copeland makes 2-pt jump shot from 6 ft,,74,75
383,4,4:50.0,,P. Pierce makes 2-pt jump shot from 17 ft (assist by J. Wall),74,77
384,4,4:33.0,Turnover by D. Sloan (lost ball; steal by J. Wall),,74,77
385,4,4:33.0,,Personal foul by D. Sloan (drawn by P. Pierce),74,77
386,4,4:18.0,,G. Temple misses 3-pt jump shot from 26 ft,74,77
387,4,4:17.0,Defensive rebound by I. Mahinmi,,74,77
