,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
48,1,5:40.0,,M. Harkless makes 2-pt dunk at rim,12,12
49,1,5:22.0,N. Peković misses 2-pt hook shot from 6 ft,,12,12
50,1,5:21.0,,Defensive rebound by N. Vučević,12,12
51,1,5:18.0,,Shooting foul by A. Wiggins (drawn by M. Harkless),12,12
52,1,5:18.0,,M. Harkless makes free throw 1 of 2,12,13
53,1,5:18.0,C. Brewer enters the game for A. Wiggins,,12,13
54,1,5:18.0,,M. Harkless makes free throw 2 of 2,12,14
55,1,5:08.0,Offensive foul by N. Peković (drawn by E. Payton),,12,14
56,1,5:08.0,Turnover by N. Peković (offensive foul),,12,14
57,1,5:08.0,G. Dieng enters the game for N. Peković,,12,14
58,1,4:58.0,,Personal foul by T. Young (drawn by E. Payton),12,14
59,1,4:54.0,,Turnover by N. Vučević (bad pass; steal by T. Young),12,14
60,1,4:50.0,K. Martin makes 2-pt layup from 1 ft (assist by R. Rubio),,14,14
61,1,4:31.0,,Personal foul by C. Brewer (drawn by T. Harris),14,14
62,1,4:27.0,,E. Fournier makes 3-pt jump shot from 26 ft,14,17
63,1,4:06.0,R. Rubio misses 3-pt jump shot from 23 ft,,14,17
64,1,4:04.0,,Defensive rebound by T. Harris,14,17
65,1,3:57.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by T. Harris),14,19
66,1,3:57.0,Minnesota full timeout,,14,19
67,1,3:32.0,K. Martin makes 3-pt jump shot from 25 ft (assist by C. Brewer),,17,19
68,1,3:10.0,,Turnover by T. Harris (traveling),17,19
69,1,3:10.0,,L. Ridnour enters the game for E. Payton,17,19
70,1,2:50.0,C. Brewer makes 2-pt jump shot from 15 ft (assist by K. Martin),,19,19
71,1,2:32.0,,E. Fournier misses 2-pt jump shot from 16 ft,19,19
72,1,2:31.0,Defensive rebound by R. Rubio,,19,19
73,1,2:26.0,C. Brewer makes 2-pt layup from 2 ft (assist by R. Rubio),,21,19
74,1,2:12.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by N. Vučević),21,22
75,1,1:52.0,C. Brewer misses 2-pt jump shot from 5 ft,,21,22
76,1,1:50.0,Offensive rebound by G. Dieng,,21,22
77,1,1:50.0,G. Dieng misses 2-pt tip-in from 1 ft,,21,22
78,1,1:48.0,,Defensive rebound by M. Harkless,21,22
79,1,1:45.0,,Turnover by T. Harris (lost ball; steal by C. Brewer),21,22
80,1,1:31.0,K. Martin misses 3-pt jump shot from 25 ft,,21,22
81,1,1:30.0,,Defensive rebound by L. Ridnour,21,22
82,1,1:29.0,,Turnover by L. Ridnour (dbl dribble),21,22
83,1,1:29.0,,C. Frye enters the game for N. Vučević,21,22
84,1,1:19.0,K. Martin misses 2-pt jump shot from 16 ft,,21,22
85,1,1:17.0,,Defensive rebound by T. Harris,21,22
86,1,1:09.0,,L. Ridnour makes 2-pt jump shot from 18 ft,21,24
87,1,0:53.0,T. Young makes 3-pt jump shot from 26 ft (assist by R. Rubio),,24,24
88,1,0:42.0,,E. Fournier makes 2-pt layup from 2 ft,24,26
89,1,0:36.0,Personal foul by L. Ridnour (drawn by R. Rubio),,24,26
90,1,0:36.0,R. Hummel enters the game for T. Young,,24,26
91,1,0:33.0,R. Rubio misses 2-pt layup from 2 ft (block by T. Harris),,24,26
92,1,0:30.0,,Defensive rebound by T. Harris,24,26
93,1,0:29.0,Offensive charge foul by M. Harkless (drawn by R. Hummel),,24,26
94,1,0:29.0,,Turnover by M. Harkless (offensive foul),24,26
95,1,0:06.0,K. Martin makes 3-pt jump shot from 25 ft (assist by R. Rubio),,27,26
96,1,0:02.0,,L. Ridnour misses 3-pt jump shot from 25 ft,27,26
97,1,0:00.0,Defensive rebound by G. Dieng,,27,26
98,2,11:47.0,Turnover by M. Williams (bad pass; steal by M. Harkless),,27,26
99,2,11:37.0,,L. Ridnour misses 2-pt layup from 2 ft,27,26
100,2,11:36.0,Defensive rebound by G. Dieng,,27,26
101,2,11:36.0,,Loose ball foul by M. Harkless (drawn by G. Dieng),27,26
102,2,11:17.0,G. Dieng makes 2-pt hook shot from 8 ft,,29,26
103,2,11:02.0,,L. Ridnour makes 2-pt jump shot from 18 ft,29,28
104,2,10:44.0,S. Muhammad makes 2-pt jump shot from 19 ft (assist by M. Williams),,31,28
105,2,10:31.0,,M. Harkless makes 2-pt dunk at rim (assist by A. Gordon),31,30
106,2,10:07.0,G. Dieng makes 2-pt jump shot from 14 ft,,33,30
107,2,9:59.0,,Personal foul by M. Williams (drawn by C. Frye),33,30
108,2,9:48.0,,L. Ridnour makes 2-pt jump shot from 19 ft,33,32
109,2,9:29.0,,Offensive charge foul by S. Muhammad (drawn by A. Gordon),33,32
110,2,9:29.0,Turnover by S. Muhammad (offensive foul),,33,32
111,2,9:16.0,,L. Ridnour misses 2-pt jump shot from 21 ft,33,32
112,2,9:14.0,Defensive rebound by G. Dieng,,33,32
113,2,8:53.0,G. Dieng makes 2-pt jump shot from 14 ft (assist by M. Williams),,35,32
114,2,8:34.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by L. Ridnour),35,35
115,2,8:14.0,C. Brewer misses 3-pt jump shot from 25 ft,,35,35
116,2,8:11.0,Offensive rebound by S. Muhammad,,35,35
117,2,8:11.0,S. Muhammad makes 2-pt tip-in from 1 ft,,37,35
118,2,8:03.0,,Personal foul by G. Dieng (drawn by A. Gordon),37,35
119,2,8:03.0,Official timeout,,37,35
120,2,8:03.0,,E. Fournier enters the game for M. Harkless,37,35
121,2,8:03.0,,E. Payton enters the game for L. Ridnour,37,35
122,2,7:52.0,,E. Payton misses 2-pt jump shot from 19 ft,37,35
123,2,7:50.0,Defensive rebound by C. Brewer,,37,35
124,2,7:43.0,M. Williams makes 2-pt jump shot from 15 ft,,39,35
125,2,7:30.0,,A. Gordon makes 2-pt dunk at rim (assist by B. Gordon),39,37
126,2,7:18.0,M. Williams misses 3-pt jump shot from 25 ft,,39,37
127,2,7:17.0,,Defensive rebound by A. Gordon,39,37
128,2,7:11.0,,A. Gordon misses 2-pt jump shot from 9 ft,39,37
129,2,7:09.0,Defensive rebound by S. Muhammad,,39,37
130,2,6:53.0,G. Dieng makes 2-pt layup from 1 ft,,41,37
131,2,6:30.0,,Turnover by C. Frye (offensive foul),41,37
132,2,6:30.0,,Offensive foul by C. Frye (drawn by C. Brewer),41,37
133,2,6:30.0,,N. Vučević enters the game for C. Frye,41,37
134,2,6:30.0,,T. Harris enters the game for A. Gordon,41,37
135,2,6:16.0,C. Brewer makes 2-pt dunk at rim (assist by G. Dieng),,43,37
136,2,5:57.0,,Turnover by N. Vučević (bad pass),43,37
137,2,5:57.0,,Orlando full timeout,43,37
138,2,5:46.0,G. Dieng misses 2-pt jump shot from 14 ft,,43,37
139,2,5:44.0,Offensive rebound by C. Brewer,,43,37
140,2,5:44.0,C. Brewer makes 2-pt tip-in from 2 ft,,45,37
141,2,5:38.0,,Orlando full timeout,45,37
142,2,5:38.0,,W. Green enters the game for B. Gordon,45,37
143,2,5:27.0,,Turnover by T. Harris (bad pass; steal by G. Dieng),45,37
144,2,5:27.0,Turnover by C. Brewer (discontinued dribble),,45,37
145,2,5:16.0,,Turnover by N. Vučević (3 sec),45,37
146,2,5:06.0,R. Hummel misses 3-pt jump shot from 26 ft,,45,37
147,2,5:05.0,,Defensive rebound by E. Payton,45,37
148,2,4:56.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),45,39
149,2,4:43.0,M. Williams misses 2-pt jump shot from 18 ft,,45,39
150,2,4:42.0,,Defensive rebound by E. Fournier,45,39
151,2,4:39.0,,Turnover by T. Harris (offensive foul),45,39
152,2,4:39.0,Offensive charge foul by T. Harris (drawn by R. Hummel),,45,39
153,2,4:39.0,K. Martin enters the game for S. Muhammad,,45,39
154,2,4:39.0,A. Wiggins enters the game for C. Brewer,,45,39
155,2,4:24.0,Turnover by K. Martin (bad pass; steal by E. Payton),,45,39
156,2,4:20.0,,E. Payton makes 2-pt layup from 2 ft,45,41
157,2,3:56.0,A. Wiggins makes 2-pt layup from 1 ft (assist by M. Williams),,47,41
158,2,3:43.0,,E. Payton misses 2-pt layup from 2 ft (block by M. Williams),47,41
159,2,3:43.0,,Offensive rebound by Team,47,41
160,2,3:43.0,R. Rubio enters the game for R. Hummel,,47,41
161,2,3:43.0,T. Young enters the game for M. Williams,,47,41
162,2,3:31.0,,W. Green makes 2-pt jump shot from 19 ft,47,43
163,2,3:18.0,Personal foul by W. Green (drawn by K. Martin),,47,43
164,2,3:08.0,Shooting foul by E. Payton (drawn by G. Dieng),,47,43
165,2,3:08.0,G. Dieng misses free throw 1 of 2,,47,43
166,2,3:08.0,Offensive rebound by Team,,47,43
167,2,3:08.0,G. Dieng makes free throw 2 of 2,,48,43
168,2,2:59.0,,Personal foul by K. Martin (drawn by N. Vučević),48,43
169,2,2:59.0,Minnesota full timeout,,48,43
170,2,2:44.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),48,45
171,2,2:28.0,Shooting foul by W. Green (drawn by R. Rubio),,48,45
172,2,2:28.0,Minnesota full timeout,,48,45
173,2,2:28.0,A. Bennett enters the game for R. Rubio,,48,45
174,2,2:28.0,A. Bennett makes free throw 1 of 2,,49,45
175,2,2:28.0,A. Bennett makes free throw 2 of 2,,50,45
176,2,2:27.0,,Personal take foul by A. Bennett (drawn by E. Fournier),50,45
177,2,2:27.0,M. Williams enters the game for A. Bennett,,50,45
178,2,2:13.0,,T. Harris misses 2-pt jump shot from 15 ft,50,45
179,2,2:12.0,,Offensive rebound by N. Vučević,50,45
180,2,2:05.0,,W. Green makes 2-pt jump shot from 23 ft,50,47
181,2,1:46.0,A. Wiggins misses 2-pt jump shot from 14 ft,,50,47
182,2,1:44.0,Offensive rebound by G. Dieng,,50,47
183,2,1:43.0,G. Dieng misses 2-pt layup from 2 ft,,50,47
184,2,1:41.0,,Defensive rebound by T. Harris,50,47
185,2,1:30.0,Violation by A. Wiggins (kicked ball),,50,47
186,2,1:22.0,Offensive charge foul by E. Fournier (drawn by T. Young),,50,47
187,2,1:22.0,,Turnover by E. Fournier (offensive foul),50,47
188,2,1:13.0,Shooting foul by T. Harris (drawn by T. Young),,50,47
189,2,1:13.0,T. Young misses free throw 1 of 2,,50,47
190,2,1:13.0,Offensive rebound by Team,,50,47
191,2,1:13.0,T. Young misses free throw 2 of 2,,50,47
192,2,1:13.0,,Defensive rebound by Team,50,47
193,2,1:03.0,,T. Harris misses 2-pt jump shot from 15 ft (block by G. Dieng),50,47
194,2,1:02.0,Defensive rebound by K. Martin,,50,47
195,2,0:54.0,Turnover by G. Dieng (traveling),,50,47
196,2,0:40.0,,E. Fournier misses 3-pt jump shot from 26 ft,50,47
197,2,0:39.0,Defensive rebound by G. Dieng,,50,47
198,2,0:31.0,G. Dieng makes 2-pt dunk at rim (assist by M. Williams),,52,47
199,2,0:06.0,,W. Green misses 3-pt jump shot from 24 ft,52,47
200,2,0:03.0,,Offensive rebound by N. Vučević,52,47
201,2,0:03.0,,N. Vučević misses 2-pt tip-in at rim,52,47
202,2,0:01.0,Defensive rebound by G. Dieng,,52,47
203,3,11:47.0,N. Peković misses 2-pt layup from 2 ft (block by N. Vučević),,52,47
204,3,11:43.0,,Defensive rebound by E. Payton,52,47
205,3,11:29.0,,E. Payton makes 2-pt dunk at rim (assist by N. Vučević),52,49
206,3,11:10.0,K. Martin misses 3-pt jump shot from 25 ft,,52,49
207,3,11:09.0,,Defensive rebound by T. Harris,52,49
208,3,10:51.0,,C. Frye makes 2-pt jump shot from 12 ft,52,51
209,3,10:30.0,T. Young makes 2-pt layup from 1 ft,,54,51
210,3,10:21.0,,E. Payton makes 2-pt jump shot from 19 ft,54,53
211,3,9:56.0,K. Martin misses 2-pt jump shot from 16 ft (block by E. Payton),,54,53
212,3,9:56.0,Offensive rebound by Team,,54,53
213,3,9:54.0,Turnover by Team (shot clock),,54,53
214,3,9:40.0,,Turnover by E. Fournier (bad pass),54,53
215,3,9:22.0,Turnover by N. Peković (bad pass; steal by T. Harris),,54,53
216,3,9:18.0,,T. Harris makes 2-pt dunk at rim,54,55
217,3,9:18.0,Minnesota full timeout,,54,55
218,3,9:05.0,A. Wiggins makes 2-pt jump shot from 13 ft,,56,55
219,3,8:39.0,,C. Frye makes 2-pt hook shot from 10 ft,56,57
220,3,8:23.0,N. Peković makes 2-pt hook shot from 7 ft (assist by K. Martin),,58,57
221,3,8:11.0,,N. Vučević misses 2-pt jump shot from 20 ft,58,57
222,3,8:10.0,Defensive rebound by M. Williams,,58,57
223,3,8:05.0,M. Williams misses 2-pt jump shot from 20 ft,,58,57
224,3,8:03.0,,Defensive rebound by T. Harris,58,57
225,3,7:44.0,,Turnover by C. Frye (bad pass),58,57
226,3,7:35.0,K. Martin makes 2-pt layup from 2 ft (assist by M. Williams),,60,57
227,3,7:23.0,,C. Frye makes 2-pt jump shot from 18 ft,60,59
228,3,6:56.0,A. Wiggins makes 2-pt jump shot from 17 ft,,62,59
229,3,6:48.0,,Personal foul by K. Martin (drawn by E. Fournier),62,59
230,3,6:44.0,,Shooting foul by A. Wiggins (drawn by T. Harris),62,59
231,3,6:44.0,,T. Harris misses free throw 1 of 2,62,59
232,3,6:44.0,,Offensive rebound by Team,62,59
233,3,6:44.0,,T. Harris makes free throw 2 of 2,62,60
234,3,6:30.0,M. Williams misses 3-pt jump shot from 25 ft,,62,60
235,3,6:29.0,,Defensive rebound by N. Vučević,62,60
236,3,6:18.0,,E. Payton makes 2-pt jump shot from 9 ft,62,62
237,3,5:57.0,N. Peković misses 2-pt hook shot from 5 ft,,62,62
238,3,5:55.0,,Defensive rebound by T. Harris,62,62
239,3,5:37.0,,E. Payton misses 2-pt layup from 2 ft,62,62
240,3,5:36.0,Defensive rebound by N. Peković,,62,62
241,3,5:27.0,M. Williams misses 2-pt jump shot from 21 ft,,62,62
242,3,5:26.0,,Defensive rebound by C. Frye,62,62
243,3,5:18.0,,Orlando full timeout,62,62
244,3,5:13.0,,T. Harris makes 2-pt jump shot from 19 ft (assist by C. Frye),62,64
245,3,4:59.0,T. Young makes 2-pt layup from 2 ft (assist by M. Williams),,64,64
246,3,4:33.0,,N. Vučević misses 2-pt jump shot from 9 ft,64,64
247,3,4:32.0,Defensive rebound by T. Young,,64,64
248,3,4:29.0,Shooting foul by T. Harris (drawn by K. Martin),,64,64
249,3,4:29.0,K. Martin makes free throw 1 of 2,,65,64
250,3,4:29.0,,M. Harkless enters the game for C. Frye,65,64
251,3,4:29.0,,B. Gordon enters the game for E. Fournier,65,64
252,3,4:29.0,K. Martin makes free throw 2 of 2,,66,64
253,3,4:16.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),66,66
254,3,3:58.0,Shooting foul by N. Vučević (drawn by N. Peković),,66,66
255,3,3:58.0,N. Peković makes free throw 1 of 2,,67,66
256,3,3:58.0,N. Peković makes free throw 2 of 2,,68,66
257,3,3:44.0,,Turnover by T. Harris (bad pass; steal by N. Peković),68,66
258,3,3:38.0,Turnover by M. Williams (bad pass),,68,66
259,3,3:30.0,,Shooting foul by M. Williams (drawn by E. Payton),68,66
260,3,3:30.0,,E. Payton misses free throw 1 of 2,68,66
261,3,3:30.0,,Offensive rebound by Team,68,66
262,3,3:30.0,Z. LaVine enters the game for M. Williams,,68,66
263,3,3:30.0,,E. Payton makes free throw 2 of 2,68,67
264,3,3:15.0,K. Martin misses 2-pt jump shot from 5 ft,,68,67
265,3,3:13.0,,Defensive rebound by N. Vučević,68,67
266,3,3:06.0,,Turnover by B. Gordon (lost ball; steal by Z. LaVine),68,67
267,3,3:00.0,T. Young makes 2-pt layup from 1 ft,,70,67
268,3,2:56.0,,Shooting foul by Z. LaVine (drawn by E. Payton),70,67
269,3,2:56.0,,E. Payton makes free throw 1 of 2,70,68
270,3,2:56.0,,E. Payton makes free throw 2 of 2,70,69
271,3,2:36.0,N. Peković makes 2-pt jump shot from 15 ft (assist by Z. LaVine),,72,69
272,3,2:18.0,,Shooting foul by T. Young (drawn by T. Harris),72,69
273,3,2:18.0,,T. Harris makes free throw 1 of 2,72,70
274,3,2:18.0,C. Brewer enters the game for A. Wiggins,,72,70
275,3,2:18.0,,T. Harris misses free throw 2 of 2,72,70
276,3,2:17.0,,Offensive rebound by T. Harris,72,70
277,3,2:07.0,,N. Vučević misses 2-pt jump shot from 19 ft,72,70
278,3,2:05.0,Defensive rebound by C. Brewer,,72,70
279,3,1:56.0,T. Young misses 2-pt jump shot from 20 ft,,72,70
280,3,1:54.0,,Defensive rebound by T. Harris,72,70
281,3,1:46.0,,E. Payton misses 2-pt layup from 1 ft,72,70
282,3,1:43.0,,Offensive rebound by N. Vučević,72,70
283,3,1:43.0,,N. Vučević makes 2-pt tip-in from 2 ft,72,72
284,3,1:31.0,Personal foul by M. Harkless (drawn by Z. LaVine),,72,72
285,3,1:31.0,,L. Ridnour enters the game for E. Payton,72,72
286,3,1:31.0,G. Dieng enters the game for N. Peković,,72,72
287,3,1:23.0,K. Martin makes 3-pt jump shot from 25 ft,,75,72
288,3,1:08.0,,B. Gordon misses 2-pt jump shot from 21 ft,75,72
289,3,1:06.0,,Offensive rebound by T. Harris,75,72
290,3,1:06.0,,T. Harris makes 2-pt layup from 2 ft,75,74
291,3,0:47.0,K. Martin misses 3-pt jump shot from 25 ft,,75,74
292,3,0:46.0,,Defensive rebound by N. Vučević,75,74
293,3,0:35.0,,T. Harris misses 2-pt layup from 2 ft (block by G. Dieng),75,74
294,3,0:35.0,Defensive rebound by Team,,75,74
295,3,0:35.0,,Loose ball foul by M. Harkless (drawn by C. Brewer),75,74
296,3,0:35.0,C. Brewer makes free throw 1 of 2,,76,74
297,3,0:35.0,R. Hummel enters the game for T. Young,,76,74
298,3,0:35.0,C. Brewer makes free throw 2 of 2,,77,74
299,3,0:21.0,,Turnover by L. Ridnour (bad pass; steal by G. Dieng),77,74
300,3,0:03.0,K. Martin misses 3-pt jump shot from 23 ft,,77,74
301,3,0:01.0,,Defensive rebound by T. Harris,77,74
302,4,11:48.0,,L. Ridnour makes 2-pt jump shot from 19 ft,77,76
303,4,11:31.0,Z. LaVine makes 2-pt layup from 2 ft (assist by K. Martin),,79,76
304,4,11:19.0,,B. Gordon misses 2-pt layup from 2 ft,79,76
305,4,11:17.0,Defensive rebound by G. Dieng,,79,76
306,4,11:07.0,K. Martin misses 2-pt jump shot from 8 ft,,79,76
307,4,11:06.0,,Defensive rebound by C. Frye,79,76
308,4,10:54.0,,M. Harkless makes 2-pt jump shot from 7 ft,79,78
309,4,10:54.0,,Shooting foul by G. Dieng (drawn by M. Harkless),79,78
310,4,10:54.0,S. Muhammad enters the game for K. Martin,,79,78
311,4,10:54.0,,M. Harkless makes free throw 1 of 1,79,79
312,4,10:42.0,R. Hummel makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,81,79
313,4,10:17.0,,Shooting foul by G. Dieng (drawn by A. Gordon),81,79
314,4,10:17.0,,A. Gordon makes free throw 1 of 2,81,80
315,4,10:17.0,,E. Payton enters the game for L. Ridnour,81,80
316,4,10:17.0,,A. Gordon makes free throw 2 of 2,81,81
317,4,9:58.0,Personal foul by B. Gordon (drawn by C. Brewer),,81,81
318,4,9:56.0,Personal foul by M. Harkless (drawn by S. Muhammad),,81,81
319,4,9:49.0,Z. LaVine misses 2-pt jump shot from 22 ft,,81,81
320,4,9:48.0,,Defensive rebound by M. Harkless,81,81
321,4,9:42.0,,Turnover by M. Harkless (lost ball; steal by C. Brewer),81,81
322,4,9:26.0,C. Brewer misses 2-pt jump shot from 17 ft,,81,81
323,4,9:24.0,,Defensive rebound by C. Frye,81,81
324,4,9:08.0,,E. Payton misses 2-pt jump shot from 3 ft (block by Z. LaVine),81,81
325,4,9:08.0,,Offensive rebound by Team,81,81
326,4,9:04.0,,C. Frye misses 3-pt jump shot from 25 ft,81,81
327,4,9:02.0,,Offensive rebound by E. Payton,81,81
328,4,8:58.0,Official timeout,,81,81
329,4,8:50.0,,B. Gordon misses 2-pt jump shot from 10 ft,81,81
330,4,8:48.0,,Offensive rebound by B. Gordon,81,81
331,4,8:45.0,,C. Frye misses 2-pt jump shot from 21 ft,81,81
332,4,8:44.0,Defensive rebound by Team,,81,81
333,4,8:26.0,S. Muhammad misses 2-pt jump shot from 6 ft,,81,81
334,4,8:26.0,Offensive rebound by Team,,81,81
335,4,8:26.0,Turnover by S. Muhammad (traveling),,81,81
336,4,8:10.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),81,83
337,4,7:53.0,S. Muhammad misses 2-pt layup from 2 ft (block by C. Frye),,81,83
338,4,7:51.0,,Defensive rebound by M. Harkless,81,83
339,4,7:46.0,,M. Harkless makes 2-pt layup from 1 ft (assist by B. Gordon),81,85
340,4,7:44.0,Minnesota full timeout,,81,85
341,4,7:44.0,T. Young enters the game for R. Hummel,,81,85
342,4,7:44.0,M. Williams enters the game for S. Muhammad,,81,85
343,4,7:44.0,K. Martin enters the game for Z. LaVine,,81,85
344,4,7:31.0,C. Brewer makes 2-pt dunk at rim (assist by K. Martin),,83,85
345,4,7:14.0,,Personal foul by C. Brewer (drawn by B. Gordon),83,85
346,4,7:14.0,,L. Ridnour enters the game for E. Payton,83,85
347,4,6:59.0,,M. Harkless misses 2-pt jump shot from 18 ft,83,85
348,4,6:58.0,Defensive rebound by G. Dieng,,83,85
349,4,6:45.0,K. Martin misses 3-pt jump shot from 26 ft,,83,85
350,4,6:44.0,,Defensive rebound by C. Frye,83,85
351,4,6:31.0,,L. Ridnour misses 2-pt jump shot from 5 ft,83,85
352,4,6:29.0,,Offensive rebound by A. Gordon,83,85
353,4,6:28.0,,A. Gordon misses 2-pt layup from 2 ft,83,85
354,4,6:25.0,Defensive rebound by G. Dieng,,83,85
355,4,6:10.0,G. Dieng misses 2-pt jump shot from 10 ft,,83,85
356,4,6:08.0,Offensive rebound by C. Brewer,,83,85
357,4,6:08.0,C. Brewer makes 2-pt layup from 1 ft,,85,85
358,4,5:56.0,,Turnover by B. Gordon (bad pass; steal by C. Brewer),85,85
359,4,5:52.0,K. Martin makes 2-pt layup from 1 ft (assist by T. Young),,87,85
360,4,5:45.0,,Orlando full timeout,87,85
361,4,5:45.0,,E. Fournier enters the game for C. Frye,87,85
362,4,5:45.0,,T. Harris enters the game for M. Harkless,87,85
363,4,5:45.0,,N. Vučević enters the game for B. Gordon,87,85
364,4,5:45.0,N. Peković enters the game for G. Dieng,,87,85
365,4,5:35.0,,Turnover by N. Vučević (traveling),87,85
366,4,5:19.0,N. Peković misses 2-pt hook shot from 6 ft,,87,85
367,4,5:18.0,,Defensive rebound by T. Harris,87,85
368,4,5:05.0,,E. Fournier makes 2-pt layup from 2 ft (assist by L. Ridnour),87,87
369,4,4:44.0,T. Young misses 2-pt jump shot from 7 ft,,87,87
370,4,4:43.0,Offensive rebound by N. Peković,,87,87
371,4,4:43.0,N. Peković misses 2-pt tip-in from 2 ft,,87,87
372,4,4:41.0,,Defensive rebound by A. Gordon,87,87
373,4,4:21.0,,A. Gordon makes 2-pt jump shot from 6 ft,87,89
374,4,4:01.0,C. Brewer misses 2-pt layup (block by A. Gordon),,87,89
375,4,3:59.0,,Defensive rebound by E. Fournier,87,89
376,4,3:53.0,,A. Gordon misses 2-pt layup from 2 ft,87,89
377,4,3:52.0,,Offensive rebound by E. Fournier,87,89
378,4,3:52.0,,E. Fournier misses 2-pt tip-in from 2 ft,87,89
379,4,3:50.0,Defensive rebound by N. Peković,,87,89
380,4,3:48.0,Personal foul by L. Ridnour (drawn by K. Martin),,87,89
381,4,3:48.0,,E. Payton enters the game for L. Ridnour,87,89
382,4,3:48.0,A. Wiggins enters the game for C. Brewer,,87,89
383,4,3:37.0,K. Martin misses 3-pt jump shot from 25 ft,,87,89
384,4,3:36.0,,Defensive rebound by T. Harris,87,89
385,4,3:14.0,,T. Harris misses 3-pt jump shot from 26 ft,87,89
386,4,3:13.0,Defensive rebound by T. Young,,87,89
387,4,3:05.0,N. Peković makes 2-pt layup from 1 ft (assist by M. Williams),,89,89
388,4,3:05.0,Shooting foul by N. Vučević (drawn by N. Peković),,89,89
