,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
72,1,2:13.0,K. Lowry makes free throw 3 of 3,,26,32
73,1,2:09.0,,Personal foul by K. Lowry (drawn by A. Iguodala),26,32
74,1,2:09.0,G. Vásquez enters the game for K. Lowry,,26,32
75,1,2:00.0,,D. Green makes 2-pt hook shot from 3 ft (assist by S. Curry),26,34
76,1,1:35.0,Turnover by T. Ross (bad pass; steal by D. Lee),,26,34
77,1,1:30.0,,D. Lee makes 2-pt layup from 1 ft (assist by A. Iguodala),26,36
78,1,1:15.0,Shooting foul by J. Holiday (drawn by L. Williams),,26,36
79,1,1:15.0,L. Williams makes free throw 1 of 2,,27,36
80,1,1:15.0,L. Williams makes free throw 2 of 2,,28,36
81,1,1:05.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Iguodala),28,39
82,1,0:40.0,G. Vásquez misses 2-pt jump shot from 16 ft,,28,39
83,1,0:39.0,,Defensive rebound by D. Lee,28,39
84,1,0:34.0,,S. Curry misses 3-pt jump shot from 29 ft,28,39
85,1,0:32.0,Defensive rebound by Team,,28,39
86,1,0:32.0,,S. Livingston enters the game for S. Curry,28,39
87,1,0:11.0,G. Vásquez makes 3-pt jump shot from 23 ft (assist by L. Williams),,31,39
88,1,0:01.0,,Shooting foul by T. Ross (drawn by A. Iguodala),31,39
89,1,0:01.0,,A. Iguodala makes free throw 1 of 3,31,40
90,1,0:01.0,,A. Iguodala misses free throw 2 of 3,31,40
91,1,0:01.0,,Offensive rebound by Team,31,40
92,1,0:01.0,,A. Iguodala misses free throw 3 of 3,31,40
93,1,0:01.0,Defensive rebound by G. Vásquez,,31,40
94,2,11:39.0,Personal foul by D. Lee (drawn by L. Williams),,31,40
95,2,11:28.0,J. Johnson misses 2-pt jump shot at rim,,31,40
96,2,11:27.0,Offensive rebound by J. Johnson,,31,40
97,2,11:27.0,J. Johnson misses 2-pt tip-in at rim,,31,40
98,2,11:25.0,Offensive rebound by P. Patterson,,31,40
99,2,11:24.0,P. Patterson misses 2-pt layup from 2 ft (block by D. Lee),,31,40
100,2,11:22.0,,Defensive rebound by D. Lee,31,40
101,2,11:14.0,,J. Holiday misses 3-pt jump shot from 25 ft,31,40
102,2,11:11.0,Defensive rebound by J. Johnson,,31,40
103,2,10:47.0,G. Vásquez misses 2-pt jump shot from 16 ft,,31,40
104,2,10:46.0,,Defensive rebound by H. Barnes,31,40
105,2,10:34.0,,J. Holiday misses 2-pt layup from 2 ft,31,40
106,2,10:33.0,Defensive rebound by L. Williams,,31,40
107,2,10:30.0,Turnover by G. Vásquez (step out of bounds),,31,40
108,2,10:19.0,,Personal foul by T. Hansbrough (drawn by D. Lee),31,40
109,2,10:11.0,,D. Lee misses 2-pt hook shot from 10 ft,31,40
110,2,10:10.0,Defensive rebound by T. Hansbrough,,31,40
111,2,9:57.0,P. Patterson makes 2-pt hook shot from 9 ft (assist by G. Vásquez),,33,40
112,2,9:41.0,,S. Livingston misses 2-pt jump shot from 5 ft,33,40
113,2,9:40.0,Defensive rebound by P. Patterson,,33,40
114,2,9:36.0,G. Vásquez makes 3-pt jump shot from 25 ft,,36,40
115,2,9:22.0,,D. Lee makes 2-pt jump shot from 13 ft (assist by J. Holiday),36,42
116,2,8:58.0,G. Vásquez misses 3-pt jump shot from 25 ft,,36,42
117,2,8:57.0,,Defensive rebound by A. Iguodala,36,42
118,2,8:52.0,,H. Barnes misses 3-pt jump shot from 27 ft,36,42
119,2,8:50.0,Defensive rebound by G. Vásquez,,36,42
120,2,8:34.0,J. Johnson misses 2-pt jump shot from 12 ft,,36,42
121,2,8:33.0,,Defensive rebound by D. Lee,36,42
122,2,8:14.0,,D. Lee misses 2-pt hook shot from 9 ft,36,42
123,2,8:13.0,,Offensive rebound by H. Barnes,36,42
124,2,8:06.0,,S. Livingston makes 2-pt layup from 1 ft (assist by A. Iguodala),36,44
125,2,7:58.0,Toronto full timeout,,36,44
126,2,7:51.0,L. Williams misses 3-pt jump shot from 26 ft,,36,44
127,2,7:50.0,,Defensive rebound by D. Lee,36,44
128,2,7:37.0,,D. Lee makes 2-pt dunk at rim (assist by A. Iguodala),36,46
129,2,7:09.0,Turnover by G. Vásquez (lost ball),,36,46
130,2,7:01.0,,S. Livingston makes 2-pt jump shot from 17 ft,36,48
131,2,6:40.0,L. Williams misses 2-pt jump shot from 10 ft,,36,48
132,2,6:37.0,,Defensive rebound by J. Holiday,36,48
133,2,6:32.0,,Shooting foul by T. Hansbrough (drawn by H. Barnes),36,48
134,2,6:32.0,,H. Barnes makes free throw 1 of 2,36,49
135,2,6:32.0,,K. Thompson enters the game for J. Holiday,36,49
136,2,6:32.0,K. Lowry enters the game for J. Johnson,,36,49
137,2,6:32.0,A. Johnson enters the game for T. Hansbrough,,36,49
138,2,6:32.0,,H. Barnes makes free throw 2 of 2,36,50
139,2,6:13.0,K. Lowry makes 2-pt layup from 2 ft,,38,50
140,2,5:51.0,,D. Lee misses 2-pt jump shot from 8 ft,38,50
141,2,5:50.0,Defensive rebound by G. Vásquez,,38,50
142,2,5:46.0,Official timeout,,38,50
143,2,5:46.0,,Violation by S. Livingston (kicked ball),38,50
144,2,5:40.0,K. Lowry misses 3-pt jump shot from 25 ft (block by S. Livingston),,38,50
145,2,5:38.0,,Defensive rebound by H. Barnes,38,50
146,2,5:20.0,,A. Iguodala misses 2-pt layup from 1 ft,38,50
147,2,5:19.0,,Offensive rebound by D. Lee,38,50
148,2,5:19.0,,D. Lee makes 2-pt dunk at rim,38,52
149,2,5:09.0,G. Vásquez makes 3-pt jump shot from 26 ft (assist by K. Lowry),,41,52
150,2,5:00.0,,S. Livingston misses 2-pt jump shot from 15 ft,41,52
151,2,4:59.0,Defensive rebound by P. Patterson,,41,52
152,2,4:50.0,G. Vásquez makes 2-pt jump shot from 7 ft,,43,52
153,2,4:48.0,,Golden State full timeout,43,52
154,2,4:48.0,T. Ross enters the game for P. Patterson,,43,52
155,2,4:48.0,,M. Speights enters the game for H. Barnes,43,52
156,2,4:48.0,,D. Green enters the game for A. Iguodala,43,52
157,2,4:48.0,,S. Curry enters the game for D. Lee,43,52
158,2,4:39.0,,Turnover by M. Speights (bad pass),43,52
159,2,4:29.0,Personal block foul by M. Speights (drawn by K. Lowry),,43,52
160,2,4:20.0,G. Vásquez makes 2-pt layup from 2 ft,,45,52
161,2,4:07.0,,Turnover by D. Green (bad pass; steal by K. Lowry),45,52
162,2,4:03.0,K. Lowry makes 2-pt layup from 1 ft,,47,52
163,2,3:53.0,,Turnover by K. Thompson (bad pass; steal by T. Ross),47,52
164,2,3:46.0,T. Ross makes 3-pt jump shot from 25 ft (assist by G. Vásquez),,50,52
165,2,3:45.0,,Golden State full timeout,50,52
166,2,3:33.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),50,55
167,2,3:17.0,G. Vásquez makes 3-pt jump shot from 26 ft (assist by K. Lowry),,53,55
168,2,3:02.0,,K. Thompson misses 2-pt jump shot from 17 ft,53,55
169,2,3:01.0,Defensive rebound by L. Williams,,53,55
170,2,2:55.0,Personal foul by K. Thompson (drawn by K. Lowry),,53,55
171,2,2:55.0,,H. Barnes enters the game for K. Thompson,53,55
172,2,2:40.0,A. Johnson makes 2-pt hook shot from 3 ft (assist by G. Vásquez),,55,55
173,2,2:33.0,,Turnover by S. Livingston (bad pass; steal by A. Johnson),55,55
174,2,2:27.0,G. Vásquez misses 2-pt layup at rim,,55,55
175,2,2:26.0,Offensive rebound by K. Lowry,,55,55
176,2,2:26.0,K. Lowry makes 2-pt tip-in from 1 ft,,57,55
177,2,2:16.0,,S. Livingston misses 2-pt layup from 2 ft,57,55
178,2,2:15.0,Defensive rebound by A. Johnson,,57,55
179,2,2:08.0,L. Williams misses 2-pt jump shot from 5 ft (block by D. Green),,57,55
180,2,2:07.0,,Defensive rebound by S. Curry,57,55
181,2,2:06.0,,Shooting foul by T. Ross (drawn by S. Curry),57,55
182,2,2:06.0,,S. Curry makes free throw 1 of 2,57,56
183,2,2:06.0,,J. Holiday enters the game for S. Livingston,57,56
184,2,2:06.0,,D. Lee enters the game for M. Speights,57,56
185,2,2:06.0,,S. Curry makes free throw 2 of 2,57,57
186,2,1:50.0,L. Williams misses 2-pt jump shot from 19 ft,,57,57
187,2,1:48.0,Offensive rebound by A. Johnson,,57,57
188,2,1:48.0,A. Johnson makes 2-pt dunk at rim,,59,57
189,2,1:34.0,,Turnover by D. Lee (lost ball; steal by K. Lowry),59,57
190,2,1:29.0,G. Vásquez misses 3-pt jump shot from 26 ft,,59,57
191,2,1:28.0,Offensive rebound by Team,,59,57
192,2,1:28.0,Toronto full timeout,,59,57
193,2,1:24.0,Turnover by L. Williams (lost ball; steal by J. Holiday),,59,57
194,2,1:19.0,,Shooting foul by G. Vásquez (drawn by S. Curry),59,57
195,2,1:19.0,,S. Curry makes free throw 1 of 2,59,58
196,2,1:19.0,,S. Curry makes free throw 2 of 2,59,59
197,2,1:01.0,K. Lowry misses 3-pt jump shot from 26 ft,,59,59
198,2,1:00.0,,Defensive rebound by D. Lee,59,59
199,2,0:52.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),59,61
200,2,0:48.0,Shooting foul by D. Green (drawn by L. Williams),,59,61
201,2,0:48.0,L. Williams makes free throw 1 of 2,,60,61
202,2,0:48.0,L. Williams makes free throw 2 of 2,,61,61
203,2,0:38.0,,S. Curry misses 3-pt jump shot from 27 ft,61,61
204,2,0:37.0,,Offensive rebound by D. Green,61,61
205,2,0:37.0,,Personal foul by T. Ross (drawn by D. Green),61,61
206,2,0:37.0,,D. Green makes free throw 1 of 2,61,62
207,2,0:37.0,L. Fields enters the game for T. Ross,,61,62
208,2,0:37.0,,D. Green makes free throw 2 of 2,61,63
209,2,0:34.0,Turnover by K. Lowry (lost ball),,61,63
210,2,0:19.0,,S. Curry misses 3-pt jump shot from 25 ft,61,63
211,2,0:18.0,Defensive rebound by A. Johnson,,61,63
212,2,0:15.0,Turnover by A. Johnson (bad pass; steal by J. Holiday),,61,63
213,2,0:12.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Holiday),61,66
214,2,0:01.0,L. Williams misses 3-pt jump shot from 27 ft,,61,66
215,2,0:00.0,Offensive rebound by Team,,61,66
216,3,11:40.0,K. Lowry misses 2-pt jump shot from 11 ft,,61,66
217,3,11:39.0,Offensive rebound by A. Johnson,,61,66
218,3,11:25.0,A. Johnson misses 2-pt jump shot from 17 ft,,61,66
219,3,11:24.0,,Defensive rebound by D. Green,61,66
220,3,11:19.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),61,69
221,3,11:02.0,T. Ross makes 2-pt layup from 1 ft (assist by K. Lowry),,63,69
222,3,10:40.0,,D. Green makes 2-pt jump shot from 17 ft,63,71
223,3,10:18.0,T. Ross misses 3-pt jump shot from 25 ft,,63,71
224,3,10:17.0,,Defensive rebound by M. Speights,63,71
225,3,10:13.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by D. Green),63,73
226,3,9:50.0,J. Valančiūnas misses 2-pt jump shot from 6 ft (block by D. Green),,63,73
227,3,9:49.0,,Defensive rebound by H. Barnes,63,73
228,3,9:45.0,,H. Barnes misses 2-pt jump shot from 17 ft,63,73
229,3,9:44.0,,Offensive rebound by M. Speights,63,73
230,3,9:44.0,,M. Speights misses 2-pt tip-in at rim,63,73
231,3,9:40.0,,Offensive rebound by S. Curry,63,73
232,3,9:36.0,,M. Speights makes 2-pt layup from 2 ft (assist by H. Barnes),63,75
233,3,9:35.0,Toronto full timeout,,63,75
234,3,9:35.0,P. Patterson enters the game for J. Valančiūnas,,63,75
235,3,9:25.0,Personal foul by H. Barnes (drawn by L. Fields),,63,75
236,3,9:12.0,T. Ross misses 2-pt jump shot from 22 ft (block by K. Thompson),,63,75
237,3,9:11.0,Offensive rebound by Team,,63,75
238,3,9:11.0,Turnover by Team (shot clock),,63,75
239,3,9:02.0,,Offensive foul by D. Green (drawn by L. Fields),63,75
240,3,9:02.0,,Turnover by D. Green (offensive foul),63,75
241,3,8:50.0,Turnover by A. Johnson (bad pass; steal by S. Curry),,63,75
242,3,8:45.0,,M. Speights misses 2-pt layup from 1 ft,63,75
243,3,8:44.0,,Offensive rebound by S. Curry,63,75
244,3,8:43.0,,S. Curry makes 2-pt layup at rim,63,77
245,3,8:25.0,Turnover by K. Lowry (bad pass; steal by D. Green),,63,77
246,3,8:20.0,,M. Speights misses 2-pt layup at rim,63,77
247,3,8:19.0,,Offensive rebound by M. Speights,63,77
248,3,8:19.0,,M. Speights makes 2-pt tip-in at rim,63,79
249,3,8:02.0,Turnover by T. Ross (lost ball),,63,79
250,3,8:02.0,L. Williams enters the game for L. Fields,,63,79
251,3,8:02.0,G. Vásquez enters the game for T. Ross,,63,79
252,3,7:49.0,,M. Speights makes 2-pt jump shot from 15 ft (assist by D. Green),63,81
253,3,7:31.0,K. Lowry misses 2-pt layup from 2 ft,,63,81
254,3,7:30.0,,Defensive rebound by K. Thompson,63,81
255,3,7:30.0,,Personal foul by A. Johnson (drawn by K. Thompson),63,81
256,3,7:20.0,,K. Thompson makes 2-pt jump shot from 16 ft,63,83
257,3,7:04.0,P. Patterson misses 2-pt layup from 2 ft (block by K. Thompson),,63,83
258,3,7:02.0,Offensive rebound by K. Lowry,,63,83
259,3,6:56.0,Shooting foul by S. Curry (drawn by G. Vásquez),,63,83
260,3,6:56.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by P. Patterson),,66,83
261,3,6:56.0,Technical foul by K. Lowry,,66,83
262,3,6:56.0,,S. Curry makes technical free throw,66,84
263,3,6:56.0,G. Vásquez misses free throw 1 of 1,,66,84
264,3,6:54.0,,Defensive rebound by K. Thompson,66,84
265,3,6:37.0,,Turnover by K. Thompson (bad pass; steal by A. Johnson),66,84
266,3,6:23.0,K. Lowry misses 2-pt layup from 2 ft,,66,84
267,3,6:22.0,,Defensive rebound by D. Green,66,84
268,3,6:17.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),66,87
269,3,6:13.0,Toronto full timeout,,66,87
270,3,6:13.0,,A. Iguodala enters the game for H. Barnes,66,87
271,3,6:01.0,L. Williams misses 3-pt jump shot from 29 ft,,66,87
272,3,6:00.0,,Defensive rebound by Team,66,87
273,3,5:46.0,,M. Speights makes 2-pt layup from 1 ft (assist by D. Green),66,89
274,3,5:35.0,G. Vásquez misses 3-pt jump shot from 27 ft,,66,89
275,3,5:35.0,Offensive rebound by A. Johnson,,66,89
276,3,5:29.0,G. Vásquez makes 2-pt jump shot from 10 ft,,68,89
277,3,5:17.0,,D. Green misses 3-pt jump shot from 25 ft,68,89
278,3,5:16.0,Defensive rebound by L. Williams,,68,89
279,3,5:13.0,A. Johnson makes 2-pt layup at rim (assist by L. Williams),,70,89
280,3,5:05.0,,Personal foul by K. Lowry (drawn by K. Thompson),70,89
281,3,5:02.0,,S. Curry misses 3-pt jump shot from 26 ft,70,89
282,3,5:01.0,Defensive rebound by A. Johnson,,70,89
283,3,4:49.0,L. Williams makes 2-pt layup from 2 ft,,72,89
284,3,4:49.0,Shooting foul by M. Speights (drawn by L. Williams),,72,89
285,3,4:49.0,,D. Lee enters the game for M. Speights,72,89
286,3,4:49.0,L. Williams makes free throw 1 of 1,,73,89
287,3,4:30.0,,D. Lee makes 2-pt dunk at rim (assist by D. Green),73,91
288,3,4:06.0,Turnover by L. Williams (lost ball; steal by K. Thompson),,73,91
289,3,4:02.0,,S. Curry makes 2-pt dunk at rim (assist by A. Iguodala),73,93
290,3,3:34.0,A. Johnson makes 2-pt hook shot from 5 ft,,75,93
291,3,3:19.0,,K. Thompson misses 2-pt jump shot from 15 ft,75,93
292,3,3:19.0,,Offensive rebound by Team,75,93
293,3,3:16.0,,A. Iguodala misses 3-pt jump shot from 23 ft,75,93
294,3,3:15.0,Defensive rebound by A. Johnson,,75,93
295,3,3:09.0,Personal foul by K. Thompson (drawn by K. Lowry),,75,93
296,3,3:09.0,,J. Holiday enters the game for K. Thompson,75,93
297,3,2:58.0,A. Johnson makes 2-pt layup from 1 ft (assist by G. Vásquez),,77,93
298,3,2:44.0,,S. Curry misses 3-pt jump shot from 27 ft,77,93
299,3,2:44.0,Defensive rebound by K. Lowry,,77,93
300,3,2:37.0,,Golden State full timeout,77,93
301,3,2:25.0,A. Johnson misses 2-pt hook shot from 8 ft,,77,93
302,3,2:24.0,Offensive rebound by Team,,77,93
303,3,2:20.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by P. Patterson),,80,93
304,3,2:20.0,Shooting foul by S. Curry (drawn by K. Lowry),,80,93
305,3,2:20.0,K. Lowry misses free throw 1 of 1,,80,93
306,3,2:17.0,,Defensive rebound by J. Holiday,80,93
307,3,1:54.0,,D. Green misses 3-pt jump shot from 26 ft,80,93
308,3,1:54.0,Defensive rebound by Team,,80,93
309,3,1:35.0,A. Johnson misses 2-pt hook shot from 9 ft,,80,93
310,3,1:34.0,,Defensive rebound by Team,80,93
311,3,1:22.0,,Shooting foul by A. Johnson (drawn by J. Holiday),80,93
312,3,1:22.0,,J. Holiday makes free throw 1 of 2,80,94
313,3,1:22.0,,J. Holiday makes free throw 2 of 2,80,95
314,3,1:08.0,K. Lowry makes 2-pt layup from 1 ft (assist by A. Johnson),,82,95
315,3,0:49.0,,S. Curry misses 3-pt jump shot from 25 ft,82,95
316,3,0:48.0,Defensive rebound by A. Johnson,,82,95
317,3,0:44.0,Shooting foul by J. Holiday (drawn by L. Williams),,82,95
318,3,0:44.0,L. Williams makes free throw 1 of 2,,83,95
319,3,0:44.0,,S. Livingston enters the game for S. Curry,83,95
320,3,0:44.0,L. Williams makes free throw 2 of 2,,84,95
321,3,0:25.0,,J. Holiday makes 2-pt jump shot from 15 ft (assist by D. Green),84,97
322,3,0:05.0,L. Williams misses 3-pt jump shot from 28 ft,,84,97
323,3,0:02.0,,Defensive rebound by D. Green,84,97
324,4,11:39.0,,D. Green misses 3-pt jump shot from 25 ft,84,97
325,4,11:38.0,Defensive rebound by K. Lowry,,84,97
326,4,11:28.0,P. Patterson misses 2-pt jump shot from 14 ft,,84,97
327,4,11:27.0,,Defensive rebound by D. Green,84,97
328,4,11:14.0,,J. Holiday makes 2-pt jump shot from 12 ft (assist by D. Green),84,99
329,4,10:49.0,K. Lowry misses 2-pt jump shot from 19 ft (block by D. Lee),,84,99
330,4,10:48.0,Offensive rebound by Team,,84,99
331,4,10:48.0,Turnover by Team (shot clock),,84,99
332,4,10:28.0,,S. Livingston misses 2-pt jump shot from 12 ft,84,99
333,4,10:28.0,Defensive rebound by P. Patterson,,84,99
334,4,10:17.0,L. Williams makes 2-pt layup from 1 ft,,86,99
335,4,9:55.0,,S. Livingston makes 2-pt layup from 1 ft (assist by D. Green),86,101
336,4,9:34.0,G. Vásquez makes 2-pt layup from 1 ft (assist by K. Lowry),,88,101
337,4,9:13.0,,D. Lee misses 2-pt jump shot from 3 ft (block by J. Johnson),88,101
338,4,9:11.0,,Offensive rebound by D. Lee,88,101
339,4,9:10.0,,D. Lee makes 2-pt layup from 2 ft,88,103
340,4,8:58.0,K. Lowry misses 3-pt jump shot from 24 ft,,88,103
341,4,8:57.0,,Defensive rebound by A. Iguodala,88,103
342,4,8:51.0,,Personal foul by K. Lowry (drawn by A. Iguodala),88,103
343,4,8:51.0,Official timeout,,88,103
344,4,8:51.0,T. Ross enters the game for K. Lowry,,88,103
345,4,8:51.0,A. Johnson enters the game for P. Patterson,,88,103
346,4,8:47.0,Violation by J. Johnson (kicked ball),,88,103
347,4,8:40.0,,Shooting foul by A. Johnson (drawn by A. Iguodala),88,103
348,4,8:40.0,,A. Iguodala misses free throw 1 of 2,88,103
349,4,8:40.0,,Offensive rebound by Team,88,103
350,4,8:40.0,,A. Iguodala misses free throw 2 of 2,88,103
351,4,8:40.0,Defensive rebound by Team,,88,103
352,4,8:40.0,,Loose ball foul by D. Green (drawn by J. Johnson),88,103
353,4,8:24.0,L. Williams makes 2-pt jump shot from 16 ft,,90,103
354,4,8:08.0,,Turnover by J. Holiday (bad pass; steal by G. Vásquez),90,103
355,4,8:00.0,G. Vásquez makes 2-pt jump shot from 3 ft,,92,103
356,4,8:00.0,,Golden State full timeout,92,103
357,4,8:00.0,,S. Curry enters the game for J. Holiday,92,103
358,4,8:00.0,,K. Thompson enters the game for S. Livingston,92,103
359,4,7:39.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),92,106
360,4,7:23.0,G. Vásquez misses 2-pt jump shot from 14 ft,,92,106
361,4,7:22.0,,Defensive rebound by D. Green,92,106
362,4,7:12.0,,S. Curry misses 2-pt jump shot from 14 ft,92,106
363,4,7:12.0,Defensive rebound by G. Vásquez,,92,106
364,4,7:02.0,L. Williams makes 3-pt jump shot from 22 ft,,95,106
365,4,6:42.0,,A. Iguodala misses 2-pt jump shot from 4 ft,95,106
366,4,6:41.0,Defensive rebound by G. Vásquez,,95,106
367,4,6:38.0,Shooting foul by D. Green (drawn by T. Ross),,95,106
368,4,6:38.0,T. Ross makes free throw 1 of 2,,96,106
369,4,6:38.0,,M. Speights enters the game for D. Lee,96,106
370,4,6:38.0,T. Ross makes free throw 2 of 2,,97,106
371,4,6:22.0,,Shooting foul by L. Williams (drawn by M. Speights),97,106
372,4,6:22.0,,M. Speights makes free throw 1 of 2,97,107
373,4,6:22.0,,M. Speights makes free throw 2 of 2,97,108
374,4,5:58.0,Turnover by T. Ross (lost ball; steal by D. Green),,97,108
375,4,5:52.0,,K. Thompson misses 3-pt jump shot from 27 ft,97,108
376,4,5:51.0,,Offensive rebound by M. Speights,97,108
377,4,5:50.0,,M. Speights misses 2-pt layup at rim,97,108
378,4,5:49.0,,Offensive rebound by M. Speights,97,108
379,4,5:49.0,,M. Speights makes 2-pt tip-in at rim,97,110
380,4,5:38.0,L. Williams makes 2-pt jump shot from 16 ft,,99,110
381,4,5:14.0,,D. Green misses 2-pt jump shot from 8 ft,99,110
382,4,5:13.0,Defensive rebound by Team,,99,110
383,4,5:13.0,K. Lowry enters the game for J. Johnson,,99,110
