,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
198,2,3:13.0,,Defensive rebound by P. Gasol,57,50
199,2,3:11.0,,Personal foul by K. Lowry (drawn by P. Gasol),57,50
200,2,3:11.0,,P. Gasol makes free throw 1 of 2,57,51
201,2,3:11.0,,A. Brooks enters the game for K. Hinrich,57,51
202,2,3:11.0,,P. Gasol makes free throw 2 of 2,57,52
203,2,3:07.0,Toronto full timeout,,57,52
204,2,2:56.0,Turnover by T. Ross (lost ball; steal by A. Brooks),,57,52
205,2,2:51.0,,D. Rose misses 2-pt layup from 2 ft,57,52
206,2,2:50.0,,Offensive rebound by J. Butler,57,52
207,2,2:50.0,,J. Butler makes 2-pt layup from 2 ft,57,54
208,2,2:32.0,Turnover by J. Johnson (bad pass),,57,54
209,2,2:16.0,,Shooting foul by J. Valančiūnas (drawn by J. Butler),57,54
210,2,2:16.0,,J. Butler makes free throw 1 of 2,57,55
211,2,2:16.0,L. Williams enters the game for T. Ross,,57,55
212,2,2:16.0,,J. Butler makes free throw 2 of 2,57,56
213,2,1:59.0,A. Johnson misses 2-pt layup from 1 ft,,57,56
214,2,1:58.0,,Defensive rebound by J. Butler,57,56
215,2,1:45.0,,D. Rose misses 2-pt layup from 2 ft,57,56
216,2,1:44.0,Defensive rebound by Team,,57,56
217,2,1:44.0,P. Patterson enters the game for A. Johnson,,57,56
218,2,1:31.0,J. Valančiūnas makes 2-pt jump shot from 8 ft,,59,56
219,2,1:18.0,,P. Gasol makes 2-pt jump shot from 5 ft (assist by D. Rose),59,58
220,2,0:57.0,Shooting foul by P. Gasol (drawn by J. Valančiūnas),,59,58
221,2,0:57.0,J. Valančiūnas misses free throw 1 of 2,,59,58
222,2,0:57.0,Offensive rebound by Team,,59,58
223,2,0:57.0,J. Valančiūnas makes free throw 2 of 2,,60,58
224,2,0:44.0,,J. Butler misses 2-pt layup from 1 ft (block by J. Johnson),60,58
225,2,0:42.0,Defensive rebound by J. Valančiūnas,,60,58
226,2,0:36.0,K. Lowry makes 3-pt jump shot from 25 ft,,63,58
227,2,0:32.0,,Technical foul by Team,63,58
228,2,0:32.0,K. Lowry makes technical free throw,,64,58
229,2,0:29.0,,D. Rose makes 2-pt layup at rim (assist by J. Butler),64,60
230,2,0:05.0,L. Williams misses 2-pt jump shot from 9 ft,,64,60
231,2,0:02.0,Offensive rebound by P. Patterson,,64,60
232,2,0:00.0,P. Patterson misses 2-pt jump shot from 15 ft,,64,60
233,2,0:00.0,Offensive rebound by K. Lowry,,64,60
234,2,0:00.0,K. Lowry makes 2-pt layup from 2 ft,,66,60
235,3,11:44.0,K. Lowry misses 2-pt jump shot from 19 ft,,66,60
236,3,11:42.0,,Defensive rebound by P. Gasol,66,60
237,3,11:22.0,,Turnover by J. Noah (bad pass; steal by T. Ross),66,60
238,3,11:13.0,T. Ross misses 3-pt jump shot from 25 ft,,66,60
239,3,11:12.0,,Defensive rebound by J. Noah,66,60
240,3,11:02.0,,D. Rose misses 2-pt jump shot from 17 ft,66,60
241,3,11:01.0,Defensive rebound by A. Johnson,,66,60
242,3,10:57.0,K. Lowry makes 2-pt layup from 1 ft (assist by J. Johnson),,68,60
243,3,10:32.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by M. Dunleavy),68,63
244,3,10:32.0,,Shooting foul by T. Ross (drawn by J. Butler),68,63
245,3,10:32.0,,J. Butler makes free throw 1 of 1,68,64
246,3,10:11.0,T. Ross misses 3-pt jump shot from 25 ft,,68,64
247,3,10:10.0,Offensive rebound by K. Lowry,,68,64
248,3,10:04.0,T. Ross makes 2-pt jump shot from 16 ft,,70,64
249,3,9:45.0,,M. Dunleavy misses 2-pt layup from 2 ft,70,64
250,3,9:44.0,Defensive rebound by K. Lowry,,70,64
251,3,9:38.0,K. Lowry makes 3-pt jump shot from 24 ft,,73,64
252,3,9:20.0,,P. Gasol misses 2-pt jump shot from 17 ft,73,64
253,3,9:19.0,Defensive rebound by T. Ross,,73,64
254,3,9:09.0,Shooting foul by D. Rose (drawn by K. Lowry),,73,64
255,3,9:09.0,K. Lowry misses free throw 1 of 2,,73,64
256,3,9:09.0,Offensive rebound by Team,,73,64
257,3,9:09.0,K. Lowry makes free throw 2 of 2,,74,64
258,3,8:59.0,,Turnover by J. Noah (bad pass; steal by J. Johnson),74,64
259,3,8:53.0,A. Johnson misses 2-pt layup from 2 ft,,74,64
260,3,8:53.0,,Defensive rebound by J. Noah,74,64
261,3,8:40.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,74,64
262,3,8:39.0,Defensive rebound by K. Lowry,,74,64
263,3,8:17.0,J. Valančiūnas misses 2-pt jump shot from 12 ft,,74,64
264,3,8:16.0,,Defensive rebound by P. Gasol,74,64
265,3,8:08.0,,J. Noah makes 2-pt layup from 1 ft (assist by M. Dunleavy),74,66
266,3,7:48.0,A. Johnson makes 2-pt jump shot from 17 ft (assist by K. Lowry),,76,66
267,3,7:34.0,,D. Rose misses 3-pt jump shot from 24 ft,76,66
268,3,7:31.0,Defensive rebound by J. Valančiūnas,,76,66
269,3,7:20.0,J. Johnson misses 2-pt jump shot from 7 ft (block by M. Dunleavy),,76,66
270,3,7:18.0,Offensive rebound by J. Valančiūnas,,76,66
271,3,7:17.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,78,66
272,3,7:00.0,,Shooting foul by T. Ross (drawn by P. Gasol),78,66
273,3,7:00.0,,P. Gasol makes free throw 1 of 2,78,67
274,3,7:00.0,,P. Gasol makes free throw 2 of 2,78,68
275,3,6:39.0,J. Johnson misses 2-pt layup from 1 ft,,78,68
276,3,6:38.0,Offensive rebound by A. Johnson,,78,68
277,3,6:36.0,J. Johnson makes 2-pt layup from 3 ft (assist by A. Johnson),,80,68
278,3,6:25.0,,J. Noah makes 2-pt layup from 3 ft,80,70
279,3,6:13.0,K. Lowry misses 2-pt jump shot from 21 ft (block by J. Butler),,80,70
280,3,6:13.0,Offensive rebound by Team,,80,70
281,3,6:04.0,T. Ross misses 3-pt jump shot from 24 ft,,80,70
282,3,6:03.0,,Defensive rebound by D. Rose,80,70
283,3,5:56.0,,Turnover by P. Gasol (bad pass; steal by T. Ross),80,70
284,3,5:43.0,K. Lowry misses 3-pt jump shot from 26 ft,,80,70
285,3,5:42.0,Offensive rebound by A. Johnson,,80,70
286,3,5:36.0,T. Ross misses 2-pt jump shot from 21 ft,,80,70
287,3,5:35.0,,Defensive rebound by P. Gasol,80,70
288,3,5:22.0,,J. Butler makes 2-pt layup from 3 ft,80,72
289,3,5:21.0,Toronto full timeout,,80,72
290,3,5:21.0,L. Williams enters the game for A. Johnson,,80,72
291,3,5:21.0,P. Patterson enters the game for T. Ross,,80,72
292,3,5:11.0,Personal foul by P. Gasol (drawn by J. Valančiūnas),,80,72
293,3,5:04.0,J. Valančiūnas misses 2-pt layup from 1 ft,,80,72
294,3,5:03.0,,Defensive rebound by J. Noah,80,72
295,3,4:58.0,,D. Rose makes 2-pt layup from 1 ft (assist by J. Noah),80,74
296,3,4:31.0,J. Johnson misses 3-pt jump shot from 24 ft,,80,74
297,3,4:30.0,Offensive rebound by P. Patterson,,80,74
298,3,4:24.0,Turnover by J. Johnson (traveling),,80,74
299,3,4:12.0,,Turnover by J. Noah (bad pass; steal by J. Johnson),80,74
300,3,4:08.0,Turnover by J. Johnson (lost ball; steal by J. Butler),,80,74
301,3,4:05.0,,Personal foul by K. Lowry (drawn by M. Dunleavy),80,74
302,3,4:05.0,G. Vásquez enters the game for K. Lowry,,80,74
303,3,4:05.0,,T. Gibson enters the game for J. Noah,80,74
304,3,3:58.0,,J. Butler misses 3-pt jump shot from 23 ft,80,74
305,3,3:55.0,,Offensive rebound by P. Gasol,80,74
306,3,3:43.0,,Turnover by P. Gasol (bad pass),80,74
307,3,3:26.0,Personal foul by M. Dunleavy (drawn by J. Valančiūnas),,80,74
308,3,3:26.0,,K. Hinrich enters the game for D. Rose,80,74
309,3,3:26.0,T. Ross enters the game for J. Johnson,,80,74
310,3,3:13.0,G. Vásquez misses 2-pt jump shot from 10 ft,,80,74
311,3,3:12.0,,Defensive rebound by T. Gibson,80,74
312,3,2:59.0,Violation by J. Valančiūnas (kicked ball),,80,74
313,3,2:59.0,,Chicago full timeout,80,74
314,3,2:59.0,C. Hayes enters the game for J. Valančiūnas,,80,74
315,3,2:52.0,,M. Dunleavy misses 2-pt jump shot from 19 ft,80,74
316,3,2:52.0,,Offensive rebound by Team,80,74
317,3,2:52.0,Loose ball foul by T. Ross (drawn by J. Butler),,80,74
318,3,2:38.0,,J. Butler misses 2-pt jump shot from 5 ft,80,74
319,3,2:38.0,,Offensive rebound by Team,80,74
320,3,2:38.0,Loose ball foul by C. Hayes (drawn by P. Gasol),,80,74
321,3,2:38.0,,P. Gasol makes free throw 1 of 2,80,75
322,3,2:38.0,,A. Brooks enters the game for M. Dunleavy,80,75
323,3,2:38.0,,P. Gasol makes free throw 2 of 2,80,76
324,3,2:25.0,L. Williams misses 3-pt jump shot from 22 ft,,80,76
325,3,2:24.0,,Defensive rebound by J. Butler,80,76
326,3,2:02.0,,A. Brooks misses 2-pt layup from 2 ft (block by T. Ross),80,76
327,3,1:58.0,Defensive rebound by P. Patterson,,80,76
328,3,1:44.0,G. Vásquez misses 2-pt jump shot from 12 ft,,80,76
329,3,1:43.0,,Defensive rebound by T. Gibson,80,76
330,3,1:26.0,,A. Brooks makes 2-pt jump shot from 10 ft,80,78
331,3,1:06.0,P. Patterson misses 3-pt jump shot from 25 ft,,80,78
332,3,1:05.0,,Defensive rebound by J. Butler,80,78
333,3,1:00.0,,T. Gibson makes 2-pt dunk at rim (assist by P. Gasol),80,80
334,3,0:45.0,T. Ross misses 2-pt layup from 2 ft,,80,80
335,3,0:44.0,Offensive rebound by T. Ross,,80,80
336,3,0:28.0,T. Ross makes 3-pt jump shot from 23 ft (assist by C. Hayes),,83,80
337,3,0:05.0,,A. Brooks misses 3-pt jump shot from 25 ft,83,80
338,3,0:04.0,Defensive rebound by T. Ross,,83,80
339,3,0:00.0,T. Ross misses 3-pt jump shot from 44 ft,,83,80
340,3,0:00.0,Offensive rebound by Team,,83,80
341,4,11:46.0,,J. Butler misses 2-pt jump shot from 10 ft,83,80
342,4,11:44.0,,Offensive rebound by T. Gibson,83,80
343,4,11:44.0,,T. Gibson misses 2-pt tip-in from 2 ft,83,80
344,4,11:43.0,,Offensive rebound by T. Gibson,83,80
345,4,11:43.0,,T. Gibson misses 2-pt tip-in from 2 ft,83,80
346,4,11:40.0,,Offensive rebound by T. Gibson,83,80
347,4,11:40.0,,T. Gibson makes 2-pt layup from 1 ft,83,82
348,4,11:12.0,P. Patterson makes 2-pt jump shot from 16 ft (assist by G. Vásquez),,85,82
349,4,10:53.0,,A. Brooks makes 3-pt jump shot from 26 ft,85,85
350,4,10:36.0,Shooting foul by T. Gibson (drawn by L. Williams),,85,85
351,4,10:36.0,L. Williams makes free throw 1 of 2,,86,85
352,4,10:36.0,K. Lowry enters the game for G. Vásquez,,86,85
353,4,10:36.0,L. Williams makes free throw 2 of 2,,87,85
354,4,10:17.0,,Turnover by J. Butler (bad pass),87,85
355,4,9:58.0,P. Patterson misses 3-pt jump shot from 22 ft,,87,85
356,4,9:57.0,,Defensive rebound by J. Butler,87,85
357,4,9:49.0,,A. Brooks makes 2-pt jump shot from 10 ft (assist by K. Hinrich),87,87
358,4,9:39.0,C. Hayes makes 2-pt layup from 2 ft (assist by L. Williams),,89,87
359,4,9:29.0,,A. Brooks makes 2-pt layup from 2 ft,89,89
360,4,9:16.0,T. Ross misses 3-pt jump shot from 26 ft,,89,89
361,4,9:16.0,Offensive rebound by C. Hayes,,89,89
362,4,9:16.0,Personal foul by K. Hinrich (drawn by C. Hayes),,89,89
363,4,9:10.0,Personal foul by T. Gibson (drawn by K. Lowry),,89,89
364,4,9:01.0,L. Williams misses 2-pt jump shot from 18 ft (block by J. Butler),,89,89
365,4,9:01.0,Offensive rebound by Team,,89,89
366,4,8:53.0,K. Lowry misses 3-pt jump shot from 25 ft,,89,89
367,4,8:51.0,Offensive rebound by P. Patterson,,89,89
368,4,8:51.0,P. Patterson makes 2-pt tip-in from 2 ft,,91,89
369,4,8:38.0,,J. Butler misses 2-pt layup from 1 ft,91,89
370,4,8:37.0,,Offensive rebound by A. Brooks,91,89
371,4,8:37.0,,A. Brooks misses 2-pt tip-in from 1 ft,91,89
372,4,8:36.0,Defensive rebound by C. Hayes,,91,89
373,4,8:30.0,L. Williams misses 2-pt layup from 1 ft (block by A. Brooks),,91,89
374,4,8:30.0,Offensive rebound by Team,,91,89
375,4,8:30.0,Toronto full timeout,,91,89
376,4,8:30.0,,J. Noah enters the game for T. Gibson,91,89
377,4,8:16.0,L. Williams misses 3-pt jump shot from 23 ft (block by J. Butler),,91,89
378,4,8:14.0,,Defensive rebound by N. Mirotić,91,89
379,4,8:06.0,,Shooting foul by K. Lowry (drawn by J. Butler),91,89
380,4,8:06.0,,J. Butler makes free throw 1 of 2,91,90
381,4,8:06.0,J. Johnson enters the game for L. Williams,,91,90
382,4,8:06.0,,J. Butler makes free throw 2 of 2,91,91
383,4,7:42.0,K. Lowry makes 2-pt jump shot from 6 ft,,93,91
384,4,7:26.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by A. Brooks),93,94
385,4,7:13.0,K. Lowry makes 2-pt layup from 2 ft,,95,94
