,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
0,1,11:41.0,,M. Gasol misses 2-pt jump shot from 15 ft,0,0
1,1,11:41.0,Defensive rebound by T. Evans,,0,0
2,1,11:24.0,T. Evans misses 3-pt jump shot from 25 ft,,0,0
3,1,11:23.0,,Defensive rebound by Z. Randolph,0,0
4,1,11:15.0,,M. Conley misses 2-pt layup at rim,0,0
5,1,11:14.0,Defensive rebound by Ö. Aşık,,0,0
6,1,11:02.0,Q. Pondexter makes 3-pt jump shot from 22 ft (assist by Ö. Aşık),,3,0
7,1,10:44.0,,Z. Randolph makes 2-pt jump shot from 13 ft,3,2
8,1,10:18.0,A. Davis misses 2-pt jump shot from 13 ft (block by M. Gasol),,3,2
9,1,10:18.0,Offensive rebound by Team,,3,2
10,1,10:17.0,Turnover by Q. Pondexter (bad pass),,3,2
11,1,9:54.0,,Z. Randolph misses 2-pt jump shot from 22 ft,3,2
12,1,9:53.0,Defensive rebound by T. Evans,,3,2
13,1,9:39.0,E. Gordon misses 3-pt jump shot from 25 ft,,3,2
14,1,9:37.0,,Defensive rebound by C. Lee,3,2
15,1,9:30.0,,M. Gasol makes 2-pt jump shot from 11 ft (assist by C. Lee),3,4
16,1,9:07.0,T. Evans makes 3-pt jump shot from 23 ft (assist by E. Gordon),,6,4
17,1,8:44.0,,Turnover by M. Conley (bad pass; steal by T. Evans),6,4
18,1,8:40.0,Q. Pondexter makes 2-pt dunk at rim (assist by T. Evans),,8,4
19,1,8:25.0,,J. Green makes 2-pt jump shot from 14 ft,8,6
20,1,8:05.0,Shooting foul by J. Green (drawn by Ö. Aşık),,8,6
21,1,8:05.0,Ö. Aşık misses free throw 1 of 2,,8,6
22,1,8:05.0,Offensive rebound by Team,,8,6
23,1,8:05.0,Ö. Aşık misses free throw 2 of 2,,8,6
24,1,8:04.0,,Defensive rebound by M. Gasol,8,6
25,1,7:50.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by Z. Randolph),8,8
26,1,7:29.0,Q. Pondexter makes 3-pt jump shot from 25 ft (assist by T. Evans),,11,8
27,1,7:11.0,,C. Lee misses 2-pt jump shot from 11 ft,11,8
28,1,7:10.0,,Offensive rebound by Z. Randolph,11,8
29,1,7:02.0,,Shooting foul by Q. Pondexter (drawn by M. Gasol),11,8
30,1,7:02.0,,M. Gasol makes free throw 1 of 2,11,9
31,1,7:02.0,,M. Gasol makes free throw 2 of 2,11,10
32,1,6:50.0,Shooting foul by M. Gasol (drawn by A. Davis),,11,10
33,1,6:50.0,A. Davis makes free throw 1 of 2,,12,10
34,1,6:50.0,A. Davis makes free throw 2 of 2,,13,10
35,1,6:27.0,,Z. Randolph misses 2-pt jump shot from 5 ft,13,10
36,1,6:26.0,,Offensive rebound by Z. Randolph,13,10
37,1,6:26.0,,Shooting foul by Ö. Aşık (drawn by Z. Randolph),13,10
38,1,6:26.0,,Z. Randolph makes free throw 1 of 2,13,11
39,1,6:26.0,,Z. Randolph makes free throw 2 of 2,13,12
40,1,6:11.0,E. Gordon misses 2-pt jump shot from 14 ft,,13,12
41,1,6:10.0,Offensive rebound by Team,,13,12
42,1,6:01.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by T. Evans),,16,12
43,1,5:38.0,,M. Gasol misses 2-pt jump shot from 7 ft,16,12
44,1,5:37.0,Defensive rebound by Ö. Aşık,,16,12
