,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
0,1,11:46.0,,Turnover by G. Antetokounmpo (bad pass; steal by L. James),0,0
1,1,11:35.0,K. Love misses 2-pt jump shot from 19 ft,,0,0
2,1,11:33.0,,Defensive rebound by Z. Pachulia,0,0
3,1,11:20.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by Z. Pachulia),0,2
4,1,10:58.0,Turnover by J. Smith (lost ball; steal by M. Carter-Williams),,0,2
5,1,10:53.0,,K. Middleton misses 2-pt layup from 1 ft,0,2
6,1,10:50.0,,Offensive rebound by M. Carter-Williams,0,2
7,1,10:41.0,,Z. Pachulia makes 2-pt layup at rim (assist by G. Antetokounmpo),0,4
8,1,10:41.0,,Shooting foul by T. Mozgov (drawn by Z. Pachulia),0,4
9,1,10:41.0,,Z. Pachulia makes free throw 1 of 1,0,5
10,1,10:23.0,K. Love misses 2-pt hook shot from 4 ft,,0,5
11,1,10:22.0,,Defensive rebound by E. İlyasova,0,5
12,1,10:19.0,,Turnover by K. Middleton (bad pass; steal by J. Smith),0,5
13,1,10:12.0,Turnover by K. Love (bad pass; steal by Z. Pachulia),,0,5
14,1,9:52.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft (assist by K. Middleton),0,7
15,1,9:41.0,Personal block foul by E. İlyasova (drawn by K. Irving),,0,7
16,1,9:30.0,L. James makes 2-pt dunk at rim,,2,7
17,1,9:19.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by Z. Pachulia),2,10
18,1,9:00.0,K. Irving makes 2-pt jump shot from 17 ft,,4,10
19,1,8:48.0,,Turnover by Z. Pachulia (lost ball; steal by T. Mozgov),4,10
20,1,8:37.0,K. Irving misses 3-pt jump shot from 23 ft,,4,10
21,1,8:36.0,Offensive rebound by K. Love,,4,10
22,1,8:31.0,K. Love makes 2-pt layup at rim,,6,10
23,1,8:18.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),6,13
24,1,7:57.0,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),,9,13
25,1,7:39.0,,Z. Pachulia misses 2-pt jump shot from 14 ft,9,13
26,1,7:38.0,Defensive rebound by L. James,,9,13
27,1,7:29.0,K. Love misses 3-pt jump shot from 25 ft,,9,13
28,1,7:28.0,,Defensive rebound by G. Antetokounmpo,9,13
29,1,7:22.0,,Offensive foul by G. Antetokounmpo (drawn by T. Mozgov),9,13
30,1,7:22.0,,Turnover by G. Antetokounmpo (offensive foul),9,13
31,1,7:16.0,T. Mozgov misses 2-pt jump shot from 4 ft,,9,13
32,1,7:15.0,Offensive rebound by T. Mozgov,,9,13
33,1,7:07.0,Turnover by K. Irving (lost ball; steal by G. Antetokounmpo),,9,13
34,1,7:03.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by M. Carter-Williams),9,15
35,1,6:57.0,K. Love makes 2-pt dunk at rim (assist by K. Irving),,11,15
36,1,6:42.0,,E. İlyasova makes 2-pt layup at rim (assist by M. Carter-Williams),11,17
37,1,6:20.0,K. Irving misses 2-pt jump shot from 7 ft,,11,17
38,1,6:19.0,,Defensive rebound by Z. Pachulia,11,17
39,1,6:16.0,,E. İlyasova misses 2-pt layup at rim,11,17
40,1,6:11.0,Defensive rebound by J. Smith,,11,17
41,1,6:07.0,Turnover by J. Smith (bad pass; steal by M. Carter-Williams),,11,17
42,1,6:04.0,,Turnover by Z. Pachulia (bad pass),11,17
43,1,5:44.0,J. Smith misses 3-pt jump shot from 26 ft,,11,17
44,1,5:43.0,,Defensive rebound by K. Middleton,11,17
45,1,5:39.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),11,19
46,1,5:38.0,Cleveland full timeout,,11,19
47,1,5:38.0,I. Shumpert enters the game for L. James,,11,19
48,1,5:38.0,T. Thompson enters the game for T. Mozgov,,11,19
49,1,5:38.0,,J. Bayless enters the game for M. Carter-Williams,11,19
50,1,5:23.0,K. Irving makes 2-pt layup from 1 ft,,13,19
51,1,5:07.0,,E. İlyasova makes 2-pt hook shot at rim (assist by G. Antetokounmpo),13,21
52,1,4:48.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,15,21
53,1,4:27.0,,E. İlyasova misses 2-pt jump shot from 16 ft,15,21
54,1,4:26.0,Defensive rebound by T. Thompson,,15,21
55,1,4:16.0,K. Love misses 3-pt jump shot from 24 ft,,15,21
56,1,4:15.0,,Defensive rebound by Z. Pachulia,15,21
57,1,4:10.0,,Turnover by E. İlyasova (bad pass),15,21
58,1,4:10.0,,J. Henson enters the game for Z. Pachulia,15,21
59,1,3:51.0,J. Smith makes 3-pt jump shot from 26 ft,,18,21
60,1,3:32.0,,Shooting foul by K. Love (drawn by G. Antetokounmpo),18,21
61,1,3:32.0,,G. Antetokounmpo makes free throw 1 of 2,18,22
62,1,3:32.0,,C. Johnson enters the game for K. Middleton,18,22
63,1,3:32.0,,G. Antetokounmpo misses free throw 2 of 2,18,22
64,1,3:31.0,Defensive rebound by T. Thompson,,18,22
65,1,3:12.0,K. Irving makes 2-pt jump shot from 17 ft (assist by K. Love),,20,22
66,1,2:55.0,,Turnover by J. Bayless (lost ball; steal by K. Irving),20,22
67,1,2:45.0,K. Love makes 2-pt layup at rim (assist by K. Irving),,22,22
68,1,2:43.0,,Milwaukee full timeout,22,22
69,1,2:43.0,L. James enters the game for J. Smith,,22,22
70,1,2:43.0,,M. Carter-Williams enters the game for E. İlyasova,22,22
71,1,2:31.0,,C. Johnson misses 3-pt jump shot from 25 ft,22,22
72,1,2:30.0,Defensive rebound by T. Thompson,,22,22
73,1,2:26.0,Turnover by K. Irving (lost ball; steal by M. Carter-Williams),,22,22
74,1,2:13.0,,J. Bayless misses 2-pt jump shot from 21 ft,22,22
75,1,2:12.0,Defensive rebound by K. Irving,,22,22
76,1,2:04.0,T. Thompson misses 2-pt hook shot from 4 ft,,22,22
77,1,2:03.0,,Defensive rebound by G. Antetokounmpo,22,22
78,1,1:53.0,,J. Henson misses 2-pt hook shot from 8 ft,22,22
79,1,1:52.0,Defensive rebound by L. James,,22,22
80,1,1:43.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by L. James),,25,22
81,1,1:26.0,,G. Antetokounmpo misses 2-pt jump shot from 9 ft,25,22
82,1,1:25.0,,Offensive rebound by J. Henson,25,22
83,1,1:16.0,,Turnover by M. Carter-Williams (bad pass),25,22
84,1,1:16.0,J. Jones enters the game for K. Love,,25,22
85,1,1:00.0,J. Jones misses 3-pt jump shot from 24 ft,,25,22
86,1,0:59.0,,Defensive rebound by J. Bayless,25,22
87,1,0:49.0,,M. Carter-Williams makes 2-pt jump shot from 13 ft,25,24
88,1,0:29.0,Turnover by L. James (bad pass),,25,24
89,1,0:20.0,,M. Carter-Williams makes 2-pt layup from 1 ft,25,26
90,1,0:01.0,L. James misses 2-pt layup at rim,,25,26
91,1,0:00.0,,Defensive rebound by J. Bayless,25,26
92,2,11:41.0,I. Shumpert makes 2-pt jump shot from 16 ft,,27,26
93,2,11:20.0,Violation by T. Thompson (def goaltending),,27,26
94,2,11:20.0,,M. Carter-Williams makes 2-pt layup at rim,27,28
95,2,11:01.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,27,28
96,2,10:59.0,,Defensive rebound by J. Bayless,27,28
97,2,10:45.0,,C. Johnson makes 2-pt layup at rim (assist by J. Bayless),27,30
98,2,10:23.0,M. Dellavedova misses 2-pt layup at rim (block by M. Carter-Williams),,27,30
99,2,10:21.0,,Defensive rebound by K. Middleton,27,30
100,2,10:18.0,,J. Bayless makes 2-pt layup at rim (assist by K. Middleton),27,32
101,2,9:52.0,L. James misses 2-pt jump shot from 19 ft,,27,32
102,2,9:50.0,,Defensive rebound by J. Henson,27,32
103,2,9:42.0,,Turnover by K. Middleton (bad pass; steal by J. Jones),27,32
104,2,9:39.0,Shooting foul by J. Bayless (drawn by L. James),,27,32
105,2,9:39.0,L. James makes free throw 1 of 2,,28,32
106,2,9:39.0,L. James makes free throw 2 of 2,,29,32
107,2,9:32.0,,Offensive foul by J. Henson (drawn by I. Shumpert),29,32
108,2,9:32.0,,Turnover by J. Henson (offensive foul),29,32
109,2,9:20.0,L. James misses 3-pt jump shot from 26 ft,,29,32
110,2,9:19.0,,Defensive rebound by M. Carter-Williams,29,32
111,2,9:16.0,,Turnover by M. Carter-Williams (bad pass),29,32
112,2,9:06.0,I. Shumpert misses 2-pt layup from 1 ft,,29,32
113,2,9:04.0,Offensive rebound by T. Thompson,,29,32
114,2,9:04.0,Shooting foul by J. Henson (drawn by T. Thompson),,29,32
115,2,9:04.0,,Technical foul by J. Henson,29,32
116,2,9:04.0,L. James makes technical free throw,,30,32
117,2,9:04.0,,Z. Pachulia enters the game for J. Henson,30,32
118,2,9:04.0,T. Thompson misses free throw 1 of 2,,30,32
119,2,9:04.0,Offensive rebound by Team,,30,32
120,2,9:04.0,T. Thompson misses free throw 2 of 2,,30,32
121,2,9:02.0,,Defensive rebound by K. Middleton,30,32
122,2,8:49.0,,Turnover by J. Bayless (bad pass; steal by L. James),30,32
123,2,8:45.0,Turnover by L. James (lost ball; steal by C. Johnson),,30,32
124,2,8:42.0,,Personal take foul by M. Dellavedova (drawn by M. Carter-Williams),30,32
125,2,8:42.0,Official timeout,,30,32
126,2,8:42.0,T. Mozgov enters the game for T. Thompson,,30,32
127,2,8:42.0,K. Irving enters the game for M. Dellavedova,,30,32
128,2,8:42.0,,T. Ennis enters the game for J. Bayless,30,32
129,2,8:42.0,,E. İlyasova enters the game for C. Johnson,30,32
