,QUARTER,TIME_REMAINING,DENVER_ACTION,SACRAMENTO_ACTION,DENVER_SCORE,SACRAMENTO_SCORE
31,1,7:45.0,K. Faried misses 2-pt jump shot from 16 ft,,10,16
32,1,7:44.0,,Defensive rebound by D. Cousins,10,16
33,1,7:31.0,,J. Thompson misses 2-pt jump shot from 7 ft,10,16
34,1,7:30.0,Defensive rebound by A. Afflalo,,10,16
35,1,7:16.0,W. Chandler misses 3-pt jump shot from 25 ft,,10,16
36,1,7:16.0,,Defensive rebound by D. Cousins,10,16
37,1,7:02.0,,D. Cousins misses 2-pt jump shot from 19 ft,10,16
38,1,7:00.0,Defensive rebound by W. Chandler,,10,16
39,1,6:49.0,T. Mozgov misses 2-pt jump shot from 14 ft,,10,16
40,1,6:49.0,,Defensive rebound by B. McLemore,10,16
41,1,6:35.0,,R. Gay makes 2-pt jump shot from 17 ft,10,18
42,1,6:26.0,T. Lawson misses 2-pt jump shot from 4 ft,,10,18
43,1,6:25.0,,Defensive rebound by B. McLemore,10,18
44,1,6:18.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by B. McLemore),10,21
45,1,6:17.0,Denver full timeout,,10,21
46,1,6:17.0,J. McGee enters the game for T. Mozgov,,10,21
47,1,6:16.0,,R. Evans enters the game for D. Cousins,10,21
48,1,5:59.0,K. Faried misses 2-pt jump shot from 8 ft,,10,21
49,1,5:58.0,,Defensive rebound by R. Evans,10,21
50,1,5:49.0,,D. Collison makes 2-pt layup from 2 ft,10,23
51,1,5:26.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by A. Afflalo),,13,23
52,1,5:07.0,,R. Gay makes 2-pt dunk at rim,13,25
53,1,4:48.0,Shooting foul by D. Collison (drawn by T. Lawson),,13,25
54,1,4:48.0,T. Lawson misses free throw 1 of 2,,13,25
55,1,4:48.0,Offensive rebound by Team,,13,25
56,1,4:48.0,T. Lawson makes free throw 2 of 2,,14,25
57,1,4:26.0,,J. Thompson misses 2-pt jump shot from 21 ft,14,25
58,1,4:26.0,Defensive rebound by K. Faried,,14,25
59,1,4:10.0,A. Afflalo misses 3-pt jump shot from 24 ft,,14,25
60,1,4:10.0,,Defensive rebound by Team,14,25
61,1,4:10.0,Loose ball foul by J. McGee (drawn by R. Evans),,14,25
62,1,4:01.0,,D. Collison misses 2-pt jump shot from 4 ft,14,25
63,1,4:00.0,Defensive rebound by K. Faried,,14,25
64,1,3:50.0,A. Afflalo misses 2-pt layup from 2 ft (block by B. McLemore),,14,25
65,1,3:48.0,,Defensive rebound by B. McLemore,14,25
66,1,3:45.0,,D. Collison makes 2-pt layup from 1 ft (assist by B. McLemore),14,27
67,1,3:26.0,Turnover by K. Faried (lost ball; steal by R. Gay),,14,27
68,1,3:25.0,,Personal foul by K. Faried (drawn by R. Gay),14,27
69,1,3:25.0,D. Arthur enters the game for K. Faried,,14,27
70,1,3:11.0,,Personal foul by T. Lawson (drawn by R. Gay),14,27
71,1,3:11.0,,R. Gay makes free throw 1 of 2,14,28
72,1,3:11.0,,D. Cousins enters the game for J. Thompson,14,28
73,1,3:11.0,,R. Gay misses free throw 2 of 2,14,28
74,1,3:11.0,,Offensive rebound by Team,14,28
75,1,3:11.0,Loose ball foul by J. McGee (drawn by D. Cousins),,14,28
76,1,3:11.0,,D. Cousins makes free throw 1 of 2,14,29
77,1,3:11.0,,O. Casspi enters the game for R. Gay,14,29
78,1,3:11.0,D. Gallinari enters the game for W. Chandler,,14,29
79,1,3:11.0,,D. Cousins makes free throw 2 of 2,14,30
80,1,2:53.0,J. McGee misses 2-pt jump shot from 8 ft,,14,30
81,1,2:52.0,,Defensive rebound by O. Casspi,14,30
82,1,2:40.0,,Personal foul by D. Arthur (drawn by D. Cousins),14,30
83,1,2:40.0,,Sacramento full timeout,14,30
84,1,2:40.0,,D. Cousins makes free throw 1 of 2,14,31
85,1,2:40.0,,D. Cousins makes free throw 2 of 2,14,32
86,1,2:28.0,J. McGee makes 2-pt hook shot from 7 ft (assist by D. Arthur),,16,32
87,1,2:06.0,,D. Cousins makes 2-pt layup from 1 ft,16,34
88,1,1:45.0,D. Arthur makes 3-pt jump shot from 25 ft (assist by T. Lawson),,19,34
89,1,1:45.0,Violation by Team (delay of game),,19,34
90,1,1:34.0,,Personal foul by D. Gallinari (drawn by D. Collison),19,34
91,1,1:34.0,,D. Collison misses free throw 1 of 2,19,34
92,1,1:34.0,,Offensive rebound by Team,19,34
93,1,1:34.0,,D. Collison misses free throw 2 of 2,19,34
94,1,1:34.0,Defensive rebound by Team,,19,34
95,1,1:34.0,,Loose ball foul by D. Cousins (drawn by J. McGee),19,34
96,1,1:34.0,R. Foye enters the game for A. Afflalo,,19,34
97,1,1:16.0,D. Gallinari misses 3-pt jump shot from 25 ft,,19,34
98,1,1:14.0,Offensive rebound by T. Lawson,,19,34
99,1,1:11.0,Turnover by J. McGee (traveling),,19,34
100,1,1:00.0,,D. Cousins makes 2-pt jump shot from 17 ft (assist by D. Collison),19,36
101,1,0:50.0,T. Lawson misses 2-pt jump shot from 16 ft (block by D. Collison),,19,36
102,1,0:48.0,,Defensive rebound by B. McLemore,19,36
103,1,0:41.0,,O. Casspi makes 2-pt layup from 2 ft (assist by B. McLemore),19,38
104,1,0:27.0,D. Gallinari misses 2-pt layup from 2 ft,,19,38
105,1,0:25.0,,Defensive rebound by D. Cousins,19,38
106,1,0:20.0,,O. Casspi makes 2-pt jump shot from 8 ft (assist by D. Collison),19,40
107,1,0:20.0,,Away from play foul by J. McGee (drawn by R. Evans),19,40
108,1,0:20.0,A. Afflalo enters the game for J. McGee,,19,40
109,1,0:20.0,,C. Landry enters the game for D. Cousins,19,40
110,1,0:20.0,,R. Evans misses free throw 1 of 1,19,40
111,1,0:19.0,Defensive rebound by A. Afflalo,,19,40
112,1,0:02.0,R. Foye misses 2-pt jump shot from 5 ft,,19,40
113,1,0:01.0,,Defensive rebound by R. Evans,19,40
114,1,0:00.0,,B. McLemore misses 3-pt jump shot from 48 ft,19,40
115,1,0:00.0,,Offensive rebound by Team,19,40
116,2,11:44.0,R. Foye misses 2-pt jump shot from 7 ft,,19,40
117,2,11:43.0,Offensive rebound by D. Arthur,,19,40
118,2,11:40.0,Personal foul by O. Casspi (drawn by D. Arthur),,19,40
119,2,11:32.0,D. Arthur makes 2-pt jump shot from 19 ft (assist by N. Robinson),,21,40
120,2,11:11.0,,Turnover by O. Casspi (lost ball; steal by D. Arthur),21,40
121,2,11:07.0,R. Foye makes 2-pt layup from 2 ft (assist by D. Arthur),,23,40
122,2,10:43.0,,N. Stauskas misses 2-pt layup from 2 ft,23,40
123,2,10:42.0,,Offensive rebound by R. Evans,23,40
124,2,10:37.0,,R. Evans misses 2-pt jump shot from 3 ft (block by D. Arthur),23,40
125,2,10:36.0,Defensive rebound by D. Gallinari,,23,40
126,2,10:35.0,Turnover by D. Gallinari (bad pass; steal by O. Casspi),,23,40
127,2,10:34.0,,Personal foul by D. Arthur (drawn by O. Casspi),23,40
128,2,10:34.0,,R. Gay enters the game for R. Evans,23,40
129,2,10:27.0,,R. Sessions misses 2-pt jump shot from 20 ft,23,40
130,2,10:26.0,Defensive rebound by D. Gallinari,,23,40
131,2,10:08.0,Shooting foul by N. Stauskas (drawn by D. Gallinari),,23,40
132,2,10:08.0,D. Gallinari makes free throw 1 of 2,,24,40
133,2,10:08.0,D. Gallinari makes free throw 2 of 2,,25,40
134,2,9:52.0,,C. Landry makes 2-pt layup from 2 ft,25,42
135,2,9:47.0,Turnover by N. Robinson (bad pass; steal by R. Sessions),,25,42
136,2,9:46.0,,Personal block foul by N. Robinson (drawn by R. Sessions),25,42
137,2,9:29.0,,R. Gay misses 2-pt jump shot from 18 ft,25,42
138,2,9:29.0,Defensive rebound by D. Gallinari,,25,42
139,2,9:10.0,N. Robinson makes 2-pt jump shot from 10 ft,,27,42
140,2,9:09.0,,Sacramento full timeout,27,42
141,2,8:48.0,,C. Landry misses 2-pt jump shot from 9 ft,27,42
142,2,8:47.0,Defensive rebound by R. Foye,,27,42
143,2,8:37.0,W. Chandler makes 2-pt hook shot from 7 ft,,29,42
144,2,8:18.0,,Shooting foul by R. Foye (drawn by C. Landry),29,42
145,2,8:18.0,,C. Landry makes free throw 1 of 2,29,43
146,2,8:18.0,,C. Landry makes free throw 2 of 2,29,44
147,2,8:10.0,N. Robinson makes 2-pt layup from 2 ft,,31,44
148,2,8:00.0,,O. Casspi misses 3-pt jump shot from 25 ft,31,44
149,2,8:00.0,Defensive rebound by W. Chandler,,31,44
150,2,7:43.0,D. Gallinari misses 3-pt jump shot from 23 ft,,31,44
151,2,7:43.0,,Defensive rebound by C. Landry,31,44
152,2,7:34.0,,Shooting foul by W. Chandler (drawn by C. Landry),31,44
153,2,7:34.0,,C. Landry makes free throw 1 of 2,31,45
154,2,7:34.0,K. Faried enters the game for D. Arthur,,31,45
155,2,7:34.0,,D. Collison enters the game for R. Sessions,31,45
156,2,7:34.0,,B. McLemore enters the game for N. Stauskas,31,45
157,2,7:34.0,,C. Landry makes free throw 2 of 2,31,46
158,2,7:24.0,Shooting foul by B. McLemore (drawn by R. Foye),,31,46
159,2,7:24.0,R. Foye makes free throw 1 of 2,,32,46
160,2,7:24.0,,D. Cousins enters the game for C. Landry,32,46
161,2,7:24.0,R. Foye makes free throw 2 of 2,,33,46
162,2,7:00.0,,R. Gay makes 2-pt layup from 3 ft (assist by D. Collison),33,48
163,2,6:47.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by N. Robinson),,36,48
164,2,6:20.0,,D. Collison misses 3-pt jump shot from 24 ft,36,48
165,2,6:19.0,,Offensive rebound by D. Cousins,36,48
166,2,6:18.0,,D. Cousins misses 2-pt layup from 1 ft,36,48
167,2,6:17.0,Defensive rebound by D. Gallinari,,36,48
168,2,6:12.0,N. Robinson makes 2-pt layup from 2 ft (assist by D. Gallinari),,38,48
169,2,6:12.0,,Sacramento full timeout,38,48
170,2,6:12.0,A. Afflalo enters the game for D. Gallinari,,38,48
171,2,5:59.0,,Personal foul by K. Faried (drawn by D. Cousins),38,48
172,2,5:59.0,,D. Cousins makes free throw 1 of 2,38,49
173,2,5:59.0,D. Arthur enters the game for K. Faried,,38,49
174,2,5:59.0,,D. Cousins makes free throw 2 of 2,38,50
175,2,5:48.0,N. Robinson makes 2-pt layup from 1 ft,,40,50
176,2,5:36.0,,O. Casspi makes 2-pt layup from 3 ft (assist by D. Cousins),40,52
177,2,5:27.0,R. Foye makes 3-pt jump shot from 23 ft (assist by W. Chandler),,43,52
178,2,5:09.0,,D. Cousins makes 2-pt dunk at rim,43,54
179,2,4:53.0,N. Robinson misses 3-pt jump shot from 25 ft,,43,54
180,2,4:52.0,,Defensive rebound by R. Gay,43,54
181,2,4:44.0,,Personal foul by W. Chandler (drawn by R. Gay),43,54
182,2,4:44.0,,R. Gay makes free throw 1 of 2,43,55
183,2,4:44.0,T. Lawson enters the game for R. Foye,,43,55
184,2,4:44.0,,R. Gay makes free throw 2 of 2,43,56
185,2,4:35.0,Shooting foul by O. Casspi (drawn by T. Lawson),,43,56
186,2,4:35.0,T. Lawson makes free throw 1 of 2,,44,56
187,2,4:35.0,T. Lawson makes free throw 2 of 2,,45,56
188,2,4:20.0,,Turnover by R. Gay (lost ball),45,56
189,2,4:00.0,W. Chandler misses 3-pt jump shot from 23 ft,,45,56
190,2,3:58.0,,Defensive rebound by D. Cousins,45,56
191,2,3:56.0,,Turnover by D. Cousins (bad pass; steal by T. Lawson),45,56
192,2,3:52.0,T. Lawson makes 2-pt layup at rim,,47,56
193,2,3:40.0,,Turnover by R. Gay (traveling),47,56
194,2,3:28.0,D. Arthur misses 3-pt jump shot from 24 ft,,47,56
195,2,3:25.0,,Defensive rebound by O. Casspi,47,56
196,2,3:07.0,,Shooting foul by A. Afflalo (drawn by O. Casspi),47,56
197,2,3:07.0,,O. Casspi makes free throw 1 of 2,47,57
198,2,3:07.0,,O. Casspi makes free throw 2 of 2,47,58
199,2,2:52.0,D. Arthur makes 3-pt jump shot from 24 ft,,50,58
200,2,2:29.0,,D. Cousins makes 2-pt layup from 2 ft,50,60
201,2,2:26.0,Official timeout,,50,60
202,2,2:03.0,D. Arthur misses 3-pt jump shot from 24 ft,,50,60
203,2,2:01.0,,Defensive rebound by O. Casspi,50,60
204,2,1:46.0,,D. Collison misses 3-pt jump shot from 24 ft,50,60
205,2,1:45.0,,Offensive rebound by D. Cousins,50,60
206,2,1:41.0,,D. Cousins misses 2-pt jump shot from 1 ft,50,60
207,2,1:40.0,Defensive rebound by A. Afflalo,,50,60
208,2,1:37.0,N. Robinson makes 2-pt layup from 1 ft (assist by A. Afflalo),,52,60
209,2,1:27.0,,D. Collison misses 2-pt jump shot from 6 ft,52,60
210,2,1:27.0,,Offensive rebound by D. Cousins,52,60
211,2,1:27.0,,Personal foul by D. Arthur (drawn by D. Cousins),52,60
212,2,1:27.0,,D. Cousins makes free throw 1 of 2,52,61
213,2,1:27.0,J. Nurkić enters the game for D. Arthur,,52,61
214,2,1:27.0,,R. McCallum enters the game for O. Casspi,52,61
215,2,1:27.0,,D. Cousins makes free throw 2 of 2,52,62
216,2,1:14.0,Turnover by T. Lawson (bad pass; steal by R. McCallum),,52,62
217,2,1:12.0,,Personal foul by N. Robinson (drawn by R. McCallum),52,62
218,2,1:12.0,,R. McCallum misses free throw 1 of 2,52,62
219,2,1:12.0,,Offensive rebound by Team,52,62
220,2,1:12.0,,R. McCallum makes free throw 2 of 2,52,63
221,2,0:53.0,W. Chandler misses 2-pt jump shot from 16 ft,,52,63
222,2,0:52.0,,Defensive rebound by B. McLemore,52,63
223,2,0:39.0,,R. Gay makes 3-pt jump shot from 25 ft,52,66
224,2,0:34.0,Shooting foul by D. Cousins (drawn by T. Lawson),,52,66
225,2,0:34.0,T. Lawson makes free throw 1 of 2,,53,66
226,2,0:34.0,T. Lawson makes free throw 2 of 2,,54,66
227,2,0:11.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),54,68
228,2,0:11.0,,Shooting foul by J. Nurkić (drawn by D. Cousins),54,68
229,2,0:11.0,,D. Cousins misses free throw 1 of 1,54,68
230,2,0:11.0,Defensive rebound by J. Nurkić,,54,68
231,2,0:02.0,N. Robinson misses 2-pt jump shot from 16 ft,,54,68
232,2,0:01.0,Offensive rebound by J. Nurkić,,54,68
233,2,0:01.0,J. Nurkić misses 2-pt tip-in from 3 ft,,54,68
234,2,0:00.0,,Defensive rebound by D. Cousins,54,68
235,3,11:52.0,Personal foul by B. McLemore (drawn by A. Afflalo),,54,68
236,3,11:36.0,W. Chandler misses 2-pt layup from 2 ft,,54,68
237,3,11:33.0,,Defensive rebound by D. Cousins,54,68
238,3,11:15.0,,D. Cousins misses 2-pt jump shot from 19 ft,54,68
239,3,11:13.0,Defensive rebound by A. Afflalo,,54,68
240,3,10:57.0,A. Afflalo misses 3-pt jump shot from 25 ft,,54,68
241,3,10:56.0,,Defensive rebound by B. McLemore,54,68
242,3,10:46.0,,Shooting foul by A. Afflalo (drawn by R. Gay),54,68
243,3,10:46.0,,R. Gay makes free throw 1 of 2,54,69
244,3,10:46.0,,R. Gay makes free throw 2 of 2,54,70
245,3,10:34.0,Turnover by T. Lawson (lost ball; steal by D. Cousins),,54,70
246,3,10:26.0,,Shooting foul by T. Mozgov (drawn by J. Thompson),54,70
247,3,10:26.0,,J. Thompson misses free throw 1 of 2,54,70
248,3,10:26.0,,Offensive rebound by Team,54,70
249,3,10:26.0,,J. Thompson misses free throw 2 of 2,54,70
250,3,10:23.0,Defensive rebound by T. Mozgov,,54,70
251,3,10:11.0,A. Afflalo makes 2-pt jump shot from 11 ft (assist by T. Lawson),,56,70
252,3,9:56.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),56,72
253,3,9:32.0,Turnover by K. Faried (lost ball; steal by D. Collison),,56,72
254,3,9:27.0,,D. Collison makes 2-pt jump shot from 6 ft,56,74
255,3,9:25.0,Denver full timeout,,56,74
256,3,9:04.0,W. Chandler misses 3-pt jump shot from 25 ft,,56,74
257,3,9:02.0,Offensive rebound by Team,,56,74
258,3,8:48.0,T. Lawson misses 2-pt jump shot from 8 ft,,56,74
259,3,8:48.0,,Defensive rebound by D. Cousins,56,74
260,3,8:48.0,,Personal foul by T. Mozgov (drawn by D. Cousins),56,74
261,3,8:48.0,N. Robinson enters the game for T. Lawson,,56,74
262,3,8:30.0,,J. Thompson misses 2-pt jump shot from 19 ft,56,74
263,3,8:29.0,Defensive rebound by K. Faried,,56,74
264,3,8:25.0,Personal foul by J. Thompson (drawn by W. Chandler),,56,74
265,3,8:17.0,N. Robinson misses 2-pt jump shot from 19 ft,,56,74
266,3,8:16.0,,Defensive rebound by R. Gay,56,74
267,3,8:10.0,,Shooting foul by T. Mozgov (drawn by D. Cousins),56,74
268,3,8:10.0,Technical foul by T. Mozgov,,56,74
269,3,8:10.0,,D. Collison makes technical free throw,56,75
270,3,8:10.0,,D. Cousins makes free throw 1 of 2,56,76
271,3,8:10.0,,D. Cousins makes free throw 2 of 2,56,77
272,3,8:02.0,Shooting foul by J. Thompson (drawn by T. Mozgov),,56,77
273,3,8:02.0,T. Mozgov makes free throw 1 of 2,,57,77
274,3,8:02.0,T. Mozgov makes free throw 2 of 2,,58,77
275,3,7:39.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Gay),58,80
276,3,7:15.0,K. Faried misses 2-pt jump shot from 12 ft,,58,80
277,3,7:13.0,,Defensive rebound by J. Thompson,58,80
278,3,7:09.0,,Shooting foul by W. Chandler (drawn by R. Gay),58,80
279,3,7:09.0,,R. Gay makes free throw 1 of 2,58,81
280,3,7:09.0,D. Arthur enters the game for K. Faried,,58,81
281,3,7:09.0,R. Foye enters the game for T. Mozgov,,58,81
282,3,7:09.0,J. McGee enters the game for A. Afflalo,,58,81
283,3,7:09.0,,R. Gay makes free throw 2 of 2,58,82
284,3,6:53.0,J. McGee makes 2-pt hook shot from 6 ft (assist by D. Arthur),,60,82
285,3,6:40.0,,R. Gay misses 2-pt jump shot from 17 ft,60,82
286,3,6:40.0,Defensive rebound by Team,,60,82
287,3,6:40.0,,Loose ball foul by D. Cousins (drawn by J. McGee),60,82
288,3,6:20.0,D. Arthur misses 3-pt jump shot from 25 ft,,60,82
289,3,6:19.0,,Defensive rebound by B. McLemore,60,82
290,3,6:08.0,,Offensive foul by J. Thompson (drawn by W. Chandler),60,82
291,3,6:08.0,,Turnover by J. Thompson (offensive foul),60,82
292,3,6:08.0,,C. Landry enters the game for J. Thompson,60,82
293,3,5:58.0,Shooting foul by D. Cousins (drawn by D. Arthur),,60,82
294,3,5:58.0,D. Arthur misses free throw 1 of 2,,60,82
295,3,5:58.0,Offensive rebound by Team,,60,82
296,3,5:58.0,,R. Evans enters the game for D. Cousins,60,82
297,3,5:58.0,D. Arthur makes free throw 2 of 2,,61,82
298,3,5:45.0,,Personal foul by N. Robinson (drawn by C. Landry),61,82
299,3,5:45.0,,C. Landry makes free throw 1 of 2,61,83
300,3,5:45.0,,C. Landry makes free throw 2 of 2,61,84
301,3,5:36.0,Shooting foul by R. Evans (drawn by J. McGee),,61,84
302,3,5:36.0,J. McGee makes free throw 1 of 2,,62,84
303,3,5:36.0,J. McGee makes free throw 2 of 2,,63,84
304,3,5:17.0,,B. McLemore misses 3-pt jump shot from 24 ft,63,84
305,3,5:16.0,Defensive rebound by J. McGee,,63,84
306,3,5:04.0,W. Chandler misses 2-pt jump shot from 6 ft,,63,84
307,3,5:03.0,Offensive rebound by J. McGee,,63,84
308,3,5:02.0,J. McGee misses 2-pt tip-in at rim,,63,84
309,3,5:01.0,,Defensive rebound by C. Landry,63,84
310,3,4:55.0,,Personal foul by W. Chandler (drawn by R. Gay),63,84
311,3,4:55.0,,R. Gay makes free throw 1 of 2,63,85
312,3,4:55.0,A. Gee enters the game for W. Chandler,,63,85
313,3,4:55.0,,R. Gay misses free throw 2 of 2,63,85
314,3,4:55.0,,Offensive rebound by C. Landry,63,85
315,3,4:55.0,,Shooting foul by D. Arthur (drawn by R. Evans),63,85
316,3,4:55.0,,R. Evans misses free throw 1 of 2,63,85
317,3,4:55.0,,Offensive rebound by Team,63,85
318,3,4:55.0,,R. Evans makes free throw 2 of 2,63,86
319,3,4:36.0,D. Arthur makes 2-pt jump shot from 15 ft (assist by N. Robinson),,65,86
320,3,4:16.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by R. Evans),65,89
321,3,4:08.0,R. Foye makes 2-pt layup from 3 ft,,67,89
322,3,4:06.0,,Sacramento full timeout,67,89
323,3,3:51.0,,D. Collison misses 3-pt jump shot from 25 ft,67,89
324,3,3:49.0,Defensive rebound by A. Gee,,67,89
325,3,3:41.0,N. Robinson misses 3-pt jump shot from 24 ft,,67,89
326,3,3:41.0,,Defensive rebound by Team,67,89
327,3,3:41.0,Loose ball foul by A. Gee (drawn by C. Landry),,67,89
328,3,3:41.0,,C. Landry makes free throw 1 of 2,67,90
329,3,3:41.0,,C. Landry makes free throw 2 of 2,67,91
330,3,3:25.0,J. McGee makes 2-pt hook shot from 6 ft (assist by R. Foye),,69,91
331,3,3:07.0,,Shooting foul by J. McGee (drawn by C. Landry),69,91
332,3,3:07.0,,C. Landry makes free throw 1 of 2,69,92
333,3,3:07.0,,C. Landry makes free throw 2 of 2,69,93
334,3,2:57.0,Offensive foul by D. Arthur (drawn by R. Evans),,69,93
335,3,2:57.0,Turnover by D. Arthur (offensive foul),,69,93
336,3,2:37.0,,C. Landry makes 2-pt jump shot from 15 ft,69,95
337,3,2:31.0,Turnover by D. Arthur (offensive foul),,69,95
338,3,2:31.0,Offensive foul by D. Arthur (drawn by C. Landry),,69,95
339,3,2:31.0,W. Chandler enters the game for D. Arthur,,69,95
340,3,2:11.0,,B. McLemore makes 3-pt jump shot from 25 ft,69,98
341,3,2:01.0,Shooting foul by R. Evans (drawn by J. McGee),,69,98
342,3,2:01.0,J. McGee misses free throw 1 of 2,,69,98
343,3,2:01.0,Offensive rebound by Team,,69,98
344,3,2:01.0,J. McGee makes free throw 2 of 2,,70,98
345,3,1:42.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by C. Landry),70,101
346,3,1:24.0,A. Gee misses 2-pt jump shot from 15 ft,,70,101
347,3,1:24.0,,Defensive rebound by R. Evans,70,101
348,3,1:00.0,,R. Evans makes 2-pt jump shot from 16 ft (assist by D. Collison),70,103
349,3,0:46.0,A. Gee misses 2-pt layup from 2 ft (block by R. Gay),,70,103
350,3,0:44.0,Offensive rebound by N. Robinson,,70,103
351,3,0:42.0,N. Robinson misses 3-pt jump shot from 25 ft,,70,103
352,3,0:41.0,,Defensive rebound by Team,70,103
353,3,0:26.0,,R. Evans makes 2-pt layup from 1 ft (assist by D. Collison),70,105
354,3,0:20.0,R. Foye makes 2-pt layup from 2 ft,,72,105
355,4,11:50.0,,Offensive foul by D. Cousins (drawn by K. Faried),72,105
356,4,11:50.0,,Turnover by D. Cousins (offensive foul),72,105
357,4,11:39.0,Turnover by T. Lawson (bad pass; steal by R. Sessions),,72,105
358,4,11:32.0,Offensive charge foul by D. Cousins (drawn by K. Faried),,72,105
359,4,11:32.0,,Turnover by D. Cousins (offensive foul),72,105
360,4,11:32.0,,R. Gay enters the game for D. Cousins,72,105
361,4,11:19.0,R. Foye misses 3-pt jump shot from 25 ft,,72,105
362,4,11:17.0,,Defensive rebound by R. Evans,72,105
363,4,11:06.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Sessions),72,108
364,4,10:58.0,R. Foye makes 2-pt jump shot from 17 ft,,74,108
365,4,10:41.0,,Turnover by O. Casspi (lost ball; steal by A. Gee),74,108
366,4,10:28.0,A. Gee misses 3-pt jump shot from 23 ft,,74,108
367,4,10:26.0,Offensive rebound by K. Faried,,74,108
368,4,10:22.0,A. Gee makes 2-pt dunk at rim (assist by J. Nurkić),,76,108
369,4,10:21.0,,Sacramento full timeout,76,108
370,4,10:01.0,,Personal foul by R. Foye (drawn by R. Sessions),76,108
371,4,9:49.0,,R. Sessions misses 3-pt jump shot from 26 ft,76,108
372,4,9:48.0,Defensive rebound by R. Foye,,76,108
373,4,9:41.0,A. Gee makes 2-pt layup from 1 ft (assist by J. Nurkić),,78,108
374,4,9:18.0,,R. Gay makes 2-pt jump shot from 18 ft,78,110
375,4,9:07.0,Shooting foul by R. Gay (drawn by K. Faried),,78,110
376,4,9:07.0,K. Faried makes free throw 1 of 2,,79,110
377,4,9:07.0,K. Faried makes free throw 2 of 2,,80,110
378,4,8:48.0,,R. Gay misses 2-pt dunk from 2 ft (block by J. Nurkić),80,110
379,4,8:45.0,,Offensive rebound by O. Casspi,80,110
380,4,8:45.0,Violation by K. Faried (def goaltending),,80,110
381,4,8:45.0,,O. Casspi makes 2-pt layup from 3 ft,80,112
382,4,8:45.0,,Shooting foul by J. Nurkić (drawn by O. Casspi),80,112
383,4,8:45.0,,O. Casspi makes free throw 1 of 1,80,113
384,4,8:29.0,J. Nurkić misses 2-pt jump shot from 21 ft,,80,113
385,4,8:28.0,,Defensive rebound by O. Casspi,80,113
386,4,8:21.0,,N. Stauskas misses 3-pt jump shot from 24 ft,80,113
387,4,8:19.0,Defensive rebound by T. Lawson,,80,113
