,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MIAMI_ACTION,CHARLOTTE_SCORE,MIAMI_SCORE
0,1,11:44.0,K. Walker makes 2-pt layup from 1 ft,,2,0
1,1,11:15.0,,L. Deng makes 2-pt jump shot from 16 ft,2,2
2,1,10:52.0,G. Henderson makes 2-pt jump shot from 18 ft,,4,2
3,1,10:39.0,,G. Dragić makes 2-pt jump shot from 14 ft,4,4
4,1,10:22.0,J. Taylor makes 2-pt jump shot from 21 ft,,6,4
5,1,10:06.0,,L. Deng makes 2-pt jump shot from 20 ft (assist by G. Dragić),6,6
6,1,9:47.0,Shooting foul by H. Whiteside (drawn by B. Biyombo),,6,6
7,1,9:47.0,B. Biyombo makes free throw 1 of 2,,7,6
8,1,9:47.0,B. Biyombo misses free throw 2 of 2,,7,6
9,1,9:46.0,,Defensive rebound by U. Haslem,7,6
10,1,9:34.0,,D. Wade misses 2-pt jump shot from 16 ft,7,6
11,1,9:33.0,Defensive rebound by B. Biyombo,,7,6
12,1,9:11.0,K. Walker misses 3-pt jump shot from 24 ft,,7,6
13,1,9:10.0,Offensive rebound by M. Williams,,7,6
14,1,9:06.0,M. Williams misses 2-pt hook shot from 3 ft,,7,6
15,1,9:05.0,,Defensive rebound by G. Dragić,7,6
16,1,8:53.0,,H. Whiteside makes 2-pt hook shot from 8 ft (assist by U. Haslem),7,8
17,1,8:42.0,G. Henderson makes 2-pt jump shot from 21 ft (assist by K. Walker),,9,8
18,1,8:26.0,,L. Deng misses 3-pt jump shot from 24 ft,9,8
19,1,8:25.0,Defensive rebound by B. Biyombo,,9,8
20,1,8:17.0,K. Walker misses 3-pt jump shot from 25 ft,,9,8
21,1,8:16.0,,Defensive rebound by H. Whiteside,9,8
22,1,8:10.0,,Shooting foul by B. Biyombo (drawn by D. Wade),9,8
23,1,8:10.0,,D. Wade misses free throw 1 of 2,9,8
24,1,8:10.0,,Offensive rebound by Team,9,8
25,1,8:10.0,,D. Wade misses free throw 2 of 2,9,8
26,1,8:09.0,Defensive rebound by M. Williams,,9,8
27,1,7:59.0,G. Henderson makes 2-pt jump shot from 3 ft,,11,8
28,1,7:59.0,Shooting foul by H. Whiteside (drawn by G. Henderson),,11,8
29,1,7:59.0,,C. Andersen enters the game for H. Whiteside,11,8
30,1,7:59.0,G. Henderson makes free throw 1 of 1,,12,8
31,1,7:43.0,,D. Wade makes 2-pt jump shot from 7 ft,12,10
32,1,7:24.0,M. Williams makes 2-pt jump shot from 7 ft,,14,10
33,1,7:14.0,,Turnover by C. Andersen (bad pass; steal by J. Taylor),14,10
34,1,7:08.0,G. Henderson misses 2-pt layup from 1 ft,,14,10
35,1,7:06.0,,Defensive rebound by L. Deng,14,10
36,1,6:56.0,,U. Haslem misses 2-pt jump shot from 15 ft,14,10
37,1,6:55.0,Defensive rebound by B. Biyombo,,14,10
38,1,6:49.0,Personal foul by G. Dragić (drawn by K. Walker),,14,10
39,1,6:49.0,,M. Chalmers enters the game for G. Dragić,14,10
40,1,6:46.0,J. Taylor makes 2-pt layup from 1 ft (assist by G. Henderson),,16,10
41,1,6:27.0,,C. Andersen misses 2-pt layup from 1 ft (block by B. Biyombo),16,10
42,1,6:26.0,Defensive rebound by M. Williams,,16,10
