,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DALLAS_ACTION,CHICAGO_SCORE,DALLAS_SCORE
234,3,6:42.0,,Defensive rebound by T. Chandler,64,62
235,3,6:40.0,,Turnover by M. Ellis (bad pass),64,62
236,3,6:27.0,P. Gasol misses 2-pt jump shot from 16 ft,,64,62
237,3,6:26.0,Offensive rebound by J. Noah,,64,62
238,3,6:15.0,D. Rose misses 3-pt jump shot from 24 ft,,64,62
239,3,6:14.0,,Defensive rebound by D. Nowitzki,64,62
240,3,6:13.0,,Turnover by D. Nowitzki (lost ball; steal by J. Butler),64,62
241,3,6:10.0,J. Butler makes 2-pt jump shot from 19 ft,,66,62
242,3,6:04.0,,Dallas full timeout,66,62
243,3,6:04.0,,D. Powell enters the game for D. Nowitzki,66,62
244,3,6:04.0,T. Gibson enters the game for J. Noah,,66,62
245,3,5:45.0,,C. Parsons misses 3-pt jump shot from 25 ft,66,62
246,3,5:43.0,Defensive rebound by P. Gasol,,66,62
247,3,5:21.0,J. Butler makes 2-pt jump shot from 10 ft,,68,62
248,3,5:03.0,,T. Chandler misses 2-pt layup from 1 ft,68,62
249,3,5:01.0,Defensive rebound by P. Gasol,,68,62
250,3,4:42.0,T. Gibson misses 2-pt hook shot from 3 ft,,68,62
251,3,4:41.0,Offensive rebound by P. Gasol,,68,62
252,3,4:41.0,P. Gasol makes 2-pt tip-in at rim,,70,62
253,3,4:22.0,,M. Ellis makes 2-pt jump shot from 15 ft,70,64
254,3,3:54.0,P. Gasol misses 2-pt jump shot from 23 ft,,70,64
255,3,3:53.0,,Defensive rebound by T. Chandler,70,64
256,3,3:44.0,,Shooting foul by J. Butler (drawn by M. Ellis),70,64
257,3,3:44.0,,M. Ellis makes free throw 1 of 2,70,65
258,3,3:44.0,K. Hinrich enters the game for D. Rose,,70,65
259,3,3:44.0,,M. Ellis makes free throw 2 of 2,70,66
260,3,3:29.0,Turnover by T. Snell (bad pass; steal by C. Parsons),,70,66
261,3,3:18.0,,M. Ellis misses 2-pt jump shot from 20 ft,70,66
262,3,3:17.0,Defensive rebound by P. Gasol,,70,66
263,3,3:08.0,J. Butler misses 2-pt jump shot from 6 ft (block by T. Chandler),,70,66
264,3,3:05.0,,Defensive rebound by T. Chandler,70,66
265,3,2:58.0,,Turnover by M. Ellis (bad pass; steal by K. Hinrich),70,66
266,3,2:45.0,K. Hinrich makes 3-pt jump shot from 24 ft (assist by T. Gibson),,73,66
267,3,2:44.0,,Dallas full timeout,73,66
268,3,2:44.0,Chicago full timeout,,73,66
269,3,2:27.0,,C. Parsons misses 2-pt jump shot from 18 ft,73,66
270,3,2:26.0,,Offensive rebound by T. Chandler,73,66
271,3,2:26.0,,T. Chandler makes 2-pt dunk at rim,73,68
272,3,2:02.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Hinrich),,75,68
273,3,1:42.0,,D. Harris misses 2-pt jump shot from 15 ft,75,68
274,3,1:41.0,Defensive rebound by T. Snell,,75,68
275,3,1:21.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by J. Butler),,77,68
276,3,1:03.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by M. Ellis),77,71
277,3,1:03.0,,Shooting foul by K. Hinrich (drawn by D. Harris),77,71
278,3,1:03.0,,D. Nowitzki enters the game for C. Parsons,77,71
279,3,1:03.0,,R. Rondo enters the game for T. Chandler,77,71
280,3,1:03.0,,R. Jefferson enters the game for M. Ellis,77,71
281,3,1:03.0,,D. Harris makes free throw 1 of 1,77,72
282,3,0:46.0,J. Butler misses 2-pt jump shot from 9 ft (block by D. Powell),,77,72
283,3,0:45.0,Offensive rebound by J. Butler,,77,72
284,3,0:44.0,J. Butler makes 2-pt jump shot from 4 ft,,79,72
285,3,0:44.0,Shooting foul by D. Powell (drawn by J. Butler),,79,72
286,3,0:44.0,J. Butler makes free throw 1 of 1,,80,72
287,3,0:31.0,,Turnover by D. Harris (lost ball; steal by J. Butler),80,72
288,3,0:11.0,T. Gibson misses 2-pt jump shot from 3 ft (block by D. Nowitzki),,80,72
289,3,0:09.0,,Defensive rebound by D. Harris,80,72
290,3,0:02.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Harris),80,75
291,3,0:00.0,J. Butler misses 3-pt jump shot from 45 ft,,80,75
292,3,0:00.0,Offensive rebound by Team,,80,75
293,4,11:42.0,J. Noah makes 2-pt dunk at rim (assist by D. Rose),,82,75
294,4,11:25.0,,D. Powell misses 2-pt layup at rim,82,75
295,4,11:23.0,Defensive rebound by T. Gibson,,82,75
296,4,11:05.0,J. Noah misses 2-pt jump shot from 19 ft,,82,75
297,4,11:04.0,,Defensive rebound by R. Jefferson,82,75
298,4,10:50.0,,Shooting foul by T. Gibson (drawn by D. Powell),82,75
299,4,10:50.0,,D. Powell makes free throw 1 of 2,82,76
300,4,10:50.0,,J. Barea enters the game for D. Harris,82,76
301,4,10:50.0,A. Brooks enters the game for T. Snell,,82,76
302,4,10:50.0,,D. Powell makes free throw 2 of 2,82,77
303,4,10:30.0,Turnover by K. Hinrich (traveling),,82,77
304,4,10:14.0,,D. Nowitzki makes 2-pt jump shot from 10 ft,82,79
305,4,9:59.0,T. Gibson makes 2-pt layup at rim (assist by J. Noah),,84,79
306,4,9:43.0,,D. Powell misses 2-pt layup from 2 ft (block by J. Noah),84,79
307,4,9:39.0,,Offensive rebound by Team,84,79
308,4,9:33.0,,J. Barea misses 2-pt layup from 1 ft (block by T. Gibson),84,79
309,4,9:31.0,Defensive rebound by A. Brooks,,84,79
310,4,9:21.0,D. Rose misses 2-pt jump shot from 9 ft,,84,79
311,4,9:20.0,,Defensive rebound by J. Barea,84,79
312,4,9:14.0,,D. Powell misses 2-pt layup at rim,84,79
313,4,9:12.0,Defensive rebound by J. Noah,,84,79
314,4,9:00.0,D. Rose misses 2-pt layup at rim,,84,79
315,4,8:59.0,,Defensive rebound by R. Jefferson,84,79
316,4,8:50.0,,R. Rondo makes 2-pt layup at rim,84,81
317,4,8:35.0,A. Brooks makes 2-pt jump shot from 2 ft,,86,81
318,4,8:20.0,,J. Barea misses 2-pt jump shot from 2 ft,86,81
319,4,8:18.0,Defensive rebound by T. Gibson,,86,81
320,4,8:12.0,T. Gibson makes 2-pt layup from 1 ft (assist by A. Brooks),,88,81
321,4,8:12.0,,Dallas full timeout,88,81
322,4,8:12.0,,T. Chandler enters the game for D. Powell,88,81
323,4,8:12.0,,M. Ellis enters the game for R. Jefferson,88,81
324,4,8:12.0,,C. Parsons enters the game for J. Barea,88,81
325,4,7:56.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by R. Rondo),88,83
326,4,7:40.0,Offensive foul by T. Gibson (drawn by M. Ellis),,88,83
327,4,7:40.0,Turnover by T. Gibson (offensive foul),,88,83
328,4,7:40.0,J. Butler enters the game for K. Hinrich,,88,83
329,4,7:28.0,,M. Ellis makes 2-pt jump shot from 17 ft (assist by T. Chandler),88,85
330,4,7:06.0,D. Rose misses 2-pt jump shot from 5 ft,,88,85
331,4,7:05.0,Offensive rebound by J. Noah,,88,85
332,4,7:02.0,D. Rose makes 2-pt layup from 1 ft,,90,85
333,4,6:51.0,,R. Rondo misses 2-pt jump shot from 19 ft,90,85
334,4,6:51.0,,Offensive rebound by T. Chandler,90,85
335,4,6:51.0,Loose ball foul by J. Noah (drawn by T. Chandler),,90,85
336,4,6:51.0,P. Gasol enters the game for J. Noah,,90,85
337,4,6:40.0,,C. Parsons misses 2-pt jump shot from 19 ft,90,85
338,4,6:39.0,Defensive rebound by P. Gasol,,90,85
339,4,6:26.0,,R. Jefferson enters the game for D. Nowitzki,90,85
340,4,6:18.0,Turnover by P. Gasol (lost ball),,90,85
341,4,6:06.0,,R. Rondo misses 2-pt jump shot from 21 ft,90,85
342,4,6:05.0,Defensive rebound by J. Butler,,90,85
343,4,5:50.0,T. Gibson makes 2-pt layup at rim (assist by P. Gasol),,92,85
344,4,5:31.0,,R. Jefferson misses 3-pt jump shot from 24 ft,92,85
345,4,5:30.0,Defensive rebound by J. Butler,,92,85
346,4,5:12.0,Shooting foul by M. Ellis (drawn by J. Butler),,92,85
347,4,5:12.0,Official timeout,,92,85
348,4,5:12.0,,D. Harris enters the game for R. Rondo,92,85
349,4,5:12.0,,D. Nowitzki enters the game for R. Jefferson,92,85
350,4,5:12.0,J. Butler makes free throw 1 of 2,,93,85
351,4,5:12.0,J. Butler misses free throw 2 of 2,,93,85
352,4,5:10.0,,Defensive rebound by M. Ellis,93,85
353,4,4:59.0,,M. Ellis misses 2-pt jump shot from 16 ft,93,85
354,4,4:58.0,Defensive rebound by T. Gibson,,93,85
355,4,4:45.0,D. Rose misses 3-pt jump shot from 24 ft,,93,85
356,4,4:44.0,,Defensive rebound by D. Nowitzki,93,85
357,4,4:42.0,,Turnover by T. Chandler (lost ball; steal by J. Butler),93,85
358,4,4:30.0,Shooting foul by D. Harris (drawn by A. Brooks),,93,85
359,4,4:30.0,A. Brooks misses free throw 1 of 3,,93,85
360,4,4:30.0,Offensive rebound by Team,,93,85
361,4,4:30.0,A. Brooks makes free throw 2 of 3,,94,85
362,4,4:30.0,A. Brooks makes free throw 3 of 3,,95,85
363,4,4:14.0,,Personal foul by A. Brooks (drawn by D. Nowitzki),95,85
364,4,4:07.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,95,85
365,4,4:06.0,,Offensive rebound by T. Chandler,95,85
366,4,4:06.0,,Shooting foul by A. Brooks (drawn by T. Chandler),95,85
367,4,4:06.0,,T. Chandler makes free throw 1 of 2,95,86
368,4,4:06.0,,T. Chandler makes free throw 2 of 2,95,87
369,4,3:43.0,P. Gasol misses 2-pt tip-in from 2 ft,,95,87
370,4,3:42.0,Offensive rebound by Team,,95,87
371,4,3:42.0,Turnover by Team (shot clock),,95,87
372,4,3:31.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,95,87
373,4,3:30.0,Defensive rebound by J. Butler,,95,87
374,4,3:09.0,Turnover by D. Rose (lost ball; steal by M. Ellis),,95,87
375,4,3:09.0,,Personal foul by P. Gasol (drawn by D. Nowitzki),95,87
376,4,3:09.0,,D. Nowitzki makes free throw 1 of 2,95,88
377,4,3:09.0,K. Hinrich enters the game for A. Brooks,,95,88
378,4,3:09.0,,D. Nowitzki makes free throw 2 of 2,95,89
379,4,2:55.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Rose),,97,89
380,4,2:33.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,97,89
381,4,2:32.0,Defensive rebound by J. Butler,,97,89
382,4,2:15.0,Turnover by D. Rose (lost ball; steal by M. Ellis),,97,89
383,4,2:11.0,,C. Parsons makes 2-pt layup at rim (assist by T. Chandler),97,91
384,4,2:10.0,Chicago full timeout,,97,91
