,QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
102,2,10:58.0,J. Barea makes 3-pt jump shot from 25 ft,,40,36
103,2,10:37.0,,M. Gasol misses 2-pt hook shot from 4 ft,40,36
104,2,10:34.0,Defensive rebound by D. Nowitzki,,40,36
105,2,10:29.0,J. Barea misses 2-pt jump shot from 2 ft,,40,36
106,2,10:22.0,,Defensive rebound by T. Prince,40,36
107,2,10:19.0,,V. Carter misses 3-pt jump shot from 25 ft,40,36
108,2,10:17.0,,Offensive rebound by T. Prince,40,36
109,2,10:14.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by B. Udrih),40,39
110,2,9:54.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,40,39
111,2,9:53.0,,Defensive rebound by V. Carter,40,39
112,2,9:43.0,,Personal foul by J. Crowder (drawn by M. Gasol),40,39
113,2,9:43.0,,K. Koufos enters the game for M. Gasol,40,39
114,2,9:33.0,,Shooting foul by D. Nowitzki (drawn by B. Udrih),40,39
115,2,9:33.0,,B. Udrih misses free throw 1 of 2,40,39
116,2,9:33.0,,Offensive rebound by Team,40,39
117,2,9:33.0,,B. Udrih makes free throw 2 of 2,40,40
118,2,9:20.0,Turnover by D. Harris (bad pass; steal by T. Prince),,40,40
119,2,9:14.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by B. Udrih),40,43
120,2,9:13.0,Dallas full timeout,,40,43
121,2,9:13.0,T. Chandler enters the game for B. Wright,,40,43
122,2,8:59.0,D. Harris makes 2-pt layup from 2 ft (assist by D. Nowitzki),,42,43
123,2,8:45.0,,J. Leuer makes 3-pt jump shot from 22 ft (assist by B. Udrih),42,46
124,2,8:26.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,44,46
125,2,8:07.0,,T. Prince misses 3-pt jump shot from 22 ft,44,46
126,2,8:06.0,Defensive rebound by D. Nowitzki,,44,46
127,2,7:46.0,J. Barea makes 2-pt layup from 1 ft,,46,46
128,2,7:28.0,,V. Carter misses 2-pt layup from 1 ft,46,46
129,2,7:25.0,Defensive rebound by T. Chandler,,46,46
130,2,7:20.0,J. Barea misses 3-pt jump shot from 24 ft,,46,46
131,2,7:19.0,Offensive rebound by Team,,46,46
132,2,7:19.0,C. Parsons enters the game for D. Nowitzki,,46,46
133,2,7:19.0,M. Ellis enters the game for J. Barea,,46,46
134,2,7:12.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Harris),,49,46
135,2,6:52.0,,J. Leuer misses 2-pt jump shot from 9 ft,49,46
136,2,6:50.0,Defensive rebound by T. Chandler,,49,46
137,2,6:35.0,T. Chandler misses 2-pt layup from 1 ft (block by K. Koufos),,49,46
138,2,6:35.0,Offensive rebound by Team,,49,46
139,2,6:35.0,Technical foul by T. Chandler,,49,46
140,2,6:35.0,,T. Prince makes technical free throw,49,47
141,2,6:27.0,C. Parsons misses 3-pt jump shot from 25 ft,,49,47
142,2,6:27.0,Offensive rebound by Team,,49,47
143,2,6:27.0,,Loose ball foul by K. Koufos (drawn by T. Chandler),49,47
144,2,6:14.0,M. Ellis misses 2-pt layup from 2 ft,,49,47
145,2,6:12.0,,Defensive rebound by B. Udrih,49,47
146,2,6:06.0,,V. Carter misses 3-pt jump shot from 24 ft,49,47
147,2,6:04.0,Defensive rebound by J. Crowder,,49,47
148,2,6:02.0,Turnover by J. Crowder (bad pass),,49,47
149,2,6:02.0,,Memphis full timeout,49,47
150,2,6:02.0,,T. Allen enters the game for T. Prince,49,47
151,2,5:50.0,,B. Udrih misses 2-pt jump shot from 4 ft (block by T. Chandler),49,47
152,2,5:47.0,Defensive rebound by T. Chandler,,49,47
153,2,5:33.0,M. Ellis misses 2-pt jump shot from 14 ft,,49,47
154,2,5:32.0,,Defensive rebound by B. Udrih,49,47
155,2,5:23.0,,V. Carter misses 2-pt jump shot from 14 ft,49,47
156,2,5:22.0,Defensive rebound by T. Chandler,,49,47
157,2,5:18.0,M. Ellis misses 2-pt layup from 1 ft,,49,47
158,2,5:15.0,Offensive rebound by J. Crowder,,49,47
159,2,5:07.0,C. Parsons misses 2-pt jump shot from 4 ft,,49,47
160,2,5:02.0,,Defensive rebound by K. Koufos,49,47
161,2,4:56.0,,B. Udrih misses 2-pt jump shot from 21 ft,49,47
162,2,4:55.0,Defensive rebound by Team,,49,47
163,2,4:55.0,,M. Conley enters the game for B. Udrih,49,47
164,2,4:55.0,,C. Lee enters the game for V. Carter,49,47
165,2,4:36.0,M. Ellis misses 2-pt jump shot from 10 ft,,49,47
166,2,4:33.0,,Defensive rebound by K. Koufos,49,47
167,2,4:23.0,,J. Leuer misses 2-pt jump shot from 5 ft,49,47
168,2,4:23.0,Defensive rebound by T. Chandler,,49,47
169,2,4:20.0,Turnover by T. Chandler (bad pass; steal by T. Allen),,49,47
170,2,4:17.0,,Shooting foul by D. Harris (drawn by K. Koufos),49,47
171,2,4:17.0,,K. Koufos misses free throw 1 of 2,49,47
172,2,4:17.0,,Offensive rebound by Team,49,47
173,2,4:17.0,J. Nelson enters the game for D. Harris,,49,47
174,2,4:17.0,,K. Koufos makes free throw 2 of 2,49,48
175,2,4:03.0,,Violation by K. Koufos (def goaltending),49,48
176,2,4:03.0,J. Crowder makes 2-pt layup from 1 ft (assist by C. Parsons),,51,48
177,2,3:48.0,,J. Leuer misses 2-pt jump shot from 3 ft (block by T. Chandler),51,48
178,2,3:46.0,Defensive rebound by J. Nelson,,51,48
179,2,3:39.0,Shooting foul by K. Koufos (drawn by C. Parsons),,51,48
180,2,3:39.0,C. Parsons makes free throw 1 of 2,,52,48
181,2,3:39.0,,Z. Randolph enters the game for J. Leuer,52,48
182,2,3:39.0,,M. Gasol enters the game for K. Koufos,52,48
183,2,3:39.0,C. Parsons makes free throw 2 of 2,,53,48
184,2,3:23.0,,T. Allen misses 2-pt layup from 2 ft,53,48
185,2,3:20.0,Defensive rebound by J. Crowder,,53,48
186,2,3:08.0,Turnover by C. Parsons (bad pass; steal by C. Lee),,53,48
187,2,2:56.0,,Shooting foul by J. Crowder (drawn by M. Gasol),53,48
188,2,2:56.0,Official timeout,,53,48
189,2,2:56.0,D. Nowitzki enters the game for T. Chandler,,53,48
190,2,2:56.0,B. Wright enters the game for J. Crowder,,53,48
191,2,2:56.0,,M. Gasol makes free throw 1 of 2,53,49
192,2,2:56.0,,M. Gasol makes free throw 2 of 2,53,50
193,2,2:34.0,Turnover by M. Ellis (bad pass; steal by Z. Randolph),,53,50
194,2,2:30.0,,T. Allen makes 2-pt layup at rim,53,52
195,2,2:12.0,J. Nelson makes 2-pt jump shot from 4 ft,,55,52
196,2,1:57.0,,Turnover by Z. Randolph (bad pass; steal by C. Parsons),55,52
197,2,1:53.0,C. Parsons makes 2-pt layup from 2 ft (assist by D. Nowitzki),,57,52
198,2,1:26.0,,Turnover by C. Lee (bad pass; steal by C. Parsons),57,52
199,2,1:22.0,Personal foul by C. Lee (drawn by C. Parsons),,57,52
200,2,1:11.0,C. Parsons makes 2-pt layup from 2 ft (assist by J. Nelson),,59,52
201,2,0:46.0,,C. Lee misses 2-pt jump shot from 15 ft,59,52
202,2,0:46.0,,Offensive rebound by Z. Randolph,59,52
203,2,0:46.0,Loose ball foul by J. Nelson (drawn by Z. Randolph),,59,52
204,2,0:46.0,,Z. Randolph makes free throw 1 of 2,59,53
205,2,0:46.0,D. Harris enters the game for M. Ellis,,59,53
206,2,0:46.0,T. Chandler enters the game for B. Wright,,59,53
207,2,0:46.0,,Z. Randolph makes free throw 2 of 2,59,54
208,2,0:31.0,Turnover by D. Nowitzki (bad pass; steal by T. Allen),,59,54
209,2,0:28.0,,T. Allen makes 2-pt layup from 1 ft,59,56
210,2,0:08.0,J. Nelson makes 3-pt jump shot from 24 ft,,62,56
211,2,0:01.0,,C. Lee misses 3-pt jump shot from 24 ft,62,56
212,2,0:00.0,,Offensive rebound by Team,62,56
213,3,11:44.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),62,58
214,3,11:26.0,Personal foul by C. Lee (drawn by C. Parsons),,62,58
215,3,11:20.0,M. Ellis misses 2-pt jump shot from 19 ft,,62,58
216,3,11:20.0,,Defensive rebound by C. Lee,62,58
217,3,11:03.0,,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),62,60
218,3,10:47.0,Turnover by J. Nelson (bad pass),,62,60
219,3,10:33.0,,Z. Randolph misses 2-pt jump shot from 17 ft,62,60
220,3,10:33.0,Defensive rebound by J. Nelson,,62,60
221,3,10:15.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,62,60
222,3,10:14.0,Offensive rebound by T. Chandler,,62,60
223,3,10:09.0,M. Ellis misses 3-pt jump shot from 24 ft,,62,60
224,3,10:09.0,,Defensive rebound by Team,62,60
225,3,9:54.0,,M. Gasol misses 2-pt jump shot from 18 ft,62,60
226,3,9:53.0,,Offensive rebound by Z. Randolph,62,60
227,3,9:32.0,,T. Allen makes 2-pt layup from 1 ft,62,62
228,3,9:20.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Nelson),,65,62
229,3,9:06.0,,M. Conley makes 2-pt jump shot from 17 ft,65,64
230,3,8:54.0,J. Nelson misses 3-pt jump shot from 24 ft,,65,64
231,3,8:53.0,Offensive rebound by T. Chandler,,65,64
232,3,8:48.0,M. Ellis misses 2-pt jump shot from 17 ft,,65,64
233,3,8:48.0,,Defensive rebound by M. Conley,65,64
234,3,8:39.0,,M. Conley misses 2-pt jump shot from 16 ft,65,64
235,3,8:36.0,,Offensive rebound by Z. Randolph,65,64
236,3,8:36.0,,Z. Randolph makes 2-pt layup at rim,65,66
237,3,8:17.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by C. Parsons),,67,66
238,3,8:07.0,,M. Conley makes 2-pt layup from 1 ft,67,68
239,3,7:55.0,Personal foul by C. Lee (drawn by C. Parsons),,67,68
240,3,7:55.0,,T. Prince enters the game for C. Lee,67,68
241,3,7:39.0,M. Ellis misses 3-pt jump shot from 25 ft,,67,68
242,3,7:39.0,,Defensive rebound by M. Gasol,67,68
243,3,7:30.0,,Shooting foul by J. Nelson (drawn by M. Conley),67,68
244,3,7:30.0,,M. Conley makes free throw 1 of 2,67,69
245,3,7:30.0,D. Harris enters the game for M. Ellis,,67,69
246,3,7:30.0,,M. Conley makes free throw 2 of 2,67,70
247,3,7:24.0,Personal foul by T. Prince (drawn by C. Parsons),,67,70
248,3,7:17.0,J. Nelson misses 2-pt jump shot from 22 ft,,67,70
249,3,7:16.0,,Defensive rebound by Z. Randolph,67,70
250,3,7:01.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by T. Prince),67,72
251,3,7:00.0,Dallas full timeout,,67,72
252,3,6:50.0,Offensive foul by D. Harris (drawn by M. Gasol),,67,72
253,3,6:50.0,Turnover by D. Harris (offensive foul),,67,72
254,3,6:36.0,,M. Conley makes 3-pt jump shot from 25 ft,67,75
255,3,6:18.0,Shooting foul by Z. Randolph (drawn by D. Nowitzki),,67,75
256,3,6:18.0,D. Nowitzki makes free throw 1 of 2,,68,75
257,3,6:18.0,D. Nowitzki makes free throw 2 of 2,,69,75
258,3,6:04.0,,Personal foul by D. Harris (drawn by M. Gasol),69,75
259,3,5:56.0,,Z. Randolph misses 2-pt jump shot from 4 ft,69,75
260,3,5:55.0,Defensive rebound by D. Nowitzki,,69,75
261,3,5:46.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,69,75
262,3,5:46.0,,Defensive rebound by Z. Randolph,69,75
263,3,5:38.0,,T. Prince misses 2-pt jump shot from 16 ft,69,75
264,3,5:36.0,Defensive rebound by C. Parsons,,69,75
265,3,5:26.0,Shooting foul by T. Allen (drawn by C. Parsons),,69,75
266,3,5:26.0,C. Parsons makes free throw 1 of 3,,70,75
267,3,5:26.0,C. Parsons misses free throw 2 of 3,,70,75
268,3,5:26.0,Offensive rebound by Team,,70,75
269,3,5:26.0,M. Ellis enters the game for D. Nowitzki,,70,75
270,3,5:26.0,C. Parsons makes free throw 3 of 3,,71,75
271,3,5:14.0,,T. Allen misses 2-pt jump shot from 3 ft,71,75
272,3,5:12.0,,Offensive rebound by Z. Randolph,71,75
273,3,5:12.0,,Z. Randolph makes 2-pt layup from 2 ft,71,77
274,3,4:47.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by M. Ellis),,74,77
275,3,4:26.0,,Shooting foul by T. Chandler (drawn by M. Gasol),74,77
276,3,4:26.0,,M. Gasol makes free throw 1 of 2,74,78
277,3,4:26.0,B. Wright enters the game for D. Harris,,74,78
278,3,4:26.0,,M. Gasol makes free throw 2 of 2,74,79
279,3,4:17.0,Turnover by M. Ellis (bad pass; steal by M. Conley),,74,79
280,3,4:13.0,,M. Conley makes 2-pt layup from 1 ft,74,81
281,3,4:13.0,Violation by C. Parsons (def goaltending),,74,81
282,3,4:04.0,Turnover by J. Nelson (step out of bounds),,74,81
283,3,3:41.0,,T. Prince misses 2-pt jump shot from 16 ft (block by B. Wright),74,81
284,3,3:39.0,Defensive rebound by J. Nelson,,74,81
285,3,3:33.0,C. Parsons misses 3-pt jump shot from 26 ft,,74,81
286,3,3:32.0,,Defensive rebound by M. Conley,74,81
287,3,3:26.0,,Personal foul by J. Nelson (drawn by T. Prince),74,81
288,3,3:26.0,J. Barea enters the game for J. Nelson,,74,81
289,3,3:26.0,D. Nowitzki enters the game for T. Chandler,,74,81
290,3,3:14.0,,Z. Randolph misses 2-pt jump shot from 3 ft,74,81
291,3,3:14.0,Defensive rebound by J. Barea,,74,81
292,3,3:07.0,C. Parsons misses 3-pt jump shot from 24 ft,,74,81
293,3,3:06.0,,Defensive rebound by T. Prince,74,81
294,3,2:52.0,,T. Prince makes 2-pt dunk at rim (assist by M. Gasol),74,83
295,3,2:40.0,Turnover by J. Barea (dbl dribble),,74,83
296,3,2:40.0,,Memphis full timeout,74,83
297,3,2:40.0,J. Crowder enters the game for C. Parsons,,74,83
298,3,2:40.0,,V. Carter enters the game for T. Allen,74,83
299,3,2:23.0,,T. Prince makes 2-pt jump shot from 6 ft,74,85
300,3,1:55.0,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by J. Barea),,76,85
301,3,1:43.0,,M. Gasol misses 2-pt jump shot from 4 ft,76,85
302,3,1:41.0,,Offensive rebound by Z. Randolph,76,85
303,3,1:39.0,,Z. Randolph misses 2-pt layup from 2 ft (block by D. Nowitzki),76,85
304,3,1:37.0,,Offensive rebound by Z. Randolph,76,85
305,3,1:37.0,,Z. Randolph misses 2-pt layup from 1 ft,76,85
306,3,1:33.0,,Offensive rebound by M. Gasol,76,85
307,3,1:33.0,,M. Gasol makes 2-pt tip-in at rim,76,87
308,3,1:26.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,76,87
309,3,1:26.0,Offensive rebound by J. Crowder,,76,87
310,3,1:22.0,J. Crowder makes 3-pt jump shot from 25 ft,,79,87
311,3,1:07.0,,Z. Randolph misses 2-pt layup from 2 ft,79,87
312,3,1:06.0,,Offensive rebound by Z. Randolph,79,87
313,3,1:06.0,,Shooting foul by J. Crowder (drawn by Z. Randolph),79,87
314,3,1:06.0,,Z. Randolph makes free throw 1 of 2,79,88
315,3,1:06.0,,J. Leuer enters the game for M. Gasol,79,88
316,3,1:06.0,,Z. Randolph misses free throw 2 of 2,79,88
317,3,1:05.0,Defensive rebound by D. Nowitzki,,79,88
318,3,0:48.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,79,88
319,3,0:47.0,,Defensive rebound by Z. Randolph,79,88
320,3,0:38.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Conley),79,90
321,3,0:30.0,Turnover by J. Barea (lost ball; steal by M. Conley),,79,90
322,3,0:08.0,,Shooting foul by B. Wright (drawn by Z. Randolph),79,90
323,3,0:08.0,,Z. Randolph makes free throw 1 of 2,79,91
324,3,0:08.0,,T. Allen enters the game for M. Conley,79,91
325,3,0:08.0,,Z. Randolph makes free throw 2 of 2,79,92
326,3,0:00.0,J. Crowder misses 2-pt jump shot from 20 ft,,79,92
327,3,0:00.0,,Defensive rebound by T. Prince,79,92
328,4,11:43.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,79,92
329,4,11:41.0,,Defensive rebound by V. Carter,79,92
330,4,11:23.0,,B. Udrih misses 2-pt jump shot from 9 ft,79,92
331,4,11:21.0,Defensive rebound by D. Harris,,79,92
332,4,11:06.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,79,92
333,4,11:06.0,,Defensive rebound by B. Udrih,79,92
334,4,10:56.0,,Turnover by B. Udrih (bad pass; steal by J. Crowder),79,92
335,4,10:45.0,J. Barea makes 2-pt jump shot from 22 ft,,81,92
336,4,10:25.0,,B. Udrih makes 3-pt jump shot from 24 ft (assist by V. Carter),81,95
337,4,10:14.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,81,95
338,4,10:12.0,Offensive rebound by B. Wright,,81,95
339,4,10:05.0,J. Barea misses 2-pt jump shot from 6 ft,,81,95
340,4,10:05.0,Offensive rebound by Team,,81,95
341,4,10:05.0,,Loose ball foul by V. Carter (drawn by B. Wright),81,95
342,4,9:54.0,J. Barea makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),,84,95
343,4,9:29.0,,Z. Randolph misses 2-pt layup from 2 ft,84,95
344,4,9:29.0,Defensive rebound by J. Barea,,84,95
345,4,9:19.0,D. Nowitzki misses 2-pt jump shot from 11 ft,,84,95
346,4,9:17.0,Offensive rebound by B. Wright,,84,95
347,4,9:09.0,J. Barea misses 2-pt jump shot from 8 ft,,84,95
348,4,9:08.0,Offensive rebound by J. Crowder,,84,95
349,4,9:08.0,J. Crowder makes 2-pt tip-in from 1 ft,,86,95
350,4,9:08.0,,Memphis full timeout,86,95
351,4,8:47.0,,V. Carter misses 3-pt jump shot from 25 ft,86,95
352,4,8:47.0,Defensive rebound by D. Nowitzki,,86,95
353,4,8:28.0,Turnover by D. Nowitzki (bad pass; steal by V. Carter),,86,95
354,4,8:18.0,,Z. Randolph misses 2-pt jump shot from 3 ft (block by B. Wright),86,95
355,4,8:18.0,,Offensive rebound by Team,86,95
356,4,8:18.0,,M. Gasol enters the game for Z. Randolph,86,95
357,4,8:18.0,T. Chandler enters the game for D. Nowitzki,,86,95
358,4,8:18.0,C. Parsons enters the game for B. Wright,,86,95
359,4,8:18.0,,Violation by Team (delay of game),86,95
360,4,8:09.0,,V. Carter misses 2-pt jump shot from 17 ft,86,95
361,4,8:08.0,Defensive rebound by D. Harris,,86,95
362,4,8:00.0,J. Barea makes 2-pt jump shot from 19 ft,,88,95
363,4,7:46.0,,B. Udrih makes 2-pt jump shot from 13 ft,88,97
364,4,7:22.0,J. Barea makes 3-pt jump shot from 25 ft (assist by D. Harris),,91,97
365,4,7:00.0,,M. Gasol makes 2-pt jump shot from 9 ft,91,99
366,4,6:39.0,C. Parsons makes 2-pt jump shot from 7 ft,,93,99
367,4,6:21.0,Personal foul by V. Carter (drawn by T. Chandler),,93,99
368,4,6:21.0,,Personal foul by T. Chandler,93,99
369,4,6:21.0,,C. Lee enters the game for V. Carter,93,99
370,4,6:16.0,,B. Udrih makes 2-pt jump shot from 16 ft,93,101
371,4,6:04.0,J. Barea misses 3-pt jump shot from 25 ft,,93,101
372,4,6:03.0,Offensive rebound by D. Harris,,93,101
373,4,5:58.0,C. Parsons misses 3-pt jump shot from 23 ft,,93,101
374,4,5:57.0,,Defensive rebound by J. Leuer,93,101
375,4,5:39.0,,M. Gasol misses 2-pt jump shot from 16 ft,93,101
376,4,5:39.0,Defensive rebound by J. Barea,,93,101
377,4,5:33.0,D. Harris misses 3-pt jump shot from 25 ft,,93,101
378,4,5:32.0,Offensive rebound by T. Chandler,,93,101
379,4,5:27.0,C. Parsons makes 3-pt jump shot from 22 ft (assist by T. Chandler),,96,101
380,4,5:06.0,,Personal foul by T. Chandler (drawn by M. Gasol),96,101
381,4,5:06.0,Official timeout,,96,101
382,4,5:06.0,,M. Conley enters the game for C. Lee,96,101
383,4,4:56.0,,M. Conley misses 2-pt jump shot from 18 ft,96,101
384,4,4:55.0,Defensive rebound by J. Crowder,,96,101
385,4,4:40.0,C. Parsons misses 2-pt layup from 3 ft,,96,101
