,QUARTER,TIME_REMAINING,TORONTO_ACTION,BROOKLYN_ACTION,TORONTO_SCORE,BROOKLYN_SCORE
129,2,8:03.0,,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by J. Jack),34,40
130,2,7:45.0,Personal foul by M. Plumlee (drawn by P. Patterson),,34,40
131,2,7:45.0,,B. Lopez enters the game for M. Plumlee,34,40
132,2,7:45.0,J. Valančiūnas enters the game for T. Hansbrough,,34,40
133,2,7:36.0,D. DeRozan makes 2-pt jump shot from 14 ft,,36,40
134,2,7:36.0,Shooting foul by A. Anderson (drawn by D. DeRozan),,36,40
135,2,7:36.0,D. DeRozan makes free throw 1 of 1,,37,40
136,2,7:15.0,,J. Jack misses 2-pt jump shot from 10 ft,37,40
137,2,7:14.0,Defensive rebound by J. Valančiūnas,,37,40
138,2,7:04.0,J. Johnson misses 2-pt jump shot from 15 ft,,37,40
139,2,7:03.0,,Defensive rebound by J. Jack,37,40
140,2,6:44.0,,Offensive foul by B. Lopez (drawn by J. Valančiūnas),37,40
141,2,6:44.0,,Turnover by B. Lopez (offensive foul),37,40
142,2,6:44.0,,J. Johnson enters the game for A. Anderson,37,40
143,2,6:29.0,G. Vásquez makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,40,40
144,2,6:18.0,,B. Bogdanović misses 2-pt jump shot from 5 ft,40,40
145,2,6:17.0,,Offensive rebound by B. Bogdanović,40,40
146,2,6:16.0,,Shooting foul by D. DeRozan (drawn by B. Bogdanović),40,40
147,2,6:16.0,,B. Bogdanović misses free throw 1 of 2,40,40
148,2,6:16.0,,Offensive rebound by Team,40,40
149,2,6:16.0,,D. Williams enters the game for J. Jack,40,40
150,2,6:16.0,,B. Bogdanović makes free throw 2 of 2,40,41
151,2,6:02.0,G. Vásquez misses 2-pt layup from 3 ft (block by B. Lopez),,40,41
152,2,6:01.0,Offensive rebound by D. DeRozan,,40,41
153,2,5:54.0,Turnover by D. DeRozan (bad pass; steal by T. Young),,40,41
154,2,5:50.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),40,43
155,2,5:40.0,Toronto full timeout,,40,43
156,2,5:40.0,L. Williams enters the game for J. Johnson,,40,43
157,2,5:29.0,D. DeRozan misses 2-pt jump shot from 18 ft,,40,43
158,2,5:28.0,,Defensive rebound by B. Lopez,40,43
159,2,5:15.0,,T. Young makes 2-pt hook shot from 4 ft,40,45
160,2,4:50.0,Shooting foul by D. Williams (drawn by P. Patterson),,40,45
161,2,4:50.0,P. Patterson makes free throw 1 of 3,,41,45
162,2,4:50.0,P. Patterson makes free throw 2 of 3,,42,45
163,2,4:50.0,P. Patterson makes free throw 3 of 3,,43,45
164,2,4:40.0,,B. Lopez makes 2-pt dunk at rim,43,47
165,2,4:23.0,G. Vásquez misses 2-pt layup from 2 ft,,43,47
166,2,4:22.0,Offensive rebound by J. Valančiūnas,,43,47
167,2,4:21.0,J. Valančiūnas makes 2-pt tip-in from 3 ft,,45,47
168,2,4:06.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,45,47
169,2,4:05.0,Defensive rebound by P. Patterson,,45,47
170,2,3:58.0,Shooting foul by D. Williams (drawn by L. Williams),,45,47
171,2,3:58.0,L. Williams makes free throw 1 of 2,,46,47
172,2,3:58.0,A. Johnson enters the game for P. Patterson,,46,47
173,2,3:58.0,,M. Brown enters the game for B. Bogdanović,46,47
174,2,3:58.0,,J. Jack enters the game for D. Williams,46,47
175,2,3:58.0,L. Williams makes free throw 2 of 2,,47,47
176,2,3:36.0,,J. Johnson misses 2-pt jump shot from 17 ft,47,47
177,2,3:35.0,Defensive rebound by J. Valančiūnas,,47,47
178,2,3:25.0,Turnover by G. Vásquez (bad pass; steal by T. Young),,47,47
179,2,3:22.0,,Turnover by T. Young (bad pass),47,47
180,2,3:01.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,47,47
181,2,3:00.0,,Defensive rebound by T. Young,47,47
182,2,2:48.0,,T. Young misses 3-pt jump shot from 25 ft,47,47
183,2,2:47.0,Defensive rebound by G. Vásquez,,47,47
184,2,2:29.0,Shooting foul by J. Johnson (drawn by D. DeRozan),,47,47
185,2,2:29.0,,Brooklyn full timeout,47,47
186,2,2:29.0,D. DeRozan misses free throw 1 of 2,,47,47
187,2,2:29.0,Offensive rebound by Team,,47,47
188,2,2:29.0,D. DeRozan makes free throw 2 of 2,,48,47
189,2,2:12.0,,Turnover by J. Johnson (offensive foul),48,47
190,2,2:12.0,D. DeRozan makes flagrant free throw 1 of 2,,49,47
191,2,2:12.0,,A. Anderson enters the game for J. Johnson,49,47
192,2,2:12.0,D. DeRozan makes flagrant free throw 2 of 2,,50,47
193,2,1:56.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by G. Vásquez),,52,47
194,2,1:30.0,,T. Young makes 2-pt layup from 1 ft,52,49
195,2,1:07.0,A. Johnson makes 2-pt hook shot from 3 ft (assist by L. Williams),,54,49
196,2,0:43.0,,Turnover by A. Anderson (bad pass; steal by J. Valančiūnas),54,49
197,2,0:39.0,Turnover by D. DeRozan (lost ball; steal by T. Young),,54,49
198,2,0:35.0,,Personal foul by J. Valančiūnas (drawn by B. Lopez),54,49
199,2,0:30.0,,J. Jack misses 2-pt jump shot from 15 ft,54,49
200,2,0:28.0,Defensive rebound by L. Williams,,54,49
201,2,0:05.0,D. DeRozan misses 3-pt jump shot from 28 ft,,54,49
202,2,0:04.0,,Defensive rebound by B. Lopez,54,49
203,2,0:01.0,,J. Jack misses 3-pt jump shot from 45 ft,54,49
204,2,0:00.0,,Offensive rebound by Team,54,49
205,3,11:48.0,Personal foul by J. Johnson (drawn by A. Johnson),,54,49
206,3,11:35.0,D. DeRozan makes 2-pt jump shot from 14 ft,,56,49
207,3,11:16.0,,D. Williams misses 3-pt jump shot from 25 ft,56,49
208,3,11:15.0,Defensive rebound by A. Johnson,,56,49
209,3,11:01.0,T. Ross misses 3-pt jump shot from 23 ft,,56,49
210,3,11:00.0,,Defensive rebound by J. Johnson,56,49
211,3,10:54.0,,T. Young misses 2-pt layup from 2 ft,56,49
212,3,10:53.0,Defensive rebound by D. DeRozan,,56,49
213,3,10:38.0,G. Vásquez misses 3-pt jump shot from 24 ft,,56,49
214,3,10:37.0,,Defensive rebound by T. Young,56,49
215,3,10:29.0,,J. Johnson makes 2-pt jump shot from 10 ft,56,51
216,3,10:07.0,J. Valančiūnas makes 2-pt dunk at rim (assist by G. Vásquez),,58,51
217,3,9:49.0,,J. Johnson makes 2-pt jump shot from 12 ft,58,53
218,3,9:26.0,G. Vásquez makes 2-pt jump shot from 8 ft (assist by T. Ross),,60,53
219,3,9:01.0,,M. Brown misses 2-pt layup from 3 ft (block by J. Valančiūnas),60,53
220,3,9:00.0,,Offensive rebound by B. Lopez,60,53
221,3,8:59.0,,Turnover by Team (shot clock),60,53
222,3,8:59.0,Toronto full timeout,,60,53
223,3,8:59.0,P. Patterson enters the game for A. Johnson,,60,53
224,3,8:59.0,,A. Anderson enters the game for M. Brown,60,53
225,3,8:38.0,D. DeRozan makes 2-pt jump shot from 8 ft,,62,53
226,3,8:18.0,,J. Johnson misses 2-pt layup from 1 ft,62,53
227,3,8:17.0,,Offensive rebound by B. Lopez,62,53
228,3,8:16.0,,B. Lopez misses 2-pt tip-in from 2 ft,62,53
229,3,8:15.0,,Offensive rebound by B. Lopez,62,53
230,3,8:14.0,,B. Lopez misses 2-pt tip-in from 1 ft,62,53
231,3,8:13.0,Defensive rebound by D. DeRozan,,62,53
232,3,8:02.0,T. Ross misses 3-pt jump shot from 23 ft,,62,53
233,3,8:01.0,,Defensive rebound by D. Williams,62,53
234,3,7:57.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Williams),62,55
235,3,7:35.0,D. DeRozan misses 3-pt jump shot from 22 ft,,62,55
236,3,7:33.0,Offensive rebound by D. DeRozan,,62,55
237,3,7:30.0,Turnover by D. DeRozan (bad pass; steal by A. Anderson),,62,55
238,3,7:24.0,,D. Williams misses 2-pt layup from 2 ft,62,55
239,3,7:23.0,Defensive rebound by G. Vásquez,,62,55
240,3,7:17.0,D. DeRozan makes 2-pt layup from 2 ft (assist by G. Vásquez),,64,55
241,3,7:00.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Johnson),64,58
242,3,6:47.0,T. Ross misses 2-pt layup from 3 ft,,64,58
243,3,6:46.0,Offensive rebound by J. Valančiūnas,,64,58
244,3,6:41.0,J. Valančiūnas makes 2-pt layup from 1 ft,,66,58
245,3,6:33.0,,D. Williams makes 2-pt layup from 1 ft,66,60
246,3,6:13.0,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by P. Patterson),,68,60
247,3,6:03.0,,D. Williams makes 2-pt jump shot from 18 ft,68,62
248,3,5:49.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),,70,62
249,3,5:49.0,Shooting foul by D. Williams (drawn by J. Valančiūnas),,70,62
250,3,5:49.0,J. Valančiūnas makes free throw 1 of 1,,71,62
251,3,5:31.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by B. Lopez),71,65
252,3,5:15.0,G. Vásquez misses 3-pt jump shot from 24 ft,,71,65
253,3,5:14.0,,Defensive rebound by A. Anderson,71,65
254,3,5:10.0,,Personal foul by P. Patterson (drawn by T. Young),71,65
255,3,5:10.0,L. Williams enters the game for G. Vásquez,,71,65
256,3,5:10.0,,Brooklyn full timeout,71,65
257,3,5:02.0,,D. Williams misses 3-pt jump shot from 25 ft,71,65
258,3,5:01.0,Defensive rebound by P. Patterson,,71,65
259,3,4:43.0,D. DeRozan misses 2-pt jump shot from 16 ft,,71,65
260,3,4:42.0,,Defensive rebound by B. Lopez,71,65
261,3,4:31.0,,Shooting foul by J. Valančiūnas (drawn by T. Young),71,65
262,3,4:31.0,,T. Young makes free throw 1 of 2,71,66
263,3,4:31.0,,B. Bogdanović enters the game for J. Johnson,71,66
264,3,4:31.0,,T. Young misses free throw 2 of 2,71,66
265,3,4:30.0,Defensive rebound by D. DeRozan,,71,66
266,3,4:16.0,J. Valančiūnas misses 2-pt layup from 2 ft,,71,66
267,3,4:15.0,Offensive rebound by J. Valančiūnas,,71,66
268,3,4:13.0,J. Valančiūnas makes 2-pt layup from 1 ft,,73,66
269,3,3:51.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by B. Lopez),73,69
270,3,3:37.0,Turnover by P. Patterson (bad pass; steal by B. Lopez),,73,69
271,3,3:30.0,,T. Young makes 2-pt dunk at rim (assist by D. Williams),73,71
272,3,3:30.0,Toronto full timeout,,73,71
273,3,3:07.0,J. Valančiūnas makes 2-pt dunk at rim (assist by P. Patterson),,75,71
274,3,2:52.0,,B. Lopez makes 2-pt layup from 2 ft (assist by D. Williams),75,73
275,3,2:30.0,Turnover by T. Ross (offensive foul),,75,73
276,3,2:30.0,,Offensive charge foul by T. Ross (drawn by A. Anderson),75,73
277,3,2:30.0,,Brooklyn full timeout,75,73
278,3,2:30.0,J. Johnson enters the game for T. Ross,,75,73
279,3,2:18.0,,Turnover by D. Williams (bad pass; steal by P. Patterson),75,73
280,3,2:01.0,L. Williams makes 2-pt jump shot from 7 ft,,77,73
281,3,1:48.0,,B. Lopez makes 2-pt hook shot from 9 ft (assist by D. Williams),77,75
282,3,1:30.0,P. Patterson misses 2-pt jump shot from 15 ft,,77,75
283,3,1:29.0,,Defensive rebound by B. Lopez,77,75
284,3,1:24.0,,Shooting foul by L. Williams (drawn by T. Young),77,75
285,3,1:24.0,,T. Young misses free throw 1 of 2,77,75
286,3,1:24.0,,Offensive rebound by Team,77,75
287,3,1:24.0,,T. Young misses free throw 2 of 2,77,75
288,3,1:23.0,,Offensive rebound by B. Lopez,77,75
289,3,1:13.0,,B. Lopez misses 2-pt hook shot from 8 ft,77,75
290,3,1:12.0,Defensive rebound by P. Patterson,,77,75
291,3,0:56.0,P. Patterson misses 3-pt jump shot from 25 ft,,77,75
292,3,0:55.0,,Defensive rebound by B. Bogdanović,77,75
293,3,0:40.0,,B. Lopez misses 2-pt hook shot from 6 ft,77,75
294,3,0:38.0,,Offensive rebound by B. Lopez,77,75
295,3,0:38.0,,B. Lopez misses 2-pt layup from 2 ft,77,75
296,3,0:37.0,Defensive rebound by P. Patterson,,77,75
297,3,0:29.0,D. DeRozan makes 2-pt layup from 2 ft (assist by L. Williams),,79,75
298,3,0:11.0,,B. Lopez makes 2-pt hook shot from 8 ft (assist by D. Williams),79,77
299,3,0:02.0,L. Williams misses 3-pt jump shot from 25 ft,,79,77
300,3,0:01.0,,Defensive rebound by A. Anderson,79,77
301,3,0:00.0,,A. Anderson misses 3-pt jump shot from 65 ft,79,77
302,3,0:00.0,,Offensive rebound by Team,79,77
303,4,11:49.0,,D. Williams makes 2-pt jump shot from 7 ft (assist by J. Johnson),79,79
304,4,11:33.0,L. Williams makes 3-pt jump shot from 22 ft (assist by J. Johnson),,82,79
305,4,11:11.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,82,79
306,4,11:10.0,,Offensive rebound by B. Lopez,82,79
307,4,11:06.0,,Shooting foul by T. Hansbrough (drawn by B. Lopez),82,79
308,4,11:06.0,,B. Lopez makes 2-pt layup from 1 ft,82,81
309,4,11:06.0,,B. Lopez makes free throw 1 of 1,82,82
310,4,10:50.0,L. Williams makes 3-pt jump shot from 25 ft,,85,82
311,4,10:33.0,,Personal foul by G. Vásquez (drawn by A. Anderson),85,82
312,4,10:20.0,,A. Anderson makes 2-pt layup from 1 ft,85,84
313,4,10:09.0,Shooting foul by B. Bogdanović (drawn by L. Williams),,85,84
314,4,10:09.0,L. Williams misses free throw 1 of 2,,85,84
315,4,10:09.0,Offensive rebound by Team,,85,84
316,4,10:09.0,L. Williams misses free throw 2 of 2,,85,84
317,4,10:08.0,,Defensive rebound by J. Johnson,85,84
318,4,9:53.0,,B. Lopez makes 2-pt layup from 2 ft,85,86
319,4,9:53.0,,Shooting foul by T. Hansbrough (drawn by B. Lopez),85,86
320,4,9:53.0,,B. Lopez makes free throw 1 of 1,85,87
321,4,9:39.0,L. Williams makes 2-pt jump shot from 9 ft,,87,87
322,4,9:21.0,,Turnover by D. Williams (bad pass; steal by T. Hansbrough),87,87
323,4,9:01.0,L. Williams misses 3-pt jump shot from 25 ft,,87,87
324,4,9:00.0,Offensive rebound by P. Patterson,,87,87
325,4,8:52.0,Turnover by L. Williams (bad pass; steal by B. Bogdanović),,87,87
326,4,8:46.0,,Personal foul by G. Vásquez (drawn by D. Williams),87,87
327,4,8:46.0,Official timeout,,87,87
328,4,8:46.0,D. DeRozan enters the game for P. Patterson,,87,87
329,4,8:46.0,,M. Brown enters the game for B. Bogdanović,87,87
330,4,8:34.0,,B. Lopez makes 2-pt dunk at rim (assist by D. Williams),87,89
331,4,8:17.0,J. Johnson makes 2-pt jump shot from 5 ft,,89,89
332,4,7:53.0,,J. Johnson misses 3-pt jump shot from 26 ft,89,89
333,4,7:52.0,Defensive rebound by G. Vásquez,,89,89
334,4,7:42.0,Shooting foul by A. Anderson (drawn by D. DeRozan),,89,89
335,4,7:42.0,,Technical foul by A. Anderson,89,89
336,4,7:42.0,D. DeRozan makes technical free throw,,90,89
337,4,7:42.0,D. DeRozan makes free throw 1 of 2,,91,89
338,4,7:42.0,T. Ross enters the game for L. Williams,,91,89
339,4,7:42.0,J. Valančiūnas enters the game for T. Hansbrough,,91,89
340,4,7:42.0,D. DeRozan makes free throw 2 of 2,,92,89
341,4,7:30.0,,Personal foul by J. Johnson (drawn by B. Lopez),92,89
342,4,7:30.0,,B. Lopez makes free throw 1 of 2,92,90
343,4,7:30.0,,T. Young enters the game for M. Brown,92,90
344,4,7:30.0,,B. Lopez makes free throw 2 of 2,92,91
345,4,7:08.0,D. DeRozan makes 2-pt jump shot from 16 ft,,94,91
346,4,6:54.0,,J. Johnson misses 3-pt jump shot from 24 ft,94,91
347,4,6:53.0,,Offensive rebound by J. Johnson,94,91
348,4,6:44.0,,J. Johnson misses 2-pt hook shot from 4 ft,94,91
349,4,6:43.0,,Offensive rebound by J. Johnson,94,91
350,4,6:41.0,,J. Johnson makes 2-pt layup from 1 ft,94,93
351,4,6:22.0,Turnover by D. DeRozan (bad pass; steal by J. Johnson),,94,93
352,4,6:17.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Williams),94,95
353,4,5:50.0,J. Johnson misses 3-pt jump shot from 24 ft,,94,95
354,4,5:49.0,Offensive rebound by Team,,94,95
355,4,5:48.0,Turnover by Team (shot clock),,94,95
356,4,5:48.0,,Brooklyn full timeout,94,95
357,4,5:48.0,L. Williams enters the game for G. Vásquez,,94,95
358,4,5:48.0,P. Patterson enters the game for J. Johnson,,94,95
359,4,5:41.0,,B. Lopez makes 2-pt dunk at rim (assist by D. Williams),94,97
360,4,5:26.0,D. DeRozan misses 3-pt jump shot from 24 ft,,94,97
361,4,5:25.0,Offensive rebound by Team,,94,97
362,4,5:25.0,,B. Bogdanović enters the game for A. Anderson,94,97
363,4,5:15.0,L. Williams makes 3-pt jump shot from 24 ft (assist by P. Patterson),,97,97
364,4,4:58.0,,T. Young makes 2-pt hook shot from 5 ft,97,99
365,4,4:38.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by T. Ross),,100,99
366,4,4:22.0,,B. Lopez misses 2-pt jump shot from 13 ft,100,99
367,4,4:21.0,Defensive rebound by P. Patterson,,100,99
368,4,4:08.0,Shooting foul by B. Lopez (drawn by J. Valančiūnas),,100,99
369,4,4:08.0,J. Valančiūnas misses free throw 1 of 2,,100,99
370,4,4:08.0,Offensive rebound by Team,,100,99
371,4,4:08.0,J. Valančiūnas makes free throw 2 of 2,,101,99
372,4,4:00.0,,Shooting block foul by P. Patterson (drawn by T. Young),101,99
373,4,4:00.0,,T. Young makes free throw 1 of 2,101,100
374,4,4:00.0,,T. Young misses free throw 2 of 2,101,100
375,4,3:59.0,Defensive rebound by D. DeRozan,,101,100
376,4,3:35.0,P. Patterson misses 3-pt jump shot from 27 ft,,101,100
377,4,3:34.0,Offensive rebound by Team,,101,100
378,4,3:34.0,Turnover by Team (shot clock),,101,100
379,4,3:25.0,,Shooting foul by J. Valančiūnas (drawn by D. Williams),101,100
380,4,3:25.0,,D. Williams makes free throw 1 of 2,101,101
381,4,3:25.0,,M. Brown enters the game for B. Bogdanović,101,101
