,QUARTER,TIME_REMAINING,BOSTON_ACTION,MEMPHIS_ACTION,BOSTON_SCORE,MEMPHIS_SCORE
385,4,4:24.0,Defensive rebound by J. Sullinger,,86,103
386,4,4:19.0,Turnover by B. Bass (lost ball),,86,103
387,4,4:08.0,,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),86,105
388,4,3:51.0,J. Sullinger makes 3-pt jump shot from 24 ft (assist by J. Green),,89,105
389,4,3:33.0,,M. Gasol misses 2-pt jump shot from 4 ft (block by J. Sullinger),89,105
390,4,3:33.0,,Offensive rebound by Team,89,105
391,4,3:33.0,,Memphis full timeout,89,105
392,4,3:33.0,,C. Lee enters the game for B. Udrih,89,105
393,4,3:27.0,,Turnover by J. Leuer (bad pass; steal by J. Sullinger),89,105
394,4,3:21.0,R. Rondo misses 2-pt jump shot from 21 ft,,89,105
395,4,3:18.0,,Defensive rebound by M. Conley,89,105
396,4,2:58.0,,M. Conley makes 2-pt jump shot from 9 ft,89,107
397,4,2:41.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by R. Rondo),,92,107
398,4,2:28.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),92,109
399,4,2:28.0,Boston full timeout,,92,109
400,4,2:28.0,T. Zeller enters the game for J. Green,,92,109
401,4,2:28.0,P. Pressey enters the game for J. Sullinger,,92,109
402,4,2:28.0,D. Powell enters the game for R. Rondo,,92,109
403,4,2:28.0,J. Young enters the game for B. Bass,,92,109
404,4,2:28.0,,B. Udrih enters the game for M. Conley,92,109
405,4,2:15.0,D. Powell makes 2-pt dunk at rim (assist by P. Pressey),,94,109
406,4,1:56.0,,T. Prince makes 2-pt jump shot from 8 ft,94,111
407,4,1:43.0,A. Bradley makes 2-pt jump shot from 6 ft,,96,111
408,4,1:27.0,,T. Prince makes 2-pt jump shot from 19 ft,96,113
409,4,1:23.0,Personal take foul by B. Udrih (drawn by P. Pressey),,96,113
410,4,1:23.0,,J. Stokes enters the game for M. Gasol,96,113
411,4,1:23.0,,J. Adams enters the game for T. Prince,96,113
412,4,1:23.0,P. Pressey makes free throw 1 of 2,,97,113
413,4,1:23.0,P. Pressey makes free throw 2 of 2,,98,113
414,4,1:14.0,,Shooting foul by D. Powell (drawn by J. Adams),98,113
415,4,1:14.0,,J. Adams makes free throw 1 of 2,98,114
416,4,1:14.0,,J. Adams makes free throw 2 of 2,98,115
417,4,1:09.0,,Violation by C. Lee (kicked ball),98,115
418,4,1:00.0,J. Young misses 3-pt jump shot from 25 ft,,98,115
419,4,0:59.0,Offensive rebound by T. Zeller,,98,115
420,4,0:57.0,T. Zeller misses 2-pt layup at rim,,98,115
421,4,0:56.0,Offensive rebound by T. Zeller,,98,115
422,4,0:56.0,,Loose ball foul by J. Stokes (drawn by T. Zeller),98,115
423,4,0:56.0,T. Zeller makes free throw 1 of 2,,99,115
424,4,0:56.0,T. Zeller makes free throw 2 of 2,,100,115
425,4,0:43.0,,J. Adams misses 2-pt jump shot from 18 ft,100,115
426,4,0:42.0,,Offensive rebound by J. Stokes,100,115
427,4,0:37.0,,J. Leuer makes 2-pt layup from 1 ft (assist by J. Stokes),100,117
428,4,0:22.0,,Offensive charge foul by T. Zeller (drawn by J. Stokes),100,117
429,4,0:22.0,Turnover by T. Zeller (offensive foul),,100,117
