,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ORLANDO_ACTION,PHILADELPHIA_SCORE,ORLANDO_SCORE
71,1,1:49.0,N. Noel makes 2-pt jump shot from 18 ft (assist by J. Grant),,21,22
72,1,1:32.0,,Turnover by E. Fournier (lost ball; steal by F. Aldemir),21,22
73,1,1:25.0,J. Sampson misses 2-pt layup at rim,,21,22
74,1,1:21.0,,Defensive rebound by N. Vučević,21,22
75,1,1:18.0,,V. Oladipo makes 2-pt jump shot from 18 ft,21,24
76,1,1:10.0,Turnover by T. Frazier (bad pass; steal by A. Nicholson),,21,24
77,1,1:07.0,,A. Nicholson makes 2-pt layup from 1 ft,21,26
78,1,1:07.0,,Shooting foul by T. Frazier (drawn by A. Nicholson),21,26
79,1,1:07.0,,D. Dedmon enters the game for N. Vučević,21,26
80,1,1:07.0,J. McGee enters the game for F. Aldemir,,21,26
81,1,1:07.0,H. Thompson enters the game for N. Noel,,21,26
82,1,1:07.0,,A. Nicholson makes free throw 1 of 1,21,27
83,1,0:57.0,J. Grant makes 2-pt jump shot from 20 ft,,23,27
84,1,0:44.0,,V. Oladipo makes 2-pt layup from 2 ft,23,29
85,1,0:23.0,T. Frazier misses 2-pt jump shot from 19 ft,,23,29
86,1,0:20.0,,Defensive rebound by Team,23,29
87,1,0:03.0,,Turnover by V. Oladipo (bad pass),23,29
88,1,0:00.0,J. Sampson misses 3-pt jump shot from 46 ft,,23,29
89,1,0:00.0,Offensive rebound by Team,,23,29
90,2,11:41.0,Violation by J. McGee (def goaltending),,23,29
91,2,11:41.0,,A. Nicholson makes 2-pt hook shot from 7 ft,23,31
92,2,11:32.0,Turnover by H. Thompson (bad pass),,23,31
93,2,11:16.0,,L. Ridnour makes 2-pt jump shot from 15 ft (assist by A. Nicholson),23,33
94,2,10:59.0,J. McGee makes 2-pt hook shot from 8 ft,,25,33
95,2,10:45.0,,A. Nicholson misses 2-pt hook shot from 6 ft,25,33
96,2,10:43.0,Defensive rebound by T. Frazier,,25,33
97,2,10:37.0,J. Grant makes 3-pt jump shot from 23 ft (assist by T. Frazier),,28,33
98,2,10:37.0,Shooting foul by A. Nicholson (drawn by J. Grant),,28,33
99,2,10:37.0,J. Grant makes free throw 1 of 1,,29,33
100,2,10:15.0,,A. Nicholson misses 3-pt hook shot from 28 ft,29,33
101,2,10:14.0,Defensive rebound by J. McGee,,29,33
102,2,10:07.0,H. Thompson makes 3-pt jump shot from 29 ft (assist by T. Frazier),,32,33
103,2,10:06.0,,Orlando full timeout,32,33
104,2,10:06.0,,T. Harris enters the game for A. Nicholson,32,33
105,2,9:50.0,,Turnover by T. Harris (bad pass; steal by J. Sampson),32,33
106,2,9:46.0,Shooting foul by D. Dedmon (drawn by J. Grant),,32,33
107,2,9:46.0,J. Grant makes free throw 1 of 2,,33,33
108,2,9:46.0,J. Grant misses free throw 2 of 2,,33,33
109,2,9:45.0,,Defensive rebound by D. Dedmon,33,33
110,2,9:35.0,,W. Green misses 3-pt jump shot from 24 ft,33,33
111,2,9:34.0,,Offensive rebound by L. Ridnour,33,33
112,2,9:22.0,Violation by J. McGee (def goaltending),,33,33
113,2,9:22.0,,T. Harris makes 2-pt jump shot from 8 ft,33,35
114,2,9:05.0,T. Frazier makes 2-pt jump shot from 22 ft,,35,35
115,2,9:01.0,,Personal foul by T. Frazier (drawn by L. Ridnour),35,35
116,2,9:01.0,R. Covington enters the game for J. Grant,,35,35
117,2,8:49.0,,W. Green makes 2-pt jump shot from 19 ft (assist by T. Harris),35,37
118,2,8:43.0,Shooting foul by L. Ridnour (drawn by T. Frazier),,35,37
119,2,8:43.0,T. Frazier misses free throw 1 of 2,,35,37
120,2,8:43.0,Offensive rebound by Team,,35,37
121,2,8:43.0,,E. Payton enters the game for L. Ridnour,35,37
122,2,8:43.0,T. Frazier makes free throw 2 of 2,,36,37
123,2,8:31.0,,Turnover by T. Harris (lost ball),36,37
124,2,8:31.0,I. Canaan enters the game for T. Frazier,,36,37
125,2,8:21.0,Turnover by J. McGee (lost ball),,36,37
126,2,8:21.0,,V. Oladipo enters the game for E. Fournier,36,37
127,2,8:08.0,,W. Green makes 3-pt jump shot from 24 ft (assist by E. Payton),36,40
128,2,7:47.0,R. Covington makes 3-pt jump shot from 24 ft,,39,40
129,2,7:31.0,,Offensive foul by D. Dedmon (drawn by I. Canaan),39,40
130,2,7:31.0,,Turnover by D. Dedmon (offensive foul),39,40
131,2,7:31.0,,N. Vučević enters the game for D. Dedmon,39,40
132,2,7:31.0,N. Noel enters the game for J. McGee,,39,40
133,2,7:09.0,I. Canaan makes 3-pt jump shot from 26 ft,,42,40
134,2,6:49.0,Offensive charge foul by T. Harris (drawn by I. Canaan),,42,40
135,2,6:49.0,,Turnover by T. Harris (offensive foul),42,40
136,2,6:49.0,J. Richardson enters the game for J. Sampson,,42,40
137,2,6:49.0,,C. Frye enters the game for T. Harris,42,40
138,2,6:35.0,R. Covington misses 2-pt jump shot from 19 ft,,42,40
139,2,6:32.0,Offensive rebound by I. Canaan,,42,40
140,2,6:18.0,H. Thompson misses 2-pt jump shot from 10 ft,,42,40
141,2,6:17.0,,Defensive rebound by C. Frye,42,40
142,2,6:09.0,,C. Frye misses 3-pt jump shot from 24 ft,42,40
143,2,6:08.0,Defensive rebound by J. Richardson,,42,40
144,2,6:01.0,J. Richardson misses 3-pt jump shot from 24 ft,,42,40
145,2,6:00.0,,Defensive rebound by Team,42,40
146,2,5:49.0,,E. Payton misses 2-pt jump shot from 7 ft (block by I. Canaan),42,40
147,2,5:49.0,,Offensive rebound by Team,42,40
148,2,5:49.0,Official timeout,,42,40
149,2,5:43.0,,N. Vučević misses 2-pt jump shot from 16 ft,42,40
150,2,5:42.0,Defensive rebound by R. Covington,,42,40
151,2,5:34.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by R. Covington),,45,40
152,2,5:18.0,,V. Oladipo misses 3-pt jump shot from 26 ft,45,40
153,2,5:17.0,,Offensive rebound by N. Vučević,45,40
154,2,5:08.0,,N. Vučević makes 2-pt layup from 1 ft (assist by W. Green),45,42
155,2,5:08.0,,Shooting foul by J. Richardson (drawn by N. Vučević),45,42
156,2,5:08.0,,N. Vučević makes free throw 1 of 1,45,43
157,2,4:58.0,Turnover by I. Canaan (bad pass),,45,43
158,2,4:58.0,,Personal foul by N. Noel (drawn by V. Oladipo),45,43
159,2,4:58.0,,A. Gordon enters the game for C. Frye,45,43
160,2,4:44.0,,W. Green makes 2-pt layup from 2 ft (assist by A. Gordon),45,45
161,2,4:36.0,Turnover by R. Covington (lost ball; steal by E. Payton),,45,45
162,2,4:31.0,,A. Gordon misses 2-pt layup from 1 ft,45,45
163,2,4:29.0,,Offensive rebound by A. Gordon,45,45
164,2,4:29.0,,A. Gordon misses 2-pt tip-in from 1 ft,45,45
165,2,4:26.0,Defensive rebound by R. Covington,,45,45
166,2,4:18.0,I. Canaan misses 3-pt jump shot from 26 ft,,45,45
167,2,4:17.0,,Defensive rebound by N. Vučević,45,45
168,2,4:10.0,,V. Oladipo misses 2-pt layup from 1 ft,45,45
169,2,4:08.0,,Offensive rebound by N. Vučević,45,45
170,2,4:08.0,,N. Vučević makes 2-pt tip-in at rim,45,47
171,2,3:50.0,Shooting foul by N. Vučević (drawn by N. Noel),,45,47
172,2,3:50.0,N. Noel makes free throw 1 of 2,,46,47
173,2,3:50.0,H. Sims enters the game for H. Thompson,,46,47
174,2,3:50.0,N. Noel makes free throw 2 of 2,,47,47
175,2,3:37.0,,E. Payton makes 2-pt layup from 2 ft,47,49
176,2,3:26.0,R. Covington misses 3-pt jump shot from 24 ft,,47,49
177,2,3:24.0,,Defensive rebound by V. Oladipo,47,49
178,2,3:23.0,,Shooting foul by H. Sims (drawn by V. Oladipo),47,49
179,2,3:23.0,,V. Oladipo makes free throw 1 of 2,47,50
180,2,3:23.0,,V. Oladipo makes free throw 2 of 2,47,51
181,2,3:16.0,Turnover by I. Canaan (lost ball),,47,51
182,2,3:00.0,,Turnover by V. Oladipo (bad pass; steal by R. Covington),47,51
183,2,2:53.0,Philadelphia full timeout,,47,51
184,2,2:39.0,N. Noel misses 2-pt jump shot from 14 ft,,47,51
185,2,2:39.0,Offensive rebound by Team,,47,51
186,2,2:35.0,N. Noel misses 2-pt jump shot from 20 ft,,47,51
187,2,2:33.0,,Defensive rebound by N. Vučević,47,51
188,2,2:24.0,,A. Gordon misses 3-pt jump shot from 25 ft,47,51
189,2,2:23.0,Defensive rebound by R. Covington,,47,51
190,2,2:11.0,H. Sims misses 2-pt hook shot from 11 ft,,47,51
191,2,2:09.0,,Defensive rebound by E. Payton,47,51
192,2,2:09.0,,Turnover by E. Payton (step out of bounds),47,51
193,2,2:08.0,Turnover by R. Covington (bad pass; steal by A. Gordon),,47,51
194,2,2:04.0,,Shooting foul by I. Canaan (drawn by V. Oladipo),47,51
195,2,2:04.0,,V. Oladipo makes free throw 1 of 2,47,52
196,2,2:04.0,J. Grant enters the game for R. Covington,,47,52
197,2,2:04.0,,V. Oladipo makes free throw 2 of 2,47,53
198,2,1:42.0,Turnover by I. Canaan (bad pass; steal by W. Green),,47,53
199,2,1:39.0,,W. Green makes 2-pt dunk at rim,47,55
200,2,1:12.0,I. Canaan misses 2-pt jump shot from 20 ft,,47,55
201,2,1:11.0,,Defensive rebound by A. Gordon,47,55
202,2,0:57.0,,N. Vučević misses 2-pt layup from 2 ft (block by N. Noel),47,55
203,2,0:55.0,Defensive rebound by J. Richardson,,47,55
204,2,0:48.0,J. Richardson misses 3-pt jump shot from 23 ft,,47,55
205,2,0:46.0,,Defensive rebound by W. Green,47,55
206,2,0:30.0,,A. Gordon misses 2-pt jump shot from 11 ft,47,55
207,2,0:29.0,Defensive rebound by N. Noel,,47,55
208,2,0:24.0,Philadelphia full timeout,,47,55
209,2,0:06.0,J. Richardson misses 2-pt jump shot from 5 ft,,47,55
210,2,0:03.0,Offensive rebound by H. Sims,,47,55
211,2,0:01.0,H. Sims misses 2-pt jump shot from 8 ft,,47,55
212,2,0:00.0,,Defensive rebound by E. Payton,47,55
213,3,11:50.0,,Turnover by V. Oladipo (step out of bounds),47,55
214,3,11:40.0,H. Sims misses 2-pt jump shot from 21 ft,,47,55
215,3,11:37.0,Offensive rebound by H. Sims,,47,55
216,3,11:28.0,I. Canaan misses 3-pt jump shot from 27 ft,,47,55
217,3,11:26.0,,Defensive rebound by V. Oladipo,47,55
218,3,11:13.0,,T. Harris misses 3-pt jump shot from 23 ft,47,55
219,3,11:11.0,,Offensive rebound by N. Vučević,47,55
220,3,11:11.0,,N. Vučević misses 2-pt tip-in at rim,47,55
221,3,11:08.0,Defensive rebound by H. Sims,,47,55
222,3,10:51.0,H. Sims makes 2-pt jump shot from 19 ft (assist by I. Canaan),,49,55
223,3,10:33.0,,T. Harris misses 3-pt jump shot from 24 ft,49,55
224,3,10:32.0,Defensive rebound by H. Sims,,49,55
225,3,10:26.0,I. Canaan misses 2-pt jump shot from 3 ft (block by C. Frye),,49,55
226,3,10:24.0,,Defensive rebound by E. Payton,49,55
227,3,10:17.0,,C. Frye misses 3-pt jump shot from 25 ft,49,55
228,3,10:15.0,Defensive rebound by R. Covington,,49,55
229,3,10:10.0,Offensive foul by H. Sims (drawn by C. Frye),,49,55
230,3,10:10.0,Turnover by H. Sims (offensive foul),,49,55
231,3,9:51.0,,Turnover by V. Oladipo (lost ball; steal by N. Noel),49,55
232,3,9:49.0,Personal foul by C. Frye (drawn by R. Covington),,49,55
233,3,9:35.0,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Richardson),,52,55
234,3,9:19.0,,E. Payton misses 2-pt jump shot from 2 ft,52,55
235,3,9:18.0,,Offensive rebound by N. Vučević,52,55
236,3,9:18.0,,N. Vučević makes 2-pt tip-in from 1 ft,52,57
237,3,8:49.0,Personal foul by V. Oladipo (drawn by J. Richardson),,52,57
238,3,8:37.0,H. Sims misses 2-pt jump shot from 16 ft,,52,57
239,3,8:36.0,Offensive rebound by J. Richardson,,52,57
240,3,8:23.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by H. Sims),,55,57
241,3,8:05.0,,N. Vučević misses 2-pt jump shot from 14 ft,55,57
242,3,8:03.0,Defensive rebound by H. Sims,,55,57
243,3,7:57.0,I. Canaan makes 3-pt jump shot from 28 ft,,58,57
244,3,7:56.0,,Orlando full timeout,58,57
245,3,7:56.0,,W. Green enters the game for T. Harris,58,57
246,3,7:44.0,,Personal foul by N. Noel (drawn by N. Vučević),58,57
247,3,7:36.0,,V. Oladipo misses 3-pt jump shot from 26 ft,58,57
248,3,7:34.0,,Offensive rebound by N. Vučević,58,57
249,3,7:34.0,,N. Vučević makes 2-pt tip-in at rim,58,59
250,3,7:26.0,Personal foul by V. Oladipo (drawn by J. Richardson),,58,59
251,3,7:22.0,I. Canaan misses 3-pt jump shot from 25 ft,,58,59
252,3,7:21.0,,Defensive rebound by C. Frye,58,59
253,3,7:00.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),58,61
254,3,6:50.0,R. Covington misses 3-pt jump shot from 24 ft,,58,61
255,3,6:48.0,,Defensive rebound by V. Oladipo,58,61
256,3,6:42.0,,Shooting foul by J. Richardson (drawn by N. Vučević),58,61
257,3,6:42.0,,N. Vučević makes free throw 1 of 2,58,62
258,3,6:42.0,,N. Vučević misses free throw 2 of 2,58,62
259,3,6:41.0,Defensive rebound by R. Covington,,58,62
260,3,6:31.0,Turnover by H. Sims (bad pass),,58,62
261,3,6:20.0,,C. Frye misses 3-pt jump shot from 26 ft,58,62
262,3,6:19.0,Defensive rebound by Team,,58,62
263,3,5:57.0,J. Richardson makes 2-pt jump shot from 9 ft (assist by N. Noel),,60,62
264,3,5:32.0,,N. Vučević makes 2-pt layup from 1 ft,60,64
265,3,5:13.0,J. Richardson misses 3-pt jump shot from 24 ft,,60,64
266,3,5:12.0,,Defensive rebound by N. Vučević,60,64
267,3,5:05.0,,W. Green misses 2-pt jump shot from 20 ft,60,64
268,3,5:04.0,Defensive rebound by R. Covington,,60,64
269,3,4:49.0,N. Noel misses 2-pt hook shot from 3 ft,,60,64
270,3,4:46.0,Offensive rebound by I. Canaan,,60,64
271,3,4:44.0,Personal foul by C. Frye (drawn by N. Noel),,60,64
272,3,4:44.0,H. Thompson enters the game for J. Richardson,,60,64
273,3,4:38.0,H. Sims misses 2-pt jump shot from 18 ft,,60,64
274,3,4:36.0,,Defensive rebound by N. Vučević,60,64
275,3,4:28.0,,E. Payton makes 2-pt layup from 1 ft,60,66
276,3,4:07.0,Personal foul by E. Payton (drawn by N. Noel),,60,66
277,3,4:07.0,N. Noel makes free throw 1 of 2,,61,66
278,3,4:07.0,,E. Fournier enters the game for V. Oladipo,61,66
279,3,4:07.0,J. Sampson enters the game for I. Canaan,,61,66
280,3,4:07.0,T. Frazier enters the game for H. Sims,,61,66
281,3,4:07.0,N. Noel misses free throw 2 of 2,,61,66
282,3,4:06.0,,Defensive rebound by C. Frye,61,66
283,3,3:48.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Fournier),61,69
284,3,3:32.0,J. Sampson misses 3-pt jump shot from 25 ft,,61,69
285,3,3:31.0,,Defensive rebound by N. Vučević,61,69
286,3,3:20.0,,C. Frye misses 3-pt jump shot from 25 ft,61,69
287,3,3:19.0,Defensive rebound by N. Noel,,61,69
288,3,3:14.0,Philadelphia full timeout,,61,69
289,3,3:14.0,,A. Gordon enters the game for C. Frye,61,69
290,3,2:59.0,R. Covington makes 2-pt layup from 1 ft (assist by N. Noel),,63,69
291,3,2:41.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),63,71
292,3,2:29.0,N. Noel makes 2-pt jump shot from 13 ft (assist by T. Frazier),,65,71
293,3,2:13.0,,N. Vučević makes 2-pt hook shot from 8 ft (assist by E. Payton),65,73
294,3,1:58.0,J. Sampson makes 2-pt jump shot from 5 ft,,67,73
295,3,1:47.0,,Personal foul by R. Covington (drawn by N. Vučević),67,73
296,3,1:47.0,J. McGee enters the game for R. Covington,,67,73
297,3,1:47.0,F. Aldemir enters the game for N. Noel,,67,73
298,3,1:41.0,,E. Payton misses 2-pt jump shot from 8 ft,67,73
299,3,1:39.0,Defensive rebound by J. McGee,,67,73
300,3,1:21.0,F. Aldemir misses 2-pt layup from 2 ft,,67,73
301,3,1:19.0,Offensive rebound by H. Thompson,,67,73
302,3,1:19.0,H. Thompson misses 2-pt tip-in at rim,,67,73
303,3,1:17.0,,Defensive rebound by E. Payton,67,73
304,3,1:10.0,,W. Green misses 3-pt jump shot from 24 ft,67,73
305,3,1:10.0,,Offensive rebound by A. Gordon,67,73
306,3,1:10.0,,A. Gordon makes 2-pt layup from 1 ft,67,75
307,3,1:10.0,,Shooting foul by F. Aldemir (drawn by A. Gordon),67,75
308,3,1:10.0,,L. Ridnour enters the game for E. Payton,67,75
309,3,1:10.0,,A. Gordon makes free throw 1 of 1,67,76
310,3,0:53.0,J. McGee misses 2-pt hook shot from 11 ft,,67,76
311,3,0:51.0,Offensive rebound by F. Aldemir,,67,76
312,3,0:42.0,Turnover by J. Sampson (bad pass),,67,76
313,3,0:42.0,,D. Dedmon enters the game for N. Vučević,67,76
314,3,0:37.0,,W. Green misses 3-pt jump shot from 24 ft,67,76
315,3,0:36.0,Defensive rebound by J. McGee,,67,76
316,3,0:25.0,H. Thompson makes 2-pt layup at rim (assist by T. Frazier),,69,76
317,3,0:02.0,,L. Ridnour misses 3-pt jump shot from 22 ft,69,76
318,3,0:01.0,,Offensive rebound by D. Dedmon,69,76
319,3,0:00.0,,D. Dedmon misses 2-pt layup at rim (block by J. Sampson),69,76
320,3,0:00.0,,Offensive rebound by Team,69,76
321,4,11:35.0,H. Thompson makes 2-pt jump shot from 11 ft,,71,76
322,4,11:17.0,,W. Green makes 3-pt jump shot from 23 ft (assist by E. Fournier),71,79
323,4,11:00.0,Turnover by F. Aldemir (bad pass),,71,79
324,4,10:53.0,,Offensive foul by D. Dedmon (drawn by J. McGee),71,79
325,4,10:53.0,,Turnover by D. Dedmon (offensive foul),71,79
326,4,10:39.0,Turnover by J. McGee (bad pass; steal by L. Ridnour),,71,79
327,4,10:31.0,,E. Fournier misses 2-pt layup from 2 ft,71,79
328,4,10:30.0,Defensive rebound by T. Frazier,,71,79
329,4,10:30.0,Personal foul by D. Dedmon (drawn by T. Frazier),,71,79
330,4,10:18.0,H. Thompson makes 2-pt jump shot from 12 ft,,73,79
331,4,9:58.0,,Turnover by L. Ridnour (bad pass; steal by T. Frazier),73,79
332,4,9:55.0,T. Frazier makes 2-pt layup from 1 ft,,75,79
333,4,9:55.0,Shooting foul by A. Gordon (drawn by T. Frazier),,75,79
334,4,9:55.0,,T. Harris enters the game for A. Gordon,75,79
335,4,9:55.0,,V. Oladipo enters the game for E. Fournier,75,79
336,4,9:55.0,T. Frazier makes free throw 1 of 1,,76,79
337,4,9:47.0,,W. Green makes 2-pt jump shot from 20 ft,76,81
338,4,9:31.0,J. Sampson makes 3-pt jump shot from 25 ft (assist by T. Frazier),,79,81
339,4,9:05.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by W. Green),79,84
340,4,8:48.0,T. Frazier misses 3-pt jump shot from 26 ft,,79,84
341,4,8:47.0,Offensive rebound by F. Aldemir,,79,84
342,4,8:42.0,T. Frazier misses 2-pt jump shot from 8 ft,,79,84
343,4,8:39.0,Offensive rebound by F. Aldemir,,79,84
344,4,8:34.0,H. Thompson misses 3-pt jump shot from 25 ft,,79,84
345,4,8:33.0,,Defensive rebound by Team,79,84
346,4,8:33.0,Official timeout,,79,84
347,4,8:33.0,J. Richardson enters the game for F. Aldemir,,79,84
348,4,8:33.0,R. Covington enters the game for J. Sampson,,79,84
349,4,8:13.0,,V. Oladipo misses 2-pt jump shot from 15 ft,79,84
350,4,8:11.0,Defensive rebound by H. Thompson,,79,84
351,4,7:53.0,R. Covington misses 3-pt jump shot from 25 ft,,79,84
352,4,7:52.0,,Defensive rebound by Team,79,84
353,4,7:52.0,Loose ball foul by J. Richardson (drawn by L. Ridnour),,79,84
354,4,7:52.0,,E. Payton enters the game for L. Ridnour,79,84
355,4,7:52.0,,N. Vučević enters the game for D. Dedmon,79,84
356,4,7:36.0,,Turnover by W. Green (bad pass; steal by H. Thompson),79,84
357,4,7:24.0,T. Frazier misses 3-pt jump shot from 24 ft,,79,84
358,4,7:22.0,,Defensive rebound by T. Harris,79,84
359,4,7:17.0,,V. Oladipo makes 2-pt layup from 1 ft,79,86
360,4,7:15.0,,Violation by Team (delay of game),79,86
361,4,6:52.0,H. Thompson misses 3-pt jump shot from 25 ft,,79,86
362,4,6:51.0,,Defensive rebound by E. Payton,79,86
363,4,6:44.0,,E. Payton misses 2-pt layup from 1 ft,79,86
364,4,6:42.0,,Offensive rebound by V. Oladipo,79,86
365,4,6:27.0,,N. Vučević misses 2-pt jump shot from 4 ft,79,86
366,4,6:26.0,,Offensive rebound by E. Payton,79,86
367,4,6:11.0,,N. Vučević makes 2-pt hook shot from 4 ft,79,88
368,4,6:05.0,Philadelphia full timeout,,79,88
369,4,6:05.0,N. Noel enters the game for T. Frazier,,79,88
370,4,6:05.0,I. Canaan enters the game for J. McGee,,79,88
371,4,6:00.0,Turnover by J. Richardson (bad pass; steal by W. Green),,79,88
372,4,5:56.0,,Shooting foul by R. Covington (drawn by V. Oladipo),79,88
373,4,5:56.0,,V. Oladipo makes free throw 1 of 2,79,89
374,4,5:56.0,,V. Oladipo misses free throw 2 of 2,79,89
375,4,5:56.0,Defensive rebound by R. Covington,,79,89
376,4,5:48.0,R. Covington misses 3-pt jump shot from 25 ft,,79,89
377,4,5:47.0,,Defensive rebound by E. Payton,79,89
378,4,5:36.0,,T. Harris makes 2-pt dunk at rim (assist by E. Payton),79,91
379,4,5:35.0,Philadelphia full timeout,,79,91
380,4,5:18.0,R. Covington makes 2-pt layup from 1 ft (assist by H. Thompson),,81,91
381,4,5:18.0,Shooting foul by N. Vučević (drawn by R. Covington),,81,91
382,4,5:18.0,J. Sampson enters the game for J. Richardson,,81,91
383,4,5:18.0,R. Covington makes free throw 1 of 1,,82,91
384,4,5:03.0,,Personal foul by R. Covington (drawn by N. Vučević),82,91
385,4,4:50.0,,V. Oladipo misses 3-pt jump shot from 27 ft,82,91
386,4,4:49.0,Defensive rebound by J. Sampson,,82,91
387,4,4:45.0,Personal foul by W. Green (drawn by I. Canaan),,82,91
388,4,4:38.0,I. Canaan makes 2-pt jump shot from 7 ft,,84,91
