,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
132,2,9:49.0,,Defensive rebound by J. Richardson,30,28
133,2,9:39.0,,J. Richardson misses 2-pt jump shot from 14 ft,30,28
134,2,9:37.0,Defensive rebound by K. Séraphin,,30,28
135,2,9:27.0,R. Sessions makes 2-pt jump shot from 3 ft,,32,28
136,2,9:18.0,,I. Smith misses 2-pt jump shot from 6 ft,32,28
137,2,9:16.0,Defensive rebound by R. Butler,,32,28
138,2,9:01.0,Turnover by D. Gooden (bad pass; steal by J. Grant),,32,28
139,2,8:53.0,,Personal foul by R. Sessions (drawn by J. Grant),32,28
140,2,8:53.0,N. Hilário enters the game for D. Gooden,,32,28
141,2,8:53.0,,R. Covington enters the game for H. Thompson,32,28
142,2,8:53.0,,I. Smith misses 2-pt layup at rim (block by K. Séraphin),32,28
143,2,8:52.0,Defensive rebound by R. Sessions,,32,28
144,2,8:44.0,R. Butler misses 3-pt jump shot from 25 ft,,32,28
145,2,8:42.0,,Defensive rebound by R. Covington,32,28
146,2,8:14.0,,Shooting foul by R. Sessions (drawn by H. Sims),32,28
147,2,8:14.0,,H. Sims makes free throw 1 of 2,32,29
148,2,8:14.0,,H. Sims makes free throw 2 of 2,32,30
149,2,7:58.0,R. Butler makes 3-pt jump shot from 26 ft (assist by R. Sessions),,35,30
150,2,7:40.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by I. Smith),35,33
151,2,7:23.0,Shooting foul by R. Covington (drawn by R. Sessions),,35,33
152,2,7:23.0,R. Sessions makes free throw 1 of 2,,36,33
153,2,7:23.0,,N. Noel enters the game for J. Grant,36,33
154,2,7:23.0,O. Porter enters the game for M. Webster,,36,33
155,2,7:23.0,J. Wall enters the game for R. Sessions,,36,33
156,2,7:23.0,R. Sessions misses free throw 2 of 2,,36,33
157,2,7:23.0,Offensive rebound by Team,,36,33
158,2,7:09.0,J. Wall misses 2-pt jump shot from 16 ft,,36,33
159,2,7:08.0,,Defensive rebound by N. Noel,36,33
160,2,7:00.0,,Shooting foul by N. Hilário (drawn by N. Noel),36,33
161,2,7:00.0,,N. Noel makes free throw 1 of 2,36,34
162,2,7:00.0,M. Gortat enters the game for N. Hilário,,36,34
163,2,7:00.0,,N. Noel misses free throw 2 of 2,36,34
164,2,6:59.0,Defensive rebound by M. Gortat,,36,34
165,2,6:35.0,J. Wall misses 3-pt jump shot from 25 ft,,36,34
166,2,6:33.0,,Defensive rebound by Team,36,34
167,2,6:18.0,,H. Sims misses 2-pt jump shot from 20 ft,36,34
168,2,6:17.0,Defensive rebound by R. Butler,,36,34
169,2,6:04.0,O. Porter misses 3-pt jump shot from 23 ft,,36,34
170,2,6:02.0,Offensive rebound by Team,,36,34
171,2,5:50.0,O. Porter misses 2-pt jump shot from 12 ft,,36,34
172,2,5:49.0,,Defensive rebound by H. Sims,36,34
173,2,5:42.0,,Philadelphia full timeout,36,34
174,2,5:42.0,Official timeout,,36,34
175,2,5:42.0,,I. Canaan enters the game for I. Smith,36,34
176,2,5:33.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by J. Richardson),36,37
177,2,5:33.0,,Shooting foul by O. Porter (drawn by R. Covington),36,37
178,2,5:33.0,,R. Covington makes free throw 1 of 1,36,38
179,2,5:18.0,R. Butler makes 2-pt jump shot from 18 ft (assist by J. Wall),,38,38
180,2,4:46.0,,I. Canaan misses 3-pt jump shot from 25 ft,38,38
181,2,4:44.0,Defensive rebound by M. Gortat,,38,38
182,2,4:40.0,Shooting block foul by J. Richardson (drawn by J. Wall),,38,38
183,2,4:40.0,J. Wall makes free throw 1 of 2,,39,38
184,2,4:40.0,,L. Mbah a Moute enters the game for H. Sims,39,38
185,2,4:40.0,J. Wall makes free throw 2 of 2,,40,38
186,2,4:23.0,,I. Canaan misses 3-pt jump shot from 24 ft,40,38
187,2,4:20.0,Defensive rebound by R. Butler,,40,38
188,2,4:13.0,J. Wall misses 2-pt layup from 2 ft,,40,38
189,2,4:11.0,,Defensive rebound by R. Covington,40,38
190,2,4:08.0,,J. Richardson misses 3-pt jump shot from 26 ft,40,38
191,2,4:06.0,Defensive rebound by J. Wall,,40,38
192,2,4:00.0,J. Wall misses 2-pt layup from 1 ft,,40,38
193,2,3:57.0,,Defensive rebound by N. Noel,40,38
194,2,3:36.0,,N. Noel makes 2-pt jump shot from 14 ft (assist by J. Richardson),40,40
195,2,3:23.0,M. Gortat misses 2-pt jump shot from 9 ft (block by N. Noel),,40,40
196,2,3:21.0,,Defensive rebound by I. Canaan,40,40
197,2,3:16.0,,I. Canaan misses 2-pt layup from 2 ft (block by J. Wall),40,40
198,2,3:15.0,Defensive rebound by O. Porter,,40,40
199,2,3:15.0,Personal foul by N. Noel (drawn by O. Porter),,40,40
200,2,3:15.0,G. Temple enters the game for R. Butler,,40,40
201,2,3:15.0,Washington full timeout,,40,40
202,2,2:58.0,J. Wall misses 2-pt jump shot from 6 ft,,40,40
203,2,2:56.0,,Defensive rebound by N. Noel,40,40
204,2,2:49.0,,L. Mbah a Moute misses 3-pt jump shot from 25 ft,40,40
205,2,2:48.0,,Offensive rebound by N. Noel,40,40
206,2,2:33.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by J. Richardson),40,43
207,2,2:15.0,G. Temple misses 2-pt jump shot from 6 ft,,40,43
208,2,2:15.0,Offensive rebound by Team,,40,43
209,2,2:15.0,,Loose ball foul by N. Noel (drawn by M. Gortat),40,43
210,2,2:15.0,R. Butler enters the game for O. Porter,,40,43
211,2,2:15.0,M. Gortat misses free throw 1 of 2,,40,43
212,2,2:15.0,Offensive rebound by Team,,40,43
213,2,2:15.0,,H. Thompson enters the game for J. Richardson,40,43
214,2,2:15.0,M. Gortat misses free throw 2 of 2,,40,43
215,2,2:14.0,,Defensive rebound by N. Noel,40,43
216,2,2:01.0,,R. Covington misses 2-pt jump shot from 16 ft,40,43
217,2,1:58.0,,Offensive rebound by N. Noel,40,43
218,2,1:58.0,,N. Noel makes 2-pt dunk at rim,40,45
219,2,1:36.0,R. Butler misses 3-pt jump shot from 25 ft,,40,45
220,2,1:33.0,Offensive rebound by J. Wall,,40,45
221,2,1:33.0,J. Wall makes 2-pt layup from 1 ft,,42,45
222,2,1:19.0,,Shooting foul by M. Gortat (drawn by R. Covington),42,45
223,2,1:19.0,,R. Covington makes free throw 1 of 2,42,46
224,2,1:19.0,D. Blair enters the game for M. Gortat,,42,46
225,2,1:19.0,,R. Covington makes free throw 2 of 2,42,47
226,2,1:04.0,J. Wall misses 2-pt layup from 1 ft (block by L. Mbah a Moute),,42,47
227,2,1:01.0,,Defensive rebound by R. Covington,42,47
228,2,0:57.0,,L. Mbah a Moute misses 2-pt jump shot from 18 ft,42,47
229,2,0:54.0,Defensive rebound by D. Blair,,42,47
230,2,0:44.0,Offensive foul by K. Séraphin (drawn by R. Covington),,42,47
231,2,0:44.0,Turnover by K. Séraphin (offensive foul),,42,47
232,2,0:33.0,,R. Covington misses 3-pt jump shot from 22 ft (block by G. Temple),42,47
233,2,0:31.0,Defensive rebound by R. Butler,,42,47
234,2,0:06.0,J. Wall misses 2-pt layup from 1 ft,,42,47
235,2,0:03.0,Offensive rebound by D. Blair,,42,47
236,2,0:03.0,D. Blair misses 2-pt tip-in from 1 ft,,42,47
237,2,0:02.0,,Defensive rebound by L. Mbah a Moute,42,47
238,2,0:00.0,,I. Canaan misses 2-pt jump shot from 16 ft,42,47
239,2,0:00.0,,Offensive rebound by Team,42,47
240,3,11:51.0,,Turnover by N. Noel (bad pass),42,47
241,3,11:51.0,Personal foul by J. Richardson (drawn by G. Temple),,42,47
242,3,11:40.0,O. Porter makes 2-pt jump shot from 17 ft (assist by J. Wall),,44,47
243,3,11:20.0,,Personal foul by G. Temple (drawn by J. Richardson),44,47
244,3,11:08.0,,J. Richardson misses 3-pt jump shot from 28 ft,44,47
245,3,11:06.0,Defensive rebound by N. Hilário,,44,47
246,3,10:56.0,M. Gortat makes 2-pt layup from 2 ft (assist by G. Temple),,46,47
247,3,10:41.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,46,47
248,3,10:39.0,Defensive rebound by J. Wall,,46,47
249,3,10:30.0,Turnover by J. Wall (bad pass; steal by L. Mbah a Moute),,46,47
250,3,10:14.0,,R. Covington misses 3-pt jump shot from 24 ft,46,47
251,3,10:13.0,Defensive rebound by N. Hilário,,46,47
252,3,10:01.0,Personal foul by N. Noel (drawn by N. Hilário),,46,47
253,3,9:57.0,J. Wall misses 2-pt jump shot from 18 ft,,46,47
254,3,9:55.0,,Defensive rebound by L. Mbah a Moute,46,47
255,3,9:49.0,,Turnover by I. Canaan (lost ball),46,47
256,3,9:31.0,N. Hilário misses 2-pt jump shot from 9 ft,,46,47
257,3,9:29.0,Offensive rebound by M. Gortat,,46,47
258,3,9:27.0,M. Gortat makes 2-pt layup at rim,,48,47
259,3,9:18.0,,N. Noel misses 2-pt jump shot from 6 ft,48,47
260,3,9:17.0,Defensive rebound by N. Hilário,,48,47
261,3,9:13.0,Shooting foul by I. Canaan (drawn by J. Wall),,48,47
262,3,9:13.0,J. Wall makes free throw 1 of 2,,49,47
263,3,9:13.0,J. Wall makes free throw 2 of 2,,50,47
264,3,9:06.0,,I. Canaan misses 2-pt layup from 1 ft (block by G. Temple),50,47
265,3,9:06.0,,Offensive rebound by Team,50,47
266,3,8:52.0,,I. Canaan misses 3-pt jump shot from 26 ft,50,47
267,3,8:50.0,Defensive rebound by M. Gortat,,50,47
268,3,8:28.0,M. Gortat misses 2-pt jump shot from 12 ft,,50,47
269,3,8:26.0,,Defensive rebound by L. Mbah a Moute,50,47
270,3,8:09.0,,Turnover by J. Richardson (lost ball; steal by J. Wall),50,47
271,3,8:05.0,O. Porter makes 2-pt dunk at rim (assist by J. Wall),,52,47
272,3,8:05.0,Shooting foul by R. Covington (drawn by O. Porter),,52,47
273,3,8:05.0,O. Porter makes free throw 1 of 1,,53,47
274,3,8:05.0,,Philadelphia full timeout,53,47
275,3,8:05.0,,I. Smith enters the game for I. Canaan,53,47
276,3,7:48.0,,Turnover by L. Mbah a Moute (bad pass; steal by N. Hilário),53,47
277,3,7:41.0,G. Temple misses 3-pt jump shot from 24 ft,,53,47
278,3,7:40.0,,Defensive rebound by R. Covington,53,47
279,3,7:26.0,,Personal foul by N. Hilário (drawn by N. Noel),53,47
280,3,7:26.0,D. Gooden enters the game for N. Hilário,,53,47
281,3,7:17.0,,J. Richardson makes 3-pt jump shot from 23 ft,53,50
282,3,6:58.0,O. Porter misses 2-pt jump shot from 17 ft,,53,50
283,3,6:57.0,Offensive rebound by D. Gooden,,53,50
284,3,6:57.0,D. Gooden makes 2-pt tip-in from 2 ft,,55,50
285,3,6:38.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by I. Smith),55,53
286,3,6:22.0,Turnover by M. Gortat (lost ball; steal by N. Noel),,55,53
287,3,6:17.0,,I. Smith makes 2-pt layup from 2 ft (assist by J. Richardson),55,55
288,3,5:55.0,J. Wall misses 2-pt jump shot from 16 ft,,55,55
289,3,5:52.0,,Defensive rebound by J. Richardson,55,55
290,3,5:42.0,,J. Richardson misses 3-pt jump shot from 27 ft,55,55
291,3,5:40.0,Defensive rebound by M. Gortat,,55,55
292,3,5:35.0,D. Gooden misses 2-pt jump shot from 15 ft,,55,55
293,3,5:34.0,,Defensive rebound by N. Noel,55,55
294,3,5:25.0,,Shooting foul by G. Temple (drawn by I. Smith),55,55
295,3,5:25.0,,I. Smith makes free throw 1 of 2,55,56
296,3,5:25.0,,H. Thompson enters the game for J. Richardson,55,56
297,3,5:25.0,,I. Smith misses free throw 2 of 2,55,56
298,3,5:24.0,Defensive rebound by M. Gortat,,55,56
299,3,5:10.0,M. Gortat misses 2-pt layup from 2 ft (block by N. Noel),,55,56
300,3,5:08.0,,Defensive rebound by H. Thompson,55,56
301,3,5:03.0,,R. Covington misses 3-pt jump shot from 25 ft,55,56
302,3,5:02.0,Defensive rebound by Team,,55,56
303,3,4:41.0,O. Porter misses 2-pt jump shot from 23 ft,,55,56
304,3,4:39.0,,Defensive rebound by N. Noel,55,56
305,3,4:29.0,,Turnover by I. Smith (bad pass; steal by O. Porter),55,56
306,3,4:25.0,J. Wall makes 2-pt dunk at rim (assist by G. Temple),,57,56
307,3,3:59.0,,R. Covington misses 3-pt jump shot from 25 ft,57,56
308,3,3:57.0,Defensive rebound by M. Gortat,,57,56
309,3,3:39.0,Turnover by J. Wall (bad pass; steal by N. Noel),,57,56
310,3,3:37.0,,Personal foul by D. Gooden (drawn by H. Thompson),57,56
311,3,3:37.0,,J. Grant enters the game for R. Covington,57,56
312,3,3:37.0,,T. Robinson enters the game for L. Mbah a Moute,57,56
313,3,3:37.0,,J. McGee enters the game for N. Noel,57,56
314,3,3:36.0,R. Butler enters the game for G. Temple,,57,56
315,3,3:27.0,,I. Smith misses 2-pt jump shot from 11 ft,57,56
316,3,3:23.0,,Offensive rebound by T. Robinson,57,56
317,3,3:23.0,,T. Robinson makes 2-pt layup from 1 ft,57,58
318,3,3:04.0,J. Wall misses 2-pt jump shot from 11 ft,,57,58
319,3,3:03.0,,Defensive rebound by T. Robinson,57,58
320,3,2:46.0,,T. Robinson misses 2-pt jump shot from 19 ft,57,58
321,3,2:44.0,Defensive rebound by R. Butler,,57,58
322,3,2:34.0,R. Butler makes 2-pt jump shot from 16 ft (assist by J. Wall),,59,58
323,3,2:08.0,,J. Grant makes 2-pt layup from 1 ft,59,60
324,3,2:07.0,Washington full timeout,,59,60
325,3,2:07.0,K. Séraphin enters the game for J. Wall,,59,60
326,3,2:07.0,R. Sessions enters the game for M. Gortat,,59,60
327,3,1:49.0,R. Butler misses 2-pt jump shot from 19 ft,,59,60
328,3,1:49.0,Offensive rebound by Team,,59,60
329,3,1:49.0,,Loose ball foul by T. Robinson (drawn by D. Gooden),59,60
330,3,1:49.0,D. Gooden makes free throw 1 of 2,,60,60
331,3,1:49.0,D. Gooden makes free throw 2 of 2,,61,60
332,3,1:34.0,,H. Thompson misses 3-pt jump shot from 26 ft,61,60
333,3,1:33.0,,Offensive rebound by T. Robinson,61,60
334,3,1:14.0,,J. Grant misses 3-pt jump shot from 26 ft,61,60
335,3,1:12.0,Defensive rebound by D. Gooden,,61,60
336,3,1:01.0,R. Butler misses 3-pt jump shot from 25 ft,,61,60
337,3,1:00.0,,Defensive rebound by T. Robinson,61,60
338,3,0:43.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by T. Robinson),61,63
339,3,0:31.0,Turnover by O. Porter (step out of bounds),,61,63
340,3,0:18.0,,I. Smith misses 2-pt jump shot from 12 ft,61,63
341,3,0:15.0,Defensive rebound by D. Gooden,,61,63
342,3,0:02.0,O. Porter misses 3-pt jump shot from 23 ft,,61,63
343,3,0:00.0,,Defensive rebound by T. Robinson,61,63
344,4,11:46.0,Turnover by R. Sessions (lost ball),,61,63
345,4,11:33.0,,Shooting foul by D. Gooden (drawn by T. Robinson),61,63
346,4,11:33.0,,T. Robinson makes free throw 1 of 2,61,64
347,4,11:33.0,,T. Robinson makes free throw 2 of 2,61,65
348,4,11:14.0,K. Séraphin misses 2-pt jump shot from 15 ft,,61,65
349,4,11:12.0,,Defensive rebound by I. Smith,61,65
350,4,11:03.0,,Offensive foul by T. Robinson (drawn by R. Sessions),61,65
351,4,11:03.0,,Turnover by T. Robinson (offensive foul),61,65
352,4,11:03.0,N. Hilário enters the game for D. Gooden,,61,65
353,4,11:03.0,J. Wall enters the game for O. Porter,,61,65
354,4,11:03.0,,I. Canaan enters the game for I. Smith,61,65
355,4,10:53.0,R. Butler misses 2-pt jump shot from 14 ft,,61,65
356,4,10:51.0,Offensive rebound by N. Hilário,,61,65
357,4,10:45.0,Turnover by N. Hilário (bad pass),,61,65
358,4,10:26.0,,J. Grant misses 2-pt jump shot from 3 ft,61,65
359,4,10:25.0,,Offensive rebound by J. McGee,61,65
360,4,10:25.0,,J. McGee misses 2-pt tip-in from 1 ft,61,65
361,4,10:24.0,,Offensive rebound by T. Robinson,61,65
362,4,10:24.0,,Shooting foul by K. Séraphin (drawn by T. Robinson),61,65
363,4,10:24.0,,T. Robinson misses free throw 1 of 2,61,65
364,4,10:24.0,,Offensive rebound by Team,61,65
365,4,10:24.0,,T. Robinson makes free throw 2 of 2,61,66
366,4,10:13.0,Turnover by J. Wall (bad pass; steal by T. Robinson),,61,66
367,4,10:10.0,,T. Robinson makes flagrant free throw 1 of 2,61,67
368,4,10:10.0,,T. Robinson makes flagrant free throw 2 of 2,61,68
369,4,10:02.0,,Shooting foul by K. Séraphin (drawn by J. McGee),61,68
370,4,10:02.0,,J. McGee misses free throw 1 of 2,61,68
371,4,10:02.0,,Offensive rebound by Team,61,68
372,4,10:02.0,,R. Covington enters the game for H. Thompson,61,68
373,4,10:02.0,,J. McGee makes free throw 2 of 2,61,69
374,4,9:43.0,K. Séraphin misses 2-pt jump shot from 15 ft,,61,69
375,4,9:41.0,,Defensive rebound by I. Canaan,61,69
376,4,9:34.0,,J. McGee misses 2-pt jump shot from 15 ft,61,69
377,4,9:32.0,Defensive rebound by J. Wall,,61,69
378,4,9:24.0,,H. Thompson enters the game for R. Covington,61,69
379,4,9:24.0,O. Porter enters the game for R. Butler,,61,69
380,4,9:16.0,O. Porter makes 2-pt jump shot from 12 ft (assist by J. Wall),,63,69
381,4,8:55.0,,T. Robinson misses 2-pt jump shot from 17 ft,63,69
382,4,8:54.0,Defensive rebound by J. Wall,,63,69
383,4,8:42.0,R. Sessions misses 2-pt jump shot from 15 ft,,63,69
384,4,8:41.0,Offensive rebound by K. Séraphin,,63,69
385,4,8:41.0,,Loose ball foul by J. Grant (drawn by K. Séraphin),63,69
386,4,8:41.0,Official timeout,,63,69
387,4,8:41.0,,N. Noel enters the game for J. McGee,63,69
388,4,8:41.0,,L. Mbah a Moute enters the game for T. Robinson,63,69
389,4,8:41.0,M. Gortat enters the game for K. Séraphin,,63,69
390,4,8:30.0,O. Porter makes 2-pt jump shot from 8 ft (assist by J. Wall),,65,69
391,4,8:13.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),65,72
