,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
0,1,11:43.0,,L. Aldridge misses 2-pt jump shot from 21 ft,0,0
1,1,11:41.0,,Offensive rebound by N. Batum,0,0
2,1,11:29.0,,W. Matthews misses 2-pt jump shot from 17 ft,0,0
3,1,11:27.0,Defensive rebound by A. Bogut,,0,0
4,1,11:22.0,Turnover by S. Curry (bad pass; steal by W. Matthews),,0,0
5,1,11:19.0,,W. Matthews makes 2-pt layup from 1 ft,0,2
6,1,10:56.0,S. Curry misses 2-pt jump shot from 18 ft,,0,2
7,1,10:55.0,,Defensive rebound by L. Aldridge,0,2
8,1,10:47.0,,N. Batum misses 2-pt jump shot from 14 ft,0,2
9,1,10:46.0,Defensive rebound by A. Bogut,,0,2
10,1,10:38.0,K. Thompson misses 2-pt jump shot from 20 ft,,0,2
11,1,10:36.0,,Defensive rebound by L. Aldridge,0,2
12,1,10:27.0,,R. Lopez misses 2-pt layup from 1 ft (block by A. Bogut),0,2
13,1,10:25.0,,Offensive rebound by R. Lopez,0,2
14,1,10:25.0,,R. Lopez misses 2-pt layup from 1 ft,0,2
15,1,10:23.0,Defensive rebound by D. Green,,0,2
16,1,10:17.0,D. Green misses 2-pt layup from 2 ft,,0,2
17,1,10:16.0,,Defensive rebound by N. Batum,0,2
18,1,10:08.0,,W. Matthews misses 3-pt jump shot from 23 ft (block by K. Thompson),0,2
19,1,10:07.0,Defensive rebound by H. Barnes,,0,2
20,1,10:04.0,K. Thompson misses 2-pt layup from 1 ft,,0,2
21,1,10:03.0,,Defensive rebound by N. Batum,0,2
22,1,9:57.0,,D. Lillard misses 2-pt layup from 2 ft (block by D. Green),0,2
23,1,9:55.0,Defensive rebound by H. Barnes,,0,2
24,1,9:51.0,Shooting foul by N. Batum (drawn by K. Thompson),,0,2
25,1,9:51.0,K. Thompson makes free throw 1 of 2,,1,2
26,1,9:51.0,K. Thompson makes free throw 2 of 2,,2,2
27,1,9:35.0,,Shooting foul by A. Bogut (drawn by L. Aldridge),2,2
28,1,9:35.0,,L. Aldridge makes free throw 1 of 2,2,3
29,1,9:35.0,,L. Aldridge misses free throw 2 of 2,2,3
30,1,9:34.0,Defensive rebound by A. Bogut,,2,3
31,1,9:23.0,S. Curry makes 3-pt jump shot from 24 ft,,5,3
32,1,9:02.0,,W. Matthews makes 2-pt jump shot from 7 ft,5,5
33,1,8:53.0,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),,7,5
34,1,8:35.0,,L. Aldridge misses 2-pt jump shot from 20 ft,7,5
35,1,8:34.0,,Offensive rebound by R. Lopez,7,5
36,1,8:31.0,,D. Lillard misses 3-pt jump shot from 24 ft,7,5
37,1,8:28.0,,Offensive rebound by R. Lopez,7,5
38,1,8:23.0,,R. Lopez makes 2-pt layup at rim (assist by N. Batum),7,7
39,1,8:11.0,S. Curry makes 2-pt layup from 1 ft (assist by A. Bogut),,9,7
40,1,7:54.0,,D. Lillard misses 2-pt jump shot from 3 ft (block by A. Bogut),9,7
41,1,7:52.0,Defensive rebound by D. Green,,9,7
42,1,7:44.0,S. Curry makes 2-pt jump shot from 14 ft,,11,7
43,1,7:24.0,,Turnover by W. Matthews (lost ball; steal by K. Thompson),11,7
44,1,7:18.0,K. Thompson makes 2-pt layup at rim,,13,7
45,1,7:17.0,,Portland full timeout,13,7
46,1,7:17.0,,Technical foul by W. Matthews,13,7
47,1,7:17.0,S. Curry makes technical free throw,,14,7
48,1,7:14.0,,Turnover by N. Batum (bad pass; steal by K. Thompson),14,7
49,1,7:12.0,Turnover by S. Curry (bad pass; steal by N. Batum),,14,7
50,1,7:01.0,,L. Aldridge misses 2-pt jump shot from 22 ft,14,7
51,1,7:00.0,Defensive rebound by K. Thompson,,14,7
52,1,6:52.0,K. Thompson misses 2-pt layup from 2 ft,,14,7
53,1,6:51.0,,Defensive rebound by L. Aldridge,14,7
54,1,6:36.0,,W. Matthews misses 3-pt jump shot from 24 ft,14,7
55,1,6:34.0,,Offensive rebound by L. Aldridge,14,7
56,1,6:33.0,,Shooting foul by D. Green (drawn by L. Aldridge),14,7
57,1,6:33.0,,L. Aldridge makes free throw 1 of 2,14,8
58,1,6:33.0,,L. Aldridge makes free throw 2 of 2,14,9
59,1,6:21.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by H. Barnes),,16,9
60,1,6:11.0,,Personal foul by K. Thompson (drawn by W. Matthews),16,9
61,1,6:00.0,,N. Batum misses 3-pt jump shot from 23 ft,16,9
62,1,5:59.0,Defensive rebound by D. Green,,16,9
63,1,5:53.0,S. Curry misses 3-pt jump shot from 26 ft,,16,9
64,1,5:53.0,,Defensive rebound by R. Lopez,16,9
65,1,5:35.0,,R. Lopez misses 2-pt jump shot from 8 ft,16,9
66,1,5:34.0,,Offensive rebound by D. Lillard,16,9
67,1,5:30.0,,D. Lillard misses 2-pt hook shot from 2 ft,16,9
68,1,5:30.0,Defensive rebound by Team,,16,9
69,1,5:25.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by S. Curry),,19,9
70,1,5:12.0,,Personal foul by D. Green (drawn by L. Aldridge),19,9
71,1,5:12.0,,S. Blake enters the game for W. Matthews,19,9
72,1,5:12.0,M. Speights enters the game for D. Green,,19,9
73,1,5:12.0,,C. Kaman enters the game for R. Lopez,19,9
74,1,5:05.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by L. Aldridge),19,12
75,1,4:40.0,K. Thompson makes 2-pt layup from 2 ft,,21,12
76,1,4:25.0,,Shooting foul by S. Curry (drawn by D. Lillard),21,12
77,1,4:25.0,,D. Lillard makes free throw 1 of 2,21,13
78,1,4:25.0,A. Iguodala enters the game for H. Barnes,,21,13
79,1,4:25.0,,D. Lillard makes free throw 2 of 2,21,14
