,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
89,1,2:25.0,Shooting foul by R. Sacre (drawn by D. Williams),,20,15
90,1,2:25.0,D. Williams misses free throw 1 of 2,,20,15
91,1,2:25.0,Offensive rebound by Team,,20,15
92,1,2:25.0,D. Williams misses free throw 2 of 2,,20,15
93,1,2:24.0,,Defensive rebound by C. Boozer,20,15
94,1,2:04.0,,C. Boozer misses 2-pt jump shot from 12 ft,20,15
95,1,2:01.0,,Offensive rebound by K. Bryant,20,15
96,1,1:56.0,,C. Boozer makes 2-pt layup from 1 ft (assist by K. Bryant),20,17
97,1,1:31.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by J. Thompson),,23,17
98,1,1:27.0,,Personal foul by B. McLemore (drawn by K. Bryant),23,17
99,1,1:27.0,,K. Bryant makes free throw 1 of 2,23,18
100,1,1:27.0,N. Stauskas enters the game for B. McLemore,,23,18
101,1,1:27.0,R. Hollins enters the game for J. Thompson,,23,18
102,1,1:27.0,,K. Bryant makes free throw 2 of 2,23,19
103,1,1:15.0,C. Landry makes 2-pt jump shot from 17 ft (assist by D. Collison),,25,19
104,1,1:03.0,,Shooting block foul by C. Landry (drawn by C. Boozer),25,19
105,1,1:03.0,,C. Boozer misses free throw 1 of 2,25,19
106,1,1:03.0,,Offensive rebound by Team,25,19
107,1,1:03.0,,C. Boozer makes free throw 2 of 2,25,20
108,1,0:50.0,N. Stauskas makes 2-pt jump shot from 17 ft (assist by D. Collison),,27,20
109,1,0:40.0,,J. Lin misses 2-pt jump shot from 8 ft,27,20
110,1,0:38.0,Defensive rebound by R. Hollins,,27,20
111,1,0:35.0,D. Williams makes 2-pt dunk at rim (assist by D. Collison),,29,20
112,1,0:21.0,,N. Young makes 3-pt jump shot from 24 ft,29,23
113,1,0:21.0,,Shooting foul by N. Stauskas (drawn by N. Young),29,23
114,1,0:21.0,,N. Young makes free throw 1 of 1,29,24
115,1,0:05.0,Shooting foul by J. Lin (drawn by D. Collison),,29,24
116,1,0:05.0,D. Collison misses free throw 1 of 2,,29,24
117,1,0:05.0,Offensive rebound by Team,,29,24
118,1,0:05.0,D. Collison misses free throw 2 of 2,,29,24
119,1,0:04.0,,Defensive rebound by C. Boozer,29,24
120,2,11:42.0,,C. Boozer makes 2-pt jump shot from 12 ft,29,26
121,2,11:26.0,N. Stauskas misses 3-pt jump shot from 25 ft,,29,26
122,2,11:25.0,,Defensive rebound by N. Young,29,26
123,2,11:12.0,,N. Young makes 2-pt jump shot from 14 ft,29,28
124,2,10:54.0,R. Sessions misses 2-pt jump shot from 12 ft,,29,28
125,2,10:53.0,,Defensive rebound by W. Ellington,29,28
126,2,10:38.0,,R. Sacre misses 2-pt jump shot from 15 ft,29,28
127,2,10:36.0,,Offensive rebound by R. Sacre,29,28
128,2,10:31.0,,W. Ellington makes 2-pt jump shot from 22 ft (assist by R. Sacre),29,30
129,2,10:31.0,Sacramento full timeout,,29,30
130,2,10:12.0,Turnover by N. Stauskas (traveling),,29,30
131,2,9:56.0,,C. Boozer misses 2-pt layup from 1 ft,29,30
132,2,9:55.0,Defensive rebound by C. Landry,,29,30
133,2,9:46.0,J. Thompson enters the game for C. Landry,,29,30
134,2,9:40.0,Turnover by D. Williams (lost ball; steal by N. Young),,29,30
135,2,9:35.0,,Shooting foul by R. Sessions (drawn by W. Ellington),29,30
136,2,9:35.0,,W. Ellington makes free throw 1 of 2,29,31
137,2,9:35.0,,W. Ellington misses free throw 2 of 2,29,31
138,2,9:34.0,Defensive rebound by R. Hollins,,29,31
139,2,9:20.0,Shooting foul by C. Boozer (drawn by R. Hollins),,29,31
140,2,9:20.0,R. Hollins makes free throw 1 of 2,,30,31
141,2,9:20.0,C. Landry enters the game for J. Thompson,,30,31
142,2,9:20.0,R. Hollins makes free throw 2 of 2,,31,31
143,2,9:08.0,,W. Ellington misses 3-pt jump shot from 25 ft,31,31
144,2,9:05.0,Defensive rebound by R. Sessions,,31,31
145,2,8:59.0,D. Williams makes 2-pt layup from 1 ft (assist by R. Sessions),,33,31
146,2,8:48.0,,N. Young misses 2-pt jump shot from 14 ft,33,31
147,2,8:47.0,,Offensive rebound by R. Sacre,33,31
148,2,8:44.0,,R. Sacre makes 2-pt hook shot from 1 ft,33,33
149,2,8:21.0,R. Sessions misses 2-pt jump shot from 21 ft,,33,33
150,2,8:19.0,,Defensive rebound by R. Sacre,33,33
151,2,8:08.0,,C. Boozer makes 2-pt layup from 1 ft (assist by J. Lin),33,35
152,2,7:48.0,R. Sessions makes 2-pt hook shot from 4 ft (assist by C. Landry),,35,35
153,2,7:29.0,,N. Young makes 2-pt layup from 1 ft,35,37
154,2,7:12.0,D. Williams misses 2-pt layup from 2 ft,,35,37
155,2,7:12.0,,Defensive rebound by Team,35,37
156,2,7:12.0,Official timeout,,35,37
157,2,7:12.0,,J. Hill enters the game for C. Boozer,35,37
158,2,7:12.0,,E. Davis enters the game for R. Sacre,35,37
159,2,7:12.0,R. Gay enters the game for D. Williams,,35,37
160,2,7:12.0,R. Evans enters the game for C. Landry,,35,37
161,2,7:12.0,J. Thompson enters the game for R. Hollins,,35,37
162,2,7:03.0,,J. Lin misses 3-pt jump shot from 24 ft,35,37
163,2,7:01.0,,Offensive rebound by N. Young,35,37
164,2,6:54.0,,N. Young misses 3-pt jump shot from 24 ft,35,37
165,2,6:53.0,Defensive rebound by R. Evans,,35,37
166,2,6:37.0,N. Stauskas misses 2-pt jump shot from 13 ft,,35,37
167,2,6:36.0,,Defensive rebound by E. Davis,35,37
168,2,6:28.0,,N. Young misses 2-pt jump shot from 15 ft,35,37
169,2,6:26.0,Defensive rebound by R. Evans,,35,37
170,2,6:16.0,Personal foul by N. Young (drawn by R. Gay),,35,37
171,2,6:10.0,Personal foul by N. Young (drawn by R. Gay),,35,37
172,2,6:10.0,D. Collison enters the game for R. Sessions,,35,37
173,2,6:01.0,R. Evans makes 2-pt layup from 2 ft (assist by R. Gay),,37,37
174,2,5:48.0,,J. Lin makes 2-pt layup from 1 ft,37,39
175,2,5:35.0,R. Gay misses 3-pt jump shot from 24 ft,,37,39
176,2,5:34.0,,Defensive rebound by W. Ellington,37,39
177,2,5:27.0,,W. Ellington misses 3-pt jump shot from 25 ft,37,39
178,2,5:26.0,Defensive rebound by R. Gay,,37,39
179,2,5:17.0,R. Gay misses 2-pt jump shot from 13 ft,,37,39
180,2,5:15.0,Offensive rebound by R. Evans,,37,39
181,2,5:05.0,,LA Lakers full timeout,37,39
182,2,5:05.0,B. McLemore enters the game for N. Stauskas,,37,39
183,2,5:05.0,,W. Johnson enters the game for J. Lin,37,39
184,2,5:05.0,,K. Bryant enters the game for N. Young,37,39
185,2,5:05.0,,R. Price enters the game for W. Ellington,37,39
186,2,4:54.0,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Gay),,40,39
187,2,4:34.0,,K. Bryant misses 2-pt jump shot from 15 ft,40,39
188,2,4:32.0,Defensive rebound by R. Evans,,40,39
189,2,4:27.0,Shooting block foul by R. Price (drawn by R. Gay),,40,39
190,2,4:27.0,R. Gay makes free throw 1 of 2,,41,39
191,2,4:27.0,R. Gay misses free throw 2 of 2,,41,39
192,2,4:25.0,,Defensive rebound by J. Hill,41,39
193,2,4:08.0,,J. Hill misses 2-pt jump shot from 20 ft,41,39
194,2,4:07.0,,Offensive rebound by W. Johnson,41,39
195,2,3:58.0,,W. Johnson misses 3-pt jump shot from 24 ft,41,39
196,2,3:55.0,,Offensive rebound by Team,41,39
197,2,3:47.0,,Shooting foul by J. Thompson (drawn by E. Davis),41,39
198,2,3:47.0,,E. Davis makes free throw 1 of 2,41,40
199,2,3:47.0,,E. Davis misses free throw 2 of 2,41,40
200,2,3:45.0,Defensive rebound by Team,,41,40
201,2,3:26.0,Personal foul by K. Bryant (drawn by B. McLemore),,41,40
202,2,3:26.0,B. McLemore makes free throw 1 of 2,,42,40
203,2,3:26.0,B. McLemore makes free throw 2 of 2,,43,40
204,2,3:08.0,,J. Hill misses 2-pt jump shot from 7 ft,43,40
205,2,3:08.0,,Offensive rebound by Team,43,40
206,2,3:08.0,Loose ball foul by J. Thompson (drawn by E. Davis),,43,40
207,2,3:08.0,C. Landry enters the game for J. Thompson,,43,40
208,2,2:59.0,,K. Bryant misses 2-pt jump shot from 14 ft,43,40
209,2,2:57.0,Defensive rebound by R. Gay,,43,40
210,2,2:46.0,R. Evans makes 2-pt dunk at rim (assist by R. Gay),,45,40
211,2,2:36.0,,Turnover by K. Bryant (bad pass; steal by R. Evans),45,40
212,2,2:24.0,R. Gay makes 2-pt jump shot from 6 ft,,47,40
213,2,2:14.0,,J. Hill misses 2-pt jump shot from 14 ft,47,40
214,2,2:14.0,Defensive rebound by R. Evans,,47,40
215,2,2:12.0,Turnover by R. Evans (lost ball; steal by R. Price),,47,40
216,2,2:11.0,,Personal foul by R. Evans (drawn by R. Price),47,40
217,2,2:11.0,Sacramento full timeout,,47,40
218,2,2:01.0,,W. Johnson misses 2-pt jump shot from 18 ft,47,40
219,2,1:59.0,Defensive rebound by R. Evans,,47,40
220,2,1:39.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by R. Gay),,50,40
221,2,1:24.0,,E. Davis makes 2-pt layup from 1 ft (assist by R. Price),50,42
222,2,1:03.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Collison),,53,42
223,2,0:54.0,,E. Davis makes 2-pt layup from 1 ft (assist by R. Price),53,44
224,2,0:39.0,Turnover by C. Landry (lost ball; steal by R. Price),,53,44
225,2,0:36.0,,W. Johnson misses 2-pt dunk at rim,53,44
226,2,0:30.0,,Offensive rebound by K. Bryant,53,44
227,2,0:30.0,,K. Bryant makes 2-pt dunk at rim,53,46
228,2,0:15.0,R. Gay misses 2-pt hook shot from 2 ft,,53,46
229,2,0:11.0,Offensive rebound by R. Evans,,53,46
230,2,0:11.0,R. Evans makes 2-pt tip-in at rim,,55,46
231,2,0:03.0,,Turnover by K. Bryant (lost ball; steal by B. McLemore),55,46
232,2,0:00.0,D. Collison misses 3-pt jump shot from 26 ft,,55,46
233,2,0:00.0,Offensive rebound by Team,,55,46
234,3,11:47.0,,K. Bryant makes 2-pt jump shot from 15 ft (assist by R. Price),55,48
235,3,11:26.0,B. McLemore misses 3-pt jump shot from 26 ft,,55,48
236,3,11:24.0,Offensive rebound by J. Thompson,,55,48
237,3,11:24.0,Personal foul by R. Price (drawn by J. Thompson),,55,48
238,3,11:04.0,D. Collison misses 2-pt jump shot from 13 ft,,55,48
239,3,11:03.0,,Defensive rebound by J. Hill,55,48
240,3,10:52.0,,J. Hill makes 2-pt jump shot from 14 ft (assist by K. Bryant),55,50
241,3,10:40.0,R. Gay makes 2-pt jump shot from 16 ft,,57,50
242,3,10:18.0,,K. Bryant misses 2-pt jump shot from 5 ft (block by R. Gay),57,50
243,3,10:17.0,Defensive rebound by R. Gay,,57,50
244,3,10:15.0,R. Gay misses 2-pt layup from 1 ft,,57,50
245,3,10:15.0,Offensive rebound by D. Collison,,57,50
246,3,10:15.0,Shooting foul by K. Bryant (drawn by B. McLemore),,57,50
247,3,10:15.0,B. McLemore misses free throw 1 of 3,,57,50
248,3,10:15.0,Offensive rebound by Team,,57,50
249,3,10:15.0,B. McLemore makes free throw 2 of 3,,58,50
250,3,10:15.0,B. McLemore makes free throw 3 of 3,,59,50
251,3,9:53.0,,K. Bryant misses 3-pt jump shot from 27 ft,59,50
252,3,9:51.0,Defensive rebound by J. Thompson,,59,50
253,3,9:45.0,Turnover by B. McLemore (lost ball; steal by J. Hill),,59,50
254,3,9:33.0,,J. Hill misses 2-pt jump shot from 20 ft,59,50
255,3,9:32.0,,Offensive rebound by E. Davis,59,50
256,3,9:23.0,,Shooting foul by B. McLemore (drawn by W. Johnson),59,50
257,3,9:23.0,,W. Johnson makes free throw 1 of 2,59,51
258,3,9:23.0,,W. Johnson makes free throw 2 of 2,59,52
259,3,9:06.0,Turnover by J. Thompson (bad pass; steal by K. Bryant),,59,52
260,3,8:59.0,,W. Johnson makes 3-pt jump shot from 24 ft (assist by R. Price),59,55
261,3,8:59.0,Sacramento full timeout,,59,55
262,3,8:46.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Collison),,62,55
263,3,8:32.0,,W. Johnson misses 3-pt jump shot from 24 ft,62,55
264,3,8:30.0,Defensive rebound by J. Thompson,,62,55
265,3,8:23.0,D. Collison makes 3-pt jump shot from 24 ft,,65,55
266,3,8:10.0,,Offensive foul by J. Hill (drawn by B. McLemore),65,55
267,3,8:10.0,,Turnover by J. Hill (offensive foul),65,55
268,3,7:53.0,J. Thompson makes 2-pt layup from 1 ft (assist by R. Gay),,67,55
269,3,7:41.0,,K. Bryant makes 2-pt jump shot from 21 ft (assist by J. Hill),67,57
270,3,7:41.0,,Shooting foul by B. McLemore (drawn by K. Bryant),67,57
271,3,7:41.0,,K. Bryant makes free throw 1 of 1,67,58
272,3,7:19.0,D. Collison misses 2-pt jump shot from 15 ft,,67,58
273,3,7:18.0,,Defensive rebound by Team,67,58
274,3,7:18.0,D. Williams enters the game for B. McLemore,,67,58
275,3,7:08.0,,K. Bryant makes 2-pt jump shot from 15 ft (assist by J. Hill),67,60
276,3,6:48.0,Shooting foul by W. Johnson (drawn by R. Gay),,67,60
277,3,6:48.0,R. Gay makes free throw 1 of 2,,68,60
278,3,6:48.0,R. Gay makes free throw 2 of 2,,69,60
279,3,6:29.0,,R. Price makes 2-pt layup from 1 ft (assist by K. Bryant),69,62
280,3,6:16.0,Personal foul by J. Hill (drawn by R. Evans),,69,62
281,3,6:16.0,,J. Lin enters the game for R. Price,69,62
282,3,6:08.0,,Offensive charge foul by D. Williams (drawn by J. Lin),69,62
283,3,6:08.0,Turnover by D. Williams (offensive foul),,69,62
284,3,6:08.0,,C. Boozer enters the game for J. Hill,69,62
285,3,6:08.0,,N. Young enters the game for W. Johnson,69,62
286,3,5:56.0,,K. Bryant makes 2-pt jump shot from 20 ft (assist by C. Boozer),69,64
287,3,5:39.0,Turnover by R. Gay (bad pass; steal by K. Bryant),,69,64
288,3,5:31.0,,K. Bryant makes 3-pt jump shot from 24 ft,69,67
289,3,5:31.0,Sacramento full timeout,,69,67
290,3,5:15.0,Turnover by R. Gay (lost ball),,69,67
291,3,5:00.0,,K. Bryant misses 2-pt jump shot from 21 ft,69,67
292,3,4:58.0,Defensive rebound by R. Evans,,69,67
293,3,4:55.0,Shooting foul by J. Lin (drawn by D. Williams),,69,67
294,3,4:55.0,D. Williams makes free throw 1 of 2,,70,67
295,3,4:55.0,D. Williams makes free throw 2 of 2,,71,67
296,3,4:37.0,,K. Bryant misses 2-pt jump shot from 12 ft,71,67
297,3,4:36.0,,Offensive rebound by N. Young,71,67
298,3,4:25.0,,N. Young makes 2-pt jump shot from 17 ft,71,69
299,3,4:14.0,D. Collison makes 2-pt jump shot from 3 ft,,73,69
300,3,4:06.0,,C. Boozer makes 2-pt jump shot from 16 ft (assist by J. Lin),73,71
301,3,3:55.0,D. Collison misses 2-pt jump shot from 9 ft,,73,71
302,3,3:51.0,,Defensive rebound by C. Boozer,73,71
303,3,3:45.0,,N. Young makes 2-pt jump shot from 20 ft,73,73
304,3,3:27.0,R. Gay makes 2-pt jump shot from 13 ft (assist by R. Evans),,75,73
305,3,3:20.0,,Personal foul by D. Collison (drawn by J. Lin),75,73
306,3,3:11.0,,E. Davis makes 2-pt dunk at rim (assist by J. Lin),75,75
307,3,2:52.0,J. Thompson misses 2-pt jump shot from 19 ft,,75,75
308,3,2:50.0,Offensive rebound by R. Evans,,75,75
309,3,2:48.0,Shooting foul by E. Davis (drawn by R. Evans),,75,75
310,3,2:48.0,R. Evans makes free throw 1 of 2,,76,75
311,3,2:48.0,,R. Sacre enters the game for E. Davis,76,75
312,3,2:48.0,C. Landry enters the game for J. Thompson,,76,75
313,3,2:48.0,R. Evans makes free throw 2 of 2,,77,75
314,3,2:37.0,,Turnover by J. Lin (bad pass),77,75
315,3,2:21.0,R. Gay misses 2-pt jump shot from 15 ft,,77,75
316,3,2:19.0,Offensive rebound by R. Evans,,77,75
317,3,2:03.0,R. Gay misses 2-pt jump shot from 14 ft (block by N. Young),,77,75
318,3,2:00.0,,Defensive rebound by C. Boozer,77,75
319,3,1:55.0,,J. Lin misses 3-pt jump shot from 22 ft,77,75
320,3,1:53.0,Defensive rebound by D. Williams,,77,75
321,3,1:52.0,Shooting foul by R. Sacre (drawn by R. Gay),,77,75
322,3,1:52.0,R. Gay makes free throw 1 of 2,,78,75
323,3,1:52.0,R. Gay makes free throw 2 of 2,,79,75
324,3,1:41.0,,Turnover by K. Bryant (lost ball; steal by D. Williams),79,75
325,3,1:36.0,Offensive foul by R. Evans (drawn by J. Lin),,79,75
326,3,1:36.0,Turnover by R. Evans (offensive foul),,79,75
327,3,1:27.0,,Shooting foul by C. Landry (drawn by J. Lin),79,75
328,3,1:27.0,,J. Lin makes free throw 1 of 2,79,76
329,3,1:27.0,,J. Lin misses free throw 2 of 2,79,76
330,3,1:25.0,Defensive rebound by Team,,79,76
331,3,1:09.0,D. Collison misses 2-pt layup from 1 ft,,79,76
332,3,1:06.0,,Defensive rebound by C. Boozer,79,76
333,3,1:00.0,,N. Young misses 2-pt jump shot from 15 ft,79,76
334,3,0:56.0,Defensive rebound by R. Evans,,79,76
335,3,0:41.0,Turnover by R. Gay (lost ball; steal by J. Lin),,79,76
336,3,0:21.0,,C. Boozer misses 2-pt jump shot from 4 ft,79,76
337,3,0:20.0,,Offensive rebound by R. Sacre,79,76
338,3,0:17.0,,R. Sacre makes 2-pt hook shot from 1 ft,79,78
339,3,0:03.0,D. Collison makes 2-pt jump shot from 11 ft,,81,78
340,3,0:01.0,,N. Young misses 3-pt jump shot from 36 ft,81,78
341,3,0:00.0,,Offensive rebound by Team,81,78
342,4,11:54.0,Offensive foul by R. Hollins (drawn by J. Lin),,81,78
343,4,11:54.0,Turnover by R. Hollins (offensive foul),,81,78
344,4,11:41.0,,C. Boozer misses 2-pt jump shot from 5 ft,81,78
345,4,11:39.0,Defensive rebound by C. Landry,,81,78
346,4,11:29.0,Shooting foul by J. Lin (drawn by D. Collison),,81,78
347,4,11:29.0,D. Collison misses free throw 1 of 2,,81,78
348,4,11:29.0,Offensive rebound by Team,,81,78
349,4,11:29.0,D. Collison misses free throw 2 of 2,,81,78
350,4,11:28.0,Offensive rebound by Team,,81,78
351,4,11:20.0,Shooting foul by N. Young (drawn by D. Collison),,81,78
352,4,11:20.0,D. Collison misses free throw 1 of 2,,81,78
353,4,11:20.0,Offensive rebound by Team,,81,78
354,4,11:20.0,D. Collison makes free throw 2 of 2,,82,78
355,4,11:09.0,,Shooting foul by R. Hollins (drawn by C. Boozer),82,78
356,4,11:09.0,,C. Boozer misses free throw 1 of 2,82,78
357,4,11:09.0,,Offensive rebound by Team,82,78
358,4,11:09.0,,C. Boozer makes free throw 2 of 2,82,79
359,4,10:54.0,N. Stauskas makes 2-pt jump shot from 9 ft (assist by D. Collison),,84,79
360,4,10:34.0,,N. Young misses 2-pt jump shot from 15 ft,84,79
361,4,10:33.0,Defensive rebound by R. Hollins,,84,79
362,4,10:28.0,D. Collison makes 2-pt jump shot from 17 ft,,86,79
363,4,10:27.0,,LA Lakers full timeout,86,79
364,4,10:10.0,,C. Boozer makes 2-pt jump shot from 9 ft (assist by N. Young),86,81
365,4,9:44.0,R. Hollins misses 2-pt jump shot from 4 ft (block by R. Sacre),,86,81
366,4,9:38.0,,Defensive rebound by C. Boozer,86,81
367,4,9:35.0,,N. Young misses 3-pt jump shot from 27 ft,86,81
368,4,9:32.0,Defensive rebound by R. Hollins,,86,81
369,4,9:13.0,D. Collison misses 2-pt jump shot from 13 ft,,86,81
370,4,9:13.0,,Defensive rebound by J. Lin,86,81
371,4,9:13.0,Loose ball foul by D. Collison (drawn by J. Lin),,86,81
372,4,8:55.0,,C. Boozer misses 2-pt layup from 1 ft,86,81
373,4,8:52.0,Defensive rebound by R. Hollins,,86,81
374,4,8:42.0,C. Landry makes 2-pt jump shot from 13 ft,,88,81
375,4,8:26.0,,J. Lin misses 3-pt jump shot from 24 ft,88,81
376,4,8:25.0,Defensive rebound by D. Williams,,88,81
377,4,8:21.0,Turnover by D. Williams (traveling),,88,81
378,4,8:21.0,,J. Hill enters the game for R. Sacre,88,81
379,4,8:12.0,,Shooting foul by R. Hollins (drawn by C. Boozer),88,81
380,4,8:12.0,,C. Boozer misses free throw 1 of 2,88,81
381,4,8:12.0,,Offensive rebound by Team,88,81
382,4,8:12.0,R. Sessions enters the game for D. Collison,,88,81
383,4,8:12.0,,C. Boozer makes free throw 2 of 2,88,82
384,4,7:51.0,N. Stauskas misses 2-pt jump shot from 17 ft (block by W. Ellington),,88,82
385,4,7:48.0,,Defensive rebound by C. Boozer,88,82
386,4,7:40.0,,N. Young misses 3-pt jump shot from 25 ft,88,82
387,4,7:38.0,Defensive rebound by R. Sessions,,88,82
388,4,7:20.0,C. Landry misses 2-pt jump shot from 14 ft,,88,82
389,4,7:19.0,,Defensive rebound by N. Young,88,82
390,4,7:08.0,,C. Boozer misses 2-pt jump shot from 13 ft,88,82
391,4,7:07.0,Defensive rebound by R. Sessions,,88,82
392,4,6:45.0,Shooting foul by N. Young (drawn by D. Williams),,88,82
