,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SACRAMENTO_ACTION,PORTLAND_SCORE,SACRAMENTO_SCORE
0,1,11:43.0,W. Matthews misses 3-pt jump shot from 25 ft,,0,0
1,1,11:41.0,Offensive rebound by R. Lopez,,0,0
2,1,11:41.0,R. Lopez misses 2-pt tip-in at rim,,0,0
3,1,11:40.0,,Defensive rebound by J. Thompson,0,0
4,1,11:36.0,,D. Collison makes 2-pt layup from 2 ft,0,2
5,1,11:15.0,R. Lopez misses 2-pt layup from 2 ft,,0,2
6,1,11:13.0,,Defensive rebound by J. Thompson,0,2
7,1,11:07.0,,B. McLemore misses 3-pt jump shot from 25 ft,0,2
8,1,11:06.0,Defensive rebound by L. Aldridge,,0,2
9,1,11:01.0,W. Matthews makes 2-pt layup at rim (assist by N. Batum),,2,2
10,1,10:42.0,,D. Cousins makes 2-pt jump shot from 10 ft (assist by D. Collison),2,4
11,1,10:22.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by W. Matthews),,4,4
12,1,10:02.0,,D. Cousins misses 2-pt jump shot from 17 ft,4,4
13,1,10:01.0,Defensive rebound by D. Lillard,,4,4
14,1,9:50.0,N. Batum misses 2-pt layup at rim,,4,4
15,1,9:49.0,Offensive rebound by Team,,4,4
16,1,9:33.0,D. Lillard misses 2-pt jump shot from 20 ft,,4,4
17,1,9:32.0,,Defensive rebound by B. McLemore,4,4
18,1,9:30.0,,Turnover by B. McLemore (bad pass; steal by N. Batum),4,4
19,1,9:25.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by N. Batum),,7,4
20,1,9:11.0,,R. Gay makes 2-pt jump shot from 15 ft (assist by D. Collison),7,6
21,1,8:47.0,N. Batum misses 2-pt layup from 2 ft,,7,6
22,1,8:46.0,,Defensive rebound by D. Collison,7,6
23,1,8:32.0,,R. Gay makes 2-pt jump shot from 9 ft,7,8
24,1,8:17.0,L. Aldridge misses 2-pt jump shot from 20 ft,,7,8
25,1,8:17.0,,Defensive rebound by B. McLemore,7,8
26,1,8:07.0,,J. Thompson makes 2-pt hook shot from 7 ft,7,10
27,1,7:41.0,L. Aldridge misses 3-pt jump shot from 25 ft,,7,10
28,1,7:39.0,,Defensive rebound by B. McLemore,7,10
29,1,7:24.0,,Personal foul by D. Lillard (drawn by D. Collison),7,10
30,1,7:17.0,,R. Gay makes 2-pt jump shot from 19 ft,7,12
31,1,6:59.0,R. Lopez makes 2-pt dunk at rim (assist by N. Batum),,9,12
32,1,6:45.0,,D. Cousins misses 2-pt jump shot from 19 ft,9,12
33,1,6:45.0,Defensive rebound by N. Batum,,9,12
34,1,6:41.0,Offensive foul by R. Lopez (drawn by R. Gay),,9,12
35,1,6:41.0,Turnover by R. Lopez (offensive foul),,9,12
36,1,6:24.0,,D. Cousins makes 2-pt jump shot from 14 ft,9,14
37,1,6:00.0,L. Aldridge misses 2-pt jump shot from 14 ft,,9,14
38,1,5:58.0,,Defensive rebound by R. Gay,9,14
39,1,5:50.0,,Turnover by B. McLemore (lost ball; steal by W. Matthews),9,14
40,1,5:45.0,Turnover by W. Matthews (bad pass; steal by D. Collison),,9,14
41,1,5:42.0,,R. Gay makes 2-pt dunk at rim (assist by D. Collison),9,16
42,1,5:39.0,Portland full timeout,,9,16
43,1,5:39.0,S. Blake enters the game for D. Lillard,,9,16
44,1,5:39.0,C. Kaman enters the game for R. Lopez,,9,16
45,1,5:23.0,Personal foul by D. Cousins (drawn by C. Kaman),,9,16
46,1,5:11.0,C. Kaman makes 2-pt jump shot from 16 ft (assist by S. Blake),,11,16
47,1,4:54.0,,B. McLemore misses 2-pt jump shot from 20 ft,11,16
48,1,4:53.0,Defensive rebound by L. Aldridge,,11,16
49,1,4:39.0,W. Matthews makes 2-pt jump shot from 6 ft,,13,16
50,1,4:28.0,,Personal foul by C. Kaman (drawn by D. Cousins),13,16
51,1,4:23.0,Offensive charge foul by D. Collison (drawn by S. Blake),,13,16
52,1,4:23.0,,Turnover by D. Collison (offensive foul),13,16
53,1,4:03.0,L. Aldridge misses 2-pt jump shot from 18 ft,,13,16
54,1,4:03.0,,Defensive rebound by D. Cousins,13,16
55,1,3:55.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by D. Collison),13,18
56,1,3:36.0,W. Matthews misses 2-pt jump shot from 14 ft,,13,18
57,1,3:35.0,Offensive rebound by C. Kaman,,13,18
58,1,3:35.0,C. Kaman makes 2-pt layup from 1 ft,,15,18
59,1,3:19.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by C. Kaman),15,18
60,1,3:17.0,Defensive rebound by N. Batum,,15,18
61,1,3:03.0,L. Aldridge makes 2-pt jump shot from 9 ft,,17,18
62,1,2:47.0,,R. Gay makes 2-pt jump shot from 14 ft,17,20
63,1,2:34.0,S. Blake misses 2-pt jump shot from 3 ft,,17,20
64,1,2:33.0,,Defensive rebound by D. Cousins,17,20
65,1,2:20.0,,J. Thompson misses 2-pt jump shot from 16 ft,17,20
66,1,2:20.0,Defensive rebound by S. Blake,,17,20
67,1,2:12.0,Turnover by S. Blake (bad pass; steal by D. Collison),,17,20
68,1,2:09.0,,Shooting foul by W. Matthews (drawn by B. McLemore),17,20
69,1,2:09.0,,Sacramento full timeout,17,20
70,1,2:09.0,D. Lillard enters the game for N. Batum,,17,20
71,1,2:09.0,D. Wright enters the game for W. Matthews,,17,20
72,1,2:09.0,,C. Landry enters the game for D. Collison,17,20
73,1,2:09.0,,R. Sessions enters the game for D. Cousins,17,20
74,1,2:09.0,,B. McLemore makes free throw 1 of 2,17,21
75,1,2:09.0,,B. McLemore makes free throw 2 of 2,17,22
76,1,1:58.0,Shooting foul by J. Thompson (drawn by L. Aldridge),,17,22
77,1,1:58.0,L. Aldridge makes free throw 1 of 2,,18,22
78,1,1:58.0,L. Aldridge makes free throw 2 of 2,,19,22
79,1,1:44.0,,Def 3 sec tech foul by C. Kaman,19,22
80,1,1:44.0,,R. Gay misses technical free throw,19,22
81,1,1:44.0,,Offensive rebound by Team,19,22
82,1,1:44.0,,N. Stauskas enters the game for R. Gay,19,22
83,1,1:44.0,,O. Casspi enters the game for B. McLemore,19,22
84,1,1:34.0,,Shooting foul by S. Blake (drawn by R. Sessions),19,22
85,1,1:34.0,,R. Sessions makes free throw 1 of 2,19,23
86,1,1:34.0,,R. Sessions makes free throw 2 of 2,19,24
87,1,1:18.0,Shooting block foul by J. Thompson (drawn by L. Aldridge),,19,24
88,1,1:18.0,L. Aldridge makes free throw 1 of 2,,20,24
89,1,1:18.0,,R. Evans enters the game for J. Thompson,20,24
90,1,1:18.0,L. Aldridge misses free throw 2 of 2,,20,24
91,1,1:17.0,,Defensive rebound by O. Casspi,20,24
92,1,1:01.0,,R. Sessions misses 2-pt hook shot from 6 ft,20,24
93,1,1:00.0,Defensive rebound by C. Kaman,,20,24
94,1,0:49.0,L. Aldridge makes 2-pt jump shot from 19 ft,,22,24
95,1,0:36.0,,N. Stauskas misses 2-pt jump shot from 13 ft (block by D. Lillard),22,24
96,1,0:34.0,,Offensive rebound by O. Casspi,22,24
97,1,0:33.0,,O. Casspi makes 2-pt jump shot from 7 ft,22,26
98,1,0:13.0,S. Blake misses 3-pt jump shot from 24 ft,,22,26
99,1,0:13.0,Offensive rebound by L. Aldridge,,22,26
100,1,0:13.0,L. Aldridge makes 2-pt tip-in at rim,,24,26
101,1,0:01.0,,C. Landry misses 2-pt jump shot from 17 ft,24,26
102,1,0:00.0,Defensive rebound by D. Wright,,24,26
103,2,11:46.0,,Personal foul by J. Freeland (drawn by R. Evans),24,26
104,2,11:42.0,,R. Sessions misses 2-pt jump shot from 5 ft,24,26
105,2,11:40.0,Defensive rebound by D. Lillard,,24,26
106,2,11:30.0,C. Kaman makes 2-pt jump shot from 8 ft (assist by D. Wright),,26,26
107,2,11:09.0,,R. Evans makes 2-pt jump shot from 3 ft (assist by O. Casspi),26,28
108,2,10:52.0,D. Lillard misses 2-pt layup from 2 ft,,26,28
109,2,10:51.0,Offensive rebound by J. Freeland,,26,28
110,2,10:44.0,D. Lillard makes 3-pt jump shot from 22 ft (assist by J. Freeland),,29,28
111,2,10:27.0,,N. Stauskas misses 2-pt jump shot from 20 ft,29,28
112,2,10:27.0,Defensive rebound by C. Kaman,,29,28
113,2,10:03.0,Turnover by Team (shot clock),,29,28
114,2,9:42.0,,O. Casspi makes 2-pt jump shot from 7 ft (assist by R. Evans),29,30
115,2,9:19.0,C. Kaman misses 2-pt hook shot from 6 ft,,29,30
116,2,9:19.0,,Defensive rebound by R. Evans,29,30
117,2,9:08.0,,R. Sessions misses 2-pt jump shot from 20 ft,29,30
118,2,9:08.0,Defensive rebound by Team,,29,30
119,2,9:08.0,,Loose ball foul by R. Evans (drawn by J. Freeland),29,30
120,2,9:08.0,R. Lopez enters the game for C. Kaman,,29,30
121,2,8:57.0,D. Lillard misses 2-pt jump shot from 4 ft,,29,30
122,2,8:55.0,Offensive rebound by R. Lopez,,29,30
123,2,8:55.0,R. Lopez makes 2-pt tip-in from 1 ft,,31,30
124,2,8:54.0,,Sacramento full timeout,31,30
125,2,8:54.0,,D. Cousins enters the game for C. Landry,31,30
126,2,8:33.0,,D. Cousins makes 2-pt jump shot from 14 ft,31,32
127,2,8:12.0,Turnover by D. Lillard (bad pass; steal by D. Cousins),,31,32
128,2,8:08.0,,Shooting foul by J. Freeland (drawn by D. Cousins),31,32
129,2,8:08.0,,D. Cousins makes free throw 1 of 2,31,33
130,2,8:08.0,,D. Cousins makes free throw 2 of 2,31,34
131,2,7:54.0,D. Wright misses 2-pt jump shot from 11 ft,,31,34
132,2,7:51.0,,Defensive rebound by O. Casspi,31,34
133,2,7:48.0,,Turnover by O. Casspi (bad pass; steal by D. Wright),31,34
134,2,7:47.0,D. Wright makes 2-pt layup from 2 ft,,33,34
135,2,7:47.0,Shooting foul by O. Casspi (drawn by D. Wright),,33,34
136,2,7:47.0,S. Blake enters the game for D. Lillard,,33,34
137,2,7:47.0,D. Wright makes free throw 1 of 1,,34,34
138,2,7:31.0,,Shooting foul by R. Lopez (drawn by O. Casspi),34,34
139,2,7:31.0,,O. Casspi makes free throw 1 of 2,34,35
140,2,7:31.0,W. Matthews enters the game for D. Wright,,34,35
141,2,7:31.0,,O. Casspi makes free throw 2 of 2,34,36
142,2,7:21.0,Personal foul by O. Casspi (drawn by W. Matthews),,34,36
143,2,7:21.0,,D. Collison enters the game for R. Sessions,34,36
144,2,7:21.0,,R. Gay enters the game for O. Casspi,34,36
145,2,7:14.0,W. Matthews misses 3-pt jump shot from 23 ft,,34,36
146,2,7:14.0,,Defensive rebound by Team,34,36
147,2,7:01.0,,D. Cousins misses 2-pt jump shot from 18 ft,34,36
148,2,7:01.0,,Offensive rebound by Team,34,36
149,2,7:01.0,Loose ball foul by J. Freeland (drawn by R. Evans),,34,36
150,2,7:01.0,N. Batum enters the game for C. McCollum,,34,36
151,2,6:44.0,,R. Gay misses 2-pt jump shot from 17 ft,34,36
152,2,6:44.0,,Offensive rebound by D. Cousins,34,36
153,2,6:40.0,,D. Cousins misses 2-pt jump shot from 5 ft,34,36
154,2,6:39.0,,Offensive rebound by R. Gay,34,36
155,2,6:37.0,,R. Gay makes 2-pt layup from 1 ft,34,38
156,2,6:29.0,Turnover by S. Blake (bad pass; steal by N. Stauskas),,34,38
157,2,6:21.0,,Turnover by R. Evans (bad pass),34,38
158,2,6:03.0,J. Freeland misses 2-pt jump shot from 15 ft,,34,38
159,2,6:02.0,,Defensive rebound by R. Evans,34,38
160,2,5:52.0,,Shooting foul by S. Blake (drawn by R. Gay),34,38
161,2,5:52.0,Official timeout,,34,38
162,2,5:52.0,L. Aldridge enters the game for J. Freeland,,34,38
163,2,5:52.0,,R. Gay makes free throw 1 of 2,34,39
164,2,5:52.0,,R. Gay misses free throw 2 of 2,34,39
165,2,5:52.0,,Offensive rebound by D. Collison,34,39
166,2,5:46.0,,N. Stauskas misses 3-pt jump shot from 25 ft,34,39
167,2,5:46.0,,Offensive rebound by R. Evans,34,39
168,2,5:44.0,,R. Evans misses 2-pt layup from 2 ft (block by L. Aldridge),34,39
169,2,5:42.0,,Offensive rebound by R. Gay,34,39
170,2,5:39.0,,R. Gay misses 2-pt layup from 4 ft (block by R. Lopez),34,39
171,2,5:38.0,,Offensive rebound by N. Stauskas,34,39
172,2,5:35.0,,D. Collison misses 3-pt jump shot from 24 ft,34,39
173,2,5:32.0,Defensive rebound by R. Lopez,,34,39
174,2,5:16.0,S. Blake misses 3-pt jump shot from 24 ft,,34,39
175,2,5:16.0,,Defensive rebound by D. Cousins,34,39
176,2,5:06.0,,D. Collison makes 2-pt jump shot from 15 ft,34,41
177,2,4:54.0,W. Matthews makes 2-pt jump shot from 4 ft (assist by L. Aldridge),,36,41
178,2,4:54.0,Shooting foul by N. Stauskas (drawn by W. Matthews),,36,41
179,2,4:54.0,,B. McLemore enters the game for N. Stauskas,36,41
180,2,4:54.0,W. Matthews makes free throw 1 of 1,,37,41
181,2,4:41.0,,R. Gay misses 2-pt jump shot from 15 ft,37,41
182,2,4:41.0,Defensive rebound by N. Batum,,37,41
183,2,4:28.0,N. Batum misses 2-pt jump shot from 17 ft,,37,41
184,2,4:27.0,,Defensive rebound by R. Gay,37,41
185,2,4:23.0,,Turnover by D. Collison (lost ball; steal by N. Batum),37,41
186,2,4:18.0,N. Batum makes 3-pt jump shot from 23 ft (assist by S. Blake),,40,41
187,2,3:56.0,,B. McLemore misses 2-pt jump shot from 19 ft,40,41
188,2,3:55.0,,Offensive rebound by R. Evans,40,41
