,QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
173,2,4:18.0,,A. Drummond makes 2-pt dunk at rim (assist by J. Meeks),35,45
174,2,3:49.0,U. Haslem misses 2-pt jump shot from 18 ft,,35,45
175,2,3:48.0,,Defensive rebound by C. Butler,35,45
176,2,3:38.0,,Turnover by J. Meeks (lost ball),35,45
177,2,3:38.0,,K. Singler enters the game for J. Meeks,35,45
178,2,3:38.0,,K. Caldwell-Pope enters the game for C. Butler,35,45
179,2,3:13.0,U. Haslem misses 2-pt jump shot from 15 ft,,35,45
180,2,3:12.0,Offensive rebound by H. Whiteside,,35,45
181,2,3:07.0,H. Whiteside makes 2-pt dunk at rim,,37,45
182,2,2:39.0,,K. Singler makes 3-pt jump shot from 23 ft (assist by G. Monroe),37,48
183,2,2:20.0,Personal foul by G. Monroe (drawn by M. Chalmers),,37,48
184,2,2:20.0,M. Chalmers makes free throw 1 of 2,,38,48
185,2,2:20.0,C. Bosh enters the game for U. Haslem,,38,48
186,2,2:20.0,J. Ennis enters the game for L. Deng,,38,48
187,2,2:20.0,,A. Tolliver enters the game for G. Monroe,38,48
188,2,2:20.0,M. Chalmers misses free throw 2 of 2,,38,48
189,2,2:19.0,,Defensive rebound by A. Drummond,38,48
190,2,1:58.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,38,48
191,2,1:58.0,,Offensive rebound by A. Drummond,38,48
192,2,1:58.0,Loose ball foul by N. Cole (drawn by A. Drummond),,38,48
193,2,1:48.0,,D. Augustin misses 2-pt jump shot from 6 ft (block by H. Whiteside),38,48
194,2,1:46.0,,Offensive rebound by K. Caldwell-Pope,38,48
195,2,1:38.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,38,48
196,2,1:38.0,,Offensive rebound by Team,38,48
197,2,1:30.0,,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,38,48
198,2,1:27.0,Defensive rebound by M. Chalmers,,38,48
199,2,1:13.0,Shooting foul by A. Tolliver (drawn by C. Bosh),,38,48
200,2,1:13.0,C. Bosh misses free throw 1 of 2,,38,48
201,2,1:13.0,Offensive rebound by Team,,38,48
202,2,1:13.0,C. Andersen enters the game for H. Whiteside,,38,48
203,2,1:13.0,C. Bosh makes free throw 2 of 2,,39,48
204,2,1:00.0,,K. Singler makes 3-pt jump shot from 26 ft (assist by D. Augustin),39,51
205,2,0:40.0,Turnover by C. Andersen (bad pass; steal by K. Caldwell-Pope),,39,51
206,2,0:36.0,,A. Drummond makes 2-pt layup at rim,39,53
207,2,0:32.0,Miami full timeout,,39,53
208,2,0:32.0,L. Deng enters the game for J. Ennis,,39,53
209,2,0:32.0,,J. Jerebko enters the game for A. Tolliver,39,53
210,2,0:20.0,C. Bosh misses 2-pt jump shot from 14 ft,,39,53
211,2,0:19.0,,Defensive rebound by D. Augustin,39,53
212,2,0:02.0,Violation by C. Andersen (kicked ball),,39,53
213,2,0:01.0,,K. Singler misses 2-pt jump shot from 18 ft,39,53
214,2,0:00.0,,Offensive rebound by Team,39,53
215,3,11:39.0,H. Whiteside misses 2-pt hook shot from 4 ft,,39,53
216,3,11:37.0,,Defensive rebound by A. Drummond,39,53
217,3,11:24.0,,A. Drummond misses 2-pt hook shot from 1 ft (block by H. Whiteside),39,53
218,3,11:24.0,,Offensive rebound by Team,39,53
219,3,11:14.0,,D. Augustin makes 2-pt jump shot from 18 ft,39,55
220,3,11:00.0,C. Bosh makes 2-pt jump shot from 19 ft (assist by L. Deng),,41,55
221,3,10:48.0,,K. Singler makes 3-pt jump shot from 25 ft (assist by D. Augustin),41,58
222,3,10:16.0,Turnover by Team (shot clock),,41,58
223,3,10:01.0,,D. Augustin makes 3-pt jump shot from 26 ft,41,61
224,3,10:01.0,Miami full timeout,,41,61
225,3,9:47.0,L. Deng makes 2-pt layup at rim (assist by C. Bosh),,43,61
226,3,9:33.0,,D. Augustin makes 2-pt jump shot from 6 ft,43,63
227,3,9:19.0,C. Bosh makes 2-pt jump shot from 14 ft (assist by S. Napier),,45,63
228,3,9:01.0,,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),45,65
229,3,8:39.0,C. Bosh makes 2-pt jump shot from 14 ft (assist by M. Chalmers),,47,65
230,3,8:20.0,,D. Augustin misses 2-pt jump shot from 6 ft,47,65
231,3,8:19.0,,Offensive rebound by A. Drummond,47,65
232,3,8:18.0,,A. Drummond misses 2-pt tip-in at rim,47,65
233,3,8:17.0,Defensive rebound by S. Napier,,47,65
234,3,8:08.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by S. Napier),,50,65
235,3,7:35.0,,K. Singler misses 2-pt jump shot from 7 ft,50,65
236,3,7:35.0,,Offensive rebound by Team,50,65
237,3,7:35.0,,Turnover by Team (shot clock),50,65
238,3,7:35.0,N. Cole enters the game for S. Napier,,50,65
239,3,7:19.0,L. Deng misses 3-pt jump shot from 24 ft,,50,65
240,3,7:18.0,,Defensive rebound by G. Monroe,50,65
241,3,7:08.0,,K. Singler makes 2-pt jump shot from 12 ft (assist by D. Augustin),50,67
242,3,6:53.0,C. Bosh makes 2-pt hook shot from 5 ft (assist by N. Cole),,52,67
243,3,6:53.0,Shooting foul by G. Monroe (drawn by C. Bosh),,52,67
244,3,6:53.0,C. Bosh makes free throw 1 of 1,,53,67
245,3,6:37.0,,G. Monroe makes 2-pt jump shot from 16 ft (assist by D. Augustin),53,69
246,3,6:19.0,C. Bosh makes 2-pt jump shot from 11 ft (assist by M. Chalmers),,55,69
247,3,6:19.0,Shooting foul by G. Monroe (drawn by C. Bosh),,55,69
248,3,6:19.0,,A. Tolliver enters the game for G. Monroe,55,69
249,3,6:19.0,C. Bosh makes free throw 1 of 1,,56,69
250,3,6:00.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,56,69
251,3,5:59.0,,Offensive rebound by K. Caldwell-Pope,56,69
252,3,5:58.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft,56,71
253,3,5:42.0,C. Bosh makes 2-pt jump shot from 10 ft (assist by N. Cole),,58,71
254,3,5:26.0,,Turnover by A. Tolliver (bad pass),58,71
255,3,5:05.0,H. Whiteside makes 2-pt jump shot from 10 ft (assist by C. Bosh),,60,71
256,3,4:51.0,,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,60,71
257,3,4:50.0,,Offensive rebound by A. Tolliver,60,71
258,3,4:40.0,,K. Caldwell-Pope misses 2-pt layup at rim,60,71
259,3,4:37.0,Defensive rebound by H. Whiteside,,60,71
260,3,4:24.0,L. Deng misses 2-pt jump shot from 5 ft (block by A. Drummond),,60,71
261,3,4:23.0,,Defensive rebound by D. Augustin,60,71
262,3,4:20.0,,Shooting foul by H. Whiteside (drawn by D. Augustin),60,71
263,3,4:20.0,,D. Augustin makes free throw 1 of 2,60,72
264,3,4:20.0,,C. Butler enters the game for K. Singler,60,72
265,3,4:20.0,,D. Augustin makes free throw 2 of 2,60,73
266,3,4:11.0,Personal foul by A. Tolliver (drawn by M. Chalmers),,60,73
267,3,4:11.0,D. Granger enters the game for L. Deng,,60,73
268,3,4:03.0,H. Whiteside misses 2-pt jump shot from 5 ft,,60,73
269,3,4:02.0,,Defensive rebound by A. Drummond,60,73
270,3,3:45.0,,C. Butler misses 3-pt jump shot from 23 ft,60,73
271,3,3:44.0,Defensive rebound by M. Chalmers,,60,73
272,3,3:34.0,H. Whiteside misses 2-pt jump shot from 13 ft,,60,73
273,3,3:33.0,,Defensive rebound by C. Butler,60,73
274,3,3:23.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft (block by H. Whiteside),60,73
275,3,3:23.0,,Offensive rebound by Team,60,73
276,3,3:23.0,T. Johnson enters the game for M. Chalmers,,60,73
277,3,3:14.0,,C. Butler makes 3-pt jump shot from 22 ft (assist by D. Augustin),60,76
278,3,2:54.0,C. Bosh makes 2-pt layup at rim,,62,76
279,3,2:30.0,,K. Caldwell-Pope makes 2-pt jump shot from 9 ft,62,78
280,3,2:30.0,,Shooting foul by T. Johnson (drawn by K. Caldwell-Pope),62,78
281,3,2:30.0,,Detroit full timeout,62,78
282,3,2:30.0,,K. Caldwell-Pope makes free throw 1 of 1,62,79
283,3,2:14.0,C. Bosh makes 2-pt jump shot from 9 ft,,64,79
284,3,1:53.0,,A. Drummond misses 2-pt hook shot from 5 ft,64,79
285,3,1:51.0,Defensive rebound by C. Bosh,,64,79
286,3,1:38.0,N. Cole misses 2-pt jump shot from 18 ft,,64,79
287,3,1:36.0,,Defensive rebound by C. Butler,64,79
288,3,1:27.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,64,79
289,3,1:26.0,Defensive rebound by H. Whiteside,,64,79
290,3,1:14.0,N. Cole misses 2-pt jump shot from 5 ft,,64,79
291,3,1:13.0,Offensive rebound by H. Whiteside,,64,79
292,3,1:12.0,H. Whiteside makes 2-pt tip-in at rim,,66,79
293,3,0:59.0,,D. Augustin makes 2-pt jump shot from 11 ft,66,81
294,3,0:49.0,Shooting foul by C. Butler (drawn by H. Whiteside),,66,81
295,3,0:49.0,H. Whiteside misses free throw 1 of 2,,66,81
296,3,0:49.0,Offensive rebound by Team,,66,81
297,3,0:49.0,,J. Meeks enters the game for K. Caldwell-Pope,66,81
298,3,0:49.0,L. Deng enters the game for C. Bosh,,66,81
299,3,0:49.0,H. Whiteside makes free throw 2 of 2,,67,81
300,3,0:35.0,,C. Butler makes 2-pt jump shot from 17 ft (assist by D. Augustin),67,83
301,3,0:18.0,Turnover by H. Whiteside (bad pass; steal by C. Butler),,67,83
302,3,0:02.0,,D. Augustin makes 2-pt layup at rim,67,85
303,4,11:36.0,,Turnover by Team (shot clock),67,85
304,4,11:31.0,Shooting foul by A. Drummond (drawn by L. Deng),,67,85
305,4,11:31.0,L. Deng misses free throw 1 of 2,,67,85
306,4,11:31.0,Offensive rebound by Team,,67,85
307,4,11:31.0,,J. Anthony enters the game for A. Drummond,67,85
308,4,11:31.0,,J. Lucas III enters the game for D. Augustin,67,85
309,4,11:31.0,L. Deng makes free throw 2 of 2,,68,85
310,4,11:06.0,,J. Lucas III misses 2-pt jump shot from 13 ft,68,85
311,4,11:05.0,Defensive rebound by T. Johnson,,68,85
312,4,10:56.0,T. Johnson misses 2-pt jump shot from 10 ft,,68,85
313,4,10:56.0,,Defensive rebound by Team,68,85
314,4,10:32.0,,A. Tolliver misses 2-pt jump shot from 6 ft,68,85
315,4,10:31.0,Defensive rebound by T. Johnson,,68,85
316,4,10:25.0,D. Granger misses 2-pt layup from 2 ft (block by J. Anthony),,68,85
317,4,10:23.0,,Defensive rebound by J. Meeks,68,85
318,4,10:17.0,,J. Lucas III misses 2-pt jump shot from 4 ft,68,85
319,4,10:16.0,,Offensive rebound by J. Anthony,68,85
320,4,10:15.0,,J. Anthony makes 2-pt tip-in at rim,68,87
321,4,9:59.0,L. Deng misses 2-pt jump shot from 16 ft,,68,87
322,4,9:58.0,,Defensive rebound by J. Meeks,68,87
323,4,9:50.0,,J. Meeks misses 3-pt jump shot from 25 ft,68,87
324,4,9:49.0,Defensive rebound by D. Granger,,68,87
325,4,9:36.0,Shooting foul by J. Meeks (drawn by C. Andersen),,68,87
326,4,9:36.0,C. Andersen makes free throw 1 of 2,,69,87
327,4,9:36.0,C. Andersen misses free throw 2 of 2,,69,87
328,4,9:35.0,,Defensive rebound by C. Butler,69,87
329,4,9:24.0,,J. Meeks makes 2-pt jump shot from 17 ft (assist by J. Lucas III),69,89
330,4,9:23.0,,Violation by Team (delay of game),69,89
331,4,9:07.0,D. Granger makes 3-pt jump shot from 25 ft (assist by N. Cole),,72,89
332,4,8:49.0,,J. Lucas III makes 3-pt jump shot from 23 ft (assist by C. Butler),72,92
333,4,8:26.0,D. Granger makes 2-pt jump shot from 13 ft,,74,92
334,4,8:14.0,,Personal foul by D. Granger (drawn by J. Meeks),74,92
335,4,8:14.0,Official timeout,,74,92
336,4,8:14.0,,J. Jerebko enters the game for A. Tolliver,74,92
337,4,8:01.0,,J. Lucas III misses 3-pt jump shot from 24 ft,74,92
338,4,8:00.0,Defensive rebound by D. Granger,,74,92
339,4,7:42.0,D. Granger makes 3-pt jump shot from 25 ft (assist by N. Cole),,77,92
340,4,7:29.0,,Shooting foul by T. Johnson (drawn by J. Meeks),77,92
341,4,7:29.0,,J. Meeks makes free throw 1 of 2,77,93
342,4,7:29.0,C. Bosh enters the game for L. Deng,,77,93
343,4,7:29.0,M. Chalmers enters the game for T. Johnson,,77,93
344,4,7:29.0,,J. Meeks makes free throw 2 of 2,77,94
345,4,7:16.0,M. Chalmers misses 2-pt jump shot from 4 ft (block by J. Anthony),,77,94
346,4,7:14.0,,Defensive rebound by J. Lucas III,77,94
347,4,7:07.0,,J. Jerebko misses 3-pt jump shot from 26 ft,77,94
348,4,7:07.0,Defensive rebound by D. Granger,,77,94
349,4,6:58.0,Shooting foul by J. Anthony (drawn by D. Granger),,77,94
350,4,6:58.0,D. Granger makes free throw 1 of 2,,78,94
351,4,6:58.0,,K. Singler enters the game for C. Butler,78,94
352,4,6:58.0,D. Granger makes free throw 2 of 2,,79,94
353,4,6:42.0,,J. Meeks misses 3-pt jump shot from 25 ft,79,94
354,4,6:40.0,Defensive rebound by D. Granger,,79,94
355,4,6:28.0,C. Bosh misses 3-pt jump shot from 26 ft,,79,94
356,4,6:26.0,,Defensive rebound by J. Anthony,79,94
357,4,6:06.0,,J. Meeks misses 2-pt layup from 2 ft,79,94
358,4,6:06.0,,Offensive rebound by J. Anthony,79,94
359,4,6:06.0,,Shooting foul by N. Cole (drawn by J. Anthony),79,94
360,4,6:06.0,,J. Anthony misses free throw 1 of 2,79,94
361,4,6:06.0,,Offensive rebound by Team,79,94
362,4,6:06.0,,K. Caldwell-Pope enters the game for J. Meeks,79,94
363,4,6:06.0,,J. Anthony makes free throw 2 of 2,79,95
364,4,5:48.0,C. Andersen makes 2-pt jump shot from 19 ft (assist by M. Chalmers),,81,95
365,4,5:33.0,,K. Caldwell-Pope misses 2-pt layup at rim,81,95
366,4,5:32.0,Defensive rebound by C. Andersen,,81,95
367,4,5:21.0,N. Cole makes 2-pt layup from 1 ft,,83,95
368,4,5:21.0,,Detroit full timeout,83,95
369,4,5:21.0,,D. Augustin enters the game for J. Jerebko,83,95
370,4,5:21.0,,G. Monroe enters the game for J. Anthony,83,95
371,4,5:21.0,,A. Drummond enters the game for J. Lucas III,83,95
372,4,5:02.0,,G. Monroe makes 2-pt hook shot from 6 ft (assist by D. Augustin),83,97
373,4,4:39.0,Turnover by C. Bosh (lost ball),,83,97
374,4,4:26.0,,G. Monroe makes 2-pt layup at rim (assist by K. Singler),83,99
375,4,3:58.0,Turnover by Team (shot clock),,83,99
376,4,3:58.0,H. Whiteside enters the game for C. Andersen,,83,99
377,4,3:40.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by K. Singler),83,101
378,4,3:40.0,Miami full timeout,,83,101
379,4,3:28.0,D. Granger misses 3-pt jump shot from 22 ft,,83,101
380,4,3:27.0,,Defensive rebound by G. Monroe,83,101
381,4,3:20.0,,Offensive foul by G. Monroe (drawn by D. Granger),83,101
382,4,3:20.0,,Turnover by G. Monroe (offensive foul),83,101
