,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BROOKLYN_ACTION,CLEVELAND_SCORE,BROOKLYN_SCORE
64,1,4:09.0,K. Irving makes 2-pt jump shot from 12 ft (assist by I. Shumpert),,21,17
65,1,4:02.0,,J. Johnson makes 2-pt jump shot from 3 ft (assist by D. Williams),21,19
66,1,3:53.0,Shooting foul by B. Lopez (drawn by K. Irving),,21,19
67,1,3:53.0,K. Irving makes free throw 1 of 2,,22,19
68,1,3:53.0,,A. Anderson enters the game for J. Johnson,22,19
69,1,3:53.0,K. Irving makes free throw 2 of 2,,23,19
70,1,3:34.0,,B. Lopez makes 2-pt layup from 2 ft (assist by A. Anderson),23,21
71,1,3:14.0,K. Irving misses 2-pt layup at rim,,23,21
72,1,3:13.0,,Defensive rebound by B. Lopez,23,21
73,1,3:07.0,,A. Anderson misses 3-pt jump shot from 25 ft,23,21
74,1,3:06.0,Defensive rebound by K. Love,,23,21
75,1,2:58.0,Turnover by K. Perkins (bad pass),,23,21
76,1,2:58.0,Cleveland full timeout,,23,21
77,1,2:43.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Williams),23,23
78,1,2:26.0,I. Shumpert misses 2-pt dunk at rim,,23,23
79,1,2:25.0,Offensive rebound by I. Shumpert,,23,23
80,1,2:24.0,I. Shumpert makes 2-pt layup from 2 ft,,25,23
81,1,2:06.0,,B. Lopez misses 2-pt layup at rim,25,23
82,1,2:05.0,,Offensive rebound by B. Lopez,25,23
83,1,2:04.0,,Turnover by B. Lopez (step out of bounds),25,23
84,1,2:04.0,,C. Jefferson enters the game for M. Plumlee,25,23
85,1,1:49.0,Turnover by K. Perkins (bad pass; steal by A. Anderson),,25,23
86,1,1:44.0,,A. Anderson makes 2-pt layup from 2 ft,25,25
87,1,1:25.0,K. Irving misses 2-pt jump shot from 11 ft,,25,25
88,1,1:22.0,,Defensive rebound by Team,25,25
89,1,1:22.0,,J. Jack enters the game for D. Williams,25,25
90,1,1:22.0,T. Thompson enters the game for K. Love,,25,25
91,1,1:22.0,M. Dellavedova enters the game for K. Irving,,25,25
92,1,1:05.0,,Shooting foul by K. Perkins (drawn by B. Lopez),25,25
93,1,1:05.0,,B. Lopez makes free throw 1 of 2,25,26
94,1,1:05.0,,B. Lopez makes free throw 2 of 2,25,27
95,1,0:50.0,J. Smith misses 3-pt jump shot from 25 ft,,25,27
96,1,0:48.0,,Defensive rebound by C. Jefferson,25,27
97,1,0:38.0,,J. Jack makes 2-pt jump shot from 19 ft,25,29
98,1,0:31.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,25,29
99,1,0:30.0,,Defensive rebound by B. Lopez,25,29
100,1,0:10.0,,C. Jefferson misses 2-pt dunk at rim,25,29
101,1,0:08.0,Defensive rebound by I. Shumpert,,25,29
102,1,0:04.0,I. Shumpert makes 2-pt layup from 2 ft,,27,29
103,1,0:02.0,,A. Anderson misses 3-pt jump shot from 50 ft,27,29
104,1,0:00.0,,Offensive rebound by Team,27,29
105,2,11:49.0,,J. Jack makes 2-pt jump shot from 20 ft,27,31
106,2,11:34.0,J. Jones misses 3-pt jump shot from 25 ft,,27,31
107,2,11:33.0,,Defensive rebound by J. Jack,27,31
108,2,11:25.0,,J. Jack misses 2-pt layup from 2 ft,27,31
109,2,11:24.0,Defensive rebound by T. Thompson,,27,31
110,2,11:16.0,I. Shumpert misses 3-pt jump shot from 24 ft,,27,31
111,2,11:15.0,,Defensive rebound by M. Plumlee,27,31
112,2,11:02.0,,A. Anderson misses 2-pt layup from 2 ft,27,31
113,2,11:01.0,,Offensive rebound by A. Anderson,27,31
114,2,10:57.0,,J. Johnson misses 3-pt jump shot from 22 ft,27,31
115,2,10:56.0,Defensive rebound by T. Thompson,,27,31
116,2,10:50.0,,Violation by J. Johnson (kicked ball),27,31
117,2,10:42.0,Turnover by I. Shumpert (lost ball; steal by J. Jack),,27,31
118,2,10:34.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Johnson),27,33
119,2,10:20.0,Personal foul by A. Anderson (drawn by J. Jones),,27,33
120,2,10:10.0,J. Jones misses 2-pt jump shot from 12 ft,,27,33
121,2,10:09.0,,Defensive rebound by J. Johnson,27,33
122,2,10:00.0,,A. Anderson makes 2-pt jump shot from 11 ft (assist by J. Jack),27,35
123,2,9:39.0,I. Shumpert makes 2-pt jump shot from 18 ft (assist by J. Jones),,29,35
124,2,9:25.0,,J. Jack makes 2-pt layup from 1 ft,29,37
125,2,9:18.0,,Offensive charge foul by L. James (drawn by A. Anderson),29,37
126,2,9:18.0,Turnover by L. James (offensive foul),,29,37
127,2,9:07.0,,J. Johnson misses 2-pt jump shot from 4 ft,29,37
128,2,9:06.0,Defensive rebound by T. Thompson,,29,37
129,2,8:57.0,J. Jones misses 3-pt jump shot from 25 ft,,29,37
130,2,8:55.0,Offensive rebound by M. Dellavedova,,29,37
131,2,8:43.0,L. James makes 3-pt jump shot from 27 ft,,32,37
132,2,8:22.0,,J. Jack makes 2-pt jump shot from 20 ft (assist by J. Johnson),32,39
133,2,7:58.0,J. Jones makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,35,39
134,2,7:41.0,,A. Anderson makes 2-pt layup from 1 ft,35,41
135,2,7:27.0,T. Thompson makes 2-pt hook shot from 6 ft (assist by L. James),,37,41
136,2,7:21.0,,Brooklyn full timeout,37,41
137,2,7:21.0,J. Smith enters the game for J. Jones,,37,41
138,2,7:21.0,K. Irving enters the game for M. Dellavedova,,37,41
139,2,7:12.0,,A. Anderson makes 2-pt layup from 4 ft,37,43
140,2,6:53.0,K. Irving misses 3-pt jump shot from 23 ft,,37,43
141,2,6:52.0,,Defensive rebound by M. Plumlee,37,43
142,2,6:39.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Jack),37,46
143,2,6:11.0,L. James makes 3-pt jump shot from 24 ft,,40,46
144,2,5:59.0,,Turnover by J. Jack (bad pass; steal by I. Shumpert),40,46
145,2,5:56.0,I. Shumpert makes 2-pt layup at rim (assist by K. Irving),,42,46
146,2,5:56.0,Shooting foul by J. Jack (drawn by I. Shumpert),,42,46
147,2,5:56.0,Official timeout,,42,46
148,2,5:56.0,,B. Lopez enters the game for M. Plumlee,42,46
149,2,5:56.0,K. Love enters the game for L. James,,42,46
150,2,5:56.0,I. Shumpert makes free throw 1 of 1,,43,46
151,2,5:38.0,,J. Johnson makes 2-pt jump shot from 4 ft,43,48
152,2,5:11.0,J. Smith makes 3-pt jump shot from 25 ft,,46,48
153,2,5:01.0,,Shooting foul by J. Smith (drawn by B. Bogdanović),46,48
154,2,5:01.0,,B. Bogdanović makes free throw 1 of 2,46,49
155,2,5:01.0,T. Mozgov enters the game for T. Thompson,,46,49
156,2,5:01.0,,B. Bogdanović makes free throw 2 of 2,46,50
157,2,4:41.0,K. Irving makes 2-pt jump shot from 12 ft,,48,50
158,2,4:27.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,48,50
159,2,4:26.0,Defensive rebound by I. Shumpert,,48,50
160,2,4:11.0,Turnover by K. Love (lost ball),,48,50
161,2,4:11.0,,D. Williams enters the game for J. Jack,48,50
162,2,4:00.0,,A. Anderson misses 2-pt layup at rim (block by T. Mozgov),48,50
163,2,3:58.0,Defensive rebound by K. Love,,48,50
164,2,3:52.0,Turnover by T. Mozgov (lost ball; steal by B. Lopez),,48,50
165,2,3:40.0,,B. Bogdanović makes 2-pt layup from 1 ft,48,52
166,2,3:32.0,I. Shumpert misses 3-pt jump shot from 23 ft,,48,52
167,2,3:31.0,,Defensive rebound by D. Williams,48,52
168,2,3:25.0,,B. Bogdanović misses 2-pt layup at rim,48,52
169,2,3:24.0,Defensive rebound by T. Mozgov,,48,52
170,2,3:19.0,K. Love misses 3-pt jump shot from 23 ft,,48,52
171,2,3:17.0,,Defensive rebound by A. Anderson,48,52
172,2,3:10.0,,Turnover by D. Williams (bad pass; steal by J. Smith),48,52
173,2,3:07.0,,Offensive charge foul by K. Irving (drawn by A. Anderson),48,52
174,2,3:07.0,Turnover by K. Irving (offensive foul),,48,52
175,2,3:07.0,L. James enters the game for I. Shumpert,,48,52
176,2,2:57.0,,Turnover by D. Williams (bad pass; steal by L. James),48,52
177,2,2:55.0,Personal foul by D. Williams (drawn by L. James),,48,52
178,2,2:55.0,Cleveland full timeout,,48,52
179,2,2:43.0,L. James makes 2-pt layup from 1 ft,,50,52
180,2,2:27.0,,B. Lopez misses 2-pt jump shot from 13 ft,50,52
181,2,2:26.0,Defensive rebound by T. Mozgov,,50,52
182,2,2:17.0,J. Smith misses 3-pt jump shot from 23 ft,,50,52
183,2,2:16.0,,Defensive rebound by A. Anderson,50,52
184,2,2:06.0,,J. Johnson misses 3-pt jump shot from 24 ft,50,52
185,2,2:04.0,Defensive rebound by K. Love,,50,52
186,2,1:48.0,K. Love makes 2-pt layup from 2 ft,,52,52
187,2,1:25.0,,J. Johnson misses 3-pt jump shot from 22 ft,52,52
188,2,1:24.0,Defensive rebound by T. Mozgov,,52,52
189,2,1:19.0,Turnover by T. Mozgov (offensive goaltending),,52,52
190,2,0:57.0,,B. Bogdanović makes 2-pt jump shot from 21 ft (assist by J. Johnson),52,54
191,2,0:44.0,Shooting foul by B. Lopez (drawn by L. James),,52,54
192,2,0:44.0,L. James makes free throw 1 of 2,,53,54
193,2,0:44.0,I. Shumpert enters the game for J. Smith,,53,54
194,2,0:44.0,L. James makes free throw 2 of 2,,54,54
195,2,0:30.0,,A. Anderson makes 3-pt jump shot from 25 ft (assist by J. Johnson),54,57
196,2,0:11.0,L. James makes 2-pt layup from 1 ft,,56,57
197,2,0:05.0,,Personal foul by K. Love (drawn by J. Johnson),56,57
198,2,0:05.0,,Brooklyn full timeout,56,57
199,2,0:05.0,T. Thompson enters the game for L. James,,56,57
200,2,0:05.0,M. Dellavedova enters the game for K. Love,,56,57
201,2,0:01.0,,A. Anderson misses 2-pt jump shot from 18 ft (block by K. Irving),56,57
202,2,0:00.0,,Offensive rebound by Team,56,57
203,3,11:37.0,,B. Lopez makes 2-pt jump shot from 13 ft (assist by D. Williams),56,59
204,3,11:14.0,Personal foul by J. Johnson (drawn by L. James),,56,59
205,3,11:05.0,J. Smith misses 3-pt jump shot from 23 ft,,56,59
206,3,11:04.0,,Defensive rebound by B. Lopez,56,59
207,3,10:51.0,,M. Brown makes 2-pt jump shot from 18 ft,56,61
208,3,10:35.0,K. Irving makes 2-pt jump shot from 18 ft,,58,61
209,3,10:16.0,,B. Lopez misses 2-pt jump shot from 19 ft,58,61
210,3,10:15.0,Defensive rebound by J. Smith,,58,61
211,3,10:03.0,T. Mozgov misses 2-pt hook shot from 7 ft,,58,61
212,3,10:02.0,,Defensive rebound by D. Williams,58,61
213,3,9:53.0,,B. Lopez misses 2-pt hook shot from 10 ft,58,61
214,3,9:52.0,Defensive rebound by K. Love,,58,61
215,3,9:43.0,Turnover by T. Mozgov (lost ball),,58,61
216,3,9:34.0,,Turnover by M. Brown (bad pass),58,61
217,3,9:22.0,K. Irving misses 3-pt jump shot from 25 ft,,58,61
218,3,9:20.0,,Defensive rebound by D. Williams,58,61
219,3,9:10.0,,B. Lopez misses 2-pt jump shot from 10 ft,58,61
220,3,9:09.0,Defensive rebound by L. James,,58,61
221,3,8:59.0,K. Love makes 2-pt jump shot from 17 ft (assist by L. James),,60,61
222,3,8:39.0,,J. Johnson misses 2-pt jump shot from 14 ft,60,61
223,3,8:37.0,,Offensive rebound by B. Lopez,60,61
224,3,8:35.0,,M. Brown misses 2-pt jump shot from 13 ft,60,61
225,3,8:32.0,,Offensive rebound by M. Plumlee,60,61
226,3,8:30.0,,M. Plumlee misses 2-pt tip-in from 1 ft,60,61
227,3,8:29.0,Defensive rebound by T. Mozgov,,60,61
228,3,8:22.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,63,61
229,3,8:22.0,,Brooklyn full timeout,63,61
230,3,8:03.0,,Turnover by M. Plumlee (bad pass; steal by J. Smith),63,61
231,3,7:53.0,K. Love misses 3-pt jump shot from 25 ft,,63,61
232,3,7:52.0,,Defensive rebound by M. Brown,63,61
233,3,7:43.0,,E. Clark enters the game for M. Plumlee,63,61
234,3,7:32.0,,D. Williams makes 2-pt layup from 1 ft,63,63
235,3,7:12.0,K. Love misses 2-pt jump shot from 3 ft,,63,63
236,3,7:11.0,Offensive rebound by Team,,63,63
237,3,7:11.0,,Loose ball foul by B. Lopez (drawn by K. Love),63,63
238,3,7:11.0,T. Thompson enters the game for T. Mozgov,,63,63
239,3,6:56.0,L. James misses 3-pt jump shot from 24 ft,,63,63
240,3,6:55.0,,Defensive rebound by M. Brown,63,63
241,3,6:51.0,,J. Johnson misses 2-pt layup from 1 ft (block by L. James),63,63
242,3,6:49.0,Defensive rebound by J. Smith,,63,63
243,3,6:39.0,T. Thompson makes 2-pt dunk at rim (assist by J. Smith),,65,63
244,3,6:19.0,,Turnover by B. Lopez (lost ball; steal by T. Thompson),65,63
245,3,6:13.0,K. Irving misses 2-pt layup from 2 ft,,65,63
246,3,6:12.0,Offensive rebound by T. Thompson,,65,63
247,3,6:10.0,,Violation by Team (jump ball),65,63
248,3,5:52.0,J. Smith misses 3-pt jump shot from 24 ft,,65,63
249,3,5:51.0,,Defensive rebound by J. Johnson,65,63
250,3,5:43.0,,M. Brown makes 3-pt jump shot from 22 ft (assist by J. Johnson),65,66
251,3,5:32.0,K. Irving makes 2-pt layup from 1 ft,,67,66
252,3,5:32.0,Shooting foul by E. Clark (drawn by K. Irving),,67,66
253,3,5:32.0,K. Irving makes free throw 1 of 1,,68,66
254,3,5:17.0,,E. Clark makes 2-pt jump shot from 17 ft (assist by J. Johnson),68,68
255,3,5:03.0,K. Irving misses 2-pt jump shot from 12 ft,,68,68
256,3,5:02.0,,Defensive rebound by E. Clark,68,68
257,3,4:54.0,Violation by J. Smith (kicked ball),,68,68
258,3,4:48.0,,D. Williams misses 2-pt jump shot from 11 ft,68,68
259,3,4:47.0,,Offensive rebound by D. Williams,68,68
260,3,4:44.0,,D. Williams misses 2-pt jump shot from 12 ft,68,68
261,3,4:42.0,Defensive rebound by L. James,,68,68
262,3,4:25.0,L. James misses 2-pt jump shot from 18 ft,,68,68
263,3,4:24.0,,Defensive rebound by J. Johnson,68,68
264,3,4:20.0,,Turnover by D. Williams (bad pass),68,68
265,3,4:20.0,,J. Jack enters the game for D. Williams,68,68
266,3,4:20.0,I. Shumpert enters the game for L. James,,68,68
267,3,4:01.0,T. Thompson misses 2-pt hook shot from 6 ft,,68,68
268,3,4:00.0,Offensive rebound by K. Love,,68,68
269,3,3:58.0,Shooting foul by E. Clark (drawn by K. Love),,68,68
270,3,3:58.0,K. Love makes free throw 1 of 2,,69,68
271,3,3:58.0,K. Love makes free throw 2 of 2,,70,68
272,3,3:45.0,,J. Jack misses 2-pt jump shot from 8 ft,70,68
273,3,3:44.0,,Offensive rebound by B. Lopez,70,68
274,3,3:43.0,,B. Lopez misses 2-pt tip-in at rim,70,68
275,3,3:41.0,Defensive rebound by T. Thompson,,70,68
276,3,3:37.0,Offensive foul by J. Smith (drawn by M. Brown),,70,68
277,3,3:37.0,Turnover by J. Smith (offensive foul),,70,68
278,3,3:37.0,,B. Bogdanović enters the game for M. Brown,70,68
279,3,3:37.0,Technical foul by Team,,70,68
280,3,3:37.0,,J. Johnson makes technical free throw,70,69
281,3,3:28.0,,Personal foul by I. Shumpert (drawn by J. Johnson),70,69
282,3,3:20.0,,E. Clark makes 3-pt jump shot from 25 ft (assist by J. Jack),70,72
283,3,3:05.0,Turnover by K. Love (lost ball; steal by E. Clark),,70,72
284,3,2:59.0,,E. Clark misses 3-pt jump shot from 24 ft,70,72
285,3,2:57.0,Defensive rebound by J. Smith,,70,72
286,3,2:45.0,K. Love makes 2-pt hook shot from 5 ft,,72,72
287,3,2:23.0,,B. Lopez makes 2-pt hook shot from 5 ft,72,74
288,3,2:10.0,Cleveland full timeout,,72,74
289,3,2:10.0,L. James enters the game for K. Love,,72,74
290,3,2:10.0,,A. Anderson enters the game for J. Johnson,72,74
291,3,2:03.0,J. Smith misses 3-pt jump shot from 25 ft,,72,74
292,3,2:02.0,,Defensive rebound by J. Jack,72,74
293,3,1:47.0,,J. Jack misses 2-pt layup from 1 ft,72,74
294,3,1:46.0,,Offensive rebound by B. Lopez,72,74
295,3,1:45.0,,B. Lopez makes 2-pt layup at rim,72,76
296,3,1:32.0,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),,75,76
297,3,1:14.0,,Turnover by J. Jack (lost ball; steal by K. Irving),75,76
298,3,1:11.0,,Violation by E. Clark (def goaltending),75,76
299,3,1:11.0,K. Irving makes 2-pt layup from 1 ft,,77,76
300,3,1:00.0,,E. Clark makes 2-pt jump shot from 20 ft (assist by J. Jack),77,78
301,3,0:51.0,K. Irving misses 3-pt jump shot from 24 ft,,77,78
302,3,0:50.0,,Defensive rebound by J. Jack,77,78
303,3,0:31.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,77,78
304,3,0:29.0,Defensive rebound by L. James,,77,78
305,3,0:06.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,79,78
306,3,0:03.0,,Shooting foul by L. James (drawn by J. Jack),79,78
307,3,0:03.0,,J. Jack makes free throw 1 of 2,79,79
308,3,0:03.0,,M. Plumlee enters the game for B. Lopez,79,79
309,3,0:03.0,,J. Jack misses free throw 2 of 2,79,79
310,3,0:03.0,Defensive rebound by J. Smith,,79,79
311,3,0:01.0,J. Smith misses 3-pt jump shot from 40 ft,,79,79
312,3,0:00.0,Offensive rebound by Team,,79,79
313,4,11:44.0,L. James misses 2-pt jump shot from 22 ft,,79,79
314,4,11:43.0,,Defensive rebound by B. Bogdanović,79,79
315,4,11:31.0,,J. Jack makes 2-pt jump shot from 18 ft,79,81
316,4,11:04.0,I. Shumpert misses 3-pt jump shot from 23 ft,,79,81
317,4,11:03.0,,Defensive rebound by M. Plumlee,79,81
318,4,10:50.0,,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by E. Clark),79,83
319,4,10:32.0,Turnover by L. James (traveling),,79,83
320,4,10:13.0,,J. Jack misses 2-pt layup from 1 ft,79,83
321,4,10:12.0,Defensive rebound by T. Thompson,,79,83
322,4,10:04.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,81,83
323,4,9:44.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Jack),81,86
324,4,9:19.0,L. James misses 3-pt jump shot from 24 ft,,81,86
325,4,9:18.0,,Defensive rebound by B. Bogdanović,81,86
326,4,9:11.0,,Turnover by M. Plumlee (lost ball; steal by L. James),81,86
327,4,8:55.0,I. Shumpert misses 2-pt jump shot from 16 ft,,81,86
328,4,8:54.0,,Defensive rebound by A. Anderson,81,86
329,4,8:43.0,,E. Clark misses 3-pt jump shot from 23 ft,81,86
330,4,8:42.0,,Offensive rebound by B. Bogdanović,81,86
331,4,8:41.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,81,86
332,4,8:40.0,Defensive rebound by T. Thompson,,81,86
333,4,8:31.0,T. Thompson misses 2-pt layup from 2 ft (block by M. Plumlee),,81,86
334,4,8:30.0,Offensive rebound by T. Thompson,,81,86
335,4,8:29.0,Shooting foul by M. Plumlee (drawn by T. Thompson),,81,86
336,4,8:29.0,Official timeout,,81,86
337,4,8:29.0,,J. Johnson enters the game for E. Clark,81,86
338,4,8:29.0,K. Irving enters the game for M. Dellavedova,,81,86
339,4,8:29.0,T. Thompson misses free throw 1 of 2,,81,86
340,4,8:29.0,Offensive rebound by Team,,81,86
341,4,8:29.0,T. Thompson misses free throw 2 of 2,,81,86
342,4,8:28.0,,Defensive rebound by J. Johnson,81,86
343,4,8:12.0,,J. Jack misses 2-pt jump shot from 20 ft,81,86
344,4,8:11.0,Defensive rebound by L. James,,81,86
345,4,7:57.0,L. James makes 2-pt layup from 2 ft,,83,86
346,4,7:57.0,Shooting foul by A. Anderson (drawn by L. James),,83,86
347,4,7:57.0,,B. Lopez enters the game for M. Plumlee,83,86
348,4,7:57.0,L. James makes free throw 1 of 1,,84,86
349,4,7:47.0,,Personal foul by I. Shumpert (drawn by J. Johnson),84,86
350,4,7:40.0,,J. Jack makes 2-pt jump shot from 13 ft,84,88
351,4,7:28.0,Turnover by J. Jones (lost ball; steal by J. Jack),,84,88
352,4,7:27.0,,Personal foul by J. Jones (drawn by J. Jack),84,88
353,4,7:14.0,,J. Jack misses 2-pt layup from 4 ft (block by K. Irving),84,88
354,4,7:12.0,Defensive rebound by K. Irving,,84,88
355,4,7:05.0,K. Irving misses 2-pt layup at rim,,84,88
356,4,7:04.0,,Defensive rebound by B. Lopez,84,88
357,4,6:48.0,,J. Johnson makes 2-pt jump shot from 9 ft,84,90
358,4,6:31.0,K. Irving misses 2-pt layup from 1 ft,,84,90
359,4,6:30.0,Offensive rebound by Team,,84,90
360,4,6:30.0,,Loose ball foul by J. Jack (drawn by T. Thompson),84,90
361,4,6:30.0,J. Smith enters the game for J. Jones,,84,90
362,4,6:20.0,K. Irving misses 2-pt jump shot from 21 ft,,84,90
363,4,6:18.0,Offensive rebound by I. Shumpert,,84,90
364,4,6:06.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,87,90
365,4,5:48.0,,B. Bogdanović makes 2-pt jump shot from 11 ft,87,92
366,4,5:46.0,Cleveland full timeout,,87,92
367,4,5:46.0,K. Love enters the game for T. Thompson,,87,92
368,4,5:35.0,K. Irving makes 2-pt layup from 2 ft (assist by L. James),,89,92
369,4,5:12.0,,Shooting foul by L. James (drawn by J. Johnson),89,92
370,4,5:12.0,,J. Johnson makes free throw 1 of 2,89,93
371,4,5:12.0,,J. Johnson makes free throw 2 of 2,89,94
372,4,4:49.0,K. Irving makes 2-pt jump shot from 10 ft,,91,94
373,4,4:27.0,,Shooting foul by K. Love (drawn by B. Lopez),91,94
374,4,4:27.0,,B. Lopez makes free throw 1 of 2,91,95
375,4,4:27.0,,B. Lopez makes free throw 2 of 2,91,96
376,4,4:15.0,Offensive foul by K. Love (drawn by J. Jack),,91,96
377,4,4:15.0,Turnover by K. Love (offensive foul),,91,96
378,4,4:03.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,91,96
379,4,4:02.0,Defensive rebound by K. Love,,91,96
380,4,3:44.0,L. James misses 2-pt layup from 1 ft,,91,96
381,4,3:43.0,,Defensive rebound by J. Jack,91,96
382,4,3:27.0,,Shooting foul by K. Love (drawn by B. Lopez),91,96
383,4,3:27.0,,B. Lopez makes free throw 1 of 2,91,97
384,4,3:27.0,,B. Lopez makes free throw 2 of 2,91,98
385,4,3:18.0,Shooting foul by B. Lopez (drawn by K. Irving),,91,98
386,4,3:18.0,K. Irving makes free throw 1 of 2,,92,98
387,4,3:18.0,,Brooklyn full timeout,92,98
388,4,3:18.0,K. Irving makes free throw 2 of 2,,93,98
389,4,2:56.0,,J. Johnson makes 3-pt jump shot from 26 ft,93,101
390,4,2:40.0,J. Smith misses 3-pt jump shot from 22 ft,,93,101
391,4,2:39.0,,Defensive rebound by B. Bogdanović,93,101
