,QUARTER,TIME_REMAINING,HOUSTON_ACTION,SAN ANTONIO_ACTION,HOUSTON_SCORE,SAN ANTONIO_SCORE
46,1,7:00.0,D. Howard misses 2-pt jump shot from 5 ft (block by T. Duncan),,13,11
47,1,7:00.0,Offensive rebound by Team,,13,11
48,1,6:56.0,J. Harden misses 3-pt jump shot from 24 ft,,13,11
49,1,6:55.0,Offensive rebound by D. Howard,,13,11
50,1,6:43.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,15,11
51,1,6:31.0,,T. Duncan makes 2-pt dunk at rim (assist by T. Parker),15,13
52,1,6:17.0,P. Prigioni makes 2-pt jump shot from 5 ft,,17,13
53,1,6:07.0,,A. Baynes makes 2-pt jump shot from 5 ft (assist by D. Green),17,15
54,1,5:55.0,D. Howard makes 2-pt dunk at rim (assist by P. Prigioni),,19,15
55,1,5:41.0,,T. Parker misses 2-pt layup from 2 ft,19,15
56,1,5:40.0,,Offensive rebound by A. Baynes,19,15
57,1,5:36.0,,K. Leonard misses 3-pt jump shot from 24 ft,19,15
58,1,5:35.0,Defensive rebound by D. Howard,,19,15
59,1,5:27.0,T. Ariza misses 2-pt jump shot from 20 ft,,19,15
60,1,5:27.0,,Defensive rebound by A. Baynes,19,15
61,1,5:18.0,,D. Green misses 3-pt jump shot from 25 ft,19,15
62,1,5:17.0,Defensive rebound by T. Ariza,,19,15
63,1,5:12.0,Houston full timeout,,19,15
64,1,5:12.0,,B. Diaw enters the game for T. Duncan,19,15
65,1,5:12.0,,M. Ginóbili enters the game for D. Green,19,15
66,1,5:12.0,J. Dorsey enters the game for D. Howard,,19,15
67,1,5:12.0,J. Smith enters the game for T. Jones,,19,15
68,1,5:02.0,J. Harden misses 3-pt jump shot from 23 ft,,19,15
69,1,5:01.0,,Defensive rebound by B. Diaw,19,15
70,1,4:53.0,,K. Leonard misses 2-pt jump shot from 16 ft,19,15
71,1,4:52.0,Defensive rebound by J. Dorsey,,19,15
72,1,4:41.0,J. Smith misses 3-pt jump shot from 24 ft,,19,15
73,1,4:40.0,Offensive rebound by J. Harden,,19,15
74,1,4:36.0,Shooting foul by T. Parker (drawn by J. Harden),,19,15
75,1,4:36.0,J. Harden makes free throw 1 of 2,,20,15
76,1,4:36.0,J. Harden makes free throw 2 of 2,,21,15
77,1,4:21.0,,K. Leonard makes 2-pt layup at rim (assist by M. Ginóbili),21,17
78,1,4:02.0,J. Harden makes 3-pt jump shot from 22 ft (assist by J. Smith),,24,17
79,1,3:42.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Parker),24,20
80,1,3:23.0,J. Smith makes 3-pt jump shot from 23 ft (assist by P. Prigioni),,27,20
81,1,3:06.0,,A. Baynes misses 2-pt jump shot from 5 ft,27,20
82,1,3:05.0,Defensive rebound by J. Smith,,27,20
83,1,3:01.0,T. Ariza makes 2-pt dunk at rim (assist by J. Smith),,29,20
84,1,2:39.0,,T. Parker makes 2-pt jump shot from 6 ft,29,22
85,1,2:25.0,J. Harden makes 2-pt jump shot from 9 ft,,31,22
86,1,2:15.0,,T. Parker makes 2-pt layup from 2 ft,31,24
87,1,2:06.0,Shooting foul by M. Ginóbili (drawn by J. Dorsey),,31,24
88,1,2:06.0,J. Dorsey misses free throw 1 of 2,,31,24
89,1,2:06.0,Offensive rebound by Team,,31,24
90,1,2:06.0,C. Brewer enters the game for T. Ariza,,31,24
91,1,2:06.0,,D. Green enters the game for K. Leonard,31,24
92,1,2:06.0,,C. Joseph enters the game for T. Parker,31,24
93,1,2:06.0,,T. Duncan enters the game for A. Baynes,31,24
94,1,2:06.0,J. Dorsey misses free throw 2 of 2,,31,24
95,1,2:05.0,,Defensive rebound by M. Ginóbili,31,24
96,1,1:45.0,,C. Joseph misses 2-pt jump shot from 17 ft,31,24
97,1,1:44.0,Defensive rebound by J. Smith,,31,24
98,1,1:37.0,J. Smith misses 2-pt jump shot from 5 ft (block by B. Diaw),,31,24
99,1,1:36.0,,Defensive rebound by T. Duncan,31,24
100,1,1:27.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,31,24
101,1,1:26.0,Defensive rebound by J. Dorsey,,31,24
102,1,1:19.0,J. Harden makes 2-pt layup from 2 ft,,33,24
103,1,1:08.0,,Personal foul by P. Prigioni (drawn by D. Green),33,24
104,1,0:55.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by B. Diaw),33,27
105,1,0:46.0,Personal take foul by B. Diaw (drawn by J. Dorsey),,33,27
106,1,0:46.0,J. Dorsey misses free throw 1 of 2,,33,27
107,1,0:46.0,Offensive rebound by Team,,33,27
108,1,0:46.0,J. Dorsey misses free throw 2 of 2,,33,27
109,1,0:45.0,,Defensive rebound by T. Duncan,33,27
110,1,0:34.0,,M. Ginóbili makes 2-pt jump shot from 4 ft,33,29
111,1,0:27.0,C. Brewer misses 2-pt jump shot from 15 ft,,33,29
112,1,0:26.0,,Defensive rebound by B. Diaw,33,29
113,1,0:01.0,,B. Diaw makes 3-pt jump shot from 24 ft (assist by C. Joseph),33,32
114,1,0:01.0,P. Prigioni misses 3-pt jump shot from 47 ft,,33,32
115,1,0:00.0,Offensive rebound by Team,,33,32
116,2,11:40.0,D. Howard makes 2-pt hook shot from 6 ft,,35,32
117,2,11:31.0,,Turnover by M. Ginóbili (lost ball; steal by C. Brewer),35,32
118,2,11:27.0,T. Ariza makes 2-pt dunk at rim (assist by P. Prigioni),,37,32
119,2,11:08.0,,T. Duncan makes 2-pt jump shot from 9 ft,37,34
120,2,10:54.0,J. Smith makes 2-pt layup from 1 ft,,39,34
121,2,10:50.0,,Turnover by T. Duncan (bad pass; steal by T. Ariza),39,34
122,2,10:35.0,J. Smith misses 2-pt jump shot from 6 ft,,39,34
123,2,10:34.0,,Defensive rebound by T. Duncan,39,34
124,2,10:12.0,Violation by D. Howard (def goaltending),,39,34
125,2,10:12.0,,B. Diaw makes 2-pt jump shot from 7 ft (assist by C. Joseph),39,36
126,2,10:03.0,Personal foul by T. Duncan (drawn by D. Howard),,39,36
127,2,10:03.0,J. Smith makes 3-pt jump shot from 25 ft (assist by C. Brewer),,42,36
128,2,9:43.0,,B. Diaw misses 2-pt layup at rim,42,36
129,2,9:42.0,Defensive rebound by C. Brewer,,42,36
130,2,9:39.0,,Offensive charge foul by C. Brewer (drawn by M. Ginóbili),42,36
131,2,9:39.0,Turnover by C. Brewer (offensive foul),,42,36
132,2,9:39.0,,K. Leonard enters the game for M. Ginóbili,42,36
133,2,9:28.0,,T. Duncan misses 2-pt jump shot from 18 ft,42,36
134,2,9:27.0,Defensive rebound by P. Prigioni,,42,36
135,2,9:13.0,Shooting foul by D. Green (drawn by D. Howard),,42,36
136,2,9:13.0,D. Howard misses free throw 1 of 2,,42,36
137,2,9:13.0,Offensive rebound by Team,,42,36
138,2,9:13.0,D. Howard misses free throw 2 of 2,,42,36
139,2,9:13.0,,Defensive rebound by T. Duncan,42,36
140,2,9:03.0,,C. Joseph misses 2-pt jump shot from 19 ft,42,36
141,2,9:02.0,Defensive rebound by D. Howard,,42,36
142,2,9:00.0,Turnover by D. Howard (bad pass; steal by K. Leonard),,42,36
143,2,8:43.0,,Personal foul by J. Smith (drawn by T. Duncan),42,36
144,2,8:43.0,Official timeout,,42,36
145,2,8:43.0,,R. Williams enters the game for D. Green,42,36
146,2,8:32.0,,B. Diaw misses 2-pt jump shot from 6 ft,42,36
147,2,8:30.0,,Offensive rebound by R. Williams,42,36
148,2,8:13.0,,B. Diaw makes 2-pt jump shot from 16 ft (assist by C. Joseph),42,38
149,2,7:53.0,Turnover by P. Prigioni (bad pass; steal by T. Duncan),,42,38
150,2,7:50.0,Offensive charge foul by K. Leonard (drawn by P. Prigioni),,42,38
151,2,7:50.0,,Turnover by K. Leonard (offensive foul),42,38
152,2,7:33.0,D. Howard misses 2-pt jump shot from 8 ft,,42,38
153,2,7:32.0,,Defensive rebound by K. Leonard,42,38
154,2,7:11.0,,C. Joseph misses 2-pt jump shot from 14 ft,42,38
155,2,7:10.0,Defensive rebound by C. Brewer,,42,38
156,2,7:02.0,J. Smith misses 3-pt jump shot from 24 ft,,42,38
157,2,7:01.0,,Defensive rebound by T. Duncan,42,38
158,2,6:51.0,,R. Williams makes 3-pt jump shot from 24 ft,42,41
159,2,6:34.0,D. Howard makes 2-pt jump shot from 4 ft (assist by P. Prigioni),,44,41
160,2,6:22.0,,Turnover by T. Duncan (bad pass; steal by P. Prigioni),44,41
161,2,6:18.0,P. Prigioni makes 2-pt layup at rim,,46,41
162,2,5:53.0,,R. Williams misses 3-pt jump shot from 24 ft,46,41
163,2,5:52.0,,Offensive rebound by B. Diaw,46,41
164,2,5:52.0,,B. Diaw misses 2-pt layup at rim,46,41
165,2,5:51.0,Defensive rebound by D. Howard,,46,41
166,2,5:39.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Smith),,49,41
167,2,5:38.0,,San Antonio full timeout,49,41
168,2,5:38.0,J. Dorsey enters the game for T. Ariza,,49,41
169,2,5:38.0,J. Harden enters the game for D. Howard,,49,41
170,2,5:38.0,J. Terry enters the game for P. Prigioni,,49,41
171,2,5:38.0,T. Jones enters the game for J. Smith,,49,41
172,2,5:38.0,,T. Parker enters the game for R. Williams,49,41
173,2,5:38.0,,A. Baynes enters the game for T. Duncan,49,41
174,2,5:21.0,,K. Leonard makes 2-pt jump shot from 7 ft,49,43
175,2,4:56.0,C. Brewer misses 3-pt jump shot from 23 ft,,49,43
176,2,4:55.0,,Defensive rebound by A. Baynes,49,43
177,2,4:52.0,,Turnover by A. Baynes (bad pass; steal by J. Harden),49,43
178,2,4:50.0,J. Harden misses 2-pt jump shot from 6 ft,,49,43
179,2,4:49.0,,Defensive rebound by A. Baynes,49,43
180,2,4:38.0,,K. Leonard makes 2-pt jump shot from 9 ft,49,45
181,2,4:24.0,J. Terry misses 2-pt jump shot from 15 ft,,49,45
182,2,4:23.0,,Defensive rebound by B. Diaw,49,45
183,2,4:08.0,,A. Baynes makes 2-pt dunk at rim (assist by B. Diaw),49,47
184,2,3:45.0,Turnover by J. Harden (bad pass; steal by K. Leonard),,49,47
185,2,3:39.0,,T. Parker makes 2-pt layup at rim (assist by K. Leonard),49,49
186,2,3:38.0,Houston full timeout,,49,49
187,2,3:38.0,J. Smith enters the game for J. Dorsey,,49,49
188,2,3:22.0,J. Harden misses 2-pt jump shot from 16 ft,,49,49
189,2,3:21.0,,Defensive rebound by C. Joseph,49,49
190,2,3:01.0,,Turnover by T. Parker (bad pass; steal by J. Smith),49,49
191,2,2:58.0,J. Terry makes 2-pt layup from 1 ft (assist by J. Smith),,51,49
192,2,2:45.0,,A. Baynes makes 2-pt layup from 1 ft,51,51
193,2,2:32.0,Turnover by J. Smith (lost ball; steal by C. Joseph),,51,51
194,2,2:26.0,,C. Joseph makes 2-pt layup from 3 ft,51,53
195,2,2:07.0,J. Terry misses 2-pt jump shot from 16 ft,,51,53
196,2,2:06.0,,Defensive rebound by A. Baynes,51,53
197,2,1:47.0,,B. Diaw makes 2-pt jump shot from 5 ft,51,55
198,2,1:29.0,J. Harden misses 2-pt jump shot from 18 ft,,51,55
199,2,1:29.0,Offensive rebound by J. Harden,,51,55
200,2,1:23.0,C. Brewer misses 2-pt jump shot from 7 ft,,51,55
201,2,1:21.0,,Defensive rebound by A. Baynes,51,55
202,2,0:58.0,,B. Diaw misses 2-pt jump shot from 17 ft,51,55
203,2,0:57.0,Defensive rebound by C. Brewer,,51,55
204,2,0:49.0,J. Smith misses 3-pt jump shot from 25 ft,,51,55
205,2,0:48.0,,Defensive rebound by A. Baynes,51,55
206,2,0:30.0,,T. Parker makes 2-pt jump shot from 16 ft,51,57
207,2,0:22.0,Houston full timeout,,51,57
208,2,0:22.0,T. Ariza enters the game for T. Jones,,51,57
209,2,0:22.0,,R. Williams enters the game for A. Baynes,51,57
210,2,0:07.0,J. Harden makes 2-pt jump shot from 14 ft,,53,57
211,2,0:02.0,,Personal foul by J. Smith (drawn by T. Parker),53,57
212,2,0:02.0,,San Antonio full timeout,53,57
213,2,0:02.0,D. Howard enters the game for J. Terry,,53,57
214,2,0:02.0,,D. Green enters the game for C. Joseph,53,57
215,2,0:00.0,,D. Green misses 3-pt jump shot from 25 ft,53,57
216,2,0:00.0,,Offensive rebound by Team,53,57
217,3,11:46.0,J. Harden misses 3-pt jump shot from 25 ft,,53,57
218,3,11:45.0,,Defensive rebound by T. Duncan,53,57
219,3,11:32.0,,K. Leonard makes 2-pt jump shot from 6 ft (assist by T. Parker),53,59
220,3,11:19.0,T. Ariza misses 3-pt jump shot from 25 ft,,53,59
221,3,11:18.0,,Defensive rebound by T. Duncan,53,59
222,3,11:06.0,,T. Parker makes 2-pt jump shot from 8 ft,53,61
223,3,10:50.0,Personal foul by A. Baynes (drawn by D. Howard),,53,61
224,3,10:44.0,D. Howard makes 2-pt layup at rim,,55,61
225,3,10:25.0,,T. Parker misses 2-pt jump shot from 19 ft,55,61
226,3,10:24.0,Defensive rebound by D. Howard,,55,61
227,3,10:08.0,Shooting foul by T. Duncan (drawn by J. Harden),,55,61
228,3,10:08.0,J. Harden makes free throw 1 of 2,,56,61
229,3,10:08.0,J. Harden makes free throw 2 of 2,,57,61
230,3,9:44.0,,K. Leonard misses 2-pt jump shot from 16 ft,57,61
231,3,9:43.0,,Offensive rebound by K. Leonard,57,61
232,3,9:30.0,,D. Green misses 3-pt jump shot from 23 ft,57,61
233,3,9:29.0,Defensive rebound by Team,,57,61
234,3,9:14.0,T. Ariza misses 2-pt jump shot from 6 ft,,57,61
235,3,9:14.0,,Defensive rebound by A. Baynes,57,61
236,3,9:04.0,,T. Parker makes 2-pt jump shot from 18 ft,57,63
237,3,8:53.0,Turnover by D. Howard (lost ball; steal by A. Baynes),,57,63
238,3,8:48.0,,K. Leonard makes 2-pt dunk at rim (assist by D. Green),57,65
239,3,8:48.0,Houston full timeout,,57,65
240,3,8:33.0,T. Jones misses 2-pt jump shot from 3 ft (block by T. Duncan),,57,65
241,3,8:33.0,Offensive rebound by Team,,57,65
242,3,8:29.0,J. Harden makes 3-pt jump shot from 23 ft (assist by T. Ariza),,60,65
243,3,8:12.0,,Turnover by D. Green (bad pass; steal by D. Howard),60,65
244,3,8:00.0,Turnover by T. Jones (lost ball; steal by K. Leonard),,60,65
245,3,7:56.0,,Shooting foul by J. Terry (drawn by D. Green),60,65
246,3,7:56.0,,D. Green makes free throw 1 of 2,60,66
247,3,7:56.0,J. Dorsey enters the game for D. Howard,,60,66
248,3,7:56.0,J. Smith enters the game for T. Jones,,60,66
249,3,7:56.0,,D. Green makes free throw 2 of 2,60,67
250,3,7:31.0,J. Harden misses 2-pt jump shot from 20 ft,,60,67
251,3,7:30.0,,Defensive rebound by Team,60,67
252,3,7:30.0,,B. Diaw enters the game for A. Baynes,60,67
253,3,7:06.0,,B. Diaw misses 2-pt jump shot from 8 ft,60,67
254,3,7:04.0,,Offensive rebound by T. Duncan,60,67
255,3,6:47.0,,T. Parker makes 2-pt jump shot from 20 ft (assist by D. Green),60,69
256,3,6:22.0,J. Terry misses 3-pt jump shot from 25 ft,,60,69
257,3,6:21.0,,Defensive rebound by D. Green,60,69
258,3,6:03.0,,Shooting foul by J. Harden (drawn by T. Duncan),60,69
259,3,6:03.0,,T. Duncan makes free throw 1 of 2,60,70
260,3,6:03.0,P. Prigioni enters the game for J. Terry,,60,70
261,3,6:03.0,,T. Duncan makes free throw 2 of 2,60,71
262,3,5:44.0,J. Smith makes 2-pt jump shot from 20 ft (assist by T. Ariza),,62,71
263,3,5:24.0,,T. Duncan misses 2-pt jump shot from 6 ft,62,71
264,3,5:23.0,,Offensive rebound by B. Diaw,62,71
265,3,5:17.0,,Turnover by T. Parker (bad pass),62,71
266,3,4:52.0,P. Prigioni misses 2-pt jump shot from 13 ft,,62,71
267,3,4:52.0,Offensive rebound by Team,,62,71
268,3,4:52.0,Turnover by Team (shot clock),,62,71
269,3,4:52.0,,San Antonio full timeout,62,71
270,3,4:52.0,,M. Ginóbili enters the game for D. Green,62,71
271,3,4:52.0,C. Brewer enters the game for J. Dorsey,,62,71
272,3,4:30.0,,T. Parker misses 2-pt jump shot from 7 ft,62,71
273,3,4:29.0,Defensive rebound by J. Smith,,62,71
274,3,4:28.0,Turnover by J. Smith (bad pass),,62,71
275,3,4:15.0,,B. Diaw makes 2-pt hook shot from 6 ft,62,73
276,3,3:56.0,C. Brewer misses 2-pt jump shot from 15 ft,,62,73
277,3,3:55.0,,Defensive rebound by K. Leonard,62,73
278,3,3:49.0,,K. Leonard makes 2-pt layup at rim,62,75
279,3,3:24.0,P. Prigioni misses 3-pt jump shot from 25 ft,,62,75
280,3,3:23.0,,Defensive rebound by B. Diaw,62,75
281,3,3:15.0,,T. Parker makes 2-pt layup at rim,62,77
282,3,3:15.0,Houston full timeout,,62,77
283,3,3:15.0,,R. Williams enters the game for T. Duncan,62,77
284,3,3:03.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Smith),,65,77
285,3,2:46.0,,A. Baynes enters the game for R. Williams,65,77
286,3,2:46.0,D. Howard enters the game for C. Brewer,,65,77
287,3,2:38.0,,T. Parker makes 2-pt layup from 1 ft,65,79
288,3,2:18.0,J. Smith misses 3-pt jump shot from 26 ft,,65,79
289,3,2:16.0,,Defensive rebound by T. Parker,65,79
290,3,1:57.0,,T. Parker misses 2-pt jump shot from 15 ft,65,79
291,3,1:56.0,Defensive rebound by T. Ariza,,65,79
292,3,1:56.0,,Loose ball foul by A. Baynes (drawn by T. Ariza),65,79
293,3,1:56.0,,C. Joseph enters the game for T. Parker,65,79
294,3,1:43.0,D. Howard makes 2-pt layup from 2 ft,,67,79
295,3,1:28.0,,Shooting foul by D. Howard (drawn by K. Leonard),67,79
296,3,1:28.0,,K. Leonard makes free throw 1 of 2,67,80
297,3,1:28.0,,K. Leonard makes free throw 2 of 2,67,81
298,3,1:26.0,Personal take foul by M. Ginóbili (drawn by D. Howard),,67,81
299,3,1:26.0,D. Howard makes free throw 1 of 2,,68,81
300,3,1:26.0,D. Howard makes free throw 2 of 2,,69,81
301,3,1:15.0,Violation by D. Howard (def goaltending),,69,81
302,3,1:15.0,,B. Diaw makes 2-pt layup from 1 ft (assist by M. Ginóbili),69,83
303,3,1:00.0,J. Harden makes 2-pt layup from 1 ft,,71,83
304,3,0:46.0,,B. Diaw misses 3-pt jump shot from 24 ft,71,83
305,3,0:45.0,,Offensive rebound by A. Baynes,71,83
306,3,0:41.0,,K. Leonard misses 3-pt jump shot from 24 ft,71,83
307,3,0:40.0,,Offensive rebound by A. Baynes,71,83
308,3,0:40.0,,A. Baynes makes 2-pt layup from 2 ft,71,85
309,3,0:23.0,J. Smith misses 3-pt jump shot from 24 ft,,71,85
310,3,0:22.0,Offensive rebound by D. Howard,,71,85
311,3,0:06.0,J. Smith misses 2-pt layup from 2 ft,,71,85
312,3,0:05.0,,Defensive rebound by B. Diaw,71,85
313,3,0:01.0,,K. Leonard misses 3-pt jump shot from 26 ft,71,85
314,3,0:00.0,,Offensive rebound by Team,71,85
315,4,11:34.0,,C. Joseph makes 2-pt jump shot from 17 ft,71,87
316,4,11:21.0,C. Brewer makes 2-pt hook shot from 9 ft,,73,87
317,4,11:06.0,,B. Diaw makes 2-pt layup from 2 ft (assist by C. Joseph),73,89
318,4,10:58.0,C. Brewer misses 2-pt layup from 2 ft,,73,89
319,4,10:57.0,,Defensive rebound by B. Diaw,73,89
320,4,10:33.0,,B. Diaw misses 3-pt jump shot from 25 ft,73,89
321,4,10:32.0,Defensive rebound by P. Prigioni,,73,89
322,4,10:24.0,J. Harden misses 2-pt jump shot from 7 ft,,73,89
323,4,10:23.0,,Defensive rebound by B. Diaw,73,89
324,4,10:21.0,,Personal foul by P. Prigioni (drawn by M. Ginóbili),73,89
325,4,10:21.0,J. Smith enters the game for D. Howard,,73,89
326,4,10:01.0,,M. Ginóbili misses 2-pt jump shot from 13 ft,73,89
327,4,10:00.0,,Offensive rebound by A. Baynes,73,89
328,4,10:00.0,,A. Baynes misses 2-pt tip-in from 1 ft,73,89
329,4,9:58.0,,Offensive rebound by C. Joseph,73,89
330,4,9:54.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by C. Joseph),73,92
331,4,9:52.0,Houston full timeout,,73,92
332,4,9:52.0,,T. Duncan enters the game for A. Baynes,73,92
333,4,9:30.0,Turnover by J. Smith (bad pass; steal by C. Joseph),,73,92
334,4,9:29.0,,Personal foul by J. Smith (drawn by D. Green),73,92
335,4,9:29.0,,K. Leonard enters the game for B. Diaw,73,92
336,4,9:15.0,,D. Green misses 2-pt jump shot from 15 ft,73,92
337,4,9:14.0,Defensive rebound by C. Brewer,,73,92
338,4,9:08.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Brewer),,76,92
339,4,8:53.0,,M. Ginóbili misses 2-pt jump shot from 5 ft (block by C. Brewer),76,92
340,4,8:51.0,Defensive rebound by J. Harden,,76,92
341,4,8:49.0,,Violation by D. Green (def goaltending),76,92
342,4,8:49.0,P. Prigioni makes 2-pt layup from 2 ft (assist by J. Harden),,78,92
343,4,8:27.0,,T. Duncan misses 2-pt jump shot from 6 ft,78,92
344,4,8:26.0,Defensive rebound by J. Harden,,78,92
345,4,8:20.0,J. Harden misses 3-pt jump shot from 24 ft,,78,92
346,4,8:19.0,,Defensive rebound by M. Ginóbili,78,92
347,4,8:12.0,,M. Ginóbili makes 2-pt layup from 1 ft,78,94
348,4,8:00.0,Turnover by C. Brewer (lost ball; steal by M. Ginóbili),,78,94
349,4,7:48.0,,K. Leonard makes 2-pt jump shot from 17 ft,78,96
350,4,7:22.0,T. Ariza makes 3-pt jump shot from 28 ft,,81,96
351,4,7:05.0,,K. Leonard makes 2-pt jump shot from 20 ft,81,98
352,4,6:52.0,J. Smith makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,84,98
353,4,6:37.0,,K. Leonard makes 2-pt layup from 1 ft,84,100
354,4,6:26.0,Turnover by J. Smith (bad pass; steal by T. Duncan),,84,100
355,4,6:17.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Leonard),84,103
356,4,6:16.0,Houston full timeout,,84,103
357,4,6:16.0,N. Johnson enters the game for T. Ariza,,84,103
358,4,6:16.0,K. Papanikolaou enters the game for J. Harden,,84,103
359,4,6:16.0,K. McDaniels enters the game for P. Prigioni,,84,103
360,4,6:16.0,C. Capela enters the game for J. Smith,,84,103
361,4,6:16.0,,P. Mills enters the game for T. Duncan,84,103
362,4,6:16.0,,R. Williams enters the game for M. Ginóbili,84,103
363,4,6:16.0,,J. Ayres enters the game for C. Joseph,84,103
364,4,6:16.0,,K. Anderson enters the game for K. Leonard,84,103
365,4,6:06.0,N. Johnson misses 2-pt jump shot from 7 ft,,84,103
366,4,6:04.0,,Defensive rebound by J. Ayres,84,103
367,4,5:45.0,,J. Ayres misses 2-pt jump shot from 8 ft,84,103
368,4,5:44.0,Defensive rebound by C. Capela,,84,103
369,4,5:26.0,K. McDaniels misses 2-pt jump shot from 18 ft,,84,103
370,4,5:25.0,,Defensive rebound by J. Ayres,84,103
371,4,5:11.0,,D. Green makes 3-pt jump shot from 24 ft (assist by P. Mills),84,106
372,4,5:05.0,Personal take foul by P. Mills (drawn by K. Papanikolaou),,84,106
373,4,5:05.0,,M. Bonner enters the game for D. Green,84,106
374,4,5:05.0,J. Dorsey enters the game for C. Brewer,,84,106
375,4,4:59.0,N. Johnson makes 2-pt layup from 1 ft (assist by K. McDaniels),,86,106
376,4,4:45.0,,K. Anderson makes 2-pt jump shot from 9 ft,86,108
377,4,4:32.0,C. Capela misses 2-pt jump shot from 4 ft,,86,108
378,4,4:31.0,,Defensive rebound by K. Anderson,86,108
379,4,4:27.0,,R. Williams misses 2-pt layup from 2 ft (block by K. McDaniels),86,108
380,4,4:24.0,Defensive rebound by K. Papanikolaou,,86,108
381,4,4:21.0,Turnover by K. Papanikolaou (lost ball; steal by K. Anderson),,86,108
382,4,4:17.0,,K. Anderson misses 2-pt layup from 1 ft (block by K. McDaniels),86,108
383,4,4:15.0,Defensive rebound by C. Capela,,86,108
384,4,4:06.0,K. McDaniels makes 2-pt layup from 2 ft,,88,108
385,4,3:51.0,,P. Mills misses 2-pt jump shot from 19 ft,88,108
386,4,3:50.0,,Offensive rebound by J. Ayres,88,108
