,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
83,1,2:26.0,,Detroit full timeout,21,20
84,1,2:26.0,,C. Martin enters the game for K. Caldwell-Pope,21,20
85,1,2:26.0,,G. Monroe makes free throw 1 of 2,21,21
86,1,2:26.0,,G. Monroe misses free throw 2 of 2,21,21
87,1,2:25.0,,Offensive rebound by K. Singler,21,21
88,1,2:12.0,,J. Smith makes 2-pt hook shot from 6 ft,21,23
89,1,2:01.0,J. Grant makes 2-pt dunk at rim,,23,23
90,1,1:39.0,,C. Martin misses 3-pt jump shot from 25 ft,23,23
91,1,1:38.0,Defensive rebound by J. Sampson,,23,23
92,1,1:29.0,K. McDaniels misses 3-pt jump shot from 26 ft,,23,23
93,1,1:28.0,,Defensive rebound by C. Martin,23,23
94,1,1:13.0,,K. Singler makes 2-pt jump shot from 12 ft,23,25
95,1,0:56.0,B. Davies misses 2-pt jump shot from 21 ft (block by J. Smith),,23,25
96,1,0:54.0,Offensive rebound by J. Grant,,23,25
97,1,0:54.0,R. Covington makes 2-pt layup at rim (assist by J. Grant),,25,25
98,1,0:39.0,,Shooting foul by B. Davies (drawn by B. Jennings),25,25
99,1,0:39.0,,B. Jennings makes 2-pt layup from 1 ft,25,27
100,1,0:39.0,M. Carter-Williams enters the game for J. Grant,,25,27
101,1,0:39.0,N. Noel enters the game for B. Davies,,25,27
102,1,0:39.0,,A. Drummond enters the game for G. Monroe,25,27
103,1,0:39.0,,B. Jennings makes free throw 1 of 1,25,28
104,1,0:29.0,R. Covington makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,28,28
105,1,0:06.0,,C. Martin misses 3-pt jump shot from 22 ft,28,28
106,1,0:05.0,Defensive rebound by Team,,28,28
107,1,0:01.0,Personal foul by A. Drummond (drawn by M. Carter-Williams),,28,28
108,1,0:01.0,M. Carter-Williams makes free throw 1 of 3,,29,28
109,1,0:01.0,M. Carter-Williams makes free throw 2 of 3,,30,28
110,1,0:01.0,M. Carter-Williams misses free throw 3 of 3,,30,28
111,1,0:01.0,,Defensive rebound by J. Smith,30,28
112,2,11:40.0,,C. Martin makes 3-pt jump shot from 27 ft (assist by D. Augustin),30,31
113,2,11:20.0,N. Noel misses 2-pt jump shot from 11 ft,,30,31
114,2,11:18.0,,Defensive rebound by J. Smith,30,31
115,2,11:12.0,,Turnover by J. Smith (bad pass; steal by M. Carter-Williams),30,31
116,2,11:08.0,L. Mbah a Moute makes 2-pt layup at rim (assist by M. Carter-Williams),,32,31
117,2,10:49.0,,C. Martin makes 2-pt jump shot from 16 ft (assist by J. Smith),32,33
118,2,10:33.0,L. Mbah a Moute misses 2-pt jump shot from 20 ft,,32,33
119,2,10:32.0,Offensive rebound by N. Noel,,32,33
120,2,10:27.0,Turnover by K. McDaniels (bad pass; steal by D. Augustin),,32,33
121,2,10:27.0,,Personal foul by K. McDaniels (drawn by D. Augustin),32,33
122,2,10:25.0,H. Thompson enters the game for R. Covington,,32,33
123,2,10:25.0,H. Sims enters the game for K. McDaniels,,32,33
124,2,10:10.0,,A. Drummond misses 2-pt jump shot from 6 ft,32,33
125,2,10:08.0,Defensive rebound by H. Sims,,32,33
126,2,9:56.0,H. Thompson misses 3-pt jump shot from 25 ft,,32,33
127,2,9:55.0,,Defensive rebound by D. Augustin,32,33
128,2,9:43.0,,C. Butler misses 3-pt jump shot from 22 ft,32,33
129,2,9:42.0,Defensive rebound by N. Noel,,32,33
130,2,9:34.0,Shooting foul by A. Drummond (drawn by L. Mbah a Moute),,32,33
131,2,9:34.0,L. Mbah a Moute misses free throw 1 of 2,,32,33
132,2,9:34.0,Offensive rebound by Team,,32,33
133,2,9:34.0,,G. Monroe enters the game for J. Smith,32,33
134,2,9:34.0,L. Mbah a Moute makes free throw 2 of 2,,33,33
135,2,9:18.0,,Shooting foul by N. Noel (drawn by A. Drummond),33,33
136,2,9:18.0,,A. Drummond makes free throw 1 of 2,33,34
137,2,9:18.0,,A. Drummond misses free throw 2 of 2,33,34
138,2,9:17.0,Defensive rebound by N. Noel,,33,34
139,2,9:12.0,Philadelphia full timeout,,33,34
140,2,8:57.0,H. Sims misses 2-pt jump shot from 18 ft,,33,34
141,2,8:56.0,,Defensive rebound by A. Drummond,33,34
142,2,8:42.0,,D. Augustin misses 3-pt jump shot from 23 ft,33,34
143,2,8:42.0,Defensive rebound by N. Noel,,33,34
144,2,8:42.0,Personal foul by A. Drummond (drawn by N. Noel),,33,34
145,2,8:42.0,,J. Smith enters the game for A. Drummond,33,34
146,2,8:30.0,M. Carter-Williams makes 2-pt layup from 1 ft,,35,34
147,2,8:17.0,,Turnover by G. Monroe (lost ball; steal by L. Mbah a Moute),35,34
148,2,8:03.0,Personal foul by C. Butler (drawn by L. Mbah a Moute),,35,34
149,2,7:56.0,N. Noel makes 2-pt dunk at rim (assist by M. Carter-Williams),,37,34
150,2,7:47.0,,Detroit full timeout,37,34
151,2,7:34.0,,Turnover by G. Monroe (traveling),37,34
152,2,7:13.0,H. Sims makes 2-pt jump shot from 15 ft,,39,34
153,2,6:51.0,,J. Smith makes 2-pt layup at rim (assist by D. Augustin),39,36
154,2,6:31.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,39,36
155,2,6:30.0,,Defensive rebound by C. Martin,39,36
156,2,6:20.0,,J. Smith misses 2-pt jump shot from 20 ft,39,36
157,2,6:19.0,Defensive rebound by L. Mbah a Moute,,39,36
158,2,6:08.0,H. Sims makes 2-pt hook shot from 3 ft (assist by M. Carter-Williams),,41,36
159,2,5:46.0,,G. Monroe makes 2-pt layup at rim,41,38
160,2,5:23.0,Turnover by N. Noel (bad pass; steal by G. Monroe),,41,38
161,2,5:18.0,,D. Augustin misses 2-pt layup from 1 ft,41,38
162,2,5:16.0,Defensive rebound by H. Thompson,,41,38
163,2,4:56.0,L. Mbah a Moute misses 2-pt jump shot from 20 ft (block by C. Butler),,41,38
164,2,4:56.0,,Defensive rebound by C. Butler,41,38
165,2,4:53.0,,Turnover by C. Butler (bad pass; steal by L. Mbah a Moute),41,38
166,2,4:47.0,Philadelphia full timeout,,41,38
167,2,4:47.0,,K. Caldwell-Pope enters the game for C. Martin,41,38
168,2,4:34.0,Shooting foul by J. Smith (drawn by L. Mbah a Moute),,41,38
169,2,4:34.0,L. Mbah a Moute makes free throw 1 of 2,,42,38
170,2,4:34.0,J. Sampson enters the game for M. Carter-Williams,,42,38
171,2,4:34.0,,K. Singler enters the game for C. Butler,42,38
172,2,4:34.0,L. Mbah a Moute misses free throw 2 of 2,,42,38
173,2,4:33.0,Offensive rebound by L. Mbah a Moute,,42,38
174,2,4:17.0,L. Mbah a Moute misses 2-pt jump shot from 5 ft (block by J. Smith),,42,38
175,2,4:15.0,Offensive rebound by L. Mbah a Moute,,42,38
176,2,4:15.0,L. Mbah a Moute makes 2-pt layup at rim,,44,38
177,2,3:58.0,,Def 3 sec tech foul by J. Sampson,44,38
178,2,3:58.0,,D. Augustin makes technical free throw,44,39
179,2,3:58.0,K. McDaniels enters the game for N. Noel,,44,39
180,2,3:46.0,,D. Augustin misses 3-pt jump shot from 26 ft,44,39
181,2,3:45.0,Defensive rebound by K. McDaniels,,44,39
182,2,3:37.0,J. Sampson misses 3-pt jump shot from 26 ft,,44,39
183,2,3:35.0,Offensive rebound by L. Mbah a Moute,,44,39
184,2,3:29.0,H. Thompson makes 2-pt jump shot from 13 ft (assist by L. Mbah a Moute),,46,39
185,2,3:21.0,,Personal foul by J. Sampson (drawn by D. Augustin),46,39
186,2,3:08.0,,G. Monroe misses 2-pt jump shot from 5 ft,46,39
187,2,3:08.0,Defensive rebound by L. Mbah a Moute,,46,39
188,2,3:08.0,Personal foul by J. Smith (drawn by L. Mbah a Moute),,46,39
189,2,3:08.0,L. Mbah a Moute makes free throw 1 of 2,,47,39
190,2,3:08.0,L. Mbah a Moute makes free throw 2 of 2,,48,39
191,2,2:52.0,,Personal foul by J. Sampson (drawn by D. Augustin),48,39
192,2,2:52.0,Official timeout,,48,39
193,2,2:52.0,R. Covington enters the game for H. Sims,,48,39
194,2,2:52.0,N. Noel enters the game for H. Thompson,,48,39
195,2,2:52.0,,D. Augustin makes free throw 1 of 2,48,40
196,2,2:52.0,,D. Augustin misses free throw 2 of 2,48,40
197,2,2:50.0,Defensive rebound by L. Mbah a Moute,,48,40
198,2,2:39.0,J. Sampson makes 2-pt layup at rim (assist by N. Noel),,50,40
199,2,2:39.0,Shooting foul by D. Augustin (drawn by J. Sampson),,50,40
200,2,2:39.0,J. Sampson misses free throw 1 of 1,,50,40
201,2,2:37.0,,Defensive rebound by K. Caldwell-Pope,50,40
202,2,2:23.0,,K. Caldwell-Pope misses 2-pt jump shot from 3 ft,50,40
203,2,2:22.0,,Offensive rebound by K. Caldwell-Pope,50,40
204,2,2:18.0,,D. Augustin makes 2-pt jump shot from 8 ft (assist by K. Singler),50,42
205,2,2:06.0,N. Noel misses 2-pt jump shot from 5 ft,,50,42
206,2,2:05.0,,Defensive rebound by G. Monroe,50,42
207,2,2:01.0,,Shooting foul by J. Sampson (drawn by D. Augustin),50,42
208,2,2:01.0,,D. Augustin makes free throw 1 of 2,50,43
209,2,2:01.0,M. Carter-Williams enters the game for L. Mbah a Moute,,50,43
210,2,2:01.0,J. Grant enters the game for J. Sampson,,50,43
211,2,2:01.0,,J. Anthony enters the game for G. Monroe,50,43
212,2,2:01.0,,D. Augustin makes free throw 2 of 2,50,44
213,2,1:48.0,R. Covington makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,52,44
214,2,1:34.0,,Personal foul by J. Grant (drawn by J. Smith),52,44
215,2,1:34.0,,J. Smith makes free throw 1 of 2,52,45
216,2,1:34.0,,J. Smith makes free throw 2 of 2,52,46
217,2,1:22.0,R. Covington makes 2-pt layup at rim (assist by M. Carter-Williams),,54,46
218,2,1:08.0,,J. Smith makes 2-pt layup at rim (assist by D. Augustin),54,48
219,2,1:08.0,,Shooting foul by J. Grant (drawn by J. Smith),54,48
220,2,1:08.0,,J. Smith makes free throw 1 of 1,54,49
221,2,0:55.0,J. Grant misses 2-pt layup at rim,,54,49
222,2,0:54.0,,Defensive rebound by J. Smith,54,49
223,2,0:47.0,,K. Singler makes 2-pt layup from 1 ft (assist by J. Smith),54,51
224,2,0:20.0,J. Grant misses 2-pt jump shot from 4 ft,,54,51
225,2,0:19.0,,Defensive rebound by J. Smith,54,51
226,2,0:02.0,,D. Augustin misses 3-pt jump shot from 26 ft,54,51
227,2,0:00.0,Defensive rebound by M. Carter-Williams,,54,51
228,3,11:43.0,,Turnover by K. Caldwell-Pope (bad pass; steal by L. Mbah a Moute),54,51
229,3,11:24.0,Turnover by N. Noel (bad pass; steal by B. Jennings),,54,51
230,3,11:16.0,,K. Singler misses 3-pt jump shot from 23 ft,54,51
231,3,11:14.0,Defensive rebound by Team,,54,51
232,3,10:54.0,H. Sims misses 3-pt jump shot from 23 ft,,54,51
233,3,10:53.0,,Defensive rebound by A. Drummond,54,51
234,3,10:34.0,,Shooting foul by M. Carter-Williams (drawn by B. Jennings),54,51
235,3,10:34.0,,B. Jennings makes free throw 1 of 3,54,52
236,3,10:34.0,,B. Jennings makes free throw 2 of 3,54,53
237,3,10:34.0,,B. Jennings makes free throw 3 of 3,54,54
238,3,10:10.0,H. Thompson misses 2-pt layup at rim,,54,54
239,3,10:09.0,Offensive rebound by Team,,54,54
240,3,10:08.0,Turnover by Team (shot clock),,54,54
241,3,9:54.0,,J. Smith misses 2-pt jump shot from 19 ft,54,54
242,3,9:53.0,Defensive rebound by H. Sims,,54,54
243,3,9:40.0,H. Thompson misses 3-pt jump shot from 26 ft,,54,54
244,3,9:39.0,,Defensive rebound by J. Smith,54,54
245,3,9:36.0,,Personal foul by N. Noel (drawn by J. Smith),54,54
246,3,9:23.0,,B. Jennings makes 2-pt jump shot from 20 ft,54,56
247,3,9:08.0,Turnover by M. Carter-Williams (bad pass; steal by K. Singler),,54,56
248,3,9:02.0,,K. Caldwell-Pope misses 2-pt layup at rim,54,56
249,3,9:01.0,,Offensive rebound by A. Drummond,54,56
250,3,9:01.0,,A. Drummond makes 2-pt layup at rim,54,58
251,3,9:01.0,Philadelphia full timeout,,54,58
252,3,8:39.0,M. Carter-Williams makes 2-pt jump shot from 14 ft (assist by L. Mbah a Moute),,56,58
253,3,8:27.0,,Turnover by B. Jennings (bad pass),56,58
254,3,8:14.0,Turnover by M. Carter-Williams (lost ball; steal by A. Drummond),,56,58
255,3,8:08.0,,Turnover by J. Smith (bad pass; steal by M. Carter-Williams),56,58
256,3,7:59.0,L. Mbah a Moute misses 2-pt layup at rim (block by J. Smith),,56,58
257,3,7:56.0,,Defensive rebound by A. Drummond,56,58
258,3,7:51.0,,J. Smith misses 2-pt hook shot from 4 ft,56,58
259,3,7:49.0,,Offensive rebound by A. Drummond,56,58
260,3,7:47.0,,A. Drummond makes 2-pt tip-in at rim,56,60
261,3,7:32.0,N. Noel makes 2-pt layup at rim (assist by M. Carter-Williams),,58,60
262,3,7:15.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,58,60
263,3,7:13.0,Defensive rebound by H. Thompson,,58,60
264,3,7:01.0,M. Carter-Williams makes 2-pt jump shot from 21 ft (assist by L. Mbah a Moute),,60,60
265,3,6:46.0,,Turnover by B. Jennings (lost ball; steal by H. Sims),60,60
266,3,6:26.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,60,60
267,3,6:25.0,,Defensive rebound by B. Jennings,60,60
268,3,6:24.0,,Shooting foul by H. Thompson (drawn by K. Caldwell-Pope),60,60
269,3,6:24.0,,K. Caldwell-Pope makes free throw 1 of 2,60,61
270,3,6:24.0,B. Davies enters the game for H. Sims,,60,61
271,3,6:24.0,K. McDaniels enters the game for H. Thompson,,60,61
272,3,6:24.0,R. Covington enters the game for L. Mbah a Moute,,60,61
273,3,6:24.0,,G. Monroe enters the game for J. Smith,60,61
274,3,6:24.0,,K. Caldwell-Pope makes free throw 2 of 2,60,62
275,3,6:05.0,B. Davies makes 2-pt jump shot from 6 ft,,62,62
276,3,5:46.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by G. Monroe),62,64
277,3,5:30.0,B. Davies misses 2-pt layup from 1 ft (block by A. Drummond),,62,64
278,3,5:28.0,,Defensive rebound by G. Monroe,62,64
279,3,5:24.0,,K. Singler makes 2-pt layup at rim (assist by B. Jennings),62,66
280,3,5:24.0,,Shooting foul by R. Covington (drawn by K. Singler),62,66
281,3,5:24.0,,K. Singler makes free throw 1 of 1,62,67
282,3,5:12.0,B. Davies misses 3-pt jump shot from 26 ft,,62,67
283,3,5:11.0,,Defensive rebound by B. Jennings,62,67
284,3,5:09.0,,Turnover by B. Jennings (lost ball; steal by M. Carter-Williams),62,67
285,3,5:05.0,M. Carter-Williams makes 2-pt layup at rim,,64,67
286,3,4:38.0,,Turnover by K. Caldwell-Pope (lost ball; steal by K. McDaniels),64,67
287,3,4:37.0,,Violation by K. Singler (def goaltending),64,67
288,3,4:37.0,K. McDaniels makes 2-pt layup at rim,,66,67
289,3,4:21.0,,Turnover by B. Jennings (bad pass; steal by B. Davies),66,67
290,3,4:17.0,Shooting foul by A. Drummond (drawn by R. Covington),,66,67
291,3,4:17.0,R. Covington makes free throw 1 of 2,,67,67
292,3,4:17.0,H. Sims enters the game for N. Noel,,67,67
293,3,4:17.0,J. Sampson enters the game for M. Carter-Williams,,67,67
294,3,4:17.0,,J. Smith enters the game for A. Drummond,67,67
295,3,4:17.0,,C. Martin enters the game for K. Caldwell-Pope,67,67
296,3,4:17.0,R. Covington makes free throw 2 of 2,,68,67
297,3,3:56.0,,C. Martin misses 3-pt jump shot from 24 ft,68,67
298,3,3:55.0,,Offensive rebound by B. Jennings,68,67
299,3,3:42.0,,J. Smith misses 2-pt jump shot from 3 ft,68,67
300,3,3:42.0,,Offensive rebound by G. Monroe,68,67
301,3,3:42.0,,G. Monroe makes 2-pt layup at rim,68,69
302,3,3:42.0,,Shooting foul by H. Sims (drawn by G. Monroe),68,69
303,3,3:42.0,,G. Monroe makes free throw 1 of 1,68,70
304,3,3:29.0,Turnover by H. Sims (bad pass),,68,70
305,3,3:14.0,,B. Jennings misses 2-pt layup from 1 ft,68,70
306,3,3:13.0,,Offensive rebound by J. Smith,68,70
307,3,3:05.0,,K. Singler makes 3-pt jump shot from 25 ft (assist by J. Smith),68,73
308,3,2:48.0,R. Covington misses 2-pt jump shot from 6 ft,,68,73
309,3,2:47.0,Offensive rebound by B. Davies,,68,73
310,3,2:46.0,B. Davies makes 2-pt layup at rim,,70,73
311,3,2:34.0,,Turnover by J. Smith (lost ball),70,73
312,3,2:34.0,,Detroit full timeout,70,73
313,3,2:34.0,M. Carter-Williams enters the game for J. Sampson,,70,73
314,3,2:21.0,Offensive foul by H. Sims (drawn by K. Singler),,70,73
315,3,2:21.0,Turnover by H. Sims (offensive foul),,70,73
316,3,2:03.0,,Personal foul by H. Sims (drawn by G. Monroe),70,73
317,3,2:03.0,,G. Monroe makes free throw 1 of 2,70,74
318,3,2:03.0,,G. Monroe makes free throw 2 of 2,70,75
319,3,1:50.0,B. Davies makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,72,75
320,3,1:32.0,,C. Martin makes 2-pt jump shot from 8 ft,72,77
321,3,1:18.0,R. Covington makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,75,77
322,3,1:05.0,,J. Smith makes 2-pt dunk at rim (assist by B. Jennings),75,79
323,3,0:49.0,R. Covington misses 3-pt jump shot from 26 ft,,75,79
324,3,0:48.0,,Defensive rebound by Team,75,79
325,3,0:36.0,,G. Monroe misses 2-pt jump shot from 5 ft (block by H. Sims),75,79
326,3,0:34.0,Defensive rebound by B. Davies,,75,79
327,3,0:27.0,Turnover by R. Covington (step out of bounds),,75,79
328,3,0:27.0,J. Grant enters the game for H. Sims,,75,79
329,3,0:27.0,J. Sampson enters the game for M. Carter-Williams,,75,79
330,3,0:05.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by B. Jennings),75,82
331,3,0:00.0,R. Covington makes 2-pt layup at rim,,77,82
332,4,11:48.0,N. Noel misses 2-pt hook shot from 5 ft,,77,82
333,4,11:47.0,Offensive rebound by K. McDaniels,,77,82
334,4,11:46.0,K. McDaniels misses 2-pt layup at rim,,77,82
335,4,11:45.0,Offensive rebound by B. Davies,,77,82
336,4,11:45.0,B. Davies misses 2-pt tip-in from 2 ft,,77,82
337,4,11:43.0,,Defensive rebound by Team,77,82
338,4,11:25.0,,G. Monroe makes 2-pt layup from 1 ft (assist by C. Martin),77,84
339,4,11:25.0,,Shooting foul by J. Sampson (drawn by G. Monroe),77,84
340,4,11:25.0,,G. Monroe makes free throw 1 of 1,77,85
341,4,11:09.0,R. Covington makes 3-pt jump shot from 24 ft (assist by K. McDaniels),,80,85
342,4,10:47.0,,Shooting foul by J. Sampson (drawn by J. Smith),80,85
343,4,10:47.0,,J. Smith makes 2-pt layup at rim (assist by G. Monroe),80,87
344,4,10:47.0,L. Mbah a Moute enters the game for J. Sampson,,80,87
345,4,10:47.0,M. Carter-Williams enters the game for B. Davies,,80,87
346,4,10:47.0,,J. Smith misses free throw 1 of 1,80,87
347,4,10:46.0,Defensive rebound by N. Noel,,80,87
348,4,10:32.0,R. Covington misses 3-pt jump shot from 27 ft,,80,87
349,4,10:31.0,,Defensive rebound by G. Monroe,80,87
350,4,10:17.0,,J. Smith makes 2-pt layup at rim,80,89
351,4,10:17.0,Philadelphia full timeout,,80,89
352,4,10:03.0,R. Covington makes 2-pt layup at rim (assist by K. McDaniels),,82,89
353,4,9:45.0,,J. Smith misses 2-pt jump shot from 17 ft,82,89
354,4,9:44.0,Defensive rebound by Team,,82,89
355,4,9:34.0,Shooting foul by J. Smith (drawn by N. Noel),,82,89
356,4,9:34.0,N. Noel makes free throw 1 of 2,,83,89
357,4,9:34.0,N. Noel makes free throw 2 of 2,,84,89
358,4,9:19.0,,Offensive foul by C. Martin (drawn by N. Noel),84,89
359,4,9:19.0,,Turnover by C. Martin (offensive foul),84,89
360,4,9:05.0,Shooting foul by C. Butler (drawn by N. Noel),,84,89
361,4,9:05.0,N. Noel makes free throw 1 of 2,,85,89
362,4,9:05.0,N. Noel misses free throw 2 of 2,,85,89
363,4,9:04.0,,Defensive rebound by C. Butler,85,89
364,4,8:47.0,,D. Augustin misses 2-pt layup from 1 ft (block by N. Noel),85,89
365,4,8:45.0,Defensive rebound by M. Carter-Williams,,85,89
366,4,8:42.0,Shooting foul by C. Butler (drawn by L. Mbah a Moute),,85,89
367,4,8:42.0,L. Mbah a Moute makes free throw 1 of 2,,86,89
368,4,8:42.0,H. Thompson enters the game for K. McDaniels,,86,89
369,4,8:42.0,L. Mbah a Moute makes free throw 2 of 2,,87,89
370,4,8:27.0,,D. Augustin misses 3-pt jump shot from 26 ft,87,89
371,4,8:26.0,Defensive rebound by R. Covington,,87,89
372,4,8:09.0,Turnover by M. Carter-Williams (bad pass; steal by C. Butler),,87,89
373,4,7:54.0,,C. Butler makes 3-pt jump shot from 23 ft (assist by C. Martin),87,92
374,4,7:37.0,M. Carter-Williams misses 2-pt layup from 1 ft,,87,92
375,4,7:35.0,,Defensive rebound by G. Monroe,87,92
376,4,7:27.0,,Offensive foul by G. Monroe (drawn by M. Carter-Williams),87,92
