,QUARTER,TIME_REMAINING,UTAH_ACTION,SAN ANTONIO_ACTION,UTAH_SCORE,SAN ANTONIO_SCORE
0,1,11:38.0,D. Favors misses 2-pt jump shot from 13 ft,,0,0
1,1,11:37.0,,Defensive rebound by T. Duncan,0,0
2,1,11:19.0,,T. Parker misses 2-pt layup from 1 ft (block by D. Favors),0,0
3,1,11:17.0,Defensive rebound by D. Favors,,0,0
4,1,11:02.0,Turnover by Team (back court),,0,0
5,1,10:52.0,,T. Duncan makes 2-pt jump shot from 8 ft (assist by T. Parker),0,2
6,1,10:25.0,J. Ingles misses 3-pt jump shot from 24 ft,,0,2
7,1,10:24.0,Offensive rebound by Team,,0,2
8,1,10:17.0,Turnover by J. Ingles (bad pass; steal by D. Green),,0,2
9,1,10:05.0,,T. Duncan makes 2-pt jump shot from 7 ft,0,4
10,1,9:51.0,G. Hayward makes 2-pt jump shot from 19 ft (assist by T. Burke),,2,4
11,1,9:37.0,,T. Duncan misses 2-pt jump shot from 20 ft,2,4
12,1,9:36.0,Defensive rebound by D. Favors,,2,4
13,1,9:26.0,D. Favors misses 2-pt jump shot from 6 ft,,2,4
14,1,9:25.0,,Defensive rebound by T. Duncan,2,4
15,1,9:13.0,,T. Splitter makes 2-pt hook shot from 6 ft (assist by T. Duncan),2,6
16,1,8:57.0,E. Freedom misses 2-pt jump shot from 13 ft,,2,6
17,1,8:56.0,,Defensive rebound by K. Leonard,2,6
18,1,8:49.0,,K. Leonard makes 2-pt jump shot from 19 ft,2,8
19,1,8:49.0,Utah full timeout,,2,8
20,1,8:25.0,G. Hayward misses 2-pt jump shot from 9 ft,,2,8
21,1,8:24.0,,Defensive rebound by D. Green,2,8
22,1,8:13.0,,T. Splitter makes 2-pt hook shot from 3 ft (assist by T. Duncan),2,10
23,1,7:54.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Burke),,5,10
24,1,7:44.0,,T. Parker makes 2-pt layup at rim (assist by T. Duncan),5,12
25,1,7:35.0,Shooting foul by T. Duncan (drawn by D. Favors),,5,12
26,1,7:35.0,D. Favors makes free throw 1 of 2,,6,12
27,1,7:35.0,D. Favors misses free throw 2 of 2,,6,12
28,1,7:34.0,,Defensive rebound by T. Splitter,6,12
29,1,7:24.0,,Turnover by T. Duncan (bad pass; steal by G. Hayward),6,12
30,1,7:16.0,G. Hayward misses 2-pt layup from 1 ft,,6,12
31,1,7:15.0,,Defensive rebound by D. Green,6,12
32,1,6:59.0,,T. Duncan misses 2-pt jump shot from 5 ft,6,12
33,1,6:58.0,Defensive rebound by D. Favors,,6,12
34,1,6:38.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),,8,12
35,1,6:21.0,,T. Duncan makes 2-pt layup from 2 ft (assist by T. Splitter),8,14
36,1,6:06.0,R. Gobert enters the game for E. Freedom,,8,14
37,1,5:54.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by T. Burke),,11,14
38,1,5:53.0,,San Antonio full timeout,11,14
39,1,5:53.0,,P. Mills enters the game for T. Parker,11,14
40,1,5:53.0,,B. Diaw enters the game for T. Splitter,11,14
41,1,5:53.0,,M. Ginóbili enters the game for D. Green,11,14
42,1,5:39.0,,P. Mills misses 3-pt jump shot from 25 ft,11,14
43,1,5:38.0,Defensive rebound by R. Gobert,,11,14
44,1,5:22.0,T. Burke misses 3-pt jump shot from 24 ft,,11,14
45,1,5:21.0,Offensive rebound by D. Favors,,11,14
46,1,5:15.0,Turnover by Team (shot clock),,11,14
47,1,4:59.0,,A. Baynes enters the game for T. Duncan,11,14
48,1,4:52.0,,Turnover by M. Ginóbili (bad pass; steal by J. Ingles),11,14
49,1,4:48.0,T. Burke misses 2-pt layup at rim (block by M. Ginóbili),,11,14
50,1,4:47.0,Offensive rebound by R. Gobert,,11,14
51,1,4:47.0,R. Gobert makes 2-pt dunk at rim,,13,14
52,1,4:47.0,,San Antonio full timeout,13,14
53,1,4:33.0,,M. Ginóbili misses 2-pt layup from 1 ft,13,14
54,1,4:32.0,Defensive rebound by D. Favors,,13,14
55,1,4:21.0,J. Ingles misses 2-pt layup at rim,,13,14
56,1,4:20.0,,Defensive rebound by A. Baynes,13,14
57,1,4:07.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),13,17
58,1,3:40.0,T. Burke misses 2-pt jump shot from 20 ft,,13,17
59,1,3:39.0,Offensive rebound by R. Gobert,,13,17
60,1,3:29.0,T. Burke misses 2-pt layup from 1 ft,,13,17
61,1,3:28.0,Offensive rebound by R. Gobert,,13,17
62,1,3:28.0,R. Gobert misses 2-pt layup from 1 ft,,13,17
63,1,3:25.0,Offensive rebound by R. Gobert,,13,17
64,1,3:25.0,R. Gobert misses 2-pt layup from 1 ft,,13,17
65,1,3:24.0,,Defensive rebound by A. Baynes,13,17
66,1,3:17.0,,M. Ginóbili misses 2-pt layup from 3 ft,13,17
67,1,3:15.0,,Offensive rebound by A. Baynes,13,17
68,1,3:14.0,,A. Baynes misses 2-pt layup from 2 ft,13,17
69,1,3:11.0,,Offensive rebound by K. Leonard,13,17
70,1,2:59.0,,K. Leonard misses 2-pt jump shot from 8 ft,13,17
71,1,2:58.0,Defensive rebound by D. Favors,,13,17
72,1,2:40.0,J. Ingles misses 3-pt jump shot from 22 ft,,13,17
73,1,2:38.0,Offensive rebound by R. Gobert,,13,17
74,1,2:38.0,R. Gobert makes 2-pt layup at rim,,15,17
75,1,2:18.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by B. Diaw),15,20
76,1,2:07.0,R. Hood enters the game for J. Ingles,,15,20
77,1,2:07.0,D. Exum enters the game for T. Burke,,15,20
78,1,1:58.0,G. Hayward misses 2-pt jump shot from 9 ft,,15,20
79,1,1:57.0,Offensive rebound by R. Gobert,,15,20
80,1,1:57.0,R. Gobert misses 2-pt tip-in from 1 ft,,15,20
81,1,1:55.0,,Defensive rebound by A. Baynes,15,20
82,1,1:46.0,,B. Diaw misses 2-pt jump shot from 19 ft,15,20
83,1,1:45.0,Defensive rebound by R. Hood,,15,20
84,1,1:27.0,G. Hayward misses 2-pt jump shot from 21 ft,,15,20
85,1,1:26.0,Offensive rebound by Team,,15,20
86,1,1:26.0,,D. Green enters the game for K. Leonard,15,20
87,1,1:20.0,G. Hayward misses 2-pt jump shot from 6 ft,,15,20
88,1,1:19.0,,Defensive rebound by A. Baynes,15,20
89,1,1:03.0,,B. Diaw misses 2-pt layup from 2 ft (block by D. Favors),15,20
90,1,1:02.0,Defensive rebound by R. Gobert,,15,20
91,1,0:58.0,Personal foul by P. Mills (drawn by G. Hayward),,15,20
92,1,0:58.0,T. Booker enters the game for D. Favors,,15,20
93,1,0:47.0,R. Gobert misses 2-pt layup from 2 ft (block by M. Ginóbili),,15,20
94,1,0:47.0,,Defensive rebound by Team,15,20
95,1,0:33.0,,M. Ginóbili makes 3-pt jump shot from 25 ft,15,23
96,1,0:17.0,Offensive foul by G. Hayward (drawn by D. Green),,15,23
97,1,0:17.0,Turnover by G. Hayward (offensive foul),,15,23
98,1,0:17.0,,M. Bonner enters the game for A. Baynes,15,23
99,1,0:03.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,15,23
100,1,0:01.0,Defensive rebound by Team,,15,23
101,2,11:49.0,,Personal foul by E. Millsap (drawn by B. Diaw),15,23
102,2,11:39.0,,A. Baynes misses 2-pt hook shot from 4 ft,15,23
103,2,11:38.0,Defensive rebound by R. Hood,,15,23
104,2,11:27.0,R. Hood misses 2-pt jump shot from 9 ft,,15,23
105,2,11:26.0,,Defensive rebound by B. Diaw,15,23
106,2,11:17.0,,B. Diaw misses 3-pt jump shot from 25 ft,15,23
107,2,11:16.0,Defensive rebound by R. Gobert,,15,23
108,2,11:16.0,Personal foul by A. Baynes (drawn by R. Gobert),,15,23
109,2,11:16.0,,T. Parker enters the game for P. Mills,15,23
