,QUARTER,TIME_REMAINING,BOSTON_ACTION,CLEVELAND_ACTION,BOSTON_SCORE,CLEVELAND_SCORE
27,1,8:12.0,,J. Smith misses 2-pt jump shot from 15 ft,7,8
28,1,8:10.0,Defensive rebound by E. Turner,,7,8
29,1,8:09.0,B. Bass misses 2-pt layup from 1 ft (block by T. Mozgov),,7,8
30,1,8:09.0,Offensive rebound by B. Bass,,7,8
31,1,8:09.0,Personal foul by K. Irving (drawn by B. Bass),,7,8
32,1,8:00.0,T. Zeller makes 2-pt jump shot from 11 ft (assist by B. Bass),,9,8
33,1,7:50.0,,K. Love misses 3-pt jump shot from 24 ft (block by B. Bass),9,8
34,1,7:47.0,Defensive rebound by E. Turner,,9,8
35,1,7:41.0,Shooting foul by K. Love (drawn by B. Bass),,9,8
36,1,7:41.0,B. Bass makes free throw 1 of 2,,10,8
37,1,7:41.0,,T. Thompson enters the game for K. Love,10,8
38,1,7:41.0,B. Bass makes free throw 2 of 2,,11,8
39,1,7:32.0,,Personal foul by A. Bradley (drawn by K. Irving),11,8
40,1,7:23.0,,Turnover by L. James (back court),11,8
41,1,7:08.0,B. Bass misses 2-pt jump shot from 12 ft,,11,8
42,1,7:07.0,,Defensive rebound by L. James,11,8
43,1,6:52.0,,J. Smith misses 3-pt jump shot from 26 ft,11,8
44,1,6:52.0,Defensive rebound by E. Turner,,11,8
45,1,6:43.0,M. Smart makes 2-pt jump shot from 19 ft,,13,8
46,1,6:22.0,,Personal foul by A. Bradley (drawn by K. Irving),13,8
47,1,6:22.0,I. Thomas enters the game for A. Bradley,,13,8
48,1,6:13.0,,L. James misses 2-pt jump shot from 19 ft,13,8
49,1,6:13.0,Defensive rebound by T. Zeller,,13,8
50,1,6:13.0,E. Turner misses 2-pt jump shot from 16 ft,,13,8
51,1,6:01.0,,Defensive rebound by T. Thompson,13,8
52,1,5:44.0,,Turnover by L. James (lost ball; steal by B. Bass),13,8
53,1,5:40.0,M. Smart makes 3-pt jump shot from 25 ft (assist by B. Bass),,16,8
54,1,5:40.0,,Cleveland full timeout,16,8
55,1,5:27.0,,K. Irving makes 2-pt layup from 1 ft,16,10
56,1,5:09.0,M. Smart misses 2-pt jump shot from 19 ft,,16,10
57,1,5:07.0,,Defensive rebound by T. Thompson,16,10
58,1,5:02.0,,K. Irving makes 2-pt layup at rim (assist by L. James),16,12
59,1,4:57.0,Turnover by I. Thomas (bad pass; steal by J. Smith),,16,12
60,1,4:49.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by L. James),16,14
61,1,4:35.0,T. Zeller misses 2-pt layup at rim,,16,14
62,1,4:29.0,,Defensive rebound by T. Thompson,16,14
63,1,4:25.0,,K. Irving misses 3-pt jump shot from 26 ft,16,14
64,1,4:25.0,,Offensive rebound by Team,16,14
65,1,4:25.0,J. Sullinger enters the game for B. Bass,,16,14
66,1,4:19.0,,T. Mozgov misses 2-pt jump shot from 19 ft,16,14
67,1,4:17.0,,Offensive rebound by T. Thompson,16,14
68,1,4:11.0,,T. Mozgov makes 2-pt dunk at rim (assist by T. Thompson),16,16
69,1,3:52.0,M. Smart misses 3-pt jump shot from 26 ft,,16,16
70,1,3:51.0,Offensive rebound by J. Sullinger,,16,16
71,1,3:46.0,J. Sullinger misses 2-pt jump shot from 5 ft,,16,16
72,1,3:43.0,Offensive rebound by T. Zeller,,16,16
73,1,3:41.0,T. Zeller makes 2-pt hook shot from 4 ft,,18,16
74,1,3:28.0,,T. Mozgov makes 2-pt jump shot from 17 ft (assist by L. James),18,18
75,1,3:14.0,I. Thomas misses 2-pt jump shot from 18 ft,,18,18
76,1,3:12.0,,Defensive rebound by J. Smith,18,18
77,1,3:05.0,,L. James misses 3-pt jump shot from 26 ft,18,18
78,1,3:03.0,Defensive rebound by E. Turner,,18,18
79,1,2:58.0,I. Thomas makes 2-pt jump shot from 14 ft,,20,18
80,1,2:37.0,,K. Irving misses 2-pt jump shot from 15 ft,20,18
81,1,2:35.0,Defensive rebound by T. Zeller,,20,18
82,1,2:34.0,Boston full timeout,,20,18
83,1,2:34.0,,K. Perkins enters the game for L. James,20,18
84,1,2:34.0,,I. Shumpert enters the game for T. Mozgov,20,18
85,1,2:34.0,K. Olynyk enters the game for E. Turner,,20,18
86,1,2:34.0,J. Crowder enters the game for T. Zeller,,20,18
87,1,2:13.0,J. Crowder misses 3-pt jump shot from 26 ft,,20,18
88,1,2:12.0,,Defensive rebound by K. Irving,20,18
89,1,2:00.0,,K. Irving makes 2-pt jump shot from 20 ft,20,20
90,1,1:52.0,J. Crowder misses 2-pt layup from 1 ft (block by K. Irving),,20,20
91,1,1:50.0,Offensive rebound by J. Crowder,,20,20
92,1,1:47.0,J. Sullinger makes 3-pt jump shot from 26 ft (assist by J. Crowder),,23,20
93,1,1:19.0,,J. Smith misses 3-pt jump shot from 28 ft,23,20
94,1,1:17.0,Defensive rebound by J. Sullinger,,23,20
95,1,0:58.0,M. Smart misses 3-pt jump shot from 26 ft,,23,20
96,1,0:57.0,,Defensive rebound by I. Shumpert,23,20
97,1,0:49.0,,K. Irving makes 3-pt jump shot from 28 ft,23,23
98,1,0:41.0,J. Sullinger misses 3-pt jump shot from 26 ft,,23,23
99,1,0:39.0,,Defensive rebound by I. Shumpert,23,23
100,1,0:36.0,,Offensive foul by K. Irving (drawn by J. Sullinger),23,23
101,1,0:36.0,,Turnover by K. Irving (offensive foul),23,23
102,1,0:36.0,,M. Dellavedova enters the game for K. Irving,23,23
103,1,0:30.0,K. Olynyk misses 3-pt jump shot from 27 ft,,23,23
104,1,0:29.0,Offensive rebound by J. Crowder,,23,23
105,1,0:26.0,Shooting foul by J. Smith (drawn by I. Thomas),,23,23
106,1,0:26.0,I. Thomas makes free throw 1 of 3,,24,23
107,1,0:26.0,I. Thomas makes free throw 2 of 3,,25,23
108,1,0:26.0,B. Bass enters the game for K. Olynyk,,25,23
109,1,0:26.0,,L. James enters the game for K. Perkins,25,23
110,1,0:26.0,I. Thomas makes free throw 3 of 3,,26,23
111,1,0:06.0,,Shooting foul by I. Thomas (drawn by M. Dellavedova),26,23
112,1,0:06.0,,M. Dellavedova makes free throw 1 of 2,26,24
113,1,0:06.0,K. Olynyk enters the game for B. Bass,,26,24
114,1,0:06.0,,M. Dellavedova makes free throw 2 of 2,26,25
115,1,0:02.0,Turnover by I. Thomas (lost ball; steal by I. Shumpert),,26,25
116,2,11:48.0,,Turnover by K. Love (bad pass; steal by J. Crowder),26,25
117,2,11:41.0,I. Thomas makes 2-pt jump shot from 19 ft (assist by J. Sullinger),,28,25
118,2,11:19.0,,L. James makes 2-pt jump shot from 21 ft,28,27
119,2,10:56.0,J. Sullinger misses 2-pt jump shot from 11 ft,,28,27
120,2,10:55.0,Offensive rebound by J. Crowder,,28,27
121,2,10:55.0,J. Crowder misses 2-pt layup at rim (block by L. James),,28,27
122,2,10:54.0,Offensive rebound by I. Thomas,,28,27
123,2,10:51.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by I. Thomas),,31,27
124,2,10:35.0,,L. James misses 3-pt jump shot from 26 ft,31,27
125,2,10:34.0,Defensive rebound by A. Bradley,,31,27
126,2,10:24.0,J. Crowder misses 3-pt jump shot from 23 ft,,31,27
127,2,10:24.0,,Defensive rebound by Team,31,27
128,2,10:01.0,,M. Dellavedova makes 3-pt jump shot from 26 ft,31,30
129,2,9:36.0,J. Crowder makes 2-pt layup from 3 ft (assist by I. Thomas),,33,30
130,2,9:29.0,,Shooting foul by J. Crowder (drawn by L. James),33,30
131,2,9:29.0,,L. James makes free throw 1 of 2,33,31
132,2,9:29.0,T. Zeller enters the game for J. Sullinger,,33,31
133,2,9:29.0,,L. James makes free throw 2 of 2,33,32
134,2,9:15.0,I. Thomas misses 3-pt jump shot from 26 ft,,33,32
135,2,9:14.0,,Defensive rebound by T. Thompson,33,32
136,2,9:00.0,,Personal block foul by T. Zeller (drawn by L. James),33,32
137,2,9:00.0,E. Turner enters the game for I. Thomas,,33,32
138,2,8:47.0,,I. Shumpert makes 2-pt jump shot from 17 ft (assist by K. Love),33,34
139,2,8:23.0,K. Olynyk makes 2-pt jump shot from 13 ft (assist by E. Turner),,35,34
140,2,8:05.0,,I. Shumpert misses 3-pt jump shot from 24 ft,35,34
141,2,8:04.0,,Offensive rebound by K. Love,35,34
142,2,8:01.0,,I. Shumpert misses 2-pt layup at rim,35,34
143,2,7:58.0,Defensive rebound by T. Zeller,,35,34
144,2,7:58.0,Personal foul by M. Dellavedova (drawn by A. Bradley),,35,34
145,2,7:58.0,Official timeout,,35,34
146,2,7:58.0,,T. Mozgov enters the game for T. Thompson,35,34
147,2,7:44.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by J. Crowder),,38,34
148,2,7:24.0,,T. Mozgov misses 2-pt dunk at rim,38,34
149,2,7:23.0,Defensive rebound by K. Olynyk,,38,34
150,2,7:10.0,J. Crowder misses 2-pt jump shot from 18 ft,,38,34
151,2,7:10.0,,Defensive rebound by Team,38,34
152,2,6:54.0,,Personal foul by K. Olynyk (drawn by K. Love),38,34
153,2,6:54.0,,K. Irving enters the game for M. Dellavedova,38,34
154,2,6:46.0,Violation by J. Crowder (kicked ball),,38,34
155,2,6:35.0,,K. Love misses 3-pt jump shot from 27 ft,38,34
156,2,6:35.0,Defensive rebound by K. Olynyk,,38,34
157,2,6:17.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by E. Turner),,41,34
158,2,5:56.0,,Shooting foul by K. Olynyk (drawn by K. Love),41,34
159,2,5:56.0,,Cleveland full timeout,41,34
160,2,5:56.0,,J. Smith enters the game for I. Shumpert,41,34
161,2,5:56.0,,K. Love misses free throw 1 of 3,41,34
162,2,5:56.0,,Offensive rebound by Team,41,34
163,2,5:56.0,,K. Love makes free throw 2 of 3,41,35
164,2,5:56.0,,K. Love makes free throw 3 of 3,41,36
165,2,5:42.0,A. Bradley misses 2-pt jump shot from 7 ft,,41,36
166,2,5:42.0,,Defensive rebound by L. James,41,36
167,2,5:21.0,,K. Irving misses 2-pt jump shot from 19 ft,41,36
168,2,5:18.0,Defensive rebound by A. Bradley,,41,36
169,2,5:10.0,E. Turner makes 2-pt jump shot from 14 ft,,43,36
170,2,4:44.0,,L. James misses 3-pt jump shot from 25 ft,43,36
171,2,4:42.0,Defensive rebound by E. Turner,,43,36
172,2,4:38.0,A. Bradley makes 2-pt layup at rim (assist by E. Turner),,45,36
173,2,4:21.0,,T. Mozgov makes 2-pt hook shot from 6 ft (assist by K. Love),45,38
174,2,4:06.0,Turnover by E. Turner (bad pass; steal by J. Smith),,45,38
175,2,4:02.0,,J. Smith makes 2-pt dunk at rim,45,40
176,2,3:39.0,T. Zeller misses 2-pt jump shot from 4 ft,,45,40
177,2,3:37.0,,Defensive rebound by K. Love,45,40
178,2,3:35.0,,Turnover by K. Love (bad pass; steal by K. Olynyk),45,40
179,2,3:34.0,Turnover by K. Olynyk (bad pass; steal by J. Smith),,45,40
180,2,3:34.0,I. Thomas enters the game for T. Zeller,,45,40
181,2,3:34.0,J. Sullinger enters the game for J. Crowder,,45,40
182,2,3:34.0,B. Bass enters the game for K. Olynyk,,45,40
183,2,3:19.0,,K. Love makes 2-pt hook shot from 2 ft (assist by J. Smith),45,42
184,2,3:16.0,Boston full timeout,,45,42
185,2,3:02.0,I. Thomas misses 3-pt jump shot from 24 ft,,45,42
186,2,3:02.0,,Defensive rebound by Team,45,42
187,2,3:02.0,M. Smart enters the game for A. Bradley,,45,42
188,2,2:44.0,,J. Smith makes 2-pt jump shot from 19 ft,45,44
189,2,2:26.0,E. Turner misses 3-pt jump shot from 25 ft,,45,44
190,2,2:24.0,,Defensive rebound by T. Mozgov,45,44
191,2,2:15.0,,K. Love misses 2-pt layup at rim (block by B. Bass),45,44
192,2,2:15.0,Defensive rebound by Team,,45,44
193,2,2:03.0,J. Sullinger makes 3-pt jump shot from 26 ft (assist by I. Thomas),,48,44
194,2,1:45.0,,Turnover by T. Mozgov (lost ball),48,44
195,2,1:45.0,,T. Thompson enters the game for K. Love,48,44
196,2,1:30.0,I. Thomas misses 2-pt jump shot from 22 ft,,48,44
197,2,1:30.0,,Defensive rebound by L. James,48,44
198,2,1:21.0,,L. James makes 2-pt layup from 1 ft,48,46
199,2,1:09.0,B. Bass misses 2-pt layup from 1 ft (block by T. Mozgov),,48,46
200,2,1:06.0,,Defensive rebound by L. James,48,46
201,2,1:00.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by L. James),48,49
202,2,0:50.0,Shooting foul by J. Smith (drawn by I. Thomas),,48,49
203,2,0:50.0,I. Thomas makes free throw 1 of 2,,49,49
204,2,0:50.0,T. Zeller enters the game for J. Sullinger,,49,49
205,2,0:50.0,J. Crowder enters the game for E. Turner,,49,49
206,2,0:50.0,,M. Dellavedova enters the game for K. Irving,49,49
207,2,0:50.0,,I. Shumpert enters the game for J. Smith,49,49
208,2,0:50.0,I. Thomas makes free throw 2 of 2,,50,49
209,2,0:41.0,,L. James misses 2-pt jump shot from 16 ft,50,49
210,2,0:40.0,,Offensive rebound by T. Mozgov,50,49
211,2,0:21.0,,Personal foul by I. Thomas (drawn by L. James),50,49
212,2,0:21.0,,L. James makes free throw 1 of 2,50,50
213,2,0:21.0,A. Bradley enters the game for B. Bass,,50,50
214,2,0:21.0,J. Sullinger enters the game for T. Zeller,,50,50
215,2,0:21.0,K. Olynyk enters the game for J. Crowder,,50,50
216,2,0:21.0,,L. James makes free throw 2 of 2,50,51
217,2,0:00.0,J. Sullinger misses 2-pt jump shot from 19 ft,,50,51
218,2,0:00.0,Offensive rebound by Team,,50,51
219,3,11:45.0,,T. Mozgov makes 2-pt hook shot from 3 ft (assist by K. Irving),50,53
220,3,11:29.0,M. Smart makes 2-pt jump shot from 16 ft,,52,53
221,3,11:08.0,,T. Mozgov misses 2-pt jump shot from 20 ft,52,53
222,3,11:07.0,Defensive rebound by E. Turner,,52,53
223,3,10:46.0,B. Bass misses 2-pt jump shot from 10 ft,,52,53
224,3,10:45.0,,Defensive rebound by L. James,52,53
225,3,10:38.0,,L. James misses 2-pt jump shot from 6 ft,52,53
226,3,10:36.0,,Offensive rebound by L. James,52,53
227,3,10:34.0,,L. James misses 2-pt jump shot from 7 ft,52,53
228,3,10:33.0,Defensive rebound by E. Turner,,52,53
229,3,10:26.0,M. Smart misses 3-pt jump shot from 26 ft,,52,53
230,3,10:25.0,,Defensive rebound by T. Mozgov,52,53
231,3,10:10.0,,Shooting foul by M. Smart (drawn by K. Irving),52,53
232,3,10:10.0,,K. Irving makes free throw 1 of 3,52,54
233,3,10:10.0,,K. Irving makes free throw 2 of 3,52,55
234,3,10:10.0,,K. Irving makes free throw 3 of 3,52,56
235,3,9:55.0,Turnover by T. Zeller (bad pass; steal by J. Smith),,52,56
236,3,9:52.0,,Personal block foul by M. Smart (drawn by L. James),52,56
237,3,9:45.0,,K. Irving misses 3-pt jump shot from 25 ft,52,56
238,3,9:44.0,,Offensive rebound by T. Mozgov,52,56
239,3,9:44.0,,Personal foul by E. Turner (drawn by L. James),52,56
240,3,9:29.0,,Shooting foul by T. Zeller (drawn by K. Love),52,56
241,3,9:29.0,,K. Love makes free throw 1 of 2,52,57
242,3,9:29.0,,K. Love makes free throw 2 of 2,52,58
243,3,9:15.0,B. Bass misses 2-pt jump shot from 18 ft,,52,58
244,3,9:14.0,,Defensive rebound by J. Smith,52,58
245,3,9:08.0,,Offensive foul by T. Mozgov (drawn by T. Zeller),52,58
246,3,9:08.0,,Turnover by T. Mozgov (offensive foul),52,58
247,3,9:08.0,J. Crowder enters the game for E. Turner,,52,58
248,3,8:52.0,Personal foul by J. Smith (drawn by T. Zeller),,52,58
249,3,8:43.0,M. Smart makes 2-pt layup from 1 ft,,54,58
250,3,8:28.0,,L. James misses 2-pt layup from 1 ft,54,58
251,3,8:25.0,,Offensive rebound by T. Mozgov,54,58
252,3,8:25.0,,T. Mozgov makes 2-pt layup at rim,54,60
253,3,8:13.0,B. Bass misses 2-pt layup from 2 ft (block by T. Mozgov),,54,60
254,3,8:10.0,,Defensive rebound by T. Mozgov,54,60
255,3,8:07.0,,K. Love makes 2-pt dunk at rim (assist by L. James),54,62
256,3,8:06.0,Boston full timeout,,54,62
257,3,8:06.0,K. Olynyk enters the game for B. Bass,,54,62
258,3,8:06.0,J. Sullinger enters the game for T. Zeller,,54,62
259,3,7:50.0,A. Bradley misses 2-pt jump shot from 18 ft,,54,62
260,3,7:49.0,,Defensive rebound by K. Love,54,62
261,3,7:49.0,,Personal foul by J. Crowder (drawn by K. Love),54,62
262,3,7:49.0,,K. Love makes free throw 1 of 2,54,63
263,3,7:49.0,,K. Love makes free throw 2 of 2,54,64
264,3,7:35.0,J. Sullinger misses 3-pt jump shot from 27 ft,,54,64
265,3,7:35.0,,Defensive rebound by K. Irving,54,64
266,3,7:19.0,,Shooting foul by J. Sullinger (drawn by T. Mozgov),54,64
267,3,7:19.0,,T. Mozgov makes free throw 1 of 2,54,65
268,3,7:19.0,,T. Mozgov makes free throw 2 of 2,54,66
269,3,6:55.0,M. Smart misses 3-pt jump shot from 26 ft,,54,66
270,3,6:55.0,,Defensive rebound by K. Love,54,66
271,3,6:52.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),54,68
272,3,6:39.0,K. Olynyk misses 3-pt jump shot from 26 ft,,54,68
273,3,6:38.0,,Defensive rebound by K. Irving,54,68
274,3,6:33.0,,Offensive foul by T. Mozgov (drawn by M. Smart),54,68
275,3,6:33.0,,Turnover by T. Mozgov (offensive foul),54,68
276,3,6:33.0,I. Thomas enters the game for A. Bradley,,54,68
277,3,6:33.0,,T. Thompson enters the game for T. Mozgov,54,68
278,3,6:21.0,K. Olynyk misses 2-pt jump shot from 5 ft,,54,68
279,3,6:20.0,Offensive rebound by J. Sullinger,,54,68
280,3,6:19.0,J. Sullinger makes 2-pt layup from 1 ft,,56,68
281,3,5:59.0,,J. Smith misses 3-pt jump shot from 25 ft,56,68
282,3,5:59.0,Defensive rebound by J. Crowder,,56,68
283,3,5:49.0,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),,58,68
284,3,5:35.0,,K. Love misses 3-pt jump shot from 26 ft,58,68
285,3,5:34.0,,Offensive rebound by T. Thompson,58,68
286,3,5:29.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by T. Thompson),58,71
287,3,5:16.0,J. Sullinger makes 2-pt layup from 1 ft (assist by I. Thomas),,60,71
288,3,4:55.0,,L. James makes 2-pt layup at rim (assist by K. Irving),60,73
289,3,4:49.0,Personal foul by K. Irving (drawn by I. Thomas),,60,73
290,3,4:49.0,E. Turner enters the game for M. Smart,,60,73
291,3,4:41.0,J. Sullinger makes 2-pt layup at rim (assist by J. Crowder),,62,73
292,3,4:16.0,,K. Irving misses 2-pt jump shot from 4 ft,62,73
293,3,4:14.0,Defensive rebound by J. Sullinger,,62,73
294,3,4:06.0,E. Turner misses 2-pt layup from 1 ft (block by K. Love),,62,73
295,3,4:05.0,Offensive rebound by E. Turner,,62,73
296,3,4:04.0,E. Turner misses 2-pt jump shot from 4 ft (block by K. Love),,62,73
297,3,4:04.0,Offensive rebound by E. Turner,,62,73
298,3,4:04.0,Shooting foul by K. Love (drawn by E. Turner),,62,73
299,3,4:04.0,E. Turner makes free throw 1 of 2,,63,73
300,3,4:04.0,,J. Jones enters the game for K. Love,63,73
301,3,4:04.0,,I. Shumpert enters the game for L. James,63,73
302,3,4:04.0,J. Jerebko enters the game for K. Olynyk,,63,73
303,3,4:04.0,E. Turner makes free throw 2 of 2,,64,73
304,3,3:42.0,,J. Smith misses 2-pt jump shot from 22 ft,64,73
305,3,3:42.0,Defensive rebound by E. Turner,,64,73
306,3,3:31.0,Offensive foul by J. Jerebko (drawn by I. Shumpert),,64,73
307,3,3:31.0,Turnover by J. Jerebko (offensive foul),,64,73
308,3,3:17.0,,J. Jones misses 3-pt jump shot from 26 ft,64,73
309,3,3:17.0,Defensive rebound by J. Crowder,,64,73
310,3,3:07.0,I. Thomas makes 2-pt layup at rim,,66,73
311,3,2:56.0,,J. Smith misses 3-pt jump shot from 26 ft,66,73
312,3,2:55.0,,Offensive rebound by T. Thompson,66,73
313,3,2:33.0,,K. Irving makes 2-pt jump shot from 12 ft,66,75
314,3,2:13.0,Turnover by J. Crowder (offensive foul),,66,75
315,3,2:13.0,,Offensive charge foul by J. Crowder (drawn by J. Jones),66,75
316,3,2:13.0,,Cleveland full timeout,66,75
317,3,2:13.0,T. Zeller enters the game for J. Sullinger,,66,75
318,3,2:01.0,,J. Smith misses 3-pt jump shot from 24 ft,66,75
319,3,2:00.0,Defensive rebound by E. Turner,,66,75
320,3,1:55.0,J. Crowder makes 2-pt layup from 1 ft,,68,75
321,3,1:39.0,,K. Irving misses 2-pt jump shot from 20 ft,68,75
322,3,1:38.0,Defensive rebound by T. Zeller,,68,75
323,3,1:28.0,Turnover by I. Thomas (bad pass; steal by T. Thompson),,68,75
324,3,1:06.0,,Turnover by J. Smith (bad pass; steal by T. Zeller),68,75
325,3,0:58.0,J. Jerebko misses 3-pt jump shot from 23 ft,,68,75
326,3,0:58.0,,Defensive rebound by T. Thompson,68,75
327,3,0:36.0,,K. Irving misses 3-pt jump shot from 24 ft,68,75
328,3,0:34.0,Defensive rebound by J. Jerebko,,68,75
329,3,0:17.0,I. Thomas misses 2-pt jump shot from 14 ft,,68,75
330,3,0:17.0,,Defensive rebound by T. Thompson,68,75
331,3,0:00.0,,K. Irving misses 3-pt jump shot from 25 ft,68,75
332,3,0:00.0,,Offensive rebound by Team,68,75
333,4,11:45.0,I. Thomas misses 2-pt jump shot from 19 ft,,68,75
334,4,11:45.0,,Defensive rebound by Team,68,75
335,4,11:45.0,Loose ball foul by K. Olynyk (drawn by T. Thompson),,68,75
336,4,11:36.0,,Offensive foul by L. James (drawn by J. Crowder),68,75
337,4,11:36.0,,Turnover by L. James (offensive foul),68,75
338,4,11:23.0,J. Crowder misses 2-pt jump shot from 18 ft,,68,75
339,4,11:22.0,,Defensive rebound by L. James,68,75
340,4,11:18.0,,Shooting foul by K. Olynyk (drawn by L. James),68,75
341,4,11:18.0,,L. James makes free throw 1 of 2,68,76
342,4,11:18.0,,L. James makes free throw 2 of 2,68,77
343,4,10:54.0,I. Thomas makes 2-pt jump shot from 15 ft,,70,77
344,4,10:43.0,,L. James makes 2-pt layup at rim,70,79
345,4,10:20.0,T. Zeller makes 2-pt hook shot from 7 ft,,72,79
346,4,10:03.0,,Turnover by K. Love (bad pass),72,79
347,4,9:43.0,E. Turner makes 2-pt jump shot from 15 ft (assist by I. Thomas),,74,79
348,4,9:29.0,,L. James misses 2-pt jump shot from 6 ft,74,79
349,4,9:28.0,Defensive rebound by E. Turner,,74,79
350,4,9:28.0,Personal foul by L. James (drawn by E. Turner),,74,79
351,4,9:17.0,I. Thomas makes 2-pt layup from 1 ft,,76,79
352,4,9:17.0,Shooting foul by K. Love (drawn by I. Thomas),,76,79
353,4,9:17.0,,K. Irving enters the game for M. Dellavedova,76,79
354,4,9:17.0,I. Thomas makes free throw 1 of 1,,77,79
355,4,8:59.0,,L. James makes 2-pt jump shot from 13 ft,77,81
356,4,8:46.0,Boston full timeout,,77,81
357,4,8:33.0,E. Turner misses 2-pt jump shot from 14 ft,,77,81
358,4,8:33.0,,Defensive rebound by Team,77,81
359,4,8:14.0,,Turnover by L. James (bad pass; steal by I. Thomas),77,81
360,4,8:10.0,Shooting foul by L. James (drawn by J. Crowder),,77,81
361,4,8:10.0,J. Crowder makes free throw 1 of 2,,78,81
362,4,8:10.0,J. Sullinger enters the game for K. Olynyk,,78,81
363,4,8:10.0,A. Bradley enters the game for I. Thomas,,78,81
364,4,8:10.0,,T. Mozgov enters the game for T. Thompson,78,81
365,4,8:10.0,J. Crowder makes free throw 2 of 2,,79,81
366,4,7:49.0,,K. Love misses 3-pt jump shot from 26 ft,79,81
367,4,7:47.0,,Offensive rebound by I. Shumpert,79,81
368,4,7:44.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),79,84
369,4,7:26.0,J. Crowder makes 2-pt jump shot from 21 ft (assist by T. Zeller),,81,84
370,4,7:12.0,,K. Irving misses 2-pt layup at rim (block by T. Zeller),81,84
371,4,7:08.0,Defensive rebound by A. Bradley,,81,84
372,4,6:58.0,Shooting foul by T. Mozgov (drawn by E. Turner),,81,84
373,4,6:58.0,E. Turner makes free throw 1 of 2,,82,84
374,4,6:58.0,E. Turner misses free throw 2 of 2,,82,84
375,4,6:57.0,,Defensive rebound by I. Shumpert,82,84
376,4,6:43.0,,Shooting foul by E. Turner (drawn by L. James),82,84
377,4,6:43.0,,L. James misses free throw 1 of 2,82,84
378,4,6:43.0,,Offensive rebound by Team,82,84
379,4,6:43.0,I. Thomas enters the game for E. Turner,,82,84
380,4,6:43.0,,L. James makes free throw 2 of 2,82,85
381,4,6:27.0,A. Bradley misses 2-pt jump shot from 19 ft,,82,85
382,4,6:25.0,,Defensive rebound by K. Irving,82,85
383,4,6:21.0,,L. James makes 2-pt layup at rim (assist by K. Irving),82,87
384,4,6:12.0,Personal foul by I. Shumpert (drawn by I. Thomas),,82,87
385,4,6:12.0,I. Thomas makes free throw 1 of 2,,83,87
386,4,6:12.0,I. Thomas makes free throw 2 of 2,,84,87
387,4,5:54.0,,K. Irving makes 2-pt jump shot from 11 ft,84,89
388,4,5:44.0,I. Thomas misses 3-pt jump shot from 24 ft,,84,89
389,4,5:43.0,,Defensive rebound by K. Love,84,89
390,4,5:26.0,,L. James makes 2-pt jump shot from 21 ft,84,91
391,4,5:25.0,Boston full timeout,,84,91
392,4,5:25.0,Official timeout,,84,91
