,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PORTLAND_ACTION,PHOENIX_SCORE,PORTLAND_SCORE
0,1,11:41.0,,A. Afflalo misses 2-pt jump shot from 20 ft,0,0
1,1,11:40.0,,Offensive rebound by N. Batum,0,0
2,1,11:40.0,,N. Batum misses 2-pt tip-in from 1 ft,0,0
3,1,11:39.0,Defensive rebound by A. Len,,0,0
4,1,11:18.0,M. Morris makes 2-pt jump shot from 7 ft,,2,0
5,1,11:05.0,,D. Lillard makes 2-pt jump shot from 23 ft (assist by L. Aldridge),2,2
6,1,10:47.0,M. Morris makes 3-pt jump shot from 24 ft (assist by A. Len),,5,2
7,1,10:22.0,,R. Lopez misses 2-pt hook shot from 4 ft,5,2
8,1,10:21.0,Defensive rebound by M. Morris,,5,2
9,1,10:15.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,7,2
10,1,9:58.0,,L. Aldridge misses 2-pt layup from 1 ft,7,2
11,1,9:56.0,Defensive rebound by A. Len,,7,2
12,1,9:50.0,P. Tucker misses 3-pt jump shot from 22 ft,,7,2
13,1,9:49.0,,Defensive rebound by Team,7,2
14,1,9:31.0,,L. Aldridge makes 2-pt jump shot from 15 ft,7,4
15,1,9:15.0,M. Morris makes 2-pt jump shot from 15 ft,,9,4
16,1,9:03.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. Lillard),9,6
17,1,8:55.0,E. Bledsoe makes 2-pt jump shot from 3 ft,,11,6
18,1,8:35.0,,N. Batum misses 2-pt jump shot from 10 ft,11,6
19,1,8:34.0,Defensive rebound by P. Tucker,,11,6
20,1,8:25.0,E. Bledsoe misses 2-pt jump shot from 3 ft,,11,6
21,1,8:23.0,Offensive rebound by A. Len,,11,6
22,1,8:23.0,A. Len makes 2-pt dunk at rim,,13,6
23,1,8:07.0,,A. Afflalo misses 3-pt jump shot from 24 ft,13,6
24,1,8:06.0,,Offensive rebound by N. Batum,13,6
25,1,8:03.0,,D. Lillard misses 3-pt jump shot from 24 ft,13,6
26,1,8:02.0,Defensive rebound by P. Tucker,,13,6
27,1,7:37.0,E. Bledsoe misses 2-pt jump shot from 21 ft,,13,6
28,1,7:36.0,,Defensive rebound by N. Batum,13,6
29,1,7:31.0,,A. Afflalo makes 2-pt layup from 1 ft,13,8
30,1,7:11.0,A. Len makes 2-pt jump shot from 16 ft,,15,8
31,1,6:56.0,,D. Lillard makes 3-pt jump shot from 24 ft,15,11
32,1,6:32.0,Turnover by E. Bledsoe (lost ball; steal by L. Aldridge),,15,11
33,1,6:27.0,,A. Afflalo misses 2-pt layup from 1 ft,15,11
34,1,6:25.0,Defensive rebound by M. Morris,,15,11
35,1,6:15.0,A. Len misses 2-pt jump shot from 4 ft,,15,11
36,1,6:14.0,,Defensive rebound by L. Aldridge,15,11
37,1,6:05.0,,D. Lillard misses 2-pt layup from 1 ft,15,11
38,1,6:03.0,,Offensive rebound by R. Lopez,15,11
39,1,6:03.0,,R. Lopez makes 2-pt tip-in from 1 ft,15,13
40,1,5:39.0,M. Morris makes 2-pt jump shot from 14 ft,,17,13
41,1,5:23.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by N. Batum),17,16
42,1,5:17.0,Phoenix full timeout,,17,16
43,1,5:05.0,Turnover by E. Bledsoe (bad pass),,17,16
44,1,5:05.0,A. Goodwin enters the game for P. Tucker,,17,16
45,1,4:49.0,,N. Batum makes 2-pt jump shot from 19 ft (assist by R. Lopez),17,18
46,1,4:39.0,M. Morris misses 3-pt jump shot from 25 ft,,17,18
47,1,4:37.0,,Defensive rebound by R. Lopez,17,18
48,1,4:21.0,,D. Lillard misses 3-pt jump shot from 23 ft,17,18
49,1,4:20.0,Defensive rebound by M. Morris,,17,18
50,1,4:08.0,A. Len misses 2-pt hook shot from 7 ft,,17,18
51,1,4:07.0,,Defensive rebound by L. Aldridge,17,18
52,1,4:02.0,,Personal foul by E. Bledsoe (drawn by A. Afflalo),17,18
53,1,4:02.0,,C. McCollum enters the game for A. Afflalo,17,18
54,1,4:02.0,,C. Kaman enters the game for R. Lopez,17,18
55,1,4:02.0,B. Wright enters the game for A. Len,,17,18
56,1,3:56.0,,Turnover by C. Kaman (lost ball; steal by A. Goodwin),17,18
57,1,3:52.0,A. Goodwin misses 2-pt layup at rim,,17,18
58,1,3:51.0,Offensive rebound by E. Bledsoe,,17,18
59,1,3:48.0,Turnover by E. Bledsoe (bad pass; steal by C. McCollum),,17,18
60,1,3:42.0,,Turnover by N. Batum (bad pass; steal by M. Morris),17,18
61,1,3:41.0,Turnover by M. Morris (bad pass; steal by C. McCollum),,17,18
62,1,3:35.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by D. Lillard),17,21
63,1,3:17.0,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,20,21
64,1,3:02.0,,Personal foul by M. Morris (drawn by L. Aldridge),20,21
65,1,3:02.0,,Portland full timeout,20,21
66,1,3:02.0,,S. Blake enters the game for D. Lillard,20,21
67,1,2:50.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by S. Blake),20,24
68,1,2:30.0,M. Morris makes 2-pt jump shot from 10 ft,,22,24
69,1,2:16.0,,L. Aldridge misses 2-pt jump shot from 21 ft,22,24
70,1,2:16.0,Defensive rebound by B. Wright,,22,24
71,1,2:07.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,22,24
72,1,2:06.0,,Defensive rebound by L. Aldridge,22,24
73,1,1:53.0,,C. Kaman makes 2-pt layup from 1 ft (assist by S. Blake),22,26
74,1,1:29.0,B. Wright misses 2-pt hook shot from 3 ft,,22,26
75,1,1:27.0,Offensive rebound by B. Wright,,22,26
76,1,1:23.0,A. Goodwin misses 2-pt jump shot from 3 ft,,22,26
77,1,1:22.0,,Defensive rebound by L. Aldridge,22,26
78,1,1:14.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by S. Blake),22,28
79,1,0:51.0,E. Bledsoe misses 2-pt jump shot from 3 ft,,22,28
80,1,0:49.0,,Defensive rebound by C. Kaman,22,28
81,1,0:44.0,,Turnover by S. Blake (palming),22,28
82,1,0:44.0,T. Warren enters the game for E. Bledsoe,,22,28
83,1,0:44.0,,A. Afflalo enters the game for N. Batum,22,28
84,1,0:27.0,A. Goodwin misses 3-pt jump shot from 24 ft,,22,28
85,1,0:27.0,,Defensive rebound by S. Blake,22,28
86,1,0:06.0,,S. Blake makes 3-pt jump shot from 23 ft (assist by L. Aldridge),22,31
87,1,0:00.0,A. Goodwin misses 2-pt jump shot from 11 ft,,22,31
88,1,0:00.0,Offensive rebound by Team,,22,31
89,2,11:44.0,T. Warren makes 2-pt jump shot from 13 ft (assist by A. Goodwin),,24,31
90,2,11:23.0,,C. Kaman misses 2-pt hook shot from 5 ft,24,31
91,2,11:23.0,Defensive rebound by B. Wright,,24,31
92,2,11:09.0,Turnover by A. Goodwin (lost ball; steal by S. Blake),,24,31
93,2,11:05.0,,C. McCollum misses 2-pt layup from 2 ft,24,31
94,2,11:03.0,,Offensive rebound by A. Afflalo,24,31
95,2,11:02.0,,A. Afflalo makes 2-pt layup from 1 ft,24,33
96,2,10:49.0,T. Warren misses 2-pt jump shot from 3 ft (block by C. McCollum),,24,33
97,2,10:47.0,,Defensive rebound by C. Kaman,24,33
98,2,10:36.0,,C. Kaman makes 2-pt jump shot from 15 ft (assist by C. McCollum),24,35
99,2,10:24.0,Turnover by T. Warren (lost ball; steal by C. McCollum),,24,35
100,2,10:18.0,,Turnover by C. McCollum (lost ball),24,35
101,2,10:18.0,A. Price enters the game for B. Wright,,24,35
102,2,9:56.0,A. Price misses 2-pt jump shot from 17 ft,,24,35
