,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
205,3,10:58.0,Turnover by K. Faried (lost ball; steal by K. Leonard),,50,67
206,3,10:47.0,,Personal foul by W. Chandler (drawn by K. Leonard),50,67
207,3,10:33.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Duncan),50,70
208,3,10:14.0,Turnover by K. Faried (bad pass; steal by D. Green),,50,70
209,3,10:05.0,,T. Parker makes 2-pt layup from 2 ft,50,72
210,3,10:05.0,Denver full timeout,,50,72
211,3,9:54.0,T. Lawson misses 2-pt jump shot from 12 ft,,50,72
212,3,9:53.0,,Defensive rebound by K. Leonard,50,72
213,3,9:48.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),50,75
214,3,9:33.0,T. Lawson makes 2-pt layup from 1 ft,,52,75
215,3,9:12.0,,K. Leonard misses 2-pt jump shot from 5 ft,52,75
216,3,9:11.0,Defensive rebound by K. Faried,,52,75
217,3,9:06.0,K. Faried makes 2-pt layup from 2 ft,,54,75
218,3,8:48.0,,T. Parker makes 2-pt jump shot from 6 ft (assist by K. Leonard),54,77
219,3,8:36.0,K. Faried misses 2-pt jump shot from 5 ft (block by T. Duncan),,54,77
220,3,8:35.0,,Defensive rebound by M. Bonner,54,77
221,3,8:25.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by T. Parker),54,80
222,3,8:12.0,T. Lawson misses 2-pt layup from 3 ft (block by T. Duncan),,54,80
223,3,8:10.0,,Defensive rebound by T. Duncan,54,80
224,3,8:03.0,,T. Parker misses 2-pt jump shot from 8 ft,54,80
225,3,8:03.0,Defensive rebound by D. Gallinari,,54,80
226,3,7:54.0,D. Gallinari misses 3-pt jump shot from 25 ft,,54,80
227,3,7:53.0,,Defensive rebound by T. Duncan,54,80
228,3,7:53.0,Technical foul by Team,,54,80
229,3,7:53.0,,D. Green makes technical free throw,54,81
230,3,7:53.0,W. Barton enters the game for R. Foye,,54,81
231,3,7:47.0,,Personal foul by K. Faried (drawn by T. Duncan),54,81
232,3,7:38.0,,Turnover by T. Duncan (bad pass),54,81
233,3,7:25.0,D. Gallinari misses 2-pt jump shot from 6 ft (block by K. Leonard),,54,81
234,3,7:23.0,Offensive rebound by K. Faried,,54,81
235,3,7:18.0,Personal foul by T. Parker (drawn by T. Lawson),,54,81
236,3,7:14.0,Offensive foul by K. Faried (drawn by T. Parker),,54,81
237,3,7:14.0,Turnover by K. Faried (offensive foul),,54,81
238,3,7:05.0,,K. Leonard makes 2-pt layup from 1 ft (assist by T. Duncan),54,83
239,3,6:42.0,D. Gallinari misses 2-pt jump shot from 15 ft,,54,83
240,3,6:41.0,Offensive rebound by K. Faried,,54,83
241,3,6:41.0,K. Faried makes 2-pt layup at rim,,56,83
242,3,6:26.0,,M. Bonner misses 3-pt jump shot from 24 ft,56,83
243,3,6:25.0,Defensive rebound by W. Barton,,56,83
244,3,6:14.0,Personal foul by K. Leonard (drawn by D. Gallinari),,56,83
245,3,6:14.0,,A. Baynes enters the game for T. Duncan,56,83
246,3,6:14.0,J. Nurkić enters the game for K. Faried,,56,83
247,3,6:05.0,Shooting foul by K. Leonard (drawn by D. Gallinari),,56,83
248,3,6:05.0,D. Gallinari makes free throw 1 of 2,,57,83
249,3,6:05.0,D. Gallinari makes free throw 2 of 2,,58,83
250,3,5:51.0,,A. Baynes makes 2-pt jump shot from 11 ft (assist by M. Bonner),58,85
251,3,5:36.0,J. Nurkić makes 2-pt dunk at rim (assist by W. Barton),,60,85
252,3,5:16.0,,A. Baynes misses 2-pt layup from 1 ft (block by W. Chandler),60,85
253,3,5:14.0,,Offensive rebound by A. Baynes,60,85
254,3,5:14.0,,A. Baynes makes 2-pt layup at rim,60,87
255,3,4:59.0,D. Gallinari makes 2-pt jump shot from 16 ft (assist by T. Lawson),,62,87
256,3,4:41.0,,Shooting foul by J. Nurkić (drawn by A. Baynes),62,87
257,3,4:41.0,,A. Baynes makes free throw 1 of 2,62,88
258,3,4:41.0,J. Nelson enters the game for T. Lawson,,62,88
259,3,4:41.0,,M. Belinelli enters the game for D. Green,62,88
260,3,4:41.0,,A. Baynes makes free throw 2 of 2,62,89
261,3,4:24.0,W. Chandler makes 2-pt layup from 2 ft,,64,89
262,3,4:24.0,,San Antonio full timeout,64,89
263,3,4:24.0,,M. Ginóbili enters the game for K. Leonard,64,89
264,3,4:13.0,,Offensive foul by A. Baynes (drawn by J. Nelson),64,89
265,3,4:13.0,,Turnover by A. Baynes (offensive foul),64,89
266,3,4:13.0,,B. Diaw enters the game for M. Bonner,64,89
267,3,3:59.0,W. Barton misses 2-pt jump shot from 19 ft,,64,89
268,3,3:58.0,,Defensive rebound by M. Ginóbili,64,89
269,3,3:50.0,,Personal foul by J. Nelson (drawn by B. Diaw),64,89
270,3,3:41.0,,M. Belinelli misses 3-pt jump shot from 25 ft,64,89
271,3,3:39.0,,Offensive rebound by M. Ginóbili,64,89
272,3,3:26.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by T. Parker),64,92
273,3,3:09.0,W. Chandler misses 2-pt jump shot from 15 ft,,64,92
274,3,3:08.0,,Defensive rebound by M. Belinelli,64,92
275,3,2:52.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,64,92
276,3,2:51.0,Defensive rebound by W. Chandler,,64,92
277,3,2:40.0,J. Nelson makes 2-pt jump shot from 19 ft (assist by W. Chandler),,66,92
278,3,2:23.0,,Shooting foul by W. Chandler (drawn by A. Baynes),66,92
279,3,2:23.0,,A. Baynes makes 2-pt jump shot from 6 ft (assist by M. Ginóbili),66,94
280,3,2:23.0,,P. Mills enters the game for T. Parker,66,94
281,3,2:23.0,J. Hickson enters the game for W. Chandler,,66,94
282,3,2:23.0,,A. Baynes makes free throw 1 of 1,66,95
283,3,2:07.0,J. Nelson makes 2-pt jump shot from 12 ft,,68,95
284,3,1:58.0,,Turnover by M. Ginóbili (traveling),68,95
285,3,1:58.0,G. Harris enters the game for D. Gallinari,,68,95
286,3,1:40.0,J. Nelson makes 2-pt jump shot from 21 ft,,70,95
287,3,1:20.0,,M. Ginóbili misses 3-pt jump shot from 23 ft,70,95
288,3,1:19.0,Defensive rebound by J. Nurkić,,70,95
289,3,1:03.0,W. Barton misses 2-pt jump shot from 9 ft,,70,95
290,3,1:01.0,Offensive rebound by J. Hickson,,70,95
291,3,0:58.0,Turnover by J. Hickson (lost ball; steal by A. Baynes),,70,95
292,3,0:50.0,,P. Mills misses 3-pt jump shot from 22 ft,70,95
293,3,0:48.0,,Offensive rebound by P. Mills,70,95
294,3,0:35.0,,P. Mills makes 2-pt layup from 1 ft (assist by B. Diaw),70,97
295,3,0:35.0,Denver full timeout,,70,97
296,3,0:30.0,W. Barton misses 2-pt jump shot from 4 ft (block by A. Baynes),,70,97
297,3,0:28.0,Offensive rebound by J. Nurkić,,70,97
298,3,0:23.0,J. Nelson misses 3-pt jump shot from 25 ft,,70,97
299,3,0:22.0,,Defensive rebound by A. Baynes,70,97
300,3,0:04.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by P. Mills),70,100
301,3,0:02.0,Turnover by W. Barton (lost ball),,70,100
302,3,0:00.0,,M. Belinelli misses 2-pt layup from 2 ft,70,100
303,3,0:00.0,Defensive rebound by J. Nelson,,70,100
304,4,11:49.0,,A. Baynes makes 2-pt dunk at rim (assist by M. Ginóbili),70,102
305,4,11:25.0,Turnover by J. Nelson (bad pass; steal by P. Mills),,70,102
306,4,11:17.0,,A. Baynes makes 2-pt jump shot from 7 ft (assist by P. Mills),70,104
307,4,11:05.0,W. Barton misses 3-pt jump shot from 25 ft,,70,104
308,4,11:04.0,,Defensive rebound by P. Mills,70,104
309,4,10:43.0,,M. Belinelli misses 3-pt jump shot from 24 ft,70,104
310,4,10:41.0,Defensive rebound by J. Nelson,,70,104
311,4,10:34.0,J. Nelson makes 2-pt jump shot from 6 ft,,72,104
312,4,10:34.0,Shooting foul by P. Mills (drawn by J. Nelson),,72,104
313,4,10:34.0,J. Nelson makes free throw 1 of 1,,73,104
314,4,10:14.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),73,107
315,4,10:00.0,J. Hickson misses 2-pt jump shot at rim,,73,107
316,4,9:59.0,Offensive rebound by J. Hickson,,73,107
317,4,9:59.0,J. Hickson makes 2-pt tip-in at rim,,75,107
318,4,9:41.0,,Shooting foul by J. Nelson (drawn by A. Baynes),75,107
319,4,9:41.0,,A. Baynes makes free throw 1 of 2,75,108
320,4,9:41.0,E. Green enters the game for J. Nelson,,75,108
321,4,9:41.0,,A. Baynes makes free throw 2 of 2,75,109
322,4,9:26.0,W. Barton makes 2-pt jump shot from 19 ft,,77,109
323,4,9:26.0,,San Antonio full timeout,77,109
324,4,9:26.0,,J. Ayres enters the game for A. Baynes,77,109
325,4,9:10.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Mills),77,112
326,4,8:43.0,E. Green misses 2-pt jump shot from 15 ft,,77,112
327,4,8:42.0,Offensive rebound by J. Nurkić,,77,112
328,4,8:42.0,J. Nurkić makes 2-pt layup from 1 ft,,79,112
329,4,8:27.0,,Turnover by J. Ayres (lost ball),79,112
330,4,8:27.0,,C. Joseph enters the game for M. Ginóbili,79,112
331,4,8:12.0,W. Barton misses 2-pt jump shot from 6 ft,,79,112
332,4,8:11.0,,Defensive rebound by J. Ayres,79,112
333,4,8:00.0,,C. Joseph makes 2-pt jump shot from 10 ft (assist by P. Mills),79,114
334,4,7:38.0,J. Hickson misses 2-pt jump shot from 5 ft,,79,114
335,4,7:37.0,,Defensive rebound by J. Ayres,79,114
336,4,7:22.0,,M. Belinelli misses 3-pt jump shot from 23 ft,79,114
337,4,7:21.0,Defensive rebound by J. Nurkić,,79,114
338,4,7:11.0,Turnover by W. Barton (bad pass; steal by J. Ayres),,79,114
339,4,7:07.0,,Shooting foul by E. Green (drawn by J. Ayres),79,114
340,4,7:07.0,,J. Ayres makes free throw 1 of 2,79,115
341,4,7:07.0,,J. Ayres makes free throw 2 of 2,79,116
342,4,6:52.0,W. Barton makes 2-pt jump shot from 19 ft,,81,116
343,4,6:41.0,,B. Diaw misses 3-pt jump shot from 26 ft,81,116
344,4,6:40.0,,Offensive rebound by M. Belinelli,81,116
345,4,6:33.0,,C. Joseph makes 2-pt jump shot from 17 ft,81,118
346,4,6:20.0,E. Green misses 2-pt jump shot from 16 ft,,81,118
347,4,6:19.0,,Defensive rebound by M. Belinelli,81,118
348,4,6:04.0,,Turnover by J. Ayres (bad pass; steal by J. Nurkić),81,118
349,4,6:01.0,Personal block foul by M. Belinelli (drawn by W. Barton),,81,118
350,4,6:01.0,,M. Bonner enters the game for M. Belinelli,81,118
351,4,6:01.0,I. Clark enters the game for W. Barton,,81,118
352,4,5:51.0,G. Harris misses 2-pt jump shot from 16 ft,,81,118
353,4,5:49.0,Offensive rebound by J. Nurkić,,81,118
354,4,5:43.0,I. Clark makes 2-pt jump shot from 11 ft (assist by E. Green),,83,118
355,4,5:28.0,,B. Diaw misses 2-pt layup from 3 ft,83,118
356,4,5:27.0,Defensive rebound by J. Hickson,,83,118
357,4,5:21.0,G. Harris misses 2-pt layup at rim (block by J. Ayres),,83,118
358,4,5:18.0,,Defensive rebound by B. Diaw,83,118
359,4,5:12.0,,C. Joseph misses 2-pt jump shot from 19 ft,83,118
360,4,5:11.0,Defensive rebound by J. Nurkić,,83,118
361,4,5:10.0,G. Harris makes 2-pt layup from 1 ft,,85,118
362,4,5:10.0,Shooting foul by M. Bonner (drawn by G. Harris),,85,118
363,4,5:10.0,Official timeout,,85,118
364,4,5:10.0,W. Barton enters the game for I. Clark,,85,118
365,4,5:10.0,G. Harris makes free throw 1 of 1,,86,118
366,4,4:53.0,,Turnover by P. Mills (bad pass; steal by J. Nurkić),86,118
367,4,4:49.0,G. Harris makes 2-pt layup from 1 ft,,88,118
368,4,4:29.0,,B. Diaw misses 3-pt jump shot from 23 ft,88,118
369,4,4:28.0,Defensive rebound by J. Hickson,,88,118
370,4,4:20.0,Turnover by J. Hickson (bad pass),,88,118
371,4,4:10.0,,P. Mills misses 3-pt jump shot from 24 ft,88,118
372,4,4:09.0,,Offensive rebound by B. Diaw,88,118
373,4,4:00.0,,P. Mills misses 3-pt jump shot from 24 ft,88,118
374,4,4:00.0,,Offensive rebound by M. Bonner,88,118
375,4,3:48.0,,B. Diaw misses 3-pt jump shot from 23 ft,88,118
376,4,3:47.0,Defensive rebound by J. Nurkić,,88,118
377,4,3:34.0,Personal foul by J. Ayres (drawn by J. Nurkić),,88,118
378,4,3:25.0,J. Hickson misses 2-pt jump shot from 18 ft,,88,118
