,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
0,1,11:41.0,,K. Leonard makes 2-pt jump shot from 12 ft (assist by T. Parker),0,2
1,1,11:26.0,R. Foye makes 3-pt jump shot from 24 ft,,3,2
2,1,11:08.0,,T. Splitter makes 2-pt layup at rim,3,4
3,1,11:08.0,,Shooting foul by K. Faried (drawn by T. Splitter),3,4
4,1,11:08.0,,T. Splitter makes free throw 1 of 1,3,5
5,1,10:55.0,Shooting foul by T. Duncan (drawn by W. Chandler),,3,5
6,1,10:55.0,W. Chandler misses free throw 1 of 2,,3,5
7,1,10:55.0,Offensive rebound by Team,,3,5
8,1,10:55.0,W. Chandler makes free throw 2 of 2,,4,5
9,1,10:47.0,,K. Leonard makes 2-pt layup from 1 ft (assist by T. Duncan),4,7
10,1,10:29.0,T. Lawson makes 2-pt jump shot from 20 ft,,6,7
11,1,10:11.0,,T. Parker misses 2-pt jump shot from 6 ft (block by T. Lawson),6,7
12,1,10:08.0,Defensive rebound by W. Chandler,,6,7
13,1,10:06.0,Turnover by W. Chandler (bad pass),,6,7
14,1,9:54.0,,K. Leonard makes 2-pt jump shot from 14 ft (assist by D. Green),6,9
15,1,9:50.0,Turnover by T. Lawson (bad pass),,6,9
16,1,9:35.0,,T. Splitter makes 2-pt layup from 1 ft (assist by T. Parker),6,11
17,1,9:19.0,T. Lawson misses 2-pt jump shot from 12 ft,,6,11
18,1,9:18.0,,Defensive rebound by K. Leonard,6,11
19,1,9:07.0,,Personal foul by W. Chandler (drawn by T. Splitter),6,11
20,1,9:03.0,Violation by R. Foye (kicked ball),,6,11
21,1,8:50.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),6,14
22,1,8:31.0,R. Foye makes 3-pt jump shot from 25 ft (assist by T. Lawson),,9,14
23,1,8:14.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by T. Parker),9,16
24,1,8:03.0,K. Faried misses 2-pt layup from 2 ft,,9,16
25,1,8:03.0,,Defensive rebound by T. Duncan,9,16
26,1,7:58.0,,D. Green makes 3-pt jump shot from 24 ft,9,19
27,1,7:50.0,Denver full timeout,,9,19
28,1,7:42.0,K. Faried misses 2-pt jump shot from 3 ft,,9,19
29,1,7:41.0,,Defensive rebound by T. Duncan,9,19
30,1,7:26.0,,K. Leonard makes 2-pt jump shot from 19 ft,9,21
31,1,7:05.0,D. Gallinari makes 2-pt jump shot from 9 ft,,11,21
32,1,7:05.0,Shooting foul by K. Leonard (drawn by D. Gallinari),,11,21
33,1,7:05.0,D. Gallinari makes free throw 1 of 1,,12,21
34,1,6:44.0,,D. Green misses 2-pt hook shot from 1 ft,12,21
35,1,6:43.0,,Offensive rebound by T. Splitter,12,21
36,1,6:43.0,,T. Splitter misses 2-pt tip-in at rim,12,21
37,1,6:42.0,,Offensive rebound by T. Splitter,12,21
38,1,6:42.0,,T. Splitter makes 2-pt tip-in at rim,12,23
39,1,6:21.0,W. Chandler misses 2-pt layup from 1 ft,,12,23
40,1,6:20.0,,Defensive rebound by T. Duncan,12,23
41,1,6:11.0,,Turnover by T. Duncan (bad pass; steal by D. Gallinari),12,23
42,1,6:06.0,K. Faried makes 2-pt jump shot from 3 ft (assist by T. Lawson),,14,23
43,1,5:51.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Parker),14,26
44,1,5:34.0,R. Foye misses 2-pt jump shot from 9 ft,,14,26
45,1,5:33.0,,Defensive rebound by Team,14,26
46,1,5:33.0,,M. Ginóbili enters the game for D. Green,14,26
47,1,5:33.0,,B. Diaw enters the game for T. Splitter,14,26
48,1,5:33.0,J. Nelson enters the game for W. Chandler,,14,26
49,1,5:20.0,,Personal foul by D. Gallinari (drawn by B. Diaw),14,26
50,1,5:20.0,J. Hickson enters the game for K. Faried,,14,26
51,1,5:09.0,,K. Leonard makes 2-pt jump shot from 15 ft,14,28
52,1,4:59.0,T. Lawson makes 2-pt jump shot from 14 ft,,16,28
53,1,4:39.0,,B. Diaw makes 2-pt hook shot from 6 ft,16,30
54,1,4:31.0,T. Lawson misses 2-pt jump shot from 20 ft,,16,30
55,1,4:30.0,,Defensive rebound by M. Ginóbili,16,30
56,1,4:19.0,,Personal foul by R. Foye (drawn by K. Leonard),16,30
57,1,4:19.0,J. Nurkić enters the game for R. Foye,,16,30
58,1,4:19.0,,A. Baynes enters the game for T. Duncan,16,30
59,1,4:06.0,,M. Ginóbili makes 2-pt jump shot from 14 ft (assist by K. Leonard),16,32
60,1,3:54.0,J. Nelson misses 3-pt jump shot from 24 ft,,16,32
61,1,3:53.0,,Defensive rebound by Team,16,32
62,1,3:41.0,,Turnover by B. Diaw (bad pass; steal by J. Nurkić),16,32
63,1,3:35.0,Turnover by T. Lawson (bad pass),,16,32
64,1,3:20.0,,Shooting foul by J. Nurkić (drawn by B. Diaw),16,32
65,1,3:20.0,,B. Diaw makes free throw 1 of 2,16,33
66,1,3:20.0,,B. Diaw makes free throw 2 of 2,16,34
67,1,3:09.0,D. Gallinari makes 2-pt layup from 1 ft,,18,34
68,1,3:08.0,,San Antonio full timeout,18,34
69,1,3:08.0,W. Barton enters the game for T. Lawson,,18,34
70,1,3:08.0,,C. Joseph enters the game for T. Parker,18,34
71,1,2:55.0,,K. Leonard misses 2-pt layup from 2 ft,18,34
72,1,2:54.0,Defensive rebound by D. Gallinari,,18,34
73,1,2:48.0,D. Gallinari makes 2-pt jump shot from 15 ft,,20,34
74,1,2:36.0,,K. Leonard misses 3-pt jump shot from 22 ft,20,34
75,1,2:34.0,,Offensive rebound by M. Ginóbili,20,34
76,1,2:32.0,,M. Ginóbili makes 2-pt jump shot from 7 ft,20,36
77,1,2:32.0,,Shooting foul by W. Barton (drawn by M. Ginóbili),20,36
78,1,2:32.0,,M. Ginóbili misses free throw 1 of 1,20,36
79,1,2:31.0,Defensive rebound by J. Nurkić,,20,36
80,1,2:15.0,Shooting foul by A. Baynes (drawn by J. Nurkić),,20,36
81,1,2:15.0,J. Nurkić misses free throw 1 of 2,,20,36
82,1,2:15.0,Offensive rebound by Team,,20,36
83,1,2:15.0,,M. Belinelli enters the game for K. Leonard,20,36
84,1,2:15.0,J. Nurkić misses free throw 2 of 2,,20,36
85,1,2:15.0,,Defensive rebound by A. Baynes,20,36
86,1,1:57.0,,B. Diaw makes 3-pt jump shot from 25 ft (assist by C. Joseph),20,39
87,1,1:35.0,D. Gallinari makes 2-pt jump shot from 15 ft,,22,39
88,1,1:21.0,,B. Diaw makes 2-pt jump shot from 9 ft,22,41
89,1,1:01.0,J. Hickson misses 2-pt jump shot from 4 ft (block by B. Diaw),,22,41
90,1,1:00.0,,Defensive rebound by M. Ginóbili,22,41
91,1,0:52.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by C. Joseph),22,43
92,1,0:42.0,J. Nelson misses 2-pt jump shot from 3 ft (block by A. Baynes),,22,43
93,1,0:41.0,Offensive rebound by Team,,22,43
94,1,0:29.0,J. Hickson misses 2-pt jump shot from 15 ft,,22,43
95,1,0:28.0,,Defensive rebound by M. Belinelli,22,43
96,1,0:10.0,,B. Diaw makes 2-pt hook shot from 5 ft,22,45
97,1,0:01.0,J. Nelson makes 3-pt jump shot from 35 ft (assist by D. Gallinari),,25,45
98,2,11:46.0,J. Nelson makes 2-pt jump shot from 22 ft (assist by J. Hickson),,27,45
99,2,11:28.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,27,45
100,2,11:27.0,Defensive rebound by J. Hickson,,27,45
101,2,11:11.0,W. Barton misses 3-pt jump shot from 23 ft,,27,45
102,2,11:10.0,,Defensive rebound by M. Belinelli,27,45
103,2,11:01.0,,B. Diaw misses 2-pt jump shot from 18 ft,27,45
104,2,11:00.0,,Offensive rebound by A. Baynes,27,45
105,2,11:00.0,,A. Baynes misses 2-pt layup from 2 ft (block by J. Nelson),27,45
106,2,11:00.0,Defensive rebound by Team,,27,45
107,2,10:51.0,Turnover by J. Nelson (lost ball; steal by C. Joseph),,27,45
108,2,10:46.0,,Turnover by C. Joseph (bad pass; steal by W. Barton),27,45
109,2,10:40.0,J. Nelson misses 3-pt jump shot from 23 ft,,27,45
110,2,10:38.0,Offensive rebound by J. Nelson,,27,45
111,2,10:14.0,W. Barton misses 3-pt jump shot from 25 ft,,27,45
112,2,10:13.0,,Defensive rebound by B. Diaw,27,45
113,2,9:55.0,,Turnover by B. Diaw (step out of bounds),27,45
114,2,9:39.0,J. Hickson makes 2-pt dunk at rim (assist by J. Nelson),,29,45
115,2,9:11.0,,M. Belinelli misses 3-pt jump shot from 25 ft,29,45
116,2,9:10.0,Defensive rebound by J. Hickson,,29,45
117,2,9:09.0,Turnover by J. Hickson (lost ball; steal by M. Ginóbili),,29,45
118,2,9:05.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,29,45
119,2,9:04.0,,Offensive rebound by M. Belinelli,29,45
120,2,8:58.0,,B. Diaw makes 2-pt jump shot from 5 ft (assist by C. Joseph),29,47
121,2,8:58.0,,Away from play foul by J. Nurkić (drawn by A. Baynes),29,47
122,2,8:58.0,Official timeout,,29,47
123,2,8:58.0,,A. Baynes makes free throw 1 of 1,29,48
124,2,8:37.0,W. Chandler makes 2-pt jump shot from 5 ft,,31,48
125,2,8:22.0,,A. Baynes makes 2-pt dunk at rim (assist by M. Ginóbili),31,50
126,2,8:09.0,,Offensive charge foul by J. Nurkić (drawn by A. Baynes),31,50
127,2,8:09.0,Turnover by J. Nurkić (offensive foul),,31,50
128,2,8:09.0,,M. Bonner enters the game for B. Diaw,31,50
129,2,8:09.0,K. Faried enters the game for J. Nurkić,,31,50
130,2,8:09.0,D. Gallinari enters the game for J. Hickson,,31,50
131,2,8:09.0,R. Foye enters the game for W. Barton,,31,50
132,2,8:09.0,T. Lawson enters the game for J. Nelson,,31,50
133,2,7:59.0,Violation by K. Faried (kicked ball),,31,50
134,2,7:55.0,Violation by T. Lawson (kicked ball),,31,50
135,2,7:46.0,Offensive charge foul by C. Joseph (drawn by D. Gallinari),,31,50
136,2,7:46.0,,Turnover by C. Joseph (offensive foul),31,50
137,2,7:27.0,Turnover by D. Gallinari (lost ball; steal by M. Ginóbili),,31,50
138,2,7:11.0,,M. Belinelli misses 3-pt jump shot from 26 ft,31,50
139,2,7:10.0,,Offensive rebound by M. Ginóbili,31,50
140,2,7:06.0,,C. Joseph makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),31,52
141,2,6:53.0,K. Faried misses 2-pt jump shot from 6 ft,,31,52
142,2,6:52.0,,Defensive rebound by M. Bonner,31,52
143,2,6:37.0,,Turnover by M. Belinelli (bad pass; steal by R. Foye),31,52
144,2,6:30.0,T. Lawson misses 3-pt jump shot from 25 ft,,31,52
145,2,6:29.0,Offensive rebound by K. Faried,,31,52
146,2,6:29.0,Personal foul by M. Ginóbili (drawn by K. Faried),,31,52
147,2,6:29.0,,D. Green enters the game for M. Ginóbili,31,52
148,2,6:29.0,,T. Parker enters the game for C. Joseph,31,52
149,2,6:29.0,,T. Duncan enters the game for A. Baynes,31,52
150,2,6:17.0,Turnover by T. Lawson (lost ball; steal by T. Parker),,31,52
151,2,6:11.0,,Turnover by D. Green (bad pass),31,52
152,2,5:59.0,Shooting foul by M. Belinelli (drawn by T. Lawson),,31,52
153,2,5:59.0,,San Antonio full timeout,31,52
154,2,5:59.0,,K. Leonard enters the game for M. Belinelli,31,52
155,2,5:59.0,T. Lawson misses free throw 1 of 2,,31,52
156,2,5:59.0,Offensive rebound by Team,,31,52
157,2,5:59.0,T. Lawson makes free throw 2 of 2,,32,52
158,2,5:38.0,,K. Leonard misses 3-pt jump shot from 24 ft,32,52
159,2,5:37.0,Defensive rebound by T. Lawson,,32,52
160,2,5:35.0,W. Chandler misses 2-pt layup from 1 ft,,32,52
161,2,5:35.0,Offensive rebound by Team,,32,52
162,2,5:31.0,R. Foye misses 2-pt jump shot from 18 ft,,32,52
163,2,5:30.0,Offensive rebound by W. Chandler,,32,52
164,2,5:20.0,D. Gallinari misses 2-pt layup from 3 ft,,32,52
165,2,5:19.0,,Defensive rebound by Team,32,52
166,2,5:02.0,,T. Duncan makes 2-pt jump shot from 9 ft,32,54
167,2,4:44.0,T. Lawson misses 2-pt layup from 1 ft (block by D. Green),,32,54
168,2,4:43.0,,Defensive rebound by T. Duncan,32,54
169,2,4:37.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),32,57
170,2,4:21.0,W. Chandler misses 3-pt jump shot from 25 ft,,32,57
171,2,4:20.0,,Defensive rebound by D. Green,32,57
172,2,4:12.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),32,60
173,2,4:03.0,R. Foye makes 3-pt jump shot from 25 ft (assist by T. Lawson),,35,60
174,2,3:42.0,,Turnover by D. Green (lost ball),35,60
175,2,3:31.0,K. Faried makes 2-pt layup at rim (assist by T. Lawson),,37,60
176,2,3:09.0,,Turnover by K. Leonard (step out of bounds),37,60
177,2,2:44.0,R. Foye makes 2-pt layup from 2 ft,,39,60
178,2,2:32.0,,D. Green makes 2-pt layup from 1 ft (assist by T. Duncan),39,62
179,2,2:23.0,T. Lawson misses 2-pt layup from 2 ft,,39,62
180,2,2:21.0,,Defensive rebound by T. Duncan,39,62
181,2,1:58.0,,M. Bonner makes 3-pt jump shot from 24 ft (assist by T. Parker),39,65
182,2,1:44.0,Denver full timeout,,39,65
183,2,1:44.0,,M. Belinelli enters the game for K. Leonard,39,65
184,2,1:34.0,D. Gallinari makes 2-pt layup from 2 ft,,41,65
185,2,1:29.0,,Turnover by T. Parker (bad pass; steal by D. Gallinari),41,65
186,2,1:24.0,W. Chandler makes 2-pt dunk at rim (assist by T. Lawson),,43,65
187,2,1:04.0,,Shooting foul by R. Foye (drawn by T. Duncan),43,65
188,2,1:04.0,,T. Duncan makes free throw 1 of 2,43,66
189,2,1:04.0,,T. Duncan makes free throw 2 of 2,43,67
190,2,0:51.0,K. Faried makes 2-pt layup from 1 ft (assist by T. Lawson),,45,67
191,2,0:34.0,,M. Bonner misses 3-pt jump shot from 24 ft,45,67
192,2,0:32.0,Defensive rebound by K. Faried,,45,67
193,2,0:27.0,W. Chandler misses 2-pt jump shot from 20 ft,,45,67
194,2,0:26.0,Offensive rebound by Team,,45,67
195,2,0:26.0,,Loose ball foul by D. Green (drawn by K. Faried),45,67
196,2,0:26.0,Denver full timeout,,45,67
197,2,0:03.0,D. Gallinari makes 2-pt layup from 1 ft (assist by R. Foye),,47,67
198,2,0:00.0,,M. Belinelli misses 3-pt jump shot from 34 ft,47,67
199,2,0:00.0,,Offensive rebound by Team,47,67
200,3,11:46.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by W. Chandler),,50,67
201,3,11:16.0,,D. Green misses 2-pt jump shot from 18 ft,50,67
202,3,11:12.0,Defensive rebound by D. Gallinari,,50,67
203,3,11:02.0,R. Foye misses 3-pt jump shot from 24 ft,,50,67
204,3,11:01.0,Offensive rebound by K. Faried,,50,67
