,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MINNESOTA_ACTION,BROOKLYN_SCORE,MINNESOTA_SCORE
38,1,5:57.0,Turnover by D. Williams (lost ball; steal by Z. LaVine),,15,10
39,1,5:51.0,,A. Wiggins makes 2-pt layup at rim,15,12
40,1,5:34.0,B. Lopez makes 2-pt jump shot from 4 ft (assist by D. Williams),,17,12
41,1,5:16.0,,Turnover by A. Wiggins (bad pass; steal by B. Lopez),17,12
42,1,5:05.0,D. Williams makes 2-pt jump shot from 10 ft,,19,12
43,1,4:46.0,,G. Dieng misses 2-pt jump shot from 16 ft,19,12
44,1,4:44.0,,Offensive rebound by A. Wiggins,19,12
45,1,4:42.0,,A. Wiggins misses 2-pt jump shot from 21 ft,19,12
46,1,4:41.0,Defensive rebound by T. Young,,19,12
47,1,4:35.0,Turnover by T. Young (lost ball; steal by A. Payne),,19,12
48,1,4:31.0,,Turnover by K. Martin (lost ball; steal by D. Williams),19,12
49,1,4:25.0,J. Johnson makes 2-pt jump shot from 6 ft,,21,12
50,1,4:09.0,,Z. LaVine makes 3-pt jump shot from 25 ft,21,15
51,1,3:57.0,D. Williams misses 2-pt jump shot from 5 ft,,21,15
52,1,3:56.0,,Defensive rebound by G. Dieng,21,15
53,1,3:49.0,,K. Martin misses 2-pt jump shot from 22 ft,21,15
54,1,3:48.0,Defensive rebound by M. Brown,,21,15
55,1,3:40.0,T. Young misses 2-pt layup from 1 ft (block by G. Dieng),,21,15
56,1,3:39.0,Offensive rebound by T. Young,,21,15
57,1,3:38.0,Shooting foul by A. Payne (drawn by T. Young),,21,15
58,1,3:38.0,T. Young makes free throw 1 of 2,,22,15
59,1,3:38.0,J. Jack enters the game for D. Williams,,22,15
60,1,3:38.0,M. Plumlee enters the game for B. Lopez,,22,15
61,1,3:38.0,,J. Hamilton enters the game for A. Payne,22,15
62,1,3:38.0,T. Young makes free throw 2 of 2,,23,15
63,1,3:28.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by Z. LaVine),23,18
64,1,3:07.0,J. Jack misses 3-pt jump shot from 22 ft,,23,18
65,1,3:06.0,,Defensive rebound by A. Wiggins,23,18
66,1,3:01.0,,C. Budinger enters the game for A. Wiggins,23,18
67,1,2:51.0,,K. Martin misses 2-pt jump shot from 11 ft,23,18
68,1,2:50.0,,Offensive rebound by J. Hamilton,23,18
69,1,2:50.0,,J. Hamilton makes 2-pt tip-in from 1 ft,23,20
70,1,2:28.0,J. Johnson misses 3-pt jump shot from 25 ft,,23,20
71,1,2:27.0,,Defensive rebound by K. Martin,23,20
72,1,2:16.0,,C. Budinger makes 2-pt layup from 1 ft (assist by J. Hamilton),23,22
73,1,2:04.0,J. Jack makes 2-pt jump shot from 7 ft,,25,22
74,1,1:50.0,,G. Dieng makes 2-pt dunk at rim (assist by K. Martin),25,24
75,1,1:30.0,J. Johnson makes 2-pt jump shot from 19 ft,,27,24
76,1,1:15.0,,Z. LaVine misses 3-pt jump shot from 24 ft,27,24
77,1,1:14.0,Defensive rebound by M. Plumlee,,27,24
78,1,1:09.0,T. Young misses 2-pt layup from 2 ft (block by G. Dieng),,27,24
79,1,1:08.0,Offensive rebound by Team,,27,24
80,1,1:08.0,Brooklyn full timeout,,27,24
81,1,1:08.0,C. Jefferson enters the game for T. Young,,27,24
82,1,1:05.0,J. Johnson makes 2-pt jump shot from 21 ft (assist by M. Brown),,29,24
83,1,0:46.0,,Shooting foul by M. Plumlee (drawn by J. Hamilton),29,24
84,1,0:46.0,,J. Hamilton makes free throw 1 of 2,29,25
85,1,0:46.0,,J. Hamilton makes free throw 2 of 2,29,26
86,1,0:36.0,J. Johnson makes 2-pt jump shot from 8 ft,,31,26
87,1,0:32.0,,Z. LaVine makes 3-pt jump shot from 25 ft,31,29
88,1,0:13.0,C. Jefferson makes 2-pt dunk at rim (assist by J. Jack),,33,29
89,1,0:01.0,,K. Martin misses 2-pt jump shot from 18 ft,33,29
90,1,0:00.0,,Offensive rebound by Team,33,29
91,2,11:49.0,,C. Budinger makes 2-pt jump shot from 9 ft (assist by Z. LaVine),33,31
92,2,11:37.0,J. Jack makes 2-pt jump shot from 20 ft,,35,31
93,2,11:17.0,,J. Hamilton makes 2-pt dunk at rim (assist by G. Dieng),35,33
94,2,11:06.0,B. Bogdanović makes 2-pt jump shot from 6 ft (assist by J. Jack),,37,33
95,2,10:54.0,,Z. LaVine makes 2-pt jump shot from 18 ft,37,35
96,2,10:44.0,Shooting foul by Z. LaVine (drawn by J. Jack),,37,35
97,2,10:44.0,J. Jack makes free throw 1 of 2,,38,35
98,2,10:44.0,A. Anderson enters the game for M. Brown,,38,35
99,2,10:44.0,J. Jack makes free throw 2 of 2,,39,35
100,2,10:35.0,,Z. LaVine misses 2-pt jump shot from 3 ft,39,35
101,2,10:34.0,Defensive rebound by J. Jack,,39,35
102,2,10:32.0,Turnover by J. Jack (bad pass; steal by C. Budinger),,39,35
103,2,10:25.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by A. Wiggins),39,38
104,2,10:14.0,Shooting foul by Z. LaVine (drawn by J. Jack),,39,38
105,2,10:14.0,J. Jack makes free throw 1 of 2,,40,38
106,2,10:14.0,,L. Brown enters the game for Z. LaVine,40,38
107,2,10:14.0,J. Jack makes free throw 2 of 2,,41,38
108,2,9:57.0,,A. Wiggins misses 2-pt jump shot from 13 ft,41,38
109,2,9:55.0,,Offensive rebound by J. Hamilton,41,38
110,2,9:55.0,,J. Hamilton misses 2-pt tip-in at rim,41,38
111,2,9:54.0,,Offensive rebound by A. Wiggins,41,38
112,2,9:54.0,,A. Wiggins makes 2-pt tip-in at rim,41,40
113,2,9:36.0,B. Bogdanović makes 2-pt jump shot from 17 ft,,43,40
114,2,9:17.0,,J. Hamilton misses 2-pt jump shot from 13 ft,43,40
115,2,9:16.0,,Offensive rebound by L. Brown,43,40
116,2,9:14.0,,L. Brown misses 2-pt jump shot from 9 ft,43,40
117,2,9:13.0,,Offensive rebound by L. Brown,43,40
118,2,9:11.0,,C. Budinger misses 3-pt jump shot from 24 ft,43,40
119,2,9:09.0,Defensive rebound by M. Plumlee,,43,40
120,2,9:02.0,Shooting block foul by G. Dieng (drawn by C. Jefferson),,43,40
121,2,9:02.0,C. Jefferson misses free throw 1 of 2,,43,40
122,2,9:02.0,Offensive rebound by Team,,43,40
123,2,9:02.0,,A. Payne enters the game for G. Dieng,43,40
124,2,9:02.0,C. Jefferson misses free throw 2 of 2,,43,40
125,2,9:02.0,,Defensive rebound by J. Hamilton,43,40
126,2,8:38.0,,J. Hamilton misses 2-pt layup at rim,43,40
127,2,8:36.0,Defensive rebound by A. Anderson,,43,40
128,2,8:26.0,Personal foul by A. Wiggins (drawn by A. Anderson),,43,40
129,2,8:26.0,Brooklyn full timeout,,43,40
130,2,8:14.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,46,40
131,2,7:56.0,,A. Payne misses 2-pt jump shot from 22 ft,46,40
132,2,7:55.0,Defensive rebound by J. Jack,,46,40
133,2,7:45.0,C. Jefferson misses 2-pt jump shot from 9 ft,,46,40
134,2,7:44.0,,Defensive rebound by C. Budinger,46,40
135,2,7:40.0,,Personal foul by A. Anderson (drawn by A. Wiggins),46,40
136,2,7:27.0,,C. Budinger makes 2-pt layup at rim (assist by L. Brown),46,42
137,2,7:10.0,M. Plumlee makes 2-pt dunk at rim,,48,42
138,2,6:50.0,,L. Brown misses 2-pt jump shot from 21 ft,48,42
139,2,6:50.0,Defensive rebound by Team,,48,42
140,2,6:42.0,J. Jack misses 2-pt layup from 2 ft,,48,42
141,2,6:40.0,,Defensive rebound by J. Hamilton,48,42
142,2,6:32.0,,C. Budinger makes 3-pt jump shot from 23 ft (assist by L. Brown),48,45
143,2,6:11.0,A. Anderson misses 2-pt jump shot from 17 ft,,48,45
144,2,6:10.0,,Defensive rebound by Team,48,45
145,2,6:10.0,,Personal foul by C. Jefferson (drawn by J. Hamilton),48,45
146,2,5:53.0,,Shooting foul by A. Anderson (drawn by A. Wiggins),48,45
147,2,5:53.0,,Minnesota full timeout,48,45
148,2,5:53.0,D. Williams enters the game for J. Jack,,48,45
149,2,5:53.0,M. Brown enters the game for C. Jefferson,,48,45
150,2,5:53.0,B. Lopez enters the game for M. Plumlee,,48,45
151,2,5:53.0,T. Young enters the game for A. Anderson,,48,45
152,2,5:53.0,,A. Wiggins makes free throw 1 of 2,48,46
153,2,5:53.0,,A. Wiggins makes free throw 2 of 2,48,47
154,2,5:31.0,B. Bogdanović makes 2-pt layup from 2 ft,,50,47
155,2,5:07.0,,J. Hamilton makes 2-pt jump shot from 16 ft (assist by A. Payne),50,49
156,2,4:50.0,M. Brown misses 2-pt jump shot from 22 ft,,50,49
157,2,4:49.0,,Defensive rebound by A. Payne,50,49
158,2,4:37.0,,A. Payne makes 2-pt jump shot from 7 ft (assist by A. Wiggins),50,51
159,2,4:27.0,,K. Martin enters the game for C. Budinger,50,51
160,2,4:27.0,,Z. LaVine enters the game for L. Brown,50,51
161,2,4:27.0,J. Johnson enters the game for M. Brown,,50,51
162,2,4:15.0,B. Bogdanović misses 2-pt jump shot from 5 ft (block by J. Hamilton),,50,51
163,2,4:14.0,,Defensive rebound by J. Hamilton,50,51
164,2,4:10.0,,Turnover by Z. LaVine (bad pass; steal by T. Young),50,51
165,2,4:05.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),,52,51
166,2,3:54.0,,A. Payne misses 2-pt jump shot from 9 ft,52,51
167,2,3:53.0,Defensive rebound by J. Johnson,,52,51
168,2,3:41.0,T. Young makes 2-pt layup from 2 ft,,54,51
169,2,3:19.0,,Turnover by Z. LaVine (bad pass; steal by B. Bogdanović),54,51
170,2,3:14.0,B. Bogdanović makes 2-pt jump shot from 17 ft,,56,51
171,2,3:13.0,,Minnesota full timeout,56,51
172,2,3:13.0,,G. Dieng enters the game for A. Payne,56,51
173,2,3:13.0,,L. Brown enters the game for Z. LaVine,56,51
174,2,3:01.0,,L. Brown misses 2-pt jump shot from 13 ft,56,51
175,2,3:00.0,,Offensive rebound by L. Brown,56,51
176,2,2:48.0,,K. Martin makes 2-pt jump shot from 18 ft (assist by L. Brown),56,53
177,2,2:32.0,B. Lopez makes 2-pt hook shot at rim (assist by D. Williams),,58,53
178,2,2:14.0,,Shooting foul by B. Lopez (drawn by G. Dieng),58,53
179,2,2:14.0,Brooklyn full timeout,,58,53
180,2,2:14.0,,Z. LaVine enters the game for L. Brown,58,53
181,2,2:14.0,,G. Dieng makes free throw 1 of 2,58,54
182,2,2:14.0,,G. Dieng makes free throw 2 of 2,58,55
183,2,2:00.0,T. Young misses 2-pt jump shot from 3 ft,,58,55
184,2,1:59.0,Offensive rebound by B. Lopez,,58,55
185,2,1:58.0,B. Lopez makes 2-pt layup from 1 ft,,60,55
186,2,1:58.0,Shooting foul by J. Hamilton (drawn by B. Lopez),,60,55
187,2,1:58.0,B. Lopez makes free throw 1 of 1,,61,55
188,2,1:51.0,,Turnover by Z. LaVine (dbl dribble),61,55
189,2,1:32.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,61,55
190,2,1:31.0,Offensive rebound by J. Johnson,,61,55
191,2,1:17.0,D. Williams makes 2-pt jump shot from 6 ft,,63,55
192,2,1:00.0,,Turnover by A. Wiggins (lost ball; steal by J. Johnson),63,55
193,2,0:45.0,T. Young makes 2-pt layup from 2 ft (assist by D. Williams),,65,55
194,2,0:39.0,,Turnover by Z. LaVine (bad pass; steal by J. Johnson),65,55
195,2,0:36.0,B. Bogdanović makes 2-pt layup from 1 ft,,67,55
196,2,0:13.0,,Z. LaVine misses 2-pt jump shot from 11 ft,67,55
197,2,0:12.0,,Offensive rebound by G. Dieng,67,55
198,2,0:10.0,,G. Dieng misses 2-pt jump shot from 6 ft,67,55
199,2,0:09.0,Defensive rebound by J. Johnson,,67,55
200,2,0:01.0,B. Lopez misses 2-pt jump shot from 7 ft,,67,55
201,2,0:00.0,Offensive rebound by Team,,67,55
202,3,11:40.0,,Personal foul by J. Johnson (drawn by A. Wiggins),67,55
203,3,11:33.0,,Offensive foul by G. Dieng (drawn by D. Williams),67,55
204,3,11:33.0,,Turnover by G. Dieng (offensive foul),67,55
205,3,11:16.0,J. Johnson misses 3-pt jump shot from 24 ft,,67,55
206,3,11:15.0,,Defensive rebound by A. Payne,67,55
207,3,11:14.0,,A. Payne misses 2-pt jump shot from 6 ft (block by B. Lopez),67,55
208,3,11:01.0,Defensive rebound by M. Brown,,67,55
209,3,10:54.0,J. Johnson makes 2-pt jump shot from 5 ft,,69,55
210,3,10:39.0,,K. Martin misses 2-pt jump shot from 7 ft,69,55
211,3,10:38.0,Defensive rebound by B. Lopez,,69,55
212,3,10:27.0,D. Williams misses 2-pt layup from 1 ft (block by G. Dieng),,69,55
213,3,10:26.0,,Defensive rebound by G. Dieng,69,55
214,3,10:19.0,,K. Martin makes 3-pt jump shot from 22 ft (assist by A. Payne),69,58
215,3,10:04.0,Personal foul by G. Dieng (drawn by B. Lopez),,69,58
216,3,9:55.0,J. Johnson makes 2-pt layup at rim,,71,58
217,3,9:37.0,,G. Dieng misses 2-pt hook shot from 8 ft,71,58
218,3,9:35.0,Defensive rebound by J. Johnson,,71,58
219,3,9:24.0,D. Williams misses 2-pt jump shot from 16 ft,,71,58
220,3,9:23.0,Offensive rebound by B. Lopez,,71,58
221,3,9:22.0,Turnover by B. Lopez (lost ball),,71,58
222,3,9:05.0,,Turnover by Z. LaVine (bad pass),71,58
223,3,8:53.0,B. Lopez makes 2-pt dunk at rim (assist by D. Williams),,73,58
224,3,8:53.0,,Minnesota full timeout,73,58
225,3,8:53.0,,L. Brown enters the game for Z. LaVine,73,58
226,3,8:42.0,,K. Martin makes 2-pt jump shot from 16 ft,73,60
227,3,8:26.0,T. Young misses 2-pt jump shot from 3 ft (block by G. Dieng),,73,60
228,3,8:25.0,Offensive rebound by B. Lopez,,73,60
229,3,8:24.0,Shooting foul by A. Payne (drawn by B. Lopez),,73,60
230,3,8:24.0,B. Lopez misses free throw 1 of 2,,73,60
231,3,8:24.0,Offensive rebound by Team,,73,60
232,3,8:24.0,,J. Hamilton enters the game for A. Payne,73,60
233,3,8:24.0,B. Lopez makes free throw 2 of 2,,74,60
234,3,8:15.0,,Shooting foul by D. Williams (drawn by K. Martin),74,60
235,3,8:15.0,,K. Martin makes free throw 1 of 2,74,61
236,3,8:15.0,,K. Martin makes free throw 2 of 2,74,62
237,3,8:02.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by T. Young),,77,62
238,3,7:53.0,,Personal foul by M. Brown (drawn by K. Martin),77,62
239,3,7:45.0,,K. Martin misses 2-pt jump shot from 17 ft,77,62
240,3,7:44.0,,Offensive rebound by K. Martin,77,62
241,3,7:31.0,,Turnover by K. Martin (traveling),77,62
242,3,7:21.0,T. Young misses 2-pt jump shot from 7 ft,,77,62
243,3,7:20.0,,Defensive rebound by L. Brown,77,62
244,3,7:18.0,,Turnover by L. Brown (lost ball; steal by T. Young),77,62
245,3,7:15.0,Shooting foul by K. Martin (drawn by T. Young),,77,62
246,3,7:15.0,T. Young misses free throw 1 of 2,,77,62
247,3,7:15.0,Offensive rebound by Team,,77,62
248,3,7:15.0,,Z. LaVine enters the game for L. Brown,77,62
249,3,7:15.0,T. Young makes free throw 2 of 2,,78,62
250,3,7:03.0,,A. Wiggins misses 2-pt jump shot from 19 ft,78,62
251,3,7:02.0,Defensive rebound by M. Brown,,78,62
252,3,6:58.0,J. Johnson makes 2-pt layup at rim (assist by D. Williams),,80,62
253,3,6:58.0,,Minnesota full timeout,80,62
254,3,6:46.0,,Turnover by A. Wiggins (lost ball),80,62
255,3,6:36.0,D. Williams misses 3-pt jump shot from 25 ft,,80,62
256,3,6:35.0,,Defensive rebound by K. Martin,80,62
257,3,6:30.0,,Shooting foul by M. Brown (drawn by K. Martin),80,62
258,3,6:30.0,,K. Martin makes free throw 1 of 2,80,63
259,3,6:30.0,,K. Martin makes free throw 2 of 2,80,64
260,3,6:20.0,T. Young makes 2-pt layup at rim,,82,64
261,3,6:06.0,,A. Wiggins makes 2-pt jump shot from 12 ft (assist by K. Martin),82,66
262,3,5:57.0,Turnover by T. Young (bad pass; steal by J. Hamilton),,82,66
263,3,5:52.0,,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),82,68
264,3,5:37.0,B. Lopez makes 2-pt layup at rim (assist by D. Williams),,84,68
265,3,5:18.0,,A. Wiggins misses 2-pt jump shot from 19 ft,84,68
266,3,5:17.0,Defensive rebound by D. Williams,,84,68
267,3,5:04.0,D. Williams misses 2-pt jump shot from 10 ft,,84,68
268,3,5:02.0,Offensive rebound by B. Lopez,,84,68
269,3,5:01.0,B. Lopez makes 2-pt layup at rim,,86,68
270,3,4:49.0,,K. Martin makes 3-pt jump shot from 24 ft,86,71
271,3,4:31.0,J. Johnson makes 2-pt jump shot from 16 ft,,88,71
272,3,4:18.0,,Turnover by K. Martin (offensive foul),88,71
273,3,4:18.0,Offensive charge foul by K. Martin (drawn by M. Brown),,88,71
274,3,4:18.0,,A. Payne enters the game for G. Dieng,88,71
275,3,4:18.0,M. Plumlee enters the game for B. Lopez,,88,71
276,3,4:00.0,M. Plumlee makes 2-pt layup from 3 ft,,90,71
277,3,3:51.0,,Personal foul by M. Brown (drawn by K. Martin),90,71
278,3,3:51.0,J. Jack enters the game for D. Williams,,90,71
279,3,3:51.0,,K. Martin makes free throw 1 of 2,90,72
280,3,3:51.0,,C. Budinger enters the game for A. Wiggins,90,72
281,3,3:51.0,,K. Martin makes free throw 2 of 2,90,73
282,3,3:42.0,T. Young misses 2-pt jump shot from 6 ft,,90,73
283,3,3:41.0,,Defensive rebound by A. Payne,90,73
284,3,3:33.0,,Offensive foul by A. Payne (drawn by M. Brown),90,73
285,3,3:33.0,,Turnover by A. Payne (offensive foul),90,73
286,3,3:24.0,T. Young misses 2-pt layup from 2 ft,,90,73
287,3,3:22.0,Offensive rebound by T. Young,,90,73
288,3,3:20.0,T. Young makes 2-pt layup from 2 ft,,92,73
289,3,3:02.0,,A. Payne makes 2-pt jump shot from 19 ft (assist by K. Martin),92,75
290,3,3:02.0,Brooklyn full timeout,,92,75
291,3,3:02.0,,G. Dieng enters the game for A. Payne,92,75
292,3,3:02.0,B. Bogdanović enters the game for J. Johnson,,92,75
293,3,2:51.0,Turnover by M. Brown (traveling),,92,75
294,3,2:34.0,,C. Budinger makes 3-pt jump shot from 24 ft (assist by K. Martin),92,78
295,3,2:16.0,M. Brown misses 2-pt jump shot from 21 ft,,92,78
296,3,2:15.0,,Defensive rebound by C. Budinger,92,78
297,3,2:09.0,,Z. LaVine misses 2-pt jump shot from 19 ft,92,78
298,3,2:07.0,Defensive rebound by M. Plumlee,,92,78
299,3,1:50.0,Turnover by B. Bogdanović (3 sec),,92,78
300,3,1:35.0,,K. Martin misses 2-pt jump shot from 10 ft,92,78
301,3,1:35.0,Defensive rebound by M. Plumlee,,92,78
302,3,1:26.0,T. Young makes 2-pt layup at rim (assist by J. Jack),,94,78
303,3,1:11.0,,J. Hamilton misses 2-pt layup from 2 ft,94,78
304,3,1:10.0,Defensive rebound by M. Plumlee,,94,78
305,3,1:04.0,T. Young makes 2-pt layup at rim (assist by B. Bogdanović),,96,78
306,3,0:44.0,,Personal foul by M. Plumlee (drawn by G. Dieng),96,78
307,3,0:44.0,,G. Dieng makes free throw 1 of 2,96,79
308,3,0:44.0,,G. Dieng misses free throw 2 of 2,96,79
309,3,0:44.0,Defensive rebound by M. Plumlee,,96,79
310,3,0:35.0,Turnover by J. Jack (step out of bounds),,96,79
311,3,0:31.0,,Z. LaVine misses 2-pt jump shot from 18 ft,96,79
312,3,0:30.0,Defensive rebound by B. Bogdanović,,96,79
313,3,0:09.0,J. Jack makes 2-pt layup from 2 ft,,98,79
314,3,0:02.0,,Z. LaVine misses 2-pt jump shot from 9 ft,98,79
315,3,0:01.0,Defensive rebound by B. Bogdanović,,98,79
316,4,11:45.0,C. Jefferson misses 2-pt jump shot from 19 ft,,98,79
317,4,11:43.0,,Defensive rebound by L. Brown,98,79
318,4,11:23.0,,K. Martin makes 2-pt jump shot from 16 ft (assist by J. Hamilton),98,81
319,4,11:00.0,B. Bogdanović makes 2-pt jump shot from 15 ft,,100,81
320,4,10:40.0,,C. Budinger makes 2-pt layup from 1 ft (assist by G. Dieng),100,83
321,4,10:26.0,J. Jack makes 2-pt jump shot from 5 ft,,102,83
322,4,10:09.0,,J. Hamilton makes 2-pt layup from 2 ft,102,85
323,4,9:54.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,102,85
324,4,9:53.0,,Defensive rebound by G. Dieng,102,85
325,4,9:46.0,,K. Martin misses 3-pt jump shot from 24 ft (block by J. Jack),102,85
326,4,9:44.0,,Offensive rebound by C. Budinger,102,85
327,4,9:40.0,,K. Martin misses 3-pt jump shot from 23 ft,102,85
328,4,9:39.0,Defensive rebound by J. Jack,,102,85
329,4,9:26.0,J. Jack makes 2-pt jump shot from 5 ft,,104,85
330,4,9:08.0,,G. Dieng makes 2-pt jump shot from 6 ft (assist by L. Brown),104,87
331,4,8:53.0,J. Jack misses 2-pt jump shot from 11 ft,,104,87
332,4,8:51.0,,Defensive rebound by J. Hamilton,104,87
333,4,8:41.0,,J. Hamilton misses 2-pt layup from 2 ft,104,87
334,4,8:40.0,Defensive rebound by M. Plumlee,,104,87
335,4,8:33.0,Turnover by J. Jack (bad pass),,104,87
336,4,8:33.0,,Minnesota full timeout,104,87
337,4,8:33.0,,A. Payne enters the game for G. Dieng,104,87
338,4,8:33.0,,A. Wiggins enters the game for K. Martin,104,87
339,4,8:13.0,,C. Budinger makes 2-pt layup at rim,104,89
340,4,7:57.0,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by J. Jack),,106,89
341,4,7:42.0,,A. Payne misses 2-pt jump shot from 20 ft,106,89
342,4,7:41.0,Defensive rebound by B. Bogdanović,,106,89
343,4,7:18.0,J. Jack misses 2-pt jump shot from 18 ft,,106,89
344,4,7:17.0,,Defensive rebound by C. Budinger,106,89
345,4,7:08.0,,J. Hamilton makes 2-pt layup from 1 ft,106,91
346,4,7:08.0,,Shooting foul by C. Jefferson (drawn by J. Hamilton),106,91
347,4,7:08.0,,J. Hamilton makes free throw 1 of 1,106,92
348,4,6:58.0,Shooting foul by A. Payne (drawn by M. Plumlee),,106,92
349,4,6:58.0,M. Plumlee makes free throw 1 of 2,,107,92
350,4,6:58.0,,G. Dieng enters the game for A. Payne,107,92
351,4,6:58.0,M. Plumlee makes free throw 2 of 2,,108,92
352,4,6:46.0,,J. Hamilton misses 2-pt jump shot from 15 ft,108,92
353,4,6:45.0,Defensive rebound by M. Plumlee,,108,92
354,4,6:40.0,C. Jefferson misses 2-pt layup from 2 ft (block by J. Hamilton),,108,92
355,4,6:38.0,Offensive rebound by J. Jack,,108,92
356,4,6:36.0,C. Jefferson misses 2-pt layup from 2 ft (block by L. Brown),,108,92
357,4,6:35.0,Offensive rebound by C. Jefferson,,108,92
358,4,6:34.0,C. Jefferson makes 2-pt layup at rim,,110,92
359,4,6:13.0,,J. Hamilton makes 2-pt hook shot from 8 ft (assist by C. Budinger),110,94
360,4,6:05.0,Personal foul by L. Brown (drawn by J. Jack),,110,94
361,4,5:55.0,Turnover by C. Jefferson (offensive foul),,110,94
362,4,5:55.0,,Offensive charge foul by C. Jefferson (drawn by G. Dieng),110,94
363,4,5:55.0,,Minnesota full timeout,110,94
364,4,5:55.0,T. Young enters the game for C. Jefferson,,110,94
365,4,5:34.0,,L. Brown misses 2-pt jump shot from 19 ft,110,94
366,4,5:31.0,Defensive rebound by Team,,110,94
367,4,5:18.0,B. Bogdanović makes 3-pt jump shot from 25 ft,,113,94
368,4,5:04.0,,J. Hamilton misses 2-pt dunk from 1 ft,113,94
369,4,5:03.0,,Offensive rebound by A. Wiggins,113,94
370,4,5:02.0,,A. Wiggins misses 2-pt dunk at rim,113,94
371,4,5:00.0,Defensive rebound by B. Bogdanović,,113,94
372,4,4:56.0,B. Bogdanović makes 2-pt dunk at rim,,115,94
373,4,4:48.0,Violation by B. Bogdanović (kicked ball),,115,94
374,4,4:43.0,,A. Wiggins makes 2-pt dunk at rim (assist by G. Dieng),115,96
375,4,4:29.0,Turnover by T. Young (lost ball),,115,96
376,4,4:12.0,,J. Hamilton misses 2-pt jump shot from 20 ft,115,96
377,4,4:11.0,Defensive rebound by M. Plumlee,,115,96
378,4,3:58.0,Turnover by J. Jack (bad pass; steal by G. Dieng),,115,96
379,4,3:53.0,,L. Brown misses 2-pt layup from 1 ft,115,96
380,4,3:52.0,,Offensive rebound by G. Dieng,115,96
381,4,3:52.0,,G. Dieng makes 2-pt tip-in from 1 ft,115,98
382,4,3:31.0,J. Jack makes 2-pt jump shot from 9 ft,,117,98
