,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
0,1,11:36.0,,D. Motiejūnas misses 2-pt hook shot from 9 ft,0,0
1,1,11:35.0,Defensive rebound by D. Williams,,0,0
2,1,11:23.0,Shooting foul by J. Harden (drawn by A. Anderson),,0,0
3,1,11:23.0,A. Anderson makes free throw 1 of 3,,1,0
4,1,11:23.0,A. Anderson makes free throw 2 of 3,,2,0
5,1,11:23.0,A. Anderson makes free throw 3 of 3,,3,0
6,1,11:15.0,,T. Jones makes 2-pt layup from 3 ft (assist by J. Harden),3,2
7,1,11:01.0,Turnover by A. Anderson (bad pass),,3,2
8,1,10:50.0,,D. Motiejūnas misses 2-pt layup from 2 ft,3,2
9,1,10:49.0,Defensive rebound by M. Brown,,3,2
10,1,10:37.0,A. Anderson makes 3-pt jump shot from 22 ft (assist by J. Johnson),,6,2
11,1,10:24.0,,P. Beverley misses 3-pt jump shot from 24 ft,6,2
12,1,10:22.0,Defensive rebound by M. Plumlee,,6,2
13,1,10:15.0,M. Plumlee makes 2-pt layup at rim (assist by D. Williams),,8,2
14,1,9:48.0,,Turnover by Team (shot clock),8,2
15,1,9:33.0,J. Johnson makes 2-pt jump shot from 14 ft,,10,2
16,1,9:23.0,,Offensive foul by D. Motiejūnas (drawn by M. Brown),10,2
17,1,9:23.0,,Turnover by D. Motiejūnas (offensive foul),10,2
18,1,9:10.0,J. Johnson makes 2-pt layup from 1 ft,,12,2
19,1,9:09.0,,Houston full timeout,12,2
20,1,8:51.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by J. Harden),12,4
21,1,8:31.0,M. Brown makes 3-pt jump shot from 25 ft (assist by J. Johnson),,15,4
22,1,8:13.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),15,7
23,1,7:58.0,D. Williams misses 2-pt jump shot from 17 ft (block by T. Jones),,15,7
24,1,7:58.0,Offensive rebound by Team,,15,7
25,1,7:50.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Williams),,17,7
26,1,7:37.0,,P. Beverley misses 3-pt jump shot from 22 ft,17,7
27,1,7:35.0,Defensive rebound by D. Williams,,17,7
28,1,7:22.0,M. Brown makes 2-pt layup at rim,,19,7
29,1,7:11.0,,Personal foul by D. Williams (drawn by J. Harden),19,7
30,1,7:11.0,,J. Smith enters the game for D. Motiejūnas,19,7
31,1,7:11.0,,J. Terry enters the game for P. Beverley,19,7
32,1,7:00.0,,T. Ariza makes 2-pt layup from 2 ft (assist by J. Harden),19,9
33,1,6:48.0,D. Williams misses 3-pt jump shot from 25 ft,,19,9
34,1,6:47.0,,Defensive rebound by J. Smith,19,9
35,1,6:34.0,,T. Jones makes 2-pt jump shot from 3 ft,19,11
36,1,6:14.0,D. Williams makes 2-pt jump shot from 10 ft,,21,11
37,1,6:07.0,,T. Jones makes 2-pt layup from 2 ft (assist by J. Harden),21,13
38,1,5:47.0,M. Plumlee misses 2-pt jump shot from 6 ft,,21,13
39,1,5:45.0,,Defensive rebound by J. Smith,21,13
40,1,5:41.0,,Turnover by J. Smith (bad pass),21,13
41,1,5:29.0,Turnover by A. Anderson (step out of bounds),,21,13
42,1,5:18.0,,Shooting foul by M. Plumlee (drawn by J. Harden),21,13
43,1,5:18.0,,J. Harden makes free throw 1 of 2,21,14
44,1,5:18.0,,J. Harden makes free throw 2 of 2,21,15
45,1,4:56.0,M. Brown misses 3-pt jump shot from 25 ft,,21,15
46,1,4:54.0,,Defensive rebound by T. Ariza,21,15
47,1,4:35.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),21,18
48,1,4:15.0,J. Johnson misses 3-pt jump shot from 24 ft,,21,18
49,1,4:14.0,Offensive rebound by M. Plumlee,,21,18
50,1,4:13.0,M. Plumlee makes 2-pt dunk at rim,,23,18
51,1,3:51.0,,T. Jones misses 3-pt jump shot from 25 ft,23,18
52,1,3:50.0,Defensive rebound by M. Brown,,23,18
53,1,3:40.0,D. Williams makes 2-pt layup from 2 ft,,25,18
54,1,3:22.0,,J. Smith misses 3-pt jump shot from 24 ft,25,18
55,1,3:21.0,Defensive rebound by J. Johnson,,25,18
56,1,3:11.0,M. Brown makes 2-pt jump shot from 13 ft (assist by J. Johnson),,27,18
57,1,3:00.0,,Turnover by J. Terry (bad pass; steal by M. Plumlee),27,18
58,1,2:56.0,M. Plumlee makes 2-pt dunk at rim,,29,18
59,1,2:56.0,,Houston full timeout,29,18
60,1,2:56.0,Brooklyn full timeout,,29,18
61,1,2:56.0,,C. Brewer enters the game for T. Jones,29,18
62,1,2:40.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Smith),29,21
63,1,2:25.0,J. Johnson makes 2-pt jump shot from 8 ft,,31,21
64,1,2:18.0,,Turnover by J. Harden (lost ball; steal by M. Brown),31,21
65,1,2:18.0,Personal foul by J. Smith (drawn by M. Brown),,31,21
66,1,2:18.0,,D. Motiejūnas enters the game for T. Ariza,31,21
67,1,2:06.0,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Johnson),,33,21
68,1,2:06.0,Shooting foul by J. Terry (drawn by M. Plumlee),,33,21
69,1,2:06.0,M. Plumlee makes free throw 1 of 1,,34,21
70,1,1:54.0,,J. Harden misses 2-pt jump shot from 6 ft,34,21
71,1,1:52.0,,Offensive rebound by D. Motiejūnas,34,21
72,1,1:45.0,,C. Brewer makes 2-pt jump shot from 8 ft (assist by D. Motiejūnas),34,23
73,1,1:24.0,M. Plumlee misses 2-pt jump shot from 8 ft,,34,23
74,1,1:24.0,Offensive rebound by Team,,34,23
75,1,1:24.0,,Loose ball foul by D. Motiejūnas (drawn by A. Anderson),34,23
76,1,1:24.0,,T. Jones enters the game for D. Motiejūnas,34,23
77,1,1:17.0,D. Williams misses 3-pt jump shot from 24 ft,,34,23
78,1,1:15.0,,Defensive rebound by J. Smith,34,23
79,1,1:07.0,,J. Smith makes 2-pt layup from 2 ft,34,25
80,1,1:00.0,D. Williams makes 2-pt jump shot from 4 ft,,36,25
81,1,0:56.0,,C. Brewer misses 2-pt layup from 3 ft (block by M. Plumlee),36,25
82,1,0:54.0,Defensive rebound by M. Plumlee,,36,25
83,1,0:43.0,M. Brown misses 2-pt jump shot from 19 ft,,36,25
84,1,0:41.0,,Defensive rebound by J. Harden,36,25
85,1,0:32.0,,Turnover by J. Harden (lost ball),36,25
86,1,0:10.0,D. Williams misses 2-pt jump shot from 5 ft,,36,25
87,1,0:09.0,,Defensive rebound by J. Terry,36,25
88,1,0:05.0,,C. Brewer misses 3-pt jump shot from 25 ft,36,25
89,1,0:03.0,,Offensive rebound by J. Smith,36,25
90,1,0:00.0,,T. Jones misses 2-pt jump shot from 11 ft,36,25
91,1,0:00.0,,Offensive rebound by Team,36,25
92,2,11:48.0,Turnover by B. Lopez (lost ball; steal by P. Prigioni),,36,25
93,2,11:44.0,,C. Brewer makes 2-pt layup from 1 ft (assist by P. Prigioni),36,27
94,2,11:23.0,Turnover by J. Jack (bad pass; steal by P. Beverley),,36,27
95,2,11:18.0,,C. Brewer misses 2-pt jump shot from 5 ft (block by J. Jack),36,27
96,2,11:14.0,Defensive rebound by T. Young,,36,27
97,2,11:13.0,A. Anderson misses 2-pt layup from 2 ft (block by J. Smith),,36,27
98,2,11:13.0,Offensive rebound by Team,,36,27
99,2,11:05.0,J. Jack misses 3-pt jump shot from 24 ft,,36,27
100,2,11:04.0,,Defensive rebound by T. Jones,36,27
101,2,10:54.0,,J. Smith makes 2-pt hook shot from 5 ft,36,29
102,2,10:39.0,J. Jack misses 2-pt jump shot from 4 ft,,36,29
103,2,10:38.0,Offensive rebound by B. Lopez,,36,29
104,2,10:38.0,B. Lopez misses 2-pt tip-in at rim,,36,29
105,2,10:37.0,,Defensive rebound by Team,36,29
106,2,10:14.0,,T. Jones makes 2-pt hook shot from 5 ft,36,31
107,2,9:57.0,Shooting foul by J. Smith (drawn by B. Lopez),,36,31
108,2,9:57.0,B. Lopez makes free throw 1 of 2,,37,31
109,2,9:57.0,D. Williams enters the game for M. Brown,,37,31
110,2,9:57.0,B. Lopez makes free throw 2 of 2,,38,31
111,2,9:43.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by P. Prigioni),38,34
112,2,9:27.0,D. Williams makes 2-pt jump shot from 9 ft (assist by B. Lopez),,40,34
113,2,9:13.0,,Shooting foul by T. Young (drawn by T. Jones),40,34
114,2,9:13.0,,T. Jones makes free throw 1 of 2,40,35
115,2,9:13.0,,T. Jones makes free throw 2 of 2,40,36
116,2,9:04.0,Offensive foul by B. Lopez (drawn by J. Smith),,40,36
117,2,9:04.0,Turnover by B. Lopez (offensive foul),,40,36
118,2,8:56.0,,C. Brewer misses 3-pt jump shot from 22 ft,40,36
119,2,8:54.0,,Offensive rebound by P. Prigioni,40,36
120,2,8:51.0,,J. Smith misses 3-pt jump shot from 24 ft,40,36
121,2,8:51.0,Defensive rebound by Team,,40,36
122,2,8:51.0,,Loose ball foul by T. Jones (drawn by A. Anderson),40,36
123,2,8:51.0,Official timeout,,40,36
124,2,8:51.0,,D. Motiejūnas enters the game for J. Smith,40,36
125,2,8:44.0,Personal foul by P. Beverley (drawn by D. Williams),,40,36
126,2,8:39.0,J. Jack makes 2-pt jump shot from 9 ft,,42,36
127,2,8:17.0,,Personal foul by A. Anderson (drawn by D. Motiejūnas),42,36
128,2,8:17.0,J. Johnson enters the game for T. Young,,42,36
129,2,8:10.0,,D. Motiejūnas makes 3-pt jump shot from 24 ft (assist by P. Prigioni),42,39
130,2,7:46.0,Turnover by J. Jack (lost ball; steal by P. Prigioni),,42,39
131,2,7:40.0,,Personal foul by J. Johnson (drawn by D. Motiejūnas),42,39
132,2,7:40.0,T. Young enters the game for J. Johnson,,42,39
133,2,7:32.0,,P. Prigioni misses 3-pt jump shot from 26 ft,42,39
134,2,7:30.0,Defensive rebound by A. Anderson,,42,39
135,2,7:19.0,B. Lopez misses 2-pt hook shot from 8 ft,,42,39
136,2,7:17.0,,Defensive rebound by T. Jones,42,39
137,2,7:06.0,,D. Motiejūnas misses 3-pt jump shot from 23 ft,42,39
138,2,7:05.0,Defensive rebound by A. Anderson,,42,39
139,2,6:58.0,T. Young makes 2-pt layup at rim (assist by J. Jack),,44,39
140,2,6:46.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by P. Prigioni),44,41
141,2,6:36.0,T. Young makes 2-pt layup from 1 ft (assist by J. Jack),,46,41
142,2,6:20.0,,T. Jones makes 2-pt layup from 2 ft (assist by P. Prigioni),46,43
143,2,6:11.0,Offensive foul by B. Lopez (drawn by T. Jones),,46,43
144,2,6:11.0,Turnover by B. Lopez (offensive foul),,46,43
145,2,6:11.0,M. Plumlee enters the game for A. Anderson,,46,43
146,2,6:11.0,J. Johnson enters the game for B. Lopez,,46,43
147,2,6:11.0,,J. Smith enters the game for T. Jones,46,43
148,2,6:05.0,,J. Harden enters the game for P. Beverley,46,43
149,2,6:01.0,,D. Motiejūnas misses 2-pt jump shot from 4 ft,46,43
150,2,6:00.0,Defensive rebound by D. Williams,,46,43
151,2,5:45.0,J. Johnson misses 2-pt jump shot from 10 ft,,46,43
152,2,5:44.0,,Defensive rebound by J. Smith,46,43
153,2,5:39.0,,Personal foul by M. Plumlee (drawn by D. Motiejūnas),46,43
154,2,5:39.0,,Houston full timeout,46,43
155,2,5:39.0,M. Brown enters the game for J. Jack,,46,43
156,2,5:39.0,,T. Ariza enters the game for C. Brewer,46,43
157,2,5:39.0,,P. Beverley enters the game for P. Prigioni,46,43
158,2,5:27.0,,D. Motiejūnas misses 2-pt hook shot from 5 ft,46,43
159,2,5:25.0,Defensive rebound by J. Johnson,,46,43
160,2,5:07.0,M. Brown makes 2-pt jump shot from 8 ft (assist by J. Johnson),,48,43
161,2,4:53.0,,J. Harden misses 3-pt jump shot from 25 ft,48,43
162,2,4:51.0,Defensive rebound by T. Young,,48,43
163,2,4:34.0,T. Young misses 3-pt jump shot from 22 ft,,48,43
164,2,4:32.0,,Defensive rebound by J. Smith,48,43
165,2,4:24.0,,P. Beverley misses 3-pt jump shot from 24 ft,48,43
166,2,4:23.0,Defensive rebound by J. Johnson,,48,43
167,2,4:13.0,D. Williams misses 3-pt jump shot from 26 ft,,48,43
168,2,4:11.0,,Defensive rebound by J. Smith,48,43
169,2,4:02.0,,J. Harden makes 2-pt layup from 2 ft,48,45
170,2,3:40.0,D. Williams misses 2-pt jump shot from 9 ft,,48,45
171,2,3:39.0,,Defensive rebound by J. Harden,48,45
172,2,3:31.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),48,48
173,2,3:12.0,Personal foul by P. Beverley (drawn by D. Williams),,48,48
174,2,3:06.0,Shooting foul by T. Ariza (drawn by J. Johnson),,48,48
175,2,3:06.0,J. Johnson makes free throw 1 of 2,,49,48
176,2,3:06.0,J. Johnson makes free throw 2 of 2,,50,48
177,2,3:00.0,,P. Beverley makes 2-pt jump shot from 3 ft,50,50
178,2,3:00.0,,Shooting foul by D. Williams (drawn by P. Beverley),50,50
179,2,3:00.0,Brooklyn full timeout,,50,50
180,2,3:00.0,C. Jefferson enters the game for D. Williams,,50,50
181,2,3:00.0,J. Jack enters the game for M. Plumlee,,50,50
182,2,3:00.0,,P. Beverley makes free throw 1 of 1,50,51
183,2,2:38.0,Shooting foul by D. Motiejūnas (drawn by M. Brown),,50,51
184,2,2:38.0,M. Brown makes free throw 1 of 2,,51,51
185,2,2:38.0,,T. Jones enters the game for D. Motiejūnas,51,51
186,2,2:38.0,M. Brown makes free throw 2 of 2,,52,51
187,2,2:20.0,,J. Harden misses 3-pt jump shot from 26 ft,52,51
188,2,2:18.0,Defensive rebound by J. Johnson,,52,51
189,2,2:10.0,T. Young makes 3-pt jump shot from 24 ft (assist by J. Jack),,55,51
190,2,1:53.0,,J. Harden misses 2-pt layup at rim,55,51
191,2,1:52.0,,Offensive rebound by T. Jones,55,51
192,2,1:52.0,,T. Jones makes 2-pt tip-in from 1 ft,55,53
193,2,1:35.0,T. Young makes 2-pt jump shot from 16 ft (assist by M. Brown),,57,53
194,2,1:14.0,,T. Jones misses 2-pt hook shot from 7 ft,57,53
195,2,1:12.0,Defensive rebound by J. Johnson,,57,53
196,2,1:05.0,J. Jack misses 2-pt jump shot from 18 ft,,57,53
197,2,1:03.0,,Defensive rebound by J. Harden,57,53
198,2,0:55.0,,T. Ariza misses 3-pt jump shot from 24 ft,57,53
199,2,0:54.0,Defensive rebound by C. Jefferson,,57,53
200,2,0:41.0,T. Young misses 2-pt jump shot from 17 ft,,57,53
201,2,0:39.0,,Defensive rebound by T. Ariza,57,53
202,2,0:29.0,Offensive charge foul by T. Ariza (drawn by T. Young),,57,53
203,2,0:29.0,,Turnover by T. Ariza (offensive foul),57,53
204,2,0:29.0,Brooklyn full timeout,,57,53
205,2,0:29.0,,P. Prigioni enters the game for T. Ariza,57,53
206,2,0:29.0,,T. Ariza enters the game for P. Beverley,57,53
207,2,0:29.0,,C. Brewer enters the game for J. Smith,57,53
208,2,0:06.0,J. Jack misses 2-pt jump shot from 10 ft,,57,53
209,2,0:04.0,,Defensive rebound by T. Ariza,57,53
210,2,0:01.0,,J. Harden misses 2-pt layup at rim,57,53
211,2,0:00.0,,Offensive rebound by Team,57,53
212,3,11:45.0,M. Plumlee makes 2-pt dunk at rim (assist by J. Johnson),,59,53
213,3,11:28.0,,P. Beverley misses 3-pt jump shot from 23 ft,59,53
214,3,11:27.0,Defensive rebound by J. Johnson,,59,53
215,3,11:15.0,Turnover by A. Anderson (bad pass),,59,53
216,3,11:12.0,,Turnover by P. Beverley (bad pass; steal by D. Williams),59,53
217,3,10:57.0,M. Plumlee misses 2-pt layup from 3 ft,,59,53
218,3,10:55.0,,Defensive rebound by T. Jones,59,53
219,3,10:51.0,,Turnover by T. Jones (bad pass; steal by J. Johnson),59,53
220,3,10:44.0,M. Brown makes 3-pt jump shot from 25 ft (assist by D. Williams),,62,53
221,3,10:43.0,,Houston full timeout,62,53
222,3,10:23.0,,Turnover by T. Ariza (bad pass; steal by D. Williams),62,53
223,3,10:11.0,M. Brown misses 2-pt jump shot from 19 ft,,62,53
224,3,10:09.0,,Defensive rebound by T. Jones,62,53
