,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
225,3,9:58.0,,D. Motiejūnas makes 2-pt hook shot from 7 ft,62,55
226,3,9:37.0,J. Johnson misses 2-pt layup from 1 ft,,62,55
227,3,9:36.0,,Defensive rebound by T. Jones,62,55
228,3,9:16.0,,P. Beverley misses 3-pt jump shot from 24 ft,62,55
229,3,9:14.0,,Offensive rebound by T. Jones,62,55
230,3,9:13.0,,T. Jones makes 2-pt layup from 1 ft,62,57
231,3,9:03.0,D. Williams misses 2-pt jump shot from 3 ft,,62,57
232,3,9:02.0,Offensive rebound by M. Brown,,62,57
233,3,9:02.0,M. Brown misses 2-pt tip-in at rim,,62,57
234,3,9:00.0,,Defensive rebound by T. Jones,62,57
235,3,8:55.0,,T. Ariza misses 3-pt jump shot from 24 ft,62,57
236,3,8:54.0,Defensive rebound by Team,,62,57
237,3,8:39.0,J. Johnson misses 3-pt jump shot from 25 ft,,62,57
238,3,8:37.0,Offensive rebound by M. Plumlee,,62,57
239,3,8:24.0,M. Brown misses 3-pt jump shot from 23 ft,,62,57
240,3,8:23.0,,Defensive rebound by T. Ariza,62,57
241,3,8:03.0,,Shooting foul by M. Brown (drawn by J. Harden),62,57
242,3,8:03.0,,J. Harden makes free throw 1 of 2,62,58
243,3,8:03.0,,J. Harden makes free throw 2 of 2,62,59
244,3,7:50.0,Def 3 sec tech foul by T. Jones,,62,59
245,3,7:50.0,D. Williams makes technical free throw,,63,59
246,3,7:43.0,A. Anderson makes 2-pt dunk at rim,,65,59
247,3,7:27.0,,J. Harden makes 2-pt layup from 1 ft,65,61
248,3,7:13.0,A. Anderson misses 3-pt jump shot from 25 ft,,65,61
249,3,7:12.0,,Defensive rebound by P. Beverley,65,61
250,3,7:05.0,,P. Beverley misses 2-pt jump shot from 5 ft,65,61
251,3,7:04.0,,Offensive rebound by D. Motiejūnas,65,61
252,3,7:02.0,,D. Motiejūnas misses 2-pt layup from 2 ft (block by M. Plumlee),65,61
253,3,7:00.0,Defensive rebound by M. Brown,,65,61
254,3,6:58.0,Personal foul by P. Beverley (drawn by M. Brown),,65,61
255,3,6:58.0,,J. Smith enters the game for D. Motiejūnas,65,61
256,3,6:44.0,Turnover by J. Johnson (lost ball; steal by P. Beverley),,65,61
257,3,6:38.0,,J. Harden makes 2-pt layup at rim (assist by T. Ariza),65,63
258,3,6:22.0,Turnover by M. Plumlee (offensive foul),,65,63
259,3,6:22.0,,Offensive charge foul by M. Plumlee (drawn by T. Ariza),65,63
260,3,6:15.0,,Offensive foul by J. Smith (drawn by M. Brown),65,63
261,3,6:15.0,,Turnover by J. Smith (offensive foul),65,63
262,3,6:04.0,Turnover by D. Williams (lost ball; steal by P. Beverley),,65,63
263,3,6:00.0,,T. Jones makes 2-pt dunk at rim (assist by P. Beverley),65,65
264,3,5:57.0,Brooklyn full timeout,,65,65
265,3,5:44.0,Turnover by M. Brown (bad pass; steal by T. Ariza),,65,65
266,3,5:26.0,,J. Harden misses 2-pt jump shot from 16 ft,65,65
267,3,5:24.0,,Offensive rebound by T. Jones,65,65
268,3,5:18.0,,Turnover by T. Jones (lost ball; steal by D. Williams),65,65
269,3,5:08.0,M. Plumlee makes 2-pt layup from 2 ft,,67,65
270,3,4:57.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),67,68
271,3,4:42.0,Offensive foul by M. Plumlee (drawn by T. Jones),,67,68
272,3,4:42.0,Turnover by M. Plumlee (offensive foul),,67,68
273,3,4:42.0,B. Lopez enters the game for M. Plumlee,,67,68
274,3,4:31.0,,J. Harden misses 2-pt layup from 2 ft,67,68
275,3,4:29.0,Defensive rebound by B. Lopez,,67,68
276,3,4:14.0,B. Lopez misses 2-pt jump shot from 13 ft,,67,68
277,3,4:13.0,,Defensive rebound by J. Smith,67,68
278,3,4:01.0,,T. Jones makes 2-pt layup at rim (assist by J. Smith),67,70
279,3,3:37.0,D. Williams makes 2-pt jump shot from 19 ft,,69,70
280,3,3:15.0,,J. Smith misses 3-pt jump shot from 23 ft,69,70
281,3,3:14.0,Defensive rebound by J. Johnson,,69,70
282,3,3:08.0,B. Lopez misses 2-pt hook shot from 9 ft (block by J. Smith),,69,70
283,3,3:06.0,Offensive rebound by B. Lopez,,69,70
284,3,3:00.0,M. Brown misses 2-pt layup from 1 ft (block by J. Smith),,69,70
285,3,2:58.0,,Defensive rebound by T. Jones,69,70
286,3,2:46.0,,Personal foul by M. Brown (drawn by J. Harden),69,70
287,3,2:46.0,,C. Brewer enters the game for T. Ariza,69,70
288,3,2:46.0,,P. Prigioni enters the game for T. Jones,69,70
289,3,2:46.0,,D. Motiejūnas enters the game for P. Beverley,69,70
290,3,2:46.0,T. Young enters the game for J. Johnson,,69,70
291,3,2:32.0,,Turnover by J. Harden (lost ball; steal by M. Brown),69,70
292,3,2:18.0,Personal foul by D. Motiejūnas (drawn by B. Lopez),,69,70
293,3,2:11.0,Personal foul by J. Harden (drawn by D. Williams),,69,70
294,3,2:11.0,,J. Dorsey enters the game for D. Motiejūnas,69,70
295,3,2:02.0,B. Lopez makes 2-pt hook shot from 9 ft,,71,70
296,3,1:50.0,,Personal foul by T. Young (drawn by J. Smith),71,70
297,3,1:50.0,J. Jack enters the game for M. Brown,,71,70
298,3,1:37.0,,J. Dorsey misses 2-pt jump shot from 20 ft,71,70
299,3,1:35.0,Defensive rebound by D. Williams,,71,70
300,3,1:25.0,D. Williams misses 2-pt jump shot from 16 ft,,71,70
301,3,1:23.0,,Defensive rebound by J. Harden,71,70
302,3,1:19.0,Violation by B. Lopez (def goaltending),,71,70
303,3,1:19.0,,J. Smith makes 2-pt jump shot from 5 ft (assist by J. Harden),71,72
304,3,1:06.0,Personal foul by J. Dorsey (drawn by B. Lopez),,71,72
305,3,0:55.0,D. Williams misses 2-pt jump shot from 14 ft,,71,72
306,3,0:53.0,Offensive rebound by B. Lopez,,71,72
307,3,0:52.0,Turnover by Team (shot clock),,71,72
308,3,0:42.0,,J. Smith misses 3-pt jump shot from 23 ft,71,72
309,3,0:41.0,Defensive rebound by D. Williams,,71,72
310,3,0:37.0,Personal foul by C. Brewer (drawn by D. Williams),,71,72
311,3,0:37.0,D. Williams makes free throw 1 of 2,,72,72
312,3,0:37.0,D. Williams makes free throw 2 of 2,,73,72
313,3,0:30.0,,J. Harden misses 2-pt layup from 2 ft (block by B. Lopez),73,72
314,3,0:28.0,,Offensive rebound by Team,73,72
315,3,0:13.0,,J. Smith makes 2-pt hook shot from 10 ft (assist by J. Harden),73,74
316,3,0:07.0,Turnover by T. Young (bad pass; steal by J. Dorsey),,73,74
317,3,0:00.0,,J. Harden misses 3-pt jump shot from 25 ft,73,74
318,3,0:00.0,,Offensive rebound by Team,73,74
319,4,11:44.0,,Shooting foul by B. Lopez (drawn by J. Smith),73,74
320,4,11:44.0,,J. Smith misses free throw 1 of 2,73,74
321,4,11:44.0,,Offensive rebound by Team,73,74
322,4,11:44.0,,J. Smith misses free throw 2 of 2,73,74
323,4,11:44.0,Defensive rebound by J. Johnson,,73,74
324,4,11:21.0,B. Lopez makes 2-pt jump shot from 13 ft,,75,74
325,4,11:06.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by J. Terry),75,76
326,4,10:47.0,J. Johnson makes 2-pt jump shot from 9 ft (assist by A. Anderson),,77,76
327,4,10:25.0,,T. Ariza misses 3-pt jump shot from 24 ft,77,76
328,4,10:24.0,Defensive rebound by A. Anderson,,77,76
329,4,10:07.0,T. Young misses 2-pt hook shot from 4 ft (block by J. Smith),,77,76
330,4,10:05.0,,Defensive rebound by J. Smith,77,76
331,4,10:02.0,Violation by T. Young (def goaltending),,77,76
332,4,10:02.0,,C. Brewer makes 2-pt layup from 1 ft,77,78
333,4,9:51.0,Personal foul by J. Terry (drawn by A. Anderson),,77,78
334,4,9:51.0,C. Jefferson enters the game for T. Young,,77,78
335,4,9:37.0,J. Johnson misses 2-pt jump shot from 13 ft,,77,78
336,4,9:34.0,,Defensive rebound by J. Terry,77,78
337,4,9:30.0,,C. Brewer misses 2-pt layup from 3 ft,77,78
338,4,9:28.0,Defensive rebound by B. Lopez,,77,78
339,4,9:22.0,A. Anderson makes 2-pt layup from 2 ft,,79,78
340,4,9:22.0,Shooting foul by P. Prigioni (drawn by A. Anderson),,79,78
341,4,9:22.0,,P. Beverley enters the game for P. Prigioni,79,78
342,4,9:22.0,A. Anderson makes free throw 1 of 1,,80,78
343,4,9:12.0,,C. Brewer misses 2-pt jump shot from 20 ft,80,78
344,4,9:11.0,Defensive rebound by J. Jack,,80,78
345,4,8:57.0,A. Anderson makes 2-pt jump shot from 15 ft (assist by J. Jack),,82,78
346,4,8:42.0,,J. Smith misses 3-pt jump shot from 24 ft,82,78
347,4,8:41.0,Defensive rebound by J. Johnson,,82,78
348,4,8:19.0,J. Jack misses 2-pt jump shot from 19 ft,,82,78
349,4,8:17.0,Offensive rebound by B. Lopez,,82,78
350,4,8:15.0,B. Lopez makes 2-pt layup at rim,,84,78
351,4,8:15.0,,Houston full timeout,84,78
352,4,8:15.0,,T. Jones enters the game for J. Terry,84,78
353,4,8:15.0,,J. Harden enters the game for C. Brewer,84,78
354,4,7:50.0,,T. Jones misses 2-pt jump shot from 9 ft,84,78
355,4,7:49.0,Defensive rebound by C. Jefferson,,84,78
356,4,7:35.0,J. Johnson makes 2-pt jump shot from 8 ft (assist by J. Jack),,86,78
357,4,7:20.0,Violation by A. Anderson (kicked ball),,86,78
358,4,7:05.0,,J. Harden misses 2-pt jump shot from 19 ft,86,78
359,4,7:03.0,Defensive rebound by B. Lopez,,86,78
360,4,6:44.0,J. Johnson misses 2-pt jump shot from 12 ft,,86,78
361,4,6:42.0,Offensive rebound by B. Lopez,,86,78
362,4,6:37.0,Personal foul by J. Smith (drawn by B. Lopez),,86,78
363,4,6:37.0,,D. Motiejūnas enters the game for J. Smith,86,78
364,4,6:28.0,Personal foul by P. Beverley (drawn by J. Jack),,86,78
365,4,6:23.0,Turnover by J. Jack (lost ball; steal by J. Harden),,86,78
366,4,6:21.0,,Personal foul by J. Jack (drawn by J. Harden),86,78
367,4,6:08.0,,D. Motiejūnas makes 2-pt hook shot from 10 ft (assist by T. Ariza),86,80
368,4,5:53.0,B. Lopez misses 2-pt jump shot from 20 ft,,86,80
369,4,5:50.0,,Defensive rebound by P. Beverley,86,80
370,4,5:42.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by P. Beverley),86,83
371,4,5:40.0,Brooklyn full timeout,,86,83
372,4,5:40.0,M. Brown enters the game for A. Anderson,,86,83
373,4,5:18.0,J. Johnson misses 2-pt jump shot from 18 ft,,86,83
374,4,5:17.0,Offensive rebound by C. Jefferson,,86,83
375,4,5:16.0,C. Jefferson makes 2-pt layup from 3 ft,,88,83
376,4,4:53.0,,T. Ariza misses 3-pt jump shot from 24 ft,88,83
377,4,4:52.0,Defensive rebound by B. Lopez,,88,83
378,4,4:43.0,Turnover by J. Jack (bad pass; steal by T. Ariza),,88,83
379,4,4:38.0,,T. Jones misses 2-pt layup from 2 ft,88,83
380,4,4:37.0,Defensive rebound by C. Jefferson,,88,83
381,4,4:24.0,Shooting foul by T. Jones (drawn by C. Jefferson),,88,83
382,4,4:24.0,C. Jefferson makes free throw 1 of 2,,89,83
383,4,4:24.0,C. Jefferson misses free throw 2 of 2,,89,83
384,4,4:23.0,Offensive rebound by B. Lopez,,89,83
