,QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
0,1,11:50.0,Personal foul by A. Bradley (drawn by D. Sloan),,0,0
1,1,11:39.0,S. Hill makes 2-pt layup at rim (assist by D. Sloan),,2,0
2,1,11:25.0,,A. Bradley makes 2-pt jump shot from 15 ft (assist by J. Sullinger),2,2
3,1,11:03.0,C. Copeland misses 3-pt jump shot from 25 ft,,2,2
4,1,11:01.0,,Defensive rebound by Team,2,2
5,1,10:48.0,,K. Olynyk makes 2-pt jump shot from 8 ft,2,4
6,1,10:26.0,S. Hill makes 3-pt jump shot from 22 ft (assist by R. Hibbert),,5,4
7,1,10:15.0,,J. Green makes 3-pt jump shot from 26 ft (assist by J. Sullinger),5,7
8,1,9:56.0,R. Hibbert makes 2-pt hook shot from 5 ft (assist by C. Copeland),,7,7
9,1,9:42.0,,A. Bradley misses 3-pt jump shot from 25 ft,7,7
10,1,9:41.0,Defensive rebound by R. Hibbert,,7,7
11,1,9:30.0,R. Hibbert misses 2-pt jump shot from 20 ft,,7,7
12,1,9:28.0,,Defensive rebound by R. Rondo,7,7
13,1,9:17.0,,J. Sullinger makes 2-pt jump shot from 17 ft (assist by R. Rondo),7,9
14,1,8:59.0,Turnover by C. Copeland (bad pass),,7,9
15,1,8:53.0,,A. Bradley misses 2-pt jump shot from 20 ft,7,9
16,1,8:53.0,Defensive rebound by R. Hibbert,,7,9
17,1,8:35.0,C. Copeland misses 3-pt jump shot from 22 ft,,7,9
18,1,8:34.0,,Defensive rebound by A. Bradley,7,9
19,1,8:27.0,,J. Sullinger misses 3-pt jump shot from 25 ft,7,9
20,1,8:26.0,Defensive rebound by S. Hill,,7,9
21,1,8:20.0,Personal foul by J. Sullinger (drawn by R. Hibbert),,7,9
22,1,8:12.0,Turnover by C. Copeland (lost ball; steal by K. Olynyk),,7,9
23,1,8:06.0,,A. Bradley makes 2-pt jump shot from 7 ft,7,11
24,1,7:48.0,S. Hill misses 3-pt jump shot from 23 ft,,7,11
25,1,7:47.0,Offensive rebound by C. Copeland,,7,11
26,1,7:43.0,L. Scola makes 2-pt layup at rim (assist by C. Copeland),,9,11
27,1,7:34.0,,R. Rondo makes 2-pt layup at rim,9,13
28,1,7:16.0,D. Sloan misses 3-pt jump shot from 26 ft,,9,13
29,1,7:15.0,Offensive rebound by C. Copeland,,9,13
30,1,7:14.0,C. Copeland makes 2-pt layup at rim,,11,13
31,1,7:14.0,Shooting foul by R. Rondo (drawn by C. Copeland),,11,13
32,1,7:14.0,C. Copeland makes free throw 1 of 1,,12,13
33,1,7:07.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by R. Rondo),12,16
34,1,6:48.0,R. Hibbert makes 2-pt jump shot from 17 ft (assist by D. Sloan),,14,16
35,1,6:34.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Green),14,19
36,1,6:15.0,S. Hill misses 2-pt jump shot from 14 ft,,14,19
37,1,6:14.0,,Defensive rebound by J. Green,14,19
38,1,6:07.0,,J. Green makes 2-pt hook shot from 6 ft,14,21
39,1,6:07.0,Indiana full timeout,,14,21
40,1,6:07.0,,T. Zeller enters the game for J. Sullinger,14,21
41,1,5:44.0,D. Sloan misses 3-pt jump shot from 25 ft,,14,21
42,1,5:43.0,Offensive rebound by L. Scola,,14,21
43,1,5:39.0,L. Scola misses 2-pt layup at rim,,14,21
44,1,5:38.0,Offensive rebound by R. Hibbert,,14,21
45,1,5:38.0,R. Hibbert makes 2-pt tip-in at rim,,16,21
46,1,5:26.0,,Personal foul by L. Scola (drawn by K. Olynyk),16,21
47,1,5:22.0,,A. Bradley misses 2-pt jump shot from 15 ft,16,21
48,1,5:20.0,Defensive rebound by L. Scola,,16,21
49,1,4:59.0,R. Hibbert makes 2-pt jump shot from 10 ft (assist by L. Scola),,18,21
50,1,4:45.0,,J. Green makes 3-pt jump shot from 24 ft (assist by T. Zeller),18,24
51,1,4:26.0,C. Copeland misses 2-pt jump shot from 5 ft,,18,24
52,1,4:25.0,,Defensive rebound by R. Rondo,18,24
53,1,4:20.0,,R. Rondo misses 2-pt jump shot from 19 ft,18,24
54,1,4:19.0,Defensive rebound by Team,,18,24
55,1,4:19.0,,Loose ball foul by T. Zeller (drawn by L. Scola),18,24
56,1,4:19.0,,E. Turner enters the game for A. Bradley,18,24
57,1,4:19.0,,M. Smart enters the game for K. Olynyk,18,24
58,1,4:01.0,Turnover by R. Hibbert (traveling),,18,24
59,1,3:47.0,,J. Green misses 2-pt layup at rim,18,24
60,1,3:45.0,Defensive rebound by L. Scola,,18,24
61,1,3:37.0,D. Sloan makes 2-pt layup at rim,,20,24
62,1,3:30.0,,Shooting foul by C. Copeland (drawn by T. Zeller),20,24
63,1,3:30.0,,T. Zeller misses free throw 1 of 2,20,24
64,1,3:30.0,,Offensive rebound by Team,20,24
65,1,3:30.0,D. Rudež enters the game for C. Copeland,,20,24
66,1,3:30.0,L. Allen enters the game for L. Scola,,20,24
