,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
0,1,11:43.0,,C. Parsons misses 2-pt layup from 2 ft,0,0
1,1,11:42.0,Defensive rebound by T. Splitter,,0,0
2,1,11:25.0,T. Splitter misses 2-pt layup from 2 ft (block by C. Parsons),,0,0
3,1,11:24.0,,Defensive rebound by R. Rondo,0,0
4,1,11:11.0,,C. Parsons misses 2-pt jump shot from 3 ft (block by T. Duncan),0,0
5,1,11:10.0,Defensive rebound by K. Leonard,,0,0
6,1,11:05.0,K. Leonard makes 2-pt jump shot from 14 ft,,2,0
7,1,10:43.0,,M. Ellis makes 2-pt jump shot from 21 ft,2,2
8,1,10:16.0,T. Duncan makes 2-pt jump shot from 6 ft (assist by T. Parker),,4,2
9,1,10:08.0,,M. Ellis misses 2-pt jump shot from 6 ft (block by K. Leonard),4,2
10,1,10:06.0,Defensive rebound by T. Duncan,,4,2
11,1,9:59.0,K. Leonard misses 3-pt jump shot from 23 ft,,4,2
12,1,9:58.0,,Defensive rebound by R. Rondo,4,2
13,1,9:50.0,,R. Rondo makes 2-pt layup from 1 ft,4,4
14,1,9:31.0,D. Green misses 2-pt jump shot from 5 ft,,4,4
15,1,9:30.0,,Defensive rebound by D. Nowitzki,4,4
16,1,9:18.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by C. Parsons),4,7
17,1,9:02.0,K. Leonard misses 3-pt jump shot from 24 ft,,4,7
18,1,9:01.0,,Defensive rebound by R. Rondo,4,7
19,1,8:55.0,,M. Ellis makes 2-pt layup from 1 ft (assist by R. Rondo),4,9
20,1,8:41.0,T. Duncan makes 2-pt layup at rim (assist by T. Splitter),,6,9
21,1,8:30.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,6,9
22,1,8:29.0,Defensive rebound by D. Green,,6,9
23,1,8:15.0,T. Splitter makes 2-pt hook shot from 3 ft,,8,9
24,1,8:08.0,,Turnover by R. Rondo (bad pass; steal by D. Green),8,9
25,1,8:03.0,D. Green makes 2-pt layup from 1 ft,,10,9
26,1,7:46.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,10,9
27,1,7:45.0,Defensive rebound by D. Green,,10,9
28,1,7:36.0,T. Parker misses 2-pt jump shot from 17 ft,,10,9
29,1,7:34.0,,Defensive rebound by T. Chandler,10,9
30,1,7:27.0,,R. Rondo misses 2-pt jump shot from 18 ft,10,9
31,1,7:26.0,,Offensive rebound by T. Chandler,10,9
32,1,7:24.0,,T. Chandler makes 2-pt hook shot from 5 ft,10,11
33,1,6:59.0,T. Splitter makes 2-pt jump shot from 4 ft,,12,11
34,1,6:45.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,12,11
35,1,6:44.0,Defensive rebound by D. Green,,12,11
36,1,6:27.0,T. Splitter makes 2-pt jump shot from 3 ft,,14,11
37,1,6:25.0,,Dallas full timeout,14,11
38,1,6:15.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,14,11
39,1,6:14.0,Defensive rebound by T. Splitter,,14,11
40,1,5:59.0,T. Splitter misses 2-pt hook shot from 5 ft,,14,11
41,1,5:58.0,,Defensive rebound by R. Rondo,14,11
42,1,5:51.0,,M. Ellis misses 2-pt jump shot from 18 ft,14,11
43,1,5:50.0,Defensive rebound by D. Green,,14,11
44,1,5:50.0,,A. Aminu enters the game for D. Nowitzki,14,11
45,1,5:50.0,B. Diaw enters the game for T. Splitter,,14,11
46,1,5:28.0,T. Parker makes 2-pt jump shot from 15 ft,,16,11
47,1,5:17.0,,Turnover by R. Rondo (bad pass; steal by T. Parker),16,11
48,1,4:58.0,T. Parker makes 3-pt jump shot from 22 ft (assist by D. Green),,19,11
49,1,4:29.0,,T. Chandler misses 2-pt layup from 2 ft (block by D. Green),19,11
50,1,4:27.0,Defensive rebound by T. Duncan,,19,11
51,1,4:20.0,K. Leonard misses 3-pt jump shot from 22 ft,,19,11
52,1,4:19.0,Offensive rebound by T. Duncan,,19,11
53,1,4:01.0,,D. Harris enters the game for R. Rondo,19,11
54,1,4:01.0,,A. Stoudemire enters the game for T. Chandler,19,11
55,1,4:01.0,M. Belinelli enters the game for D. Green,,19,11
56,1,3:55.0,B. Diaw misses 2-pt jump shot from 15 ft,,19,11
57,1,3:54.0,,Defensive rebound by Team,19,11
58,1,3:35.0,,A. Stoudemire misses 2-pt hook shot from 5 ft,19,11
59,1,3:35.0,,Offensive rebound by A. Stoudemire,19,11
60,1,3:35.0,,Personal foul by B. Diaw (drawn by A. Aminu),19,11
61,1,3:25.0,,Turnover by M. Ellis (bad pass; steal by K. Leonard),19,11
62,1,3:21.0,Personal block foul by A. Aminu (drawn by K. Leonard),,19,11
63,1,3:08.0,K. Leonard makes 2-pt jump shot from 16 ft,,21,11
64,1,2:48.0,,Shooting foul by T. Duncan (drawn by A. Stoudemire),21,11
65,1,2:48.0,,A. Stoudemire makes 2-pt hook shot from 6 ft,21,13
66,1,2:48.0,San Antonio full timeout,,21,13
67,1,2:48.0,M. Bonner enters the game for T. Duncan,,21,13
68,1,2:48.0,,A. Stoudemire misses free throw 1 of 1,21,13
69,1,2:47.0,Defensive rebound by K. Leonard,,21,13
70,1,2:35.0,T. Parker misses 2-pt jump shot from 20 ft,,21,13
71,1,2:34.0,,Defensive rebound by M. Ellis,21,13
72,1,2:28.0,,C. Parsons makes 2-pt layup from 1 ft (assist by M. Ellis),21,15
73,1,2:09.0,B. Diaw makes 2-pt hook shot from 2 ft (assist by T. Parker),,23,15
74,1,1:50.0,,Turnover by A. Aminu (bad pass; steal by T. Parker),23,15
75,1,1:47.0,Shooting block foul by D. Harris (drawn by K. Leonard),,23,15
76,1,1:47.0,K. Leonard makes free throw 1 of 2,,24,15
77,1,1:47.0,P. Mills enters the game for T. Parker,,24,15
78,1,1:47.0,K. Leonard makes free throw 2 of 2,,25,15
79,1,1:30.0,,Turnover by M. Ellis (lost ball; steal by K. Leonard),25,15
80,1,1:17.0,B. Diaw misses 2-pt hook shot from 4 ft,,25,15
81,1,1:16.0,Offensive rebound by K. Leonard,,25,15
82,1,1:05.0,K. Leonard makes 2-pt jump shot from 16 ft (assist by P. Mills),,27,15
83,1,1:03.0,,Dallas full timeout,27,15
84,1,1:03.0,,R. Jefferson enters the game for C. Parsons,27,15
85,1,1:03.0,,D. Nowitzki enters the game for M. Ellis,27,15
86,1,1:03.0,M. Ginóbili enters the game for K. Leonard,,27,15
87,1,1:03.0,,Offensive foul by D. Harris (drawn by P. Mills),27,15
88,1,1:03.0,,Turnover by D. Harris (offensive foul),27,15
89,1,1:03.0,,R. Felton enters the game for D. Harris,27,15
90,1,0:55.0,M. Belinelli misses 3-pt jump shot from 24 ft,,27,15
91,1,0:53.0,Offensive rebound by P. Mills,,27,15
92,1,0:43.0,M. Ginóbili makes 2-pt layup from 2 ft,,29,15
93,1,0:28.0,,A. Stoudemire makes 2-pt layup from 1 ft,29,17
94,1,0:03.0,M. Belinelli misses 3-pt jump shot from 24 ft,,29,17
95,1,0:02.0,,Defensive rebound by A. Stoudemire,29,17
96,2,11:40.0,B. Diaw misses 2-pt jump shot from 13 ft,,29,17
97,2,11:39.0,,Defensive rebound by R. Jefferson,29,17
98,2,11:19.0,,R. Felton misses 2-pt layup from 1 ft,29,17
99,2,11:17.0,,Offensive rebound by R. Felton,29,17
100,2,11:12.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),29,20
101,2,10:50.0,M. Bonner makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,32,20
102,2,10:29.0,,A. Aminu misses 2-pt jump shot from 6 ft,32,20
103,2,10:28.0,Defensive rebound by M. Belinelli,,32,20
104,2,10:18.0,B. Diaw makes 2-pt layup from 1 ft (assist by M. Ginóbili),,34,20
105,2,10:18.0,,Dallas full timeout,34,20
106,2,10:18.0,,D. Harris enters the game for R. Jefferson,34,20
107,2,9:59.0,,Turnover by A. Stoudemire (lost ball; steal by M. Ginóbili),34,20
108,2,9:50.0,P. Mills misses 3-pt jump shot from 22 ft,,34,20
109,2,9:49.0,,Defensive rebound by D. Nowitzki,34,20
