,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
45,1,6:23.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by C. Parsons),6,17
46,1,6:09.0,G. Dieng misses 2-pt hook shot from 4 ft (block by T. Chandler),,6,17
47,1,6:08.0,,Defensive rebound by D. Harris,6,17
48,1,6:01.0,,M. Ellis misses 2-pt jump shot from 4 ft,6,17
49,1,6:01.0,Defensive rebound by G. Dieng,,6,17
50,1,6:01.0,,Loose ball foul by T. Chandler (drawn by G. Dieng),6,17
51,1,6:01.0,,G. Smith enters the game for T. Chandler,6,17
52,1,5:38.0,R. Rubio makes 2-pt jump shot from 17 ft (assist by A. Wiggins),,8,17
53,1,5:30.0,,M. Ellis misses 2-pt layup from 1 ft,8,17
54,1,5:28.0,,Offensive rebound by A. Aminu,8,17
55,1,5:19.0,,C. Parsons misses 2-pt jump shot from 5 ft,8,17
56,1,5:17.0,Defensive rebound by T. Young,,8,17
57,1,5:13.0,K. Martin misses 2-pt layup from 2 ft,,8,17
58,1,5:10.0,,Defensive rebound by A. Aminu,8,17
59,1,4:57.0,M. Williams enters the game for R. Rubio,,8,17
60,1,4:54.0,,Turnover by A. Aminu (lost ball; steal by K. Martin),8,17
61,1,4:50.0,K. Martin makes 2-pt layup at rim (assist by T. Young),,10,17
62,1,4:50.0,,Dallas full timeout,10,17
63,1,4:28.0,,D. Harris misses 3-pt jump shot from 25 ft,10,17
64,1,4:28.0,Defensive rebound by G. Dieng,,10,17
65,1,4:18.0,Shooting foul by C. Parsons (drawn by A. Wiggins),,10,17
66,1,4:18.0,A. Wiggins makes free throw 1 of 2,,11,17
67,1,4:18.0,A. Wiggins makes free throw 2 of 2,,12,17
68,1,4:05.0,,G. Smith makes 2-pt layup at rim (assist by A. Aminu),12,19
69,1,3:53.0,Turnover by A. Wiggins (lost ball; steal by C. Parsons),,12,19
70,1,3:42.0,,D. Harris misses 3-pt jump shot from 24 ft,12,19
71,1,3:40.0,Defensive rebound by M. Williams,,12,19
72,1,3:29.0,K. Martin makes 2-pt jump shot from 17 ft,,14,19
73,1,3:02.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Harris),14,22
74,1,2:43.0,M. Williams makes 3-pt jump shot from 24 ft (assist by G. Dieng),,17,22
75,1,2:32.0,,M. Ellis makes 2-pt layup at rim (assist by D. Harris),17,24
76,1,2:13.0,T. Young misses 3-pt jump shot from 24 ft,,17,24
77,1,2:11.0,Offensive rebound by A. Wiggins,,17,24
78,1,2:10.0,K. Martin misses 2-pt layup from 2 ft,,17,24
79,1,2:09.0,Offensive rebound by G. Dieng,,17,24
80,1,2:08.0,G. Dieng makes 2-pt layup from 2 ft,,19,24
81,1,1:57.0,,M. Ellis makes 2-pt jump shot from 19 ft,19,26
82,1,1:47.0,Shooting foul by M. Ellis (drawn by G. Dieng),,19,26
83,1,1:47.0,G. Dieng misses free throw 1 of 2,,19,26
84,1,1:47.0,Offensive rebound by Team,,19,26
85,1,1:47.0,,D. Nowitzki enters the game for C. Parsons,19,26
86,1,1:47.0,C. Budinger enters the game for A. Wiggins,,19,26
87,1,1:47.0,,D. Powell enters the game for G. Smith,19,26
88,1,1:47.0,,J. Barea enters the game for M. Ellis,19,26
89,1,1:47.0,G. Dieng makes free throw 2 of 2,,20,26
90,1,1:31.0,,Personal foul by G. Dieng (drawn by D. Powell),20,26
91,1,1:17.0,,A. Aminu misses 3-pt jump shot from 23 ft,20,26
92,1,1:16.0,Defensive rebound by K. Martin,,20,26
93,1,1:08.0,K. Martin misses 2-pt jump shot from 8 ft,,20,26
94,1,1:07.0,,Defensive rebound by A. Aminu,20,26
95,1,1:00.0,,D. Harris makes 2-pt layup from 2 ft,20,28
96,1,0:44.0,Turnover by K. Martin (bad pass; steal by D. Harris),,20,28
97,1,0:40.0,,A. Aminu makes 2-pt dunk at rim (assist by D. Harris),20,30
98,1,0:27.0,C. Budinger misses 2-pt jump shot from 7 ft,,20,30
99,1,0:25.0,,Defensive rebound by D. Nowitzki,20,30
100,1,0:04.0,,J. Barea misses 2-pt jump shot from 9 ft,20,30
101,1,0:03.0,Defensive rebound by T. Young,,20,30
102,2,11:38.0,A. Bennett makes 2-pt dunk at rim (assist by M. Williams),,22,30
103,2,11:20.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),22,33
104,2,11:01.0,A. Wiggins misses 2-pt hook shot from 5 ft,,22,33
105,2,11:00.0,,Defensive rebound by C. Villanueva,22,33
106,2,10:53.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by A. Aminu),22,36
107,2,10:51.0,Minnesota full timeout,,22,36
108,2,10:51.0,,R. Felton enters the game for D. Harris,22,36
109,2,10:36.0,M. Williams misses 3-pt jump shot from 22 ft,,22,36
110,2,10:34.0,Offensive rebound by G. Dieng,,22,36
111,2,10:21.0,A. Wiggins misses 2-pt jump shot from 19 ft,,22,36
112,2,10:20.0,Offensive rebound by A. Bennett,,22,36
113,2,10:14.0,Turnover by M. Williams (bad pass; steal by D. Nowitzki),,22,36
114,2,10:12.0,,Turnover by A. Aminu (bad pass; steal by A. Wiggins),22,36
115,2,10:02.0,A. Wiggins misses 2-pt jump shot from 7 ft,,22,36
116,2,10:01.0,,Defensive rebound by C. Villanueva,22,36
117,2,9:39.0,,C. Villanueva misses 3-pt jump shot from 22 ft,22,36
118,2,9:38.0,Defensive rebound by A. Bennett,,22,36
119,2,9:28.0,G. Dieng makes 2-pt layup from 1 ft,,24,36
120,2,9:16.0,,C. Villanueva misses 3-pt jump shot from 25 ft,24,36
121,2,9:15.0,Defensive rebound by A. Bennett,,24,36
122,2,9:15.0,,Loose ball foul by A. Aminu (drawn by A. Bennett),24,36
123,2,9:15.0,R. Rubio enters the game for M. Williams,,24,36
124,2,9:04.0,A. Bennett misses 2-pt jump shot from 21 ft,,24,36
125,2,9:03.0,Offensive rebound by G. Dieng,,24,36
126,2,8:48.0,R. Rubio misses 2-pt jump shot from 11 ft,,24,36
127,2,8:48.0,Offensive rebound by G. Dieng,,24,36
128,2,8:46.0,G. Dieng misses 2-pt layup at rim (block by C. Villanueva),,24,36
129,2,8:45.0,,Defensive rebound by R. Felton,24,36
130,2,8:42.0,,A. Aminu makes 2-pt dunk at rim (assist by R. Felton),24,38
131,2,8:23.0,R. Rubio misses 2-pt jump shot from 21 ft,,24,38
132,2,8:22.0,,Defensive rebound by D. Nowitzki,24,38
133,2,8:15.0,,R. Felton makes 3-pt jump shot from 24 ft,24,41
134,2,7:57.0,C. Budinger misses 2-pt jump shot from 3 ft (block by C. Villanueva),,24,41
135,2,7:55.0,,Defensive rebound by C. Villanueva,24,41
136,2,7:53.0,,J. Barea makes 2-pt layup from 3 ft (assist by C. Villanueva),24,43
137,2,7:53.0,Minnesota full timeout,,24,43
138,2,7:53.0,,T. Chandler enters the game for D. Nowitzki,24,43
139,2,7:53.0,,R. Jefferson enters the game for A. Aminu,24,43
140,2,7:53.0,T. Young enters the game for G. Dieng,,24,43
141,2,7:53.0,N. Peković enters the game for C. Budinger,,24,43
142,2,7:53.0,K. Martin enters the game for A. Bennett,,24,43
143,2,7:40.0,N. Peković misses 2-pt jump shot from 6 ft,,24,43
144,2,7:39.0,,Defensive rebound by C. Villanueva,24,43
145,2,7:15.0,,C. Villanueva misses 3-pt jump shot from 29 ft,24,43
146,2,7:14.0,,Offensive rebound by J. Barea,24,43
147,2,7:08.0,,C. Villanueva makes 2-pt dunk at rim (assist by J. Barea),24,45
148,2,6:45.0,K. Martin misses 3-pt jump shot from 24 ft,,24,45
149,2,6:44.0,Offensive rebound by T. Young,,24,45
150,2,6:42.0,Shooting foul by T. Chandler (drawn by T. Young),,24,45
151,2,6:42.0,T. Young makes free throw 1 of 2,,25,45
152,2,6:42.0,,M. Ellis enters the game for J. Barea,25,45
153,2,6:42.0,,C. Parsons enters the game for C. Villanueva,25,45
154,2,6:42.0,T. Young misses free throw 2 of 2,,25,45
155,2,6:41.0,,Defensive rebound by R. Jefferson,25,45
156,2,6:22.0,,Personal foul by R. Rubio (drawn by R. Felton),25,45
157,2,6:12.0,,Turnover by R. Jefferson (lost ball),25,45
158,2,6:05.0,Personal block foul by R. Felton (drawn by R. Rubio),,25,45
159,2,5:57.0,T. Young makes 2-pt jump shot from 17 ft,,27,45
160,2,5:45.0,,R. Felton misses 2-pt jump shot from 3 ft,27,45
161,2,5:43.0,Defensive rebound by N. Peković,,27,45
162,2,5:41.0,Shooting foul by M. Ellis (drawn by A. Wiggins),,27,45
163,2,5:41.0,A. Wiggins makes free throw 1 of 2,,28,45
164,2,5:41.0,,D. Harris enters the game for R. Felton,28,45
165,2,5:41.0,A. Wiggins makes free throw 2 of 2,,29,45
166,2,5:28.0,,M. Ellis misses 2-pt jump shot from 17 ft,29,45
167,2,5:27.0,Defensive rebound by R. Rubio,,29,45
168,2,5:19.0,N. Peković makes 2-pt hook shot from 6 ft (assist by R. Rubio),,31,45
169,2,5:17.0,,Dallas full timeout,31,45
170,2,5:07.0,,C. Parsons misses 2-pt jump shot from 4 ft,31,45
171,2,5:06.0,Defensive rebound by N. Peković,,31,45
172,2,4:59.0,,Violation by T. Chandler (kicked ball),31,45
173,2,4:59.0,M. Williams enters the game for R. Rubio,,31,45
174,2,4:50.0,N. Peković makes 2-pt layup from 1 ft,,33,45
175,2,4:32.0,,R. Jefferson misses 2-pt jump shot from 5 ft,33,45
176,2,4:31.0,Defensive rebound by N. Peković,,33,45
177,2,4:24.0,K. Martin makes 2-pt jump shot from 16 ft (assist by M. Williams),,35,45
178,2,4:06.0,,R. Jefferson makes 2-pt dunk at rim (assist by C. Parsons),35,47
179,2,3:41.0,Turnover by N. Peković (lost ball; steal by R. Jefferson),,35,47
180,2,3:32.0,,D. Harris misses 3-pt jump shot from 24 ft,35,47
181,2,3:32.0,Defensive rebound by Team,,35,47
182,2,3:32.0,,D. Nowitzki enters the game for R. Jefferson,35,47
183,2,3:32.0,Minnesota full timeout,,35,47
184,2,3:22.0,T. Young makes 2-pt layup from 2 ft,,37,47
185,2,3:04.0,,Shooting foul by N. Peković (drawn by M. Ellis),37,47
186,2,3:04.0,,M. Ellis makes 2-pt jump shot from 10 ft (assist by T. Chandler),37,49
187,2,3:04.0,G. Dieng enters the game for N. Peković,,37,49
188,2,3:04.0,Violation by Team (delay of game),,37,49
189,2,3:04.0,,M. Ellis misses free throw 1 of 1,37,49
190,2,3:03.0,Defensive rebound by T. Young,,37,49
191,2,2:48.0,K. Martin makes 2-pt jump shot from 17 ft (assist by M. Williams),,39,49
192,2,2:35.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Harris),39,52
193,2,2:13.0,Turnover by A. Wiggins (lost ball),,39,52
194,2,2:02.0,,Turnover by C. Parsons (bad pass; steal by G. Dieng),39,52
195,2,1:58.0,Personal block foul by D. Harris (drawn by M. Williams),,39,52
196,2,1:58.0,M. Williams makes free throw 1 of 2,,40,52
197,2,1:58.0,,J. Barea enters the game for D. Harris,40,52
198,2,1:58.0,M. Williams makes free throw 2 of 2,,41,52
199,2,1:50.0,,Personal block foul by M. Williams (drawn by J. Barea),41,52
200,2,1:38.0,,J. Barea misses 2-pt jump shot from 22 ft,41,52
201,2,1:37.0,,Offensive rebound by C. Parsons,41,52
202,2,1:34.0,,M. Ellis misses 3-pt jump shot from 22 ft,41,52
203,2,1:33.0,Defensive rebound by T. Young,,41,52
204,2,1:25.0,T. Young makes 2-pt jump shot from 7 ft (assist by K. Martin),,43,52
205,2,1:13.0,,J. Barea misses 3-pt jump shot from 23 ft,43,52
206,2,1:11.0,,Offensive rebound by T. Chandler,43,52
207,2,1:09.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by T. Chandler),43,54
208,2,1:09.0,,Shooting foul by G. Dieng (drawn by D. Nowitzki),43,54
209,2,1:09.0,,D. Nowitzki misses free throw 1 of 1,43,54
210,2,1:08.0,Defensive rebound by G. Dieng,,43,54
211,2,0:57.0,G. Dieng makes 2-pt jump shot from 14 ft (assist by M. Williams),,45,54
212,2,0:36.0,,M. Ellis misses 2-pt layup from 3 ft,45,54
213,2,0:34.0,Defensive rebound by T. Young,,45,54
214,2,0:26.0,G. Dieng misses 2-pt jump shot from 15 ft,,45,54
215,2,0:25.0,Offensive rebound by A. Wiggins,,45,54
216,2,0:02.0,K. Martin misses 2-pt jump shot from 19 ft,,45,54
217,2,0:01.0,Offensive rebound by G. Dieng,,45,54
218,2,0:01.0,G. Dieng makes 2-pt dunk at rim,,47,54
219,2,0:00.0,,M. Ellis misses 3-pt jump shot from 74 ft,47,54
220,2,0:00.0,,Offensive rebound by Team,47,54
221,3,11:45.0,Turnover by K. Martin (bad pass; steal by C. Parsons),,47,54
222,3,11:26.0,,Turnover by M. Ellis (offensive foul),47,54
223,3,11:26.0,,Offensive foul by M. Ellis (drawn by R. Rubio),47,54
224,3,11:14.0,R. Rubio misses 2-pt layup from 2 ft (block by D. Nowitzki),,47,54
225,3,11:12.0,,Defensive rebound by D. Nowitzki,47,54
226,3,11:00.0,,Turnover by D. Nowitzki (bad pass; steal by K. Martin),47,54
227,3,10:56.0,K. Martin makes 2-pt dunk at rim,,49,54
228,3,10:39.0,,J. Barea misses 2-pt layup from 1 ft (block by T. Young),49,54
229,3,10:37.0,,Offensive rebound by J. Barea,49,54
230,3,10:31.0,,J. Barea misses 3-pt jump shot from 24 ft,49,54
231,3,10:30.0,,Offensive rebound by T. Chandler,49,54
232,3,10:30.0,Loose ball foul by T. Young (drawn by T. Chandler),,49,54
233,3,10:19.0,,Personal foul by T. Young (drawn by D. Nowitzki),49,54
234,3,10:09.0,,M. Ellis makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),49,57
235,3,9:55.0,Shooting foul by D. Nowitzki (drawn by T. Young),,49,57
236,3,9:55.0,T. Young makes free throw 1 of 2,,50,57
237,3,9:55.0,T. Young makes free throw 2 of 2,,51,57
238,3,9:49.0,,Personal block foul by A. Wiggins (drawn by M. Ellis),51,57
239,3,9:45.0,,C. Parsons makes 2-pt layup from 2 ft (assist by T. Chandler),51,59
240,3,9:23.0,K. Martin makes 3-pt jump shot from 22 ft (assist by T. Young),,54,59
241,3,9:02.0,,M. Ellis makes 2-pt jump shot from 14 ft,54,61
242,3,8:49.0,K. Martin misses 3-pt jump shot from 25 ft,,54,61
243,3,8:48.0,,Defensive rebound by C. Parsons,54,61
244,3,8:35.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Barea),54,64
245,3,8:34.0,Minnesota full timeout,,54,64
246,3,8:16.0,A. Wiggins makes 2-pt jump shot from 10 ft,,56,64
247,3,8:03.0,,Turnover by C. Parsons (lost ball; steal by N. Peković),56,64
248,3,7:54.0,R. Rubio makes 2-pt jump shot from 20 ft (assist by A. Wiggins),,58,64
249,3,7:44.0,,J. Barea misses 2-pt layup from 1 ft,58,64
250,3,7:42.0,,Offensive rebound by J. Barea,58,64
251,3,7:36.0,,C. Parsons misses 3-pt jump shot from 24 ft,58,64
252,3,7:35.0,,Offensive rebound by T. Chandler,58,64
253,3,7:23.0,,Personal foul by A. Wiggins (drawn by D. Nowitzki),58,64
254,3,7:14.0,,C. Parsons makes 2-pt jump shot from 21 ft (assist by J. Barea),58,66
255,3,7:00.0,Shooting foul by J. Barea (drawn by R. Rubio),,58,66
256,3,7:00.0,R. Rubio makes free throw 1 of 2,,59,66
257,3,7:00.0,R. Rubio makes free throw 2 of 2,,60,66
258,3,6:46.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,60,66
259,3,6:45.0,Defensive rebound by N. Peković,,60,66
260,3,6:36.0,Turnover by R. Rubio (bad pass; steal by C. Parsons),,60,66
261,3,6:32.0,,C. Parsons makes 2-pt layup at rim,60,68
262,3,6:16.0,A. Wiggins makes 2-pt jump shot from 4 ft,,62,68
263,3,6:16.0,Shooting foul by C. Parsons (drawn by A. Wiggins),,62,68
264,3,6:16.0,M. Williams enters the game for R. Rubio,,62,68
265,3,6:16.0,A. Wiggins misses free throw 1 of 1,,62,68
266,3,6:15.0,,Defensive rebound by D. Nowitzki,62,68
267,3,5:58.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,62,68
268,3,5:56.0,Defensive rebound by N. Peković,,62,68
269,3,5:40.0,K. Martin misses 2-pt jump shot from 4 ft,,62,68
270,3,5:39.0,,Defensive rebound by D. Nowitzki,62,68
271,3,5:34.0,,Turnover by M. Ellis (bad pass; steal by T. Young),62,68
272,3,5:30.0,K. Martin makes 2-pt layup at rim (assist by T. Young),,64,68
273,3,5:21.0,,Dallas full timeout,64,68
274,3,5:21.0,,A. Aminu enters the game for D. Nowitzki,64,68
275,3,5:21.0,,D. Harris enters the game for J. Barea,64,68
276,3,5:15.0,,Turnover by D. Harris (step out of bounds),64,68
277,3,5:03.0,M. Williams misses 3-pt jump shot from 24 ft,,64,68
278,3,5:03.0,,Defensive rebound by C. Parsons,64,68
279,3,4:50.0,,M. Ellis misses 2-pt jump shot from 19 ft,64,68
280,3,4:49.0,Defensive rebound by M. Williams,,64,68
281,3,4:36.0,N. Peković misses 2-pt hook shot from 6 ft,,64,68
282,3,4:35.0,Offensive rebound by A. Wiggins,,64,68
283,3,4:32.0,A. Wiggins misses 2-pt layup from 1 ft (block by A. Aminu),,64,68
284,3,4:31.0,,Defensive rebound by C. Parsons,64,68
285,3,4:28.0,,Personal foul by M. Williams (drawn by M. Ellis),64,68
286,3,4:28.0,,M. Ellis misses free throw 1 of 2,64,68
287,3,4:28.0,,Offensive rebound by Team,64,68
288,3,4:28.0,A. Bennett enters the game for T. Young,,64,68
289,3,4:28.0,,M. Ellis makes free throw 2 of 2,64,69
290,3,4:13.0,Turnover by A. Wiggins (bad pass; steal by M. Ellis),,64,69
291,3,4:08.0,,C. Parsons makes 2-pt dunk at rim (assist by M. Ellis),64,71
292,3,3:53.0,K. Martin misses 2-pt jump shot from 8 ft,,64,71
293,3,3:52.0,Offensive rebound by N. Peković,,64,71
294,3,3:50.0,N. Peković makes 2-pt layup at rim,,66,71
295,3,3:34.0,,M. Ellis misses 2-pt jump shot from 19 ft,66,71
296,3,3:32.0,,Offensive rebound by Team,66,71
297,3,3:32.0,G. Dieng enters the game for N. Peković,,66,71
298,3,3:32.0,L. Brown enters the game for K. Martin,,66,71
299,3,3:13.0,,Turnover by C. Parsons (lost ball; steal by A. Wiggins),66,71
300,3,3:09.0,A. Wiggins misses 2-pt layup at rim (block by A. Aminu),,66,71
301,3,3:08.0,Offensive rebound by Team,,66,71
302,3,3:08.0,,C. Villanueva enters the game for C. Parsons,66,71
303,3,3:07.0,Turnover by L. Brown (bad pass; steal by A. Aminu),,66,71
304,3,3:04.0,,Shooting foul by M. Williams (drawn by D. Harris),66,71
305,3,3:04.0,,D. Harris makes free throw 1 of 2,66,72
306,3,3:04.0,,R. Jefferson enters the game for T. Chandler,66,72
307,3,3:04.0,,D. Harris makes free throw 2 of 2,66,73
308,3,2:52.0,M. Williams makes 2-pt jump shot from 20 ft,,68,73
309,3,2:32.0,,M. Ellis makes 3-pt jump shot from 25 ft,68,76
310,3,2:17.0,Offensive foul by A. Wiggins (drawn by D. Harris),,68,76
311,3,2:17.0,Turnover by A. Wiggins (offensive foul),,68,76
312,3,2:05.0,,M. Ellis makes 3-pt jump shot from 24 ft,68,79
313,3,2:03.0,Minnesota full timeout,,68,79
314,3,2:03.0,T. Daniels enters the game for L. Brown,,68,79
315,3,1:46.0,A. Wiggins misses 2-pt jump shot from 6 ft (block by D. Harris),,68,79
316,3,1:44.0,,Defensive rebound by R. Jefferson,68,79
317,3,1:42.0,,Turnover by A. Aminu (lost ball),68,79
318,3,1:26.0,A. Bennett makes 2-pt jump shot from 20 ft (assist by M. Williams),,70,79
319,3,1:08.0,,Shooting foul by G. Dieng (drawn by M. Ellis),70,79
320,3,1:08.0,,M. Ellis makes free throw 1 of 2,70,80
321,3,1:08.0,,M. Ellis makes free throw 2 of 2,70,81
322,3,0:59.0,Shooting foul by A. Aminu (drawn by M. Williams),,70,81
323,3,0:59.0,M. Williams makes free throw 1 of 3,,71,81
324,3,0:59.0,M. Williams makes free throw 2 of 3,,72,81
325,3,0:59.0,M. Williams makes free throw 3 of 3,,73,81
326,3,0:37.0,,C. Villanueva misses 2-pt jump shot from 4 ft,73,81
327,3,0:36.0,,Offensive rebound by A. Aminu,73,81
328,3,0:25.0,,Personal foul by M. Williams (drawn by M. Ellis),73,81
329,3,0:25.0,,M. Ellis misses free throw 1 of 2,73,81
330,3,0:25.0,,Offensive rebound by Team,73,81
331,3,0:25.0,,M. Ellis misses free throw 2 of 2,73,81
332,3,0:24.0,Defensive rebound by A. Bennett,,73,81
333,3,0:01.0,Turnover by Team (shot clock),,73,81
334,3,0:01.0,,J. Barea enters the game for M. Ellis,73,81
335,3,0:00.0,,D. Harris misses 3-pt jump shot from 53 ft,73,81
336,3,0:00.0,,Offensive rebound by Team,73,81
337,4,11:44.0,,C. Villanueva makes 2-pt layup at rim (assist by D. Nowitzki),73,83
338,4,11:23.0,T. Daniels misses 3-pt jump shot from 23 ft,,73,83
339,4,11:21.0,,Defensive rebound by C. Villanueva,73,83
340,4,11:05.0,,C. Villanueva misses 3-pt jump shot from 22 ft,73,83
341,4,11:04.0,Defensive rebound by M. Williams,,73,83
342,4,10:53.0,G. Dieng misses 2-pt jump shot from 3 ft (block by C. Villanueva),,73,83
343,4,10:51.0,,Defensive rebound by J. Barea,73,83
344,4,10:41.0,,C. Villanueva misses 3-pt jump shot from 22 ft,73,83
345,4,10:40.0,Defensive rebound by G. Dieng,,73,83
346,4,10:29.0,Personal foul by A. Aminu (drawn by T. Young),,73,83
347,4,10:24.0,M. Williams misses 3-pt jump shot from 24 ft,,73,83
348,4,10:24.0,,Defensive rebound by Team,73,83
349,4,10:24.0,K. Martin enters the game for T. Daniels,,73,83
350,4,10:12.0,,A. Aminu makes 2-pt dunk at rim (assist by J. Barea),73,85
351,4,9:50.0,K. Martin makes 2-pt jump shot from 18 ft (assist by G. Dieng),,75,85
352,4,9:33.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,75,85
353,4,9:32.0,,Offensive rebound by C. Villanueva,75,85
354,4,9:28.0,,Turnover by C. Villanueva (lost ball; steal by M. Williams),75,85
355,4,9:19.0,Shooting block foul by J. Barea (drawn by K. Martin),,75,85
356,4,9:19.0,K. Martin makes free throw 1 of 2,,76,85
357,4,9:19.0,,C. Parsons enters the game for D. Harris,76,85
358,4,9:19.0,K. Martin makes free throw 2 of 2,,77,85
359,4,9:00.0,,J. Barea makes 2-pt layup from 2 ft,77,87
360,4,8:35.0,Turnover by G. Dieng (lost ball; steal by A. Aminu),,77,87
361,4,8:25.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by J. Barea),77,89
362,4,8:24.0,Minnesota full timeout,,77,89
363,4,8:24.0,,T. Chandler enters the game for A. Aminu,77,89
364,4,8:24.0,N. Peković enters the game for G. Dieng,,77,89
365,4,8:24.0,A. Wiggins enters the game for M. Williams,,77,89
366,4,8:24.0,R. Rubio enters the game for A. Bennett,,77,89
367,4,8:12.0,Turnover by R. Rubio (bad pass),,77,89
368,4,7:56.0,,C. Villanueva misses 3-pt jump shot from 24 ft,77,89
369,4,7:54.0,Defensive rebound by R. Rubio,,77,89
370,4,7:51.0,Shooting foul by C. Parsons (drawn by T. Young),,77,89
371,4,7:51.0,T. Young makes free throw 1 of 2,,78,89
372,4,7:51.0,,R. Jefferson enters the game for C. Villanueva,78,89
373,4,7:51.0,T. Young makes free throw 2 of 2,,79,89
374,4,7:33.0,,C. Parsons misses 3-pt jump shot from 24 ft,79,89
375,4,7:32.0,Defensive rebound by R. Rubio,,79,89
376,4,7:23.0,N. Peković makes 2-pt layup at rim (assist by R. Rubio),,81,89
377,4,7:11.0,,Personal take foul by R. Rubio (drawn by T. Chandler),81,89
378,4,7:11.0,,M. Ellis enters the game for D. Nowitzki,81,89
379,4,7:06.0,,Personal foul by T. Young (drawn by C. Parsons),81,89
380,4,6:54.0,,T. Chandler makes 2-pt dunk at rim (assist by J. Barea),81,91
381,4,6:33.0,N. Peković misses 2-pt jump shot from 5 ft,,81,91
382,4,6:31.0,Offensive rebound by A. Wiggins,,81,91
383,4,6:31.0,A. Wiggins misses 2-pt tip-in at rim,,81,91
384,4,6:30.0,Offensive rebound by A. Wiggins,,81,91
