,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
87,1,1:20.0,,Defensive rebound by K. Bryant,22,25
88,1,1:04.0,,Shooting foul by I. Thomas (drawn by J. Lin),22,25
89,1,1:04.0,Phoenix full timeout,,22,25
90,1,1:04.0,G. Green enters the game for P. Tucker,,22,25
91,1,1:04.0,M. Morris enters the game for G. Dragić,,22,25
92,1,1:04.0,,N. Young enters the game for E. Davis,22,25
93,1,1:04.0,,R. Sacre enters the game for K. Bryant,22,25
94,1,1:04.0,,J. Lin makes free throw 1 of 2,22,26
95,1,1:04.0,,J. Lin misses free throw 2 of 2,22,26
96,1,1:03.0,Defensive rebound by M. Plumlee,,22,26
97,1,0:47.0,M. Plumlee makes 2-pt hook shot from 5 ft,,24,26
98,1,0:29.0,,R. Sacre misses 2-pt hook shot from 5 ft,24,26
99,1,0:28.0,,Offensive rebound by J. Lin,24,26
100,1,0:28.0,,J. Lin makes 2-pt tip-in from 1 ft,24,28
101,1,0:08.0,Personal foul by J. Lin (drawn by I. Thomas),,24,28
102,1,0:01.0,Shooting foul by J. Lin (drawn by I. Thomas),,24,28
103,1,0:01.0,I. Thomas makes free throw 1 of 2,,25,28
104,1,0:01.0,I. Thomas makes free throw 2 of 2,,26,28
105,2,11:48.0,,N. Young misses 2-pt jump shot from 14 ft,26,28
106,2,11:47.0,Defensive rebound by M. Morris,,26,28
107,2,11:33.0,I. Thomas misses 2-pt jump shot from 7 ft,,26,28
108,2,11:32.0,,Defensive rebound by C. Boozer,26,28
109,2,11:25.0,,J. Lin misses 2-pt jump shot from 17 ft,26,28
110,2,11:25.0,Defensive rebound by M. Plumlee,,26,28
111,2,11:09.0,M. Morris makes 2-pt jump shot from 13 ft,,28,28
112,2,10:51.0,,C. Boozer misses 2-pt jump shot from 17 ft,28,28
113,2,10:50.0,Defensive rebound by M. Morris,,28,28
114,2,10:46.0,G. Green misses 3-pt jump shot from 26 ft,,28,28
115,2,10:45.0,Offensive rebound by S. Randolph,,28,28
116,2,10:44.0,S. Randolph misses 2-pt tip-in from 1 ft,,28,28
117,2,10:43.0,,Defensive rebound by C. Boozer,28,28
118,2,10:27.0,,N. Young makes 3-pt jump shot from 24 ft (assist by W. Ellington),28,31
119,2,10:05.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by G. Green),,31,31
120,2,9:47.0,,Shooting foul by S. Randolph (drawn by R. Sacre),31,31
121,2,9:47.0,,R. Sacre misses free throw 1 of 2,31,31
122,2,9:47.0,,Offensive rebound by Team,31,31
123,2,9:47.0,,R. Sacre makes free throw 2 of 2,31,32
124,2,9:38.0,Shooting foul by R. Sacre (drawn by G. Green),,31,32
125,2,9:38.0,G. Green makes free throw 1 of 2,,32,32
126,2,9:38.0,G. Green makes free throw 2 of 2,,33,32
127,2,9:29.0,,N. Young makes 3-pt jump shot from 25 ft,33,35
128,2,9:12.0,M. Morris makes 2-pt jump shot from 12 ft (assist by G. Green),,35,35
129,2,9:03.0,,N. Young makes 3-pt jump shot from 26 ft (assist by J. Lin),35,38
130,2,8:56.0,G. Green misses 3-pt jump shot from 25 ft,,35,38
131,2,8:54.0,,Defensive rebound by C. Boozer,35,38
132,2,8:49.0,,J. Lin makes 2-pt jump shot from 18 ft (assist by C. Boozer),35,40
133,2,8:42.0,Phoenix full timeout,,35,40
134,2,8:32.0,G. Green misses 3-pt jump shot from 26 ft,,35,40
135,2,8:31.0,,Defensive rebound by R. Sacre,35,40
136,2,8:13.0,,R. Sacre makes 2-pt jump shot from 4 ft (assist by N. Young),35,42
137,2,7:57.0,I. Thomas makes 2-pt jump shot from 10 ft,,37,42
138,2,7:32.0,,N. Young makes 3-pt jump shot from 25 ft,37,45
139,2,7:12.0,I. Thomas makes 2-pt jump shot from 21 ft (assist by M. Plumlee),,39,45
140,2,6:53.0,,Turnover by N. Young (traveling),39,45
141,2,6:53.0,M. Morris enters the game for S. Randolph,,39,45
142,2,6:36.0,G. Green misses 2-pt jump shot from 17 ft,,39,45
143,2,6:35.0,,Defensive rebound by N. Young,39,45
144,2,6:27.0,,C. Boozer makes 2-pt layup from 1 ft (assist by N. Young),39,47
145,2,6:15.0,M. Morris misses 3-pt jump shot from 22 ft,,39,47
146,2,6:14.0,,Defensive rebound by C. Boozer,39,47
147,2,6:08.0,,W. Ellington misses 2-pt layup from 2 ft (block by G. Green),39,47
148,2,6:05.0,Defensive rebound by M. Morris,,39,47
149,2,6:00.0,Shooting foul by N. Young (drawn by M. Morris),,39,47
150,2,6:00.0,M. Morris misses free throw 1 of 2,,39,47
151,2,6:00.0,Offensive rebound by Team,,39,47
152,2,6:00.0,A. Len enters the game for M. Plumlee,,39,47
153,2,6:00.0,E. Bledsoe enters the game for G. Green,,39,47
154,2,6:00.0,,J. Hill enters the game for C. Boozer,39,47
155,2,6:00.0,M. Morris makes free throw 2 of 2,,40,47
156,2,5:44.0,,N. Young misses 2-pt jump shot from 20 ft,40,47
157,2,5:42.0,Defensive rebound by E. Bledsoe,,40,47
158,2,5:38.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,43,47
159,2,5:23.0,,J. Lin makes 2-pt jump shot from 17 ft,43,49
160,2,5:13.0,Offensive foul by I. Thomas (drawn by J. Lin),,43,49
161,2,5:13.0,Turnover by I. Thomas (offensive foul),,43,49
162,2,5:13.0,Official timeout,,43,49
163,2,5:13.0,,E. Davis enters the game for J. Lin,43,49
164,2,5:13.0,,R. Price enters the game for R. Sacre,43,49
165,2,5:13.0,,K. Bryant enters the game for W. Ellington,43,49
166,2,5:01.0,,Turnover by K. Bryant (bad pass; steal by E. Bledsoe),43,49
167,2,4:57.0,E. Bledsoe misses 2-pt layup at rim,,43,49
168,2,4:55.0,Offensive rebound by I. Thomas,,43,49
169,2,4:55.0,Personal foul by N. Young (drawn by I. Thomas),,43,49
170,2,4:48.0,Turnover by E. Bledsoe (bad pass),,43,49
171,2,4:26.0,,J. Hill makes 2-pt dunk at rim (assist by K. Bryant),43,51
172,2,4:16.0,M. Morris makes 2-pt jump shot from 16 ft,,45,51
173,2,3:59.0,,K. Bryant misses 3-pt jump shot from 25 ft,45,51
174,2,3:58.0,Defensive rebound by A. Len,,45,51
175,2,3:54.0,Turnover by M. Morris (bad pass; steal by K. Bryant),,45,51
176,2,3:41.0,,K. Bryant misses 2-pt hook shot from 5 ft,45,51
177,2,3:40.0,Defensive rebound by E. Bledsoe,,45,51
178,2,3:32.0,M. Morris makes 2-pt jump shot from 3 ft (assist by E. Bledsoe),,47,51
179,2,3:13.0,,Shooting foul by M. Morris (drawn by J. Hill),47,51
180,2,3:13.0,,J. Hill makes free throw 1 of 2,47,52
181,2,3:13.0,,W. Johnson enters the game for N. Young,47,52
182,2,3:13.0,G. Dragić enters the game for M. Morris,,47,52
183,2,3:13.0,,J. Hill makes free throw 2 of 2,47,53
184,2,2:56.0,A. Len misses 2-pt jump shot from 12 ft,,47,53
185,2,2:55.0,,Defensive rebound by K. Bryant,47,53
186,2,2:39.0,,J. Hill misses 2-pt hook shot from 7 ft,47,53
187,2,2:38.0,Defensive rebound by M. Morris,,47,53
188,2,2:32.0,E. Bledsoe misses 2-pt layup from 2 ft,,47,53
189,2,2:32.0,,Defensive rebound by Team,47,53
190,2,2:32.0,,LA Lakers full timeout,47,53
191,2,2:22.0,,Def 3 sec tech foul by A. Len,47,53
192,2,2:22.0,,K. Bryant makes technical free throw,47,54
193,2,2:14.0,,Turnover by R. Price (bad pass; steal by A. Len),47,54
194,2,2:09.0,G. Dragić makes 2-pt layup from 1 ft (assist by E. Bledsoe),,49,54
195,2,1:53.0,,Turnover by E. Davis (lost ball; steal by I. Thomas),49,54
196,2,1:47.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by I. Thomas),,51,54
197,2,1:37.0,,Personal foul by E. Bledsoe (drawn by K. Bryant),51,54
198,2,1:22.0,,R. Price misses 2-pt jump shot from 18 ft,51,54
199,2,1:20.0,Defensive rebound by E. Bledsoe,,51,54
200,2,1:13.0,M. Morris misses 3-pt jump shot from 25 ft,,51,54
201,2,1:12.0,,Defensive rebound by R. Price,51,54
202,2,1:07.0,,R. Price misses 2-pt jump shot from 5 ft,51,54
203,2,1:06.0,,Offensive rebound by W. Johnson,51,54
204,2,1:06.0,,W. Johnson makes 2-pt tip-in at rim,51,56
205,2,0:53.0,Phoenix full timeout,,51,56
206,2,0:46.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,54,56
207,2,0:26.0,,K. Bryant misses 2-pt jump shot from 14 ft,54,56
208,2,0:23.0,Defensive rebound by E. Bledsoe,,54,56
209,2,0:20.0,Shooting foul by R. Price (drawn by I. Thomas),,54,56
210,2,0:20.0,I. Thomas misses free throw 1 of 2,,54,56
211,2,0:20.0,Offensive rebound by Team,,54,56
212,2,0:20.0,M. Plumlee enters the game for M. Morris,,54,56
213,2,0:20.0,I. Thomas makes free throw 2 of 2,,55,56
214,2,0:07.0,,J. Hill misses 2-pt hook shot from 4 ft,55,56
215,2,0:05.0,Defensive rebound by M. Plumlee,,55,56
216,3,11:44.0,,K. Bryant makes 2-pt jump shot from 18 ft,55,58
217,3,11:23.0,Turnover by G. Dragić (lost ball; steal by W. Johnson),,55,58
218,3,11:23.0,Violation by E. Bledsoe (def goaltending),,55,58
219,3,11:23.0,,E. Davis makes 2-pt layup from 1 ft,55,60
220,3,11:03.0,E. Bledsoe makes 2-pt layup from 1 ft,,57,60
221,3,10:52.0,,Shooting foul by A. Len (drawn by E. Davis),57,60
222,3,10:52.0,,E. Davis misses free throw 1 of 2,57,60
223,3,10:52.0,,Offensive rebound by Team,57,60
224,3,10:52.0,,E. Davis makes free throw 2 of 2,57,61
225,3,10:35.0,A. Len misses 2-pt jump shot from 7 ft,,57,61
226,3,10:32.0,,Defensive rebound by J. Hill,57,61
227,3,10:24.0,,Turnover by E. Davis (3 sec),57,61
228,3,10:18.0,Personal foul by R. Price (drawn by E. Bledsoe),,57,61
229,3,10:14.0,G. Dragić misses 2-pt jump shot from 15 ft,,57,61
230,3,10:13.0,,Defensive rebound by E. Davis,57,61
231,3,9:59.0,,Personal foul by G. Dragić (drawn by E. Davis),57,61
232,3,9:57.0,,Turnover by W. Johnson (bad pass; steal by E. Bledsoe),57,61
233,3,9:53.0,E. Bledsoe makes 2-pt dunk at rim,,59,61
234,3,9:31.0,,K. Bryant misses 2-pt jump shot from 10 ft (block by A. Len),59,61
235,3,9:29.0,Defensive rebound by P. Tucker,,59,61
236,3,9:28.0,Shooting foul by W. Johnson (drawn by E. Bledsoe),,59,61
237,3,9:28.0,E. Bledsoe makes free throw 1 of 2,,60,61
238,3,9:28.0,E. Bledsoe makes free throw 2 of 2,,61,61
239,3,9:19.0,,W. Johnson misses 2-pt jump shot from 17 ft,61,61
240,3,9:17.0,Defensive rebound by M. Morris,,61,61
241,3,9:15.0,Turnover by M. Morris (bad pass; steal by R. Price),,61,61
242,3,9:09.0,,E. Davis makes 2-pt layup from 2 ft (assist by R. Price),61,63
243,3,8:54.0,M. Morris misses 3-pt jump shot from 26 ft,,61,63
244,3,8:53.0,,Defensive rebound by K. Bryant,61,63
245,3,8:32.0,,K. Bryant misses 2-pt jump shot from 11 ft,61,63
246,3,8:31.0,Defensive rebound by A. Len,,61,63
247,3,8:24.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,61,63
248,3,8:23.0,,Defensive rebound by E. Davis,61,63
249,3,8:15.0,,R. Price misses 2-pt layup from 1 ft (block by E. Bledsoe),61,63
250,3,8:15.0,,Offensive rebound by Team,61,63
251,3,8:15.0,,Violation by Team (jump ball),61,63
252,3,8:15.0,,Turnover by J. Hill (jump ball violation.),61,63
253,3,7:54.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Tucker),,63,63
254,3,7:30.0,,Turnover by J. Hill (lost ball; steal by A. Len),63,63
255,3,7:24.0,G. Dragić makes 2-pt jump shot from 4 ft,,65,63
256,3,7:07.0,,Turnover by K. Bryant (bad pass; steal by G. Dragić),65,63
257,3,7:04.0,A. Len makes 2-pt dunk at rim (assist by M. Morris),,67,63
258,3,6:45.0,,J. Hill misses 2-pt jump shot from 19 ft,67,63
259,3,6:43.0,Defensive rebound by M. Morris,,67,63
260,3,6:39.0,P. Tucker misses 2-pt jump shot from 18 ft,,67,63
261,3,6:39.0,Offensive rebound by Team,,67,63
262,3,6:36.0,Shooting foul by E. Davis (drawn by M. Morris),,67,63
263,3,6:36.0,M. Morris misses free throw 1 of 2,,67,63
264,3,6:36.0,Offensive rebound by Team,,67,63
265,3,6:36.0,M. Morris makes free throw 2 of 2,,68,63
266,3,6:23.0,,Shooting foul by A. Len (drawn by J. Hill),68,63
267,3,6:23.0,,J. Hill misses free throw 1 of 2,68,63
268,3,6:23.0,,Offensive rebound by Team,68,63
269,3,6:23.0,,J. Hill makes free throw 2 of 2,68,64
270,3,6:11.0,G. Dragić makes 3-pt jump shot from 26 ft,,71,64
271,3,5:56.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by J. Hill),71,67
272,3,5:34.0,G. Dragić makes 2-pt layup from 1 ft,,73,67
273,3,5:07.0,,R. Price makes 2-pt layup from 1 ft,73,69
274,3,4:58.0,G. Dragić misses 2-pt jump shot from 12 ft,,73,69
275,3,4:56.0,,Defensive rebound by K. Bryant,73,69
276,3,4:51.0,,E. Davis makes 2-pt layup from 1 ft (assist by K. Bryant),73,71
277,3,4:25.0,M. Morris makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),,75,71
278,3,4:12.0,,Shooting foul by A. Len (drawn by E. Davis),75,71
279,3,4:12.0,,LA Lakers full timeout,75,71
280,3,4:12.0,M. Plumlee enters the game for A. Len,,75,71
281,3,4:12.0,G. Green enters the game for G. Dragić,,75,71
282,3,4:12.0,,C. Boozer enters the game for J. Hill,75,71
283,3,4:12.0,,E. Davis misses free throw 1 of 2,75,71
284,3,4:12.0,,Offensive rebound by Team,75,71
285,3,4:12.0,,E. Davis misses free throw 2 of 2,75,71
286,3,4:11.0,Defensive rebound by E. Bledsoe,,75,71
287,3,3:46.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,75,71
288,3,3:45.0,,Defensive rebound by K. Bryant,75,71
289,3,3:40.0,,K. Bryant makes 3-pt jump shot from 26 ft,75,74
290,3,3:19.0,G. Green misses 2-pt layup from 2 ft (block by W. Johnson),,75,74
291,3,3:19.0,Offensive rebound by Team,,75,74
292,3,3:19.0,M. Morris enters the game for M. Morris,,75,74
293,3,3:19.0,,N. Young enters the game for R. Price,75,74
294,3,3:19.0,,J. Lin enters the game for W. Johnson,75,74
295,3,3:15.0,M. Morris misses 2-pt jump shot from 19 ft,,75,74
296,3,3:12.0,Offensive rebound by G. Green,,75,74
297,3,3:10.0,G. Green misses 2-pt jump shot from 5 ft,,75,74
298,3,3:09.0,Offensive rebound by M. Plumlee,,75,74
299,3,3:08.0,M. Plumlee makes 2-pt layup from 1 ft,,77,74
300,3,2:55.0,,K. Bryant makes 2-pt jump shot from 15 ft,77,76
301,3,2:41.0,E. Bledsoe makes 2-pt layup from 1 ft,,79,76
302,3,2:41.0,Shooting foul by E. Davis (drawn by E. Bledsoe),,79,76
303,3,2:41.0,Phoenix full timeout,,79,76
304,3,2:41.0,,W. Ellington enters the game for K. Bryant,79,76
305,3,2:41.0,E. Bledsoe makes free throw 1 of 1,,80,76
306,3,2:29.0,,J. Lin misses 2-pt jump shot from 2 ft,80,76
307,3,2:27.0,Defensive rebound by P. Tucker,,80,76
308,3,2:14.0,G. Green makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,83,76
309,3,1:59.0,,N. Young makes 2-pt jump shot from 17 ft,83,78
310,3,1:42.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,86,78
311,3,1:25.0,,N. Young misses 2-pt jump shot from 14 ft,86,78
312,3,1:24.0,Defensive rebound by M. Plumlee,,86,78
313,3,1:11.0,Turnover by E. Bledsoe (bad pass; steal by C. Boozer),,86,78
314,3,1:05.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by W. Ellington),86,81
315,3,0:38.0,E. Bledsoe makes 2-pt jump shot from 16 ft (assist by M. Morris),,88,81
316,3,0:34.0,Offensive charge foul by J. Lin (drawn by E. Bledsoe),,88,81
317,3,0:34.0,,Turnover by J. Lin (offensive foul),88,81
318,3,0:34.0,I. Thomas enters the game for P. Tucker,,88,81
319,3,0:12.0,Turnover by M. Plumlee (bad pass; steal by E. Davis),,88,81
320,3,0:03.0,,N. Young misses 3-pt jump shot from 26 ft,88,81
321,3,0:01.0,,Offensive rebound by E. Davis,88,81
322,4,11:49.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by I. Thomas),,91,81
323,4,11:40.0,,Turnover by W. Ellington (bad pass),91,81
324,4,11:31.0,G. Green makes 3-pt jump shot from 25 ft (assist by I. Thomas),,94,81
325,4,11:10.0,,J. Lin makes 2-pt jump shot from 9 ft,94,83
326,4,10:46.0,G. Green misses 3-pt jump shot from 28 ft,,94,83
327,4,10:45.0,,Defensive rebound by W. Ellington,94,83
328,4,10:31.0,,R. Sacre misses 2-pt jump shot from 8 ft,94,83
329,4,10:30.0,Defensive rebound by G. Dragić,,94,83
330,4,10:21.0,M. Plumlee makes 2-pt layup from 2 ft (assist by G. Dragić),,96,83
331,4,10:00.0,,C. Boozer makes 2-pt jump shot from 10 ft,96,85
332,4,9:40.0,M. Morris makes 2-pt jump shot from 19 ft,,98,85
333,4,9:18.0,,N. Young misses 2-pt jump shot from 12 ft,98,85
334,4,9:16.0,Defensive rebound by M. Morris,,98,85
335,4,9:07.0,G. Dragić misses 3-pt jump shot from 26 ft,,98,85
336,4,9:06.0,,Defensive rebound by C. Boozer,98,85
337,4,8:58.0,Official timeout,,98,85
338,4,8:44.0,,N. Young misses 3-pt jump shot from 26 ft,98,85
339,4,8:42.0,Defensive rebound by G. Green,,98,85
340,4,8:38.0,Turnover by G. Green (traveling),,98,85
341,4,8:30.0,,Personal foul by M. Morris (drawn by C. Boozer),98,85
342,4,8:23.0,,J. Lin makes 2-pt layup from 2 ft,98,87
343,4,8:04.0,I. Thomas misses 2-pt layup from 1 ft (block by J. Lin),,98,87
344,4,8:03.0,,Defensive rebound by J. Lin,98,87
345,4,7:43.0,,C. Boozer misses 2-pt layup from 2 ft,98,87
346,4,7:42.0,Defensive rebound by M. Plumlee,,98,87
347,4,7:30.0,M. Morris misses 2-pt jump shot from 17 ft,,98,87
348,4,7:29.0,,Defensive rebound by W. Ellington,98,87
349,4,7:14.0,,N. Young makes 2-pt layup from 1 ft,98,89
350,4,6:52.0,G. Green misses 2-pt dunk at rim,,98,89
351,4,6:50.0,,Defensive rebound by J. Lin,98,89
352,4,6:45.0,,W. Ellington makes 2-pt layup from 1 ft (assist by J. Lin),98,91
353,4,6:44.0,Phoenix full timeout,,98,91
354,4,6:44.0,Technical foul by M. Morris,,98,91
355,4,6:44.0,,K. Bryant enters the game for W. Ellington,98,91
356,4,6:44.0,E. Bledsoe enters the game for M. Plumlee,,98,91
357,4,6:44.0,A. Len enters the game for I. Thomas,,98,91
358,4,6:44.0,M. Morris enters the game for M. Morris,,98,91
359,4,6:44.0,,N. Young makes technical free throw,98,92
360,4,6:20.0,Turnover by Team (shot clock),,98,92
361,4,6:05.0,,N. Young makes 2-pt jump shot from 17 ft,98,94
362,4,5:47.0,M. Morris makes 2-pt jump shot from 14 ft (assist by G. Dragić),,100,94
363,4,5:47.0,Shooting foul by C. Boozer (drawn by M. Morris),,100,94
364,4,5:47.0,,E. Davis enters the game for R. Sacre,100,94
365,4,5:47.0,P. Tucker enters the game for G. Green,,100,94
366,4,5:47.0,M. Morris misses free throw 1 of 1,,100,94
367,4,5:45.0,,Defensive rebound by C. Boozer,100,94
368,4,5:28.0,,J. Lin makes 3-pt jump shot from 25 ft,100,97
369,4,5:11.0,E. Bledsoe misses 2-pt layup from 2 ft,,100,97
370,4,5:09.0,Offensive rebound by A. Len,,100,97
371,4,5:09.0,A. Len makes 2-pt dunk at rim,,102,97
372,4,4:59.0,,Turnover by K. Bryant (bad pass; steal by E. Bledsoe),102,97
373,4,4:56.0,Shooting foul by J. Lin (drawn by G. Dragić),,102,97
374,4,4:56.0,G. Dragić makes free throw 1 of 2,,103,97
375,4,4:56.0,G. Dragić makes free throw 2 of 2,,104,97
376,4,4:42.0,,K. Bryant misses 3-pt jump shot from 26 ft,104,97
377,4,4:41.0,Defensive rebound by A. Len,,104,97
378,4,4:28.0,Personal foul by C. Boozer (drawn by A. Len),,104,97
379,4,4:28.0,,W. Johnson enters the game for C. Boozer,104,97
380,4,4:17.0,P. Tucker makes 2-pt jump shot from 19 ft (assist by M. Morris),,106,97
381,4,4:04.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by K. Bryant),106,100
382,4,3:46.0,Turnover by M. Morris (lost ball; steal by J. Lin),,106,100
383,4,3:29.0,,N. Young misses 2-pt dunk at rim (block by A. Len),106,100
384,4,3:29.0,,Offensive rebound by Team,106,100
385,4,3:26.0,,W. Johnson makes 3-pt jump shot from 24 ft (assist by K. Bryant),106,103
