,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,SAN ANTONIO_ACTION,SACRAMENTO_SCORE,SAN ANTONIO_SCORE
74,1,3:40.0,,M. Ginóbili misses 2-pt layup at rim (block by D. Cousins),18,18
75,1,3:40.0,,Offensive rebound by Team,18,18
76,1,3:35.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by P. Mills),18,20
77,1,3:10.0,D. Cousins misses 2-pt layup from 1 ft,,18,20
78,1,3:09.0,Offensive rebound by R. McCallum,,18,20
79,1,3:09.0,O. Casspi enters the game for R. Gay,,18,20
80,1,3:09.0,Turnover by R. McCallum (lost ball; steal by A. Baynes),,18,20
81,1,2:57.0,,P. Mills misses 2-pt jump shot from 19 ft,18,20
82,1,2:56.0,Defensive rebound by R. McCallum,,18,20
83,1,2:48.0,D. Williams makes 3-pt jump shot from 22 ft (assist by R. McCallum),,21,20
84,1,2:29.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,21,20
85,1,2:28.0,Defensive rebound by O. Casspi,,21,20
86,1,2:16.0,R. McCallum misses 2-pt jump shot from 7 ft (block by M. Ginóbili),,21,20
87,1,2:15.0,,Defensive rebound by M. Ginóbili,21,20
88,1,2:08.0,,A. Baynes makes 2-pt hook shot from 4 ft (assist by K. Leonard),21,22
89,1,1:52.0,Shooting foul by K. Leonard (drawn by D. Williams),,21,22
90,1,1:52.0,D. Williams makes free throw 1 of 2,,22,22
91,1,1:52.0,,M. Belinelli enters the game for K. Leonard,22,22
92,1,1:52.0,A. Miller enters the game for R. McCallum,,22,22
93,1,1:52.0,J. Thompson enters the game for D. Cousins,,22,22
94,1,1:52.0,D. Williams makes free throw 2 of 2,,23,22
95,1,1:30.0,,A. Baynes misses 2-pt jump shot from 13 ft,23,22
96,1,1:29.0,Defensive rebound by J. Thompson,,23,22
97,1,1:15.0,J. Thompson misses 2-pt jump shot from 5 ft,,23,22
98,1,1:14.0,,Defensive rebound by A. Baynes,23,22
99,1,1:13.0,,Turnover by A. Baynes (bad pass; steal by B. McLemore),23,22
100,1,1:08.0,Shooting block foul by A. Baynes (drawn by D. Williams),,23,22
101,1,1:08.0,D. Williams makes free throw 1 of 2,,24,22
102,1,1:08.0,N. Stauskas enters the game for B. McLemore,,24,22
103,1,1:08.0,D. Williams makes free throw 2 of 2,,25,22
104,1,1:00.0,,P. Mills makes 2-pt jump shot from 18 ft,25,24
105,1,0:44.0,D. Williams misses 2-pt jump shot from 19 ft,,25,24
106,1,0:43.0,,Defensive rebound by P. Mills,25,24
107,1,0:35.0,,B. Diaw misses 3-pt jump shot from 25 ft,25,24
108,1,0:34.0,,Offensive rebound by P. Mills,25,24
109,1,0:14.0,,Turnover by M. Ginóbili (lost ball; steal by J. Thompson),25,24
110,1,0:09.0,A. Miller makes 2-pt layup at rim (assist by N. Stauskas),,27,24
111,1,0:00.0,,M. Belinelli makes 2-pt jump shot from 22 ft,27,26
112,2,11:40.0,O. Casspi misses 2-pt jump shot from 9 ft,,27,26
113,2,11:39.0,,Defensive rebound by B. Diaw,27,26
114,2,11:24.0,,P. Mills misses 3-pt jump shot from 23 ft,27,26
115,2,11:22.0,Defensive rebound by A. Miller,,27,26
116,2,11:18.0,O. Casspi makes 2-pt dunk at rim (assist by A. Miller),,29,26
117,2,11:00.0,,Turnover by A. Baynes (lost ball; steal by A. Miller),29,26
118,2,10:43.0,J. Thompson misses 2-pt jump shot from 16 ft,,29,26
119,2,10:42.0,,Defensive rebound by M. Ginóbili,29,26
120,2,10:33.0,,B. Diaw makes 2-pt jump shot from 20 ft (assist by M. Ginóbili),29,28
121,2,10:14.0,J. Thompson misses 2-pt jump shot from 4 ft,,29,28
122,2,10:14.0,Offensive rebound by Team,,29,28
123,2,10:14.0,,T. Parker enters the game for P. Mills,29,28
124,2,10:14.0,,D. Green enters the game for M. Ginóbili,29,28
125,2,10:14.0,R. Gay enters the game for D. Williams,,29,28
126,2,10:14.0,,K. Leonard enters the game for M. Belinelli,29,28
127,2,10:06.0,R. Gay misses 3-pt jump shot from 22 ft,,29,28
128,2,10:04.0,,Defensive rebound by B. Diaw,29,28
129,2,9:52.0,,Shooting foul by N. Stauskas (drawn by D. Green),29,28
130,2,9:52.0,,D. Green makes free throw 1 of 2,29,29
131,2,9:52.0,,D. Green makes free throw 2 of 2,29,30
132,2,9:42.0,A. Miller misses 2-pt jump shot from 15 ft,,29,30
133,2,9:40.0,,Defensive rebound by Team,29,30
134,2,9:40.0,Loose ball foul by J. Thompson (drawn by A. Baynes),,29,30
135,2,9:40.0,,M. Belinelli enters the game for B. Diaw,29,30
136,2,9:19.0,,M. Belinelli misses 2-pt jump shot from 7 ft,29,30
137,2,9:18.0,Defensive rebound by J. Thompson,,29,30
138,2,9:10.0,N. Stauskas misses 3-pt jump shot from 24 ft,,29,30
139,2,9:08.0,,Defensive rebound by K. Leonard,29,30
140,2,8:58.0,,K. Leonard misses 3-pt jump shot from 24 ft,29,30
141,2,8:53.0,Defensive rebound by Team,,29,30
142,2,8:53.0,Official timeout,,29,30
143,2,8:53.0,,T. Splitter enters the game for A. Baynes,29,30
144,2,8:36.0,R. Gay misses 2-pt jump shot from 10 ft,,29,30
145,2,8:34.0,,Defensive rebound by D. Green,29,30
146,2,8:20.0,,D. Green makes 3-pt jump shot from 25 ft (assist by M. Belinelli),29,33
147,2,8:05.0,J. Thompson makes 2-pt dunk at rim (assist by A. Miller),,31,33
148,2,7:55.0,B. McLemore enters the game for N. Stauskas,,31,33
149,2,7:55.0,D. Cousins enters the game for J. Thompson,,31,33
150,2,7:47.0,,Def 3 sec tech foul by B. McLemore,31,33
151,2,7:47.0,,D. Green makes technical free throw,31,34
152,2,7:39.0,,T. Parker makes 2-pt jump shot from 17 ft,31,36
153,2,7:27.0,Turnover by A. Miller (lost ball; steal by K. Leonard),,31,36
154,2,7:24.0,,Shooting foul by D. Cousins (drawn by K. Leonard),31,36
155,2,7:24.0,,K. Leonard misses free throw 1 of 2,31,36
156,2,7:24.0,,Offensive rebound by Team,31,36
157,2,7:24.0,,K. Leonard makes free throw 2 of 2,31,37
158,2,7:13.0,Personal foul by T. Splitter (drawn by D. Cousins),,31,37
159,2,7:13.0,R. McCallum enters the game for A. Miller,,31,37
160,2,7:04.0,R. Gay makes 2-pt jump shot from 6 ft,,33,37
161,2,6:48.0,,M. Belinelli misses 3-pt jump shot from 26 ft,33,37
162,2,6:45.0,Defensive rebound by R. McCallum,,33,37
163,2,6:39.0,Offensive foul by D. Cousins (drawn by T. Splitter),,33,37
164,2,6:39.0,Turnover by D. Cousins (offensive foul),,33,37
165,2,6:39.0,Violation by Team (delay of game),,33,37
166,2,6:39.0,,T. Duncan enters the game for T. Splitter,33,37
167,2,6:39.0,J. Thompson enters the game for D. Cousins,,33,37
168,2,6:29.0,,T. Duncan misses 2-pt layup at rim,33,37
169,2,6:28.0,Defensive rebound by J. Thompson,,33,37
170,2,6:18.0,R. Gay misses 2-pt jump shot from 9 ft (block by K. Leonard),,33,37
171,2,6:16.0,,Defensive rebound by K. Leonard,33,37
172,2,6:11.0,,M. Belinelli misses 3-pt jump shot from 22 ft,33,37
173,2,6:10.0,,Offensive rebound by K. Leonard,33,37
174,2,6:09.0,,K. Leonard makes 2-pt dunk at rim,33,39
175,2,6:09.0,Technical foul by J. Thompson,,33,39
176,2,6:09.0,,D. Green makes technical free throw,33,40
177,2,6:00.0,Shooting foul by M. Belinelli (drawn by O. Casspi),,33,40
178,2,6:00.0,O. Casspi misses free throw 1 of 2,,33,40
179,2,6:00.0,Offensive rebound by Team,,33,40
180,2,6:00.0,,M. Ginóbili enters the game for M. Belinelli,33,40
181,2,6:00.0,O. Casspi makes free throw 2 of 2,,34,40
182,2,5:49.0,,Turnover by T. Parker (lost ball),34,40
183,2,5:49.0,,San Antonio full timeout,34,40
184,2,5:49.0,D. Williams enters the game for O. Casspi,,34,40
185,2,5:34.0,Turnover by D. Williams (bad pass),,34,40
186,2,5:17.0,,K. Leonard makes 2-pt jump shot from 12 ft,34,42
187,2,5:06.0,Shooting foul by T. Duncan (drawn by R. Gay),,34,42
188,2,5:06.0,R. Gay misses free throw 1 of 2,,34,42
189,2,5:06.0,Offensive rebound by Team,,34,42
190,2,5:06.0,R. Gay misses free throw 2 of 2,,34,42
191,2,5:05.0,,Defensive rebound by M. Ginóbili,34,42
192,2,4:52.0,,Turnover by M. Ginóbili (bad pass; steal by J. Thompson),34,42
193,2,4:46.0,Turnover by B. McLemore (lost ball; steal by D. Green),,34,42
194,2,4:38.0,,Personal block foul by R. Gay (drawn by M. Ginóbili),34,42
195,2,4:26.0,,Turnover by M. Ginóbili (bad pass; steal by R. Gay),34,42
196,2,4:22.0,R. Gay makes 2-pt dunk at rim,,36,42
197,2,4:04.0,,Shooting foul by B. McLemore (drawn by T. Duncan),36,42
198,2,4:04.0,,T. Duncan misses free throw 1 of 2,36,42
199,2,4:04.0,,Offensive rebound by Team,36,42
200,2,4:04.0,,T. Duncan makes free throw 2 of 2,36,43
201,2,3:49.0,B. McLemore misses 2-pt jump shot from 3 ft (block by T. Duncan),,36,43
202,2,3:46.0,,Defensive rebound by T. Duncan,36,43
203,2,3:37.0,,Turnover by M. Ginóbili (bad pass; steal by R. McCallum),36,43
204,2,3:32.0,D. Williams misses 2-pt layup from 2 ft (block by T. Duncan),,36,43
205,2,3:31.0,,Defensive rebound by M. Ginóbili,36,43
206,2,3:21.0,,T. Parker makes 2-pt layup from 1 ft,36,45
207,2,3:14.0,Sacramento full timeout,,36,45
208,2,2:56.0,Turnover by J. Thompson (lost ball; steal by K. Leonard),,36,45
209,2,2:53.0,,Shooting foul by D. Williams (drawn by K. Leonard),36,45
210,2,2:53.0,,K. Leonard misses free throw 1 of 2,36,45
211,2,2:53.0,,Offensive rebound by Team,36,45
212,2,2:53.0,,M. Belinelli enters the game for D. Green,36,45
213,2,2:53.0,,K. Leonard misses free throw 2 of 2,36,45
214,2,2:52.0,Defensive rebound by R. Gay,,36,45
215,2,2:32.0,R. Gay misses 2-pt jump shot from 6 ft,,36,45
216,2,2:29.0,,Defensive rebound by T. Duncan,36,45
217,2,2:11.0,,M. Ginóbili misses 2-pt layup from 1 ft,36,45
218,2,2:09.0,Defensive rebound by R. Gay,,36,45
219,2,2:04.0,R. McCallum misses 2-pt layup from 1 ft,,36,45
220,2,2:02.0,,Defensive rebound by T. Duncan,36,45
221,2,1:59.0,,Shooting foul by J. Thompson (drawn by M. Ginóbili),36,45
222,2,1:59.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by T. Duncan),36,47
223,2,1:59.0,O. Casspi enters the game for D. Williams,,36,47
224,2,1:59.0,A. Miller enters the game for R. McCallum,,36,47
225,2,1:59.0,,M. Ginóbili makes free throw 1 of 1,36,48
226,2,1:35.0,O. Casspi misses 2-pt jump shot from 3 ft,,36,48
227,2,1:31.0,,Defensive rebound by M. Ginóbili,36,48
228,2,1:26.0,Violation by J. Thompson (def goaltending),,36,48
229,2,1:26.0,,T. Duncan makes 2-pt layup at rim (assist by M. Belinelli),36,50
230,2,1:11.0,Shooting foul by M. Ginóbili (drawn by R. Gay),,36,50
231,2,1:11.0,R. Gay makes free throw 1 of 2,,37,50
232,2,1:11.0,,D. Green enters the game for M. Belinelli,37,50
233,2,1:11.0,R. Gay makes free throw 2 of 2,,38,50
234,2,1:02.0,,Turnover by M. Ginóbili (bad pass; steal by B. McLemore),38,50
235,2,0:58.0,R. Gay misses 2-pt layup at rim (block by D. Green),,38,50
236,2,0:57.0,,Defensive rebound by Team,38,50
237,2,0:40.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by T. Parker),38,53
238,2,0:22.0,R. Gay misses 2-pt jump shot from 3 ft,,38,53
239,2,0:20.0,,Defensive rebound by K. Leonard,38,53
240,2,0:17.0,Technical foul by R. Gay,,38,53
241,2,0:17.0,,D. Green makes technical free throw,38,54
242,2,0:03.0,,D. Green misses 2-pt layup from 1 ft (block by B. McLemore),38,54
243,2,0:02.0,Defensive rebound by J. Thompson,,38,54
244,3,11:39.0,Personal foul by T. Parker (drawn by R. McCallum),,38,54
245,3,11:25.0,B. McLemore misses 3-pt jump shot from 23 ft,,38,54
246,3,11:23.0,Offensive rebound by Team,,38,54
247,3,11:02.0,R. Gay misses 2-pt jump shot from 22 ft,,38,54
248,3,11:00.0,,Defensive rebound by D. Green,38,54
249,3,10:54.0,,Turnover by T. Splitter (bad pass; steal by R. McCallum),38,54
250,3,10:50.0,R. McCallum makes 2-pt layup from 1 ft,,40,54
251,3,10:33.0,,T. Parker makes 2-pt jump shot from 18 ft,40,56
252,3,10:33.0,,Shooting foul by R. McCallum (drawn by T. Parker),40,56
253,3,10:33.0,,T. Parker makes free throw 1 of 1,40,57
254,3,10:17.0,J. Thompson makes 2-pt jump shot from 12 ft,,42,57
255,3,10:07.0,,T. Splitter makes 2-pt layup from 2 ft (assist by T. Duncan),42,59
256,3,9:55.0,Personal foul by T. Splitter (drawn by R. Gay),,42,59
257,3,9:52.0,Shooting foul by T. Duncan (drawn by D. Cousins),,42,59
258,3,9:52.0,D. Cousins makes free throw 1 of 2,,43,59
259,3,9:52.0,D. Cousins makes free throw 2 of 2,,44,59
260,3,9:40.0,,T. Parker makes 2-pt jump shot from 9 ft,44,61
261,3,9:26.0,Turnover by J. Thompson (lost ball; steal by T. Parker),,44,61
262,3,9:19.0,,D. Green makes 2-pt layup at rim (assist by T. Parker),44,63
263,3,9:07.0,R. Gay misses 2-pt jump shot from 4 ft,,44,63
264,3,9:05.0,,Defensive rebound by T. Parker,44,63
265,3,8:58.0,,T. Parker makes 2-pt layup from 1 ft,44,65
266,3,8:55.0,Sacramento full timeout,,44,65
267,3,8:45.0,Turnover by D. Cousins (traveling),,44,65
268,3,8:19.0,,T. Splitter misses 2-pt jump shot from 8 ft,44,65
269,3,8:17.0,Defensive rebound by J. Thompson,,44,65
270,3,8:14.0,R. McCallum misses 2-pt jump shot from 13 ft,,44,65
271,3,8:10.0,,Defensive rebound by T. Duncan,44,65
272,3,8:05.0,,T. Parker makes 2-pt jump shot from 5 ft,44,67
273,3,7:47.0,Personal foul by T. Splitter (drawn by D. Cousins),,44,67
274,3,7:47.0,A. Miller enters the game for R. McCallum,,44,67
275,3,7:39.0,R. Gay makes 2-pt dunk at rim (assist by A. Miller),,46,67
276,3,7:26.0,,T. Parker misses 2-pt jump shot from 19 ft,46,67
277,3,7:24.0,Defensive rebound by D. Cousins,,46,67
278,3,7:11.0,B. McLemore makes 2-pt dunk at rim (assist by R. Gay),,48,67
279,3,7:11.0,,San Antonio full timeout,48,67
280,3,6:58.0,,K. Leonard misses 3-pt jump shot from 26 ft,48,67
281,3,6:54.0,Defensive rebound by A. Miller,,48,67
282,3,6:45.0,R. Gay misses 2-pt layup from 2 ft,,48,67
283,3,6:44.0,,Defensive rebound by T. Splitter,48,67
284,3,6:36.0,,T. Splitter misses 2-pt layup at rim (block by D. Cousins),48,67
285,3,6:33.0,Defensive rebound by A. Miller,,48,67
286,3,6:17.0,Shooting foul by T. Duncan (drawn by D. Cousins),,48,67
287,3,6:17.0,D. Cousins misses free throw 1 of 2,,48,67
288,3,6:17.0,Offensive rebound by Team,,48,67
289,3,6:17.0,D. Williams enters the game for J. Thompson,,48,67
290,3,6:17.0,D. Cousins makes free throw 2 of 2,,49,67
291,3,6:06.0,,D. Green makes 3-pt jump shot from 23 ft (assist by T. Duncan),49,70
292,3,5:48.0,Personal foul by T. Duncan (drawn by D. Cousins),,49,70
293,3,5:48.0,D. Cousins misses free throw 1 of 2,,49,70
294,3,5:48.0,Offensive rebound by Team,,49,70
295,3,5:48.0,,M. Ginóbili enters the game for T. Duncan,49,70
296,3,5:48.0,D. Cousins misses free throw 2 of 2,,49,70
297,3,5:47.0,,Defensive rebound by K. Leonard,49,70
298,3,5:39.0,,T. Parker misses 2-pt jump shot from 16 ft,49,70
299,3,5:37.0,Defensive rebound by R. Gay,,49,70
300,3,5:31.0,D. Cousins makes 2-pt layup from 1 ft (assist by A. Miller),,51,70
301,3,5:12.0,,Shooting foul by D. Williams (drawn by T. Parker),51,70
302,3,5:12.0,,T. Parker makes free throw 1 of 2,51,71
303,3,5:12.0,,T. Parker makes free throw 2 of 2,51,72
304,3,4:53.0,D. Cousins makes 2-pt layup from 1 ft,,53,72
305,3,4:34.0,,T. Parker misses 3-pt jump shot from 23 ft,53,72
306,3,4:32.0,,Offensive rebound by T. Splitter,53,72
307,3,4:31.0,,T. Splitter makes 2-pt layup at rim,53,74
308,3,4:17.0,Shooting foul by D. Green (drawn by B. McLemore),,53,74
309,3,4:17.0,B. McLemore misses free throw 1 of 2,,53,74
310,3,4:17.0,Offensive rebound by Team,,53,74
311,3,4:17.0,,P. Mills enters the game for T. Parker,53,74
312,3,4:17.0,,A. Baynes enters the game for T. Splitter,53,74
313,3,4:17.0,,M. Belinelli enters the game for D. Green,53,74
314,3,4:17.0,O. Casspi enters the game for R. Gay,,53,74
315,3,4:17.0,B. McLemore misses free throw 2 of 2,,53,74
316,3,4:16.0,,Defensive rebound by A. Baynes,53,74
317,3,4:15.0,,Personal foul by D. Cousins (drawn by A. Baynes),53,74
318,3,4:05.0,,K. Leonard makes 2-pt dunk at rim,53,76
319,3,3:45.0,D. Cousins misses 2-pt layup from 2 ft,,53,76
320,3,3:43.0,Offensive rebound by Team,,53,76
321,3,3:32.0,Shooting foul by M. Ginóbili (drawn by D. Williams),,53,76
322,3,3:32.0,D. Williams makes free throw 1 of 2,,54,76
323,3,3:32.0,,B. Diaw enters the game for K. Leonard,54,76
324,3,3:32.0,D. Williams makes free throw 2 of 2,,55,76
325,3,3:17.0,,M. Ginóbili makes 2-pt jump shot from 19 ft,55,78
326,3,2:55.0,Shooting foul by M. Belinelli (drawn by B. McLemore),,55,78
327,3,2:55.0,B. McLemore makes free throw 1 of 2,,56,78
328,3,2:55.0,B. McLemore makes free throw 2 of 2,,57,78
329,3,2:43.0,,Turnover by M. Ginóbili (bad pass; steal by D. Cousins),57,78
330,3,2:37.0,Turnover by O. Casspi (lost ball),,57,78
331,3,2:26.0,,M. Ginóbili misses 2-pt layup from 1 ft,57,78
332,3,2:24.0,,Offensive rebound by A. Baynes,57,78
333,3,2:05.0,,A. Baynes misses 2-pt jump shot from 7 ft,57,78
334,3,2:02.0,Defensive rebound by Team,,57,78
335,3,1:46.0,D. Cousins misses 2-pt jump shot from 9 ft,,57,78
336,3,1:44.0,Offensive rebound by B. McLemore,,57,78
337,3,1:43.0,Turnover by B. McLemore (bad pass; steal by M. Ginóbili),,57,78
338,3,1:40.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),57,81
339,3,1:21.0,Shooting block foul by A. Baynes (drawn by D. Williams),,57,81
340,3,1:21.0,D. Williams makes free throw 1 of 2,,58,81
341,3,1:21.0,R. Hollins enters the game for D. Cousins,,58,81
342,3,1:21.0,N. Stauskas enters the game for B. McLemore,,58,81
343,3,1:21.0,D. Williams makes free throw 2 of 2,,59,81
344,3,1:15.0,,P. Mills misses 2-pt jump shot from 15 ft,59,81
345,3,1:13.0,Defensive rebound by D. Williams,,59,81
346,3,0:52.0,Personal block foul by P. Mills (drawn by A. Miller),,59,81
347,3,0:52.0,A. Miller makes free throw 1 of 2,,60,81
348,3,0:52.0,A. Miller makes free throw 2 of 2,,61,81
349,3,0:34.0,,A. Baynes makes 2-pt dunk at rim (assist by M. Ginóbili),61,83
350,3,0:15.0,Turnover by A. Miller (bad pass; steal by B. Diaw),,61,83
351,3,0:02.0,Violation by R. Hollins (def goaltending),,61,83
352,3,0:02.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by M. Belinelli),61,85
353,4,11:50.0,,P. Mills misses 2-pt jump shot from 19 ft,61,85
354,4,11:48.0,,Offensive rebound by A. Baynes,61,85
355,4,11:46.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by A. Baynes),61,88
356,4,11:25.0,Turnover by R. Hollins (bad pass; steal by M. Belinelli),,61,88
357,4,11:17.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by P. Mills),61,91
358,4,10:58.0,D. Williams misses 2-pt jump shot from 20 ft,,61,91
359,4,10:55.0,,Defensive rebound by M. Ginóbili,61,91
360,4,10:45.0,,A. Baynes misses 2-pt layup from 1 ft,61,91
361,4,10:43.0,Defensive rebound by R. Hollins,,61,91
362,4,10:18.0,A. Miller misses 3-pt jump shot from 29 ft,,61,91
363,4,10:17.0,Offensive rebound by R. Hollins,,61,91
364,4,10:16.0,Shooting foul by B. Diaw (drawn by R. Hollins),,61,91
365,4,10:16.0,R. Hollins makes free throw 1 of 2,,62,91
366,4,10:16.0,,C. Joseph enters the game for M. Ginóbili,62,91
367,4,10:16.0,,J. Ayres enters the game for A. Baynes,62,91
368,4,10:16.0,R. McCallum enters the game for A. Miller,,62,91
369,4,10:16.0,R. Hollins misses free throw 2 of 2,,62,91
370,4,10:15.0,,Defensive rebound by J. Ayres,62,91
371,4,10:00.0,,B. Diaw misses 2-pt hook shot from 7 ft,62,91
372,4,9:59.0,Defensive rebound by R. Hollins,,62,91
373,4,9:47.0,N. Stauskas misses 3-pt jump shot from 25 ft,,62,91
374,4,9:46.0,,Defensive rebound by B. Diaw,62,91
375,4,9:37.0,,J. Ayres makes 2-pt dunk at rim (assist by B. Diaw),62,93
376,4,9:37.0,,Shooting foul by R. Hollins (drawn by J. Ayres),62,93
377,4,9:37.0,B. McLemore enters the game for D. Williams,,62,93
378,4,9:37.0,,J. Ayres makes free throw 1 of 1,62,94
379,4,9:21.0,O. Casspi misses 2-pt jump shot from 5 ft,,62,94
380,4,9:19.0,,Defensive rebound by B. Diaw,62,94
381,4,9:09.0,,P. Mills misses 3-pt jump shot from 24 ft,62,94
382,4,9:07.0,Defensive rebound by O. Casspi,,62,94
383,4,8:58.0,R. Hollins misses 2-pt jump shot from 4 ft (block by M. Belinelli),,62,94
384,4,8:57.0,Offensive rebound by Team,,62,94
385,4,8:57.0,Official timeout,,62,94
386,4,8:46.0,O. Casspi makes 2-pt layup from 1 ft,,64,94
387,4,8:30.0,,C. Joseph makes 2-pt jump shot from 11 ft,64,96
388,4,8:13.0,O. Casspi misses 2-pt jump shot from 3 ft,,64,96
