,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
120,1,0:00.0,R. McCallum misses 3-pt jump shot from 27 ft,,32,14
121,1,0:00.0,Offensive rebound by Team,,32,14
122,2,11:51.0,Turnover by R. McCallum (bad pass; steal by D. Harris),,32,14
123,2,11:50.0,,Personal foul by R. McCallum (drawn by D. Harris),32,14
124,2,11:39.0,,D. Harris makes 2-pt jump shot from 17 ft,32,16
125,2,11:14.0,R. McCallum makes 3-pt jump shot from 22 ft (assist by N. Stauskas),,35,16
126,2,11:00.0,,J. Barea misses 2-pt layup at rim,35,16
127,2,10:58.0,Defensive rebound by R. Evans,,35,16
128,2,10:45.0,O. Casspi makes 2-pt jump shot from 13 ft,,37,16
129,2,10:45.0,Shooting foul by J. Barea (drawn by O. Casspi),,37,16
130,2,10:45.0,O. Casspi makes free throw 1 of 1,,38,16
131,2,10:36.0,,D. Harris makes 2-pt layup at rim,38,18
132,2,10:10.0,Shooting foul by D. Nowitzki (drawn by C. Landry),,38,18
133,2,10:10.0,C. Landry makes free throw 1 of 2,,39,18
134,2,10:10.0,,M. Ellis enters the game for J. Barea,39,18
135,2,10:10.0,,C. Parsons enters the game for D. Nowitzki,39,18
136,2,10:10.0,C. Landry makes free throw 2 of 2,,40,18
137,2,9:57.0,,B. Wright makes 2-pt layup at rim (assist by M. Ellis),40,20
138,2,9:33.0,C. Landry makes 2-pt layup from 1 ft (assist by R. McCallum),,42,20
139,2,9:12.0,,M. Ellis misses 2-pt jump shot from 17 ft,42,20
140,2,9:11.0,Defensive rebound by O. Casspi,,42,20
141,2,8:58.0,Personal foul by C. Parsons (drawn by O. Casspi),,42,20
142,2,8:58.0,Official timeout,,42,20
143,2,8:58.0,,T. Chandler enters the game for B. Wright,42,20
144,2,8:46.0,C. Landry makes 2-pt jump shot from 7 ft (assist by O. Casspi),,44,20
145,2,8:26.0,,J. Crowder misses 3-pt jump shot from 22 ft,44,20
146,2,8:24.0,,Offensive rebound by M. Ellis,44,20
147,2,8:22.0,,Personal foul by R. Evans (drawn by T. Chandler),44,20
148,2,8:09.0,,J. Crowder makes 2-pt jump shot from 20 ft,44,22
149,2,8:09.0,,Away from play foul by C. Landry (drawn by T. Chandler),44,22
150,2,8:09.0,Technical foul by C. Landry,,44,22
151,2,8:09.0,,M. Ellis misses technical free throw,44,22
152,2,8:09.0,,Offensive rebound by Team,44,22
153,2,8:09.0,,T. Chandler misses free throw 1 of 1,44,22
154,2,8:09.0,Defensive rebound by C. Landry,,44,22
155,2,7:57.0,R. McCallum misses 2-pt jump shot from 19 ft,,44,22
156,2,7:56.0,,Defensive rebound by D. Harris,44,22
157,2,7:48.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Crowder),44,25
158,2,7:45.0,Sacramento full timeout,,44,25
159,2,7:45.0,R. Sessions enters the game for R. Evans,,44,25
160,2,7:45.0,D. Cousins enters the game for R. McCallum,,44,25
161,2,7:31.0,Offensive foul by C. Landry (drawn by J. Crowder),,44,25
162,2,7:31.0,Turnover by C. Landry (offensive foul),,44,25
163,2,7:20.0,,M. Ellis misses 2-pt jump shot from 15 ft,44,25
164,2,7:19.0,Defensive rebound by O. Casspi,,44,25
165,2,7:12.0,Shooting foul by D. Harris (drawn by C. Landry),,44,25
166,2,7:12.0,C. Landry makes free throw 1 of 2,,45,25
167,2,7:12.0,,J. Nelson enters the game for D. Harris,45,25
168,2,7:12.0,,D. Nowitzki enters the game for J. Crowder,45,25
169,2,7:12.0,C. Landry makes free throw 2 of 2,,46,25
170,2,6:59.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by T. Chandler),46,27
171,2,6:43.0,R. Sessions makes 2-pt jump shot from 6 ft (assist by D. Cousins),,48,27
172,2,6:43.0,Shooting foul by D. Nowitzki (drawn by R. Sessions),,48,27
173,2,6:43.0,B. McLemore enters the game for C. Landry,,48,27
174,2,6:43.0,D. Williams enters the game for N. Stauskas,,48,27
175,2,6:43.0,R. Sessions makes free throw 1 of 1,,49,27
176,2,6:38.0,,Personal foul by D. Williams (drawn by D. Nowitzki),49,27
177,2,6:38.0,R. Gay enters the game for O. Casspi,,49,27
178,2,6:33.0,,Personal foul by D. Williams (drawn by D. Nowitzki),49,27
179,2,6:33.0,,D. Nowitzki makes free throw 1 of 2,49,28
180,2,6:33.0,,D. Nowitzki makes free throw 2 of 2,49,29
181,2,6:10.0,D. Williams misses 2-pt jump shot from 13 ft,,49,29
182,2,6:09.0,,Defensive rebound by C. Parsons,49,29
183,2,6:04.0,,Shooting foul by D. Williams (drawn by D. Nowitzki),49,29
184,2,6:04.0,,D. Nowitzki makes free throw 1 of 2,49,30
185,2,6:04.0,R. Hollins enters the game for D. Williams,,49,30
186,2,6:04.0,,D. Nowitzki makes free throw 2 of 2,49,31
187,2,5:41.0,B. McLemore misses 3-pt jump shot from 23 ft,,49,31
188,2,5:40.0,,Defensive rebound by D. Nowitzki,49,31
189,2,5:34.0,,C. Parsons misses 2-pt jump shot from 3 ft,49,31
190,2,5:32.0,Defensive rebound by B. McLemore,,49,31
191,2,5:11.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Gay),,52,31
192,2,5:06.0,,Dallas full timeout,52,31
193,2,4:55.0,,Shooting foul by D. Cousins (drawn by T. Chandler),52,31
194,2,4:55.0,,T. Chandler makes free throw 1 of 2,52,32
195,2,4:55.0,J. Thompson enters the game for D. Cousins,,52,32
196,2,4:55.0,,T. Chandler makes free throw 2 of 2,52,33
197,2,4:44.0,R. Gay misses 2-pt jump shot from 6 ft,,52,33
198,2,4:43.0,,Defensive rebound by Team,52,33
199,2,4:35.0,,C. Parsons misses 2-pt jump shot from 10 ft,52,33
200,2,4:34.0,,Offensive rebound by C. Parsons,52,33
201,2,4:33.0,,C. Parsons makes 2-pt layup from 2 ft,52,35
202,2,4:14.0,R. Gay misses 3-pt jump shot from 24 ft,,52,35
203,2,4:13.0,,Defensive rebound by J. Nelson,52,35
204,2,4:04.0,,Shooting foul by R. Hollins (drawn by T. Chandler),52,35
205,2,4:04.0,,T. Chandler makes free throw 1 of 2,52,36
206,2,4:04.0,,T. Chandler makes free throw 2 of 2,52,37
207,2,3:54.0,Offensive foul by R. Hollins (drawn by T. Chandler),,52,37
208,2,3:54.0,Turnover by R. Hollins (offensive foul),,52,37
209,2,3:46.0,,C. Parsons makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),52,40
210,2,3:45.0,Sacramento full timeout,,52,40
211,2,3:28.0,R. Gay makes 2-pt jump shot from 10 ft,,54,40
212,2,3:18.0,,Offensive foul by M. Ellis (drawn by R. Hollins),54,40
213,2,3:18.0,,Turnover by M. Ellis (offensive foul),54,40
214,2,3:18.0,,D. Harris enters the game for M. Ellis,54,40
215,2,2:59.0,R. Sessions misses 2-pt jump shot from 10 ft,,54,40
216,2,2:58.0,,Defensive rebound by T. Chandler,54,40
217,2,2:40.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),54,43
218,2,2:17.0,B. McLemore misses 3-pt jump shot from 23 ft,,54,43
219,2,2:16.0,,Defensive rebound by T. Chandler,54,43
220,2,2:07.0,,Personal foul by R. Hollins (drawn by D. Nowitzki),54,43
221,2,2:07.0,,D. Nowitzki makes free throw 1 of 2,54,44
222,2,2:07.0,,D. Nowitzki makes free throw 2 of 2,54,45
223,2,1:49.0,B. McLemore misses 2-pt jump shot from 20 ft,,54,45
224,2,1:49.0,Offensive rebound by Team,,54,45
225,2,1:49.0,,Loose ball foul by D. Harris (drawn by J. Thompson),54,45
226,2,1:49.0,J. Thompson misses free throw 1 of 2,,54,45
227,2,1:49.0,Offensive rebound by Team,,54,45
228,2,1:49.0,J. Thompson misses free throw 2 of 2,,54,45
229,2,1:48.0,,Defensive rebound by C. Parsons,54,45
230,2,1:30.0,,J. Nelson misses 3-pt jump shot from 25 ft,54,45
231,2,1:29.0,,Offensive rebound by C. Parsons,54,45
232,2,1:27.0,,C. Parsons misses 2-pt jump shot from 6 ft,54,45
233,2,1:26.0,Defensive rebound by J. Thompson,,54,45
234,2,1:10.0,,Offensive charge foul by R. Gay (drawn by C. Parsons),54,45
235,2,1:10.0,Turnover by R. Gay (offensive foul),,54,45
236,2,0:47.0,,Turnover by D. Nowitzki (lost ball; steal by R. Hollins),54,45
237,2,0:41.0,R. Gay misses 3-pt jump shot from 24 ft,,54,45
238,2,0:39.0,,Defensive rebound by D. Nowitzki,54,45
239,2,0:31.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Nelson),54,48
240,2,0:09.0,R. Gay makes 3-pt jump shot from 25 ft,,57,48
241,2,0:01.0,,C. Parsons misses 3-pt jump shot from 23 ft,57,48
242,2,0:01.0,Defensive rebound by J. Thompson,,57,48
243,2,0:00.0,J. Thompson misses 3-pt jump shot from 82 ft,,57,48
244,2,0:00.0,Offensive rebound by Team,,57,48
245,3,11:47.0,Turnover by R. Gay (lost ball),,57,48
246,3,11:36.0,,T. Chandler misses 2-pt jump shot from 18 ft,57,48
247,3,11:35.0,Defensive rebound by D. Cousins,,57,48
248,3,11:23.0,J. Thompson misses 2-pt jump shot from 19 ft,,57,48
249,3,11:22.0,,Defensive rebound by J. Nelson,57,48
250,3,11:12.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Nelson),57,50
251,3,10:52.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by R. Gay),,60,50
252,3,10:38.0,,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by J. Nelson),60,52
253,3,10:20.0,D. Cousins misses 2-pt jump shot from 8 ft (block by T. Chandler),,60,52
254,3,10:18.0,,Defensive rebound by D. Nowitzki,60,52
255,3,10:06.0,,C. Parsons misses 3-pt jump shot from 24 ft,60,52
256,3,10:06.0,,Offensive rebound by J. Nelson,60,52
257,3,10:02.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,60,52
258,3,10:01.0,Defensive rebound by B. McLemore,,60,52
259,3,9:57.0,,Violation by M. Ellis (kicked ball),60,52
260,3,9:45.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by J. Thompson),,63,52
261,3,9:26.0,,C. Parsons misses 3-pt jump shot from 24 ft,63,52
262,3,9:25.0,Defensive rebound by J. Thompson,,63,52
263,3,9:19.0,Personal foul by J. Nelson (drawn by R. Gay),,63,52
264,3,9:15.0,R. Gay misses 2-pt jump shot from 19 ft,,63,52
265,3,9:14.0,,Defensive rebound by T. Chandler,63,52
266,3,9:06.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),63,54
267,3,8:47.0,B. McLemore misses 3-pt jump shot from 24 ft,,63,54
268,3,8:46.0,,Defensive rebound by M. Ellis,63,54
269,3,8:39.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Nelson),63,57
270,3,8:37.0,Sacramento full timeout,,63,57
271,3,8:29.0,Shooting block foul by J. Nelson (drawn by R. Sessions),,63,57
272,3,8:29.0,R. Sessions makes free throw 1 of 2,,64,57
273,3,8:29.0,R. Sessions makes free throw 2 of 2,,65,57
274,3,8:14.0,,C. Parsons makes 2-pt layup from 1 ft,65,59
275,3,7:57.0,D. Cousins misses 2-pt jump shot from 3 ft,,65,59
276,3,7:56.0,,Defensive rebound by T. Chandler,65,59
277,3,7:42.0,,Personal foul by R. Sessions (drawn by D. Nowitzki),65,59
278,3,7:32.0,,C. Parsons makes 3-pt jump shot from 22 ft (assist by J. Nelson),65,62
279,3,7:10.0,R. Sessions makes 2-pt jump shot from 22 ft,,67,62
280,3,6:56.0,,J. Nelson misses 2-pt layup from 3 ft,67,62
281,3,6:55.0,,Offensive rebound by T. Chandler,67,62
282,3,6:55.0,,T. Chandler makes 2-pt dunk at rim,67,64
283,3,6:40.0,B. McLemore misses 3-pt jump shot from 24 ft,,67,64
284,3,6:39.0,,Defensive rebound by T. Chandler,67,64
285,3,6:33.0,,M. Ellis makes 2-pt layup from 2 ft,67,66
286,3,6:13.0,,Offensive charge foul by D. Cousins (drawn by T. Chandler),67,66
287,3,6:13.0,Turnover by D. Cousins (offensive foul),,67,66
288,3,6:13.0,,B. Wright enters the game for D. Nowitzki,67,66
289,3,6:13.0,C. Landry enters the game for D. Cousins,,67,66
290,3,6:13.0,R. Evans enters the game for J. Thompson,,67,66
291,3,6:03.0,,Shooting foul by B. McLemore (drawn by M. Ellis),67,66
292,3,6:03.0,,M. Ellis misses free throw 1 of 2,67,66
293,3,6:03.0,,Offensive rebound by Team,67,66
294,3,6:03.0,,M. Ellis makes free throw 2 of 2,67,67
295,3,5:46.0,R. Gay misses 2-pt jump shot from 10 ft,,67,67
296,3,5:44.0,,Defensive rebound by T. Chandler,67,67
297,3,5:37.0,,M. Ellis makes 2-pt layup from 2 ft,67,69
298,3,5:37.0,Sacramento full timeout,,67,69
299,3,5:18.0,R. Gay misses 2-pt layup at rim (block by B. Wright),,67,69
300,3,5:18.0,,Defensive rebound by Team,67,69
301,3,5:02.0,,M. Ellis misses 2-pt jump shot from 7 ft,67,69
302,3,5:01.0,Defensive rebound by R. Gay,,67,69
303,3,4:50.0,R. Gay makes 2-pt jump shot from 13 ft,,69,69
304,3,4:36.0,,C. Parsons misses 3-pt jump shot from 25 ft,69,69
305,3,4:35.0,Defensive rebound by R. Sessions,,69,69
306,3,4:27.0,Turnover by R. Sessions (bad pass),,69,69
307,3,4:27.0,,D. Harris enters the game for J. Nelson,69,69
308,3,4:17.0,,Shooting foul by R. Sessions (drawn by D. Harris),69,69
309,3,4:17.0,,D. Harris makes free throw 1 of 2,69,70
310,3,4:17.0,,D. Harris makes free throw 2 of 2,69,71
311,3,3:58.0,,D. Nowitzki enters the game for T. Chandler,69,71
312,3,3:52.0,Turnover by R. Gay (lost ball; steal by M. Ellis),,69,71
313,3,3:42.0,,D. Harris misses 3-pt jump shot from 26 ft,69,71
314,3,3:41.0,Defensive rebound by Team,,69,71
315,3,3:17.0,C. Landry misses 2-pt jump shot from 3 ft (block by B. Wright),,69,71
316,3,3:16.0,Offensive rebound by R. Gay,,69,71
317,3,3:16.0,Turnover by Team (shot clock),,69,71
318,3,3:03.0,,C. Parsons misses 2-pt jump shot from 6 ft,69,71
319,3,3:02.0,Defensive rebound by R. Evans,,69,71
320,3,2:54.0,Shooting foul by C. Parsons (drawn by R. Gay),,69,71
321,3,2:54.0,R. Gay misses free throw 1 of 2,,69,71
322,3,2:54.0,Offensive rebound by Team,,69,71
323,3,2:54.0,,A. Aminu enters the game for C. Parsons,69,71
324,3,2:54.0,R. Gay makes free throw 2 of 2,,70,71
325,3,2:41.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,70,71
326,3,2:40.0,Defensive rebound by R. Sessions,,70,71
327,3,2:33.0,R. Sessions misses 2-pt jump shot from 17 ft,,70,71
328,3,2:32.0,,Defensive rebound by D. Harris,70,71
329,3,2:27.0,,M. Ellis makes 2-pt layup from 1 ft (assist by D. Harris),70,73
330,3,2:13.0,Turnover by R. Gay (bad pass),,70,73
331,3,2:13.0,,Dallas full timeout,70,73
332,3,2:13.0,R. McCallum enters the game for R. Sessions,,70,73
333,3,2:02.0,,Turnover by M. Ellis (lost ball; steal by R. Gay),70,73
334,3,2:01.0,Turnover by R. Gay (lost ball),,70,73
335,3,1:50.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,70,73
336,3,1:49.0,Defensive rebound by R. Evans,,70,73
337,3,1:27.0,R. McCallum misses 2-pt jump shot from 18 ft,,70,73
338,3,1:26.0,,Defensive rebound by A. Aminu,70,73
339,3,1:22.0,,B. Wright makes 2-pt dunk at rim (assist by D. Harris),70,75
340,3,1:06.0,Personal foul by A. Aminu (drawn by R. Gay),,70,75
341,3,0:56.0,R. Evans misses 2-pt jump shot from 7 ft (block by A. Aminu),,70,75
342,3,0:54.0,Offensive rebound by R. Evans,,70,75
343,3,0:52.0,C. Landry misses 2-pt jump shot from 6 ft (block by M. Ellis),,70,75
344,3,0:52.0,Offensive rebound by Team,,70,75
345,3,0:52.0,Turnover by Team (shot clock),,70,75
346,3,0:32.0,,A. Aminu misses 3-pt jump shot from 23 ft,70,75
347,3,0:31.0,Defensive rebound by R. Evans,,70,75
348,3,0:07.0,R. Gay misses 2-pt jump shot from 13 ft,,70,75
349,3,0:06.0,Offensive rebound by R. Gay,,70,75
350,3,0:05.0,R. Gay makes 2-pt jump shot from 10 ft,,72,75
351,3,0:02.0,,Personal take foul by R. McCallum (drawn by D. Harris),72,75
352,3,0:02.0,,C. Parsons enters the game for A. Aminu,72,75
353,3,0:01.0,,M. Ellis makes 3-pt jump shot from 26 ft (assist by C. Parsons),72,78
354,4,11:40.0,,B. Wright makes 2-pt dunk at rim (assist by D. Harris),72,80
355,4,11:20.0,Shooting foul by B. Wright (drawn by C. Landry),,72,80
356,4,11:20.0,C. Landry makes free throw 1 of 2,,73,80
357,4,11:20.0,C. Landry misses free throw 2 of 2,,73,80
358,4,11:20.0,Offensive rebound by D. Cousins,,73,80
359,4,11:20.0,,Loose ball foul by T. Chandler (drawn by D. Cousins),73,80
360,4,11:04.0,Turnover by O. Casspi (bad pass; steal by M. Ellis),,73,80
361,4,11:00.0,,M. Ellis makes 2-pt layup at rim,73,82
362,4,10:34.0,Turnover by D. Cousins (lost ball; steal by T. Chandler),,73,82
363,4,10:33.0,,Personal foul by O. Casspi (drawn by A. Aminu),73,82
364,4,10:25.0,,D. Harris misses 2-pt jump shot from 3 ft,73,82
365,4,10:23.0,Defensive rebound by Team,,73,82
366,4,10:10.0,O. Casspi misses 2-pt jump shot from 6 ft (block by T. Chandler),,73,82
367,4,10:06.0,Offensive rebound by D. Cousins,,73,82
368,4,10:06.0,D. Cousins makes 2-pt layup from 2 ft,,75,82
369,4,10:00.0,,Dallas full timeout,75,82
370,4,10:00.0,,J. Nelson enters the game for D. Harris,75,82
371,4,9:39.0,,C. Parsons enters the game for A. Aminu,75,82
372,4,9:36.0,,M. Ellis misses 3-pt jump shot from 25 ft,75,82
373,4,9:35.0,Defensive rebound by D. Cousins,,75,82
374,4,9:21.0,Personal foul by T. Chandler (drawn by D. Cousins),,75,82
375,4,9:21.0,,D. Nowitzki enters the game for B. Wright,75,82
376,4,9:12.0,N. Stauskas misses 3-pt jump shot from 24 ft,,75,82
377,4,9:12.0,,Defensive rebound by Team,75,82
378,4,8:56.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by M. Ellis),75,84
379,4,8:40.0,D. Cousins misses 2-pt layup from 2 ft,,75,84
380,4,8:39.0,Offensive rebound by C. Landry,,75,84
381,4,8:39.0,C. Landry misses 2-pt layup from 1 ft,,75,84
382,4,8:37.0,Offensive rebound by D. Cousins,,75,84
383,4,8:36.0,Turnover by D. Cousins (lost ball; steal by C. Parsons),,75,84
384,4,8:27.0,,Shooting foul by R. McCallum (drawn by D. Nowitzki),75,84
385,4,8:27.0,,D. Nowitzki misses free throw 1 of 2,75,84
386,4,8:27.0,,Offensive rebound by Team,75,84
387,4,8:27.0,,G. Smith enters the game for T. Chandler,75,84
388,4,8:27.0,,D. Harris enters the game for M. Ellis,75,84
389,4,8:27.0,R. Gay enters the game for R. McCallum,,75,84
390,4,8:27.0,R. Sessions enters the game for O. Casspi,,75,84
