,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
0,1,11:44.0,,C. Parsons misses 2-pt jump shot from 19 ft,0,0
1,1,11:43.0,Defensive rebound by B. McLemore,,0,0
2,1,11:25.0,D. Cousins misses 2-pt layup from 3 ft (block by D. Nowitzki),,0,0
3,1,11:23.0,Offensive rebound by D. Cousins,,0,0
4,1,11:22.0,D. Cousins makes 2-pt layup from 2 ft,,2,0
5,1,11:12.0,,Personal foul by J. Thompson (drawn by D. Nowitzki),2,0
6,1,11:03.0,,M. Ellis misses 2-pt jump shot from 19 ft,2,0
7,1,11:02.0,,Offensive rebound by T. Chandler,2,0
8,1,11:02.0,Loose ball foul by D. Cousins (drawn by T. Chandler),,2,0
9,1,10:47.0,Offensive charge foul by M. Ellis (drawn by D. Cousins),,2,0
10,1,10:47.0,,Turnover by M. Ellis (offensive foul),2,0
11,1,10:38.0,Personal foul by T. Chandler (drawn by D. Cousins),,2,0
12,1,10:38.0,,G. Smith enters the game for T. Chandler,2,0
13,1,10:27.0,D. Cousins makes 2-pt hook shot from 5 ft,,4,0
14,1,10:16.0,,M. Ellis misses 3-pt jump shot from 24 ft,4,0
15,1,10:15.0,Defensive rebound by D. Cousins,,4,0
16,1,9:51.0,B. McLemore misses 2-pt jump shot from 6 ft,,4,0
17,1,9:50.0,Offensive rebound by J. Thompson,,4,0
18,1,9:50.0,J. Thompson misses 2-pt layup from 3 ft,,4,0
19,1,9:48.0,Offensive rebound by R. Sessions,,4,0
20,1,9:41.0,Personal foul by M. Ellis (drawn by D. Cousins),,4,0
21,1,9:41.0,,D. Harris enters the game for M. Ellis,4,0
22,1,9:38.0,Personal foul by C. Parsons (drawn by D. Cousins),,4,0
23,1,9:30.0,Offensive foul by J. Thompson (drawn by D. Nowitzki),,4,0
24,1,9:30.0,Turnover by J. Thompson (offensive foul),,4,0
25,1,9:30.0,C. Landry enters the game for J. Thompson,,4,0
26,1,9:19.0,,C. Parsons misses 2-pt jump shot from 6 ft,4,0
27,1,9:18.0,Defensive rebound by D. Cousins,,4,0
28,1,9:09.0,C. Landry misses 2-pt hook shot from 3 ft,,4,0
29,1,9:08.0,,Defensive rebound by J. Nelson,4,0
30,1,8:59.0,,J. Nelson misses 3-pt jump shot from 24 ft,4,0
31,1,8:57.0,Defensive rebound by R. Gay,,4,0
32,1,8:47.0,R. Gay makes 2-pt jump shot from 16 ft,,6,0
33,1,8:26.0,,D. Nowitzki misses 2-pt layup from 2 ft,6,0
34,1,8:25.0,Defensive rebound by R. Gay,,6,0
35,1,8:21.0,Shooting foul by G. Smith (drawn by R. Gay),,6,0
36,1,8:21.0,R. Gay makes free throw 1 of 2,,7,0
37,1,8:21.0,R. Gay makes free throw 2 of 2,,8,0
38,1,8:05.0,,D. Harris makes 2-pt jump shot from 23 ft,8,2
39,1,7:48.0,R. Sessions makes 2-pt jump shot from 20 ft,,10,2
40,1,7:29.0,,Personal foul by R. Sessions (drawn by D. Harris),10,2
41,1,7:19.0,,Personal foul by C. Landry (drawn by D. Nowitzki),10,2
42,1,7:14.0,,D. Harris misses 2-pt jump shot from 18 ft (block by B. McLemore),10,2
43,1,7:12.0,Defensive rebound by D. Cousins,,10,2
44,1,7:01.0,D. Cousins misses 2-pt jump shot from 22 ft,,10,2
45,1,7:01.0,,Defensive rebound by D. Nowitzki,10,2
46,1,6:52.0,,Turnover by D. Harris (bad pass),10,2
47,1,6:38.0,D. Cousins makes 2-pt layup at rim (assist by R. Gay),,12,2
48,1,6:37.0,,Dallas full timeout,12,2
49,1,6:37.0,,T. Chandler enters the game for G. Smith,12,2
50,1,6:16.0,,J. Nelson misses 2-pt jump shot from 12 ft,12,2
51,1,6:15.0,Defensive rebound by R. Gay,,12,2
52,1,6:03.0,R. Sessions makes 2-pt dunk at rim (assist by D. Cousins),,14,2
53,1,5:49.0,,J. Nelson makes 2-pt jump shot from 4 ft,14,4
54,1,5:27.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Cousins),,17,4
55,1,5:13.0,,T. Chandler misses 2-pt dunk at rim,17,4
56,1,5:12.0,Defensive rebound by Team,,17,4
57,1,5:12.0,,B. Wright enters the game for D. Nowitzki,17,4
58,1,4:57.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Gay),,20,4
59,1,4:38.0,,Turnover by T. Chandler (3 sec),20,4
60,1,4:29.0,Shooting foul by C. Parsons (drawn by R. Gay),,20,4
61,1,4:29.0,R. Gay misses free throw 1 of 2,,20,4
62,1,4:29.0,Offensive rebound by Team,,20,4
63,1,4:29.0,,A. Aminu enters the game for C. Parsons,20,4
64,1,4:29.0,R. Gay makes free throw 2 of 2,,21,4
65,1,4:06.0,,J. Nelson misses 3-pt jump shot from 24 ft,21,4
66,1,4:05.0,Defensive rebound by B. McLemore,,21,4
67,1,3:51.0,C. Landry misses 2-pt jump shot from 16 ft,,21,4
68,1,3:50.0,,Defensive rebound by J. Nelson,21,4
69,1,3:41.0,Offensive charge foul by A. Aminu (drawn by D. Cousins),,21,4
70,1,3:41.0,,Turnover by A. Aminu (offensive foul),21,4
71,1,3:21.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Gay),,24,4
72,1,3:21.0,,Dallas full timeout,24,4
73,1,3:19.0,,J. Barea enters the game for J. Nelson,24,4
74,1,3:19.0,,D. Nowitzki enters the game for B. Wright,24,4
75,1,3:03.0,,Shooting foul by D. Cousins (drawn by D. Harris),24,4
76,1,3:03.0,,D. Harris makes free throw 1 of 2,24,5
77,1,3:03.0,R. Evans enters the game for D. Cousins,,24,5
78,1,3:03.0,,D. Harris makes free throw 2 of 2,24,6
79,1,2:47.0,R. Gay makes 2-pt jump shot from 12 ft,,26,6
80,1,2:37.0,,J. Barea misses 2-pt layup from 2 ft,26,6
81,1,2:36.0,,Offensive rebound by T. Chandler,26,6
82,1,2:36.0,,T. Chandler misses 2-pt tip-in from 1 ft,26,6
83,1,2:35.0,,Offensive rebound by T. Chandler,26,6
84,1,2:35.0,,T. Chandler makes 2-pt layup from 1 ft,26,8
85,1,2:20.0,R. Sessions misses 3-pt jump shot from 25 ft,,26,8
86,1,2:18.0,,Defensive rebound by D. Nowitzki,26,8
87,1,2:03.0,,Turnover by D. Harris (bad pass; steal by B. McLemore),26,8
88,1,2:00.0,Shooting foul by J. Barea (drawn by R. Gay),,26,8
89,1,2:00.0,Sacramento full timeout,,26,8
90,1,2:00.0,,B. Wright enters the game for T. Chandler,26,8
91,1,2:00.0,R. McCallum enters the game for R. Sessions,,26,8
92,1,2:00.0,R. Gay makes free throw 1 of 2,,27,8
93,1,2:00.0,R. Gay makes free throw 2 of 2,,28,8
94,1,1:44.0,,B. Wright makes 2-pt layup at rim (assist by D. Harris),28,10
95,1,1:23.0,C. Landry misses 2-pt jump shot from 20 ft,,28,10
96,1,1:23.0,Offensive rebound by R. Evans,,28,10
97,1,1:23.0,Personal foul by B. Wright (drawn by R. Evans),,28,10
98,1,1:23.0,R. Evans makes free throw 1 of 2,,29,10
99,1,1:23.0,R. Evans misses free throw 2 of 2,,29,10
100,1,1:22.0,,Defensive rebound by A. Aminu,29,10
101,1,1:05.0,,J. Barea misses 3-pt jump shot from 25 ft,29,10
102,1,1:04.0,Defensive rebound by R. McCallum,,29,10
103,1,0:51.0,Shooting foul by A. Aminu (drawn by R. Gay),,29,10
104,1,0:51.0,,Technical foul by A. Aminu,29,10
105,1,0:51.0,R. Gay makes technical free throw,,30,10
106,1,0:51.0,R. Gay makes free throw 1 of 2,,31,10
107,1,0:51.0,,J. Crowder enters the game for A. Aminu,31,10
108,1,0:51.0,R. Gay makes free throw 2 of 2,,32,10
109,1,0:35.0,,Shooting foul by R. Evans (drawn by B. Wright),32,10
110,1,0:35.0,,B. Wright makes free throw 1 of 2,32,11
111,1,0:35.0,,B. Wright makes free throw 2 of 2,32,12
112,1,0:14.0,C. Landry misses 2-pt layup from 3 ft (block by B. Wright),,32,12
113,1,0:13.0,Offensive rebound by C. Landry,,32,12
114,1,0:10.0,R. McCallum misses 2-pt layup at rim,,32,12
115,1,0:08.0,,Defensive rebound by D. Nowitzki,32,12
116,1,0:04.0,,Shooting foul by R. McCallum (drawn by J. Barea),32,12
117,1,0:04.0,,J. Barea makes free throw 1 of 2,32,13
118,1,0:04.0,,G. Smith enters the game for B. Wright,32,13
119,1,0:04.0,,J. Barea makes free throw 2 of 2,32,14
