,QUARTER,TIME_REMAINING,PHOENIX_ACTION,TORONTO_ACTION,PHOENIX_SCORE,TORONTO_SCORE
383,4,6:29.0,Defensive rebound by G. Green,,83,89
384,4,6:19.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,86,89
385,4,5:56.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by K. Lowry),86,92
386,4,5:36.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by M. Morris),,88,92
387,4,5:14.0,,T. Ross misses 3-pt jump shot from 23 ft,88,92
388,4,5:14.0,Defensive rebound by I. Thomas,,88,92
389,4,5:06.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by I. Thomas),,90,92
390,4,4:45.0,,Personal foul by P. Tucker (drawn by D. DeRozan),90,92
391,4,4:45.0,Official timeout,,90,92
392,4,4:45.0,,A. Johnson enters the game for J. Valančiūnas,90,92
393,4,4:34.0,,D. DeRozan misses 2-pt jump shot from 12 ft,90,92
394,4,4:33.0,Defensive rebound by Team,,90,92
395,4,4:33.0,,Loose ball foul by A. Johnson (drawn by M. Morris),90,92
396,4,4:22.0,Turnover by E. Bledsoe (lost ball),,90,92
397,4,3:59.0,,L. Williams makes 2-pt jump shot from 6 ft,90,94
398,4,3:34.0,I. Thomas makes 3-pt jump shot from 24 ft,,93,94
399,4,3:11.0,,Turnover by L. Williams (bad pass; steal by P. Tucker),93,94
400,4,3:04.0,Shooting foul by L. Williams (drawn by E. Bledsoe),,93,94
401,4,3:04.0,E. Bledsoe makes free throw 1 of 2,,94,94
402,4,3:04.0,E. Bledsoe makes free throw 2 of 2,,95,94
403,4,2:52.0,,D. DeRozan misses 2-pt layup from 2 ft,95,94
404,4,2:52.0,,Offensive rebound by Team,95,94
405,4,2:52.0,Loose ball foul by P. Tucker (drawn by D. DeRozan),,95,94
406,4,2:52.0,Phoenix full timeout,,95,94
407,4,2:52.0,,P. Patterson enters the game for L. Williams,95,94
408,4,2:45.0,,D. DeRozan makes 2-pt jump shot from 15 ft (assist by K. Lowry),95,96
409,4,2:28.0,G. Green misses 3-pt jump shot from 24 ft,,95,96
410,4,2:27.0,,Defensive rebound by Team,95,96
411,4,2:27.0,Loose ball foul by E. Bledsoe (drawn by K. Lowry),,95,96
412,4,2:09.0,,K. Lowry makes 2-pt layup from 1 ft,95,98
413,4,1:52.0,Shooting foul by K. Lowry (drawn by E. Bledsoe),,95,98
414,4,1:52.0,E. Bledsoe makes 2-pt layup from 1 ft,,97,98
415,4,1:52.0,E. Bledsoe makes free throw 1 of 1,,98,98
416,4,1:39.0,,D. DeRozan misses 2-pt jump shot from 18 ft,98,98
417,4,1:38.0,Defensive rebound by G. Green,,98,98
418,4,1:16.0,Offensive foul by G. Green (drawn by P. Patterson),,98,98
419,4,1:16.0,Turnover by G. Green (offensive foul),,98,98
420,4,1:16.0,,Toronto full timeout,98,98
421,4,1:05.0,,K. Lowry misses 2-pt jump shot from 20 ft,98,98
422,4,1:04.0,,Offensive rebound by P. Patterson,98,98
423,4,0:53.0,,K. Lowry misses 2-pt jump shot from 2 ft,98,98
424,4,0:52.0,,Offensive rebound by D. DeRozan,98,98
425,4,0:35.0,,Personal foul by G. Green (drawn by P. Patterson),98,98
426,4,0:35.0,,P. Patterson makes free throw 1 of 2,98,99
427,4,0:35.0,,P. Patterson makes free throw 2 of 2,98,100
428,4,0:35.0,Phoenix full timeout,,98,100
429,4,0:23.0,Turnover by I. Thomas (lost ball; steal by K. Lowry),,98,100
430,4,0:15.0,,Personal foul by I. Thomas (drawn by D. DeRozan),98,100
431,4,0:15.0,,D. DeRozan makes free throw 1 of 2,98,101
432,4,0:15.0,,D. DeRozan makes free throw 2 of 2,98,102
433,4,0:09.0,Shooting block foul by T. Ross (drawn by E. Bledsoe),,98,102
434,4,0:09.0,E. Bledsoe makes free throw 1 of 2,,99,102
435,4,0:09.0,E. Bledsoe makes free throw 2 of 2,,100,102
436,4,0:05.0,,Personal foul by I. Thomas (drawn by D. DeRozan),100,102
437,4,0:05.0,,D. DeRozan makes free throw 1 of 2,100,103
438,4,0:05.0,,D. DeRozan makes free throw 2 of 2,100,104
439,4,0:05.0,Phoenix full timeout,,100,104
440,4,0:04.0,Turnover by G. Green (lost ball),,100,104
