,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,SAN ANTONIO_ACTION,MINNESOTA_SCORE,SAN ANTONIO_SCORE
0,1,11:33.0,T. Young makes 2-pt jump shot from 17 ft,,2,0
1,1,11:12.0,,T. Duncan misses 2-pt layup from 1 ft,2,0
2,1,11:11.0,Defensive rebound by Z. LaVine,,2,0
3,1,10:59.0,Turnover by A. Wiggins (traveling),,2,0
4,1,10:36.0,,M. Bonner makes 2-pt jump shot from 22 ft (assist by D. Green),2,2
5,1,10:14.0,A. Wiggins misses 2-pt layup from 2 ft (block by T. Duncan),,2,2
6,1,10:12.0,,Defensive rebound by T. Duncan,2,2
7,1,9:57.0,,Turnover by K. Leonard (bad pass),2,2
8,1,9:45.0,A. Wiggins misses 2-pt jump shot from 20 ft,,2,2
9,1,9:44.0,,Defensive rebound by Team,2,2
10,1,9:25.0,,M. Bonner misses 3-pt jump shot from 24 ft,2,2
11,1,9:24.0,,Offensive rebound by T. Duncan,2,2
12,1,9:22.0,,T. Duncan misses 2-pt layup at rim,2,2
13,1,9:21.0,,Offensive rebound by T. Duncan,2,2
14,1,9:21.0,,T. Duncan misses 2-pt tip-in at rim,2,2
15,1,9:20.0,Defensive rebound by G. Dieng,,2,2
16,1,9:09.0,Z. LaVine misses 2-pt jump shot from 17 ft,,2,2
17,1,9:08.0,,Defensive rebound by K. Leonard,2,2
18,1,8:59.0,,D. Green makes 2-pt layup from 2 ft (assist by T. Duncan),2,4
19,1,8:34.0,Shooting foul by K. Leonard (drawn by Z. LaVine),,2,4
20,1,8:34.0,Z. LaVine misses free throw 1 of 2,,2,4
21,1,8:34.0,Offensive rebound by Team,,2,4
22,1,8:34.0,Z. LaVine makes free throw 2 of 2,,3,4
23,1,8:08.0,,D. Green misses 2-pt jump shot from 11 ft (block by T. Young),3,4
24,1,8:07.0,Defensive rebound by G. Dieng,,3,4
25,1,8:02.0,A. Wiggins makes 2-pt layup from 2 ft (assist by T. Young),,5,4
26,1,7:52.0,,Turnover by K. Leonard (bad pass; steal by G. Dieng),5,4
27,1,7:42.0,T. Young misses 2-pt jump shot from 6 ft,,5,4
28,1,7:41.0,,Defensive rebound by D. Green,5,4
29,1,7:34.0,,M. Bonner makes 3-pt jump shot from 23 ft (assist by D. Green),5,7
30,1,7:12.0,Personal foul by D. Green (drawn by C. Brewer),,5,7
31,1,7:12.0,,M. Belinelli enters the game for D. Green,5,7
32,1,7:02.0,G. Dieng makes 2-pt layup from 1 ft,,7,7
33,1,6:53.0,,Personal foul by Z. LaVine (drawn by C. Joseph),7,7
34,1,6:53.0,,A. Baynes enters the game for T. Duncan,7,7
35,1,6:45.0,,C. Joseph misses 2-pt jump shot from 12 ft,7,7
36,1,6:44.0,Defensive rebound by C. Brewer,,7,7
37,1,6:38.0,C. Brewer makes 2-pt jump shot from 6 ft,,9,7
38,1,6:20.0,,A. Baynes makes 2-pt layup at rim (assist by M. Bonner),9,9
39,1,6:20.0,,Shooting foul by G. Dieng (drawn by A. Baynes),9,9
40,1,6:20.0,C. Budinger enters the game for C. Brewer,,9,9
41,1,6:20.0,,B. Diaw enters the game for M. Bonner,9,9
42,1,6:20.0,,A. Baynes makes free throw 1 of 1,9,10
43,1,6:01.0,G. Dieng misses 2-pt jump shot from 7 ft,,9,10
44,1,6:00.0,,Defensive rebound by B. Diaw,9,10
45,1,6:00.0,,Personal block foul by T. Young (drawn by C. Joseph),9,10
46,1,5:46.0,,C. Joseph makes 2-pt jump shot from 17 ft,9,12
47,1,5:33.0,T. Young makes 2-pt jump shot from 7 ft,,11,12
48,1,5:33.0,,San Antonio full timeout,11,12
49,1,5:09.0,,C. Joseph makes 2-pt jump shot from 19 ft,11,14
50,1,4:57.0,C. Budinger misses 2-pt jump shot from 17 ft,,11,14
51,1,4:56.0,,Defensive rebound by B. Diaw,11,14
52,1,4:49.0,,K. Leonard misses 2-pt jump shot from 17 ft,11,14
53,1,4:48.0,Defensive rebound by C. Budinger,,11,14
54,1,4:46.0,Turnover by C. Budinger (bad pass; steal by C. Joseph),,11,14
55,1,4:39.0,,M. Belinelli makes 3-pt jump shot from 22 ft (assist by B. Diaw),11,17
56,1,4:18.0,A. Wiggins misses 2-pt layup at rim,,11,17
57,1,4:17.0,,Defensive rebound by A. Baynes,11,17
58,1,4:00.0,,B. Diaw makes 2-pt jump shot from 23 ft (assist by M. Belinelli),11,19
59,1,3:43.0,,D. Green enters the game for K. Leonard,11,19
60,1,3:43.0,S. Muhammad enters the game for A. Wiggins,,11,19
61,1,3:43.0,Minnesota full timeout,,11,19
62,1,3:35.0,C. Budinger misses 3-pt jump shot from 24 ft,,11,19
63,1,3:34.0,Offensive rebound by S. Muhammad,,11,19
64,1,3:34.0,Shooting foul by M. Belinelli (drawn by S. Muhammad),,11,19
65,1,3:34.0,S. Muhammad makes free throw 1 of 2,,12,19
66,1,3:34.0,S. Muhammad misses free throw 2 of 2,,12,19
67,1,3:34.0,,Defensive rebound by A. Baynes,12,19
68,1,3:16.0,,M. Belinelli makes 2-pt layup at rim,12,21
69,1,2:59.0,S. Muhammad misses 2-pt layup from 2 ft,,12,21
70,1,2:58.0,Offensive rebound by G. Dieng,,12,21
71,1,2:50.0,C. Budinger misses 3-pt jump shot from 25 ft,,12,21
72,1,2:49.0,,Defensive rebound by D. Green,12,21
73,1,2:46.0,,Turnover by D. Green (bad pass; steal by T. Young),12,21
74,1,2:43.0,Shooting block foul by A. Baynes (drawn by T. Young),,12,21
75,1,2:43.0,T. Young misses free throw 1 of 2,,12,21
76,1,2:43.0,Offensive rebound by Team,,12,21
77,1,2:43.0,,K. Anderson enters the game for C. Joseph,12,21
78,1,2:43.0,T. Young makes free throw 2 of 2,,13,21
79,1,2:25.0,,Personal foul by C. Budinger (drawn by B. Diaw),13,21
80,1,2:25.0,C. Brewer enters the game for Z. LaVine,,13,21
81,1,2:10.0,,D. Green misses 3-pt jump shot from 29 ft,13,21
82,1,2:10.0,,Offensive rebound by Team,13,21
83,1,2:10.0,,Turnover by Team (shot clock),13,21
84,1,1:55.0,Personal foul by B. Diaw (drawn by G. Dieng),,13,21
85,1,1:55.0,G. Dieng makes free throw 1 of 2,,14,21
86,1,1:55.0,A. Bennett enters the game for T. Young,,14,21
87,1,1:55.0,G. Dieng makes free throw 2 of 2,,15,21
88,1,1:46.0,,M. Belinelli makes 2-pt jump shot from 8 ft (assist by B. Diaw),15,23
89,1,1:46.0,,Shooting foul by C. Brewer (drawn by M. Belinelli),15,23
90,1,1:46.0,,T. Duncan enters the game for A. Baynes,15,23
91,1,1:46.0,,M. Belinelli makes free throw 1 of 1,15,24
92,1,1:34.0,S. Muhammad makes 2-pt jump shot from 6 ft (assist by C. Brewer),,17,24
93,1,1:19.0,,T. Duncan misses 2-pt layup from 1 ft (block by G. Dieng),17,24
94,1,1:18.0,,Offensive rebound by Team,17,24
95,1,1:14.0,,T. Duncan makes 2-pt jump shot from 14 ft (assist by M. Belinelli),17,26
96,1,0:55.0,C. Budinger makes 3-pt jump shot from 25 ft (assist by G. Dieng),,20,26
97,1,0:45.0,,Shooting foul by G. Dieng (drawn by T. Duncan),20,26
98,1,0:45.0,,T. Duncan makes free throw 1 of 2,20,27
99,1,0:45.0,J. Adrien enters the game for G. Dieng,,20,27
100,1,0:45.0,,C. Joseph enters the game for K. Anderson,20,27
101,1,0:45.0,,T. Duncan makes free throw 2 of 2,20,28
102,1,0:32.0,C. Budinger misses 2-pt jump shot from 4 ft,,20,28
103,1,0:31.0,,Defensive rebound by T. Duncan,20,28
104,1,0:10.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by C. Joseph),20,31
105,1,0:02.0,C. Brewer makes 3-pt jump shot from 26 ft,,23,31
106,1,0:00.0,,B. Diaw misses 2-pt jump shot from 16 ft,23,31
107,1,0:00.0,,Offensive rebound by Team,23,31
108,2,11:43.0,,T. Duncan makes 2-pt layup at rim (assist by C. Joseph),23,33
109,2,11:28.0,Shooting foul by D. Green (drawn by S. Muhammad),,23,33
110,2,11:28.0,S. Muhammad makes 2-pt jump shot from 8 ft,,25,33
111,2,11:28.0,,K. Leonard enters the game for M. Belinelli,25,33
112,2,11:28.0,S. Muhammad makes free throw 1 of 1,,26,33
113,2,11:15.0,,C. Joseph misses 2-pt jump shot from 15 ft,26,33
114,2,11:14.0,Defensive rebound by J. Adrien,,26,33
115,2,11:07.0,Turnover by C. Brewer (bad pass),,26,33
116,2,11:07.0,A. Wiggins enters the game for C. Budinger,,26,33
117,2,10:53.0,,T. Duncan makes 2-pt jump shot from 5 ft (assist by K. Leonard),26,35
118,2,10:33.0,C. Brewer misses 3-pt jump shot from 23 ft,,26,35
119,2,10:32.0,,Defensive rebound by K. Leonard,26,35
120,2,10:18.0,,K. Leonard misses 3-pt jump shot from 24 ft,26,35
121,2,10:17.0,,Offensive rebound by T. Duncan,26,35
122,2,10:14.0,,K. Leonard makes 2-pt jump shot from 15 ft (assist by T. Duncan),26,37
123,2,10:13.0,Minnesota full timeout,,26,37
124,2,10:13.0,,M. Bonner enters the game for B. Diaw,26,37
125,2,10:01.0,A. Wiggins misses 2-pt dunk from 1 ft,,26,37
126,2,9:59.0,,Defensive rebound by T. Duncan,26,37
127,2,9:52.0,,D. Green misses 3-pt jump shot from 25 ft,26,37
128,2,9:50.0,Defensive rebound by A. Bennett,,26,37
129,2,9:43.0,S. Muhammad misses 2-pt jump shot from 10 ft (block by D. Green),,26,37
130,2,9:42.0,,Defensive rebound by C. Joseph,26,37
131,2,9:27.0,,K. Leonard makes 2-pt jump shot from 12 ft (assist by T. Duncan),26,39
132,2,9:01.0,S. Muhammad makes 3-pt jump shot from 25 ft (assist by C. Brewer),,29,39
133,2,8:53.0,,Personal foul by C. Brewer (drawn by C. Joseph),29,39
134,2,8:53.0,,M. Belinelli enters the game for D. Green,29,39
135,2,8:53.0,Z. LaVine enters the game for C. Brewer,,29,39
136,2,8:41.0,,T. Duncan misses 2-pt jump shot from 13 ft,29,39
137,2,8:40.0,Defensive rebound by A. Bennett,,29,39
138,2,8:31.0,A. Bennett makes 2-pt jump shot from 21 ft (assist by Z. LaVine),,31,39
139,2,8:18.0,,K. Leonard makes 2-pt layup from 1 ft,31,41
140,2,8:18.0,,Shooting foul by A. Bennett (drawn by K. Leonard),31,41
141,2,8:18.0,,K. Leonard makes free throw 1 of 1,31,42
142,2,8:03.0,S. Muhammad misses 2-pt jump shot from 11 ft,,31,42
143,2,8:00.0,Offensive rebound by J. Adrien,,31,42
144,2,8:00.0,Shooting foul by T. Duncan (drawn by S. Muhammad),,31,42
145,2,8:00.0,S. Muhammad misses free throw 1 of 2,,31,42
146,2,8:00.0,Offensive rebound by Team,,31,42
147,2,8:00.0,,A. Baynes enters the game for T. Duncan,31,42
148,2,8:00.0,S. Muhammad misses free throw 2 of 2,,31,42
149,2,8:00.0,,Defensive rebound by K. Leonard,31,42
150,2,7:36.0,,M. Belinelli misses 2-pt jump shot from 17 ft,31,42
151,2,7:35.0,Defensive rebound by Team,,31,42
152,2,7:35.0,,Loose ball foul by A. Baynes (drawn by J. Adrien),31,42
153,2,7:20.0,Z. LaVine makes 3-pt jump shot from 22 ft (assist by A. Bennett),,34,42
154,2,7:19.0,,San Antonio full timeout,34,42
155,2,7:05.0,,M. Belinelli misses 3-pt jump shot from 23 ft,34,42
156,2,7:04.0,Defensive rebound by A. Bennett,,34,42
157,2,6:48.0,A. Wiggins makes 2-pt hook shot from 5 ft,,36,42
158,2,6:33.0,,C. Joseph makes 2-pt layup at rim,36,44
159,2,6:33.0,,Shooting foul by J. Adrien (drawn by C. Joseph),36,44
160,2,6:33.0,G. Dieng enters the game for J. Adrien,,36,44
161,2,6:33.0,,C. Joseph makes free throw 1 of 1,36,45
162,2,6:21.0,Shooting foul by M. Bonner (drawn by A. Bennett),,36,45
163,2,6:21.0,A. Bennett makes free throw 1 of 2,,37,45
164,2,6:21.0,A. Bennett makes free throw 2 of 2,,38,45
165,2,5:57.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by K. Leonard),38,48
166,2,5:43.0,A. Bennett misses 2-pt jump shot from 22 ft,,38,48
167,2,5:42.0,,Defensive rebound by A. Baynes,38,48
168,2,5:23.0,,M. Bonner makes 3-pt jump shot from 25 ft (assist by M. Belinelli),38,51
169,2,4:57.0,Z. LaVine makes 2-pt jump shot from 22 ft,,40,51
170,2,4:29.0,,K. Leonard misses 3-pt jump shot from 25 ft,40,51
171,2,4:28.0,Defensive rebound by A. Bennett,,40,51
172,2,4:22.0,S. Muhammad makes 2-pt layup at rim (assist by Z. LaVine),,42,51
173,2,4:13.0,,Def 3 sec tech foul by G. Dieng,42,51
174,2,4:13.0,,M. Belinelli makes technical free throw,42,52
175,2,4:13.0,C. Brewer enters the game for S. Muhammad,,42,52
176,2,4:13.0,,D. Green enters the game for C. Joseph,42,52
177,2,4:03.0,,Shooting foul by A. Wiggins (drawn by K. Leonard),42,52
178,2,4:03.0,,K. Leonard makes free throw 1 of 2,42,53
179,2,4:03.0,,K. Leonard misses free throw 2 of 2,42,53
180,2,4:02.0,Defensive rebound by Z. LaVine,,42,53
181,2,3:38.0,G. Dieng misses 2-pt jump shot from 9 ft,,42,53
182,2,3:36.0,,Defensive rebound by D. Green,42,53
183,2,3:28.0,,K. Leonard makes 2-pt jump shot from 5 ft,42,55
184,2,3:07.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by Z. LaVine),,44,55
185,2,2:55.0,,M. Belinelli misses 2-pt jump shot from 21 ft,44,55
186,2,2:54.0,,Offensive rebound by D. Green,44,55
187,2,2:44.0,,Personal foul by A. Bennett (drawn by D. Green),44,55
188,2,2:44.0,Official timeout,,44,55
189,2,2:44.0,,B. Diaw enters the game for A. Baynes,44,55
190,2,2:44.0,T. Young enters the game for A. Bennett,,44,55
191,2,2:44.0,,T. Duncan enters the game for M. Bonner,44,55
192,2,2:44.0,,D. Green makes free throw 1 of 2,44,56
193,2,2:44.0,,D. Green makes free throw 2 of 2,44,57
194,2,2:33.0,Z. LaVine misses 2-pt layup from 3 ft,,44,57
195,2,2:32.0,,Defensive rebound by B. Diaw,44,57
196,2,2:21.0,,D. Green makes 3-pt jump shot from 25 ft (assist by B. Diaw),44,60
197,2,2:02.0,C. Brewer misses 2-pt jump shot from 18 ft,,44,60
198,2,2:00.0,,Defensive rebound by M. Belinelli,44,60
199,2,1:53.0,,K. Leonard makes 2-pt jump shot from 18 ft (assist by B. Diaw),44,62
200,2,1:43.0,Minnesota full timeout,,44,62
201,2,1:41.0,Turnover by A. Wiggins (bad pass; steal by D. Green),,44,62
202,2,1:37.0,,D. Green makes 2-pt dunk at rim,44,64
203,2,1:20.0,Personal foul by D. Green (drawn by T. Young),,44,64
204,2,1:20.0,T. Young makes free throw 1 of 2,,45,64
205,2,1:20.0,,C. Joseph enters the game for D. Green,45,64
206,2,1:20.0,T. Young makes free throw 2 of 2,,46,64
207,2,1:07.0,,Turnover by T. Duncan (3 sec),46,64
208,2,0:57.0,Z. LaVine misses 2-pt jump shot from 14 ft,,46,64
209,2,0:56.0,Offensive rebound by G. Dieng,,46,64
210,2,0:56.0,Shooting foul by T. Duncan (drawn by G. Dieng),,46,64
211,2,0:56.0,G. Dieng makes free throw 1 of 2,,47,64
212,2,0:56.0,G. Dieng makes free throw 2 of 2,,48,64
213,2,0:31.0,,K. Leonard misses 2-pt jump shot from 17 ft,48,64
214,2,0:30.0,,Offensive rebound by T. Duncan,48,64
215,2,0:28.0,,B. Diaw makes 2-pt layup from 1 ft (assist by T. Duncan),48,66
216,2,0:06.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by T. Young),,51,66
217,2,0:00.0,,M. Belinelli makes 2-pt jump shot from 22 ft,51,68
218,3,11:47.0,,Personal foul by A. Wiggins (drawn by K. Leonard),51,68
219,3,11:37.0,,T. Duncan makes 2-pt jump shot from 14 ft,51,70
220,3,11:20.0,C. Brewer misses 2-pt layup at rim (block by T. Duncan),,51,70
221,3,11:19.0,Offensive rebound by Team,,51,70
222,3,11:15.0,A. Wiggins misses 2-pt jump shot from 20 ft,,51,70
223,3,11:13.0,,Defensive rebound by M. Bonner,51,70
224,3,11:02.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by K. Leonard),51,73
225,3,10:39.0,T. Young makes 2-pt jump shot from 20 ft (assist by Z. LaVine),,53,73
226,3,10:29.0,,Turnover by T. Duncan (bad pass; steal by T. Young),53,73
227,3,10:23.0,C. Brewer makes 2-pt layup from 1 ft (assist by T. Young),,55,73
228,3,10:10.0,,Personal foul by C. Brewer (drawn by M. Belinelli),55,73
229,3,10:06.0,,M. Belinelli misses 2-pt jump shot from 22 ft,55,73
230,3,10:05.0,Defensive rebound by C. Brewer,,55,73
231,3,10:01.0,Shooting foul by T. Duncan (drawn by Z. LaVine),,55,73
232,3,10:01.0,Z. LaVine makes free throw 1 of 2,,56,73
233,3,10:01.0,Z. LaVine makes free throw 2 of 2,,57,73
234,3,9:42.0,,C. Joseph misses 2-pt layup from 2 ft,57,73
235,3,9:41.0,Defensive rebound by G. Dieng,,57,73
236,3,9:35.0,C. Brewer misses 3-pt jump shot from 23 ft,,57,73
237,3,9:34.0,Offensive rebound by G. Dieng,,57,73
