,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
388,4,6:12.0,,J. Dudley misses 3-pt jump shot from 23 ft,83,81
389,4,6:10.0,Defensive rebound by Z. Randolph,,83,81
390,4,6:04.0,C. Lee misses 2-pt layup at rim,,83,81
391,4,6:02.0,Offensive rebound by C. Lee,,83,81
392,4,5:58.0,T. Prince misses 3-pt jump shot from 23 ft,,83,81
393,4,5:57.0,,Defensive rebound by J. Bayless,83,81
394,4,5:47.0,,O. Mayo misses 2-pt jump shot from 20 ft,83,81
395,4,5:46.0,,Offensive rebound by J. Dudley,83,81
396,4,5:38.0,,O. Mayo misses 2-pt layup at rim,83,81
397,4,5:35.0,Defensive rebound by T. Prince,,83,81
398,4,5:16.0,M. Gasol misses 2-pt layup at rim,,83,81
399,4,5:14.0,,Defensive rebound by L. Sanders,83,81
400,4,5:08.0,,Turnover by O. Mayo (bad pass; steal by C. Lee),83,81
401,4,5:04.0,M. Conley makes 2-pt layup at rim (assist by T. Prince),,85,81
402,4,4:40.0,,G. Antetokounmpo makes 2-pt layup at rim,85,83
403,4,4:24.0,M. Conley misses 2-pt jump shot from 4 ft,,85,83
404,4,4:23.0,,Defensive rebound by L. Sanders,85,83
405,4,4:03.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,85,85
406,4,3:41.0,Z. Randolph makes 2-pt layup at rim (assist by M. Gasol),,87,85
407,4,3:23.0,,J. Bayless makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),87,88
408,4,3:01.0,Personal foul by L. Sanders (drawn by Z. Randolph),,87,88
409,4,3:01.0,,Violation by Team (jump ball),87,88
410,4,3:01.0,,Milwaukee full timeout,87,88
411,4,3:01.0,,B. Knight enters the game for J. Dudley,87,88
412,4,3:01.0,,K. Middleton enters the game for J. Bayless,87,88
413,4,2:50.0,Personal foul by G. Antetokounmpo (drawn by Z. Randolph),,87,88
414,4,2:33.0,Z. Randolph makes 2-pt jump shot from 12 ft,,89,88
415,4,2:23.0,,G. Antetokounmpo makes 2-pt jump shot from 6 ft,89,90
416,4,2:23.0,,Shooting foul by Z. Randolph (drawn by G. Antetokounmpo),89,90
417,4,2:23.0,,G. Antetokounmpo misses free throw 1 of 1,89,90
418,4,2:22.0,Defensive rebound by Z. Randolph,,89,90
419,4,2:04.0,M. Gasol misses 2-pt layup at rim,,89,90
420,4,2:02.0,,Defensive rebound by L. Sanders,89,90
421,4,1:43.0,,B. Knight misses 2-pt jump shot from 18 ft,89,90
422,4,1:42.0,Defensive rebound by C. Lee,,89,90
423,4,1:30.0,M. Conley misses 2-pt layup at rim,,89,90
424,4,1:29.0,Offensive rebound by Z. Randolph,,89,90
425,4,1:29.0,Z. Randolph makes 2-pt layup at rim,,91,90
426,4,1:14.0,,Turnover by K. Middleton (bad pass; steal by M. Gasol),91,90
427,4,0:54.0,T. Prince misses 2-pt jump shot from 19 ft,,91,90
428,4,0:53.0,,Defensive rebound by O. Mayo,91,90
429,4,0:46.0,,K. Middleton misses 2-pt layup at rim,91,90
430,4,0:45.0,Defensive rebound by M. Gasol,,91,90
431,4,0:23.0,M. Gasol misses 2-pt jump shot from 18 ft,,91,90
432,4,0:22.0,,Defensive rebound by G. Antetokounmpo,91,90
433,4,0:16.0,,L. Sanders misses 2-pt layup at rim (block by M. Gasol),91,90
434,4,0:16.0,Defensive rebound by Team,,91,90
435,4,0:16.0,,J. Dudley enters the game for L. Sanders,91,90
436,4,0:08.0,,Personal take foul by M. Conley (drawn by B. Knight),91,90
437,4,0:08.0,Personal take foul by B. Knight (drawn by M. Conley),,91,90
438,4,0:08.0,M. Conley misses free throw 1 of 2,,91,90
439,4,0:08.0,Offensive rebound by Team,,91,90
440,4,0:08.0,T. Allen enters the game for Z. Randolph,,91,90
441,4,0:08.0,,L. Sanders enters the game for G. Antetokounmpo,91,90
442,4,0:08.0,,Z. Pachulia enters the game for O. Mayo,91,90
443,4,0:08.0,M. Conley makes free throw 2 of 2,,92,90
444,4,0:08.0,,Milwaukee full timeout,92,90
445,4,0:08.0,,O. Mayo enters the game for L. Sanders,92,90
446,4,0:01.0,,B. Knight makes 2-pt layup at rim,92,92
447,4,0:01.0,,Shooting foul by C. Lee (drawn by B. Knight),92,92
448,4,0:01.0,,B. Knight makes free throw 1 of 1,92,93
449,4,0:01.0,Memphis full timeout,,92,93
450,4,0:01.0,Z. Randolph enters the game for T. Allen,,92,93
451,4,0:01.0,,G. Antetokounmpo enters the game for O. Mayo,92,93
452,4,0:01.0,,Milwaukee full timeout,92,93
453,4,0:01.0,,L. Sanders enters the game for J. Dudley,92,93
454,4,0:01.0,Memphis full timeout,,92,93
455,4,0:00.0,C. Lee misses 3-pt jump shot from 28 ft,,92,93
456,4,0:00.0,Offensive rebound by Team,,92,93
