,QUARTER,TIME_REMAINING,PHOENIX_ACTION,OKLAHOMA CITY_ACTION,PHOENIX_SCORE,OKLAHOMA CITY_SCORE
0,1,11:33.0,,Turnover by Team (shot clock),0,0
1,1,11:16.0,M. Morris makes 3-pt jump shot from 22 ft,,3,0
2,1,10:58.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by R. Westbrook),3,2
3,1,10:48.0,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,6,2
4,1,10:31.0,,S. Adams misses 2-pt jump shot from 7 ft,6,2
5,1,10:31.0,Defensive rebound by Team,,6,2
6,1,10:31.0,,Loose ball foul by S. Adams (drawn by M. Morris),6,2
7,1,10:10.0,M. Morris makes 2-pt jump shot from 9 ft,,8,2
8,1,9:56.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by A. Roberson),8,4
9,1,9:38.0,E. Bledsoe misses 2-pt jump shot from 12 ft,,8,4
10,1,9:37.0,,Defensive rebound by S. Adams,8,4
11,1,9:32.0,,R. Westbrook makes 2-pt jump shot from 14 ft,8,6
12,1,9:16.0,G. Dragić makes 3-pt jump shot from 24 ft,,11,6
13,1,9:06.0,,Personal foul by E. Bledsoe (drawn by R. Westbrook),11,6
14,1,8:58.0,,S. Adams misses 2-pt jump shot from 5 ft,11,6
15,1,8:57.0,,Offensive rebound by A. Roberson,11,6
16,1,8:57.0,,A. Roberson misses 2-pt tip-in from 2 ft,11,6
17,1,8:55.0,Defensive rebound by A. Len,,11,6
18,1,8:47.0,A. Len misses 2-pt layup at rim,,11,6
19,1,8:47.0,,Defensive rebound by Team,11,6
20,1,8:47.0,Loose ball foul by E. Bledsoe (drawn by S. Adams),,11,6
21,1,8:40.0,Violation by P. Tucker (kicked ball),,11,6
22,1,8:32.0,,R. Westbrook misses 2-pt jump shot from 13 ft,11,6
23,1,8:32.0,Defensive rebound by M. Morris,,11,6
24,1,8:18.0,M. Morris misses 2-pt jump shot from 14 ft,,11,6
25,1,8:17.0,,Defensive rebound by R. Westbrook,11,6
26,1,8:02.0,,S. Ibaka misses 2-pt jump shot from 16 ft,11,6
27,1,8:01.0,Defensive rebound by A. Len,,11,6
28,1,7:53.0,Turnover by E. Bledsoe (lost ball; steal by R. Westbrook),,11,6
29,1,7:49.0,,K. Durant makes 2-pt jump shot from 7 ft (assist by R. Westbrook),11,8
30,1,7:49.0,,Shooting foul by M. Morris (drawn by K. Durant),11,8
31,1,7:49.0,,K. Durant makes free throw 1 of 1,11,9
32,1,7:36.0,P. Tucker makes 2-pt layup from 3 ft,,13,9
33,1,7:25.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by R. Westbrook),13,12
34,1,7:08.0,P. Tucker misses 3-pt jump shot from 22 ft (block by K. Durant),,13,12
35,1,7:06.0,,Defensive rebound by K. Durant,13,12
36,1,6:50.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by K. Durant),13,15
37,1,6:38.0,G. Dragić misses 2-pt layup from 1 ft,,13,15
38,1,6:37.0,,Defensive rebound by K. Durant,13,15
39,1,6:29.0,,A. Roberson makes 2-pt layup from 2 ft (assist by K. Durant),13,17
40,1,6:28.0,Phoenix full timeout,,13,17
41,1,6:12.0,Offensive foul by M. Morris (drawn by K. Durant),,13,17
42,1,6:12.0,Turnover by M. Morris (offensive foul),,13,17
43,1,6:12.0,M. Morris enters the game for M. Morris,,13,17
44,1,6:12.0,G. Green enters the game for E. Bledsoe,,13,17
45,1,5:56.0,,S. Adams makes 2-pt dunk at rim (assist by K. Durant),13,19
46,1,5:37.0,Personal foul by R. Westbrook (drawn by G. Dragić),,13,19
47,1,5:37.0,,P. Jones enters the game for K. Durant,13,19
48,1,5:27.0,Turnover by G. Green (lost ball),,13,19
49,1,5:27.0,Violation by Team (jump ball),,13,19
50,1,5:02.0,,P. Jones misses 2-pt jump shot from 18 ft,13,19
51,1,5:01.0,,Offensive rebound by S. Adams,13,19
52,1,5:01.0,,S. Adams misses 2-pt tip-in at rim,13,19
53,1,4:59.0,Defensive rebound by A. Len,,13,19
54,1,4:48.0,G. Green makes 3-pt jump shot from 22 ft,,16,19
55,1,4:31.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by P. Jones),16,22
56,1,4:17.0,Personal foul by A. Roberson (drawn by G. Green),,16,22
57,1,4:17.0,,A. Morrow enters the game for A. Roberson,16,22
58,1,4:04.0,M. Morris misses 3-pt jump shot from 24 ft,,16,22
59,1,4:03.0,,Defensive rebound by S. Adams,16,22
60,1,3:55.0,,R. Westbrook makes 2-pt jump shot from 19 ft,16,24
61,1,3:42.0,Personal foul by P. Jones (drawn by P. Tucker),,16,24
62,1,3:35.0,G. Green makes 3-pt jump shot from 24 ft (assist by G. Dragić),,19,24
63,1,3:11.0,,R. Westbrook makes 2-pt jump shot from 3 ft,19,26
64,1,2:58.0,M. Morris makes 2-pt jump shot from 8 ft,,21,26
65,1,2:44.0,,R. Westbrook misses 2-pt jump shot from 17 ft,21,26
66,1,2:43.0,Defensive rebound by M. Morris,,21,26
67,1,2:35.0,G. Dragić makes 2-pt layup from 1 ft,,23,26
68,1,2:35.0,,Oklahoma City full timeout,23,26
69,1,2:35.0,M. Plumlee enters the game for P. Tucker,,23,26
70,1,2:35.0,I. Thomas enters the game for A. Len,,23,26
71,1,2:35.0,,R. Jackson enters the game for S. Adams,23,26
72,1,2:35.0,,K. Perkins enters the game for R. Westbrook,23,26
73,1,2:19.0,,A. Morrow misses 2-pt jump shot from 7 ft,23,26
