,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
391,4,7:32.0,,M. Gortat enters the game for K. Séraphin,80,78
392,4,7:24.0,K. Perkins makes 2-pt jump shot from 11 ft (assist by R. Jackson),,82,78
393,4,7:03.0,,B. Beal misses 2-pt jump shot from 3 ft,82,78
394,4,7:02.0,Defensive rebound by K. Perkins,,82,78
395,4,6:47.0,A. Morrow misses 3-pt jump shot from 23 ft,,82,78
396,4,6:46.0,,Defensive rebound by B. Beal,82,78
397,4,6:36.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),82,80
398,4,6:34.0,Oklahoma City full timeout,,82,80
399,4,6:34.0,R. Westbrook enters the game for D. Waiters,,82,80
400,4,6:34.0,,P. Pierce enters the game for R. Butler,82,80
401,4,6:18.0,Shooting foul by M. Gortat (drawn by K. Durant),,82,80
402,4,6:18.0,K. Durant makes free throw 1 of 2,,83,80
403,4,6:18.0,K. Durant makes free throw 2 of 2,,84,80
404,4,6:06.0,,N. Hilário misses 3-pt jump shot from 24 ft,84,80
405,4,6:05.0,Defensive rebound by R. Westbrook,,84,80
406,4,5:41.0,A. Morrow makes 3-pt jump shot from 26 ft (assist by R. Jackson),,87,80
407,4,5:30.0,,Shooting foul by K. Perkins (drawn by N. Hilário),87,80
408,4,5:30.0,,N. Hilário misses free throw 1 of 2,87,80
409,4,5:30.0,,Offensive rebound by Team,87,80
410,4,5:30.0,S. Adams enters the game for K. Perkins,,87,80
411,4,5:30.0,,N. Hilário misses free throw 2 of 2,87,80
412,4,5:28.0,,Offensive rebound by P. Pierce,87,80
413,4,5:23.0,,B. Beal misses 3-pt jump shot from 25 ft,87,80
414,4,5:21.0,Defensive rebound by S. Adams,,87,80
415,4,5:03.0,K. Durant misses 2-pt jump shot from 13 ft,,87,80
416,4,5:02.0,,Defensive rebound by J. Wall,87,80
417,4,4:51.0,,B. Beal misses 2-pt jump shot from 3 ft (block by S. Adams),87,80
418,4,4:49.0,,Offensive rebound by B. Beal,87,80
419,4,4:41.0,,J. Wall makes 2-pt layup from 2 ft,87,82
420,4,4:20.0,Personal foul by J. Wall (drawn by R. Westbrook),,87,82
421,4,4:20.0,,R. Butler enters the game for M. Gortat,87,82
422,4,4:10.0,R. Jackson misses 3-pt jump shot from 26 ft,,87,82
423,4,4:09.0,,Defensive rebound by Team,87,82
424,4,4:09.0,Loose ball foul by R. Westbrook (drawn by P. Pierce),,87,82
425,4,3:55.0,,P. Pierce misses 3-pt jump shot from 26 ft,87,82
426,4,3:54.0,Defensive rebound by R. Westbrook,,87,82
427,4,3:43.0,R. Jackson misses 3-pt jump shot from 24 ft,,87,82
428,4,3:42.0,,Defensive rebound by N. Hilário,87,82
429,4,3:37.0,,J. Wall makes 2-pt layup from 2 ft,87,84
430,4,3:13.0,Turnover by R. Westbrook (bad pass; steal by J. Wall),,87,84
431,4,3:09.0,,B. Beal misses 3-pt jump shot from 26 ft,87,84
432,4,3:06.0,,Offensive rebound by P. Pierce,87,84
433,4,3:06.0,,Washington full timeout,87,84
434,4,3:06.0,D. Waiters enters the game for R. Jackson,,87,84
435,4,3:01.0,,Personal foul by R. Westbrook (drawn by J. Wall),87,84
436,4,3:01.0,,J. Wall makes free throw 1 of 2,87,85
437,4,3:01.0,,J. Wall makes free throw 2 of 2,87,86
438,4,2:47.0,S. Adams misses 2-pt layup at rim,,87,86
439,4,2:46.0,,Defensive rebound by P. Pierce,87,86
440,4,2:39.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Wall),87,89
441,4,2:15.0,A. Morrow makes 2-pt layup at rim,,89,89
442,4,2:00.0,,P. Pierce misses 3-pt jump shot from 27 ft,89,89
443,4,1:59.0,Defensive rebound by S. Adams,,89,89
444,4,1:43.0,R. Westbrook misses 2-pt jump shot from 12 ft,,89,89
445,4,1:42.0,,Defensive rebound by P. Pierce,89,89
446,4,1:30.0,,R. Butler misses 3-pt jump shot from 23 ft,89,89
447,4,1:29.0,Defensive rebound by R. Westbrook,,89,89
448,4,1:28.0,Personal foul by J. Wall (drawn by R. Westbrook),,89,89
449,4,1:28.0,R. Westbrook makes free throw 1 of 2,,90,89
450,4,1:28.0,S. Ibaka enters the game for A. Morrow,,90,89
451,4,1:28.0,R. Westbrook misses free throw 2 of 2,,90,89
452,4,1:28.0,,Defensive rebound by R. Butler,90,89
453,4,1:26.0,,Washington full timeout,90,89
454,4,1:10.0,,B. Beal misses 2-pt jump shot from 15 ft,90,89
455,4,1:09.0,Defensive rebound by S. Ibaka,,90,89
456,4,0:50.0,K. Durant misses 3-pt jump shot from 27 ft,,90,89
457,4,0:48.0,,Defensive rebound by R. Butler,90,89
458,4,0:35.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),90,92
459,4,0:34.0,Oklahoma City full timeout,,90,92
460,4,0:34.0,A. Morrow enters the game for S. Ibaka,,90,92
461,4,0:27.0,R. Westbrook makes 2-pt layup at rim (assist by S. Adams),,92,92
462,4,0:26.0,,Washington full timeout,92,92
463,4,0:26.0,A. Roberson enters the game for A. Morrow,,92,92
464,4,0:03.0,,J. Wall misses 2-pt jump shot from 19 ft,92,92
465,4,0:02.0,,Offensive rebound by Team,92,92
466,4,0:02.0,,Turnover by Team (shot clock),92,92
467,4,0:02.0,Oklahoma City full timeout,,92,92
468,4,0:02.0,A. Morrow enters the game for A. Roberson,,92,92
469,4,0:02.0,,M. Gortat enters the game for R. Butler,92,92
470,4,0:01.0,K. Durant misses 3-pt jump shot from 28 ft,,92,92
471,4,0:00.0,Offensive rebound by Team,,92,92
472,1OT,4:47.0,,N. Hilário makes 2-pt dunk at rim (assist by B. Beal),92,94
473,1OT,4:29.0,K. Durant misses 3-pt jump shot from 26 ft,,92,94
474,1OT,4:28.0,Offensive rebound by R. Westbrook,,92,94
475,1OT,4:25.0,R. Westbrook misses 2-pt jump shot from 11 ft,,92,94
476,1OT,4:24.0,,Defensive rebound by J. Wall,92,94
477,1OT,4:12.0,,Shooting foul by S. Ibaka (drawn by N. Hilário),92,94
478,1OT,4:12.0,,N. Hilário makes free throw 1 of 2,92,95
479,1OT,4:12.0,,N. Hilário makes free throw 2 of 2,92,96
480,1OT,3:57.0,K. Durant makes 2-pt jump shot from 4 ft,,94,96
481,1OT,3:37.0,,Turnover by J. Wall (bad pass),94,96
482,1OT,3:20.0,R. Westbrook makes 2-pt jump shot from 8 ft,,96,96
483,1OT,3:03.0,,Personal foul by S. Adams (drawn by N. Hilário),96,96
484,1OT,2:56.0,,N. Hilário makes 2-pt hook shot from 4 ft,96,98
485,1OT,2:55.0,Oklahoma City full timeout,,96,98
486,1OT,2:45.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,98,98
487,1OT,2:23.0,,Personal foul by S. Adams (drawn by N. Hilário),98,98
488,1OT,2:13.0,,N. Hilário misses 2-pt layup at rim,98,98
489,1OT,2:12.0,Defensive rebound by S. Adams,,98,98
490,1OT,2:12.0,Personal foul by N. Hilário (drawn by S. Adams),,98,98
491,1OT,2:01.0,R. Westbrook makes 2-pt jump shot from 12 ft,,100,98
492,1OT,2:00.0,,Washington full timeout,100,98
493,1OT,1:36.0,,J. Wall misses 2-pt jump shot from 22 ft,100,98
494,1OT,1:36.0,,Offensive rebound by Team,100,98
495,1OT,1:36.0,,Turnover by Team (shot clock),100,98
496,1OT,1:26.0,D. Waiters misses 3-pt jump shot from 26 ft,,100,98
497,1OT,1:25.0,,Defensive rebound by N. Hilário,100,98
498,1OT,1:15.0,,J. Wall makes 2-pt jump shot from 22 ft,100,100
499,1OT,0:59.0,R. Westbrook misses 2-pt jump shot from 18 ft,,100,100
500,1OT,0:58.0,,Defensive rebound by Team,100,100
501,1OT,0:58.0,Loose ball foul by S. Adams (drawn by N. Hilário),,100,100
502,1OT,0:58.0,,N. Hilário makes free throw 1 of 2,100,101
503,1OT,0:58.0,,N. Hilário misses free throw 2 of 2,100,101
504,1OT,0:58.0,Defensive rebound by S. Adams,,100,101
505,1OT,0:36.0,K. Durant makes 3-pt jump shot from 26 ft,,103,101
506,1OT,0:35.0,,Washington full timeout,103,101
507,1OT,0:35.0,,R. Butler enters the game for M. Gortat,103,101
508,1OT,0:35.0,A. Roberson enters the game for S. Ibaka,,103,101
509,1OT,0:23.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Wall),103,103
510,1OT,0:23.0,Violation by A. Roberson (def goaltending),,103,103
511,1OT,0:23.0,Oklahoma City full timeout,,103,103
512,1OT,0:23.0,S. Ibaka enters the game for A. Roberson,,103,103
513,1OT,0:04.0,Personal take foul by P. Pierce (drawn by K. Durant),,103,103
514,1OT,0:04.0,Oklahoma City full timeout,,103,103
515,1OT,0:04.0,A. Morrow enters the game for S. Ibaka,,103,103
516,1OT,0:01.0,R. Westbrook makes 2-pt layup at rim (assist by A. Morrow),,105,103
517,1OT,0:01.0,,Washington full timeout,105,103
518,1OT,0:01.0,,A. Miller enters the game for R. Butler,105,103
519,1OT,0:01.0,A. Roberson enters the game for S. Adams,,105,103
520,1OT,0:01.0,S. Ibaka enters the game for A. Morrow,,105,103
521,1OT,0:00.0,,J. Wall misses 3-pt jump shot from 38 ft,105,103
522,1OT,0:00.0,,Offensive rebound by Team,105,103
