,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,OKLAHOMA CITY_ACTION,WASHINGTON_SCORE,OKLAHOMA CITY_SCORE
388,4,2:22.0,Turnover by N. Hilário (bad pass; steal by S. Ibaka),,97,102
389,4,2:05.0,,S. Ibaka misses 3-pt jump shot from 22 ft,97,102
390,4,2:04.0,Defensive rebound by P. Pierce,,97,102
391,4,1:59.0,B. Beal misses 3-pt jump shot from 24 ft,,97,102
392,4,1:58.0,,Defensive rebound by K. Durant,97,102
393,4,1:42.0,,K. Durant makes 2-pt layup from 2 ft (assist by R. Westbrook),97,104
394,4,1:42.0,,Shooting foul by P. Pierce (drawn by K. Durant),97,104
395,4,1:42.0,Official timeout,,97,104
396,4,1:42.0,R. Butler enters the game for N. Hilário,,97,104
397,4,1:42.0,,A. Roberson enters the game for K. Perkins,97,104
398,4,1:42.0,,K. Durant makes free throw 1 of 1,97,105
399,4,1:30.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,99,105
400,4,1:09.0,,K. Durant misses 2-pt jump shot from 17 ft,99,105
401,4,1:07.0,Defensive rebound by P. Pierce,,99,105
402,4,1:02.0,B. Beal makes 3-pt jump shot from 22 ft (assist by J. Wall),,102,105
403,4,1:02.0,,Oklahoma City full timeout,102,105
404,4,1:02.0,,A. Morrow enters the game for A. Roberson,102,105
405,4,0:42.0,,R. Westbrook misses 2-pt jump shot from 10 ft,102,105
406,4,0:41.0,Defensive rebound by B. Beal,,102,105
407,4,0:29.0,Turnover by J. Wall (bad pass; steal by R. Westbrook),,102,105
408,4,0:26.0,,R. Westbrook misses 2-pt layup from 1 ft,102,105
409,4,0:24.0,,Offensive rebound by S. Ibaka,102,105
410,4,0:23.0,,S. Ibaka makes 2-pt layup from 1 ft,102,107
411,4,0:23.0,Washington full timeout,,102,107
412,4,0:23.0,,A. Roberson enters the game for A. Morrow,102,107
413,4,0:16.0,J. Wall misses 3-pt jump shot from 24 ft,,102,107
414,4,0:15.0,,Defensive rebound by R. Westbrook,102,107
415,4,0:13.0,,Personal take foul by R. Butler (drawn by R. Westbrook),102,107
416,4,0:13.0,,R. Westbrook makes free throw 1 of 2,102,108
417,4,0:13.0,,R. Westbrook makes free throw 2 of 2,102,109
418,4,0:13.0,Washington full timeout,,102,109
419,4,0:06.0,Personal foul by R. Westbrook (drawn by J. Wall),,102,109
420,4,0:06.0,,I. Smith enters the game for K. Durant,102,109
421,4,0:06.0,,G. Jerrett enters the game for S. Ibaka,102,109
422,4,0:06.0,,J. Lamb enters the game for R. Westbrook,102,109
423,4,0:03.0,R. Butler misses 3-pt jump shot from 24 ft,,102,109
424,4,0:02.0,,Defensive rebound by I. Smith,102,109
