,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:48.0,,Turnover by K. Durant (bad pass; steal by T. Evans),0,0
1,1,11:31.0,Turnover by A. Davis (lost ball; steal by S. Adams),,0,0
2,1,11:25.0,,K. Durant misses 3-pt jump shot from 24 ft,0,0
3,1,11:22.0,Defensive rebound by A. Davis,,0,0
4,1,11:09.0,A. Davis makes 2-pt jump shot from 18 ft (assist by T. Evans),,2,0
5,1,10:57.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by K. Durant),2,2
6,1,10:41.0,Turnover by E. Gordon (bad pass; steal by R. Westbrook),,2,2
7,1,10:33.0,,S. Adams makes 2-pt layup from 2 ft (assist by K. Durant),2,4
8,1,10:33.0,,Shooting foul by Ö. Aşık (drawn by S. Adams),2,4
9,1,10:33.0,,S. Adams makes free throw 1 of 1,2,5
10,1,10:18.0,T. Evans makes 2-pt layup from 2 ft,,4,5
11,1,9:56.0,,A. Roberson misses 3-pt jump shot from 22 ft,4,5
12,1,9:54.0,Defensive rebound by A. Davis,,4,5
13,1,9:48.0,E. Gordon misses 2-pt layup from 1 ft (block by S. Ibaka),,4,5
14,1,9:46.0,,Defensive rebound by R. Westbrook,4,5
15,1,9:36.0,,S. Ibaka makes 2-pt jump shot from 10 ft (assist by R. Westbrook),4,7
16,1,9:15.0,D. Cunningham makes 2-pt jump shot from 4 ft (assist by A. Davis),,6,7
17,1,8:59.0,,K. Durant makes 2-pt jump shot from 23 ft,6,9
18,1,8:37.0,T. Evans misses 3-pt jump shot from 24 ft,,6,9
19,1,8:36.0,,Defensive rebound by A. Roberson,6,9
20,1,8:21.0,,Turnover by S. Adams (bad pass; steal by E. Gordon),6,9
21,1,8:07.0,Turnover by T. Evans (bad pass; steal by A. Roberson),,6,9
22,1,7:45.0,,R. Westbrook misses 2-pt jump shot from 13 ft,6,9
23,1,7:45.0,Defensive rebound by Ö. Aşık,,6,9
24,1,7:27.0,Turnover by T. Evans (lost ball),,6,9
25,1,7:12.0,,S. Ibaka misses 2-pt jump shot from 17 ft,6,9
26,1,7:11.0,Defensive rebound by Ö. Aşık,,6,9
27,1,6:55.0,,Violation by R. Westbrook (kicked ball),6,9
28,1,6:47.0,D. Cunningham misses 3-pt jump shot from 23 ft,,6,9
29,1,6:46.0,,Defensive rebound by A. Roberson,6,9
30,1,6:37.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by R. Westbrook),6,12
31,1,6:15.0,A. Davis misses 2-pt jump shot from 17 ft,,6,12
32,1,6:14.0,,Defensive rebound by S. Ibaka,6,12
33,1,5:55.0,,S. Ibaka makes 2-pt hook shot from 3 ft,6,14
34,1,5:54.0,New Orleans full timeout,,6,14
35,1,5:41.0,Personal foul by S. Adams (drawn by A. Davis),,6,14
36,1,5:34.0,A. Davis misses 2-pt jump shot from 4 ft (block by K. Durant),,6,14
37,1,5:32.0,Offensive rebound by A. Davis,,6,14
38,1,5:31.0,A. Davis misses 2-pt layup from 2 ft (block by S. Ibaka),,6,14
39,1,5:29.0,,Defensive rebound by A. Roberson,6,14
40,1,5:26.0,,R. Westbrook makes 3-pt jump shot from 24 ft,6,17
41,1,5:05.0,T. Evans makes 3-pt jump shot from 22 ft (assist by E. Gordon),,9,17
42,1,4:56.0,,Offensive foul by S. Adams (drawn by Ö. Aşık),9,17
43,1,4:56.0,,Turnover by S. Adams (offensive foul),9,17
44,1,4:56.0,,K. Perkins enters the game for S. Adams,9,17
45,1,4:39.0,Ö. Aşık misses 2-pt layup from 2 ft (block by K. Perkins),,9,17
46,1,4:37.0,Offensive rebound by D. Cunningham,,9,17
47,1,4:31.0,E. Gordon misses 2-pt jump shot from 23 ft (block by A. Roberson),,9,17
48,1,4:30.0,,Defensive rebound by K. Perkins,9,17
49,1,4:22.0,,K. Durant misses 3-pt jump shot from 24 ft,9,17
50,1,4:21.0,Defensive rebound by E. Gordon,,9,17
51,1,4:17.0,T. Evans makes 2-pt jump shot from 3 ft,,11,17
52,1,4:17.0,Shooting foul by K. Perkins (drawn by T. Evans),,11,17
53,1,4:17.0,,Technical foul by K. Perkins,11,17
54,1,4:17.0,Technical foul by T. Evans,,11,17
55,1,4:17.0,,D. Waiters enters the game for A. Roberson,11,17
56,1,4:17.0,T. Evans makes free throw 1 of 1,,12,17
57,1,4:06.0,,R. Westbrook makes 2-pt jump shot from 15 ft,12,19
58,1,3:49.0,A. Davis makes 2-pt jump shot from 13 ft (assist by T. Evans),,14,19
59,1,3:39.0,,Personal foul by E. Gordon (drawn by R. Westbrook),14,19
60,1,3:39.0,R. Anderson enters the game for Ö. Aşık,,14,19
61,1,3:39.0,Q. Pondexter enters the game for D. Cunningham,,14,19
62,1,3:27.0,,R. Westbrook misses 2-pt jump shot from 16 ft,14,19
63,1,3:27.0,Defensive rebound by T. Evans,,14,19
64,1,3:17.0,T. Evans makes 2-pt layup from 2 ft,,16,19
65,1,3:16.0,,Oklahoma City full timeout,16,19
66,1,3:16.0,,A. Morrow enters the game for S. Ibaka,16,19
67,1,3:03.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by R. Westbrook),16,21
68,1,2:49.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,18,21
69,1,2:49.0,Shooting foul by A. Morrow (drawn by A. Davis),,18,21
70,1,2:49.0,A. Davis makes free throw 1 of 1,,19,21
71,1,2:38.0,,R. Westbrook makes 2-pt layup at rim (assist by K. Durant),19,23
72,1,2:18.0,R. Anderson misses 2-pt jump shot from 19 ft,,19,23
73,1,2:17.0,,Defensive rebound by D. Waiters,19,23
74,1,2:00.0,,R. Westbrook makes 2-pt jump shot from 18 ft,19,25
75,1,1:44.0,Q. Pondexter makes 3-pt jump shot from 22 ft (assist by T. Evans),,22,25
76,1,1:30.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),22,28
77,1,1:11.0,E. Gordon makes 2-pt layup from 1 ft,,24,28
78,1,0:54.0,,Shooting foul by E. Gordon (drawn by R. Westbrook),24,28
79,1,0:54.0,,R. Westbrook makes free throw 1 of 2,24,29
80,1,0:54.0,J. Fredette enters the game for E. Gordon,,24,29
81,1,0:54.0,,R. Westbrook makes free throw 2 of 2,24,30
82,1,0:35.0,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by T. Evans),,27,30
83,1,0:31.0,,R. Westbrook makes 3-pt jump shot from 25 ft,27,33
84,1,0:21.0,R. Anderson makes 2-pt layup from 1 ft (assist by T. Evans),,29,33
85,1,0:03.0,,R. Westbrook misses 2-pt jump shot from 20 ft,29,33
86,1,0:02.0,Defensive rebound by T. Evans,,29,33
87,2,11:49.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Fredette),,32,33
88,2,11:36.0,,D. Waiters makes 2-pt jump shot from 16 ft,32,35
89,2,11:15.0,Turnover by R. Anderson (bad pass),,32,35
90,2,10:58.0,,D. Waiters misses 2-pt layup from 2 ft (block by A. Davis),32,35
91,2,10:56.0,Defensive rebound by A. Davis,,32,35
92,2,10:42.0,R. Anderson misses 3-pt jump shot from 24 ft,,32,35
93,2,10:41.0,,Defensive rebound by N. Collison,32,35
94,2,10:32.0,,R. Jackson makes 2-pt jump shot from 6 ft,32,37
95,2,10:10.0,J. Fredette misses 2-pt jump shot from 10 ft,,32,37
96,2,10:09.0,Offensive rebound by J. Fredette,,32,37
97,2,9:58.0,,Violation by R. Jackson (def goaltending),32,37
98,2,9:58.0,J. Fredette makes 2-pt layup from 1 ft,,34,37
99,2,9:47.0,,Personal foul by J. Fredette (drawn by A. Morrow),34,37
100,2,9:47.0,A. Ajinça enters the game for A. Davis,,34,37
101,2,9:43.0,,A. Morrow misses 3-pt jump shot from 23 ft,34,37
102,2,9:42.0,Defensive rebound by A. Ajinça,,34,37
103,2,9:31.0,Turnover by A. Ajinça (bad pass; steal by R. Jackson),,34,37
104,2,9:14.0,,Turnover by K. Perkins (bad pass; steal by Q. Pondexter),34,37
105,2,9:02.0,Personal foul by D. Waiters (drawn by J. Fredette),,34,37
106,2,8:51.0,R. Anderson misses 2-pt hook shot from 3 ft,,34,37
107,2,8:50.0,Offensive rebound by A. Ajinça,,34,37
108,2,8:50.0,A. Ajinça misses 2-pt tip-in from 1 ft,,34,37
