,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
89,1,0:43.0,Q. Pondexter enters the game for C. Lee,,19,20
90,1,0:27.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),19,23
91,1,0:08.0,Turnover by B. Udrih (lost ball; steal by D. Schröder),,19,23
92,1,0:00.0,,D. Schröder misses 3-pt jump shot from 25 ft (block by V. Carter),19,23
93,1,0:00.0,Defensive rebound by B. Udrih,,19,23
94,2,11:44.0,,A. Horford makes 2-pt hook shot from 10 ft (assist by M. Scott),19,25
95,2,11:21.0,B. Udrih makes 2-pt jump shot from 17 ft,,21,25
96,2,11:01.0,,M. Scott makes 2-pt jump shot from 15 ft (assist by D. Schröder),21,27
97,2,10:37.0,T. Prince makes 2-pt jump shot from 10 ft,,23,27
98,2,10:21.0,,A. Horford misses 2-pt jump shot from 6 ft,23,27
99,2,10:19.0,Defensive rebound by V. Carter,,23,27
100,2,10:04.0,K. Koufos misses 2-pt jump shot from 13 ft (block by A. Horford),,23,27
101,2,10:04.0,Offensive rebound by Team,,23,27
102,2,10:04.0,,K. Bazemore enters the game for T. Sefolosha,23,27
103,2,9:56.0,B. Udrih misses 2-pt jump shot from 9 ft,,23,27
104,2,9:54.0,Offensive rebound by K. Koufos,,23,27
105,2,9:54.0,K. Koufos makes 2-pt layup at rim,,25,27
106,2,9:42.0,,A. Horford misses 2-pt dunk at rim,25,27
107,2,9:40.0,Defensive rebound by T. Prince,,25,27
108,2,9:36.0,Turnover by T. Prince (lost ball; steal by D. Schröder),,25,27
109,2,9:22.0,,K. Korver misses 3-pt jump shot from 25 ft,25,27
110,2,9:20.0,Defensive rebound by Q. Pondexter,,25,27
111,2,9:11.0,Turnover by V. Carter (bad pass),,25,27
112,2,8:57.0,,Turnover by D. Schröder (bad pass; steal by T. Prince),25,27
113,2,8:49.0,K. Koufos makes 2-pt layup at rim (assist by V. Carter),,27,27
114,2,8:42.0,,Atlanta full timeout,27,27
115,2,8:42.0,J. Leuer enters the game for T. Prince,,27,27
116,2,8:32.0,,A. Horford misses 2-pt layup at rim,27,27
117,2,8:31.0,Defensive rebound by B. Udrih,,27,27
118,2,8:19.0,Turnover by B. Udrih (bad pass; steal by D. Schröder),,27,27
119,2,8:14.0,,Turnover by K. Bazemore (lost ball; steal by B. Udrih),27,27
120,2,8:01.0,V. Carter makes 3-pt jump shot from 25 ft (assist by J. Leuer),,30,27
121,2,7:45.0,,Shooting foul by B. Udrih (drawn by D. Schröder),30,27
122,2,7:45.0,,D. Schröder misses free throw 1 of 2,30,27
123,2,7:45.0,,Offensive rebound by Team,30,27
124,2,7:45.0,,P. Antić enters the game for A. Horford,30,27
125,2,7:45.0,,D. Schröder makes free throw 2 of 2,30,28
126,2,7:30.0,B. Udrih misses 2-pt jump shot from 11 ft,,30,28
127,2,7:30.0,,Defensive rebound by Team,30,28
128,2,7:30.0,Loose ball foul by J. Leuer (drawn by D. Schröder),,30,28
129,2,7:30.0,,J. Teague enters the game for D. Schröder,30,28
130,2,7:11.0,,M. Scott makes 3-pt jump shot from 23 ft (assist by J. Teague),30,31
131,2,6:50.0,V. Carter misses 3-pt jump shot from 25 ft,,30,31
132,2,6:47.0,,Defensive rebound by J. Teague,30,31
133,2,6:42.0,,K. Korver misses 3-pt jump shot from 25 ft,30,31
134,2,6:41.0,Defensive rebound by K. Koufos,,30,31
135,2,6:33.0,J. Leuer misses 2-pt jump shot from 17 ft,,30,31
136,2,6:32.0,,Defensive rebound by K. Korver,30,31
137,2,6:19.0,,J. Teague misses 2-pt jump shot from 5 ft,30,31
138,2,6:17.0,Defensive rebound by J. Leuer,,30,31
139,2,5:54.0,V. Carter misses 3-pt jump shot from 27 ft,,30,31
140,2,5:53.0,,Defensive rebound by P. Antić,30,31
141,2,5:39.0,,K. Korver misses 3-pt jump shot from 24 ft,30,31
142,2,5:38.0,Defensive rebound by J. Leuer,,30,31
143,2,5:26.0,Turnover by K. Koufos (bad pass; steal by K. Bazemore),,30,31
144,2,5:20.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Bazemore),30,34
145,2,5:19.0,Memphis full timeout,,30,34
146,2,5:19.0,T. Allen enters the game for V. Carter,,30,34
147,2,5:19.0,M. Gasol enters the game for K. Koufos,,30,34
148,2,5:19.0,M. Conley enters the game for B. Udrih,,30,34
149,2,5:19.0,,D. Carroll enters the game for K. Korver,30,34
150,2,5:19.0,,P. Millsap enters the game for M. Scott,30,34
151,2,5:02.0,Turnover by M. Gasol (lost ball; steal by D. Carroll),,30,34
152,2,4:37.0,,P. Millsap misses 2-pt jump shot from 16 ft (block by M. Gasol),30,34
153,2,4:35.0,Defensive rebound by M. Conley,,30,34
154,2,4:33.0,T. Allen makes 2-pt layup at rim (assist by M. Conley),,32,34
155,2,4:07.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by J. Teague),32,37
156,2,3:50.0,Q. Pondexter misses 2-pt jump shot from 7 ft,,32,37
157,2,3:49.0,Offensive rebound by Q. Pondexter,,32,37
158,2,3:46.0,J. Leuer misses 2-pt jump shot from 19 ft,,32,37
159,2,3:44.0,,Defensive rebound by K. Bazemore,32,37
160,2,3:24.0,,Shooting block foul by M. Gasol (drawn by P. Millsap),32,37
161,2,3:24.0,,P. Millsap makes free throw 1 of 2,32,38
162,2,3:24.0,T. Prince enters the game for J. Leuer,,32,38
163,2,3:24.0,C. Lee enters the game for Q. Pondexter,,32,38
164,2,3:24.0,,P. Millsap misses free throw 2 of 2,32,38
165,2,3:23.0,Defensive rebound by T. Allen,,32,38
166,2,3:08.0,T. Allen misses 2-pt jump shot from 3 ft (block by D. Carroll),,32,38
167,2,3:05.0,,Defensive rebound by K. Bazemore,32,38
168,2,2:55.0,,J. Teague makes 3-pt jump shot from 24 ft,32,41
169,2,2:46.0,M. Conley makes 2-pt jump shot from 4 ft,,34,41
170,2,2:46.0,Shooting foul by J. Teague (drawn by M. Conley),,34,41
171,2,2:46.0,Official timeout,,34,41
172,2,2:46.0,,K. Korver enters the game for K. Bazemore,34,41
173,2,2:46.0,M. Conley makes free throw 1 of 1,,35,41
174,2,2:34.0,,P. Antić makes 3-pt jump shot from 24 ft (assist by P. Millsap),35,44
175,2,2:16.0,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Gasol),,38,44
176,2,1:59.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by J. Teague),38,47
177,2,1:45.0,Turnover by M. Conley (lost ball; steal by J. Teague),,38,47
178,2,1:40.0,,J. Teague makes 2-pt dunk at rim,38,49
179,2,1:38.0,Memphis full timeout,,38,49
180,2,1:38.0,,A. Horford enters the game for P. Antić,38,49
181,2,1:17.0,M. Gasol makes 2-pt jump shot from 14 ft,,40,49
182,2,1:01.0,,P. Millsap misses 3-pt jump shot from 24 ft,40,49
183,2,1:00.0,Defensive rebound by Team,,40,49
184,2,0:51.0,M. Gasol misses 2-pt jump shot from 4 ft,,40,49
185,2,0:49.0,Offensive rebound by M. Gasol,,40,49
186,2,0:49.0,Shooting foul by P. Millsap (drawn by M. Gasol),,40,49
187,2,0:49.0,M. Gasol makes free throw 1 of 2,,41,49
188,2,0:49.0,M. Gasol makes free throw 2 of 2,,42,49
189,2,0:31.0,,J. Teague misses 2-pt layup from 3 ft,42,49
190,2,0:30.0,Defensive rebound by T. Prince,,42,49
191,2,0:24.0,C. Lee makes 2-pt jump shot from 16 ft (assist by M. Conley),,44,49
192,2,0:06.0,,Personal take foul by M. Conley (drawn by J. Teague),44,49
193,2,0:06.0,,Atlanta full timeout,44,49
194,2,0:01.0,,Turnover by J. Teague (bad pass),44,49
195,2,0:00.0,M. Conley misses 3-pt jump shot from 40 ft (block by J. Teague),,44,49
196,2,0:00.0,Offensive rebound by Team,,44,49
197,3,11:39.0,,K. Korver misses 3-pt jump shot from 23 ft (block by M. Gasol),44,49
198,3,11:37.0,,Offensive rebound by A. Horford,44,49
199,3,11:35.0,,Turnover by K. Korver (bad pass; steal by M. Gasol),44,49
200,3,11:33.0,Shooting foul by D. Carroll (drawn by C. Lee),,44,49
201,3,11:33.0,C. Lee makes free throw 1 of 2,,45,49
202,3,11:33.0,C. Lee makes free throw 2 of 2,,46,49
203,3,11:11.0,,A. Horford misses 2-pt hook shot from 4 ft,46,49
204,3,11:09.0,Defensive rebound by M. Gasol,,46,49
205,3,10:48.0,M. Conley misses 3-pt jump shot from 24 ft,,46,49
206,3,10:47.0,Offensive rebound by T. Allen,,46,49
207,3,10:46.0,T. Allen makes 2-pt layup at rim,,48,49
208,3,10:37.0,,Personal block foul by K. Koufos (drawn by J. Teague),48,49
209,3,10:32.0,,A. Horford misses 2-pt jump shot from 20 ft,48,49
210,3,10:30.0,Defensive rebound by M. Conley,,48,49
211,3,10:21.0,Turnover by T. Allen (bad pass; steal by A. Horford),,48,49
212,3,10:21.0,,Personal foul by T. Allen (drawn by D. Carroll),48,49
213,3,10:07.0,,Turnover by K. Korver (lost ball),48,49
214,3,9:45.0,M. Gasol makes 2-pt jump shot from 10 ft,,50,49
215,3,9:30.0,,D. Carroll misses 2-pt jump shot from 5 ft,50,49
216,3,9:28.0,Defensive rebound by M. Conley,,50,49
217,3,9:23.0,T. Allen misses 2-pt layup from 1 ft,,50,49
218,3,9:22.0,,Defensive rebound by P. Millsap,50,49
219,3,9:18.0,,Atlanta full timeout,50,49
220,3,9:18.0,,T. Sefolosha enters the game for D. Carroll,50,49
221,3,9:12.0,,J. Teague makes 2-pt jump shot from 7 ft,50,51
222,3,8:51.0,C. Lee misses 3-pt jump shot from 24 ft,,50,51
223,3,8:50.0,,Defensive rebound by J. Teague,50,51
224,3,8:41.0,,A. Horford misses 2-pt hook shot from 4 ft,50,51
225,3,8:40.0,Defensive rebound by T. Allen,,50,51
226,3,8:36.0,Personal foul by J. Teague (drawn by M. Conley),,50,51
227,3,8:27.0,Turnover by M. Conley (lost ball; steal by P. Millsap),,50,51
228,3,8:27.0,,Personal foul by M. Conley (drawn by P. Millsap),50,51
229,3,8:10.0,,Personal foul by M. Gasol (drawn by P. Millsap),50,51
230,3,8:02.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by A. Horford),50,54
231,3,7:42.0,M. Gasol misses 2-pt hook shot from 6 ft,,50,54
232,3,7:42.0,Offensive rebound by Team,,50,54
233,3,7:36.0,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),,53,54
234,3,7:21.0,,P. Millsap misses 2-pt jump shot from 7 ft,53,54
235,3,7:19.0,Defensive rebound by K. Koufos,,53,54
236,3,7:09.0,T. Allen misses 2-pt hook shot from 4 ft,,53,54
237,3,7:07.0,,Defensive rebound by J. Teague,53,54
238,3,6:55.0,,P. Millsap misses 2-pt hook shot from 4 ft,53,54
239,3,6:53.0,Defensive rebound by M. Conley,,53,54
240,3,6:34.0,M. Conley misses 2-pt jump shot from 3 ft,,53,54
241,3,6:34.0,,Defensive rebound by Team,53,54
242,3,6:34.0,Loose ball foul by K. Koufos (drawn by P. Millsap),,53,54
243,3,6:34.0,,P. Millsap makes free throw 1 of 2,53,55
244,3,6:34.0,T. Prince enters the game for K. Koufos,,53,55
245,3,6:34.0,,P. Millsap makes free throw 2 of 2,53,56
246,3,6:15.0,C. Lee misses 2-pt jump shot from 19 ft,,53,56
247,3,6:12.0,,Defensive rebound by P. Millsap,53,56
248,3,5:54.0,,A. Horford makes 2-pt jump shot from 6 ft (assist by P. Millsap),53,58
249,3,5:33.0,Personal foul by J. Teague (drawn by M. Conley),,53,58
250,3,5:33.0,,P. Antić enters the game for A. Horford,53,58
251,3,5:33.0,V. Carter enters the game for T. Allen,,53,58
252,3,5:23.0,M. Conley misses 2-pt jump shot from 5 ft,,53,58
253,3,5:23.0,Offensive rebound by Team,,53,58
254,3,5:10.0,M. Gasol misses 2-pt layup from 1 ft,,53,58
255,3,5:09.0,,Defensive rebound by P. Antić,53,58
256,3,5:03.0,,P. Antić makes 2-pt layup from 1 ft (assist by J. Teague),53,60
257,3,4:57.0,Memphis full timeout,,53,60
258,3,4:57.0,,D. Schröder enters the game for J. Teague,53,60
259,3,4:41.0,Turnover by C. Lee (bad pass),,53,60
260,3,4:31.0,,Turnover by P. Millsap (bad pass; steal by M. Conley),53,60
261,3,4:22.0,C. Lee misses 2-pt layup from 2 ft,,53,60
262,3,4:21.0,,Defensive rebound by P. Millsap,53,60
263,3,4:05.0,Offensive charge foul by P. Millsap (drawn by V. Carter),,53,60
264,3,4:05.0,,Turnover by P. Millsap (offensive foul),53,60
265,3,3:51.0,Turnover by C. Lee (lost ball; steal by K. Korver),,53,60
266,3,3:42.0,,Shooting foul by V. Carter (drawn by T. Sefolosha),53,60
267,3,3:42.0,,T. Sefolosha makes free throw 1 of 2,53,61
268,3,3:42.0,,D. Carroll enters the game for K. Korver,53,61
269,3,3:42.0,B. Udrih enters the game for C. Lee,,53,61
270,3,3:42.0,,T. Sefolosha makes free throw 2 of 2,53,62
271,3,3:28.0,Turnover by M. Conley (bad pass; steal by P. Antić),,53,62
272,3,3:28.0,,Personal foul by M. Gasol (drawn by P. Antić),53,62
273,3,3:28.0,,P. Antić makes free throw 1 of 2,53,63
274,3,3:28.0,,P. Antić makes free throw 2 of 2,53,64
275,3,3:15.0,M. Gasol makes 2-pt dunk at rim (assist by T. Prince),,55,64
276,3,2:56.0,,D. Schröder misses 2-pt jump shot from 14 ft (block by T. Prince),55,64
277,3,2:54.0,Defensive rebound by B. Udrih,,55,64
278,3,2:47.0,Turnover by M. Gasol (kicked ball),,55,64
279,3,2:26.0,,P. Millsap misses 2-pt jump shot from 15 ft,55,64
280,3,2:24.0,Defensive rebound by M. Conley,,55,64
281,3,2:13.0,T. Prince misses 3-pt jump shot from 25 ft,,55,64
282,3,2:12.0,,Defensive rebound by P. Millsap,55,64
283,3,2:04.0,,D. Carroll misses 3-pt jump shot from 23 ft,55,64
284,3,2:03.0,Defensive rebound by M. Conley,,55,64
285,3,1:54.0,M. Conley makes 2-pt layup from 1 ft,,57,64
286,3,1:36.0,,P. Antić makes 3-pt jump shot from 23 ft (assist by D. Schröder),57,67
287,3,1:16.0,M. Conley misses 2-pt layup from 1 ft,,57,67
288,3,1:15.0,,Defensive rebound by P. Antić,57,67
289,3,1:09.0,,T. Sefolosha misses 2-pt layup from 1 ft,57,67
290,3,1:08.0,,Offensive rebound by P. Millsap,57,67
291,3,1:08.0,,P. Millsap makes 2-pt layup at rim,57,69
292,3,1:01.0,Memphis full timeout,,57,69
293,3,1:01.0,,M. Scott enters the game for P. Antić,57,69
294,3,1:01.0,,A. Horford enters the game for P. Millsap,57,69
295,3,1:01.0,N. Calathes enters the game for M. Gasol,,57,69
296,3,1:01.0,J. Leuer enters the game for M. Conley,,57,69
297,3,0:54.0,T. Prince misses 2-pt jump shot from 5 ft,,57,69
298,3,0:53.0,,Defensive rebound by M. Scott,57,69
299,3,0:40.0,,Shooting foul by B. Udrih (drawn by D. Schröder),57,69
300,3,0:40.0,,D. Schröder misses free throw 1 of 2,57,69
301,3,0:40.0,,Offensive rebound by Team,57,69
302,3,0:40.0,,D. Schröder makes free throw 2 of 2,57,70
303,3,0:35.0,Personal foul by D. Schröder (drawn by B. Udrih),,57,70
304,3,0:29.0,J. Leuer makes 2-pt layup at rim (assist by N. Calathes),,59,70
305,3,0:08.0,,D. Schröder misses 2-pt layup from 1 ft,59,70
306,3,0:06.0,Defensive rebound by N. Calathes,,59,70
307,3,0:02.0,N. Calathes misses 3-pt jump shot from 24 ft,,59,70
308,3,0:01.0,,Defensive rebound by T. Sefolosha,59,70
309,4,11:58.0,Violation by Team (jump ball),,59,70
310,4,11:43.0,T. Prince makes 2-pt jump shot from 5 ft,,61,70
311,4,11:21.0,,Turnover by D. Schröder (lost ball; steal by B. Udrih),61,70
312,4,11:14.0,J. Leuer makes 2-pt layup from 2 ft (assist by B. Udrih),,63,70
313,4,11:06.0,,Personal foul by J. Leuer (drawn by A. Horford),63,70
314,4,11:06.0,,J. Teague enters the game for D. Schröder,63,70
315,4,10:54.0,,Shooting foul by J. Leuer (drawn by A. Horford),63,70
316,4,10:54.0,,A. Horford makes free throw 1 of 2,63,71
317,4,10:54.0,,A. Horford makes free throw 2 of 2,63,72
318,4,10:42.0,T. Prince makes 2-pt jump shot from 17 ft (assist by N. Calathes),,65,72
319,4,10:19.0,,A. Horford misses 2-pt layup from 2 ft,65,72
320,4,10:17.0,,Offensive rebound by A. Horford,65,72
321,4,10:16.0,,A. Horford makes 2-pt layup from 1 ft,65,74
322,4,9:59.0,Personal foul by D. Carroll (drawn by J. Leuer),,65,74
323,4,9:59.0,,K. Bazemore enters the game for T. Sefolosha,65,74
324,4,9:59.0,K. Koufos enters the game for J. Leuer,,65,74
325,4,9:46.0,T. Prince misses 2-pt jump shot from 16 ft,,65,74
326,4,9:44.0,,Defensive rebound by M. Scott,65,74
327,4,9:31.0,,D. Carroll misses 3-pt jump shot from 23 ft,65,74
328,4,9:29.0,Defensive rebound by K. Koufos,,65,74
329,4,9:19.0,N. Calathes makes 2-pt jump shot from 5 ft,,67,74
330,4,8:59.0,,J. Teague misses 3-pt jump shot from 24 ft,67,74
331,4,8:57.0,Defensive rebound by K. Koufos,,67,74
332,4,8:45.0,B. Udrih misses 2-pt jump shot from 15 ft (block by K. Bazemore),,67,74
333,4,8:43.0,,Defensive rebound by K. Bazemore,67,74
334,4,8:39.0,,D. Carroll misses 2-pt jump shot from 6 ft,67,74
335,4,8:37.0,,Offensive rebound by M. Scott,67,74
336,4,8:36.0,,M. Scott misses 2-pt layup from 1 ft,67,74
337,4,8:35.0,,Offensive rebound by M. Scott,67,74
338,4,8:25.0,,A. Horford misses 2-pt jump shot from 15 ft,67,74
339,4,8:23.0,Defensive rebound by Team,,67,74
340,4,8:23.0,Official timeout,,67,74
341,4,8:23.0,,K. Korver enters the game for D. Carroll,67,74
342,4,8:10.0,Personal foul by K. Bazemore (drawn by V. Carter),,67,74
343,4,8:02.0,V. Carter makes 2-pt jump shot from 20 ft,,69,74
344,4,7:47.0,,M. Scott misses 2-pt jump shot from 11 ft,69,74
345,4,7:45.0,Defensive rebound by K. Koufos,,69,74
346,4,7:32.0,N. Calathes makes 3-pt jump shot from 24 ft (assist by B. Udrih),,72,74
347,4,7:18.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Korver),72,76
348,4,7:01.0,N. Calathes misses 3-pt jump shot from 25 ft,,72,76
349,4,6:59.0,,Defensive rebound by M. Scott,72,76
350,4,6:47.0,,J. Teague misses 2-pt layup from 2 ft,72,76
351,4,6:45.0,Defensive rebound by K. Koufos,,72,76
352,4,6:42.0,Shooting foul by K. Bazemore (drawn by B. Udrih),,72,76
353,4,6:42.0,B. Udrih makes free throw 1 of 2,,73,76
354,4,6:42.0,,P. Millsap enters the game for M. Scott,73,76
355,4,6:42.0,,P. Antić enters the game for A. Horford,73,76
356,4,6:42.0,M. Gasol enters the game for K. Koufos,,73,76
357,4,6:42.0,M. Conley enters the game for V. Carter,,73,76
358,4,6:42.0,B. Udrih makes free throw 2 of 2,,74,76
359,4,6:24.0,,J. Teague misses 2-pt jump shot from 3 ft,74,76
360,4,6:23.0,Defensive rebound by M. Gasol,,74,76
361,4,6:15.0,N. Calathes makes 2-pt layup from 3 ft (assist by M. Gasol),,76,76
362,4,6:03.0,Violation by M. Gasol (kicked ball),,76,76
363,4,6:03.0,,Atlanta full timeout,76,76
364,4,6:03.0,,D. Carroll enters the game for K. Bazemore,76,76
365,4,5:57.0,,Shooting foul by M. Conley (drawn by J. Teague),76,76
366,4,5:57.0,,J. Teague makes free throw 1 of 2,76,77
367,4,5:57.0,,J. Teague makes free throw 2 of 2,76,78
368,4,5:44.0,T. Prince misses 2-pt jump shot from 15 ft,,76,78
369,4,5:40.0,,Defensive rebound by D. Carroll,76,78
370,4,5:18.0,,P. Millsap makes 2-pt layup from 1 ft,76,80
371,4,4:57.0,T. Prince makes 2-pt jump shot from 20 ft (assist by M. Conley),,78,80
372,4,4:39.0,,Personal foul by M. Gasol (drawn by P. Antić),78,80
373,4,4:39.0,C. Lee enters the game for B. Udrih,,78,80
374,4,4:28.0,,P. Millsap misses 2-pt jump shot from 3 ft,78,80
375,4,4:27.0,Defensive rebound by M. Gasol,,78,80
376,4,4:07.0,Shooting block foul by P. Millsap (drawn by T. Prince),,78,80
377,4,4:07.0,T. Prince makes free throw 1 of 2,,79,80
378,4,4:07.0,T. Prince makes free throw 2 of 2,,80,80
379,4,4:00.0,,Personal foul by N. Calathes (drawn by J. Teague),80,80
380,4,4:00.0,,J. Teague makes free throw 1 of 2,80,81
381,4,4:00.0,,A. Horford enters the game for P. Antić,80,81
382,4,4:00.0,,J. Teague makes free throw 2 of 2,80,82
383,4,3:39.0,M. Conley makes 2-pt layup from 2 ft,,82,82
384,4,3:15.0,,J. Teague makes 2-pt jump shot from 4 ft,82,84
385,4,2:58.0,Personal foul by A. Horford (drawn by M. Gasol),,82,84
386,4,2:58.0,Memphis full timeout,,82,84
387,4,2:58.0,M. Gasol makes free throw 1 of 2,,83,84
388,4,2:58.0,M. Gasol makes free throw 2 of 2,,84,84
