,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
389,4,2:15.0,R. Anderson misses 2-pt hook shot from 7 ft,,80,90
390,4,2:14.0,,Defensive rebound by K. Korver,80,90
391,4,2:05.0,,Personal foul by J. Salmons (drawn by P. Millsap),80,90
392,4,2:05.0,,P. Millsap makes free throw 1 of 2,80,91
393,4,2:05.0,,P. Millsap makes free throw 2 of 2,80,92
394,4,1:53.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,82,92
395,4,1:35.0,,Shooting foul by R. Anderson (drawn by J. Teague),82,92
396,4,1:35.0,,J. Teague makes free throw 1 of 2,82,93
397,4,1:35.0,,J. Teague makes free throw 2 of 2,82,94
398,4,1:35.0,New Orleans full timeout,,82,94
399,4,1:32.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Salmons),,85,94
400,4,1:10.0,,D. Carroll misses 3-pt jump shot from 25 ft,85,94
401,4,1:09.0,Defensive rebound by A. Davis,,85,94
402,4,1:03.0,Personal foul by J. Teague (drawn by J. Holiday),,85,94
403,4,1:03.0,J. Holiday makes free throw 1 of 2,,86,94
404,4,1:03.0,J. Holiday makes free throw 2 of 2,,87,94
405,4,0:39.0,,J. Teague makes 2-pt jump shot from 12 ft (assist by P. Millsap),87,96
406,4,0:39.0,New Orleans full timeout,,87,96
407,4,0:32.0,T. Evans misses 2-pt jump shot from 4 ft,,87,96
408,4,0:31.0,Offensive rebound by R. Anderson,,87,96
409,4,0:31.0,R. Anderson makes 2-pt tip-in at rim,,89,96
410,4,0:18.0,,Personal foul by T. Evans (drawn by D. Carroll),89,96
411,4,0:18.0,,D. Carroll makes free throw 1 of 2,89,97
412,4,0:18.0,,D. Carroll makes free throw 2 of 2,89,98
413,4,0:18.0,New Orleans full timeout,,89,98
414,4,0:13.0,A. Davis misses 2-pt layup at rim,,89,98
415,4,0:12.0,,Defensive rebound by D. Carroll,89,98
416,4,0:12.0,,Personal take foul by R. Anderson (drawn by D. Carroll),89,98
417,4,0:12.0,,D. Carroll makes free throw 1 of 2,89,99
418,4,0:12.0,,M. Scott enters the game for P. Millsap,89,99
419,4,0:12.0,,D. Schröder enters the game for A. Horford,89,99
420,4,0:12.0,,P. Antić enters the game for K. Korver,89,99
421,4,0:12.0,,K. Bazemore enters the game for J. Teague,89,99
422,4,0:12.0,,D. Carroll makes free throw 2 of 2,89,100
423,4,0:04.0,Shooting foul by D. Carroll (drawn by R. Anderson),,89,100
424,4,0:04.0,R. Anderson makes free throw 1 of 2,,90,100
425,4,0:04.0,R. Anderson makes free throw 2 of 2,,91,100
