,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHICAGO_ACTION,NEW YORK_SCORE,CHICAGO_SCORE
103,2,10:44.0,,Turnover by T. Gibson (3 sec),19,28
104,2,10:28.0,L. Galloway misses 2-pt jump shot from 20 ft,,19,28
105,2,10:27.0,,Defensive rebound by N. Mirotić,19,28
106,2,10:14.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by T. Snell),19,31
107,2,10:05.0,Shooting foul by J. Noah (drawn by C. Aldrich),,19,31
108,2,10:05.0,C. Aldrich makes free throw 1 of 2,,20,31
109,2,10:05.0,C. Aldrich makes free throw 2 of 2,,21,31
110,2,9:43.0,,T. Snell misses 3-pt jump shot from 25 ft,21,31
111,2,9:40.0,,Offensive rebound by Team,21,31
112,2,9:36.0,,T. Snell misses 3-pt jump shot from 24 ft,21,31
113,2,9:35.0,Defensive rebound by R. Ledo,,21,31
114,2,9:24.0,Shooting foul by K. Hinrich (drawn by R. Ledo),,21,31
115,2,9:24.0,R. Ledo makes free throw 1 of 2,,22,31
116,2,9:24.0,R. Ledo makes free throw 2 of 2,,23,31
117,2,9:06.0,,J. Noah misses 2-pt layup from 2 ft,23,31
118,2,9:05.0,Defensive rebound by J. Smith,,23,31
119,2,8:59.0,C. Early misses 2-pt layup from 1 ft (block by N. Mirotić),,23,31
120,2,8:58.0,,Defensive rebound by T. Snell,23,31
121,2,8:44.0,,N. Mirotić makes 2-pt hook shot from 5 ft,23,33
122,2,8:44.0,,Shooting foul by C. Early (drawn by N. Mirotić),23,33
123,2,8:44.0,,Chicago full timeout,23,33
124,2,8:44.0,,A. Brooks enters the game for T. Gibson,23,33
125,2,8:44.0,A. Bargnani enters the game for J. Smith,,23,33
126,2,8:44.0,L. Thomas enters the game for C. Early,,23,33
127,2,8:44.0,,N. Mirotić misses free throw 1 of 1,23,33
128,2,8:43.0,Defensive rebound by C. Aldrich,,23,33
129,2,8:31.0,Personal foul by N. Mirotić (drawn by A. Bargnani),,23,33
130,2,8:25.0,Turnover by A. Bargnani (lost ball; steal by A. Brooks),,23,33
131,2,8:17.0,,N. Mirotić misses 2-pt layup from 2 ft (block by C. Aldrich),23,33
132,2,8:16.0,Defensive rebound by C. Aldrich,,23,33
133,2,8:12.0,L. Galloway makes 2-pt jump shot from 18 ft (assist by C. Aldrich),,25,33
134,2,7:53.0,,T. Snell makes 2-pt layup from 2 ft (assist by J. Noah),25,35
135,2,7:30.0,A. Bargnani makes 2-pt jump shot from 21 ft (assist by L. Galloway),,27,35
136,2,7:10.0,,N. Mirotić misses 3-pt jump shot from 25 ft,27,35
137,2,7:09.0,,Offensive rebound by J. Noah,27,35
138,2,7:09.0,,J. Noah misses 2-pt tip-in from 2 ft,27,35
139,2,7:08.0,Defensive rebound by C. Aldrich,,27,35
140,2,6:56.0,Turnover by C. Aldrich (bad pass),,27,35
141,2,6:37.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by K. Hinrich),27,38
142,2,6:17.0,A. Bargnani misses 2-pt jump shot from 17 ft,,27,38
143,2,6:16.0,,Defensive rebound by J. Noah,27,38
144,2,6:08.0,,A. Brooks makes 2-pt layup from 2 ft,27,40
145,2,6:00.0,Turnover by R. Ledo (lost ball),,27,40
146,2,5:49.0,,J. Noah makes 2-pt hook shot from 2 ft,27,42
147,2,5:48.0,New York full timeout,,27,42
148,2,5:48.0,L. Amundson enters the game for C. Aldrich,,27,42
149,2,5:48.0,S. Larkin enters the game for R. Ledo,,27,42
150,2,5:32.0,Shooting foul by J. Noah (drawn by L. Galloway),,27,42
151,2,5:32.0,L. Galloway makes free throw 1 of 2,,28,42
152,2,5:32.0,L. Galloway misses free throw 2 of 2,,28,42
153,2,5:31.0,,Defensive rebound by J. Noah,28,42
154,2,5:07.0,,A. Brooks misses 2-pt jump shot from 16 ft,28,42
155,2,5:07.0,,Offensive rebound by Team,28,42
156,2,5:07.0,,Turnover by Team (shot clock),28,42
157,2,4:52.0,L. Galloway misses 2-pt jump shot from 9 ft,,28,42
158,2,4:51.0,,Defensive rebound by T. Snell,28,42
159,2,4:29.0,,N. Mirotić makes 3-pt jump shot from 26 ft,28,45
160,2,4:12.0,A. Bargnani makes 2-pt jump shot from 15 ft,,30,45
161,2,4:02.0,,Personal foul by A. Bargnani (drawn by N. Mirotić),30,45
162,2,4:02.0,,P. Gasol enters the game for J. Noah,30,45
163,2,4:02.0,,J. Butler enters the game for K. Hinrich,30,45
164,2,3:49.0,,J. Butler makes 2-pt layup from 2 ft (assist by P. Gasol),30,47
165,2,3:32.0,L. Amundson misses 2-pt hook shot from 6 ft,,30,47
166,2,3:31.0,,Defensive rebound by N. Mirotić,30,47
167,2,3:22.0,,P. Gasol misses 2-pt jump shot from 20 ft,30,47
168,2,3:21.0,Defensive rebound by A. Bargnani,,30,47
169,2,3:01.0,L. Galloway misses 3-pt jump shot from 25 ft,,30,47
170,2,3:00.0,,Defensive rebound by A. Brooks,30,47
171,2,2:54.0,,N. Mirotić misses 3-pt jump shot from 24 ft,30,47
172,2,2:53.0,Defensive rebound by A. Bargnani,,30,47
173,2,2:36.0,Turnover by L. Amundson (bad pass; steal by J. Butler),,30,47
174,2,2:32.0,,J. Butler makes 2-pt layup from 2 ft,30,49
175,2,2:17.0,Turnover by L. Thomas (bad pass; steal by N. Mirotić),,30,49
176,2,2:13.0,,Turnover by N. Mirotić (lost ball; steal by L. Thomas),30,49
177,2,2:05.0,L. Thomas makes 2-pt jump shot from 17 ft (assist by S. Larkin),,32,49
178,2,1:50.0,,P. Gasol misses 2-pt hook shot from 7 ft,32,49
179,2,1:49.0,Defensive rebound by L. Amundson,,32,49
180,2,1:39.0,S. Larkin misses 2-pt jump shot from 10 ft,,32,49
181,2,1:38.0,,Defensive rebound by P. Gasol,32,49
182,2,1:33.0,,A. Brooks misses 2-pt layup from 2 ft,32,49
183,2,1:32.0,,Offensive rebound by N. Mirotić,32,49
184,2,1:32.0,,N. Mirotić misses 2-pt tip-in from 2 ft,32,49
185,2,1:30.0,,Offensive rebound by T. Snell,32,49
186,2,1:27.0,,A. Brooks makes 3-pt jump shot from 23 ft (assist by T. Snell),32,52
187,2,1:26.0,New York full timeout,,32,52
188,2,1:26.0,,Chicago full timeout,32,52
189,2,1:26.0,C. Early enters the game for L. Amundson,,32,52
190,2,1:02.0,A. Bargnani misses 2-pt jump shot from 21 ft,,32,52
191,2,1:01.0,,Defensive rebound by N. Mirotić,32,52
192,2,0:48.0,,Shooting foul by C. Early (drawn by P. Gasol),32,52
193,2,0:48.0,,P. Gasol makes free throw 1 of 2,32,53
194,2,0:48.0,,P. Gasol makes free throw 2 of 2,32,54
195,2,0:26.0,A. Bargnani makes 2-pt layup from 2 ft (assist by C. Early),,34,54
196,2,0:05.0,,J. Butler misses 2-pt jump shot from 22 ft,34,54
197,2,0:04.0,Defensive rebound by A. Bargnani,,34,54
198,2,0:03.0,Turnover by C. Early (traveling),,34,54
199,2,0:03.0,R. Ledo enters the game for C. Early,,34,54
200,2,0:00.0,,N. Mirotić misses 3-pt jump shot from 25 ft,34,54
201,2,0:00.0,,Offensive rebound by Team,34,54
202,3,11:48.0,A. Bargnani makes 2-pt jump shot from 16 ft (assist by S. Larkin),,36,54
203,3,11:33.0,,J. Butler misses 2-pt dunk at rim,36,54
204,3,11:31.0,Defensive rebound by L. Galloway,,36,54
205,3,11:23.0,L. Galloway misses 2-pt jump shot from 18 ft,,36,54
206,3,11:22.0,Offensive rebound by L. Galloway,,36,54
207,3,11:09.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by S. Larkin),,39,54
208,3,10:53.0,,Personal foul by L. Galloway (drawn by P. Gasol),39,54
209,3,10:38.0,,P. Gasol misses 3-pt jump shot from 24 ft,39,54
210,3,10:37.0,Defensive rebound by L. Galloway,,39,54
211,3,10:30.0,S. Larkin misses 3-pt jump shot from 24 ft,,39,54
212,3,10:29.0,,Defensive rebound by P. Gasol,39,54
213,3,10:15.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Gasol),39,57
214,3,9:54.0,L. Thomas misses 2-pt jump shot from 17 ft,,39,57
215,3,9:53.0,,Defensive rebound by P. Gasol,39,57
216,3,9:47.0,,Shooting foul by L. Galloway (drawn by J. Butler),39,57
217,3,9:47.0,,J. Butler makes free throw 1 of 2,39,58
218,3,9:47.0,,J. Butler makes free throw 2 of 2,39,59
219,3,9:35.0,L. Galloway makes 2-pt jump shot from 22 ft (assist by A. Bargnani),,41,59
220,3,9:13.0,,P. Gasol misses 2-pt hook shot from 6 ft,41,59
221,3,9:11.0,Defensive rebound by S. Larkin,,41,59
222,3,9:02.0,A. Bargnani makes 2-pt jump shot from 22 ft (assist by S. Larkin),,43,59
223,3,8:33.0,,A. Brooks makes 2-pt jump shot from 6 ft,43,61
224,3,8:22.0,Shooting foul by A. Brooks (drawn by S. Larkin),,43,61
225,3,8:22.0,S. Larkin makes free throw 1 of 2,,44,61
226,3,8:22.0,S. Larkin makes free throw 2 of 2,,45,61
227,3,8:10.0,,M. Dunleavy misses 2-pt jump shot from 3 ft,45,61
228,3,8:08.0,,Offensive rebound by J. Butler,45,61
229,3,8:00.0,,M. Dunleavy makes 2-pt layup from 2 ft (assist by J. Butler),45,63
230,3,7:47.0,Turnover by L. Amundson (bad pass; steal by J. Butler),,45,63
231,3,7:41.0,,J. Butler makes 2-pt layup from 2 ft (assist by A. Brooks),45,65
232,3,7:40.0,New York full timeout,,45,65
233,3,7:30.0,S. Larkin makes 2-pt layup from 3 ft,,47,65
234,3,7:14.0,,M. Dunleavy misses 2-pt jump shot from 21 ft,47,65
235,3,7:13.0,Defensive rebound by A. Bargnani,,47,65
236,3,7:04.0,L. Amundson makes 2-pt hook shot from 4 ft (assist by S. Larkin),,49,65
237,3,6:39.0,,J. Noah makes 2-pt dunk at rim (assist by J. Butler),49,67
238,3,6:20.0,A. Bargnani misses 2-pt jump shot from 20 ft,,49,67
239,3,6:19.0,,Defensive rebound by P. Gasol,49,67
240,3,6:07.0,,J. Butler misses 2-pt layup from 2 ft (block by L. Amundson),49,67
241,3,6:07.0,,Offensive rebound by Team,49,67
242,3,5:55.0,,M. Dunleavy misses 2-pt jump shot from 9 ft,49,67
243,3,5:52.0,,Offensive rebound by M. Dunleavy,49,67
244,3,5:37.0,,A. Brooks misses 2-pt layup from 2 ft,49,67
245,3,5:36.0,Defensive rebound by L. Amundson,,49,67
246,3,5:29.0,L. Galloway misses 2-pt jump shot from 22 ft,,49,67
247,3,5:28.0,,Defensive rebound by J. Noah,49,67
248,3,5:13.0,,P. Gasol makes 2-pt hook shot from 6 ft,49,69
249,3,4:48.0,S. Larkin misses 2-pt layup from 3 ft (block by J. Butler),,49,69
250,3,4:45.0,,Defensive rebound by P. Gasol,49,69
251,3,4:40.0,,J. Butler misses 2-pt jump shot from 5 ft (block by L. Thomas),49,69
252,3,4:39.0,Defensive rebound by S. Larkin,,49,69
253,3,4:33.0,,Offensive charge foul by L. Thomas (drawn by A. Brooks),49,69
254,3,4:33.0,Turnover by L. Thomas (offensive foul),,49,69
255,3,4:33.0,,T. Gibson enters the game for J. Noah,49,69
256,3,4:33.0,R. Ledo enters the game for L. Amundson,,49,69
257,3,4:33.0,J. Smith enters the game for S. Larkin,,49,69
258,3,4:17.0,,Offensive foul by T. Gibson (drawn by L. Galloway),49,69
259,3,4:17.0,,Turnover by T. Gibson (offensive foul),49,69
260,3,3:59.0,Turnover by A. Bargnani (lost ball; steal by J. Butler),,49,69
261,3,3:57.0,,Shooting foul by L. Thomas (drawn by J. Butler),49,69
262,3,3:57.0,,J. Butler makes free throw 1 of 2,49,70
263,3,3:57.0,,K. Hinrich enters the game for A. Brooks,49,70
264,3,3:57.0,,J. Butler makes free throw 2 of 2,49,71
265,3,3:46.0,Turnover by L. Thomas (bad pass; steal by J. Butler),,49,71
266,3,3:43.0,,Shooting foul by R. Ledo (drawn by J. Butler),49,71
267,3,3:43.0,,J. Butler makes free throw 1 of 2,49,72
268,3,3:43.0,,J. Butler makes free throw 2 of 2,49,73
269,3,3:26.0,A. Bargnani makes 2-pt layup from 3 ft (assist by L. Galloway),,51,73
270,3,3:10.0,,T. Gibson misses 2-pt hook shot from 3 ft,51,73
271,3,3:08.0,Defensive rebound by J. Smith,,51,73
272,3,3:01.0,J. Smith misses 2-pt jump shot from 18 ft,,51,73
273,3,3:00.0,,Defensive rebound by M. Dunleavy,51,73
274,3,2:47.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by J. Butler),51,75
275,3,2:34.0,A. Bargnani misses 2-pt jump shot from 19 ft,,51,75
276,3,2:33.0,,Defensive rebound by T. Gibson,51,75
277,3,2:26.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by M. Dunleavy),51,77
278,3,2:24.0,New York full timeout,,51,77
279,3,2:24.0,,Chicago full timeout,51,77
280,3,2:24.0,,N. Mirotić enters the game for J. Butler,51,77
281,3,2:24.0,C. Early enters the game for L. Thomas,,51,77
282,3,2:24.0,C. Aldrich enters the game for A. Bargnani,,51,77
283,3,1:59.0,Turnover by Team (shot clock),,51,77
284,3,1:46.0,,T. Gibson makes 2-pt dunk at rim (assist by P. Gasol),51,79
285,3,1:33.0,R. Ledo makes 2-pt layup from 3 ft (assist by J. Smith),,53,79
286,3,1:18.0,,P. Gasol misses 2-pt jump shot from 10 ft,53,79
287,3,1:17.0,,Offensive rebound by P. Gasol,53,79
288,3,1:17.0,,Turnover by P. Gasol (traveling),53,79
289,3,1:00.0,L. Galloway misses 3-pt jump shot from 25 ft,,53,79
290,3,0:59.0,,Defensive rebound by T. Gibson,53,79
291,3,0:46.0,,Shooting foul by C. Early (drawn by N. Mirotić),53,79
292,3,0:46.0,,N. Mirotić makes free throw 1 of 3,53,80
293,3,0:46.0,,N. Mirotić makes free throw 2 of 3,53,81
294,3,0:46.0,,N. Mirotić makes free throw 3 of 3,53,82
295,3,0:30.0,L. Galloway misses 2-pt jump shot from 22 ft,,53,82
296,3,0:29.0,,Defensive rebound by Team,53,82
297,3,0:29.0,Loose ball foul by J. Smith (drawn by N. Mirotić),,53,82
298,3,0:29.0,,N. Mirotić makes free throw 1 of 2,53,83
299,3,0:29.0,,T. Snell enters the game for P. Gasol,53,83
300,3,0:29.0,Q. Acy enters the game for C. Aldrich,,53,83
301,3,0:29.0,L. Thomas enters the game for C. Early,,53,83
302,3,0:29.0,,N. Mirotić makes free throw 2 of 2,53,84
303,3,0:09.0,L. Thomas misses 2-pt jump shot from 9 ft,,53,84
304,3,0:06.0,Offensive rebound by J. Smith,,53,84
305,3,0:02.0,R. Ledo misses 3-pt jump shot from 25 ft,,53,84
306,3,0:01.0,,Defensive rebound by T. Gibson,53,84
307,4,11:46.0,,T. Gibson makes 2-pt layup from 1 ft (assist by T. Snell),53,86
308,4,11:30.0,Q. Acy makes 2-pt jump shot from 21 ft (assist by C. Early),,55,86
309,4,11:15.0,,N. Mirotić makes 2-pt jump shot from 18 ft (assist by T. Snell),55,88
310,4,10:58.0,R. Ledo makes 2-pt layup from 2 ft,,57,88
311,4,10:38.0,,Turnover by T. Snell (bad pass; steal by R. Ledo),57,88
312,4,10:34.0,Turnover by R. Ledo (lost ball; steal by M. Dunleavy),,57,88
313,4,10:24.0,,Shooting foul by C. Early (drawn by T. Gibson),57,88
314,4,10:24.0,,T. Gibson makes free throw 1 of 2,57,89
315,4,10:24.0,L. Thomas enters the game for C. Early,,57,89
316,4,10:24.0,,T. Gibson makes free throw 2 of 2,57,90
317,4,10:09.0,Q. Acy misses 2-pt jump shot from 20 ft,,57,90
318,4,10:08.0,,Defensive rebound by T. Gibson,57,90
319,4,10:02.0,Technical foul by J. Smith,,57,90
320,4,10:02.0,,M. Dunleavy makes technical free throw,57,91
321,4,9:54.0,,N. Mirotić makes 2-pt dunk at rim (assist by K. Hinrich),57,93
322,4,9:37.0,Q. Acy makes 2-pt layup from 1 ft (assist by S. Larkin),,59,93
323,4,9:37.0,Shooting foul by N. Mirotić (drawn by Q. Acy),,59,93
324,4,9:37.0,Q. Acy makes free throw 1 of 1,,60,93
325,4,9:15.0,,Turnover by N. Mirotić (lost ball; steal by Q. Acy),60,93
326,4,8:57.0,L. Thomas misses 2-pt jump shot from 18 ft (block by T. Gibson),,60,93
327,4,8:55.0,Offensive rebound by Q. Acy,,60,93
328,4,8:50.0,S. Larkin misses 2-pt jump shot from 15 ft,,60,93
329,4,8:49.0,,Defensive rebound by T. Gibson,60,93
330,4,8:34.0,Violation by J. Smith (def goaltending),,60,93
331,4,8:34.0,,M. Dunleavy makes 2-pt layup at rim (assist by N. Mirotić),60,95
332,4,8:19.0,Shooting foul by T. Gibson (drawn by J. Smith),,60,95
333,4,8:19.0,New York full timeout,,60,95
334,4,8:19.0,,E. Moore enters the game for M. Dunleavy,60,95
335,4,8:19.0,J. Smith makes free throw 1 of 2,,61,95
336,4,8:19.0,J. Smith makes free throw 2 of 2,,62,95
337,4,8:06.0,,T. Snell misses 2-pt layup from 2 ft (block by J. Smith),62,95
338,4,8:04.0,,Offensive rebound by T. Snell,62,95
339,4,8:02.0,,T. Snell misses 2-pt layup from 2 ft,62,95
340,4,8:00.0,,Offensive rebound by N. Mirotić,62,95
341,4,7:50.0,,K. Hinrich misses 3-pt jump shot from 24 ft,62,95
342,4,7:49.0,Defensive rebound by Q. Acy,,62,95
343,4,7:40.0,Q. Acy makes 2-pt jump shot from 19 ft (assist by S. Larkin),,64,95
344,4,7:26.0,,T. Gibson makes 2-pt dunk at rim (assist by N. Mirotić),64,97
345,4,7:16.0,Turnover by J. Smith (offensive foul),,64,97
346,4,7:16.0,Offensive foul by J. Smith (drawn by T. Gibson),,64,97
347,4,7:05.0,,Offensive foul by T. Gibson (drawn by J. Smith),64,97
348,4,7:05.0,,Turnover by T. Gibson (offensive foul),64,97
349,4,6:53.0,Shooting foul by E. Moore (drawn by Q. Acy),,64,97
350,4,6:53.0,Q. Acy makes free throw 1 of 2,,65,97
351,4,6:53.0,Q. Acy makes free throw 2 of 2,,66,97
352,4,6:35.0,,N. Mirotić misses 2-pt jump shot from 19 ft,66,97
353,4,6:34.0,Defensive rebound by J. Smith,,66,97
354,4,6:18.0,Q. Acy misses 3-pt jump shot from 26 ft,,66,97
355,4,6:17.0,Offensive rebound by J. Smith,,66,97
356,4,6:14.0,R. Ledo misses 3-pt jump shot from 24 ft,,66,97
357,4,6:13.0,,Defensive rebound by T. Snell,66,97
358,4,6:07.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by T. Snell),66,99
359,4,6:04.0,,Violation by Team (delay of game),66,99
360,4,5:56.0,Personal foul by N. Mirotić (drawn by Q. Acy),,66,99
361,4,5:56.0,,Chicago full timeout,66,99
362,4,5:56.0,,N. Mohammed enters the game for K. Hinrich,66,99
363,4,5:56.0,C. Aldrich enters the game for L. Thomas,,66,99
364,4,5:56.0,C. Early enters the game for S. Larkin,,66,99
365,4,5:56.0,L. Galloway enters the game for J. Smith,,66,99
366,4,5:50.0,R. Ledo makes 3-pt jump shot from 25 ft (assist by Q. Acy),,69,99
367,4,5:28.0,,T. Gibson makes 2-pt jump shot from 17 ft (assist by E. Moore),69,101
368,4,5:02.0,Q. Acy misses 2-pt jump shot from 4 ft (block by N. Mohammed),,69,101
369,4,5:01.0,Offensive rebound by C. Early,,69,101
370,4,5:01.0,C. Early misses 3-pt jump shot from 25 ft,,69,101
371,4,5:01.0,Offensive rebound by Team,,69,101
372,4,5:01.0,,Loose ball foul by N. Mohammed (drawn by C. Aldrich),69,101
373,4,5:01.0,C. Aldrich makes free throw 1 of 2,,70,101
374,4,5:01.0,C. Aldrich makes free throw 2 of 2,,71,101
375,4,4:42.0,,E. Moore makes 2-pt jump shot from 12 ft,71,103
376,4,4:18.0,C. Early makes 3-pt jump shot from 25 ft (assist by C. Aldrich),,74,103
377,4,3:56.0,,N. Mirotić makes 2-pt jump shot from 21 ft,74,105
378,4,3:37.0,R. Ledo misses 2-pt jump shot from 14 ft,,74,105
379,4,3:36.0,,Defensive rebound by N. Mirotić,74,105
380,4,3:19.0,,T. Gibson misses 2-pt jump shot from 3 ft (block by C. Aldrich),74,105
