,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
166,2,6:11.0,,G. Neal misses 3-pt jump shot from 25 ft,45,39
167,2,6:10.0,Defensive rebound by K. Humphries,,45,39
168,2,5:57.0,J. Wall misses 2-pt jump shot from 19 ft,,45,39
169,2,5:55.0,,Defensive rebound by G. Henderson,45,39
170,2,5:36.0,,G. Neal makes 2-pt jump shot from 5 ft (assist by G. Henderson),45,41
171,2,5:28.0,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),,47,41
172,2,5:28.0,Shooting foul by A. Jefferson (drawn by O. Porter),,47,41
173,2,5:28.0,Official timeout,,47,41
174,2,5:28.0,N. Hilário enters the game for K. Humphries,,47,41
175,2,5:28.0,,B. Roberts enters the game for G. Neal,47,41
176,2,5:28.0,O. Porter misses free throw 1 of 1,,47,41
177,2,5:26.0,,Defensive rebound by A. Jefferson,47,41
178,2,5:09.0,,Shooting foul by R. Butler (drawn by G. Henderson),47,41
179,2,5:09.0,,G. Henderson misses free throw 1 of 2,47,41
180,2,5:09.0,,Offensive rebound by Team,47,41
181,2,5:09.0,,G. Henderson makes free throw 2 of 2,47,42
182,2,4:53.0,R. Butler misses 3-pt jump shot from 25 ft,,47,42
183,2,4:52.0,Offensive rebound by O. Porter,,47,42
184,2,4:43.0,N. Hilário misses 2-pt layup from 2 ft,,47,42
185,2,4:37.0,,Defensive rebound by A. Jefferson,47,42
186,2,4:24.0,,Turnover by G. Henderson (bad pass),47,42
187,2,4:08.0,R. Butler makes 2-pt jump shot from 18 ft (assist by J. Wall),,49,42
188,2,3:56.0,,C. Zeller misses 2-pt jump shot from 17 ft,49,42
189,2,3:55.0,Defensive rebound by M. Gortat,,49,42
190,2,3:50.0,Shooting foul by A. Jefferson (drawn by J. Wall),,49,42
191,2,3:50.0,J. Wall makes free throw 1 of 2,,50,42
192,2,3:50.0,J. Wall misses free throw 2 of 2,,50,42
193,2,3:49.0,,Defensive rebound by C. Zeller,50,42
194,2,3:28.0,,A. Jefferson makes 2-pt hook shot from 8 ft,50,44
195,2,3:07.0,M. Gortat misses 2-pt layup from 2 ft,,50,44
196,2,3:07.0,,Defensive rebound by Team,50,44
197,2,3:07.0,Loose ball foul by O. Porter (drawn by A. Jefferson),,50,44
198,2,3:07.0,P. Pierce enters the game for O. Porter,,50,44
199,2,2:53.0,,A. Jefferson misses 2-pt layup at rim,50,44
200,2,2:52.0,Defensive rebound by M. Gortat,,50,44
201,2,2:45.0,J. Wall makes 2-pt layup from 1 ft,,52,44
202,2,2:41.0,,Charlotte full timeout,52,44
203,2,2:41.0,Washington full timeout,,52,44
204,2,2:41.0,,G. Neal enters the game for C. Zeller,52,44
205,2,2:41.0,,M. Williams enters the game for A. Jefferson,52,44
206,2,2:41.0,,J. Maxiell enters the game for L. Stephenson,52,44
207,2,2:21.0,,G. Neal misses 2-pt layup from 1 ft (block by P. Pierce),52,44
208,2,2:21.0,,Offensive rebound by G. Neal,52,44
209,2,2:21.0,,Turnover by Team (shot clock),52,44
210,2,2:19.0,K. Humphries enters the game for M. Gortat,,52,44
211,2,2:03.0,P. Pierce misses 2-pt layup from 2 ft (block by M. Williams),,52,44
212,2,2:01.0,,Defensive rebound by J. Maxiell,52,44
213,2,1:59.0,,Shooting foul by R. Butler (drawn by G. Henderson),52,44
214,2,1:59.0,,G. Henderson makes free throw 1 of 2,52,45
215,2,1:59.0,,G. Henderson makes free throw 2 of 2,52,46
216,2,1:51.0,Personal foul by G. Henderson (drawn by P. Pierce),,52,46
217,2,1:42.0,R. Butler misses 2-pt layup from 2 ft,,52,46
218,2,1:42.0,,Defensive rebound by M. Williams,52,46
219,2,1:29.0,,B. Roberts misses 3-pt jump shot from 26 ft,52,46
220,2,1:28.0,,Offensive rebound by M. Williams,52,46
221,2,1:15.0,,B. Roberts misses 3-pt jump shot from 25 ft,52,46
222,2,1:13.0,Defensive rebound by N. Hilário,,52,46
223,2,1:01.0,J. Wall misses 2-pt jump shot from 4 ft (block by J. Maxiell),,52,46
224,2,1:00.0,,Defensive rebound by J. Maxiell,52,46
225,2,0:49.0,,G. Neal makes 2-pt jump shot from 20 ft,52,48
226,2,0:27.0,K. Humphries misses 2-pt jump shot from 4 ft (block by J. Maxiell),,52,48
227,2,0:25.0,,Defensive rebound by G. Neal,52,48
228,2,0:04.0,,Shooting foul by R. Butler (drawn by J. Maxiell),52,48
229,2,0:04.0,,J. Maxiell misses free throw 1 of 2,52,48
230,2,0:04.0,,Offensive rebound by Team,52,48
231,2,0:04.0,,J. Maxiell makes free throw 2 of 2,52,49
232,2,0:00.0,J. Wall makes 2-pt jump shot from 18 ft,,54,49
233,3,11:45.0,,Shooting foul by M. Gortat (drawn by A. Jefferson),54,49
234,3,11:45.0,,A. Jefferson misses free throw 1 of 2,54,49
235,3,11:45.0,,Offensive rebound by Team,54,49
236,3,11:45.0,,A. Jefferson misses free throw 2 of 2,54,49
237,3,11:43.0,Defensive rebound by P. Pierce,,54,49
238,3,11:33.0,Personal foul by C. Zeller (drawn by N. Hilário),,54,49
239,3,11:18.0,N. Hilário makes 2-pt layup from 2 ft (assist by G. Temple),,56,49
240,3,11:04.0,,C. Zeller misses 2-pt jump shot from 19 ft,56,49
241,3,11:03.0,Defensive rebound by M. Gortat,,56,49
242,3,10:55.0,P. Pierce misses 3-pt jump shot from 25 ft,,56,49
243,3,10:53.0,,Defensive rebound by M. Kidd-Gilchrist,56,49
244,3,10:48.0,,Offensive foul by G. Henderson (drawn by G. Temple),56,49
245,3,10:48.0,,Turnover by G. Henderson (offensive foul),56,49
246,3,10:36.0,J. Wall makes 2-pt jump shot from 6 ft,,58,49
247,3,10:12.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft (block by N. Hilário),58,49
248,3,10:12.0,,Offensive rebound by Team,58,49
249,3,10:12.0,,Turnover by Team (shot clock),58,49
250,3,9:47.0,N. Hilário misses 2-pt jump shot from 15 ft,,58,49
251,3,9:47.0,Offensive rebound by Team,,58,49
252,3,9:47.0,Turnover by Team (shot clock),,58,49
253,3,9:25.0,,G. Henderson misses 2-pt layup from 1 ft,58,49
254,3,9:24.0,,Offensive rebound by C. Zeller,58,49
255,3,9:24.0,,Turnover by Team (shot clock),58,49
256,3,9:24.0,,Technical foul by Team,58,49
257,3,9:24.0,P. Pierce misses technical free throw,,58,49
258,3,9:24.0,Offensive rebound by Team,,58,49
259,3,9:09.0,G. Temple makes 2-pt jump shot from 20 ft (assist by J. Wall),,60,49
260,3,8:55.0,,Charlotte full timeout,60,49
261,3,8:51.0,,Turnover by C. Zeller (bad pass),60,49
262,3,8:43.0,Offensive foul by N. Hilário (drawn by C. Zeller),,60,49
263,3,8:43.0,Turnover by N. Hilário (offensive foul),,60,49
264,3,8:18.0,,G. Henderson misses 3-pt jump shot from 25 ft,60,49
265,3,8:16.0,Defensive rebound by N. Hilário,,60,49
266,3,8:04.0,Offensive foul by N. Hilário (drawn by C. Zeller),,60,49
267,3,8:04.0,Turnover by N. Hilário (offensive foul),,60,49
268,3,7:53.0,,G. Henderson makes 2-pt jump shot from 16 ft (assist by B. Roberts),60,51
269,3,7:38.0,N. Hilário misses 2-pt jump shot from 10 ft,,60,51
270,3,7:37.0,,Defensive rebound by C. Zeller,60,51
271,3,7:26.0,,Personal foul by N. Hilário (drawn by G. Henderson),60,51
272,3,7:19.0,Offensive charge foul by C. Zeller (drawn by M. Gortat),,60,51
273,3,7:19.0,,Turnover by C. Zeller (offensive foul),60,51
274,3,7:19.0,,M. Williams enters the game for C. Zeller,60,51
275,3,7:06.0,G. Temple makes 2-pt dunk at rim (assist by J. Wall),,62,51
276,3,6:43.0,,G. Henderson misses 3-pt jump shot from 23 ft,62,51
277,3,6:42.0,Defensive rebound by P. Pierce,,62,51
278,3,6:25.0,P. Pierce misses 2-pt jump shot from 18 ft,,62,51
279,3,6:22.0,,Defensive rebound by B. Roberts,62,51
280,3,6:06.0,,A. Jefferson misses 2-pt layup from 2 ft (block by M. Gortat),62,51
281,3,6:04.0,Defensive rebound by G. Temple,,62,51
282,3,6:02.0,Turnover by G. Temple (offensive foul),,62,51
283,3,6:02.0,,Offensive charge foul by G. Temple (drawn by G. Henderson),62,51
284,3,5:48.0,,G. Henderson makes 2-pt layup from 1 ft (assist by A. Jefferson),62,53
285,3,5:48.0,,Shooting foul by N. Hilário (drawn by G. Henderson),62,53
286,3,5:48.0,K. Humphries enters the game for N. Hilário,,62,53
287,3,5:48.0,,G. Henderson makes free throw 1 of 1,62,54
288,3,5:32.0,M. Gortat misses 2-pt jump shot from 6 ft,,62,54
289,3,5:31.0,Offensive rebound by Team,,62,54
290,3,5:16.0,J. Wall misses 2-pt jump shot from 8 ft,,62,54
291,3,5:15.0,,Defensive rebound by M. Williams,62,54
292,3,5:07.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by B. Roberts),62,57
293,3,4:46.0,P. Pierce makes 2-pt jump shot from 16 ft (assist by J. Wall),,64,57
294,3,4:31.0,,B. Roberts makes 2-pt jump shot from 19 ft,64,59
295,3,4:19.0,K. Humphries makes 2-pt jump shot from 20 ft (assist by P. Pierce),,66,59
296,3,3:57.0,,Turnover by M. Kidd-Gilchrist (traveling),66,59
297,3,3:57.0,R. Butler enters the game for G. Temple,,66,59
298,3,3:57.0,,L. Stephenson enters the game for M. Kidd-Gilchrist,66,59
299,3,3:43.0,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),,68,59
300,3,3:23.0,,A. Jefferson misses 2-pt jump shot from 18 ft,68,59
301,3,3:22.0,Defensive rebound by K. Humphries,,68,59
302,3,3:16.0,Turnover by J. Wall (lost ball),,68,59
303,3,2:59.0,,B. Roberts misses 2-pt jump shot from 19 ft,68,59
304,3,2:57.0,Defensive rebound by R. Butler,,68,59
305,3,2:52.0,Personal foul by L. Stephenson (drawn by P. Pierce),,68,59
306,3,2:52.0,Washington full timeout,,68,59
307,3,2:52.0,,J. Maxiell enters the game for A. Jefferson,68,59
308,3,2:41.0,M. Gortat makes 2-pt hook shot from 7 ft (assist by P. Pierce),,70,59
309,3,2:22.0,,G. Henderson makes 2-pt jump shot from 15 ft,70,61
310,3,2:15.0,G. Temple enters the game for J. Wall,,70,61
311,3,2:06.0,R. Butler makes 2-pt jump shot from 11 ft,,72,61
312,3,1:47.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by L. Stephenson),72,64
313,3,1:35.0,,Offensive charge foul by P. Pierce (drawn by J. Maxiell),72,64
314,3,1:35.0,Turnover by P. Pierce (offensive foul),,72,64
315,3,1:35.0,,G. Neal enters the game for G. Henderson,72,64
316,3,1:16.0,,M. Williams misses 3-pt jump shot from 26 ft,72,64
317,3,1:14.0,Defensive rebound by R. Butler,,72,64
318,3,1:00.0,K. Humphries misses 2-pt jump shot from 7 ft (block by J. Maxiell),,72,64
319,3,0:59.0,,Defensive rebound by G. Neal,72,64
320,3,0:40.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by L. Stephenson),72,67
321,3,0:23.0,P. Pierce makes 2-pt jump shot from 10 ft,,74,67
322,3,0:05.0,,Personal foul by P. Pierce (drawn by L. Stephenson),74,67
323,3,0:05.0,D. Blair enters the game for M. Gortat,,74,67
324,3,0:05.0,O. Porter enters the game for P. Pierce,,74,67
325,3,0:01.0,,B. Roberts makes 2-pt jump shot from 12 ft,74,69
326,4,11:42.0,R. Butler makes 2-pt jump shot from 19 ft (assist by K. Humphries),,76,69
327,4,11:24.0,,B. Roberts misses 3-pt jump shot from 26 ft,76,69
328,4,11:23.0,Defensive rebound by K. Humphries,,76,69
329,4,11:03.0,K. Humphries misses 2-pt jump shot from 16 ft,,76,69
330,4,11:00.0,,Defensive rebound by M. Williams,76,69
331,4,10:48.0,,M. Williams misses 2-pt layup from 1 ft,76,69
332,4,10:47.0,,Offensive rebound by M. Williams,76,69
333,4,10:47.0,,M. Williams makes 2-pt layup from 1 ft,76,71
334,4,10:28.0,O. Porter misses 2-pt jump shot from 8 ft,,76,71
335,4,10:27.0,Offensive rebound by K. Humphries,,76,71
336,4,10:11.0,K. Humphries misses 2-pt jump shot from 7 ft,,76,71
337,4,10:08.0,,Defensive rebound by G. Neal,76,71
338,4,9:52.0,,G. Neal misses 3-pt jump shot from 25 ft,76,71
339,4,9:51.0,,Offensive rebound by B. Roberts,76,71
340,4,9:38.0,,Shooting foul by G. Temple (drawn by B. Roberts),76,71
341,4,9:38.0,,B. Roberts makes 2-pt jump shot from 13 ft (assist by L. Stephenson),76,73
342,4,9:38.0,,B. Roberts makes free throw 1 of 1,76,74
343,4,9:25.0,R. Butler misses 2-pt jump shot from 15 ft,,76,74
344,4,9:23.0,,Defensive rebound by J. Maxiell,76,74
345,4,9:07.0,,L. Stephenson makes 2-pt jump shot from 7 ft,76,76
346,4,8:53.0,D. Blair misses 2-pt jump shot from 6 ft (block by J. Maxiell),,76,76
347,4,8:50.0,,Defensive rebound by L. Stephenson,76,76
348,4,8:45.0,,L. Stephenson misses 3-pt jump shot from 26 ft,76,76
349,4,8:43.0,,Offensive rebound by Team,76,76
350,4,8:43.0,Official timeout,,76,76
351,4,8:43.0,J. Wall enters the game for K. Humphries,,76,76
352,4,8:43.0,N. Hilário enters the game for G. Temple,,76,76
353,4,8:43.0,,G. Henderson enters the game for B. Roberts,76,76
354,4,8:31.0,,Turnover by G. Neal (traveling),76,76
355,4,8:15.0,Turnover by D. Blair (bad pass; steal by J. Maxiell),,76,76
356,4,8:03.0,,Turnover by L. Stephenson (bad pass),76,76
357,4,7:48.0,N. Hilário misses 2-pt jump shot from 6 ft,,76,76
358,4,7:48.0,Offensive rebound by Team,,76,76
359,4,7:48.0,,Loose ball foul by J. Maxiell (drawn by D. Blair),76,76
360,4,7:40.0,N. Hilário makes 2-pt jump shot from 18 ft (assist by R. Butler),,78,76
361,4,7:17.0,,G. Henderson makes 2-pt jump shot from 13 ft,78,78
362,4,7:06.0,Turnover by J. Wall (bad pass; steal by M. Williams),,78,78
363,4,7:03.0,,Turnover by M. Williams (lost ball),78,78
364,4,6:46.0,Turnover by N. Hilário (bad pass; steal by G. Henderson),,78,78
365,4,6:35.0,,G. Neal makes 2-pt layup from 1 ft,78,80
366,4,6:17.0,O. Porter makes 3-pt jump shot from 25 ft (assist by D. Blair),,81,80
367,4,5:58.0,,Personal foul by D. Blair (drawn by J. Maxiell),81,80
368,4,5:58.0,,Charlotte full timeout,81,80
369,4,5:58.0,,C. Zeller enters the game for J. Maxiell,81,80
370,4,5:58.0,,A. Jefferson enters the game for M. Williams,81,80
371,4,5:46.0,,L. Stephenson misses 3-pt jump shot from 25 ft,81,80
372,4,5:45.0,Defensive rebound by D. Blair,,81,80
373,4,5:28.0,N. Hilário makes 2-pt jump shot from 3 ft,,83,80
374,4,5:28.0,Loose ball foul by O. Porter (drawn by L. Stephenson),,83,80
375,4,5:13.0,,Shooting foul by D. Blair (drawn by A. Jefferson),83,80
376,4,5:13.0,,A. Jefferson makes free throw 1 of 2,83,81
377,4,5:13.0,,B. Roberts enters the game for G. Neal,83,81
378,4,5:13.0,,A. Jefferson makes free throw 2 of 2,83,82
379,4,4:57.0,J. Wall misses 3-pt jump shot from 24 ft,,83,82
380,4,4:55.0,,Defensive rebound by A. Jefferson,83,82
381,4,4:44.0,,C. Zeller misses 2-pt jump shot from 19 ft,83,82
382,4,4:43.0,,Offensive rebound by A. Jefferson,83,82
