,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MILWAUKEE_ACTION,NEW ORLEANS_SCORE,MILWAUKEE_SCORE
373,4,0:43.0,,K. Middleton misses 3-pt jump shot from 25 ft,108,103
374,4,0:41.0,Defensive rebound by Q. Pondexter,,108,103
375,4,0:39.0,New Orleans full timeout,,108,103
376,4,0:39.0,E. Gordon enters the game for D. Cunningham,,108,103
377,4,0:38.0,Personal take foul by J. Bayless (drawn by N. Cole),,108,103
378,4,0:38.0,N. Cole makes free throw 1 of 2,,109,103
379,4,0:38.0,D. Cunningham enters the game for E. Gordon,,109,103
380,4,0:38.0,N. Cole makes free throw 2 of 2,,110,103
381,4,0:38.0,,Milwaukee full timeout,110,103
382,4,0:38.0,,J. Dudley enters the game for G. Antetokounmpo,110,103
383,4,0:38.0,,C. Johnson enters the game for M. Carter-Williams,110,103
384,4,0:32.0,,J. Dudley misses 3-pt jump shot from 24 ft,110,103
385,4,0:32.0,Defensive rebound by A. Davis,,110,103
386,4,0:32.0,Personal foul by J. Bayless (drawn by N. Cole),,110,103
387,4,0:32.0,N. Cole makes free throw 1 of 2,,111,103
388,4,0:32.0,N. Cole makes free throw 2 of 2,,112,103
389,4,0:25.0,,K. Middleton misses 3-pt jump shot from 25 ft,112,103
390,4,0:24.0,Defensive rebound by A. Davis,,112,103
391,4,0:01.0,N. Cole misses 2-pt jump shot from 18 ft,,112,103
392,4,0:00.0,Offensive rebound by Ö. Aşık,,112,103
393,4,0:00.0,Ö. Aşık makes 2-pt layup at rim,,114,103
