,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,UTAH_ACTION,BROOKLYN_SCORE,UTAH_SCORE
387,4,0:56.0,Defensive rebound by S. Karasev,,73,103
388,4,0:49.0,D. Morris misses 2-pt layup from 2 ft,,73,103
389,4,0:48.0,,Defensive rebound by J. Evans,73,103
390,4,0:41.0,,E. Freedom makes 2-pt layup from 1 ft (assist by I. Clark),73,105
391,4,0:31.0,J. Jordan misses 2-pt jump shot from 19 ft,,73,105
392,4,0:29.0,,Defensive rebound by J. Evans,73,105
393,4,0:11.0,,E. Millsap makes 3-pt jump shot from 24 ft (assist by E. Williams),73,108
394,4,0:06.0,D. Morris misses 2-pt jump shot from 6 ft (block by J. Evans),,73,108
395,4,0:06.0,Offensive rebound by Team,,73,108
396,4,0:02.0,D. Morris misses 3-pt jump shot from 23 ft,,73,108
397,4,0:01.0,,Defensive rebound by I. Clark,73,108
