,QUARTER,TIME_REMAINING,ATLANTA_ACTION,HOUSTON_ACTION,ATLANTA_SCORE,HOUSTON_SCORE
0,1,11:41.0,,D. Motiejūnas makes 2-pt hook shot from 7 ft (assist by J. Harden),0,2
1,1,11:22.0,D. Carroll misses 2-pt jump shot from 5 ft (block by D. Motiejūnas),,0,2
2,1,11:20.0,,Defensive rebound by J. Harden,0,2
3,1,10:59.0,,Turnover by P. Beverley (traveling),0,2
4,1,10:50.0,A. Horford makes 2-pt jump shot from 19 ft (assist by D. Schröder),,2,2
5,1,10:35.0,,T. Ariza misses 3-pt jump shot from 24 ft,2,2
6,1,10:34.0,,Offensive rebound by D. Howard,2,2
7,1,10:30.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by D. Howard),2,5
8,1,10:11.0,P. Millsap makes 2-pt jump shot from 10 ft,,4,5
9,1,10:11.0,Shooting foul by D. Howard (drawn by P. Millsap),,4,5
10,1,10:11.0,P. Millsap makes free throw 1 of 1,,5,5
11,1,10:11.0,,Violation by D. Howard (def goaltending),5,5
12,1,9:50.0,,Turnover by P. Beverley (bad pass; steal by P. Millsap),5,5
13,1,9:36.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by A. Horford),,8,5
14,1,9:23.0,,Shooting foul by P. Millsap (drawn by D. Howard),8,5
15,1,9:23.0,,D. Howard makes free throw 1 of 2,8,6
16,1,9:23.0,,D. Howard makes free throw 2 of 2,8,7
17,1,9:11.0,D. Schröder misses 2-pt jump shot from 8 ft,,8,7
18,1,9:09.0,Offensive rebound by A. Horford,,8,7
19,1,9:06.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by A. Horford),,11,7
20,1,8:48.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by D. Howard),11,10
21,1,8:35.0,A. Horford makes 2-pt jump shot from 11 ft,,13,10
22,1,8:16.0,,D. Motiejūnas makes 2-pt jump shot from 5 ft,13,12
23,1,8:05.0,P. Millsap misses 2-pt jump shot from 16 ft,,13,12
24,1,8:03.0,,Defensive rebound by D. Howard,13,12
25,1,7:55.0,,T. Ariza misses 2-pt layup from 4 ft (block by A. Horford),13,12
26,1,7:54.0,Defensive rebound by A. Horford,,13,12
27,1,7:49.0,D. Carroll misses 2-pt layup from 2 ft,,13,12
28,1,7:48.0,,Defensive rebound by D. Motiejūnas,13,12
29,1,7:35.0,,Turnover by J. Harden (bad pass; steal by P. Millsap),13,12
30,1,7:30.0,Offensive foul by P. Millsap (drawn by D. Motiejūnas),,13,12
31,1,7:30.0,Turnover by P. Millsap (offensive foul),,13,12
