,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
384,4,5:20.0,,D. Jordan misses free throw 1 of 1,91,81
385,4,5:20.0,Defensive rebound by Team,,91,81
386,4,5:03.0,Turnover by J. Butler (offensive foul),,91,81
387,4,5:03.0,,Offensive charge foul by J. Butler (drawn by C. Paul),91,81
388,4,4:47.0,,B. Griffin makes 2-pt hook shot from 1 ft (assist by C. Paul),91,83
389,4,4:26.0,T. Gibson misses 2-pt jump shot from 14 ft,,91,83
390,4,4:25.0,,Defensive rebound by D. Jordan,91,83
391,4,4:20.0,,Turnover by J. Crawford (offensive foul),91,83
392,4,4:20.0,Offensive charge foul by J. Crawford (drawn by J. Butler),,91,83
393,4,4:07.0,Shooting foul by J. Crawford (drawn by J. Butler),,91,83
394,4,4:07.0,J. Butler misses free throw 1 of 2,,91,83
395,4,4:07.0,Offensive rebound by Team,,91,83
396,4,4:07.0,J. Butler makes free throw 2 of 2,,92,83
397,4,4:00.0,,D. Jordan makes 2-pt layup from 2 ft (assist by B. Griffin),92,85
398,4,3:40.0,J. Butler makes 2-pt layup from 2 ft (assist by T. Gibson),,94,85
399,4,3:40.0,Shooting foul by B. Griffin (drawn by J. Butler),,94,85
400,4,3:40.0,,M. Barnes enters the game for J. Redick,94,85
401,4,3:40.0,J. Butler makes free throw 1 of 1,,95,85
402,4,3:32.0,,J. Crawford makes 2-pt jump shot from 17 ft,95,87
403,4,3:13.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by T. Gibson),,98,87
404,4,2:54.0,,Personal foul by K. Hinrich (drawn by C. Paul),98,87
405,4,2:54.0,Chicago full timeout,,98,87
406,4,2:54.0,,C. Paul misses free throw 1 of 2,98,87
407,4,2:54.0,,Offensive rebound by Team,98,87
408,4,2:54.0,,C. Paul makes free throw 2 of 2,98,88
409,4,2:35.0,M. Dunleavy makes 3-pt jump shot from 26 ft (assist by T. Gibson),,101,88
410,4,2:20.0,,J. Crawford misses 3-pt jump shot from 25 ft,101,88
411,4,2:18.0,,Offensive rebound by D. Jordan,101,88
412,4,2:12.0,,C. Paul misses 2-pt jump shot from 4 ft,101,88
413,4,2:10.0,Defensive rebound by J. Butler,,101,88
414,4,1:47.0,T. Gibson makes 2-pt jump shot from 11 ft (assist by J. Butler),,103,88
415,4,1:26.0,,Personal foul by T. Gibson (drawn by J. Crawford),103,88
416,4,1:26.0,,J. Crawford misses free throw 1 of 2,103,88
417,4,1:26.0,,Offensive rebound by Team,103,88
418,4,1:26.0,,Technical foul by J. Crawford,103,88
419,4,1:26.0,M. Dunleavy misses technical free throw,,103,88
420,4,1:26.0,,Offensive rebound by Team,103,88
421,4,1:26.0,,J. Crawford makes free throw 2 of 2,103,89
422,4,1:16.0,Shooting foul by J. Crawford (drawn by J. Butler),,103,89
423,4,1:16.0,J. Butler makes free throw 1 of 2,,104,89
424,4,1:16.0,,S. Hawes enters the game for M. Barnes,104,89
425,4,1:16.0,,E. Udoh enters the game for B. Griffin,104,89
426,4,1:16.0,,J. Cunningham enters the game for D. Jordan,104,89
427,4,1:16.0,,J. Farmar enters the game for C. Paul,104,89
428,4,1:16.0,,R. Bullock enters the game for J. Crawford,104,89
429,4,1:16.0,J. Butler makes free throw 2 of 2,,105,89
430,4,1:01.0,,Turnover by E. Udoh (bad pass; steal by J. Butler),105,89
431,4,0:38.0,J. Butler misses 2-pt jump shot from 21 ft,,105,89
432,4,0:37.0,,Defensive rebound by J. Farmar,105,89
433,4,0:28.0,,J. Farmar misses 2-pt jump shot from 16 ft,105,89
434,4,0:26.0,Defensive rebound by J. Noah,,105,89
435,4,0:04.0,Turnover by Team (shot clock),,105,89
