,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW ORLEANS_ACTION,DALLAS_SCORE,NEW ORLEANS_SCORE
46,1,7:04.0,,E. Gordon misses 2-pt jump shot from 6 ft,11,6
47,1,7:02.0,Defensive rebound by D. Nowitzki,,11,6
48,1,6:43.0,Turnover by D. Nowitzki (bad pass; steal by J. Holiday),,11,6
49,1,6:38.0,,A. Davis misses 2-pt layup from 2 ft,11,6
50,1,6:36.0,Defensive rebound by M. Ellis,,11,6
51,1,6:27.0,J. Nelson makes 3-pt jump shot from 24 ft (assist by C. Parsons),,14,6
52,1,6:14.0,,J. Holiday makes 2-pt jump shot from 16 ft,14,8
53,1,6:01.0,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),,16,8
54,1,5:39.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),16,10
55,1,5:24.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by J. Nelson),,18,10
56,1,5:08.0,,J. Holiday misses 2-pt jump shot from 11 ft,18,10
57,1,5:07.0,Defensive rebound by T. Chandler,,18,10
58,1,4:59.0,Shooting foul by T. Evans (drawn by C. Parsons),,18,10
59,1,4:59.0,C. Parsons makes free throw 1 of 2,,19,10
60,1,4:59.0,,R. Anderson enters the game for Ö. Aşık,19,10
61,1,4:59.0,D. Harris enters the game for D. Nowitzki,,19,10
62,1,4:59.0,C. Parsons makes free throw 2 of 2,,20,10
63,1,4:52.0,,Personal foul by M. Ellis (drawn by E. Gordon),20,10
64,1,4:52.0,,A. Rivers enters the game for E. Gordon,20,10
65,1,4:52.0,A. Aminu enters the game for M. Ellis,,20,10
66,1,4:45.0,,A. Davis misses 2-pt jump shot from 3 ft (block by T. Chandler),20,10
67,1,4:43.0,Defensive rebound by T. Chandler,,20,10
68,1,4:36.0,C. Parsons misses 2-pt layup from 2 ft,,20,10
69,1,4:35.0,,Defensive rebound by A. Davis,20,10
70,1,4:29.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),20,12
71,1,4:22.0,J. Nelson misses 3-pt jump shot from 26 ft,,20,12
72,1,4:21.0,Offensive rebound by A. Aminu,,20,12
73,1,4:17.0,D. Harris misses 3-pt jump shot from 25 ft,,20,12
74,1,4:16.0,,Defensive rebound by A. Davis,20,12
75,1,4:06.0,,T. Evans misses 2-pt jump shot from 20 ft,20,12
76,1,4:05.0,,Offensive rebound by R. Anderson,20,12
77,1,4:04.0,,R. Anderson makes 2-pt layup from 1 ft,20,14
78,1,4:02.0,Dallas full timeout,,20,14
79,1,4:02.0,B. Wright enters the game for T. Chandler,,20,14
80,1,3:44.0,J. Nelson misses 2-pt jump shot from 18 ft,,20,14
81,1,3:42.0,,Defensive rebound by T. Evans,20,14
82,1,3:32.0,,A. Davis misses 2-pt jump shot from 4 ft (block by B. Wright),20,14
83,1,3:30.0,,Offensive rebound by A. Davis,20,14
84,1,3:24.0,,J. Holiday makes 3-pt jump shot from 22 ft (assist by R. Anderson),20,17
85,1,3:14.0,B. Wright misses 2-pt layup from 1 ft (block by A. Davis),,20,17
86,1,3:13.0,,Defensive rebound by A. Rivers,20,17
87,1,3:07.0,,A. Davis misses 2-pt layup from 2 ft (block by B. Wright),20,17
88,1,3:06.0,,Offensive rebound by R. Anderson,20,17
89,1,3:06.0,,R. Anderson misses 2-pt tip-in at rim,20,17
90,1,3:06.0,,Offensive rebound by A. Davis,20,17
91,1,3:06.0,,Shooting foul by B. Wright (drawn by A. Davis),20,17
92,1,3:06.0,,A. Davis misses free throw 1 of 2,20,17
93,1,3:06.0,,Offensive rebound by Team,20,17
94,1,3:06.0,,J. Salmons enters the game for T. Evans,20,17
95,1,3:06.0,,A. Davis makes free throw 2 of 2,20,18
96,1,2:56.0,Shooting foul by R. Anderson (drawn by C. Parsons),,20,18
97,1,2:56.0,C. Parsons makes free throw 1 of 2,,21,18
98,1,2:56.0,C. Parsons makes free throw 2 of 2,,22,18
99,1,2:40.0,,J. Holiday misses 2-pt jump shot from 2 ft,22,18
100,1,2:39.0,,Offensive rebound by J. Holiday,22,18
101,1,2:39.0,,J. Holiday makes 2-pt tip-in from 2 ft,22,20
102,1,2:27.0,C. Parsons makes 2-pt layup from 1 ft,,24,20
103,1,2:21.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Holiday),24,23
104,1,2:10.0,A. Aminu makes 2-pt layup from 2 ft (assist by C. Parsons),,26,23
105,1,1:47.0,,J. Salmons misses 2-pt jump shot from 9 ft,26,23
106,1,1:46.0,Defensive rebound by A. Aminu,,26,23
107,1,1:43.0,Shooting foul by A. Rivers (drawn by D. Harris),,26,23
108,1,1:43.0,D. Harris makes free throw 1 of 2,,27,23
109,1,1:43.0,,J. Fredette enters the game for J. Holiday,27,23
110,1,1:43.0,J. Barea enters the game for J. Nelson,,27,23
111,1,1:43.0,D. Harris makes free throw 2 of 2,,28,23
112,1,1:26.0,,R. Anderson makes 2-pt jump shot from 6 ft (assist by A. Rivers),28,25
113,1,1:07.0,J. Barea makes 2-pt layup from 2 ft,,30,25
114,1,0:47.0,,Shooting foul by A. Aminu (drawn by A. Rivers),30,25
115,1,0:47.0,,A. Rivers makes free throw 1 of 2,30,26
116,1,0:47.0,,Ö. Aşık enters the game for A. Davis,30,26
117,1,0:47.0,D. Nowitzki enters the game for C. Parsons,,30,26
118,1,0:47.0,,A. Rivers misses free throw 2 of 2,30,26
119,1,0:46.0,Defensive rebound by A. Aminu,,30,26
120,1,0:33.0,Offensive foul by J. Barea (drawn by J. Fredette),,30,26
121,1,0:33.0,Turnover by J. Barea (offensive foul),,30,26
122,1,0:16.0,,J. Salmons misses 3-pt jump shot from 25 ft,30,26
123,1,0:15.0,Defensive rebound by D. Harris,,30,26
124,1,0:01.0,D. Harris makes 2-pt jump shot from 6 ft,,32,26
125,2,11:45.0,A. Aminu misses 3-pt jump shot from 25 ft,,32,26
126,2,11:43.0,Offensive rebound by B. Wright,,32,26
127,2,11:39.0,D. Harris makes 3-pt jump shot from 25 ft (assist by J. Barea),,35,26
128,2,11:17.0,,Ö. Aşık makes 2-pt dunk at rim (assist by A. Rivers),35,28
129,2,10:59.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,35,28
130,2,10:58.0,Offensive rebound by B. Wright,,35,28
131,2,10:58.0,B. Wright makes 2-pt dunk at rim,,37,28
132,2,10:43.0,,R. Anderson misses 3-pt jump shot from 25 ft,37,28
133,2,10:42.0,Defensive rebound by D. Nowitzki,,37,28
134,2,10:28.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by D. Harris),,39,28
135,2,10:04.0,,Shooting foul by D. Nowitzki (drawn by Ö. Aşık),39,28
136,2,10:04.0,,Ö. Aşık misses free throw 1 of 2,39,28
137,2,10:04.0,,Offensive rebound by Team,39,28
138,2,10:04.0,,A. Davis enters the game for J. Fredette,39,28
139,2,10:04.0,,E. Gordon enters the game for J. Salmons,39,28
140,2,10:04.0,,Ö. Aşık makes free throw 2 of 2,39,29
141,2,9:48.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,39,29
142,2,9:47.0,,Defensive rebound by A. Rivers,39,29
143,2,9:31.0,,A. Rivers misses 3-pt jump shot from 24 ft,39,29
144,2,9:30.0,Defensive rebound by B. Wright,,39,29
145,2,9:17.0,J. Barea misses 2-pt jump shot from 7 ft,,39,29
146,2,9:15.0,,Defensive rebound by Ö. Aşık,39,29
147,2,9:02.0,,A. Davis makes 2-pt dunk at rim (assist by A. Rivers),39,31
148,2,8:42.0,Personal foul by A. Rivers (drawn by B. Wright),,39,31
149,2,8:42.0,Official timeout,,39,31
150,2,8:31.0,J. Barea misses 3-pt jump shot from 27 ft,,39,31
151,2,8:30.0,,Defensive rebound by A. Davis,39,31
152,2,8:13.0,,R. Anderson misses 2-pt layup from 2 ft,39,31
153,2,8:12.0,,Offensive rebound by Ö. Aşık,39,31
154,2,8:12.0,,Ö. Aşık misses 2-pt tip-in from 2 ft,39,31
155,2,8:10.0,Defensive rebound by D. Nowitzki,,39,31
156,2,8:07.0,J. Barea makes 2-pt layup from 1 ft (assist by D. Nowitzki),,41,31
157,2,7:52.0,,A. Rivers makes 2-pt jump shot from 4 ft,41,33
158,2,7:32.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),,43,33
159,2,7:18.0,,A. Davis misses 2-pt jump shot from 15 ft,43,33
160,2,7:17.0,,Offensive rebound by Ö. Aşık,43,33
161,2,7:16.0,,A. Davis makes 2-pt dunk at rim (assist by Ö. Aşık),43,35
162,2,6:53.0,J. Barea makes 2-pt jump shot from 11 ft,,45,35
163,2,6:37.0,,Shooting foul by B. Wright (drawn by A. Davis),45,35
164,2,6:37.0,,A. Davis misses free throw 1 of 2,45,35
165,2,6:37.0,,Offensive rebound by Team,45,35
166,2,6:37.0,T. Chandler enters the game for D. Nowitzki,,45,35
167,2,6:37.0,J. Nelson enters the game for D. Harris,,45,35
168,2,6:37.0,M. Ellis enters the game for B. Wright,,45,35
169,2,6:37.0,C. Parsons enters the game for J. Barea,,45,35
170,2,6:37.0,,T. Evans enters the game for R. Anderson,45,35
171,2,6:37.0,,J. Holiday enters the game for A. Rivers,45,35
172,2,6:37.0,,A. Davis misses free throw 2 of 2,45,35
173,2,6:36.0,,Offensive rebound by A. Davis,45,35
174,2,6:34.0,,A. Davis misses 2-pt layup at rim,45,35
175,2,6:34.0,,Offensive rebound by Team,45,35
176,2,6:34.0,Loose ball foul by T. Chandler (drawn by Ö. Aşık),,45,35
177,2,6:34.0,Technical foul by T. Chandler,,45,35
178,2,6:34.0,,J. Holiday makes technical free throw,45,36
179,2,6:34.0,Dallas full timeout,,45,36
180,2,6:34.0,R. Jefferson enters the game for A. Aminu,,45,36
181,2,6:19.0,,E. Gordon misses 2-pt jump shot from 21 ft,45,36
182,2,6:18.0,Defensive rebound by T. Chandler,,45,36
183,2,6:00.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,47,36
184,2,5:56.0,,Personal foul by J. Nelson (drawn by A. Davis),47,36
185,2,5:56.0,Violation by Team (delay of game),,47,36
186,2,5:41.0,,J. Holiday makes 2-pt jump shot from 8 ft (assist by T. Evans),47,38
187,2,5:31.0,M. Ellis makes 2-pt jump shot from 14 ft,,49,38
188,2,5:31.0,Shooting foul by E. Gordon (drawn by M. Ellis),,49,38
189,2,5:31.0,M. Ellis makes free throw 1 of 1,,50,38
190,2,5:13.0,,Turnover by E. Gordon (lost ball; steal by M. Ellis),50,38
191,2,5:13.0,Personal foul by Ö. Aşık (drawn by M. Ellis),,50,38
192,2,4:56.0,R. Jefferson misses 2-pt jump shot from 21 ft,,50,38
193,2,4:55.0,,Defensive rebound by J. Holiday,50,38
194,2,4:50.0,Offensive charge foul by J. Holiday (drawn by M. Ellis),,50,38
195,2,4:50.0,,Turnover by J. Holiday (offensive foul),50,38
196,2,4:45.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Nelson),,53,38
197,2,4:44.0,,New Orleans full timeout,53,38
198,2,4:44.0,,R. Anderson enters the game for Ö. Aşık,53,38
199,2,4:25.0,,R. Anderson makes 2-pt layup from 1 ft (assist by J. Holiday),53,40
200,2,4:04.0,C. Parsons misses 2-pt jump shot from 7 ft,,53,40
201,2,4:03.0,,Defensive rebound by R. Anderson,53,40
202,2,3:59.0,,Turnover by E. Gordon (traveling),53,40
203,2,3:50.0,R. Jefferson makes 2-pt jump shot from 19 ft,,55,40
204,2,3:28.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),55,42
205,2,3:07.0,C. Parsons misses 3-pt jump shot from 26 ft,,55,42
206,2,3:05.0,Offensive rebound by R. Jefferson,,55,42
207,2,3:04.0,R. Jefferson misses 2-pt jump shot from 3 ft (block by T. Evans),,55,42
208,2,3:04.0,Offensive rebound by Team,,55,42
209,2,2:58.0,Turnover by C. Parsons (lost ball),,55,42
210,2,2:42.0,,Turnover by T. Evans (lost ball; steal by R. Jefferson),55,42
211,2,2:36.0,M. Ellis makes 2-pt dunk at rim (assist by R. Jefferson),,57,42
212,2,2:15.0,,J. Holiday makes 3-pt jump shot from 22 ft (assist by T. Evans),57,45
213,2,2:08.0,C. Parsons makes 2-pt layup from 1 ft,,59,45
214,2,1:54.0,,J. Holiday misses 3-pt jump shot from 24 ft,59,45
215,2,1:53.0,,Offensive rebound by A. Davis,59,45
216,2,1:53.0,Loose ball foul by C. Parsons (drawn by A. Davis),,59,45
217,2,1:53.0,,A. Davis makes free throw 1 of 2,59,46
218,2,1:53.0,D. Nowitzki enters the game for C. Parsons,,59,46
219,2,1:53.0,B. Wright enters the game for T. Chandler,,59,46
220,2,1:53.0,,A. Davis makes free throw 2 of 2,59,47
221,2,1:35.0,R. Jefferson misses 3-pt jump shot from 23 ft,,59,47
222,2,1:34.0,Offensive rebound by M. Ellis,,59,47
223,2,1:33.0,M. Ellis makes 2-pt layup from 2 ft,,61,47
224,2,1:21.0,,R. Anderson makes 2-pt jump shot from 9 ft,61,49
225,2,1:07.0,Personal foul by J. Holiday (drawn by D. Nowitzki),,61,49
226,2,0:58.0,M. Ellis misses 2-pt layup from 2 ft,,61,49
227,2,0:55.0,Offensive rebound by Team,,61,49
228,2,0:35.0,J. Nelson makes 3-pt jump shot from 25 ft,,64,49
229,2,0:28.0,,R. Anderson misses 2-pt jump shot from 9 ft,64,49
230,2,0:27.0,Defensive rebound by R. Jefferson,,64,49
231,2,0:05.0,B. Wright makes 2-pt dunk at rim (assist by J. Nelson),,66,49
232,2,0:01.0,,T. Evans makes 3-pt jump shot from 26 ft,66,52
233,2,0:00.0,Turnover by D. Nowitzki (bad pass; steal by T. Evans),,66,52
234,3,11:48.0,Turnover by C. Parsons (bad pass; steal by J. Holiday),,66,52
235,3,11:45.0,,Shooting foul by C. Parsons (drawn by T. Evans),66,52
236,3,11:45.0,,T. Evans makes free throw 1 of 2,66,53
237,3,11:45.0,,T. Evans makes free throw 2 of 2,66,54
238,3,11:33.0,Def 3 sec tech foul by Ö. Aşık,,66,54
239,3,11:33.0,D. Nowitzki misses technical free throw,,66,54
240,3,11:33.0,Offensive rebound by Team,,66,54
241,3,11:27.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,66,54
242,3,11:26.0,,Defensive rebound by J. Holiday,66,54
243,3,11:20.0,,T. Evans makes 2-pt layup from 1 ft (assist by J. Holiday),66,56
244,3,10:57.0,D. Nowitzki makes 2-pt layup from 2 ft,,68,56
245,3,10:34.0,,Ö. Aşık makes 2-pt dunk at rim (assist by T. Evans),68,58
246,3,10:26.0,Offensive foul by D. Nowitzki (drawn by J. Holiday),,68,58
247,3,10:26.0,Turnover by D. Nowitzki (offensive foul),,68,58
248,3,10:13.0,,A. Davis misses 2-pt jump shot from 14 ft,68,58
249,3,10:13.0,,Offensive rebound by Team,68,58
250,3,10:13.0,Loose ball foul by M. Ellis (drawn by Ö. Aşık),,68,58
251,3,10:04.0,,Shooting foul by D. Nowitzki (drawn by A. Davis),68,58
252,3,10:04.0,,A. Davis makes free throw 1 of 2,68,59
253,3,10:04.0,,A. Davis makes free throw 2 of 2,68,60
254,3,9:52.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by C. Parsons),,70,60
255,3,9:33.0,Offensive charge foul by A. Davis (drawn by D. Nowitzki),,70,60
256,3,9:33.0,,Turnover by A. Davis (offensive foul),70,60
257,3,9:20.0,T. Chandler misses 2-pt layup from 1 ft,,70,60
258,3,9:17.0,Offensive rebound by J. Nelson,,70,60
259,3,9:16.0,J. Nelson makes 2-pt layup from 2 ft,,72,60
260,3,8:59.0,,A. Davis misses 2-pt jump shot from 19 ft,72,60
261,3,8:57.0,Defensive rebound by J. Nelson,,72,60
262,3,8:52.0,Turnover by J. Nelson (bad pass; steal by A. Davis),,72,60
263,3,8:43.0,,Ö. Aşık makes 2-pt dunk at rim (assist by J. Holiday),72,62
264,3,8:22.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,72,62
265,3,8:21.0,,Defensive rebound by T. Evans,72,62
266,3,8:16.0,,T. Evans misses 2-pt layup from 1 ft,72,62
267,3,8:15.0,,Offensive rebound by Team,72,62
268,3,8:10.0,,J. Holiday misses 3-pt jump shot from 25 ft,72,62
269,3,8:09.0,Defensive rebound by Team,,72,62
270,3,7:50.0,D. Nowitzki misses 2-pt jump shot from 22 ft,,72,62
271,3,7:49.0,,Defensive rebound by A. Davis,72,62
272,3,7:42.0,,T. Evans misses 3-pt jump shot from 25 ft,72,62
273,3,7:41.0,Defensive rebound by C. Parsons,,72,62
274,3,7:34.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,72,62
275,3,7:32.0,,Defensive rebound by E. Gordon,72,62
276,3,7:24.0,,Shooting foul by D. Nowitzki (drawn by A. Davis),72,62
277,3,7:24.0,,A. Davis makes free throw 1 of 2,72,63
278,3,7:24.0,D. Harris enters the game for D. Nowitzki,,72,63
279,3,7:24.0,,A. Davis makes free throw 2 of 2,72,64
280,3,7:13.0,Turnover by T. Chandler (bad pass; steal by J. Holiday),,72,64
281,3,7:08.0,,T. Evans misses 2-pt layup from 1 ft,72,64
282,3,7:07.0,,Offensive rebound by A. Davis,72,64
283,3,7:07.0,,A. Davis misses 2-pt tip-in at rim,72,64
284,3,7:06.0,,Offensive rebound by A. Davis,72,64
285,3,7:06.0,,Shooting foul by D. Harris (drawn by A. Davis),72,64
286,3,7:06.0,Dallas full timeout,,72,64
287,3,7:06.0,,A. Davis makes free throw 1 of 2,72,65
288,3,7:06.0,,A. Davis makes free throw 2 of 2,72,66
289,3,6:44.0,M. Ellis misses 3-pt jump shot from 24 ft,,72,66
290,3,6:43.0,,Defensive rebound by T. Evans,72,66
291,3,6:28.0,,J. Holiday makes 2-pt jump shot from 11 ft,72,68
292,3,6:13.0,J. Nelson misses 3-pt jump shot from 24 ft,,72,68
293,3,6:12.0,,Defensive rebound by T. Evans,72,68
294,3,6:02.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by T. Evans),72,70
295,3,5:41.0,Shooting block foul by A. Davis (drawn by T. Chandler),,72,70
296,3,5:41.0,T. Chandler misses free throw 1 of 2,,72,70
297,3,5:41.0,Offensive rebound by Team,,72,70
298,3,5:41.0,T. Chandler misses free throw 2 of 2,,72,70
299,3,5:40.0,,Defensive rebound by T. Evans,72,70
300,3,5:24.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by E. Gordon),72,72
301,3,5:08.0,C. Parsons misses 3-pt jump shot from 24 ft (block by A. Davis),,72,72
302,3,5:06.0,,Defensive rebound by T. Evans,72,72
303,3,4:55.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. Evans),72,75
304,3,4:54.0,Dallas full timeout,,72,75
305,3,4:30.0,M. Ellis makes 2-pt jump shot from 16 ft,,74,75
306,3,4:13.0,Offensive charge foul by T. Evans (drawn by D. Harris),,74,75
307,3,4:13.0,,Turnover by T. Evans (offensive foul),74,75
308,3,4:13.0,,R. Anderson enters the game for Ö. Aşık,74,75
309,3,4:13.0,,A. Rivers enters the game for E. Gordon,74,75
310,3,3:51.0,D. Harris makes 2-pt layup from 2 ft,,76,75
311,3,3:30.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by R. Anderson),76,78
312,3,3:19.0,M. Ellis makes 2-pt layup from 1 ft (assist by D. Harris),,78,78
313,3,3:00.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by A. Davis),78,81
314,3,2:41.0,M. Ellis misses 3-pt jump shot from 25 ft (block by A. Davis),,78,81
315,3,2:38.0,,Defensive rebound by A. Rivers,78,81
316,3,2:29.0,,A. Davis misses 2-pt jump shot from 17 ft,78,81
317,3,2:28.0,Defensive rebound by C. Parsons,,78,81
318,3,2:19.0,C. Parsons makes 2-pt jump shot from 13 ft,,80,81
319,3,1:55.0,,J. Holiday makes 2-pt jump shot from 14 ft,80,83
320,3,1:48.0,Shooting foul by A. Rivers (drawn by M. Ellis),,80,83
321,3,1:48.0,,New Orleans full timeout,80,83
322,3,1:48.0,D. Nowitzki enters the game for T. Chandler,,80,83
323,3,1:48.0,B. Wright enters the game for J. Nelson,,80,83
324,3,1:48.0,M. Ellis makes free throw 1 of 2,,81,83
325,3,1:48.0,M. Ellis makes free throw 2 of 2,,82,83
326,3,1:34.0,,T. Evans makes 2-pt jump shot from 15 ft,82,85
327,3,1:12.0,M. Ellis misses 2-pt layup from 2 ft,,82,85
328,3,1:11.0,Offensive rebound by M. Ellis,,82,85
329,3,1:07.0,Turnover by D. Nowitzki (bad pass; steal by T. Evans),,82,85
330,3,1:03.0,,T. Evans makes 2-pt dunk at rim,82,87
331,3,1:03.0,,Technical foul by T. Evans,82,87
332,3,1:03.0,D. Nowitzki makes technical free throw,,83,87
333,3,1:03.0,,Ö. Aşık enters the game for A. Davis,83,87
334,3,0:40.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,83,87
335,3,0:38.0,,Defensive rebound by J. Holiday,83,87
336,3,0:19.0,,T. Evans makes 2-pt layup from 1 ft,83,89
337,3,0:01.0,D. Harris makes 3-pt jump shot from 24 ft (assist by M. Ellis),,86,89
338,4,11:38.0,,R. Anderson misses 2-pt layup from 3 ft,86,89
339,4,11:37.0,,Offensive rebound by Ö. Aşık,86,89
340,4,11:37.0,,Ö. Aşık misses 2-pt tip-in at rim,86,89
341,4,11:37.0,Defensive rebound by D. Harris,,86,89
342,4,11:22.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,86,89
343,4,11:20.0,Offensive rebound by B. Wright,,86,89
344,4,11:16.0,B. Wright makes 2-pt layup from 1 ft,,88,89
345,4,11:05.0,,T. Evans makes 2-pt jump shot from 4 ft,88,91
346,4,11:05.0,,Shooting foul by B. Wright (drawn by T. Evans),88,91
347,4,11:05.0,,T. Evans makes free throw 1 of 1,88,92
348,4,10:48.0,B. Wright makes 2-pt layup from 1 ft (assist by D. Harris),,90,92
349,4,10:37.0,,Turnover by T. Evans (bad pass; steal by D. Harris),90,92
350,4,10:34.0,Shooting foul by T. Evans (drawn by D. Harris),,90,92
351,4,10:34.0,D. Harris misses free throw 1 of 2,,90,92
352,4,10:34.0,Offensive rebound by Team,,90,92
353,4,10:34.0,,A. Davis enters the game for T. Evans,90,92
354,4,10:34.0,D. Harris misses free throw 2 of 2,,90,92
355,4,10:32.0,,Defensive rebound by A. Davis,90,92
356,4,10:18.0,,Personal foul by D. Harris (drawn by E. Gordon),90,92
357,4,10:10.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by A. Rivers),90,94
358,4,9:53.0,J. Barea makes 2-pt layup from 2 ft,,92,94
359,4,9:34.0,,R. Anderson misses 2-pt jump shot from 16 ft,92,94
360,4,9:33.0,Defensive rebound by D. Nowitzki,,92,94
361,4,9:15.0,J. Barea misses 2-pt jump shot from 3 ft,,92,94
362,4,9:13.0,,Defensive rebound by A. Davis,92,94
363,4,8:57.0,,Turnover by Ö. Aşık (traveling),92,94
364,4,8:57.0,Official timeout,,92,94
365,4,8:48.0,B. Wright makes 2-pt hook shot from 6 ft (assist by D. Nowitzki),,94,94
366,4,8:34.0,,A. Rivers misses 2-pt layup from 2 ft,94,94
367,4,8:33.0,Defensive rebound by D. Nowitzki,,94,94
368,4,8:22.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by D. Harris),,96,94
369,4,8:08.0,,Turnover by A. Rivers (lost ball; steal by J. Barea),96,94
370,4,8:03.0,B. Wright makes 2-pt dunk at rim (assist by D. Harris),,98,94
371,4,8:03.0,,New Orleans full timeout,98,94
372,4,8:03.0,,T. Evans enters the game for E. Gordon,98,94
373,4,8:03.0,,J. Holiday enters the game for A. Rivers,98,94
374,4,7:48.0,,Ö. Aşık makes 2-pt layup from 1 ft (assist by T. Evans),98,96
375,4,7:31.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,98,96
376,4,7:30.0,,Defensive rebound by R. Anderson,98,96
377,4,7:09.0,,J. Holiday misses 2-pt layup from 2 ft (block by B. Wright),98,96
378,4,7:07.0,Defensive rebound by B. Wright,,98,96
379,4,7:02.0,A. Aminu misses 2-pt jump shot from 19 ft,,98,96
380,4,7:01.0,,Defensive rebound by A. Davis,98,96
381,4,6:49.0,,Offensive foul by J. Holiday (drawn by J. Barea),98,96
382,4,6:49.0,,Turnover by J. Holiday (offensive foul),98,96
383,4,6:49.0,T. Chandler enters the game for B. Wright,,98,96
