,QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
150,2,5:38.0,Defensive rebound by R. Hibbert,,39,42
151,2,5:22.0,L. Scola misses 2-pt jump shot from 20 ft,,39,42
152,2,5:19.0,Offensive rebound by R. Stuckey,,39,42
153,2,5:12.0,,Offensive charge foul by L. Scola (drawn by J. Jerebko),39,42
154,2,5:12.0,Turnover by L. Scola (offensive foul),,39,42
155,2,4:57.0,,D. Augustin makes 2-pt jump shot from 8 ft,39,44
156,2,4:45.0,R. Hibbert misses 2-pt layup from 3 ft (block by J. Meeks),,39,44
157,2,4:45.0,Offensive rebound by Team,,39,44
158,2,4:36.0,R. Stuckey makes 2-pt jump shot from 18 ft (assist by C. Watson),,41,44
159,2,4:30.0,,B. Jennings enters the game for D. Augustin,41,44
160,2,4:22.0,,J. Jerebko misses 2-pt layup from 1 ft (block by C. Watson),41,44
161,2,4:21.0,Defensive rebound by R. Stuckey,,41,44
162,2,4:13.0,L. Scola makes 2-pt layup at rim (assist by C. Watson),,43,44
163,2,4:06.0,,Detroit full timeout,43,44
164,2,4:06.0,,G. Monroe enters the game for J. Jerebko,43,44
165,2,4:05.0,S. Hill enters the game for G. Hill,,43,44
166,2,3:55.0,,J. Meeks makes 2-pt jump shot from 8 ft (assist by B. Jennings),43,46
167,2,3:42.0,Turnover by L. Scola (traveling),,43,46
168,2,3:26.0,,A. Drummond makes 2-pt hook shot from 6 ft,43,48
169,2,3:07.0,R. Stuckey makes 3-pt jump shot from 25 ft (assist by C. Watson),,46,48
170,2,2:51.0,,G. Monroe misses 2-pt hook shot from 3 ft,46,48
171,2,2:49.0,Defensive rebound by R. Stuckey,,46,48
172,2,2:46.0,Turnover by R. Stuckey (bad pass; steal by K. Caldwell-Pope),,46,48
173,2,2:41.0,,K. Caldwell-Pope makes 2-pt dunk at rim,46,50
174,2,2:22.0,Personal foul by A. Drummond (drawn by R. Hibbert),,46,50
175,2,2:22.0,D. West enters the game for L. Scola,,46,50
176,2,2:22.0,,J. Jerebko enters the game for A. Drummond,46,50
177,2,2:08.0,R. Stuckey makes 2-pt jump shot from 19 ft,,48,50
178,2,1:52.0,,Turnover by K. Caldwell-Pope (bad pass; steal by S. Hill),48,50
179,2,1:44.0,C. Watson makes 2-pt jump shot from 19 ft (assist by S. Hill),,50,50
180,2,1:28.0,,G. Monroe makes 2-pt jump shot from 18 ft,50,52
181,2,1:15.0,R. Stuckey misses 2-pt layup at rim,,50,52
182,2,1:13.0,,Defensive rebound by J. Jerebko,50,52
183,2,1:09.0,,B. Jennings makes 3-pt jump shot from 25 ft,50,55
184,2,0:44.0,S. Hill makes 3-pt jump shot from 23 ft (assist by D. West),,53,55
185,2,0:36.0,,Offensive foul by B. Jennings (drawn by C. Watson),53,55
186,2,0:36.0,,Turnover by B. Jennings (offensive foul),53,55
187,2,0:36.0,Indiana full timeout,,53,55
188,2,0:36.0,C. Miles enters the game for S. Hill,,53,55
189,2,0:36.0,,J. Anthony enters the game for B. Jennings,53,55
190,2,0:36.0,,K. Singler enters the game for J. Jerebko,53,55
191,2,0:36.0,,D. Augustin enters the game for J. Meeks,53,55
192,2,0:32.0,Turnover by R. Stuckey (offensive foul),,53,55
193,2,0:32.0,,Offensive charge foul by R. Stuckey (drawn by K. Singler),53,55
194,2,0:32.0,,J. Jerebko enters the game for J. Anthony,53,55
195,2,0:32.0,S. Hill enters the game for R. Stuckey,,53,55
196,2,0:32.0,G. Hill enters the game for C. Miles,,53,55
197,2,0:22.0,,D. Augustin makes 2-pt jump shot from 18 ft,53,57
198,2,0:02.0,C. Watson misses 3-pt jump shot from 23 ft,,53,57
199,2,0:00.0,,Defensive rebound by K. Singler,53,57
200,3,11:35.0,D. West misses 2-pt layup at rim,,53,57
201,3,11:34.0,,Defensive rebound by G. Monroe,53,57
202,3,11:20.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by B. Jennings),53,59
203,3,11:07.0,D. West misses 2-pt jump shot from 18 ft,,53,59
204,3,11:07.0,,Defensive rebound by G. Monroe,53,59
205,3,10:59.0,,B. Jennings misses 2-pt jump shot from 10 ft,53,59
206,3,10:57.0,,Offensive rebound by B. Jennings,53,59
207,3,10:53.0,,B. Jennings makes 2-pt jump shot from 7 ft,53,61
208,3,10:38.0,R. Hibbert misses 2-pt jump shot from 15 ft,,53,61
209,3,10:37.0,,Defensive rebound by K. Caldwell-Pope,53,61
210,3,10:29.0,,K. Singler misses 2-pt jump shot from 16 ft,53,61
211,3,10:28.0,Defensive rebound by D. West,,53,61
212,3,10:21.0,R. Stuckey misses 2-pt layup from 1 ft (block by K. Singler),,53,61
213,3,10:19.0,Offensive rebound by R. Hibbert,,53,61
214,3,10:18.0,R. Hibbert makes 2-pt dunk at rim,,55,61
215,3,10:18.0,,Turnover by A. Drummond (inbound),55,61
216,3,10:18.0,Indiana full timeout,,55,61
217,3,10:18.0,C. Miles enters the game for R. Stuckey,,55,61
218,3,10:06.0,Shooting foul by A. Drummond (drawn by R. Hibbert),,55,61
219,3,10:06.0,R. Hibbert makes free throw 1 of 2,,56,61
220,3,10:06.0,,J. Anthony enters the game for A. Drummond,56,61
221,3,10:06.0,R. Hibbert misses free throw 2 of 2,,56,61
222,3,10:05.0,,Defensive rebound by G. Monroe,56,61
223,3,9:50.0,,Shooting foul by R. Hibbert (drawn by G. Monroe),56,61
224,3,9:50.0,,G. Monroe makes free throw 1 of 2,56,62
225,3,9:50.0,,G. Monroe misses free throw 2 of 2,56,62
226,3,9:48.0,Defensive rebound by R. Hibbert,,56,62
227,3,9:37.0,D. West makes 2-pt layup at rim (assist by C. Watson),,58,62
228,3,9:22.0,,G. Monroe makes 2-pt jump shot from 18 ft,58,64
229,3,9:04.0,Shooting foul by J. Anthony (drawn by R. Hibbert),,58,64
230,3,9:04.0,R. Hibbert makes free throw 1 of 2,,59,64
231,3,9:04.0,R. Hibbert makes free throw 2 of 2,,60,64
232,3,8:42.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,60,66
233,3,8:25.0,S. Hill misses 2-pt layup at rim (block by J. Anthony),,60,66
234,3,8:23.0,,Defensive rebound by K. Caldwell-Pope,60,66
235,3,8:21.0,,Shooting foul by D. West (drawn by K. Singler),60,66
236,3,8:21.0,,K. Singler makes free throw 1 of 2,60,67
237,3,8:21.0,,K. Singler misses free throw 2 of 2,60,67
238,3,8:20.0,,Offensive rebound by J. Anthony,60,67
239,3,8:14.0,,J. Anthony misses 2-pt jump shot from 6 ft,60,67
240,3,8:14.0,,Offensive rebound by G. Monroe,60,67
241,3,8:14.0,,G. Monroe misses 2-pt layup from 2 ft (block by D. West),60,67
242,3,8:14.0,,Offensive rebound by Team,60,67
243,3,7:59.0,,B. Jennings misses 3-pt jump shot from 27 ft,60,67
244,3,7:58.0,Defensive rebound by C. Miles,,60,67
245,3,7:38.0,R. Hibbert misses 2-pt jump shot from 8 ft,,60,67
246,3,7:37.0,,Defensive rebound by G. Monroe,60,67
247,3,7:30.0,,K. Singler misses 3-pt jump shot from 26 ft,60,67
248,3,7:28.0,Defensive rebound by C. Watson,,60,67
249,3,7:20.0,C. Watson makes 2-pt layup at rim,,62,67
250,3,7:06.0,,Shooting foul by R. Hibbert (drawn by J. Anthony),62,67
251,3,7:06.0,,J. Anthony makes free throw 1 of 2,62,68
252,3,7:06.0,,J. Anthony misses free throw 2 of 2,62,68
253,3,7:06.0,Defensive rebound by Team,,62,68
254,3,6:54.0,C. Miles misses 3-pt jump shot from 25 ft,,62,68
255,3,6:53.0,,Defensive rebound by G. Monroe,62,68
256,3,6:38.0,,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,62,68
257,3,6:37.0,Defensive rebound by C. Watson,,62,68
258,3,6:28.0,Shooting foul by J. Anthony (drawn by R. Hibbert),,62,68
259,3,6:28.0,R. Hibbert makes free throw 1 of 2,,63,68
260,3,6:28.0,R. Hibbert makes free throw 2 of 2,,64,68
261,3,6:13.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,64,68
262,3,6:12.0,Defensive rebound by C. Watson,,64,68
263,3,6:03.0,Personal foul by K. Singler (drawn by C. Miles),,64,68
264,3,5:52.0,C. Watson makes 2-pt jump shot from 14 ft,,66,68
265,3,5:31.0,,Shooting foul by R. Hibbert (drawn by J. Anthony),66,68
266,3,5:31.0,,J. Anthony makes free throw 1 of 2,66,69
267,3,5:31.0,L. Allen enters the game for R. Hibbert,,66,69
268,3,5:31.0,,J. Anthony misses free throw 2 of 2,66,69
269,3,5:30.0,,Offensive rebound by G. Monroe,66,69
270,3,5:24.0,,K. Singler makes 2-pt layup at rim (assist by G. Monroe),66,71
271,3,5:07.0,D. West misses 2-pt jump shot from 16 ft,,66,71
272,3,5:06.0,,Defensive rebound by B. Jennings,66,71
273,3,5:00.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by B. Jennings),66,74
274,3,4:38.0,D. West misses 2-pt jump shot from 3 ft (block by G. Monroe),,66,74
275,3,4:37.0,Offensive rebound by D. West,,66,74
276,3,4:35.0,Turnover by C. Miles (lost ball),,66,74
277,3,4:18.0,,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),66,76
278,3,4:08.0,Shooting foul by J. Anthony (drawn by C. Watson),,66,76
279,3,4:08.0,C. Watson misses free throw 1 of 2,,66,76
280,3,4:08.0,Offensive rebound by Team,,66,76
281,3,4:08.0,,J. Jerebko enters the game for J. Anthony,66,76
282,3,4:08.0,G. Hill enters the game for C. Miles,,66,76
283,3,4:08.0,C. Watson misses free throw 2 of 2,,66,76
284,3,4:07.0,,Defensive rebound by G. Monroe,66,76
285,3,3:48.0,,B. Jennings makes 2-pt jump shot from 15 ft,66,78
286,3,3:31.0,C. Watson makes 2-pt jump shot from 16 ft,,68,78
287,3,3:20.0,,B. Jennings misses 2-pt jump shot from 6 ft,68,78
288,3,3:18.0,,Offensive rebound by G. Monroe,68,78
289,3,3:16.0,,G. Monroe makes 2-pt layup from 1 ft,68,80
290,3,2:58.0,D. West misses 2-pt layup at rim (block by J. Jerebko),,68,80
291,3,2:55.0,,Defensive rebound by G. Monroe,68,80
292,3,2:55.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by B. Jennings),68,82
293,3,2:55.0,Indiana full timeout,,68,82
294,3,2:55.0,,Detroit full timeout,68,82
295,3,2:55.0,,J. Anthony enters the game for G. Monroe,68,82
296,3,2:37.0,G. Hill misses 3-pt jump shot from 26 ft,,68,82
297,3,2:35.0,,Defensive rebound by B. Jennings,68,82
298,3,2:22.0,,B. Jennings misses 3-pt jump shot from 26 ft,68,82
299,3,2:21.0,Defensive rebound by D. West,,68,82
300,3,2:12.0,L. Allen makes 2-pt jump shot from 15 ft (assist by S. Hill),,70,82
301,3,1:59.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft (block by L. Allen),70,82
302,3,1:56.0,,Offensive rebound by B. Jennings,70,82
303,3,1:48.0,,J. Jerebko makes 2-pt layup at rim (assist by B. Jennings),70,84
304,3,1:41.0,Shooting foul by J. Jerebko (drawn by S. Hill),,70,84
305,3,1:41.0,S. Hill makes free throw 1 of 2,,71,84
306,3,1:41.0,,D. Augustin enters the game for B. Jennings,71,84
307,3,1:41.0,,J. Meeks enters the game for K. Caldwell-Pope,71,84
308,3,1:41.0,L. Scola enters the game for C. Watson,,71,84
309,3,1:41.0,D. Sloan enters the game for D. West,,71,84
310,3,1:41.0,S. Hill makes free throw 2 of 2,,72,84
311,3,1:28.0,,J. Jerebko misses 2-pt hook shot from 5 ft,72,84
312,3,1:26.0,Defensive rebound by L. Allen,,72,84
313,3,1:20.0,S. Hill makes 2-pt layup from 1 ft,,74,84
314,3,1:20.0,Shooting foul by J. Meeks (drawn by S. Hill),,74,84
315,3,1:20.0,S. Hill makes free throw 1 of 1,,75,84
316,3,1:08.0,,J. Meeks makes 3-pt jump shot from 25 ft (assist by D. Augustin),75,87
317,3,0:53.0,Personal foul by J. Jerebko (drawn by D. Sloan),,75,87
318,3,0:53.0,D. Sloan makes free throw 1 of 2,,76,87
319,3,0:53.0,D. Sloan makes free throw 2 of 2,,77,87
320,3,0:34.0,,D. Augustin makes 3-pt jump shot from 26 ft,77,90
321,3,0:21.0,L. Allen makes 2-pt layup from 1 ft (assist by S. Hill),,79,90
322,3,0:02.0,,K. Singler makes 3-pt jump shot from 25 ft (assist by D. Augustin),79,93
323,3,0:01.0,G. Hill makes 3-pt jump shot from 30 ft (assist by L. Scola),,82,93
324,4,11:42.0,,D. Augustin makes 2-pt layup at rim,82,95
325,4,11:26.0,G. Hill misses 3-pt jump shot from 23 ft,,82,95
326,4,11:25.0,,Defensive rebound by J. Jerebko,82,95
327,4,11:16.0,,Shooting foul by L. Allen (drawn by J. Jerebko),82,95
328,4,11:16.0,,J. Jerebko misses free throw 1 of 2,82,95
329,4,11:16.0,,Offensive rebound by Team,82,95
330,4,11:16.0,,J. Jerebko makes free throw 2 of 2,82,96
331,4,11:06.0,D. Sloan makes 2-pt layup at rim,,84,96
332,4,10:40.0,,D. Augustin makes 2-pt jump shot from 7 ft,84,98
333,4,10:24.0,L. Scola makes 2-pt jump shot from 19 ft (assist by D. Sloan),,86,98
334,4,10:03.0,,C. Butler makes 3-pt jump shot from 22 ft (assist by J. Jerebko),86,101
335,4,9:44.0,L. Allen misses 2-pt jump shot from 21 ft,,86,101
336,4,9:43.0,,Defensive rebound by C. Butler,86,101
337,4,9:26.0,,J. Jerebko misses 3-pt jump shot from 26 ft,86,101
338,4,9:25.0,Defensive rebound by G. Hill,,86,101
339,4,9:16.0,Turnover by G. Hill (step out of bounds),,86,101
340,4,9:16.0,R. Hibbert enters the game for L. Allen,,86,101
341,4,9:04.0,,J. Meeks misses 2-pt jump shot from 18 ft,86,101
342,4,9:03.0,Defensive rebound by S. Hill,,86,101
343,4,8:55.0,S. Hill makes 2-pt jump shot from 16 ft,,88,101
344,4,8:38.0,,J. Meeks makes 2-pt layup from 1 ft (assist by J. Jerebko),88,103
345,4,8:16.0,L. Scola makes 2-pt jump shot from 13 ft (assist by G. Hill),,90,103
346,4,7:57.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by D. Augustin),90,105
347,4,7:41.0,R. Hibbert makes 2-pt layup at rim,,92,105
348,4,7:28.0,,D. Augustin makes 2-pt layup at rim,92,107
349,4,7:26.0,Indiana full timeout,,92,107
350,4,7:26.0,C. Watson enters the game for D. Sloan,,92,107
351,4,7:09.0,G. Hill makes 3-pt jump shot from 26 ft (assist by C. Watson),,95,107
352,4,6:56.0,,Turnover by D. Augustin (lost ball; steal by L. Scola),95,107
353,4,6:52.0,L. Scola makes 2-pt dunk at rim,,97,107
354,4,6:42.0,,Personal foul by G. Hill (drawn by J. Meeks),97,107
355,4,6:31.0,,Shooting foul by R. Hibbert (drawn by A. Drummond),97,107
356,4,6:31.0,,A. Drummond makes free throw 1 of 2,97,108
357,4,6:31.0,,A. Drummond misses free throw 2 of 2,97,108
358,4,6:29.0,Defensive rebound by G. Hill,,97,108
359,4,6:21.0,G. Hill makes 2-pt layup at rim,,99,108
360,4,6:05.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by D. Augustin),99,110
361,4,6:01.0,Personal foul by J. Meeks (drawn by G. Hill),,99,110
362,4,5:53.0,L. Scola misses 2-pt jump shot from 19 ft,,99,110
363,4,5:53.0,,Defensive rebound by Team,99,110
364,4,5:53.0,Loose ball foul by R. Hibbert (drawn by A. Drummond),,99,110
365,4,5:53.0,Official timeout,,99,110
366,4,5:53.0,D. West enters the game for R. Hibbert,,99,110
367,4,5:44.0,,Personal foul by L. Scola (drawn by D. Augustin),99,110
368,4,5:44.0,,D. Augustin misses free throw 1 of 2,99,110
369,4,5:44.0,,Offensive rebound by Team,99,110
370,4,5:44.0,,G. Monroe enters the game for J. Jerebko,99,110
371,4,5:44.0,,D. Augustin makes free throw 2 of 2,99,111
372,4,5:25.0,Turnover by C. Watson (bad pass; steal by D. Augustin),,99,111
373,4,5:22.0,,Turnover by A. Drummond (bad pass),99,111
374,4,5:22.0,,K. Caldwell-Pope enters the game for C. Butler,99,111
375,4,5:12.0,Personal foul by K. Caldwell-Pope (drawn by G. Hill),,99,111
376,4,5:04.0,L. Scola misses 2-pt layup from 2 ft,,99,111
377,4,5:01.0,,Defensive rebound by A. Drummond,99,111
378,4,4:56.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,99,111
379,4,4:56.0,,Offensive rebound by G. Monroe,99,111
380,4,4:56.0,,Personal foul by C. Watson (drawn by G. Monroe),99,111
381,4,4:56.0,,G. Monroe makes free throw 1 of 2,99,112
382,4,4:56.0,,G. Monroe misses free throw 2 of 2,99,112
383,4,4:55.0,Defensive rebound by L. Scola,,99,112
