,QUARTER,TIME_REMAINING,DENVER_ACTION,INDIANA_ACTION,DENVER_SCORE,INDIANA_SCORE
86,1,2:48.0,,Turnover by C. Copeland (bad pass; steal by G. Harris),20,24
87,1,2:44.0,G. Harris makes 2-pt layup from 1 ft,,22,24
88,1,2:37.0,,Indiana full timeout,22,24
89,1,2:37.0,,A. Price enters the game for D. Sloan,22,24
90,1,2:26.0,,C. Miles misses 3-pt jump shot from 25 ft,22,24
91,1,2:24.0,Defensive rebound by Team,,22,24
92,1,2:14.0,T. Lawson misses 2-pt jump shot from 6 ft (block by L. Allen),,22,24
93,1,2:12.0,Offensive rebound by G. Harris,,22,24
94,1,2:09.0,G. Harris makes 3-pt jump shot from 25 ft,,25,24
95,1,1:56.0,,Personal foul by J. McGee (drawn by R. Hibbert),25,24
96,1,1:56.0,,R. Hibbert makes free throw 1 of 2,25,25
97,1,1:56.0,,R. Hibbert misses free throw 2 of 2,25,25
98,1,1:56.0,Defensive rebound by J. McGee,,25,25
99,1,1:40.0,J. McGee makes 2-pt layup from 2 ft (assist by W. Chandler),,27,25
100,1,1:23.0,,R. Hibbert misses 2-pt jump shot from 5 ft,27,25
101,1,1:22.0,Defensive rebound by D. Arthur,,27,25
102,1,1:11.0,Turnover by T. Lawson (bad pass; steal by A. Price),,27,25
103,1,1:00.0,,C. Copeland misses 2-pt jump shot from 6 ft,27,25
104,1,1:00.0,Defensive rebound by D. Arthur,,27,25
105,1,0:53.0,G. Harris misses 3-pt jump shot from 26 ft,,27,25
106,1,0:52.0,,Defensive rebound by L. Allen,27,25
107,1,0:39.0,,Personal foul by G. Harris (drawn by C. Miles),27,25
108,1,0:39.0,,C. Miles makes free throw 1 of 2,27,26
109,1,0:39.0,,C. Miles makes free throw 2 of 2,27,27
110,1,0:27.0,W. Chandler makes 2-pt jump shot from 3 ft,,29,27
111,1,0:27.0,Shooting foul by C. Copeland (drawn by W. Chandler),,29,27
112,1,0:27.0,N. Robinson enters the game for T. Lawson,,29,27
113,1,0:27.0,,D. Rudež enters the game for C. Copeland,29,27
114,1,0:27.0,W. Chandler makes free throw 1 of 1,,30,27
115,1,0:07.0,,C. Miles misses 2-pt jump shot from 18 ft,30,27
116,1,0:05.0,Defensive rebound by W. Chandler,,30,27
117,1,0:00.0,W. Chandler misses 2-pt jump shot from 8 ft (block by D. Rudež),,30,27
118,1,0:00.0,Offensive rebound by Team,,30,27
119,2,11:42.0,,D. Rudež misses 3-pt jump shot from 25 ft,30,27
120,2,11:41.0,Defensive rebound by N. Robinson,,30,27
121,2,11:29.0,D. Arthur makes 2-pt jump shot from 13 ft,,32,27
122,2,11:18.0,,Turnover by A. Price (bad pass),32,27
123,2,11:10.0,G. Harris makes 2-pt jump shot from 12 ft,,34,27
124,2,10:53.0,,S. Hill misses 2-pt layup from 2 ft,34,27
125,2,10:53.0,,Offensive rebound by Team,34,27
126,2,10:46.0,,A. Price makes 2-pt jump shot from 15 ft,34,29
127,2,10:34.0,N. Robinson misses 2-pt jump shot from 8 ft,,34,29
128,2,10:33.0,,Defensive rebound by A. Price,34,29
129,2,10:20.0,,L. Allen misses 2-pt jump shot from 19 ft,34,29
130,2,10:18.0,Defensive rebound by D. Gallinari,,34,29
131,2,10:11.0,D. Arthur misses 2-pt jump shot from 21 ft,,34,29
132,2,10:10.0,,Defensive rebound by L. Allen,34,29
133,2,9:59.0,,A. Price misses 2-pt jump shot from 19 ft,34,29
134,2,9:57.0,,Offensive rebound by I. Mahinmi,34,29
135,2,9:52.0,,L. Allen makes 2-pt jump shot from 18 ft (assist by I. Mahinmi),34,31
136,2,9:37.0,D. Arthur makes 2-pt jump shot from 15 ft (assist by G. Harris),,36,31
137,2,9:27.0,,Personal foul by N. Robinson (drawn by S. Hill),36,31
138,2,9:27.0,J. Hickson enters the game for D. Arthur,,36,31
139,2,9:18.0,,Offensive foul by I. Mahinmi (drawn by J. McGee),36,31
140,2,9:18.0,,Turnover by I. Mahinmi (offensive foul),36,31
141,2,9:00.0,Shooting foul by D. Rudež (drawn by J. Hickson),,36,31
142,2,9:00.0,J. Hickson misses free throw 1 of 2,,36,31
143,2,9:00.0,Offensive rebound by Team,,36,31
144,2,9:00.0,J. Hickson makes free throw 2 of 2,,37,31
145,2,8:48.0,,Personal block foul by N. Robinson (drawn by A. Price),37,31
146,2,8:48.0,Official timeout,,37,31
147,2,8:48.0,T. Mozgov enters the game for J. McGee,,37,31
148,2,8:42.0,,L. Allen makes 2-pt hook shot from 3 ft (assist by I. Mahinmi),37,33
149,2,8:26.0,D. Gallinari makes 2-pt jump shot from 20 ft,,39,33
150,2,8:08.0,,S. Hill misses 2-pt layup from 1 ft (block by G. Harris),39,33
151,2,8:08.0,,Offensive rebound by Team,39,33
152,2,8:00.0,,L. Allen misses 2-pt jump shot from 12 ft,39,33
153,2,7:59.0,Defensive rebound by G. Harris,,39,33
154,2,7:39.0,N. Robinson misses 2-pt jump shot from 17 ft,,39,33
155,2,7:38.0,,Defensive rebound by A. Price,39,33
156,2,7:27.0,,L. Allen makes 2-pt jump shot from 20 ft (assist by A. Price),39,35
157,2,7:16.0,Turnover by N. Robinson (bad pass),,39,35
158,2,7:16.0,A. Afflalo enters the game for N. Robinson,,39,35
159,2,7:16.0,T. Lawson enters the game for G. Harris,,39,35
160,2,7:01.0,,Turnover by I. Mahinmi (bad pass),39,35
161,2,6:50.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by A. Afflalo),,42,35
162,2,6:50.0,Shooting foul by D. Rudež (drawn by D. Gallinari),,42,35
163,2,6:50.0,,D. Sloan enters the game for A. Price,42,35
164,2,6:50.0,D. Gallinari makes free throw 1 of 1,,43,35
165,2,6:37.0,,D. Rudež makes 2-pt jump shot from 19 ft (assist by D. Sloan),43,37
166,2,6:23.0,J. Hickson misses 2-pt layup from 2 ft,,43,37
167,2,6:22.0,Offensive rebound by T. Mozgov,,43,37
168,2,6:22.0,T. Mozgov misses 2-pt tip-in from 1 ft,,43,37
169,2,6:21.0,,Defensive rebound by I. Mahinmi,43,37
170,2,6:05.0,,Turnover by D. Sloan (traveling),43,37
171,2,5:57.0,Shooting foul by L. Allen (drawn by T. Mozgov),,43,37
172,2,5:57.0,,Indiana full timeout,43,37
173,2,5:57.0,T. Mozgov misses free throw 1 of 2,,43,37
174,2,5:57.0,Offensive rebound by Team,,43,37
175,2,5:57.0,T. Mozgov makes free throw 2 of 2,,44,37
176,2,5:57.0,,Loose ball foul by I. Mahinmi (drawn by J. Hickson),44,37
177,2,5:57.0,,R. Hibbert enters the game for I. Mahinmi,44,37
178,2,5:57.0,J. Hickson makes free throw 1 of 1,,45,37
179,2,5:35.0,,S. Hill makes 2-pt jump shot from 21 ft,45,39
180,2,5:14.0,A. Afflalo makes 2-pt jump shot from 16 ft,,47,39
181,2,4:49.0,,D. Sloan misses 3-pt jump shot from 26 ft,47,39
182,2,4:48.0,Defensive rebound by A. Afflalo,,47,39
183,2,4:35.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by T. Lawson),,50,39
184,2,4:27.0,,Indiana full timeout,50,39
185,2,4:27.0,,L. Scola enters the game for L. Allen,50,39
186,2,4:27.0,,C. Copeland enters the game for D. Rudež,50,39
187,2,4:12.0,,R. Hibbert makes 2-pt hook shot from 6 ft,50,41
188,2,4:00.0,Shooting foul by L. Scola (drawn by J. Hickson),,50,41
189,2,4:00.0,J. Hickson makes free throw 1 of 2,,51,41
190,2,4:00.0,K. Faried enters the game for T. Mozgov,,51,41
191,2,4:00.0,,L. Allen enters the game for L. Scola,51,41
192,2,4:00.0,J. Hickson misses free throw 2 of 2,,51,41
193,2,4:00.0,,Defensive rebound by L. Allen,51,41
194,2,3:38.0,,R. Hibbert misses 2-pt jump shot from 8 ft,51,41
195,2,3:38.0,,Offensive rebound by S. Hill,51,41
196,2,3:38.0,Loose ball foul by A. Afflalo (drawn by S. Hill),,51,41
197,2,3:29.0,,C. Copeland misses 2-pt layup from 1 ft,51,41
198,2,3:28.0,Defensive rebound by J. Hickson,,51,41
199,2,3:19.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by T. Lawson),,54,41
200,2,3:11.0,,Indiana full timeout,54,41
201,2,2:56.0,,C. Copeland makes 3-pt jump shot from 22 ft (assist by S. Hill),54,44
202,2,2:35.0,A. Afflalo misses 3-pt jump shot from 25 ft,,54,44
203,2,2:34.0,,Defensive rebound by C. Copeland,54,44
204,2,2:21.0,,L. Allen misses 2-pt jump shot from 9 ft,54,44
205,2,2:20.0,,Offensive rebound by L. Allen,54,44
206,2,2:18.0,,L. Allen misses 2-pt layup from 2 ft (block by J. Hickson),54,44
207,2,2:17.0,Defensive rebound by D. Gallinari,,54,44
208,2,2:12.0,A. Afflalo makes 2-pt layup from 1 ft (assist by T. Lawson),,56,44
209,2,1:56.0,,D. Sloan makes 2-pt layup from 2 ft,56,46
210,2,1:43.0,Personal foul by C. Copeland (drawn by T. Lawson),,56,46
211,2,1:43.0,T. Lawson makes free throw 1 of 2,,57,46
212,2,1:43.0,W. Chandler enters the game for D. Gallinari,,57,46
213,2,1:43.0,,D. Rudež enters the game for C. Copeland,57,46
214,2,1:43.0,T. Lawson makes free throw 2 of 2,,58,46
215,2,1:35.0,,S. Hill misses 2-pt layup from 1 ft,58,46
216,2,1:33.0,Defensive rebound by J. Hickson,,58,46
217,2,1:19.0,J. Hickson makes 2-pt dunk at rim (assist by A. Afflalo),,60,46
218,2,1:06.0,,D. Rudež misses 2-pt jump shot from 17 ft,60,46
219,2,1:05.0,Defensive rebound by K. Faried,,60,46
220,2,0:54.0,W. Chandler misses 2-pt jump shot from 16 ft,,60,46
221,2,0:53.0,Offensive rebound by J. Hickson,,60,46
222,2,0:51.0,J. Hickson makes 2-pt layup from 2 ft,,62,46
223,2,0:43.0,,Personal foul by J. Hickson (drawn by R. Hibbert),62,46
224,2,0:34.0,,L. Allen misses 2-pt layup from 1 ft,62,46
225,2,0:33.0,Defensive rebound by J. Hickson,,62,46
226,2,0:27.0,T. Lawson misses 3-pt jump shot from 25 ft,,62,46
227,2,0:25.0,Offensive rebound by K. Faried,,62,46
228,2,0:03.0,K. Faried makes 2-pt layup from 1 ft (assist by T. Lawson),,64,46
229,2,0:00.0,,D. Sloan misses 3-pt jump shot from 48 ft,64,46
230,2,0:00.0,,Offensive rebound by Team,64,46
231,3,11:41.0,,C. Copeland misses 3-pt jump shot from 24 ft,64,46
232,3,11:39.0,Defensive rebound by Team,,64,46
233,3,11:21.0,W. Chandler makes 2-pt jump shot from 9 ft,,66,46
234,3,11:04.0,,R. Hibbert makes 2-pt jump shot from 6 ft,66,48
235,3,10:47.0,W. Chandler makes 2-pt jump shot from 7 ft,,68,48
236,3,10:37.0,,Personal foul by T. Mozgov (drawn by R. Hibbert),68,48
237,3,10:28.0,,R. Hibbert misses 2-pt jump shot from 8 ft,68,48
238,3,10:27.0,,Offensive rebound by L. Scola,68,48
239,3,10:25.0,,L. Scola misses 2-pt jump shot from 8 ft,68,48
240,3,10:24.0,Defensive rebound by W. Chandler,,68,48
241,3,10:11.0,K. Faried misses 2-pt jump shot from 9 ft,,68,48
242,3,10:09.0,,Defensive rebound by D. Sloan,68,48
243,3,9:51.0,,L. Scola misses 2-pt layup from 2 ft,68,48
244,3,9:50.0,Defensive rebound by K. Faried,,68,48
245,3,9:41.0,T. Lawson misses 3-pt jump shot from 24 ft,,68,48
246,3,9:40.0,,Defensive rebound by D. Sloan,68,48
247,3,9:30.0,,Personal foul by W. Chandler (drawn by C. Copeland),68,48
248,3,9:19.0,,R. Hibbert misses 2-pt jump shot from 9 ft,68,48
249,3,9:17.0,Defensive rebound by T. Mozgov,,68,48
250,3,9:02.0,T. Mozgov misses 2-pt jump shot from 3 ft (block by L. Scola),,68,48
251,3,9:00.0,Offensive rebound by T. Mozgov,,68,48
252,3,8:58.0,A. Afflalo makes 3-pt jump shot from 26 ft (assist by T. Mozgov),,71,48
253,3,8:39.0,,L. Scola makes 2-pt layup from 1 ft (assist by C. Copeland),71,50
254,3,8:20.0,T. Mozgov misses 2-pt layup from 1 ft,,71,50
255,3,8:19.0,,Defensive rebound by R. Hibbert,71,50
256,3,8:15.0,,Shooting foul by W. Chandler (drawn by D. Sloan),71,50
257,3,8:15.0,,D. Sloan makes free throw 1 of 2,71,51
258,3,8:15.0,,D. Sloan makes free throw 2 of 2,71,52
259,3,8:01.0,A. Afflalo misses 3-pt jump shot from 24 ft,,71,52
260,3,7:59.0,Offensive rebound by T. Mozgov,,71,52
261,3,7:55.0,T. Lawson makes 3-pt jump shot from 24 ft (assist by T. Mozgov),,74,52
262,3,7:50.0,,Personal foul by K. Faried (drawn by D. Sloan),74,52
263,3,7:41.0,,Turnover by C. Copeland (bad pass; steal by T. Mozgov),74,52
264,3,7:24.0,T. Mozgov misses 2-pt jump shot from 15 ft,,74,52
265,3,7:23.0,Offensive rebound by W. Chandler,,74,52
266,3,7:22.0,W. Chandler makes 2-pt layup from 2 ft,,76,52
267,3,7:21.0,,Indiana full timeout,76,52
268,3,7:08.0,,C. Copeland misses 3-pt jump shot from 25 ft,76,52
269,3,7:07.0,,Offensive rebound by C. Copeland,76,52
270,3,7:03.0,,C. Copeland misses 2-pt layup at rim,76,52
271,3,7:03.0,Defensive rebound by Team,,76,52
272,3,6:55.0,Personal foul by R. Hibbert (drawn by K. Faried),,76,52
273,3,6:42.0,A. Afflalo makes 2-pt jump shot from 15 ft,,78,52
274,3,6:23.0,,Turnover by C. Copeland (bad pass; steal by K. Faried),78,52
275,3,6:16.0,T. Lawson misses 2-pt layup from 1 ft (block by R. Hibbert),,78,52
276,3,6:14.0,,Defensive rebound by S. Hill,78,52
277,3,6:09.0,,D. Sloan misses 2-pt layup from 2 ft (block by T. Mozgov),78,52
278,3,6:09.0,,Offensive rebound by Team,78,52
279,3,6:09.0,,Technical foul by R. Hibbert,78,52
280,3,6:09.0,A. Afflalo misses technical free throw,,78,52
281,3,6:09.0,,Offensive rebound by Team,78,52
282,3,6:09.0,,L. Allen enters the game for C. Copeland,78,52
283,3,6:09.0,,D. Rudež enters the game for L. Scola,78,52
284,3,5:57.0,,D. Sloan misses 3-pt jump shot from 24 ft,78,52
285,3,5:56.0,Defensive rebound by Team,,78,52
286,3,5:56.0,,Loose ball foul by R. Hibbert (drawn by T. Mozgov),78,52
287,3,5:46.0,T. Lawson makes 2-pt jump shot from 18 ft,,80,52
288,3,5:26.0,,S. Hill misses 2-pt jump shot from 8 ft,80,52
289,3,5:25.0,Defensive rebound by W. Chandler,,80,52
290,3,5:12.0,T. Lawson misses 2-pt jump shot from 16 ft,,80,52
291,3,5:11.0,Offensive rebound by T. Mozgov,,80,52
292,3,4:57.0,K. Faried makes 2-pt jump shot from 15 ft,,82,52
293,3,4:42.0,,Turnover by R. Hibbert (lost ball; steal by T. Lawson),82,52
294,3,4:38.0,A. Afflalo makes 2-pt layup from 2 ft (assist by T. Lawson),,84,52
295,3,4:38.0,,Indiana full timeout,84,52
296,3,4:38.0,Violation by Team (delay of game),,84,52
297,3,4:38.0,,A. Price enters the game for R. Hibbert,84,52
298,3,4:38.0,,I. Mahinmi enters the game for D. Sloan,84,52
299,3,4:18.0,,A. Price makes 2-pt jump shot from 12 ft,84,54
300,3,3:59.0,W. Chandler makes 2-pt jump shot from 5 ft (assist by T. Lawson),,86,54
301,3,3:38.0,,I. Mahinmi makes 2-pt hook shot from 5 ft (assist by A. Price),86,56
302,3,3:11.0,T. Lawson makes 2-pt jump shot from 21 ft,,88,56
303,3,2:49.0,,Personal foul by T. Mozgov (drawn by I. Mahinmi),88,56
304,3,2:49.0,Denver full timeout,,88,56
305,3,2:49.0,J. McGee enters the game for T. Mozgov,,88,56
306,3,2:49.0,G. Harris enters the game for A. Afflalo,,88,56
307,3,2:49.0,,I. Mahinmi misses free throw 1 of 2,88,56
308,3,2:49.0,,Offensive rebound by Team,88,56
309,3,2:49.0,,I. Mahinmi makes free throw 2 of 2,88,57
310,3,2:34.0,Shooting foul by D. Rudež (drawn by K. Faried),,88,57
311,3,2:34.0,K. Faried makes free throw 1 of 2,,89,57
312,3,2:34.0,K. Faried makes free throw 2 of 2,,90,57
313,3,2:17.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by A. Price),90,60
314,3,2:09.0,G. Harris misses 3-pt jump shot from 23 ft,,90,60
315,3,2:08.0,,Defensive rebound by L. Allen,90,60
316,3,1:59.0,,S. Hill misses 2-pt layup from 2 ft,90,60
317,3,1:59.0,,Offensive rebound by L. Allen,90,60
318,3,1:59.0,,L. Allen makes 2-pt layup,90,62
319,3,1:59.0,,Shooting foul by W. Chandler (drawn by L. Allen),90,62
320,3,1:59.0,,L. Allen misses free throw 1 of 1,90,62
321,3,1:59.0,Defensive rebound by K. Faried,,90,62
322,3,1:36.0,G. Harris makes 2-pt jump shot from 20 ft,,92,62
323,3,1:09.0,,A. Price misses 2-pt layup from 2 ft,92,62
324,3,1:07.0,,Offensive rebound by L. Allen,92,62
325,3,1:06.0,,L. Allen misses 2-pt tip-in at rim,92,62
326,3,1:04.0,,Offensive rebound by L. Allen,92,62
327,3,1:04.0,,L. Allen makes 2-pt layup at rim,92,64
328,3,0:59.0,Turnover by T. Lawson (discontinued dribble),,92,64
329,3,0:49.0,,S. Hill misses 2-pt layup at rim,92,64
330,3,0:48.0,,Offensive rebound by I. Mahinmi,92,64
331,3,0:48.0,,I. Mahinmi makes 2-pt layup at rim,92,66
332,3,0:31.0,W. Chandler misses 3-pt jump shot from 24 ft,,92,66
333,3,0:30.0,Offensive rebound by J. McGee,,92,66
334,3,0:10.0,T. Lawson misses 2-pt jump shot from 21 ft,,92,66
335,3,0:09.0,,Defensive rebound by I. Mahinmi,92,66
336,3,0:03.0,,Shooting foul by T. Lawson (drawn by A. Price),92,66
337,3,0:03.0,,A. Price makes free throw 1 of 2,92,67
338,3,0:03.0,,A. Price misses free throw 2 of 2,92,67
339,3,0:02.0,Defensive rebound by T. Lawson,,92,67
340,3,0:00.0,T. Lawson misses 3-pt jump shot from 48 ft,,92,67
341,3,0:00.0,Offensive rebound by Team,,92,67
342,4,11:50.0,D. Arthur misses 2-pt jump shot from 20 ft,,92,67
343,4,11:49.0,Offensive rebound by J. McGee,,92,67
344,4,11:38.0,Turnover by D. Arthur (bad pass),,92,67
345,4,11:21.0,,D. Rudež misses 2-pt jump shot from 18 ft,92,67
346,4,11:19.0,Defensive rebound by D. Gallinari,,92,67
347,4,11:09.0,J. McGee misses 2-pt layup at rim,,92,67
348,4,11:08.0,,Defensive rebound by S. Whittington,92,67
349,4,11:02.0,,Shooting foul by D. Gallinari (drawn by D. Rudež),92,67
350,4,11:02.0,,D. Rudež misses free throw 1 of 2,92,67
351,4,11:02.0,,Offensive rebound by Team,92,67
352,4,11:02.0,,D. Rudež misses free throw 2 of 2,92,67
353,4,11:01.0,Defensive rebound by Team,,92,67
354,4,10:45.0,D. Arthur makes 2-pt jump shot from 22 ft (assist by G. Harris),,94,67
355,4,10:29.0,,A. Price makes 3-pt jump shot from 25 ft (assist by D. Sloan),94,70
356,4,10:18.0,G. Harris makes 2-pt dunk at rim,,96,70
357,4,10:18.0,Shooting block foul by A. Price (drawn by G. Harris),,96,70
358,4,10:18.0,G. Harris misses free throw 1 of 1,,96,70
359,4,10:17.0,Offensive rebound by D. Arthur,,96,70
360,4,10:12.0,G. Harris misses 3-pt jump shot from 26 ft,,96,70
361,4,10:10.0,,Defensive rebound by I. Mahinmi,96,70
362,4,9:56.0,,I. Mahinmi makes 2-pt dunk at rim,96,72
363,4,9:50.0,Denver full timeout,,96,72
364,4,9:29.0,G. Harris makes 2-pt jump shot from 15 ft,,98,72
365,4,9:12.0,,D. Rudež makes 3-pt jump shot from 25 ft (assist by D. Sloan),98,75
366,4,8:52.0,Turnover by G. Harris (step out of bounds),,98,75
367,4,8:52.0,Official timeout,,98,75
368,4,8:52.0,,C. Copeland enters the game for D. Sloan,98,75
369,4,8:40.0,,Turnover by A. Price (lost ball; steal by G. Harris),98,75
370,4,8:24.0,J. McGee makes 2-pt dunk at rim (assist by D. Arthur),,100,75
371,4,8:02.0,,A. Price makes 3-pt jump shot from 26 ft (assist by D. Rudež),100,78
372,4,7:45.0,D. Arthur misses 3-pt jump shot from 25 ft,,100,78
373,4,7:43.0,,Defensive rebound by S. Whittington,100,78
374,4,7:36.0,,A. Price misses 3-pt jump shot from 25 ft,100,78
375,4,7:36.0,,Offensive rebound by Team,100,78
376,4,7:36.0,Loose ball foul by J. McGee (drawn by S. Whittington),,100,78
377,4,7:36.0,J. Hickson enters the game for J. McGee,,100,78
378,4,7:26.0,,D. Rudež misses 2-pt jump shot from 19 ft,100,78
379,4,7:25.0,,Offensive rebound by I. Mahinmi,100,78
380,4,7:22.0,,Turnover by D. Rudež (lost ball; steal by D. Arthur),100,78
381,4,7:16.0,Shooting foul by S. Whittington (drawn by D. Arthur),,100,78
382,4,7:16.0,D. Arthur misses free throw 1 of 2,,100,78
383,4,7:16.0,Offensive rebound by Team,,100,78
384,4,7:16.0,D. Arthur makes free throw 2 of 2,,101,78
385,4,6:58.0,,S. Whittington misses 2-pt jump shot from 16 ft,101,78
386,4,6:56.0,Defensive rebound by N. Robinson,,101,78
387,4,6:42.0,J. Hickson misses 2-pt jump shot from 16 ft,,101,78
388,4,6:40.0,,Defensive rebound by S. Whittington,101,78
389,4,6:31.0,,C. Copeland misses 3-pt jump shot from 26 ft,101,78
390,4,6:29.0,Defensive rebound by G. Harris,,101,78
